"probe_id","gsym","entrez_id"
"207081_s_at","PIK4CA","5297"
"207082_at","CSF1","1435"
"207083_s_at","CC2D1A","54862"
"207084_at","POU3F2","5454"
"207085_x_at","CSF2RA","1438"
"207086_x_at","GAGE1 ","2543 "
"207087_x_at","ANK1","286"
"207088_s_at","SLC25A11","8402"
"207089_at","NRAP","4892"
"207090_x_at","ZFP30","22835"
"207091_at","P2RX7","5027"
"207092_at","LEP","3952"
"207093_s_at","OMG","4974"
"207094_at","IL8RA","3577"
"207095_at","SLC10A2","6555"
"207096_at","SAA4","6291"
"207097_s_at","SLC17A2","10246"
"207098_s_at","MFN1","55669"
"207099_s_at","CHM","1121"
"207100_s_at","VAMP1","6843"
"207101_at","VAMP1","6843"
"207102_at","AKR1D1","6718"
"207103_at","KCND2","3751"
"207104_x_at","LILRB1","10859"
"207105_s_at","PIK3R2","5296"
"207106_s_at","LTK","4058"
"207107_at","RPE65","6121"
"207108_s_at","NIPBL","25836"
"207109_at","POU2F3","25833"
"207110_at","KCNJ12","3768"
"207111_at","EMR1","2015"
"207112_s_at","GAB1","2549"
"207113_s_at","TNF","7124"
"207114_at","LY6G6C","80740"
"207115_x_at","MBTD1","54799"
"207116_s_at","GAPDHS","26330"
"207117_at","H-plk","51351"
"207118_s_at","MMP23B ","8510 "
"207119_at","PRKG1","5592"
"207120_at","ZNF667","63934"
"207121_s_at","MAPK6","5597"
"207122_x_at","SULT1A2","6799"
"207123_s_at","MATN4","8785"
"207124_s_at","GNB5","10681"
"207125_at","ZNF225","7768"
"207126_x_at","UGT1A4","54657"
"207127_s_at","HNRPH3","3189"
"207128_s_at","ZNF223","7766"
"207129_at","CA5B","11238"
"207130_at","PRKCBP1","23613"
"207131_x_at","GGT1","2678"
"207132_x_at","PFDN5","5204"
"207133_x_at","ALPK1","80216"
"207134_x_at","TPSAB1","7177"
"207135_at","HTR2A","3356"
"207136_at","ARR3","407"
"207137_at","NFKBIL2","4796"
"207138_at","PHF2","5253"
"207139_at","ATP4A","495"
"207140_at","ALPI","248"
"207141_s_at","KCNJ3","3760"
"207142_at","KCNJ3","3760"
"207143_at","CDK6","1021"
"207144_s_at","CITED1","4435"
"207145_at","GDF8","2660"
"207146_at","KRT32","3882"
"207147_at","DLX2","1746"
"207148_x_at","MYOZ2","51778"
"207149_at","CDH12","1010"
"207150_at","SLC18A3","6572"
"207151_at","ADCYAP1R1","117"
"207152_at","NTRK2","4915"
"207153_s_at","GLMN","11146"
"207154_at","DIO3","1735"
"207155_at","TBX5","6910"
"207156_at","HIST1H2AG","8969"
"207157_s_at","GNG5","2787"
"207158_at","APOBEC1","339"
"207159_x_at","CRTC1","23373"
"207160_at","IL12A","3592"
"207161_at","KIAA0087","9808"
"207162_s_at","CACNA1B","774"
"207163_s_at","AKT1","207"
"207164_s_at","ZNF238","10472"
"207165_at","HMMR","3161"
"207166_at","GNGT1","2792"
"207167_at","IGSF2","9398"
"207168_s_at","H2AFY","9555"
"207169_x_at","DDR1","780"
"207170_s_at","LETMD1","25875"
"207172_s_at","CDH11","1009"
"207173_x_at","CDH11","1009"
"207174_at","GPC5","2262"
"207175_at","ADIPOQ","9370"
"207176_s_at","CD80","941"
"207177_at","PTGFR","5737"
"207178_s_at","FRK","2444"
"207179_at","TLX1","3195"
"207180_s_at","HTATIP2","10553"
"207181_s_at","CASP7","840"
"207182_at","GABRA6","2559"
"207183_at","GPR19","2842"
"207184_at","SLC6A13","6540"
"207185_at","SLC10A1","6554"
"207186_s_at","BPTF","2186"
"207187_at","JAK3","3718"
"207188_at","CDK3","1018"
"207189_s_at","ZZEF1","23140"
"207190_at","ZZEF1","23140"
"207191_s_at","ISLR","3671"
"207192_at","DNASE1L2","1775"
"207193_at","AGRP","181"
"207194_s_at","ICAM4","3386"
"207195_at","CNTN6","27255"
"207196_s_at","TNIP1","10318"
"207197_at","ZIC3","7547"
"207198_s_at","LIMS1","3987"
"207199_at","TERT","7015"
"207200_at","OTC","5009"
"207201_s_at","SLC22A1","6580"
"207202_s_at","NR1I2","8856"
"207203_s_at","NR1I2","8856"
"207204_at","FSCN2","25794"
"207205_at","CEACAM4","1089"
"207206_s_at","ALOX12","239"
"207207_at","HNRNPG-T","27288"
"207208_at","HNRNPG-T","27288"
"207209_at","CETN1","1068"
"207210_at","GABRA3","2556"
"207211_at","USP2","9099"
"207212_at","SLC9A3","6550"
"207213_s_at","USP2","9099"
"207214_at","SPINK4","27290"
"207215_at","HS322B1A","25774"
"207216_at","TNFSF8","944"
"207217_s_at","NOX1","27035"
"207218_at","F9","2158"
"207219_at","ZNF643","65243"
"207220_at","ART4","420"
"207221_at",NA,NA
"207222_at","PLA2G10","8399"
"207223_s_at","ROD1","9991"
"207224_s_at","SIGLEC7","27036"
"207225_at","AANAT","15"
"207226_at","HIST1H2BN","8341"
"207227_x_at","RFPL2","10739"
"207228_at","PRKACG","5568"
"207229_at","KLRA1","10748"
"207230_at","CDON","50937"
"207231_at","DZIP3","9666"
"207232_s_at","DZIP3","9666"
"207233_s_at","MITF","4286"
"207234_at","RFX3","5991"
"207235_s_at","GRM5","2915"
"207236_at","ZNF345","25850"
"207237_at","KCNA3","3738"
"207238_s_at","PTPRC","5788"
"207239_s_at","PCTK1","5127"
"207240_s_at","LHCGR","3973"
"207241_at","C4orf6","10141"
"207242_s_at","GRIK1","2897"
"207243_s_at","CALM2","805"
"207244_x_at","CYP2A6","1548"
"207245_at","UGT2B17","7367"
"207246_at","ZFY","7544"
"207247_s_at","ZFX ","7543 "
"207248_at","KCNA4","3739"
"207249_s_at","SLC28A2","9153"
"207250_at","SIX6","4990"
"207251_at","MEP1B","4225"
"207252_at","INE1","8552"
"207253_s_at","UBN1","29855"
"207254_at","SLC15A1","6564"
"207255_at","LEPR","3953"
"207256_at","MBL2","4153"
"207257_at","EPO","2056"
"207258_at","DSCR4","10281"
"207259_at","C17orf73","55018"
"207260_at","FEV","54738"
"207261_at","CNGA3","1261"
"207262_at","APOF","319"
"207263_x_at","VEZT","55591"
"207264_at","KDELR3","11015"
"207265_s_at","KDELR3","11015"
"207266_x_at","RBMS1","5937"
"207267_s_at","DSCR6","53820"
"207268_x_at","ABI2","10152"
"207269_at","DEFA4","1669"
"207270_x_at","CD300C","10871"
"207271_x_at","SPAG11","10407"
"207272_at","ZNF80","7634"
"207273_at",NA,NA
"207274_at","CHRNE","1145"
"207275_s_at","ACSL1","2180"
"207276_at","CDR1","1038"
"207277_at","CD209","30835"
"207278_s_at","CD209","30835"
"207279_s_at","NEBL","10529"
"207280_at","RNF185","91445"
"207281_x_at","VCX ","26609 "
"207282_s_at","MYOG","4656"
"207283_at","RPL23AP13","56969"
"207284_s_at","ASPH","444"
"207285_x_at","CSHL1","1444"
"207286_at","CEP135","9662"
"207287_at","FLJ14107","80094"
"207288_at","CXYorf2","80161"
"207289_at","MMP25","64386"
"207290_at","PLXNA2","5362"
"207291_at","PRRG4","79056"
"207292_s_at","MAPK7","5598"
"207293_s_at","AGTR2","186"
"207294_at","AGTR2","186"
"207295_at","SCNN1G","6340"
"207296_at","ZNF343","79175"
"207298_at","SLC17A3","10786"
"207299_s_at","GRM1","2911"
"207300_s_at","F7","2155"
"207301_at","EFNA5","1946"
"207302_at","SGCG","6445"
"207303_at","PDE1C","5137"
"207304_at","ZNF45","7596"
"207305_s_at","KIAA1012","22878"
"207306_at","TCF15","6939"
"207307_at","HTR2C","3358"
"207308_at","SLCO1A2","6579"
"207309_at","NOS1","4842"
"207310_s_at","NOS1","4842"
"207311_at","DOC2B","8447"
"207312_at","PHKG1","5260"
"207313_x_at","KIR3DL2","3812"
"207314_x_at","KIR3DL2","3812"
"207315_at","CD226","10666"
"207316_at","HAS1","3036"
"207317_s_at","CASQ2","845"
"207318_s_at","CDC2L5","8621"
"207319_s_at","CDC2L5","8621"
"207320_x_at","STAU1","6780"
"207321_s_at","ABCB9","23457"
"207322_at",NA,NA
"207323_s_at","MBP","4155"
"207324_s_at","DSC1","1823"
"207325_x_at","MAGEA1","4100"
"207326_at","BTC","685"
"207327_at","EYA4","2070"
"207328_at","ALOX15","246"
"207329_at","MMP8","4317"
"207330_at","PZP","5858"
"207331_at","CENPF","1063"
"207332_s_at","TFRC","7037"
"207333_at","NMBR","4829"
"207334_s_at","TGFBR2","7048"
"207335_x_at","ATP5I ","521 "
"207336_at","SOX5","6660"
"207337_at","CTAG2","30848"
"207338_s_at","ZNF200","7752"
"207339_s_at","LTB","4050"
"207341_at","PRTN3","5657"
"207342_at","CNGB1","1258"
"207343_at","LYZL6","57151"
"207344_at","AKAP3","10566"
"207345_at","FST","10468"
"207346_at","STX2","2054"
"207347_at","ERCC6","2074"
"207348_s_at","LIG3","3980"
"207349_s_at","UCP3","7352"
"207350_s_at","VAMP4","8674"
"207351_s_at","SH2D2A","9047"
"207352_s_at","GABRB2","2561"
"207353_s_at","HMX1","3166"
"207354_at","CCL16","6360"
"207355_at","SLC1A7","6512"
"207356_at","DEFB4 ","1673 "
"207357_s_at","GALNT10","55568"
"207358_x_at","MACF1","23499"
"207359_at","CAMKK2","10645"
"207360_s_at","NTSR1","4923"
"207361_at","HBP1","26959"
"207362_at","SLC30A4","7782"
"207363_at","RS1","6247"
"207364_at","CXorf2 ","1527 "
"207365_x_at","USP34","9736"
"207366_at","KCNS1","3787"
"207367_at","ATP12A","479"
"207368_at","HTR1D","3352"
"207369_at",NA,NA
"207370_at","IBSP","3381"
"207371_at",NA,NA
"207372_s_at","ENTPD2","954"
"207373_at","HOXD10","3236"
"207374_at","PLSCR2","57047"
"207375_s_at","IL15RA","3601"
"207376_at","VENTX","27287"
"207377_at","PPP1R2P9","80316"
"207378_at","TREH","11181"
"207379_at","EDIL3","10085"
"207380_x_at","NOX1","27035"
"207381_at","ALOX12B","242"
"207382_at","TP73L","8626"
"207383_s_at","RHBDL1","9028"
"207384_at","PGLYRP1","8993"
"207385_at","TFDP3","51270"
"207386_at","CYP7B1","9420"
"207387_s_at","GK","2710"
"207388_s_at","PTGES","9536"
"207389_at","GP1BA","2811"
"207390_s_at","SMTN","6525"
"207391_s_at","PIP5K1A","8394"
"207392_x_at","UGT2B15 ","728160 "
"207393_at","HCRTR2","3062"
"207394_at","ZNF137","7696"
"207395_at","BTN1A1","696"
"207396_s_at","ALG3","10195"
"207397_s_at","HOXD13","3239"
"207398_at","HOXD13","3239"
"207399_at","BFSP2","8419"
"207400_at","NPY5R","4889"
"207401_at","PROX1","5629"
"207402_at","ZNF132","7691"
"207403_at","IRS4","8471"
"207404_s_at","HTR1E","3354"
"207405_s_at","RAD17","5884"
"207406_at","CYP7A1","1581"
"207407_x_at","CYP4A11","1579"
"207408_at","SLC22A14","9389"
"207409_at","LECT2","3950"
"207410_s_at","TLX2","3196"
"207412_x_at","CELP","1057"
"207413_s_at","SCN5A","6331"
"207414_s_at","PCSK6","5046"
"207415_at","PLA2R1","22925"
"207416_s_at","NFATC3","4775"
"207417_s_at","ZNF177","7730"
"207418_s_at","DDO","8528"
"207419_s_at","RAC2","5880"
"207420_at","COLEC10","10584"
"207421_at","CA5A","763"
"207422_at","ADAM20","8748"
"207423_s_at","ADAM20","8748"
"207424_at","MYF5","4617"
"207425_s_at","SEPT9","10801"
"207426_s_at","TNFSF4","7292"
"207427_at","ACR","49"
"207428_x_at","CDC2L1 ","728642 "
"207429_at","SLC22A2","6582"
"207430_s_at","MSMB","4477"
"207431_s_at","DEGS1","8560"
"207432_at","BEST2","54831"
"207433_at","IL10","3586"
"207434_s_at","FXYD2 ","4151 "
"207435_s_at","SRRM2","23524"
"207436_x_at","KIAA0894","22833"
"207437_at","NOVA1","4857"
"207438_s_at","SNUPN","10073"
"207439_s_at","SLC35A2","7355"
"207440_at","SLC35A2","7355"
"207441_at","SMR3B","10879"
"207442_at","CSF3","1440"
"207443_at","NR2E1","7101"
"207444_at","SLC22A13","9390"
"207445_s_at","CCR9","10803"
"207446_at","TLR6","10333"
"207447_s_at","MGAT4C","25834"
"207448_at","POFUT2","23275"
"207449_s_at","POFUT2","23275"
"207450_s_at","POU6F2","11281"
"207451_at","NKX2-8","26257"
"207452_s_at","CNTN5","53942"
"207453_s_at","DNAJB5","25822"
"207454_at","GRIK3","2899"
"207455_at","P2RY1","5028"
"207456_at","HNF4G","3174"
"207457_s_at","LY6G6D","58530"
"207458_at","C8orf51","78998"
"207459_x_at","GYPB","2994"
"207460_at","GZMM","3004"
"207461_at",NA,NA
"207462_at","GLRA2","2742"
"207463_x_at","PRSS3","5646"
"207464_at","AHCYL1","10768"
"207465_at",NA,NA
"207466_at","GAL","51083"
"207467_x_at","CAST","831"
"207468_s_at","SFRP5","6425"
"207469_s_at","PIR","8544"
"207470_at","DKFZp566H0824","54744"
"207471_at",NA,NA
"207472_at",NA,NA
"207473_at","MLN","4295"
"207474_at","SNRK","54861"
"207475_at","FABP2","2169"
"207476_at","ITSN2","50618"
"207477_at",NA,NA
"207478_at",NA,NA
"207479_at",NA,NA
"207480_s_at","MEIS2","4212"
"207481_at",NA,NA
"207482_at","C20orf10","27296"
"207483_s_at","CAND1","55832"
"207484_s_at","EHMT2","10919"
"207485_x_at","BTN3A1","11119"
"207486_x_at","CHN2","1124"
"207487_at","FLJ11996","80041"
"207488_at",NA,NA
"207489_at","FLJ12331","80052"
"207490_at","TUBA4","80086"
"207491_at","MOGAT2","80168"
"207492_at","NGLY1","55768"
"207493_x_at","SSX2","6757"
"207494_s_at","ZNF76","7629"
"207495_at","RAB28","9364"
"207496_at","MS4A2","2206"
"207497_s_at","MS4A2","2206"
"207498_s_at","CYP2D6","1565"
"207499_x_at","UNC45A","55898"
"207500_at","CASP5","838"
"207501_s_at","FGF12","2257"
"207502_at","GUCA2B","2981"
"207503_at","TCP10 ","401285 "
"207504_at","CA7","766"
"207505_at","PRKG2","5593"
"207506_at","TXNL2","10539"
"207507_s_at","ATP5G3","518"
"207508_at","ATP5G3","518"
"207509_s_at","LAIR2","3904"
"207510_at","BDKRB1","623"
"207511_s_at","C2orf24","27013"
"207513_s_at","ZNF189","7743"
"207514_s_at","GNAT1","2779"
"207515_s_at","POLR1C","9533"
"207516_at","CHRNB4","1143"
"207517_at","LAMC2","3918"
"207518_at","DGKE","8526"
"207519_at","SLC6A4","6532"
"207520_at","TROVE2","6738"
"207521_s_at","ATP2A3","489"
"207522_s_at","ATP2A3","489"
"207523_at","C6orf10","10665"
"207524_at","ST7","7982"
"207525_s_at","GIPC1","10755"
"207526_s_at","IL1RL1","9173"
"207527_at","KCNJ9","3765"
"207528_s_at","SLC7A11","23657"
"207529_at","DEFA5","1670"
"207530_s_at","CDKN2B","1030"
"207531_at","CRYGC","1420"
"207532_at","CRYGD","1421"
"207533_at","CCL1","6346"
"207534_at","MAGEB1","4112"
"207535_s_at","NFKB2","4791"
"207536_s_at","TNFRSF9","3604"
"207537_at","PFKFB1","5207"
"207538_at","IL4","3565"
"207539_s_at","IL4","3565"
"207540_s_at","SYK","6850"
"207541_s_at","EXOSC10","5394"
"207542_s_at","AQP1","358"
"207543_s_at","P4HA1","5033"
"207544_s_at","ADH6","130"
"207545_s_at","NUMB","8650"
"207546_at","ATP4B","496"
"207547_s_at","FAM107A","11170"
"207548_at","GRM7","2917"
"207549_x_at","CD46","4179"
"207550_at","MPL","4352"
"207551_s_at","MSL3L1","10943"
"207552_at","ATP5G2","517"
"207553_at","OPRK1","4986"
"207554_x_at","TBXA2R","6915"
"207555_s_at","TBXA2R","6915"
"207556_s_at","DGKZ","8525"
"207557_s_at","RYR2","6262"
"207558_s_at","PITX2","5308"
"207559_s_at","ZMYM3","9203"
"207560_at","SLC28A1","9154"
"207561_s_at","ACCN3","9311"
"207562_at","DGKQ","1609"
"207563_s_at","OGT","8473"
"207564_x_at","OGT","8473"
"207565_s_at","MR1","3140"
"207566_at","MR1","3140"
"207567_at","SLC13A2","9058"
"207568_at","CHRNA6","8973"
"207569_at","ROS1","6098"
"207570_at","SHOX","6473"
"207571_x_at","C1orf38","9473"
"207572_at",NA,NA
"207573_x_at","ATP5L","10632"
"207574_s_at","GADD45B","4616"
"207575_at","GOLGA ","342096 "
"207576_x_at","OXT","5020"
"207577_at","HTR4","3360"
"207578_s_at","HTR4","3360"
"207579_at","MAGEB3","4114"
"207580_at","MAGEB4","4115"
"207581_s_at","MAGEB4","4115"
"207582_at","PIN1L","5301"
"207583_at","ABCD2","225"
"207584_at","LPA","4018"
"207585_s_at","RPL36AL","6166"
"207586_at","SHH","6469"
"207587_at","CRYGA","1418"
"207588_at","MYT2","8827"
"207589_at","ADRA1B","147"
"207590_s_at","CENPI","2491"
"207591_s_at","ARID1A","8289"
"207592_s_at","HCN2","610"
"207593_at","ABCG4","64137"
"207594_s_at","SYNJ1","8867"
"207595_s_at","BMP1","649"
"207596_at",NA,NA
"207597_at","ADAM18","8749"
"207598_x_at","XRCC2","7516"
"207599_at","MMP20","9313"
"207600_at","KCNC3","3748"
"207601_at","SULT1B1","27284"
"207602_at","TMPRSS11D","9407"
"207603_at","SLC4A7","9497"
"207604_s_at","SLC4A7","9497"
"207605_x_at","ZNF117","7670"
"207606_s_at","ARHGAP12","94134"
"207607_at","ASCL2","430"
"207608_x_at","CYP1A2","1544"
"207609_s_at","CYP1A2","1544"
"207610_s_at","EMR2","30817"
"207611_at","HIST1H2BL","8340"
"207612_at","WNT8B","7479"
"207613_s_at","CAMK2A","815"
"207614_s_at","CUL1","8454"
"207615_s_at","C16orf3","750"
"207616_s_at","TANK","10010"
"207617_at","DDX3X","1654"
"207618_s_at","BCS1L","617"
"207619_at","HCRTR1","3061"
"207620_s_at","CASK","8573"
"207621_s_at","PEMT","10400"
"207622_s_at","ABCF2","10061"
"207623_at","ABCF2","10061"
"207624_s_at","RPGR","6103"
"207625_s_at","CBFA2T2","9139"
"207626_s_at","SLC7A2","6542"
"207627_s_at","TFCP2","7024"
"207628_s_at","WBSCR22","114049"
"207629_s_at","ARHGEF2","9181"
"207630_s_at","CREM","1390"
"207631_at","NBR2","10230"
"207632_at","MUSK","4593"
"207633_s_at","MUSK","4593"
"207634_at","PDCD1","5133"
"207635_s_at","KCNH1","3756"
"207636_at","SERPINI2","5276"
"207637_at","PRKAR2B ","5577 "
"207638_at","PRSS7","5651"
"207639_at","FZD9","8326"
"207640_x_at","NTN2L","4917"
"207641_at","TNFRSF13B","23495"
"207642_at","HCRT","3060"
"207643_s_at","TNFRSF1A","7132"
"207644_at","FOXH1","8928"
"207645_s_at","CHD1L","9557"
"207646_s_at","CDY1 ","203611 "
"207647_at","CDY1 ","253175 "
"207648_at","DRP2","1821"
"207649_at","KRT37","8688"
"207650_x_at","PTGER1","5731"
"207651_at","GPR171","29909"
"207652_s_at","CMKLR1","1240"
"207653_at","FOXD2","2306"
"207654_x_at","DR1","1810"
"207655_s_at","BLNK","29760"
"207656_s_at","ACOX1","51"
"207657_x_at","TNPO1","3842"
"207658_s_at","FOXG1B ","2290 "
"207659_s_at","MOBP","4336"
"207660_at","DMD","1756"
"207661_s_at","SH3PXD2A","9644"
"207662_at","TBX1","6899"
"207663_x_at","GAGE3","2575"
"207664_at","ADAM2","2515"
"207665_at","ADAM21 ","145241 "
"207666_x_at","SSX3","10214"
"207667_s_at","MAP2K3","5606"
"207668_x_at","PDIA6","10130"
"207669_at","KRT83","3889"
"207670_at","KRT85","3891"
"207671_s_at","BEST1","7439"
"207672_at",NA,NA
"207673_at","NPHS1","4868"
"207674_at","FCAR","2204"
"207675_x_at","ARTN","9048"
"207676_at","ONECUT2","9480"
"207677_s_at","NCF4","4689"
"207678_s_at","SOX30","11063"
"207679_at","PAX3","5077"
"207680_x_at","PAX3","5077"
"207681_at","CXCR3","2833"
"207682_s_at","KIF25","3834"
"207683_at","FOXN1","8456"
"207684_at","TBX6","6911"
"207685_at","CRYBB3","1417"
"207686_s_at","CASP8","841"
"207687_at","INHBC","3626"
"207688_s_at","INHBC","3626"
"207689_at","TBX10","347853"
"207690_at","ALX3","257"
"207691_x_at","ENTPD1","953"
"207692_s_at","AGC1","176"
"207693_at","CACNB4","785"
"207694_at","POU3F4","5456"
"207695_s_at","IGSF1","3547"
"207696_at","FUT9","10690"
"207697_x_at","LILRB2","10288"
"207698_at","C6orf123","26238"
"207699_at","ZNF409","22830"
"207700_s_at","NCOA3","8202"
"207701_at","C22orf24","25775"
"207702_s_at","MAGI2","9863"
"207703_at","NLGN4Y","22829"
"207704_s_at","GAS7","8522"
"207705_s_at","RP4-691N24.1","22981"
"207706_at","USH2A","7399"
"207707_s_at","SEC13","6396"
"207708_at","ALOXE3","59344"
"207709_at","PRKAA2","5563"
"207710_at","LCE2B","26239"
"207711_at","C20orf117","140710"
"207712_at","BAGE","574"
"207713_s_at","RBCK1","10616"
"207714_s_at","SERPINH1","871"
"207715_at","CRYGB","1419"
"207716_at","KRT38","8687"
"207717_s_at","PKP2","5318"
"207718_x_at","CYP2A6 ","1548 "
"207719_x_at","CEP170","9859"
"207720_at","LOR","4014"
"207721_x_at","HINT1","3094"
"207722_s_at","BTBD2","55643"
"207723_s_at","KLRC3","3823"
"207724_s_at","SPAST","6683"
"207725_at","POU4F2","5458"
"207726_at","ESRRB","2103"
"207727_s_at","MUTYH","4595"
"207728_at","ATF7IP","55729"
"207729_at","CDH9","1007"
"207730_x_at","HDGF2","84717"
"207731_at",NA,NA
"207732_s_at","DLG3","1741"
"207733_x_at","PSG9","5678"
"207734_at","LAX1","54900"
"207735_at","RNF125","54941"
"207736_s_at","TNP2","7142"
"207737_at",NA,NA
"207738_s_at","NCKAP1","10787"
"207739_s_at","GAGE1 ","2543 "
"207740_s_at","NUP62","23636"
"207741_x_at","TPSAB1 ","64499 "
"207742_s_at","NR6A1","2649"
"207743_at","PRO1880","29023"
"207744_at",NA,NA
"207745_at","CABP2","51475"
"207746_at","POLQ","10721"
"207747_s_at","DOK4","55715"
"207748_at",NA,NA
"207749_s_at","PPP2R3A","5523"
"207750_at","EPS15L2","55380"
"207751_at",NA,NA
"207752_x_at","PRB1 ","5542 "
"207753_at","ZNF304","57343"
"207754_at","RASSF8","11228"
"207755_at",NA,NA
"207756_at",NA,NA
"207757_at","ZFP2","80108"
"207758_at","PPM1F","9647"
"207759_s_at","DISC1 ","27185 "
"207760_s_at","NCOR2","9612"
"207761_s_at","METTL7A","25840"
"207762_at","LPAL2","80350"
"207763_at","S100A5","6276"
"207764_s_at","HIPK3","10114"
"207765_s_at","KIAA1539","80256"
"207766_at","CDKL1","8814"
"207767_s_at","EGR4","1961"
"207768_at","EGR4","1961"
"207769_s_at","PQBP1","10084"
"207770_x_at","CSH2","1443"
"207771_at","SLC5A2","6524"
"207772_s_at","PRMT8","56341"
"207773_x_at","CYP3A43","64816"
"207774_at","ATG10","83734"
"207775_at","MGC4859","79150"
"207776_s_at","CACNB2","783"
"207777_s_at","SP140","11262"
"207778_at","REGL","5969"
"207779_at",NA,NA
"207780_at","CYLC2","1539"
"207781_s_at","ZNF711","7552"
"207782_s_at","PSEN1","5663"
"207783_x_at","HUWE1","10075"
"207784_at","ARSD","414"
"207785_s_at","RBPSUH","3516"
"207786_at","CYP2R1","120227"
"207787_at","KRT33B","3884"
"207788_s_at","SORBS3","10174"
"207789_s_at","DPP6","1804"
"207790_at",NA,NA
"207791_s_at","RAB1A","5861"
"207792_at","OPRD1","4985"
"207793_s_at","EPB41","2035"
"207794_at","CCR2 ","1231 "
"207795_s_at","KLRD1","3824"
"207796_x_at","KLRD1","3824"
"207797_s_at","LRP2BP","55805"
"207798_s_at","ATXN2L","11273"
"207799_x_at",NA,NA
"207800_at","AKAP5","9495"
"207801_s_at","RNF10","9921"
"207802_at","CRISP3","10321"
"207803_s_at","CSN3","1448"
"207804_s_at","FCN2","2220"
"207805_s_at","PSMD9","5715"
"207808_s_at","PROS1","5627"
"207809_s_at","ATP6AP1","537"
"207810_at","F13B","2165"
"207811_at","KRT12","3859"
"207812_s_at","GORASP2","26003"
"207813_s_at","FDXR","2232"
"207814_at","DEFA6","1671"
"207815_at","PF4V1","5197"
"207816_at","LALBA","3906"
"207817_at","IFNW1","3467"
"207818_s_at","HTR7","3363"
"207819_s_at","ABCB4","5244"
"207820_at","ADH1A","124"
"207821_s_at","PTK2","5747"
"207822_at","FGFR1","2260"
"207823_s_at","AIF1","199"
"207824_s_at","MAZ","4150"
"207825_s_at","GHRHR","2692"
"207826_s_at","ID3","3399"
"207827_x_at","SNCA","6622"
"207828_s_at","CENPF","1063"
"207829_s_at","BNIP1","662"
"207830_s_at","PPP1R8","5511"
"207831_x_at","DHPS","1725"
"207832_at","BAIAP2","10458"
"207833_s_at","HLCS","3141"
"207834_at","FBLN1","2192"
"207835_at","FBLN1","2192"
"207836_s_at","RBPMS","11030"
"207837_at","RBPMS","11030"
"207838_x_at","PBXIP1","57326"
"207839_s_at","C9orf127","51754"
"207840_at","CD160","11126"
"207841_at","SPIN2A","54466"
"207842_s_at","CASC3","22794"
"207843_x_at","CYB5A","1528"
"207844_at","IL13","3596"
"207845_s_at","ANAPC10","10393"
"207846_at","POU1F1","5449"
"207847_s_at","MUC1","4582"
"207848_at","AVP","551"
"207849_at","IL2","3558"
"207850_at","CXCL3","2921"
"207851_s_at","INSR","3643"
"207852_at","CXCL5","6374"
"207853_s_at","SNCB","6620"
"207854_at","GYPE","2996"
"207855_s_at","CLCC1","23155"
"207856_s_at","SMPD4 ","150776 "
"207857_at","LILRA2","11027"
"207858_s_at","PKLR","5313"
"207859_s_at","CHRNB3","1142"
"207860_at","NCR1","9437"
"207861_at","CCL22","6367"
"207862_at","UPK2","7379"
"207863_at","ADPRH","141"
"207864_at","SCN7A","6332"
"207865_s_at","BMP8B","656"
"207866_at","BMP8A","353500"
"207867_at","PAX4","5078"
"207868_at","CHRNA2","1135"
"207869_s_at","CACNA1G","8913"
"207870_at","AKAP9","10142"
"207871_s_at","ST7","7982"
"207872_s_at","LILRB1 ","10859 "
"207873_x_at","SEZ6L","23544"
"207874_s_at","CFHR4","10877"
"207875_at",NA,NA
"207876_s_at","FLNC","2318"
"207877_s_at","NVL","4931"
"207878_at","KRT76","51350"
"207879_at",NA,NA
"207880_at","ADAM11","4185"
"207881_at",NA,NA
"207882_at","HSAJ2425","55566"
"207883_s_at","TFR2","7036"
"207884_at","GUCY2D","3000"
"207885_at","S100G","795"
"207886_s_at","CALCR","799"
"207887_s_at","CALCR","799"
"207888_at",NA,NA
"207889_at","SARDH","1757"
"207890_s_at","MMP25","64386"
"207891_s_at","UCHL5IP","55559"
"207892_at","CD40LG","959"
"207893_at","SRY","6736"
"207894_s_at","TCL6","27004"
"207895_at","NAALADL1","10004"
"207896_s_at","DLEC1","9940"
"207897_at","CRHR2","1395"
"207899_at","GIP","2695"
"207900_at","CCL17","6361"
"207901_at","IL12B","3593"
"207902_at","IL5RA","3568"
"207904_s_at","LNPEP","4012"
"207906_at","IL3","3562"
"207907_at","TNFSF14","8740"
"207908_at","KRT2","3849"
"207909_x_at","DAZ1 ","1617 "
"207910_at","SCGB1D1","10648"
"207911_s_at","TGM5","9333"
"207912_s_at","DAZ1 ","1617 "
"207913_at","LOC731992","731992"
"207914_x_at","EVX1","2128"
"207915_at",NA,NA
"207916_at","RBM","650805"
"207917_at",NA,NA
"207918_s_at","TSPY1 ","64591 "
"207919_at","ART1","417"
"207920_x_at","ZFX","7543"
"207921_x_at","PAX8","7849"
"207922_s_at","MAEA ","10296 "
"207923_x_at","PAX8","7849"
"207924_x_at","PAX8","7849"
"207925_at","CST5","1473"
"207926_at","GP5","2814"
"207927_at","HTR7","3363"
"207928_s_at","GLRA3","8001"
"207929_at","GRPR","2925"
"207930_at","LCN1","3933"
"207931_s_at","PFKFB2","5208"
"207932_at","IFNA8","3445"
"207933_at","ZP2","7783"
