,Category,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
1364,C3,MIR4276,MIR4276,27/817,275/26190,1.70063766493028e-07,2.20565311064653e-05,1.44846072971865e-05,CLDN1/ERBB3/ITGB6/ITGB8/TRIM2/ARHGAP8/ANK3/ALDH1A3/C3orf52/MXD1/IL1B/STK38L/GAB1/MAF/CHMP2B/FMR1/PRSS16/ITSN2/B4GALT5/TLR5/ZBTB43/RLN2/RRAS2/FAM49A/HS3ST1/CLCN5/GATA3,27
1365,C3,NFE2_01,NFE2_01,27/817,275/26190,1.70063766493028e-07,2.20565311064653e-05,1.44846072971865e-05,SCEL/FBXO2/ARHGAP8/CALB2/MITF/ELMO3/HSPB8/SNX10/GSTP1/TINAGL1/GABARAPL1/CMAS/PRDM1/TMCC1/N4BP1/ZFAND5/IDS/PTPRR/RBPMS/MAFF/ID2/PAK6/MAP2/SRC/RB1CC1/CLCN5/COBL,27
1366,C3,MIR194_5P,MIR194_5P,22/817,197/26190,2.58820756204169e-07,3.21692631565432e-05,2.11256766357877e-05,RAB38/HBEGF/TSPAN1/USP6NL/GRHL2/SLC7A5/SDC4/C21orf91/IGF1R/LYN/BICD2/SLC12A2/WWP1/ZFAND5/ITPKB/MTSS1/LAMP2/MAP2/C18orf25/CLCN5/BTBD7/RAB3B,22
1367,C3,DR4_Q2,DR4_Q2,26/817,266/26190,3.12772801129712e-07,3.73200506307973e-05,2.45082182274692e-05,ERBB3/CRABP2/PRRG4/PPARD/ABCG1/ATP1B1/MITF/DUSP10/GRHL2/SOX15/NPEPPS/PCSK1N/UBE2H/CHMP2B/ADD3/ITSN2/TEAD3/DMD/ID2/SLC6A14/PLEKHA1/EDN1/LIPG/RB1CC1/ADM/ZBTB20,26
1368,C3,NFAT_Q4_01,NFAT_Q4_01,26/817,267/26190,3.36471516016857e-07,3.86036358568571e-05,2.53511534942256e-05,SERPINB7/PRRG4/KRT14/ZHX2/MITF/DHRS3/PKP3/KLF5/TIAM1/SEMA3A/TJP2/NEDD4L/OVOL2/SOX9/NDRG2/RNF128/LIMK2/PRDM1/AUTS2/CCL5/TFDP2/B4GALT5/PTHLH/MBNL2/VAMP8/DEF6,26
1369,C3,MIR3129_5P,MIR3129_5P,19/817,154/26190,3.59897925406496e-07,3.97620559810214e-05,2.611189236575e-05,ITGB8/CELSR2/CXADR/LRRC1/SLC20A2/CD2AP/SEMA3A/TMEM62/CYB5R4/ADD3/ITGA6/LLGL2/MAP3K4/PTPN3/ETNK1/ARL15/PAWR/ARHGEF3/LAMP3,19
1370,C3,TGGNNNNNNKCCAR_UNKNOWN,TGGNNNNNNKCCAR_UNKNOWN,35/817,436/26190,3.94295294947913e-07,4.09785870036623e-05,2.69107928838208e-05,AQP3/ANXA3/SCNN1A/CKMT1B/GDPD3/KRT17/HBEGF/ST6GALNAC5/ARHGAP8/SDC1/ZHX2/ATP1B1/CRYAB/ARHGEF5/KIAA0040/SOX15/MID1/OVOL1/UBE2H/SLC31A2/EXTL3/ADD3/TINAGL1/GTPBP2/GLS/MTSS1/SEMA3C/SH2D4A/PTHLH/DUSP14/GABRP/MYCN/FAM49A/SLC39A4/S100A8,35
1371,C3,MIR199A_3P_MIR199B_3P,MIR199A_3P_MIR199B_3P,19/817,155/26190,3.98383849515993e-07,4.09785870036623e-05,2.69107928838208e-05,ITGB8/CELSR2/CXADR/LRRC1/SLC20A2/CD2AP/SEMA3A/TMEM62/CYB5R4/ADD3/ITGA6/LLGL2/MAP3K4/PTPN3/ETNK1/ARL15/PAWR/ARHGEF3/LAMP3,19
1372,C3,IRF1_01,IRF1_01,25/817,255/26190,4.96682761112659e-07,4.77936992386794e-05,3.13863028329595e-05,BLNK/MITF/DUSP10/SYNE2/CHST11/ISG15/DDX58/DOCK9/DLG1/CXCL10/CASZ1/MXI1/ITPKB/PITX1/CCL5/PTPRR/LIF/DMD/LDB1/USP18/UBD/BST2/CXCL11/STX17/GATA3,25
1373,C3,ZIC3_01,ZIC3_01,25/817,255/26190,4.96682761112659e-07,4.77936992386794e-05,3.13863028329595e-05,ERBB3/LAMC2/CRYAB/DHRS3/HEBP2/PIM1/OSBPL2/TRAF3IP2/CTNND1/MTUS1/MAF/ATP2B4/DLGAP4/EXTL3/CASZ1/RASAL2/MARCKSL1/TEAD3/FSTL3/LITAF/MYCN/EFNA4/REL/ETV6/HOOK2,25
1374,C3,MIR875_3P,MIR875_3P,28/817,311/26190,6.00133663862069e-07,5.59437099781422e-05,3.67384456726089e-05,MAP7/SCEL/FLRT3/ZHX2/GULP1/CNTNAP2/CHST11/NDRG1/MXD1/TIAM1/MID1/EGLN3/CAST/MAST4/ITCH/ABCA12/RASAL2/PIK3C2B/PALMD/MTM1/ASB7/AFF4/MBNL2/SEMA4D/DNAJB1/ZBTB20/TCF20/SH3TC2,28
1375,C3,MIR9983_3P,MIR9983_3P,36/817,466/26190,6.75752288571501e-07,6.10839114184481e-05,4.01140353758075e-05,DAAM1/CNTNAP2/HDAC9/DUSP10/USP6NL/CD2AP/NPEPPS/ZMIZ1/CAMK2N1/FST/RARRES1/MAST4/WWC1/CHMP2B/USP9X/SOX4/ADD3/FMR1/MFAP3L/BICD2/AUTS2/KLHL24/CRIM1/YIPF6/ARHGEF10L/ACTN4/GNAQ/ETNK1/REL/ETV6/CNN3/ZBTB20/TCF20/AMOTL2/RAB3B/RRAGD,36
1376,C3,MIR129_5P,MIR129_5P,31/817,372/26190,8.18205064774776e-07,6.97344488063759e-05,4.57948759562664e-05,CNTNAP2/HDAC9/DUSP10/USP6NL/CD2AP/NPEPPS/ZMIZ1/CAMK2N1/FST/RARRES1/MAST4/CHMP2B/USP9X/SOX4/ADD3/FMR1/MFAP3L/BICD2/AUTS2/KLHL24/YIPF6/ARHGEF10L/ACTN4/GNAQ/ETV6/CNN3/ZBTB20/TCF20/AMOTL2/RAB3B/RRAGD,31
1377,C3,MIR4311,MIR4311,31/817,372/26190,8.18205064774776e-07,6.97344488063759e-05,4.57948759562664e-05,TGFA/KCNK1/BAMBI/ZHX2/HDAC9/DNAJC6/SERPINB1/DAPP1/KLF4/MID1/CAMK2N1/VNN1/RASAL2/SOX9/C21orf91/TRIO/RNF128/CMAS/CPNE3/ATP6V0C/MXI1/IDS/LAMP2/PTPRR/GCLC/AFF4/ARHGEF9/CLCN5/ZBTB20/BTBD7/RAB3B,31
1378,C3,GATAAGR_GATA_C,GATAAGR_GATA_C,27/817,299/26190,8.96216284135836e-07,7.42614770993667e-05,4.87677925373331e-05,BSPRY/CLDN7/SLC2A1/KRT23/FLRT3/GRB7/MITF/KRT15/CHRNB1/GRHL2/PSD4/MID1/CTNND1/ABCA12/BMP6/ADD3/PTPRR/PRSS1/RBPMS/DMD/SLC6A14/LMO2/EDN1/PRSS3/SLC9A3R1/GATM/CAPN1,27
1379,C3,E12_Q6,E12_Q6,25/817,265/26190,1.01558134626619e-06,8.00761599677221e-05,5.25863167422167e-05,MAP7/C6orf15/CRCT1/HBEGF/GRB7/SEMA3F/SORT1/KRT8/NPEPPS/RANGAP1/TNFRSF21/MTUS1/MINK1/WWC1/ITGA2/NEDD4L/BMP6/ITGA6/CPA4/MTSS1/ROBO3/CORO2A/SMAD3/FAM49A/DEF6,25
1380,C3,TACTTGA_MIR26A_MIR26B,TACTTGA_MIR26A_MIR26B,27/817,301/26190,1.0200784709264e-06,8.00761599677221e-05,5.25863167422167e-05,KCNK1/MITF/PIM1/OSBPL2/PTGS2/NRIP1/ULK1/CAMSAP1/USP9X/SNN/GSK3B/NFE2L3/SLC12A2/TMCC1/MXI1/REEP4/PALMD/LIF/MAP2/DAPK1/PAWR/CLDND1/ADM/VLDLR/BTBD7/ADAM19/CCNE1,27
1381,C3,MIR7106_5P,MIR7106_5P,30/817,359/26190,1.1581605574817e-06,8.85844344350744e-05,5.8173732725329e-05,CDH1/MAPK13/ARNTL2/HDAC9/MYO1D/TRAF3IP2/RIMS3/PKP1/PI3/CAST/PLCXD1/RNF103/SOX4/PHACTR4/PDLIM2/MARK2/N4BP1/PLEKHA5/IDS/EXPH5/FURIN/ZNF365/TFDP2/OAS3/RMND5B/APOL6/RBMS2/PSORS1C1/PAQR4/FAM102A,30
1382,C3,MIR145_5P,MIR145_5P,27/817,306/26190,1.40194518702993e-06,0.000104550062322757,6.86584208700712e-05,KCNK1/ITGB8/TRIM2/FLRT3/SERINC5/NUAK1/KLF5/FLNB/MYO6/DOCK9/SEMA3A/CTNND1/ADD3/CASZ1/SOX9/TRIO/MPP5/GABARAPL1/RASA2/PRDM1/LAMP2/ETNK1/SMAD3/MYCN/ZBTB20/RASA1/ADAM19,27
1383,C3,HNF4_Q6,HNF4_Q6,25/817,271/26190,1.530627874631e-06,0.000111362510976202,7.31321816351297e-05,AQP3/SLPI/ERBB3/SPINT1/HBEGF/GRB7/LAD1/KIAA0040/GRHL2/MID1/ELF4/PLS1/PART1/ABCA12/SULT2B1/RASAL2/PRDM1/EMP1/TMBIM1/KIF1C/ID2/SLC9A3R1/WIPI1/ADM/RAB3D,25
1384,C3,IK2_01,IK2_01,25/817,273/26190,1.74963562620848e-06,0.000124265787451902,8.16058120394482e-05,SERPINB7/CKMT1B/BLNK/SEMA3F/ANK3/EHF/ELMO3/CRYAB/OSR2/TFAP2A/HES1/TNFRSF21/OVOL1/IGF1R/RASA2/SLCO3A1/PRDM1/FOSL2/ASB7/PAK6/SYTL2/RBMS2/FAM49A/VSNL1/GRK5,25
1385,C3,MIR5195_3P,MIR5195_3P,27/817,311/26190,1.91169133031728e-06,0.000132618028798522,8.70907604827528e-05,KCNK1/ITGB8/TRIM2/FLRT3/SERINC5/NUAK1/KLF5/FLNB/MYO6/DOCK9/SEMA3A/CTNND1/ADD3/CASZ1/SOX9/TRIO/MPP5/GABARAPL1/RASA2/PRDM1/LAMP2/ETNK1/SMAD3/MYCN/ZBTB20/RASA1/ADAM19,27
1386,C3,MIR627_3P,MIR627_3P,35/817,470/26190,2.22011960988053e-06,0.000150514018097128,9.88431242580782e-05,CDH1/KRT13/MAP7/IL1RN/TNFSF10/ANK3/EHF/CD2AP/MYO6/ZMIZ1/DSP/CAMK2N1/MFHAS1/SNX16/ENDOD1/SNX10/ADD3/PDLIM2/IGF1R/CD55/RNF128/CPNE3/GLS/FZD7/IL32/F11R/KLHL24/AFF4/GNAQ/PTPN3/RGS20/RALA/ZBTB20/GATA3/RAB3B,35
1387,C3,SF1_Q6,SF1_Q6,24/817,260/26190,2.43912625892097e-06,0.000161686969563584,0.000106180443692443,KCNK1/CKMT1B/FBXO2/EPN3/ATP1B1/AMPD3/STARD5/CDH16/PRPSAP1/ABHD3/OTUB1/CKB/CAMK2G/NDRG2/GABARAPL1/ATP6V0C/FSTL3/PIK3C2B/STRN/CTSD/PLEKHA1/VSNL1/EPS8L2/CCNE1,24
1388,C3,YTAATTAA_LHX3_01,YTAATTAA_LHX3_01,20/817,192/26190,2.67605900160655e-06,0.000169760191263787,0.000111482158879936,KRT23/OSR2/TFAP2A/IRX5/IRX4/MID1/ELF4/SEMA3A/ADD3/PRDM1/FZD7/MTSS1/BACE2/TFDP2/DMD/ARHGEF10L/ETNK1/VAMP8/ZBTB20/WNT7A,20
1389,C3,MIR92B_3P,MIR92B_3P,35/817,474/26190,2.68404423536614e-06,0.000169760191263787,0.000111482158879936,DSC2/MMP10/DAAM1/LRRC1/SERINC5/DUSP10/CD2AP/RNF141/KLF4/ELOVL4/IDH1/TTC9/DOCK9/SEMA3A/MFHAS1/MAST4/SOCS6/SOX4/NEDD4L/SNN/FMR1/C21orf91/TRIO/PLEKHG3/ITGA6/SLC39A8/FOSL2/RAB8B/WWP2/CCNC/GNAQ/PLEKHA1/STX17/CLCN5/ADAM19,35
1390,C3,IRF_Q6,IRF_Q6,23/817,244/26190,2.76073954553727e-06,0.000169760191263787,0.000111482158879936,CDH3/DUSP10/SYNE2/ISG15/DAPP1/RARG/NPEPPS/SEMA3A/RTP4/HLA-F/CXCL10/CASZ1/FMR1/IL22RA1/TFDP2/PARP12/LGALS8/LMO2/NOD2/RBMS2/BST2/ETV6/SLC11A2,23
1391,C3,AAAYWAACM_HFH4_01,AAAYWAACM_HFH4_01,24/817,262/26190,2.78855158294521e-06,0.000169760191263787,0.000111482158879936,TACSTD2/FLRT3/GRB7/ZHX2/MITF/TSPAN13/EFNA1/NDRG1/IDH1/SEMA3A/CAST/KLF3/NFE2L3/PRDM1/REEP4/SLC39A8/PALMD/CRIM1/DMD/MAFF/ID2/BDH1/SYTL2/FAM49A,24
1392,C3,CHX10_01,CHX10_01,22/817,228/26190,3.08605602928196e-06,0.000177208845466682,0.000116373718232615,CA2/BAMBI/FLRT3/MITF/SYNE2/SFRP1/IRX4/ELF4/OVOL1/MTUS1/ATP2B4/ADD3/FZD7/PITX1/BACE2/ROBO3/DMD/VAMP8/RNF39/CNN3/VSNL1/VLDLR,22
1393,C3,MIR32_5P,MIR32_5P,35/817,477/26190,3.0891250299254e-06,0.000177208845466682,0.000116373718232615,DSC2/MMP10/DAAM1/LRRC1/SERINC5/DUSP10/CD2AP/RNF141/KLF4/ELOVL4/IDH1/TTC9/DOCK9/SEMA3A/MFHAS1/MAST4/SOCS6/SOX4/NEDD4L/SNN/FMR1/C21orf91/TRIO/PLEKHG3/ITGA6/SLC39A8/FOSL2/RAB8B/WWP2/CCNC/GNAQ/PLEKHA1/STX17/CLCN5/ADAM19,35
1394,C3,MIR92A_3P,MIR92A_3P,35/817,477/26190,3.0891250299254e-06,0.000177208845466682,0.000116373718232615,DSC2/MMP10/DAAM1/LRRC1/SERINC5/DUSP10/CD2AP/RNF141/KLF4/ELOVL4/IDH1/TTC9/DOCK9/SEMA3A/MFHAS1/MAST4/SOCS6/SOX4/NEDD4L/SNN/FMR1/C21orf91/TRIO/PLEKHG3/ITGA6/SLC39A8/FOSL2/RAB8B/WWP2/CCNC/GNAQ/PLEKHA1/STX17/CLCN5/ADAM19,35
1395,C3,TCANNTGAY_SREBP1_01,TCANNTGAY_SREBP1_01,35/817,479/26190,3.38979628562811e-06,0.000187718696454363,0.000123275577077675,CRABP2/CRCT1/EPN3/BLNK/DDR1/LAMA3/PTPRF/NPEPPS/MID1/CDH16/HK2/ZDHHC13/DLG3/SNX16/MAF/CHMP2B/GSK3B/GIPC1/GTPBP2/ITSN2/TOLLIP/ATP6V0C/KLHL24/CTSD/MFSD5/MAFF/AFF4/SYTL2/MBNL2/LIPG/HPS5/SRC/ANXA9/REL/CLCN5,35
1396,C3,TGASTMAGC_NFE2_01,TGASTMAGC_NFE2_01,20/817,195/26190,3.39819296296869e-06,0.000187718696454363,0.000123275577077675,FBXO2/ARHGAP8/CALB2/DHRS3/LAMA3/VDR/MMP9/SNX10/GSTP1/TINAGL1/MPP5/GABARAPL1/CMAS/PRDM1/TMCC1/IDS/PAK6/PLCD1/RB1CC1/RAB3D,20
1397,C3,MIR32_3P,MIR32_3P,28/817,341/26190,3.66312853546705e-06,0.000198674771296331,0.000130470472813477,ITGB6/ITGB8/CXADR/DAAM1/ATP1B1/ANK3/KLF5/RNF141/PLS1/SEMA3A/NRIP1/SOCS6/SERPINB3/C21orf91/LYN/LIMK2/CPNE3/MAP3K8/STRN/MTM1/PRKCI/CORO2A/MBNL2/SERPINB4/HPS5/KLHL7/VLDLR/ARHGEF3,28
1398,C3,OCT_Q6,OCT_Q6,24/817,267/26190,3.87133383886902e-06,0.000206217657881184,0.000135423914927354,TPD52/BLNK/ZHX2/SPRR2B/HDAC9/EHF/TSPAN13/IRX4/MID1/TRAF3IP2/MTUS1/DLGAP4/EPHB3/DAPK3/LYN/PRDM1/TMCC1/DMD/EAF2/PTHLH/LIPG/MMP1/REL/VSNL1,24
1399,C3,MIR9_5P,MIR9_5P,35/817,483/26190,4.07379558575132e-06,0.000213195302320986,0.000140006160389348,MAP7/FLRT3/CALB2/SERINC5/SLC20A2/KLF5/EFNA1/SORT1/FLNB/EGLN3/GALNT3/STK38L/CHMP1B/SNX16/CHMP2B/SLC31A2/STAC/STK3/SPTLC2/C21orf91/ITGA6/PRDM1/GLS/REEP4/PALMD/FURIN/CRIM1/ASB7/FBXW2/HPS5/CXCL11/C18orf25/ZBTB20/ZC3H12A/CCNE1,35
1400,C3,MIR3606_3P,MIR3606_3P,29/817,363/26190,4.23138356295782e-06,0.000217624433936262,0.00014291478785235,MAP7/BAMBI/CXADR/SERINC5/SERPINB8/FST/ITCH/RNF103/GAB1/NEDD4L/FMR1/SLC12A2/PPP1R3D/ZFAND5/MXI1/YWHAZ/STRN/KCNS3/RAB8B/MTM1/MAP3K4/ABI1/ASB7/AFF4/TPMT/ETNK1/PAWR/PPP2R1B/CNN3,29
1401,C3,MIR4465,MIR4465,32/817,426/26190,5.01034333323185e-06,0.00025230380615465,0.000165688862591105,MAP7/ITGB8/SLC5A1/CXADR/SRCAP/FRMD4B/RNF141/PIM1/PPP4R1/PTGS2/B4GALT4/UBE2H/ULK1/CAMSAP1/USP9X/PEX13/OVOL2/SNN/CASZ1/GSK3B/ITGA6/TMCC1/MXI1/MTM1/ABHD5/ETNK1/MAP2/C18orf25/DAPK1/PAWR/ADM/ADAM19,32
1402,C3,ISRE_01,ISRE_01,23/817,253/26190,5.07483351299999e-06,0.00025230380615465,0.000165688862591105,CDH3/BLNK/DUSP10/ISG15/IFIH1/DAPP1/DDX58/RTP4/RANGAP1/HLA-F/OVOL1/ADD3/CXCL10/FMR1/IL22RA1/ETNK1/USP18/MAP2/BST2/CXCL11/RIPK2/ETV6/SLC11A2,23
1403,C3,YATGNWAAT_OCT_C,YATGNWAAT_OCT_C,29/817,367/26190,5.23560022988175e-06,0.000252581767207282,0.000165871400664379,CELSR2/ZHX2/HDAC9/ANK3/TSPAN13/DUSP10/TFAP2C/SFRP1/IRX5/IRX4/MID1/TRAF3IP2/MTUS1/MAF/DLGAP4/EPHB3/LYN/LLGL2/PRDM1/ATP6V0C/BACE2/ROBO3/ID2/MBNL2/LIPG/MMP1/BST2/REL/ADM,29
1404,C3,MIR659_3P,MIR659_3P,21/817,218/26190,5.27686309001702e-06,0.000252581767207282,0.000165871400664379,MAP7/DUSP10/DOCK9/CTNND1/CPEB1/SERPINB3/MFAP3L/SPHK1/SLC12A2/NEK7/AUTS2/TMCC1/BACE2/CRIM1/TFDP2/FBXW2/ACTN4/UGCG/STIM1/SERPINB4/ZBTB20,21
1405,C3,MIR576_5P,MIR576_5P,28/817,348/26190,5.39217350229096e-06,0.000252581767207282,0.000165871400664379,MAP7/ITGB8/CXADR/HOOK1/CNTNAP2/HDAC9/BMP2/TDRD7/NRIP1/CAST/KLF3/FZD3/GAB1/SNX10/FMR1/C21orf91/AFTPH/ITGA6/CPNE3/ACPP/MTSS1/BACE2/LAMP2/WWP2/YIPF6/SLC6A14/SYTL2/ETNK1,28
1406,C3,NFKAPPAB_01,NFKAPPAB_01,23/817,254/26190,5.41911937689106e-06,0.000252581767207282,0.000165871400664379,IL1RN/IL1A/ARHGAP8/DDR1/ATP1B1/EHF/MMP9/SDC4/UBE2H/CXCL10/SLC12A2/MAP3K8/CCL5/KCNS3/PLAU/NOD2/UBD/CXCL11/ETV6/SLC11A2/BIRC3/GRK5/TNIP1,23
1407,C3,AREB6_01,AREB6_01,24/817,273/26190,5.67013150214301e-06,0.000256588210052786,0.000168502446815546,FXYD3/MAP7/S100A14/LYPD3/EPS8L1/ITGB8/LAMB3/CLDN7/DDR1/HDAC9/EHF/LAMC2/TFAP2A/KRT8/FLNB/DSG3/GRHL2/JUP/IRX4/TMEM62/ANKHD1/LLGL2/PAK6/S100A9,24
1408,C3,MIR513A_3P_MIR513C_3P,MIR513A_3P_MIR513C_3P,33/817,449/26190,5.67711091635396e-06,0.000256588210052786,0.000168502446815546,MAP7/BAMBI/CXADR/SERINC5/CEACAM1/SERPINB8/FST/NRIP1/ITCH/RNF103/GAB1/NEDD4L/CASZ1/FMR1/SLC12A2/PPP1R3D/ZFAND5/MXI1/YWHAZ/IDS/STRN/KCNS3/RAB8B/MTM1/MAP3K4/ABI1/ASB7/AFF4/TPMT/ETNK1/PAWR/PPP2R1B/CNN3,33
1409,C3,MIR1185_1_3P_MIR1185_2_3P,MIR1185_1_3P_MIR1185_2_3P,31/817,409/26190,5.85676292932878e-06,0.00026075707191325,0.000171240154147382,MYO1E/EFNA1/SORT1/RAPGEF5/PLSCR1/IRX5/ANXA1/VNN1/NRIP1/AKAP13/KLF3/UBE2H/SOX9/HMGB3/FILIP1L/TFRC/TRIO/TMCC1/SPINK5/SEMA3C/RBPMS/SLC6A14/IRF5/GNAQ/PTPN3/MBNL2/MAP2/C18orf25/RASA1/GATA3/NUP98,31
1410,C3,NFKAPPAB65_01,NFKAPPAB65_01,22/817,240/26190,7.08807271877685e-06,0.000310937072354579,0.000204193549994485,DSC2/KRT23/DDR1/ATP1B1/MITF/EHF/MIA/MMP9/SDC4/UBE2H/CXCL10/SLC12A2/MAP3K8/YWHAZ/CCL5/PTHLH/UBD/CXCL11/REL/BIRC3/GRK5/TNIP1,22
1411,C3,MIR548U,MIR548U,17/817,155/26190,7.43255157111513e-06,0.00032132320777734,0.000211014164360721,DAAM1/ATP1B1/MITF/HDAC9/TFAP2A/CTSC/EPB41L4B/SNX10/ABLIM1/GCH1/PRKCI/NAPG/DIDO1/ETV6/GRK5/GNAL/NUP98,17
1412,C3,RGAANNTTC_HSF1_01,RGAANNTTC_HSF1_01,33/817,458/26190,8.58725923764908e-06,0.000365939918655817,0.000240314126936315,C1orf116/GDPD3/VTCN1/TSPAN13/CRYAB/OSR2/HSPB8/DAPP1/HES1/HSPB1/CYP1A1/SEMA3A/ABHD3/AKAP13/CD9/EGR3/WWP1/PRDM1/TMCC1/FSTL3/GCH1/RBPMS/DMD/B4GALT5/PTHLH/MBNL2/MAP2/DAPK1/DNAJB1/ADM/ZBTB20/GATA3/AMIGO2,33
1413,C3,MIR152_3P,MIR152_3P,27/817,339/26190,9.49953948994703e-06,0.00039911445490862,0.000262099970211882,ERBB3/GPRC5A/TGFA/MMP10/CDS1/ITGB8/SLC2A1/PRKCZ/MITF/KLF5/MXD1/KLF4/RANGAP1/CYB5R4/ATP2B4/SNN/CASZ1/FMR1/TFRC/ITSN2/SIRT7/MAP3K4/B4GALT5/CDK5R1/C18orf25/MAP3K9/AKAP1,27
1414,C3,FREAC2_01,FREAC2_01,23/817,264/26190,1.02314949987381e-05,0.000423896521961608,0.000278374447260988,CRCT1/MITF/DHRS3/PRKCH/CD2AP/HEBP2/NDRG1/TIAM1/BMP2/MID1/KLF3/UBE2H/EPHB3/STK3/MARCKSL1/PRDM1/EMP1/PLEKHA5/FOSL2/KLHL24/MAFF/ID2/MBNL2,23
1415,C3,LET_7F_2_3P,LET_7F_2_3P,30/817,402/26190,1.11456808130624e-05,0.000446980517952433,0.000293533794629031,MYO1E/EFNA1/SORT1/RAPGEF5/PLSCR1/IRX5/ANXA1/VNN1/NRIP1/AKAP13/KLF3/UBE2H/SOX9/HMGB3/TFRC/TRIO/TMCC1/SPINK5/SEMA3C/RBPMS/SLC6A14/IRF5/GNAQ/PTPN3/MBNL2/MAP2/C18orf25/RASA1/GATA3/NUP98,30
1416,C3,GATA1_04,GATA1_04,22/817,247/26190,1.11933398158111e-05,0.000446980517952433,0.000293533794629031,COL17A1/MITF/HES1/PSD4/CAST/ABCA12/UBE2H/BMP6/CASZ1/NDRG2/PTPRR/PRSS1/RBPMS/DMD/LMO2/MBNL2/PRSS3/SEMA4D/ADM/CLCN5/ZBTB20/CAPN1,22
1417,C3,MIR450B_5P,MIR450B_5P,34/817,485/26190,1.12381960598165e-05,0.000446980517952433,0.000293533794629031,DAAM1/FLRT3/SERINC5/ANK3/KRT15/HSPB8/CD2AP/RARG/CAMK2N1/SLC35A3/ATP9A/ENDOD1/CHMP2B/CPEB1/USP9X/TFRC/TRIO/BICD2/SLCO3A1/WWP1/AUTS2/LAMP2/PTPRR/CCNC/YIPF6/GNAQ/ZBTB43/MAP2/C18orf25/ETV6/CLCN5/RALA/ZBTB20/ADAM19,34
1418,C3,MIR6507_5P,MIR6507_5P,27/817,343/26190,1.17424835890067e-05,0.000460892480868512,0.000302669833229106,DSC2/CXADR/SAMD9/CNTNAP2/ANK3/MYO6/DOCK9/DLG1/CAST/FZD3/MYLK/TRIO/BICD2/TINAGL1/MPP5/AFTPH/CD55/NEK7/ZFAND5/ID2/RLN2/CDK5R1/RAB27B/ZBTB20/VLDLR/SH3TC2/ADAM19,27
1419,C3,NFKB_C,NFKB_C,23/817,267/26190,1.22927723189701e-05,0.000476225192564778,0.000312738882920074,LCN2/IL1RN/IL1A/EFNA3/ITGB8/LAMB3/ARHGAP8/DDR1/ZHX2/EHF/PTGS2/CXCL10/ANKHD1/TINAGL1/NDRG2/EGR3/TIAF1/MAP3K8/CCL5/ID2/PTHLH/GRK5/TNIP1,23
1420,C3,FOXO1_02,FOXO1_02,22/817,249/26190,1.27086416511822e-05,0.000482608354979425,0.000316930729790465,ITGB8/GRB7/MITF/TSPAN13/LAMC2/DHRS3/HEBP2/NDRG1/IRX4/BMP2/DBNDD2/ULK1/CAMK2G/MARCKSL1/LIMK2/PRDM1/PLEKHA5/FOSL2/MAFF/SH2D4A/HOXA1/ID2,22
1421,C3,MIR4699_3P,MIR4699_3P,34/817,488/26190,1.27811129880572e-05,0.000482608354979425,0.000316930729790465,OCLN/SPAG1/FGFR2/HOOK1/DNAJC6/SLC20A2/KLF5/NRIP1/KLF3/GAB1/SLC31A2/BMP6/ADD3/SPTLC2/FILIP1L/RNF128/EGR3/SLC27A2/EMP1/ZFAND5/MTSS1/STRN/KLHL24/EXPH5/GCLC/GNAQ/PLEKHA1/ETNK1/PAWR/PTPN6/DKK1/RASA1/VLDLR/AKAP1,34
1422,C3,GATA_C,GATA_C,23/817,268/26190,1.30591414063897e-05,0.000486942735190756,0.000319777133648569,HBEGF/MITF/MXD1/MID1/PLS1/CTNND1/CAST/PPL/UBE2H/BMP6/MPP5/FOSL2/PRSS1/RBPMS/DMD/LITAF/IL1RL1/LMO2/PRSS22/EDN1/PRSS3/GATM/ZBTB20,23
1423,C3,CTAWWWATA_RSRFC4_Q2,CTAWWWATA_RSRFC4_Q2,28/817,366/26190,1.37931447136382e-05,0.000504508027196823,0.00033131232726266,CD24/BAMBI/HBEGF/HDAC9/TSPAN13/HES1/HSPB1/DBNDD2/TSPAN14/SH3GLB2/ATP2B4/ABLIM1/CASZ1/STAC/SOX9/TIMP2/CKB/NDRG2/PPP1R3D/SLC25A4/LIF/DMD/PAK6/SLC12A8/SYTL2/SMAD3/WIPI1/AKAP1,28
1424,C3,OCT1_B,OCT1_B,23/817,269/26190,1.38684740965939e-05,0.000504508027196823,0.00033131232726266,BLNK/ZHX2/MITF/SPRR2B/HDAC9/EHF/TSPAN13/IRX4/MID1/TRAF3IP2/MAF/DLGAP4/EPHB3/LYN/PRDM1/TMCC1/DMD/EAF2/PTHLH/LIPG/MMP1/REL/VSNL1,23
1425,C3,MIR6885_3P,MIR6885_3P,30/817,408/26190,1.48153419842009e-05,0.00052833394507273,0.000346958897535279,TMPRSS11E/CDS1/SPAG1/TRIM2/CNTNAP2/HDAC9/KLF5/DSG3/CFLAR/NPEPPS/CAST/ATP9A/SOX4/NEDD4L/OVOL2/ABLIM1/FMR1/GSK3B/CD55/EGR3/TMCC1/EMP1/MXI1/GCA/TFDP2/ARHGEF10L/MAP2/ARHGAP25/RAB3B/RRAGD,30
