,Category,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
3691,C7,GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN,GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,LYPD3/MAPK13/TNFSF10/DHRS3/CEACAM1/PRKCH/IL4R/SGPL1/ABLIM1/CD53/TRIM38/ITPKB/RAB8B/GCH1/PLEKHA1/OAS2/EFNA4/STX17/BIRC3/FAM102A,20
3692,C7,GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN,GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,FXYD3/MAPK13/ATP12A/TNFSF10/KRT23/PPARD/KRT15/GRHL2/TSPAN14/SIRPA/MAST4/WWC1/EPHB3/LLGL2/IL32/IPPK/PLEKHA1/STIM1/RHOF/FAM102A,20
3693,C7,GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP,GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,AQP3/KRT81/EPHA1/SORT1/NPEPPS/ELOVL4/ANXA11/PCSK1N/SNRK/TRAK1/OSTF1/CCL5/CYP4F3/OFD1/SLC9A3R1/CCDC69/CLIC3/LAT2/CC2D1A/IKBKE,20
3694,C7,GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_UP,GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,LAMB3/HBEGF/IFIH1/IRX5/TIAM1/PIM1/DSP/SOCS6/ENDOD1/MYD88/MYLK/GTPBP2/ETNK1/CASP4/RRAS2/HOOK2/PPIF/BAIAP2/BIRC3/SLC6A8,20
3695,C7,GSE17721_CTRL_VS_LPS_24H_BMDC_UP,GSE17721_CTRL_VS_LPS_24H_BMDC_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,IL18/MYO1E/KLF5/CORO1A/PLD1/KLK6/PPP4R1/ANXA1/MFHAS1/RND3/SMPDL3A/SOCS6/PDLIM2/DAG1/NEK7/PITX1/TNNT1/MFSD5/LGALS8/S100A9,20
3696,C7,GSE17721_CTRL_VS_POLYIC_1H_BMDC_DN,GSE17721_CTRL_VS_POLYIC_1H_BMDC_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,SERPINB2/CDH3/CRABP2/SLC2A1/MITF/SEMA3F/LAMA3/KRT8/CFLAR/PSCA/RND3/CXCL10/N4BP1/ANXA8/PCBD1/PLEKHA1/SLC9A3R1/RB1CC1/GCNT3/ZBTB20,20
3697,C7,GSE19888_ADENOSINE_A3R_ACT_VS_A3R_ACT_WITH_A3R_INH_PRETREATMENT_IN_MAST_CELL_DN,GSE19888_ADENOSINE_A3R_ACT_VS_A3R_ACT_WITH_A3R_INH_PRETREATMENT_IN_MAST_CELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,HERC6/TNFSF10/UPP1/ISG15/DDX58/RSAD2/P2RY2/IFIT1/CXCL10/IRF7/TMCC1/GLS/ISG20/FURIN/ZNF365/SAA1/USP18/CXCL11/FABP5/PRKX,20
3698,C7,GSE20366_TREG_VS_NAIVE_CD4_TCELL_DN,GSE20366_TREG_VS_NAIVE_CD4_TCELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,MMP10/ST6GALNAC2/DNAJC6/CDC42EP1/PLSCR1/SLAMF7/SFT2D2/CASP1/MBP/SLCO3A1/EMP1/PLEKHA5/LITAF/RMND5B/CDK5R1/CNGA1/CASP4/PAWR/GRK5/FAM102A,20
3699,C7,GSE21670_UNTREATED_VS_TGFB_TREATED_STAT3_KO_CD4_TCELL_DN,GSE21670_UNTREATED_VS_TGFB_TREATED_STAT3_KO_CD4_TCELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,CDH1/SPINT2/HDAC9/DHRS3/VDR/TIAM1/SLC12A2/SLCO3A1/SLC39A8/FURIN/ACTN4/MKRN1/ETNK1/SEMA4D/RAB27B/REL/RASA1/ARHGAP25/RRAGD/ADAM19,20
3700,C7,GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN,GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,CEACAM6/HBEGF/ATP1B1/CALML3/CDSN/DNAJC6/SMURF1/IRX5/MPZL1/STK38L/WWC1/SOX4/CEBPG/SPINK5/IDS/FURIN/LIF/HOXA1/REL/ADAM19,20
3701,C7,GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_DN,GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,IFI27/HBEGF/NDRG1/CTSC/HLA-F/CEBPA/CXCL10/PLCG2/INSIG2/CD55/CTSH/FZD7/CCL5/CASP4/BST2/CXCL11/TAP2/S100A8/PRKX/LAMP3,20
3702,C7,GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP,GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,INPP4B/LSR/TPD52/SYNE2/DOCK9/CAMK2N1/SH3YL1/ABLIM1/ITGA6/AUTS2/IL32/TFDP2/HMOX2/PRR5/MACF1/CLIC3/RRAS2/DNAJB1/GATA3/FAM102A,20
3703,C7,GSE24972_MARGINAL_ZONE_BCELL_VS_FOLLICULAR_BCELL_IRF8_KO_DN,GSE24972_MARGINAL_ZONE_BCELL_VS_FOLLICULAR_BCELL_IRF8_KO_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,IL18/MMP10/TRPV4/FRMD4B/SERPINB1/KIAA0040/NDRG1/OVOL1/CTNND1/RNF103/SNX16/MAF/PEX13/FILIP1L/RHOD/PITX1/KLHL24/LIPG/GATM/KLHL7,20
3704,C7,GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_UP,GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,ITGB8/KRT34/SRCAP/KLF5/PIM1/TRAF3IP2/SIRPA/MPZL1/SOX4/TRIO/GIPC1/XDH/GCA/KCNS3/ID2/BDH1/CASP4/B3GALT4/DNAJB1/PPIF,20
3705,C7,GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_UP,GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,SPINT2/MREG/SRCAP/EHF/SYNGR2/PPFIBP2/MFHAS1/SFT2D2/SDC4/MAF/GSTP1/SLCO3A1/REEP4/CCL5/S100P/RHOF/APOL6/ETV6/GATA3/ARHGAP25,20
3706,C7,GSE29949_MICROGLIA_VS_DC_BRAIN_UP,GSE29949_MICROGLIA_VS_DC_BRAIN_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,CEACAM6/CA2/AGR2/HBEGF/TACSTD2/ATP1B1/VDR/TIAM1/SLC7A5/WWC1/SOX4/FMR1/LIG4/PTPRR/FURIN/MAP3K4/LIF/ABHD5/REL/ADAM19,20
3707,C7,GSE3039_B2_VS_B1_BCELL_UP,GSE3039_B2_VS_B1_BCELL_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,SLPI/INPP4B/IFI27/HES1/STARD5/BMP2/SLAMF7/RIMS3/AVPI1/B4GALT4/NRIP1/IFIT1/ADD3/CKB/MPP5/ISG20/CRIM1/UBD/ARL15/STX17,20
3708,C7,GSE369_IFNG_KO_VS_WT_LIVER_UP,GSE369_IFNG_KO_VS_WT_LIVER_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,NCF2/MAP7/NUAK1/TSPAN13/CHRNB1/CFLAR/SLAMF7/NLRX1/STK38L/PHACTR4/PRDM1/ACP5/ZFAND5/KLHL24/TFDP2/LITAF/RMND5B/MKRN1/CDK5R1/SMAD3,20
3709,C7,GSE3982_DC_VS_MAC_LPS_STIM_DN,GSE3982_DC_VS_MAC_LPS_STIM_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,MFAP5/STARD5/DDX58/IL1B/SLAMF7/TRAF3IP2/PSCA/UBE2H/PEX13/CXCL10/CKB/SYTL2/EDN1/MMP1/APOBEC3B/RAB27B/LAT2/KLHL7/ADM/HPSE,20
3710,C7,GSE3982_DC_VS_TH1_DN,GSE3982_DC_VS_TH1_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,CLDN1/ANXA3/TPD52/HBEGF/CHST11/VDR/C3orf52/MXD1/CFLAR/PERP/DLG3/SDC4/PMAIP1/HMGB3/IL32/MYO5C/GCH1/EAF2/LDB1/ADAM19,20
3711,C7,GSE3982_EOSINOPHIL_VS_MAC_DN,GSE3982_EOSINOPHIL_VS_MAC_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,HBEGF/DHRS3/MYO6/PERP/IDH1/SERPINB8/MPZL1/CAST/ATP2B4/TIMP2/CMAS/PIK3C2B/SEMA3C/MAP3K4/CCNC/PLAU/SLC12A8/YIPF1/OTUB2/SLC11A2,20
3712,C7,GSE3982_EOSINOPHIL_VS_MAST_CELL_UP,GSE3982_EOSINOPHIL_VS_MAST_CELL_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,SAMD9/SYNE2/KLF5/DOK4/RSAD2/TTC9/ELF4/NLRX1/HLA-F/KRT33A/CKB/TAX1BP1/PCTP/LIMK2/MTM1/HMOX2/OASL/MKRN1/ETV6/RB1CC1,20
3713,C7,GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN,GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,GPRC5A/TGFA/TUFT1/HBEGF/NUAK1/TFAP2C/ZMIZ1/PPFIBP2/DLG1/MPZL1/SDC4/CAMSAP1/SOX4/AUTS2/F11R/RGS19/MYO5C/PLAU/OTUB2/AMIGO2,20
3714,C7,GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP,GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,KLK10/GPRC5A/IL1RN/IFI27/MYO1D/ISG15/MX1/PLSCR1/RTP4/HK2/CXCL10/TFRC/CCL5/RAB8B/B4GALT5/EDN1/USP18/CDK5R1/BST2/ZC3H12A,20
3715,C7,GSE43863_TFH_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_DN,GSE43863_TFH_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,CXADR/MYO1E/TMEM51/MYO1D/CHST11/IL1R2/IL13RA1/SOX4/EGR3/FOSL2/RMND5B/ATP6V0B/LIPG/SMAD3/RHOF/SEMA4D/LAT2/FABP5/OSBPL3/F2RL1,20
3716,C7,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,ITGB8/SYK/RAB11FIP1/MITF/ARNTL2/STARD5/CFLAR/SIRPA/SNX10/MARCKSL1/N4BP1/EFS/ZFAND5/GCH1/MAFF/SEMA4D/REL/TTYH1/BIRC3/TNIP1,20
3717,C7,GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN,GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,BAMBI/ITGB8/ANXA1/ZNF706/MICALL1/TJP2/TMC6/MMP9/MINK1/CHMP1B/TFRC/GSK3B/XDH/CEBPG/MXI1/PITX1/FOSL2/PTPN3/PLK2/CLCN5,20
3718,C7,GSE7852_THYMUS_VS_FAT_TREG_DN,GSE7852_THYMUS_VS_FAT_TREG_DN,20/816,199/20394,0.000150311111014887,0.00103775211818644,0.000605177826622073,ST14/TSPAN13/FLNB/MYO6/PLD1/TJP2/CTNND1/MMP9/KRT33A/FZD5/CKB/GLS2/GCH1/MAFF/DNAJB2/IRF5/GNAQ/SMAD3/APOBEC3B/ZC3H12A,20
3719,C7,GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_UP,GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,NCF2/DDR1/TSPAN13/USP6NL/RSAD2/MMP9/AZGP1/FMR1/RASAL2/LYN/RNF128/HCCS/TLR1/SPINK5/NAPG/PAK6/LGALS8/DUSP14/ARL15/ABCB9,20
3720,C7,GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP,GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SLPI/TMPRSS11E/MAPK13/TNFSF10/CRYAB/SERPINB1/CFLAR/JUP/SLC7A5/FMR1/HDHD3/ZNF365/OASL/LITAF/BST2/YIPF1/ETV6/HOOK2/BIRC3/FAM102A,20
3721,C7,GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN,GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,FGFR3/ELF3/SYK/DDR1/IL1R2/PLAUR/IL4R/SLC7A5/TMC6/SMPDL3A/HMGB3/TRIO/EMP1/ITPKB/UGCG/SLC9A3R1/PLK2/GATM/PAWR/TNIP1,20
3722,C7,GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN,GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,IL1A/SAMD9/IL1R2/MYO6/KLF4/PIM1/IL4R/PMAIP1/RNF103/ENDOD1/MAPRE2/MYD88/SNRK/AFTPH/CCDC93/RBPMS/TFDP2/B4GALT5/MST1R/DEFB1,20
3723,C7,GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP,GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,FGFBP1/PPARD/VDR/RABIF/STARD5/PSD4/AVPI1/PLCXD1/CHMP1B/TPD52L1/GFOD1/LLGL2/TRAK1/ITPKB/ABHD5/BDH1/SLC9A3R1/WIPI1/BAIAP2/NUP98,20
3724,C7,GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN,GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,PLSCR1/CFLAR/PIM1/SLAMF7/PTGS2/SDC4/RND3/RNF103/CXCL10/FILIP1L/MARCKSL1/ZFAND5/MAP3K8/MAFF/ID2/USP18/PLK2/REL/ZC3H12A/BIRC3,20
3725,C7,GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP,GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,CA2/ABCG1/HES2/KRT7/PPFIBP2/CREG1/CHMP1B/ATP9A/SOX4/NEDD4L/KLHL21/BMP6/TIMP2/CLTB/CANT1/SPSB1/SLC39A4/ZBTB20/TCF20/SLC6A8,20
3726,C7,GSE16385_IFNG_TNF_VS_UNSTIM_MACROPHAGE_ROSIGLITAZONE_TREATED_DN,GSE16385_IFNG_TNF_VS_UNSTIM_MACROPHAGE_ROSIGLITAZONE_TREATED_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,CDH1/CYB5R1/TIAM1/DDX58/OAS1/SH3YL1/TSPAN14/NRIP1/MTUS1/ADD3/GSK3B/EGR3/TAX1BP1/AUTS2/CEBPG/ITPKB/CCL5/SIRT7/PARP12/SEMA4D,20
3727,C7,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,ITGB8/TSPAN13/AMPD3/RAPGEF5/KIAA0040/IL1R2/DDX58/DBNDD2/NRIP1/IFIT1/SDC4/SMPDL3A/IRF7/CCL5/CYP4F3/CRIM1/IL1RL1/SYTL2/FAM49A/PRKX,20
3728,C7,GSE17721_0.5H_VS_24H_CPG_BMDC_DN,GSE17721_0.5H_VS_24H_CPG_BMDC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SLPI/BLNK/LAD1/AMPD3/SLAMF7/PPFIBP2/CAMSAP1/SNX10/ACPP/SLCO3A1/ACP5/CCL5/LAMP2/OASL/USP18/SLC39A4/IKBKE/ARHGEF3/BIRC3/TNIP1,20
3729,C7,GSE17721_0.5H_VS_4H_POLYIC_BMDC_DN,GSE17721_0.5H_VS_4H_POLYIC_BMDC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,MYO1E/MITF/MYO1D/STARD5/TIAM1/RSAD2/TDRD7/SOCS6/ENDOD1/PEX13/DLGAP4/SPTLC2/SOS1/N4BP1/OSTF1/GCH1/OAS2/PLK2/CLDND1/HOOK2,20
3730,C7,GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN,GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,VGLL1/IL1RN/COL17A1/KRT17/FRMD4B/TFAP2C/RNF141/DSP/FST/RND3/CARD10/CXCL10/SLC27A2/PRDM1/MAP3K8/ANXA8/MAFF/TLR5/ETV6/ARHGEF3,20
3731,C7,GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN,GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,ITGB6/IL1RN/SYNE2/STARD5/PLSCR1/CTNND1/ENDOD1/RASAL2/MARCKSL1/LLGL2/FURIN/SEMA3C/BCAM/ABI1/MAFF/DHX32/CASP4/CLIC3/ANXA9/HOOK2,20
3732,C7,GSE17721_CTRL_VS_LPS_2H_BMDC_DN,GSE17721_CTRL_VS_LPS_2H_BMDC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,EPN3/DSC3/UPP1/PRKCH/FLNB/IFIH1/PLSCR1/RARG/SNX16/FZD5/MXI1/MAP3K8/LIF/ARTN/MMP1/CASP4/RRAS2/PPIF/BIRC3/RAB3B,20
3733,C7,GSE17721_CTRL_VS_POLYIC_24H_BMDC_DN,GSE17721_CTRL_VS_POLYIC_24H_BMDC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,CDH1/TGFA/KRT18/TSPAN13/HK2/SFT2D2/DLGAP4/SPTLC2/N4BP1/CCL5/GCH1/GCLC/BST2/RIPK2/EFNA4/PAWR/VAMP8/PTPN6/DNAJB1/TGM2,20
3734,C7,GSE17721_LPS_VS_POLYIC_16H_BMDC_DN,GSE17721_LPS_VS_POLYIC_16H_BMDC_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,TSPAN13/SERPINB1/PTPRF/SYNGR2/STAP2/NPEPPS/RSAD2/MFHAS1/SOCS6/SOX4/SPHK1/SNRK/F11R/RAB8B/SIRT7/PARP12/EDN1/OAS2/RBMS2/CCNE1,20
3735,C7,GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP,GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SPRR3/KRT16/SERPINB2/ITGB6/GJB3/MMP10/OGFRL1/PIM1/SLAMF7/NLRX1/FST/SPTLC2/MAFF/DUSP14/CASP4/ADM/ARHGEF3/BIRC3/TNIP1/SLC6A8,20
3736,C7,GSE17721_POLYIC_VS_CPG_6H_BMDC_UP,GSE17721_POLYIC_VS_CPG_6H_BMDC_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SPINT2/SEMA3F/CD2AP/DAPP1/CTSC/TSPAN14/ITCH/ULK1/ATP9A/RASAL2/PLCG2/INSIG2/SPHK1/CAMK2G/AFTPH/RNF128/ASB7/SPSB1/OAS2/CDA,20
3737,C7,GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP,GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,ANXA3/KRT81/KRT17/CLDN7/PRKCZ/CDSN/KLF5/GJB5/MIA/VDR/JUP/CDH16/CEBPA/DLG3/CCDC93/IDS/MAFF/RBP1/LMO2/LY6D,20
3738,C7,GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP,GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,EPS8L1/CA2/MREG/PRKCH/IL4R/NRIP1/DLGAP4/FILIP1L/TRIO/CPNE3/CCDC93/TLR1/ISG20/CRIM1/IL1RL1/MBNL2/CASP4/FAM49A/CC2D1A/IKBKE,20
3739,C7,GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN,GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SLC2A1/KLF5/PRKCH/IFIH1/NDRG1/CFLAR/RSAD2/TRAF3IP2/HK2/ULK1/SOS1/PRDM1/ZFAND5/MAP3K8/ITPKB/FURIN/GCH1/TPMT/DNAJB1/CAPN1,20
3740,C7,GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_UP,GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,ANXA3/IL1A/NDRG1/CSTB/SLC7A5/DLGAP4/EXTL3/TAX1BP1/CEBPG/FURIN/MAFF/ARPC5L/EAF2/AFF4/RHOF/SRC/ADM/ARHGEF3/BIRC3/TNIP1,20
3741,C7,GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_UP,GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,C6orf15/EPS8L1/TSPAN1/PPARD/TM4SF1/OSR2/FRMD4B/IL1R2/MXD1/SIRPA/CHMP1B/SLC27A2/ULBP2/PRDM1/CPA4/NAPG/AFF4/ZBTB43/ETNK1/BTBD7,20
3742,C7,GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_DN,GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,IGSF3/SPINT2/HBEGF/EFNA1/TIAM1/RSAD2/ANXA1/CSTB/SLC7A5/GNA15/ATP2B4/MYD88/TIMP2/BICD2/SLC39A8/FURIN/GNAQ/S100P/RRAGD/ADAM19,20
3743,C7,GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_DN,GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SERPINB2/MX1/IL1B/SERPINB8/IFIT1/GNA15/UBE2H/CAMSAP1/TIMP2/ACP5/EMP1/YWHAZ/OASL/GNAQ/HS3ST1/FABP5/PPIF/ADM/AKAP1/ADAM19,20
3744,C7,GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP,GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SPRR3/MX1/MXD1/DDX58/BBOX1/RTP4/IL13RA2/MAPRE2/MYD88/IRF7/ACPP/TLR1/CCL5/SFN/OASL/TMOD3/USP18/ATP6V0B/PTAFR/VLDLR,20
3745,C7,GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_DN,GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_DN,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SPINT2/SYK/TFAP2A/IFIH1/PIM1/IL1B/TRAF3IP2/RND3/CXCL10/LYN/SLCO3A1/EFS/MAFF/LIPG/CASP4/ABCB9/HOOK2/IKBKE/SLC11A2/BIRC3,20
3746,C7,GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_UP,GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,SLPI/CELSR2/AP1M2/ELMO3/IFIH1/IL1B/DUOX1/CREG1/MTUS1/MAF/CLTB/FOSL2/TFDP2/ARHGEF10L/EAF2/TPMT/PAWR/S100A9/S100A8/TGM2,20
3747,C7,GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_UP,GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,KLK8/IFI27/ISG15/IFIH1/MYO6/RPS6KA1/TMC6/CD9/NDRG2/ITGA6/IRF7/SLCO3A1/DAG1/XDH/CCL5/CTSD/ID2/STIM1/ABCB9/TNIP1,20
3748,C7,GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP,GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP,20/816,200/20394,0.000160883541936502,0.00103775211818644,0.000605177826622073,CA2/IRF6/MITF/TMEM51/OGFRL1/IL4R/SIRPA/TJP2/CASP1/LYN/SLCO3A1/GCLC/LMO2/USP18/OAS2/MYCN/TGM2/BIRC3/GRK5/FAM102A,20
