"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"C9orf1421",2.38814364919991e-13,0.646301000960562,0.449,0.23,3.27510020051275e-09,"6","C9orf142"
"MYL62",5.94093178684481e-13,0.350785010569924,0.942,0.844,8.14739385247898e-09,"6","MYL6"
"NDUFB2",8.47318487427309e-13,0.802197510078021,0.545,0.335,1.16201257365781e-08,"6","NDUFB2"
"PSMB8",2.64761592401478e-12,0.633570986069981,0.66,0.446,3.63094047819386e-08,"6","PSMB8"
"BSG",4.16122682365876e-12,0.62318821872534,0.436,0.236,5.70670646596562e-08,"6","BSG"
"LAMP1",4.5199453354805e-12,0.683945181837317,0.385,0.192,6.19865303307796e-08,"6","LAMP1"
"PRMT2",5.40776198418337e-12,0.698884321822518,0.404,0.206,7.41620478510907e-08,"6","PRMT2"
"DBI",5.49737181392078e-12,0.554192717927669,0.545,0.342,7.53909570561096e-08,"6","DBI"
"PPP1CA1",5.76802621469323e-12,0.543316596656825,0.673,0.506,7.9102711508303e-08,"6","PPP1CA"
"ITGB7",6.05467101353946e-12,0.574438957844451,0.308,0.129,8.30337582796801e-08,"6","ITGB7"
"CD164",9.40964313442485e-12,0.662951442990524,0.519,0.332,1.29043845945502e-07,"6","CD164"
"SH3BGRL32",1.23143416068257e-11,0.339840312556849,0.949,0.851,1.68878880796008e-07,"6","SH3BGRL3"
"PRKCH",1.88193341292061e-11,0.567410476055479,0.282,0.115,2.58088348247932e-07,"6","PRKCH"
"CALR1",2.39825781328949e-11,0.660139403832336,0.462,0.266,3.28897076514521e-07,"6","CALR"
"ANXA12",2.63981141723153e-11,0.432241855985574,0.782,0.578,3.62023737759132e-07,"6","ANXA1"
"JAK1",4.51556422553226e-11,0.587540990660929,0.372,0.188,6.19264477889494e-07,"6","JAK1"
"SELT",7.69855645197981e-11,0.568031960215234,0.474,0.289,1.05578003182451e-06,"6","SELT"
"PRDX52",1.21572877682102e-10,0.501664560864985,0.526,0.343,1.66725044453234e-06,"6","PRDX5"
"PPIA1",1.68196973759881e-10,0.396592061163162,0.833,0.732,2.30665329814301e-06,"6","PPIA"
"HNRNPA2B1",2.27400823931023e-10,0.59284323051887,0.731,0.626,3.11857489939005e-06,"6","HNRNPA2B1"
"ENSA",2.64963014559337e-10,0.528923409074799,0.481,0.298,3.63370278166674e-06,"6","ENSA"
"SUN21",3.18499229744063e-10,0.563115308994017,0.423,0.239,4.36789843671007e-06,"6","SUN2"
"GNG2",4.37408223853505e-10,0.626315819673152,0.269,0.116,5.99861638192696e-06,"6","GNG2"
"PTGER2",4.4638283713012e-10,0.590627896240172,0.288,0.128,6.12169422840246e-06,"6","PTGER2"
"ARL6IP1",7.18614889338062e-10,0.558978125509588,0.353,0.18,9.85508459238218e-06,"6","ARL6IP1"
"FLOT1",8.13927053642537e-10,0.565095793506516,0.256,0.106,1.11621956136537e-05,"6","FLOT1"
"MRPS6",8.85036391992497e-10,0.733326803179292,0.321,0.153,1.21373890797851e-05,"6","MRPS6"
"CAP11",9.59621841874354e-10,0.462693460092913,0.564,0.402,1.31602539394649e-05,"6","CAP1"
"CISD3",1.17799888398367e-09,0.633403154368696,0.276,0.12,1.61550766949521e-05,"6","CISD3"
"YWHAQ2",1.18184874037854e-09,0.512226597239432,0.455,0.276,1.62078736255513e-05,"6","YWHAQ"
"SKAP1",2.42823025860336e-09,0.537961017257761,0.288,0.132,3.33007497664865e-05,"6","SKAP1"
"PPIB1",3.0749149886615e-09,0.449265943273147,0.615,0.463,4.21693841545037e-05,"6","PPIB"
"ACTG11",4.11336954646006e-09,0.493602504263215,0.917,0.857,5.64107499601533e-05,"6","ACTG1"
"UBC",5.05143890993105e-09,0.340107361065505,0.917,0.845,6.92754332107944e-05,"6","UBC"
"SLC9A3R11",6.99223144800981e-09,0.745702930492949,0.308,0.155,9.58914620780066e-05,"6","SLC9A3R1"
"TMED91",1.06057402814739e-08,0.501405878657164,0.41,0.242,0.000145447122220132,"6","TMED9"
"MYL12B1",1.14308869224751e-08,0.304054991898203,0.808,0.69,0.000156763183254824,"6","MYL12B"
"EIF3G",1.80152319164189e-08,0.444838776912686,0.667,0.564,0.000247060890501769,"6","EIF3G"
"HNRNPA31",2.26673625047785e-08,0.394431707015921,0.481,0.303,0.000310860209390532,"6","HNRNPA3"
"FGR2",2.38175292444341e-08,0.644868229763553,0.372,0.203,0.00032663359605817,"6","FGR"
"OSTF1",2.474654257193e-08,0.576980398539762,0.462,0.299,0.000339374084831448,"6","OSTF1"
"SERPINB12",2.4971451826365e-08,0.395531805785313,0.519,0.352,0.00034245849034677,"6","SERPINB1"
"RCN2",2.82238051878108e-08,0.477590129606424,0.263,0.123,0.000387061264345638,"6","RCN2"
"ARPC4",2.97995778270543e-08,0.483401055073283,0.462,0.305,0.000408671410320223,"6","ARPC4"
"CCDC107",3.06962096845746e-08,0.447517096976022,0.314,0.16,0.000420967819614257,"6","CCDC107"
"POLR2G",3.32660771483028e-08,0.435935685323822,0.397,0.234,0.000456210982011825,"6","POLR2G"
"OPTN",3.36928645908185e-08,0.400546637998259,0.282,0.134,0.000462063944998485,"6","OPTN"
"TMEM50A1",3.44561472635829e-08,0.348629913438916,0.423,0.256,0.000472531603572776,"6","TMEM50A"
"CD972",3.46254596872455e-08,0.508327029345454,0.378,0.214,0.000474853554150885,"6","CD97"
"FDPS",4.1648852846821e-08,0.478266727824296,0.269,0.13,0.000571172367941303,"6","FDPS"
"SYTL1",4.16579509252414e-08,0.508682372987678,0.308,0.16,0.00057129713898876,"6","SYTL1"
"BTN3A2",4.30042776993039e-08,0.387802861692289,0.365,0.207,0.000589760664368254,"6","BTN3A2"
"TAP11",4.61824550049175e-08,0.477394893647338,0.378,0.222,0.000633346187937438,"6","TAP1"
"SCP2",6.01425545695804e-08,0.892237545174511,0.423,0.263,0.000824794993367226,"6","SCP2"
"DEF6",7.79487175729091e-08,0.799625721427209,0.288,0.148,0.00106898871279487,"6","DEF6"
"FAM49B",8.00027339282555e-08,0.510252031961791,0.436,0.293,0.0010971574930921,"6","FAM49B"
"PSMB1",8.25282549120045e-08,0.4327036449158,0.603,0.456,0.00113179248786323,"6","PSMB1"
"LYAR1",8.58643246493718e-08,0.860537211820715,0.333,0.176,0.00117754334824148,"6","LYAR"
"CDC42SE1",9.62708090354758e-08,0.464595627263346,0.359,0.209,0.00132025787511252,"6","CDC42SE1"
"AES2",1.19112626463613e-07,0.401767922463428,0.66,0.478,0.00163351055932199,"6","AES"
"PSMC4",1.22287281668066e-07,0.784680355054292,0.301,0.159,0.00167704778079586,"6","PSMC4"
"HSP90B11",1.82478064663194e-07,0.572349277798635,0.385,0.238,0.00250250417879104,"6","HSP90B1"
"FKBP11",1.82763999646409e-07,0.605157338019918,0.256,0.127,0.00250642549115085,"6","FKBP11"
"PSMB91",2.6562584865988e-07,0.401916426069704,0.692,0.574,0.0036427928885216,"6","PSMB9"
"LCP11",3.66629708923382e-07,0.512482620357491,0.519,0.377,0.00502795982817526,"6","LCP1"
"DSTN",3.92440182270181e-07,0.457579058021713,0.327,0.189,0.00538192465965326,"6","DSTN"
"ARPC51",3.9659462635849e-07,0.316208913999163,0.654,0.514,0.00543889870588034,"6","ARPC5"
"HSP90AA1",5.55614804320577e-07,0.46197638308165,0.641,0.526,0.00761970142645239,"6","HSP90AA1"
"TBCB",5.6523425087249e-07,0.319617663317472,0.442,0.296,0.00775162251646533,"6","TBCB"
"HDDC2",6.31720721451523e-07,0.463640701656827,0.263,0.136,0.00866341797398619,"6","HDDC2"
"IRF1",8.42913303575385e-07,0.526292476207759,0.41,0.277,0.0115597130452328,"6","IRF1"
"WDR11",8.97728170164419e-07,0.542687941153971,0.391,0.252,0.0123114441256348,"6","WDR1"
"GIMAP71",1.0382473058624e-06,0.326126419977452,0.66,0.527,0.014238523552597,"6","GIMAP7"
"RBM391",1.09513245809598e-06,0.362849440227162,0.481,0.346,0.0150186465303282,"6","RBM39"
"EVL2",1.09785603052139e-06,0.400411319094901,0.654,0.523,0.0150559976025703,"6","EVL"
"TBCC",1.17120163623126e-06,0.378123155995391,0.282,0.15,0.0160618592392755,"6","TBCC"
"ACTR3",1.20788952006105e-06,0.34354370711184,0.538,0.403,0.0165649968781172,"6","ACTR3"
"CHCHD21",1.34657870468264e-06,0.26987086587138,0.776,0.703,0.0184669803560178,"6","CHCHD2"
"MSN1",1.39788875053625e-06,0.457867672476114,0.417,0.276,0.0191706463248542,"6","MSN"
"TBC1D10C",1.40972004663602e-06,0.456927822004099,0.429,0.293,0.0193329007195663,"6","TBC1D10C"
"RALY",1.64292444479763e-06,0.333792223881389,0.353,0.219,0.0225310658359546,"6","RALY"
"MIEN1",1.70667586070891e-06,0.462648109524575,0.301,0.173,0.023405352753762,"6","MIEN1"
"SRI1",1.7863000321343e-06,0.387821636345491,0.397,0.257,0.0244973186406898,"6","SRI"
"DENND2D",2.17998522675091e-06,0.566361116258207,0.282,0.153,0.029896317399662,"6","DENND2D"
"RNF126",2.26926843699296e-06,0.458968640679706,0.282,0.154,0.0311207473449214,"6","RNF126"
"EMP32",2.29520357352493e-06,0.285785401126265,0.833,0.725,0.0314764218073208,"6","EMP3"
"TRAPPC1",2.35880177225334e-06,0.45934579842861,0.564,0.439,0.0323486075046824,"6","TRAPPC1"
"RASSF5",2.37853845423038e-06,0.501137861113725,0.301,0.177,0.0326192763613154,"6","RASSF5"
"FLNA2",2.41502674617284e-06,0.596655850808076,0.333,0.204,0.0331196767970144,"6","FLNA"
"PSMA5",4.1077013804237e-06,0.403545105614205,0.391,0.26,0.0563330167311307,"6","PSMA5"
"CDC42",4.29424062783529e-06,0.406783635080096,0.474,0.364,0.0588912159701331,"6","CDC42"
"HLA-F1",4.3231638174933e-06,0.676406718986936,0.442,0.323,0.0592878685931031,"6","HLA-F"
"HMOX2",4.70198527014496e-06,0.534914514352816,0.295,0.175,0.064483025994768,"6","HMOX2"
"RAB7A",4.74736699496177e-06,0.40428911303669,0.423,0.304,0.0651053909689057,"6","RAB7A"
"SDF2L1",4.76737487789041e-06,0.414565373544249,0.256,0.136,0.0653797790753891,"6","SDF2L1"
"STK17A1",5.01804838671533e-06,0.428704883786589,0.455,0.306,0.068817515575414,"6","STK17A"
"DDIT4",6.5534006972429e-06,0.438335258049499,0.34,0.213,0.0898733371619892,"6","DDIT4"
"ATP6AP2",6.94068918318492e-06,0.419228746269205,0.372,0.244,0.0951846114581981,"6","ATP6AP2"
"GOLGA7",8.04142669905612e-06,0.371438015969946,0.263,0.149,0.110280125750856,"6","GOLGA7"
"MIR142",8.52825014630017e-06,0.509536475842215,0.282,0.162,0.11695642250636,"6","MIR142"
"MAP1LC3B",9.29144086338666e-06,0.386530277888418,0.365,0.243,0.127422820000485,"6","MAP1LC3B"
"C19orf66",9.58220373909075e-06,0.437273950273509,0.282,0.164,0.13141034207789,"6","C19orf66"
"PSMD8",1.05913387716226e-05,0.356872861013153,0.417,0.29,0.145249619914032,"6","PSMD8"
"ATF6B",1.06500268545302e-05,0.412687087465485,0.256,0.143,0.146054468283028,"6","ATF6B"
"C19orf10",1.08325367518416e-05,0.462799056205164,0.333,0.21,0.148557409014755,"6","C19orf10"
"GHITM",1.11330761459904e-05,0.35472387474938,0.481,0.364,0.152679006266112,"6","GHITM"
"CAPZB1",1.17652327527457e-05,0.279601500744969,0.66,0.549,0.161348401971154,"6","CAPZB"
"PIM11",1.34310178786377e-05,0.529668373476146,0.301,0.179,0.184192979187638,"6","PIM1"
"RPA21",1.62037571886815e-05,0.346012817189413,0.295,0.175,0.222218326085579,"6","RPA2"
"DDOST",1.86965410471455e-05,0.575369962669001,0.295,0.182,0.256404363920553,"6","DDOST"
"RNF2131",1.97077488920082e-05,0.405128437763276,0.34,0.219,0.270272068305001,"6","RNF213"
"TERF2IP1",1.98171101576181e-05,0.311815046528472,0.34,0.22,0.271771848701574,"6","TERF2IP"
"CFLAR",2.18734577115126e-05,0.372496661838209,0.308,0.191,0.299972599055684,"6","CFLAR"
"BAX1",2.20430712235396e-05,0.51396250571108,0.404,0.298,0.302298678759622,"6","BAX"
"PDIA6",2.29206883040289e-05,0.351355858797617,0.353,0.232,0.314334319401453,"6","PDIA6"
"TMEM591",2.86753660493956e-05,0.326645711086181,0.494,0.389,0.393253970001411,"6","TMEM59"
"PAIP2",3.20216263494588e-05,0.338040326072197,0.423,0.308,0.439144583756477,"6","PAIP2"
"IMP3",3.22706390772213e-05,0.323661454327987,0.327,0.208,0.442559544305013,"6","IMP3"
"CNPY2",3.39738667058146e-05,0.41179727913709,0.282,0.172,0.465917608003541,"6","CNPY2"
"CIRBP",3.49802262785515e-05,0.456299502017268,0.744,0.7,0.479718823184055,"6","CIRBP"
"RBM8A",3.67544735843404e-05,0.533697006900752,0.423,0.308,0.504050850735644,"6","RBM8A"
"SEPW1",3.75127086073969e-05,0.329625034830104,0.359,0.247,0.514449285841841,"6","SEPW1"
"CCDC121",3.9038926213734e-05,0.535876049352506,0.346,0.242,0.535379834095148,"6","CCDC12"
"CHMP2A",3.99594818593534e-05,0.46559938439125,0.365,0.256,0.548004334219173,"6","CHMP2A"
"NDUFB7",4.26233718867276e-05,0.470753130524263,0.385,0.28,0.584536922054582,"6","NDUFB7"
"WIPF1",4.33617666554975e-05,0.478046660887668,0.308,0.2,0.594663267913492,"6","WIPF1"
"CD471",4.51289406459744e-05,0.299975491251872,0.359,0.241,0.618898292018892,"6","CD47"
"SPCS21",5.01764851842259e-05,0.358359016953109,0.397,0.296,0.688120317816475,"6","SPCS2"
"P4HB1",5.42316450083988e-05,0.439571523254747,0.346,0.229,0.743732779645182,"6","P4HB"
"ZFAND6",6.67695184549152e-05,0.392995387126125,0.263,0.158,0.915677176090707,"6","ZFAND6"
"ACP1",6.77105430065451e-05,0.442945450014662,0.34,0.228,0.92858238679176,"6","ACP1"
"CYCS",7.39016391328409e-05,0.328999558630814,0.423,0.309,1,"6","CYCS"
"SELL1",7.59543746100776e-05,0.460744536908517,0.545,0.463,1,"6","SELL"
"KLF2",0.000106266129398573,0.384639704661508,0.705,0.602,1,"6","KLF2"
"MAF1",0.000113048384167132,0.276565882725357,0.327,0.221,1,"6","MAF1"
"TPI12",0.000118672678835753,0.266325242303928,0.596,0.499,1,"6","TPI1"
"TMBIM6",0.000124824992733299,0.278285491037502,0.577,0.508,1,"6","TMBIM6"
"LIMD21",0.000125291121402345,0.289867616230086,0.744,0.65,1,"6","LIMD2"
"HMGN3",0.00015643549884669,0.371115730884153,0.333,0.232,1,"6","HMGN3"
"DCTN31",0.000160621170171368,0.319964729076789,0.327,0.227,1,"6","DCTN3"
"PLEKHJ1",0.000163079042521349,0.313484228222961,0.256,0.16,1,"6","PLEKHJ1"
"SIGIRR",0.000185815962401697,0.490750571654062,0.321,0.219,1,"6","SIGIRR"
"EMC4",0.000190685312985509,0.359330932055263,0.301,0.203,1,"6","EMC4"
"POLR3GL",0.000191273055609209,0.362760700346255,0.295,0.199,1,"6","POLR3GL"
"NDUFA6",0.000218840879653884,0.379074164584146,0.256,0.161,1,"6","NDUFA6"
"IFI16",0.000226869568303017,0.370849724281559,0.269,0.17,1,"6","IFI16"
"SRSF3",0.000230299329346736,0.597522980190848,0.558,0.468,1,"6","SRSF3"
"SRSF2",0.000283492391115519,0.58736941524312,0.474,0.386,1,"6","SRSF2"
"DNAJB6",0.000294347021711513,0.327026337254256,0.276,0.178,1,"6","DNAJB6"
"CSNK2B",0.000320452425943028,0.587598967098166,0.417,0.335,1,"6","CSNK2B"
"C1orf1622",0.000323350911345057,0.409078044522598,0.5,0.376,1,"6","C1orf162"
"PPP2R5C2",0.000351770268072393,0.377264453365427,0.333,0.237,1,"6","PPP2R5C"
"SEC61B1",0.000373608191190205,0.253542667768832,0.41,0.314,1,"6","SEC61B"
"DOK22",0.000378690904275719,0.336962861626416,0.333,0.234,1,"6","DOK2"
"KDELR2",0.000378745515732083,0.322014907333302,0.269,0.174,1,"6","KDELR2"
"FERMT3",0.000380701852689502,0.408740630665677,0.269,0.176,1,"6","FERMT3"
"ADRM1",0.000385215811302259,0.348852800045311,0.263,0.171,1,"6","ADRM1"
"ARHGDIB",0.000414658665686163,0.326580059180004,0.929,0.906,1,"6","ARHGDIB"
"MYH9",0.000429594593643774,0.330253193830868,0.276,0.183,1,"6","MYH9"
"PDAP1",0.0004393835380324,0.327099503079932,0.269,0.179,1,"6","PDAP1"
"TCF25",0.000548568721285918,0.369260960936354,0.333,0.247,1,"6","TCF25"
"TMEM160",0.000685918455970805,0.33380313819181,0.276,0.184,1,"6","TMEM160"
"GYPC1",0.000757984307730345,0.327147071844954,0.385,0.285,1,"6","GYPC"
"SRSF91",0.000788770660984306,0.308597124773678,0.385,0.301,1,"6","SRSF9"
"NOP102",0.000797390495099304,0.327509754168734,0.385,0.289,1,"6","NOP10"
"C11orf58",0.000917859616319818,0.255619209223724,0.455,0.381,1,"6","C11orf58"
"SP1001",0.000974873765904712,0.300487252027054,0.359,0.264,1,"6","SP100"
"LMAN2",0.000977994623596115,0.374318031785864,0.333,0.254,1,"6","LMAN2"
"VAMP2",0.00109155986910133,0.285329882627828,0.526,0.447,1,"6","VAMP2"
"IL10RA1",0.00113468526805641,0.274885186411265,0.295,0.206,1,"6","IL10RA"
"CDKN2D",0.00126445315830156,0.290637814421535,0.308,0.215,1,"6","CDKN2D"
"MBNL1",0.00132538712278167,0.299085457741799,0.301,0.213,1,"6","MBNL1"
"HNRNPM1",0.00133018720309051,0.299968821133781,0.391,0.306,1,"6","HNRNPM"
"UBE2L3",0.00133132385679344,0.345421824283674,0.314,0.232,1,"6","UBE2L3"
"PGAM12",0.001525544883247,0.338244922307771,0.314,0.231,1,"6","PGAM1"
"NDUFB8.1",0.00160445606237665,0.333133482615682,0.462,0.394,1,"6","NDUFB8.1"
"WSB11",0.00170341524559734,0.281038195754283,0.263,0.176,1,"6","WSB1"
"TGFB11",0.00179093701722162,0.25612885597805,0.282,0.195,1,"6","TGFB1"
"POLR2L1",0.00184274054537979,0.292455406734748,0.423,0.354,1,"6","POLR2L"
"TPM31",0.00191937883953697,0.25311630732895,0.526,0.469,1,"6","TPM3"
"ATP5J22",0.0020110440767302,0.252961343039175,0.397,0.321,1,"6","ATP5J2"
"TAPSAR1",0.00221550034555201,0.280394015304617,0.308,0.227,1,"6","TAPSAR1"
"SUB1",0.00230483674254841,0.363102023761054,0.372,0.297,1,"6","SUB1"
"RBM3",0.00265024342916913,0.496557324841145,0.673,0.636,1,"6","RBM3"
"BANF1",0.00267158785541894,0.274353122675496,0.321,0.241,1,"6","BANF1"
"BUD31",0.00269290723970256,0.336937557510661,0.321,0.25,1,"6","BUD31"
"SEPT6",0.00375969014523456,0.302572248086914,0.282,0.201,1,"6","SEPT6"
"CSK1",0.00396979903202912,0.530263494848777,0.288,0.216,1,"6","CSK"
"ARHGEF1",0.00429866995720152,0.344865410212851,0.301,0.234,1,"6","ARHGEF1"
"MYO1G1",0.00439782090043714,0.303027527144406,0.301,0.229,1,"6","MYO1G"
"SLC25A31",0.00442825344748384,0.257220806578871,0.571,0.517,1,"6","SLC25A3"
"MDH1",0.00460968488908589,0.28777116043448,0.308,0.231,1,"6","MDH1"
"ARHGDIA",0.00471662146488371,0.359920619575254,0.359,0.285,1,"6","ARHGDIA"
"COPZ1",0.00494204893121831,0.343118383423734,0.256,0.188,1,"6","COPZ1"
"CHMP5",0.0055303666169546,0.364969863584427,0.282,0.215,1,"6","CHMP5"
"COX6A1",0.00568847977374266,0.323661968396664,0.506,0.474,1,"6","COX6A1"
"PDCD6",0.00605056712293114,0.277005600991369,0.353,0.285,1,"6","PDCD6"
"NDUFS8",0.00735053110594293,0.530358926537863,0.308,0.234,1,"6","NDUFS8"
"DYNLL1",0.00740016773493684,0.837098909634159,0.391,0.335,1,"6","DYNLL1"
"SF3B51",0.00803795130712447,0.560732289806231,0.449,0.387,1,"6","SF3B5"
"RPN2",0.00865742855603685,0.27626306994307,0.282,0.219,1,"6","RPN2"
"DNAJA1",0.00886495242593852,0.52603767435608,0.353,0.292,1,"6","DNAJA1"
"FAM96B",0.00903696589179479,0.618506377431491,0.321,0.259,1,"6","FAM96B"
"PSMD41",0.00904349117624533,0.258427740141391,0.34,0.281,1,"6","PSMD4"
"PSMA72",0.00910451369015435,0.493761125925661,0.609,0.557,1,"6","PSMA7"
"RPS19BP1",0.00913563940563745,0.653263855070237,0.308,0.242,1,"6","RPS19BP1"
"EIF4H",0.00927406569117605,0.257419445780032,0.288,0.226,1,"6","EIF4H"
"ICAM21",0.00956059001350096,0.450649710951808,0.295,0.236,1,"6","ICAM2"
"FCER1A",9.00434817044866e-268,2.69183615975499,0.833,0.009,1.23485630809533e-263,"7","FCER1A"
"SERPINF1",1.35411860457414e-188,1.10913013588193,0.444,0.002,1.85703825431298e-184,"7","SERPINF1"
"CLEC10A",2.92632134741867e-160,1.76618212540522,0.694,0.014,4.01315709584996e-156,"7","CLEC10A"
"ENHO",1.20784056362137e-139,0.979565864101469,0.417,0.004,1.65643254895035e-135,"7","ENHO"
"CD1C",1.27109771919946e-71,1.1937952432476,0.5,0.02,1.74318341211014e-67,"7","CD1C"
"CACNA2D3",2.38755415808003e-54,0.524635345701384,0.361,0.013,3.27429177239095e-50,"7","CACNA2D3"
"PHACTR1",1.63295382887545e-46,0.714919439939404,0.556,0.039,2.2394328809198e-42,"7","PHACTR1"
"HLA-DQB2",2.83334060691356e-45,0.583299072282679,0.417,0.022,3.88564330832126e-41,"7","HLA-DQB2"
"PLD4",1.44607372180633e-41,1.1131901198428,0.528,0.04,1.9831455020852e-37,"7","PLD4"
"CCDC88A",1.72362570768269e-40,0.553341306761744,0.417,0.025,2.36378029551604e-36,"7","CCDC88A"
"HLA-DQA21",1.2646039512397e-37,1.49298073487167,0.806,0.114,1.73427785873012e-33,"7","HLA-DQA2"
"HLA-DQA11",5.41906848653308e-35,2.02517302045396,0.972,0.207,7.43171052243147e-31,"7","HLA-DQA1"
"GSN",1.32111036734042e-34,0.804610945217327,0.5,0.044,1.81177075777065e-30,"7","GSN"
"CD331",3.3358768065099e-34,0.881964068234491,0.611,0.065,4.57482145244768e-30,"7","CD33"
"SULF2",6.67385102146788e-34,0.706571317071319,0.417,0.031,9.15251929084105e-30,"7","SULF2"
"NDRG2",8.17822096672971e-33,0.528711882343101,0.306,0.017,1.12156122337731e-28,"7","NDRG2"
"CPVL2",1.85721635783338e-32,1.14461345285769,0.75,0.106,2.5469865131327e-28,"7","CPVL"
"BASP1",2.30905275915888e-32,0.522574205754676,0.333,0.021,3.16663495391049e-28,"7","BASP1"
"RPS6KA4",3.47628181062625e-31,0.568903389280035,0.444,0.038,4.76737287509283e-27,"7","RPS6KA4"
"HLA-DOA",2.83123747841544e-30,0.392845401421378,0.278,0.015,3.88275907789893e-26,"7","HLA-DOA"
"CSF2RA",3.94931678751538e-28,0.585576496223292,0.361,0.028,5.41609304239859e-24,"7","CSF2RA"
"HLA-DQB11",2.59565461900183e-26,1.61750463995068,0.917,0.23,3.55968074449912e-22,"7","HLA-DQB1"
"IL1B1",5.60375312448549e-26,1.02855582769166,0.556,0.072,7.68498703491941e-22,"7","IL1B"
"HLA-DMA3",5.07696752699223e-25,1.14226635835932,0.972,0.253,6.96255326651715e-21,"7","HLA-DMA"
"RNASE61",1.15663708566717e-24,0.807994345372922,0.639,0.094,1.58621209928395e-20,"7","RNASE6"
"HLA-DPA13",5.49822611897879e-24,1.7917887951009,1,0.484,7.54026729956752e-20,"7","HLA-DPA1"
"CD1D",5.877381053365e-24,0.600575926587007,0.444,0.049,8.06024037658476e-20,"7","CD1D"
"CST32",1.0619606617236e-23,1.72894408147416,1,0.39,1.45637285148775e-19,"7","CST3"
"HLA-DRB53",2.02238158393407e-23,1.6184800109347,0.972,0.339,2.77349410420718e-19,"7","HLA-DRB5"
"HLA-DPB12",2.27102347052108e-23,1.93504445598187,1,0.508,3.11448158747261e-19,"7","HLA-DPB1"
"HLA-DRB13",6.56498908088023e-23,1.77811428481986,1,0.45,9.00322602551915e-19,"7","HLA-DRB1"
"SEMA4A",1.02473823316711e-22,0.45685380720499,0.361,0.035,1.40532601296538e-18,"7","SEMA4A"
"SPATS2L",1.2716852172661e-22,0.447334117737542,0.306,0.025,1.74398910695873e-18,"7","SPATS2L"
"HLA-DMB2",5.79922423341055e-22,0.874519490229931,0.833,0.17,7.95305611369923e-18,"7","HLA-DMB"
"LMO2",1.50358030820688e-21,0.450626068868633,0.278,0.022,2.06201003467492e-17,"7","LMO2"
"IGSF62",1.76176847315683e-21,0.800575535544257,0.611,0.101,2.41608928408727e-17,"7","IGSF6"
"HLA-DRA3",2.05731634461736e-21,1.71539892526759,1,0.55,2.82140363500825e-17,"7","HLA-DRA"
"KLF42",3.0378405714682e-21,0.828332975258066,0.639,0.111,4.16609455971149e-17,"7","KLF4"
"GRN2",1.0124183807034e-20,0.929151949459284,0.917,0.231,1.38843056729665e-16,"7","GRN"
"CCDC50",1.98933040469207e-20,0.714429144893171,0.417,0.051,2.7281677169947e-16,"7","CCDC50"
"ZNF385A",2.29744458748749e-20,0.546648726862698,0.389,0.045,3.15071550728034e-16,"7","ZNF385A"
"YIF1B",9.04538277202838e-20,0.581575870774911,0.472,0.065,1.24048379335597e-15,"7","YIF1B"
