Tumor_Sample_Barcode,Expr_level
TCGA-DD-AACD,high
TCGA-DD-AACE,high
TCGA-DD-AACF,high
TCGA-DD-AACG,high
TCGA-DD-AACH,high
TCGA-DD-AACI,high
TCGA-DD-AACJ,high
TCGA-DD-AACK,high
TCGA-DD-AACL,high
TCGA-DD-AACN,high
TCGA-DD-AACO,high
TCGA-DD-AACP,high
TCGA-DD-AACQ,high
TCGA-DD-AACS,high
TCGA-DD-AACT,high
TCGA-DD-AACU,high
TCGA-DD-AACV,high
TCGA-DD-AACW,high
TCGA-DD-AACX,high
TCGA-DD-AACY,high
TCGA-DD-AACZ,high
TCGA-DD-AAD0,high
TCGA-DD-AAD1,high
TCGA-DD-AAD2,high
TCGA-DD-AAD3,high
TCGA-DD-AAD5,high
TCGA-DD-AAD6,high
TCGA-DD-AAD8,high
TCGA-DD-AADA,high
TCGA-DD-AADB,high
TCGA-DD-AADC,high
TCGA-DD-AADD,high
TCGA-DD-AADF,high
TCGA-DD-AADG,high
TCGA-DD-AADI,high
TCGA-DD-AADJ,high
TCGA-DD-AADK,high
TCGA-DD-AADL,high
TCGA-DD-AADM,high
TCGA-DD-AADN,high
TCGA-DD-AADO,high
TCGA-DD-AADP,high
TCGA-DD-AADQ,high
TCGA-DD-AADR,high
TCGA-DD-AADS,high
TCGA-DD-AADU,high
TCGA-DD-AADV,high
TCGA-DD-AADW,high
TCGA-DD-AADY,high
TCGA-DD-AAE0,high
TCGA-DD-AAE1,high
TCGA-DD-AAE2,high
TCGA-DD-AAE3,high
TCGA-DD-AAE4,high
TCGA-DD-AAE6,high
TCGA-DD-AAE7,high
TCGA-DD-AAE9,high
TCGA-DD-AAEA,high
TCGA-DD-AAEB,high
TCGA-DD-AAED,high
TCGA-DD-AAEE,high
TCGA-DD-AAEG,high
TCGA-DD-AAEH,high
TCGA-DD-AAEI,high
TCGA-DD-AAEK,high
TCGA-DD-AAVP,high
TCGA-DD-AAVQ,high
TCGA-DD-AAVR,high
TCGA-DD-AAVS,high
TCGA-DD-AAVU,high
TCGA-DD-AAVV,high
TCGA-DD-AAVW,high
TCGA-DD-AAVX,high
TCGA-DD-AAVY,high
TCGA-DD-AAVZ,high
TCGA-DD-AAW0,high
TCGA-DD-AAW1,high
TCGA-DD-AAW2,high
TCGA-DD-AAW3,high
TCGA-ED-A459,high
TCGA-ED-A4XI,high
TCGA-ED-A5KG,high
TCGA-ED-A627,high
TCGA-ED-A66X,high
TCGA-ED-A66Y,high
TCGA-ED-A7PX,high
TCGA-ED-A7PY,high
TCGA-ED-A7PZ,high
TCGA-ED-A7XO,high
TCGA-ED-A7XP,high
TCGA-ED-A82E,high
TCGA-ED-A8O5,high
TCGA-ED-A8O6,high
TCGA-ED-A97K,high
TCGA-EP-A12J,high
TCGA-EP-A26S,high
TCGA-EP-A2KA,high
TCGA-EP-A2KB,high
TCGA-EP-A2KC,high
TCGA-EP-A3JL,high
TCGA-EP-A3RK,high
TCGA-ES-A2HS,high
TCGA-ES-A2HT,high
TCGA-FV-A23B,high
TCGA-FV-A2QQ,high
TCGA-FV-A2QR,high
TCGA-FV-A3I0,high
TCGA-FV-A3I1,high
TCGA-FV-A3R2,high
TCGA-FV-A3R3,high
TCGA-FV-A495,high
TCGA-FV-A496,high
TCGA-FV-A4ZP,high
TCGA-FV-A4ZQ,high
TCGA-G3-A25S,high
TCGA-G3-A25T,high
TCGA-G3-A25U,high
TCGA-G3-A25V,high
TCGA-G3-A25X,high
TCGA-G3-A25Y,high
TCGA-G3-A25Z,high
TCGA-G3-A3CG,high
TCGA-G3-A3CH,high
TCGA-G3-A3CI,high
TCGA-G3-A3CJ,high
TCGA-G3-A3CK,high
TCGA-G3-A5SI,high
TCGA-G3-A5SJ,high
TCGA-G3-A5SK,high
TCGA-G3-A5SL,high
TCGA-G3-A5SM,high
TCGA-G3-A6UC,high
TCGA-G3-A7M5,high
TCGA-G3-A7M6,high
TCGA-G3-A7M7,high
TCGA-G3-A7M8,high
TCGA-G3-A7M9,high
TCGA-G3-AAUZ,high
TCGA-G3-AAV0,high
TCGA-G3-AAV1,high
TCGA-G3-AAV2,high
TCGA-G3-AAV3,high
TCGA-G3-AAV4,high
TCGA-G3-AAV5,high
TCGA-G3-AAV6,high
TCGA-G3-AAV7,high
TCGA-GJ-A3OU,high
TCGA-GJ-A6C0,high
TCGA-GJ-A9DB,high
TCGA-HP-A5MZ,high
TCGA-HP-A5N0,high
TCGA-K7-A5RF,high
TCGA-K7-A5RG,high
TCGA-K7-A6G5,high
TCGA-K7-AAU7,high
TCGA-KR-A7K0,high
TCGA-KR-A7K2,high
TCGA-KR-A7K7,high
TCGA-KR-A7K8,high
TCGA-LG-A6GG,high
TCGA-LG-A9QC,high
TCGA-LG-A9QD,high
TCGA-MI-A75C,high
TCGA-MI-A75E,high
TCGA-MI-A75G,high
TCGA-MI-A75H,high
TCGA-MI-A75I,high
TCGA-MR-A520,high
TCGA-MR-A8JO,high
TCGA-NI-A4U2,high
TCGA-NI-A8LF,high
TCGA-O8-A75V,high
TCGA-PD-A5DF,high
TCGA-QA-A7B7,high
TCGA-RC-A6M3,high
TCGA-RC-A6M4,high
TCGA-RC-A6M5,high
TCGA-RC-A6M6,high
TCGA-RC-A7S9,high
TCGA-RC-A7SB,high
TCGA-RC-A7SF,high
TCGA-RC-A7SH,high
TCGA-RC-A7SK,high
TCGA-RG-A7D4,high
TCGA-T1-A6J8,high
TCGA-UB-A7MA,high
TCGA-UB-A7MB,high
TCGA-UB-A7MC,high
TCGA-UB-A7MD,high
TCGA-UB-A7ME,high
TCGA-UB-A7MF,high
TCGA-UB-AA0U,high
TCGA-UB-AA0V,high
TCGA-WJ-A86L,high
TCGA-WQ-A9G7,high
TCGA-WQ-AB4B,high
TCGA-WX-AA44,high
TCGA-WX-AA46,high
TCGA-WX-AA47,high
TCGA-XR-A8TC,high
TCGA-XR-A8TD,high
TCGA-XR-A8TE,high
TCGA-XR-A8TF,high
TCGA-XR-A8TG,high
TCGA-YA-A8S7,high
TCGA-ZP-A9CV,high
TCGA-ZP-A9CY,high
TCGA-ZP-A9CZ,high
TCGA-ZP-A9D0,high
TCGA-ZP-A9D1,high
TCGA-ZP-A9D2,high
TCGA-ZP-A9D4,high
TCGA-ZS-A9CD,high
TCGA-ZS-A9CE,high
TCGA-ZS-A9CF,high
TCGA-ZS-A9CG,high
TCGA-DD-AACA,high
TCGA-DD-AACA,high
TCGA-ZS-A9CF,high
