GeneSymbol	SPOT	Profile	VM	HN	P1	P2	YFB-S	YFB-C	YFB-G	FB-S	FB-C
JGI|COPCI_AMUTBMUT1|448485|	ID_2357	11	0.00	0.44	-0.52	-0.69	-1.07	-1.51	-1.15	0.62	0.03
JGI|COPCI_AMUTBMUT1|448529|	ID_2358	11	0.00	0.15	-0.09	-0.11	-1.34	-1.01	-0.04	-0.06	1.04
JGI|COPCI_AMUTBMUT1|448546|	ID_2359	10	0.00	-0.77	-1.55	-1.04	-3.36	-2.21	-5.13	-1.72	-3.32
JGI|COPCI_AMUTBMUT1|448603|	ID_2360	10	0.00	0.68	0.80	0.33	-1.35	-1.94	-2.53	-1.74	-3.89
JGI|COPCI_AMUTBMUT1|448605|	ID_2361	36	0.00	-0.53	0.68	0.45	-0.84	-2.64	0.67	-2.86	-0.93
JGI|COPCI_AMUTBMUT1|448608|	ID_2362	39	0.00	0.73	1.69	1.56	2.98	3.45	3.39	2.35	3.46
JGI|COPCI_AMUTBMUT1|448617|	ID_2363	39	0.00	0.60	0.14	0.37	1.57	0.77	1.11	1.37	3.13
JGI|COPCI_AMUTBMUT1|448680|	ID_2364	39	0.00	-0.31	-0.03	0.16	2.42	2.03	2.14	1.68	1.76
JGI|COPCI_AMUTBMUT1|448716|	ID_2365	27	0.00	-0.40	0.11	0.25	2.45	1.75	2.47	-1.55	-0.05
JGI|COPCI_AMUTBMUT1|448726|	ID_2366	12	0.00	-0.22	0.70	0.42	3.07	0.01	1.12	1.63	0.17
JGI|COPCI_AMUTBMUT1|448731|	ID_2367	27	0.00	0.04	0.18	-0.04	0.77	0.66	0.08	-1.30	0.27
JGI|COPCI_AMUTBMUT1|448743|	ID_2368	23	0.00	-1.02	-1.54	-1.23	-2.63	-0.89	-8.08	-0.56	-6.26
JGI|COPCI_AMUTBMUT1|448745|	ID_2369	11	0.00	0.87	-0.96	-0.76	-2.53	-1.12	-1.53	0.16	-1.01
JGI|COPCI_AMUTBMUT1|448879|	ID_2371	5	0.00	-2.05	-1.91	-0.73	-0.26	1.72	-1.93	1.00	2.52
JGI|COPCI_AMUTBMUT1|448881|	ID_2372	4	0.00	-1.65	-2.22	-0.90	-1.94	-2.54	-1.93	-2.70	0.64
JGI|COPCI_AMUTBMUT1|448886|	ID_2373	9	0.00	-3.89	-2.88	-2.44	-2.51	-3.05	0.06	-4.45	-3.95
JGI|COPCI_AMUTBMUT1|448890|	ID_2374	36	0.00	-0.43	-0.26	-0.38	-0.78	-1.47	0.04	-3.90	-1.75
JGI|COPCI_AMUTBMUT1|448912|	ID_2375	37	0.00	1.01	1.48	0.96	1.26	3.77	2.53	-0.55	-0.61
JGI|COPCI_AMUTBMUT1|448970|	ID_2376	46	0.00	2.49	3.16	2.87	2.98	1.18	1.33	0.96	0.06
JGI|COPCI_AMUTBMUT1|448975|	ID_2377	22	0.00	-0.49	-0.13	-0.02	-0.17	-0.89	-0.91	1.30	-0.29
JGI|COPCI_AMUTBMUT1|449001|	ID_2378	21	0.00	-2.60	-3.07	-1.58	-4.09	-4.13	-5.89	-0.31	-2.84
JGI|COPCI_AMUTBMUT1|449070|	ID_2379	48	0.00	1.39	2.28	1.84	1.84	2.98	0.82	0.60	1.28
JGI|COPCI_AMUTBMUT1|449089|	ID_2380	33	0.00	0.38	0.53	0.71	2.42	2.64	1.83	1.58	1.23
JGI|COPCI_AMUTBMUT1|449093|	ID_2381	19	0.00	-0.65	-1.60	-1.11	-4.39	-1.04	-3.05	-3.30	-1.98
JGI|COPCI_AMUTBMUT1|449109|	ID_2382	47	0.00	1.34	1.31	1.28	-1.34	1.06	1.27	0.18	-1.65
JGI|COPCI_AMUTBMUT1|449118|	ID_2383	36	0.00	0.37	0.63	0.30	-0.56	-1.24	1.21	-1.92	-0.91
JGI|COPCI_AMUTBMUT1|449120|	ID_2384	11	0.00	1.20	0.80	0.43	-2.57	-0.54	-0.25	0.68	1.12
JGI|COPCI_AMUTBMUT1|449139|	ID_2385	9	0.00	-1.39	-0.99	-0.67	-1.67	-2.59	0.01	-2.56	-1.43
JGI|COPCI_AMUTBMUT1|449151|	ID_2387	29	0.00	-0.26	-0.28	-0.23	2.88	1.13	0.05	-1.16	-2.52
JGI|COPCI_AMUTBMUT1|449157|	ID_2388	22	0.00	-0.19	-0.84	-0.84	-2.57	-3.61	-1.91	-0.64	-2.85
JGI|COPCI_AMUTBMUT1|449222|	ID_2389	14	0.00	-0.05	-0.41	-0.28	0.69	1.20	0.21	2.74	1.16
JGI|COPCI_AMUTBMUT1|449252|	ID_2390	37	0.00	-0.11	-0.19	-0.25	0.06	0.13	3.35	0.35	0.20
JGI|COPCI_AMUTBMUT1|449260|	ID_2392	38	0.00	4.03	2.50	2.03	1.35	4.73	-0.07	2.38	2.58
JGI|COPCI_AMUTBMUT1|449272|	ID_2393	35	0.00	-0.42	-0.61	-0.61	-1.44	0.63	1.71	-1.55	0.19
JGI|COPCI_AMUTBMUT1|449278|	ID_2394	39	0.00	0.26	0.56	0.39	-0.37	0.35	0.72	2.73	4.17
JGI|COPCI_AMUTBMUT1|449339|	ID_2395	11	0.00	-1.54	-3.08	-2.66	-4.45	-3.38	-0.70	-2.54	-0.41
JGI|COPCI_AMUTBMUT1|449343|	ID_2396	40	0.00	0.91	-2.01	-1.65	-2.84	-2.61	-1.29	-2.00	-2.13
JGI|COPCI_AMUTBMUT1|449390|	ID_2397	24	0.00	0.25	0.16	0.09	-1.24	-0.96	-3.14	1.85	0.40
JGI|COPCI_AMUTBMUT1|449398|	ID_2398	31	0.00	0.09	-0.47	-0.44	-0.86	-0.41	0.25	-0.11	3.12
JGI|COPCI_AMUTBMUT1|449399|	ID_2399	9	0.00	-1.13	-0.66	-0.77	-0.33	-0.87	2.61	-2.13	-1.59
JGI|COPCI_AMUTBMUT1|449472|	ID_2401	34	0.00	5.44	2.02	1.81	1.71	2.66	0.62	4.05	1.11
JGI|COPCI_AMUTBMUT1|449505|	ID_2402	47	0.00	0.03	0.67	0.70	-1.04	-1.17	-0.88	-0.19	-1.60
JGI|COPCI_AMUTBMUT1|449523|	ID_2403	48	0.00	2.43	3.53	2.99	3.78	2.86	2.65	2.85	4.39
JGI|COPCI_AMUTBMUT1|449524|	ID_2404	10	0.00	0.45	0.38	-0.26	-1.07	-0.58	0.09	-2.37	-2.57
JGI|COPCI_AMUTBMUT1|449594|	ID_2405	29	0.00	0.15	0.29	0.05	0.36	0.08	0.55	-1.55	-1.19
JGI|COPCI_AMUTBMUT1|449603|	ID_2406	10	0.00	-0.53	-0.49	-0.36	-0.03	-1.29	-0.56	-0.70	-3.22
JGI|COPCI_AMUTBMUT1|449608|	ID_2407	24	0.00	-0.15	-1.72	-1.10	-1.79	-1.12	-2.52	0.68	1.14
JGI|COPCI_AMUTBMUT1|449624|	ID_2408	31	0.00	-0.12	0.29	0.32	0.71	0.18	0.86	0.44	5.71
JGI|COPCI_AMUTBMUT1|449654|	ID_2409	10	0.00	-0.17	-0.19	-0.07	-1.46	-2.70	-1.04	-1.13	-1.64
JGI|COPCI_AMUTBMUT1|449660|	ID_2410	40	0.00	2.72	1.10	1.15	-0.73	-1.58	2.99	-1.08	3.54
JGI|COPCI_AMUTBMUT1|449691|	ID_2411	11	0.00	0.07	-0.33	-0.41	-2.50	-1.23	-1.25	-0.38	-0.16
JGI|COPCI_AMUTBMUT1|449714|	ID_2412	8	0.00	-0.59	-0.46	-0.50	0.10	1.12	-0.51	-0.75	-2.94
JGI|COPCI_AMUTBMUT1|449725|	ID_2413	40	0.00	-0.89	-1.48	-1.03	-1.73	-2.38	-1.24	-1.90	-1.05
JGI|COPCI_AMUTBMUT1|449742|	ID_2414	11	0.00	-1.08	-1.55	-0.82	-2.88	-1.36	-0.66	-0.67	-0.01
JGI|COPCI_AMUTBMUT1|449752|	ID_2415	22	0.00	-0.79	-0.56	-0.75	-0.69	-2.55	-2.14	-0.25	-1.23
JGI|COPCI_AMUTBMUT1|449776|	ID_2416	10	0.00	-0.67	-0.89	-0.95	-3.69	-0.37	-1.73	-4.33	-2.91
JGI|COPCI_AMUTBMUT1|449783|	ID_2417	22	0.00	-1.76	-2.07	-1.59	-2.65	-2.50	-2.13	0.70	-4.39
JGI|COPCI_AMUTBMUT1|449812|	ID_2418	8	0.00	0.08	1.34	0.59	2.12	2.98	0.64	1.19	-1.30
JGI|COPCI_AMUTBMUT1|449821|	ID_2419	15	0.00	-0.01	-0.07	-0.53	-3.17	-0.16	-0.78	-0.83	-0.65
JGI|COPCI_AMUTBMUT1|449865|	ID_2421	10	0.00	-1.62	-2.51	-2.06	-2.55	-2.46	-3.30	-4.51	-4.27
JGI|COPCI_AMUTBMUT1|44986|	ID_2422	15	0.00	-1.97	-0.44	-1.19	-3.61	-0.17	-1.13	-2.78	-2.52
JGI|COPCI_AMUTBMUT1|449875|	ID_2423	5	0.00	-0.29	0.74	0.93	0.68	3.43	1.61	0.62	4.19
JGI|COPCI_AMUTBMUT1|449940|	ID_2424	11	0.00	0.21	-1.98	-1.67	-4.29	-2.69	-1.98	-2.05	-1.05
JGI|COPCI_AMUTBMUT1|449947|	ID_2425	29	0.00	0.27	0.48	0.25	2.77	0.43	0.45	0.58	-1.18
JGI|COPCI_AMUTBMUT1|449977|	ID_2427	22	0.00	0.62	-3.84	-2.31	-3.96	-4.77	-4.94	-0.32	-2.33
JGI|COPCI_AMUTBMUT1|449998|	ID_2428	10	0.00	-0.45	0.67	0.39	-0.08	-1.31	0.07	-1.48	-4.31
JGI|COPCI_AMUTBMUT1|450005|	ID_2429	25	0.00	-0.37	0.48	0.87	-1.76	-0.89	1.07	-2.46	0.97
JGI|COPCI_AMUTBMUT1|450027|	ID_2430	24	0.00	0.51	-0.89	-0.33	-0.55	0.57	-1.31	1.40	2.48
JGI|COPCI_AMUTBMUT1|450041|	ID_2431	25	0.00	0.95	1.52	0.96	-0.75	0.71	2.53	-2.45	2.78
JGI|COPCI_AMUTBMUT1|450124|	ID_2433	2	0.00	-1.37	-2.10	-1.76	-1.07	-0.80	0.01	0.58	-1.13
JGI|COPCI_AMUTBMUT1|450125|	ID_2434	36	0.00	0.98	1.73	1.42	1.17	0.09	0.90	-2.33	-1.64
JGI|COPCI_AMUTBMUT1|450145|	ID_2435	44	0.00	0.65	1.27	0.85	1.21	-0.48	1.35	0.60	-1.23
JGI|COPCI_AMUTBMUT1|450188|	ID_2436	18	0.00	1.14	2.22	1.80	3.92	1.65	1.35	4.22	3.45
JGI|COPCI_AMUTBMUT1|450194|	ID_2437	0	0.00	-3.47	-4.25	-4.24	-3.38	-1.94	-3.27	-4.54	-3.35
JGI|COPCI_AMUTBMUT1|450206|	ID_2438	24	0.00	-0.01	-0.13	-0.27	-0.26	-1.89	-0.66	1.90	1.61
JGI|COPCI_AMUTBMUT1|450223|	ID_2439	25	0.00	0.49	1.20	0.79	-1.05	-0.02	0.06	-0.19	0.91
JGI|COPCI_AMUTBMUT1|450252|	ID_2440	32	0.00	-0.14	-0.47	-0.67	-1.07	-0.63	1.23	-0.45	-0.40
JGI|COPCI_AMUTBMUT1|450310|	ID_2441	5	0.00	-0.43	0.12	0.15	2.05	3.77	0.10	2.02	4.14
JGI|COPCI_AMUTBMUT1|450319|	ID_2442	29	0.00	-0.05	0.84	0.59	1.78	0.31	0.41	-1.37	-1.41
JGI|COPCI_AMUTBMUT1|450337|	ID_2443	12	0.00	-0.54	-0.48	-0.22	0.98	-1.37	1.27	-0.20	-2.53
JGI|COPCI_AMUTBMUT1|450346|	ID_2444	36	0.00	0.02	0.34	0.46	-0.41	-0.58	0.75	-1.50	-0.46
JGI|COPCI_AMUTBMUT1|450371|	ID_2445	29	0.00	0.45	0.69	0.47	1.84	0.38	0.87	-0.25	-2.86
JGI|COPCI_AMUTBMUT1|450426|	ID_2446	24	0.00	-0.50	-1.87	-0.61	-0.53	-2.10	-1.03	3.54	2.96
JGI|COPCI_AMUTBMUT1|450455|	ID_2447	2	0.00	-2.03	-3.14	-1.20	-3.35	-1.80	-1.57	1.88	0.84
JGI|COPCI_AMUTBMUT1|450471|	ID_2448	33	0.00	0.36	-0.04	1.05	4.29	7.40	1.61	1.17	5.19
JGI|COPCI_AMUTBMUT1|450481|	ID_2449	11	0.00	-0.23	-0.82	-0.63	-2.98	-2.88	0.05	0.46	0.80
JGI|COPCI_AMUTBMUT1|450482|	ID_2450	11	0.00	-1.60	-1.74	-2.76	-6.91	-5.42	-3.62	-4.22	0.12
JGI|COPCI_AMUTBMUT1|450484|	ID_2451	37	0.00	2.67	3.61	3.52	4.04	2.98	7.40	3.30	0.59
JGI|COPCI_AMUTBMUT1|450572|	ID_2452	2	0.00	-1.73	-2.39	-1.01	-3.53	-0.88	-2.39	0.08	-0.29
JGI|COPCI_AMUTBMUT1|450575|	ID_2453	29	0.00	0.32	1.37	1.28	1.83	1.25	0.71	-1.37	-1.49
JGI|COPCI_AMUTBMUT1|450614|	ID_2454	24	0.00	0.25	-0.40	-0.60	-1.15	0.32	-0.28	3.24	1.79
JGI|COPCI_AMUTBMUT1|450628|	ID_2455	39	0.00	-0.89	-2.18	-1.43	-0.68	0.17	2.67	0.55	5.04
JGI|COPCI_AMUTBMUT1|450629|	ID_2456	5	0.00	-1.09	-1.13	-0.77	-1.30	2.07	0.77	0.93	6.79
JGI|COPCI_AMUTBMUT1|450643|	ID_2457	3	0.00	-1.69	-2.22	-1.61	-0.89	-1.31	-3.98	-0.03	-2.15
JGI|COPCI_AMUTBMUT1|450663|	ID_2458	11	0.00	-1.55	-1.64	-0.87	-1.76	-2.47	1.04	-0.04	0.84
JGI|COPCI_AMUTBMUT1|450749|	ID_2460	25	0.00	-0.26	0.46	0.16	-0.14	-0.54	0.41	-0.68	1.70
JGI|COPCI_AMUTBMUT1|450769|	ID_2461	39	0.00	-0.87	-0.69	-0.09	0.45	1.43	0.23	3.14	2.80
JGI|COPCI_AMUTBMUT1|450788|	ID_2462	39	0.00	1.15	0.36	0.43	2.06	1.83	0.90	4.43	2.61
JGI|COPCI_AMUTBMUT1|450801|	ID_2463	10	0.00	-0.25	-1.17	-0.69	-2.80	-0.31	-0.99	-2.08	-3.01
JGI|COPCI_AMUTBMUT1|450808|	ID_2464	10	0.00	1.86	0.94	0.68	-1.70	-0.93	-3.14	-0.86	-3.22
JGI|COPCI_AMUTBMUT1|450815|	ID_2465	24	0.00	-0.75	-0.04	0.43	2.42	0.70	-0.29	4.78	2.48
JGI|COPCI_AMUTBMUT1|450827|	ID_2466	46	0.00	0.35	1.48	1.53	1.43	-0.43	-1.95	1.42	-1.19
JGI|COPCI_AMUTBMUT1|450841|	ID_2467	10	0.00	-0.18	0.12	0.01	0.49	-0.96	-0.53	-0.23	-1.78
JGI|COPCI_AMUTBMUT1|450850|	ID_2468	33	0.00	0.77	0.90	1.57	4.29	4.95	0.35	-0.15	3.98
JGI|COPCI_AMUTBMUT1|450937|	ID_2469	35	0.00	-0.52	-0.00	-0.30	0.72	3.50	2.28	-3.28	-1.30
JGI|COPCI_AMUTBMUT1|450960|	ID_2470	9	0.00	-0.89	-0.94	-0.51	-1.82	-2.43	0.45	-2.50	-0.91
JGI|COPCI_AMUTBMUT1|450992|	ID_2471	29	0.00	0.41	0.88	0.69	1.72	1.42	0.58	-0.54	-0.38
JGI|COPCI_AMUTBMUT1|451002|	ID_2472	11	0.00	-0.92	-1.88	-2.15	-4.29	-2.88	-3.59	-1.79	0.74
JGI|COPCI_AMUTBMUT1|451014|	ID_2473	31	0.00	-0.29	-0.82	-0.79	-0.74	-0.86	1.67	-1.00	5.99
JGI|COPCI_AMUTBMUT1|451025|	ID_2474	17	0.00	0.35	0.49	0.30	-0.43	-1.62	1.75	0.07	-1.76
JGI|COPCI_AMUTBMUT1|451049|	ID_2475	1	0.00	-2.42	-3.54	-2.09	-3.36	-4.25	-0.91	-2.47	-3.63
JGI|COPCI_AMUTBMUT1|451143|	ID_2476	10	0.00	0.73	0.43	0.24	-1.60	-2.20	-1.78	-0.28	-1.92
JGI|COPCI_AMUTBMUT1|451153|	ID_2477	11	0.00	0.68	-0.88	-0.91	-2.49	-0.05	-0.04	-0.43	0.23
JGI|COPCI_AMUTBMUT1|451218|	ID_2478	10	0.00	1.03	0.21	0.21	1.11	-0.24	-0.21	-1.75	-2.65
JGI|COPCI_AMUTBMUT1|451224|	ID_2479	14	0.00	-0.83	-0.78	-0.77	1.46	0.42	-0.42	0.32	-0.19
JGI|COPCI_AMUTBMUT1|451249|	ID_2480	39	0.00	0.08	0.01	-0.10	1.40	1.93	1.18	1.10	1.81
JGI|COPCI_AMUTBMUT1|451256|	ID_2481	15	0.00	-0.81	-0.46	-0.40	-2.64	-1.49	-1.11	-0.81	-1.35
JGI|COPCI_AMUTBMUT1|451274|	ID_2482	15	0.00	0.36	0.09	-0.25	-1.79	-0.42	-1.37	-0.42	-1.13
JGI|COPCI_AMUTBMUT1|451296|	ID_2483	40	0.00	-0.96	-1.73	-1.24	-2.61	-2.53	-1.45	-3.76	-1.17
JGI|COPCI_AMUTBMUT1|451332|	ID_2484	11	0.00	-1.91	-4.00	-3.39	-4.10	-4.63	-3.96	-3.47	1.18
JGI|COPCI_AMUTBMUT1|451394|	ID_2486	10	0.00	0.11	0.77	0.08	-0.81	-1.08	-0.57	-1.89	-2.21
JGI|COPCI_AMUTBMUT1|451397|	ID_2487	37	0.00	1.23	2.10	1.48	3.05	3.03	2.50	2.18	-1.14
JGI|COPCI_AMUTBMUT1|451424|	ID_2489	12	0.00	-0.09	-0.50	-0.35	1.24	-0.55	-0.15	0.18	-1.39
JGI|COPCI_AMUTBMUT1|451486|	ID_2490	36	0.00	-0.37	-0.72	-0.49	-0.79	-2.32	0.47	-2.23	-1.06
JGI|COPCI_AMUTBMUT1|451716|	ID_2491	37	0.00	0.21	0.00	0.08	-0.86	2.07	1.25	0.33	-1.30
JGI|COPCI_AMUTBMUT1|451789|	ID_2492	28	0.00	1.52	0.60	0.25	0.79	3.99	-1.44	-0.29	2.82
JGI|COPCI_AMUTBMUT1|451814|	ID_2493	29	0.00	-0.02	1.02	0.71	2.38	0.70	0.59	-0.15	0.05
JGI|COPCI_AMUTBMUT1|451851|	ID_2494	43	0.00	4.29	2.19	1.29	1.06	3.90	2.68	4.02	3.81
JGI|COPCI_AMUTBMUT1|45186|	ID_2495	37	0.00	-0.19	0.42	-0.10	0.37	-0.41	1.89	0.51	-1.77
JGI|COPCI_AMUTBMUT1|451874|	ID_2496	24	0.00	1.99	0.48	0.06	0.59	1.04	-0.65	3.94	3.26
JGI|COPCI_AMUTBMUT1|451904|	ID_2497	33	0.00	0.07	-0.14	-0.03	0.84	1.67	0.88	-0.37	0.88
JGI|COPCI_AMUTBMUT1|452179|	ID_2498	39	0.00	0.34	0.64	0.39	2.97	1.75	1.23	2.81	2.12
JGI|COPCI_AMUTBMUT1|452181|	ID_2499	36	0.00	0.64	0.93	0.68	0.16	-0.67	1.24	-2.48	-2.20
JGI|COPCI_AMUTBMUT1|452197|	ID_2500	18	0.00	-0.39	0.68	1.04	2.81	-0.90	-1.53	1.29	1.19
JGI|COPCI_AMUTBMUT1|452325|	ID_2501	34	0.00	0.59	0.50	0.28	-0.61	0.15	0.37	2.54	1.07
JGI|COPCI_AMUTBMUT1|452384|	ID_2503	11	0.00	0.39	-1.79	-2.72	-3.49	-2.68	-2.90	-1.93	2.76
JGI|COPCI_AMUTBMUT1|452426|	ID_2504	10	0.00	0.13	0.44	-0.18	-1.90	-1.46	-1.01	-1.42	-2.91
JGI|COPCI_AMUTBMUT1|452457|	ID_2505	5	0.00	0.20	-1.84	-1.28	-0.74	2.63	-2.46	-0.76	1.35
JGI|COPCI_AMUTBMUT1|452495|	ID_2506	39	0.00	0.47	0.84	0.59	1.92	1.32	1.22	4.25	2.68
JGI|COPCI_AMUTBMUT1|452576|	ID_2507	17	0.00	-0.84	-0.64	-0.45	-3.38	-2.49	-1.15	-1.16	-3.50
JGI|COPCI_AMUTBMUT1|452641|	ID_2508	24	0.00	-1.10	-1.82	-1.11	-2.06	1.31	-5.34	-0.91	2.81
JGI|COPCI_AMUTBMUT1|452684|	ID_2509	24	0.00	0.51	0.64	0.52	1.09	1.36	0.05	2.26	4.98
JGI|COPCI_AMUTBMUT1|452702|	ID_2510	47	0.00	1.71	1.46	1.24	-0.43	0.15	-0.30	-0.34	0.38
JGI|COPCI_AMUTBMUT1|452775|	ID_2511	41	0.00	1.27	0.80	0.67	2.45	1.60	-0.41	1.99	-0.50
JGI|COPCI_AMUTBMUT1|452787|	ID_2513	21	0.00	-0.34	-0.38	-0.42	-3.92	-5.30	-4.39	-0.83	-2.17
JGI|COPCI_AMUTBMUT1|452934|	ID_2514	35	0.00	1.02	0.70	0.56	0.74	3.61	0.54	0.00	0.35
JGI|COPCI_AMUTBMUT1|452964|	ID_2515	32	0.00	0.12	-0.15	0.10	-0.46	-1.47	2.33	-0.38	-1.02
JGI|COPCI_AMUTBMUT1|453008|	ID_2516	31	0.00	-0.33	-1.60	-0.89	-1.19	-1.35	0.33	-2.21	0.97
JGI|COPCI_AMUTBMUT1|453160|	ID_2517	21	0.00	-0.87	-0.22	-0.78	-4.14	-5.85	-5.58	-5.25	-3.40
JGI|COPCI_AMUTBMUT1|453242|	ID_2519	2	0.00	-1.16	-2.38	-1.99	-3.86	-0.65	-2.64	1.29	0.44
JGI|COPCI_AMUTBMUT1|45334|	ID_2520	31	0.00	-0.49	-0.63	-0.43	-0.33	-0.53	-0.20	0.14	1.86
JGI|COPCI_AMUTBMUT1|453360|	ID_2521	48	0.00	2.44	3.53	3.02	3.24	5.11	1.69	1.48	2.65
JGI|COPCI_AMUTBMUT1|453471|	ID_2522	34	0.00	1.25	1.40	1.06	1.67	0.67	-0.09	2.75	0.09
JGI|COPCI_AMUTBMUT1|453515|	ID_2523	31	0.00	0.20	0.14	0.07	0.10	0.51	0.54	0.03	3.72
JGI|COPCI_AMUTBMUT1|453550|	ID_2524	10	0.00	-0.29	0.25	0.08	-0.44	-1.37	-0.54	-1.85	-2.09
JGI|COPCI_AMUTBMUT1|453659|	ID_2525	39	0.00	0.61	0.35	0.75	1.17	-0.25	1.84	2.87	4.43
JGI|COPCI_AMUTBMUT1|453762|	ID_2526	30	0.00	0.75	-0.78	-0.61	0.24	-0.75	-1.79	0.02	-0.50
JGI|COPCI_AMUTBMUT1|453811|	ID_2527	24	0.00	0.35	0.23	0.40	1.35	-0.36	-1.28	5.46	4.80
JGI|COPCI_AMUTBMUT1|453828|	ID_2528	21	0.00	-2.42	-4.01	-1.50	-3.62	-3.47	-3.75	-2.26	-0.52
JGI|COPCI_AMUTBMUT1|453844|	ID_2529	9	0.00	-0.53	0.10	0.08	-0.51	-1.51	1.18	-2.10	-1.43
JGI|COPCI_AMUTBMUT1|453874|	ID_2530	21	0.00	1.48	0.51	0.22	-0.88	-3.21	-3.68	0.44	-1.26
JGI|COPCI_AMUTBMUT1|453917|	ID_2531	10	0.00	-4.73	-4.60	-4.97	-6.79	-5.98	-8.14	-7.73	-8.07
JGI|COPCI_AMUTBMUT1|454078|	ID_2532	29	0.00	0.13	0.03	-0.14	1.27	-0.00	0.07	-1.47	-1.69
JGI|COPCI_AMUTBMUT1|454105|	ID_2533	24	0.00	2.13	1.45	1.35	2.51	2.17	1.07	5.61	3.35
JGI|COPCI_AMUTBMUT1|454118|	ID_2534	34	0.00	1.00	0.28	0.12	-0.61	2.47	-2.73	3.25	-1.70
JGI|COPCI_AMUTBMUT1|454152|	ID_2535	5	0.00	-0.48	-1.35	-1.12	-0.74	0.39	-2.36	-1.15	1.53
JGI|COPCI_AMUTBMUT1|454199|	ID_2536	31	0.00	-0.20	-0.92	-0.93	0.21	-1.65	-1.10	-2.32	1.25
JGI|COPCI_AMUTBMUT1|454249|	ID_2537	39	0.00	2.78	3.31	3.03	4.89	4.29	2.27	5.78	5.16
JGI|COPCI_AMUTBMUT1|454304|	ID_2538	32	0.00	-0.25	-0.20	-0.24	-1.52	-1.31	0.83	-1.30	-1.58
JGI|COPCI_AMUTBMUT1|454424|	ID_2539	29	0.00	-0.27	0.33	0.09	0.90	-0.13	-0.28	-0.69	-1.78
JGI|COPCI_AMUTBMUT1|454612|	ID_2540	37	0.00	0.30	0.57	0.55	1.68	1.93	3.51	-0.94	-1.23
JGI|COPCI_AMUTBMUT1|454635|	ID_2541	20	0.00	-0.41	-2.75	-4.00	-4.55	-2.78	-2.55	-3.73	-3.06
JGI|COPCI_AMUTBMUT1|454743|	ID_2543	25	0.00	-0.33	-0.12	-0.29	-3.19	-2.26	-0.19	-2.55	-0.53
JGI|COPCI_AMUTBMUT1|454766|	ID_2544	10	0.00	-0.25	-2.00	-1.88	-4.10	-2.44	-4.13	-5.29	-2.97
JGI|COPCI_AMUTBMUT1|454778|	ID_2545	10	0.00	0.28	0.57	0.43	-0.20	-0.74	-0.62	-1.24	-2.35
JGI|COPCI_AMUTBMUT1|454780|	ID_2546	9	0.00	-0.19	1.70	2.27	0.85	2.21	2.82	-1.30	1.16
JGI|COPCI_AMUTBMUT1|454873|	ID_2548	24	0.00	-1.14	-1.68	-2.31	-2.61	-1.91	-4.87	0.22	0.68
JGI|COPCI_AMUTBMUT1|454936|	ID_2549	10	0.00	-0.30	-0.27	-0.15	-0.39	-1.17	-0.67	-2.19	-1.86
JGI|COPCI_AMUTBMUT1|455010|	ID_2550	47	0.00	1.52	1.42	1.14	-0.38	1.11	0.06	0.04	-0.77
JGI|COPCI_AMUTBMUT1|455027|	ID_2551	37	0.00	0.49	0.62	0.18	-0.07	0.23	2.70	-2.22	-2.43
JGI|COPCI_AMUTBMUT1|455046|	ID_2552	5	0.00	-1.54	-2.23	-1.56	-3.21	-0.30	-2.27	-0.78	1.80
JGI|COPCI_AMUTBMUT1|455071|	ID_2553	24	0.00	-0.39	-1.05	-0.10	-1.34	-1.72	-1.91	3.70	3.36
JGI|COPCI_AMUTBMUT1|455130|	ID_2555	23	0.00	0.17	-0.52	-0.19	-0.14	-0.58	-0.59	0.04	-1.91
JGI|COPCI_AMUTBMUT1|455140|	ID_2556	9	0.00	-0.16	0.40	0.40	-0.08	-0.35	1.27	-1.01	-1.07
JGI|COPCI_AMUTBMUT1|455141|	ID_2557	29	0.00	0.09	0.12	0.26	0.61	-0.30	0.73	-0.72	-2.38
JGI|COPCI_AMUTBMUT1|455254|	ID_2558	39	0.00	-0.72	0.21	0.34	1.05	0.10	1.09	1.21	6.81
JGI|COPCI_AMUTBMUT1|455305|	ID_2559	23	0.00	-0.04	0.07	0.02	0.15	-0.23	0.01	-0.14	-2.16
JGI|COPCI_AMUTBMUT1|455364|	ID_2560	44	0.00	0.06	-0.04	-0.20	0.08	-0.90	0.37	-0.53	-1.93
JGI|COPCI_AMUTBMUT1|455412|	ID_2561	7	0.00	-1.83	-2.16	-2.43	-2.60	-1.37	1.33	-2.49	3.20
JGI|COPCI_AMUTBMUT1|455491|	ID_2562	39	0.00	1.32	0.57	1.13	2.42	2.79	1.63	1.01	5.58
JGI|COPCI_AMUTBMUT1|455588|	ID_2563	2	0.00	-0.61	-1.15	-0.46	-1.12	-1.32	-0.71	2.43	0.30
JGI|COPCI_AMUTBMUT1|455687|	ID_2564	22	0.00	0.40	0.77	0.55	1.47	-0.22	0.69	1.67	-0.96
JGI|COPCI_AMUTBMUT1|455726|	ID_2565	0	0.00	-2.40	-3.49	-2.84	-2.96	0.18	0.20	-3.01	-2.32
JGI|COPCI_AMUTBMUT1|455825|	ID_2566	11	0.00	-1.31	-2.33	-1.81	-3.34	-2.22	0.54	-0.05	-0.90
JGI|COPCI_AMUTBMUT1|455879|	ID_2568	49	0.00	-0.24	1.71	-0.39	-0.60	-1.50	0.96	0.19	0.41
