GeneSymbol	SPOT	Profile	VM	HN	P1	P2	YFB-S	YFB-C	YFB-G	FB-S	FB-C
JGI|COPCI_AMUTBMUT1|444242|	ID_2148	10	0.00	-2.98	-5.29	-4.56	-7.47	-4.68	-5.79	-5.50	-5.13
JGI|COPCI_AMUTBMUT1|444252|	ID_2149	36	0.00	0.35	1.07	0.75	0.89	-0.46	0.92	-1.42	-2.00
JGI|COPCI_AMUTBMUT1|444265|	ID_2150	39	0.00	0.42	0.71	0.50	0.64	0.84	1.25	0.05	2.20
JGI|COPCI_AMUTBMUT1|444296|	ID_2151	5	0.00	-0.91	-1.77	-1.03	-1.04	-0.41	-0.66	-1.62	1.13
JGI|COPCI_AMUTBMUT1|444310|	ID_2152	10	0.00	-0.47	0.01	-0.03	-0.42	-1.40	-1.42	-2.72	-1.35
JGI|COPCI_AMUTBMUT1|444322|	ID_2154	18	0.00	0.64	1.41	0.82	1.98	0.93	-0.18	2.45	0.51
JGI|COPCI_AMUTBMUT1|444371|	ID_2156	44	0.00	0.33	0.61	0.14	0.44	-0.17	1.10	-0.73	-1.31
JGI|COPCI_AMUTBMUT1|444431|	ID_2157	20	0.00	-0.75	-1.77	-1.36	-1.55	-1.64	0.58	-1.61	-2.12
JGI|COPCI_AMUTBMUT1|444453|	ID_2158	46	0.00	0.20	0.12	0.02	1.04	-2.18	-1.01	-0.46	-1.62
JGI|COPCI_AMUTBMUT1|444491|	ID_2159	10	0.00	0.73	1.04	0.51	-1.17	-3.56	-1.90	-2.15	-3.54
JGI|COPCI_AMUTBMUT1|444505|	ID_2160	27	0.00	0.62	2.20	1.64	2.49	2.55	2.32	-0.87	2.94
JGI|COPCI_AMUTBMUT1|444516|	ID_2162	14	0.00	-1.07	-0.53	-0.19	0.62	1.39	-0.78	2.16	0.95
JGI|COPCI_AMUTBMUT1|444523|	ID_2163	22	0.00	0.20	0.67	0.57	0.74	-0.59	-0.44	2.72	0.57
JGI|COPCI_AMUTBMUT1|444535|	ID_2164	24	0.00	-0.54	-1.80	-1.10	1.15	-1.09	-2.35	0.68	5.13
JGI|COPCI_AMUTBMUT1|444573|	ID_2165	11	0.00	-0.98	-2.26	-1.66	-3.90	-2.79	-2.00	-1.03	-1.15
JGI|COPCI_AMUTBMUT1|444618|	ID_2166	38	0.00	1.22	1.05	1.43	-1.76	3.10	0.81	1.62	2.73
JGI|COPCI_AMUTBMUT1|444619|	ID_2167	38	0.00	1.37	1.78	1.48	0.21	3.29	0.17	2.87	2.89
JGI|COPCI_AMUTBMUT1|444629|	ID_2168	39	0.00	2.07	3.13	3.22	2.33	3.10	3.85	5.30	3.32
JGI|COPCI_AMUTBMUT1|444631|	ID_2169	2	0.00	-3.95	-5.84	-4.07	-4.74	-2.71	-3.40	-0.81	-2.92
JGI|COPCI_AMUTBMUT1|444633|	ID_2170	22	0.00	0.68	0.35	0.32	-0.73	-2.31	-1.16	0.59	-2.09
JGI|COPCI_AMUTBMUT1|444677|	ID_2171	11	0.00	-0.59	-0.86	-0.61	-2.52	-1.90	-0.52	-0.13	-0.14
JGI|COPCI_AMUTBMUT1|444757|	ID_2173	10	0.00	0.10	-0.58	-0.60	-1.63	-2.71	-1.49	-1.62	-2.06
JGI|COPCI_AMUTBMUT1|444795|	ID_2175	35	0.00	2.25	0.21	0.19	0.35	1.57	0.49	-1.28	-0.38
JGI|COPCI_AMUTBMUT1|444841|	ID_2176	11	0.00	-0.76	-1.07	-0.93	-1.68	-1.89	0.01	-0.07	0.82
JGI|COPCI_AMUTBMUT1|444849|	ID_2177	21	0.00	0.72	0.63	0.64	-1.73	-2.43	-2.06	-2.55	-1.24
JGI|COPCI_AMUTBMUT1|444913|	ID_2178	11	0.00	-0.77	-1.84	-1.41	-2.79	-2.38	0.47	-0.73	2.70
JGI|COPCI_AMUTBMUT1|444967|	ID_2179	27	0.00	0.16	0.16	0.02	2.85	0.83	1.44	0.24	2.35
JGI|COPCI_AMUTBMUT1|444983|	ID_2180	24	0.00	0.83	0.18	0.18	-0.69	-0.67	-1.33	2.08	0.73
JGI|COPCI_AMUTBMUT1|445052|	ID_2181	24	0.00	0.88	0.93	0.94	1.44	2.53	0.03	4.97	3.83
JGI|COPCI_AMUTBMUT1|445089|	ID_2182	40	0.00	-0.42	-0.69	-0.99	-2.23	-1.56	0.99	-2.27	-0.17
JGI|COPCI_AMUTBMUT1|445103|	ID_2183	1	0.00	-2.27	-3.25	-2.64	-3.12	-4.22	-3.27	-2.93	-3.64
JGI|COPCI_AMUTBMUT1|445115|	ID_2184	28	0.00	2.84	3.58	3.26	3.35	4.55	-0.05	1.84	3.15
JGI|COPCI_AMUTBMUT1|445125|	ID_2185	24	0.00	0.18	0.20	-0.03	0.20	-0.87	-1.12	0.71	1.74
JGI|COPCI_AMUTBMUT1|445157|	ID_2186	43	0.00	1.17	1.44	1.23	0.75	1.65	1.00	1.01	4.33
JGI|COPCI_AMUTBMUT1|445170|	ID_2187	21	0.00	-0.88	-1.84	-1.13	-4.43	-1.65	-4.76	-2.10	-2.26
JGI|COPCI_AMUTBMUT1|445173|	ID_2188	34	0.00	0.53	1.19	0.93	0.53	1.16	0.15	6.45	-0.09
JGI|COPCI_AMUTBMUT1|445180|	ID_2189	11	0.00	-1.22	-1.67	-1.25	-2.34	-0.86	-1.08	-1.42	0.49
JGI|COPCI_AMUTBMUT1|445264|	ID_2190	25	0.00	-0.07	0.02	0.06	-1.99	0.34	0.30	-0.06	0.34
JGI|COPCI_AMUTBMUT1|445265|	ID_2191	21	0.00	-0.68	-1.57	-1.50	-5.92	-3.05	-6.78	-4.99	-3.70
JGI|COPCI_AMUTBMUT1|445277|	ID_2192	10	0.00	-0.67	-0.73	-0.72	-1.38	-2.28	-1.52	-2.30	-1.20
JGI|COPCI_AMUTBMUT1|445326|	ID_2193	8	0.00	0.95	1.88	1.46	-1.10	3.46	-1.47	-3.88	-4.33
JGI|COPCI_AMUTBMUT1|445339|	ID_2194	32	0.00	-0.92	-0.56	-0.53	-2.61	-1.20	0.56	-1.33	-0.83
JGI|COPCI_AMUTBMUT1|445342|	ID_2195	24	0.00	0.02	-0.86	-0.96	-1.40	-1.25	-3.51	1.42	-0.02
JGI|COPCI_AMUTBMUT1|445358|	ID_2196	27	0.00	0.37	0.63	0.61	2.38	0.85	0.21	0.29	1.83
JGI|COPCI_AMUTBMUT1|445373|	ID_2197	39	0.00	0.23	-2.23	-1.73	-0.95	-1.37	1.05	3.45	3.14
JGI|COPCI_AMUTBMUT1|445383|	ID_2198	29	0.00	-0.03	0.42	0.33	1.86	0.25	-0.10	-0.31	-1.56
JGI|COPCI_AMUTBMUT1|445392|	ID_2199	22	0.00	0.18	-0.32	-0.16	-0.50	-1.31	-1.23	2.05	0.25
JGI|COPCI_AMUTBMUT1|445394|	ID_2200	31	0.00	-0.39	-0.50	-0.51	-0.34	-0.43	2.14	-0.36	3.85
JGI|COPCI_AMUTBMUT1|445399|	ID_2201	5	0.00	-0.57	-0.94	-0.77	-1.52	2.66	0.25	1.20	1.74
JGI|COPCI_AMUTBMUT1|445437|	ID_2202	10	0.00	-0.57	-1.47	-1.21	-1.59	-1.80	-1.69	-2.04	-2.00
JGI|COPCI_AMUTBMUT1|445465|	ID_2204	31	0.00	0.33	1.00	1.24	1.26	-1.01	2.09	0.76	3.63
JGI|COPCI_AMUTBMUT1|445484|	ID_2205	25	0.00	-0.31	-0.50	-0.27	-1.38	-0.78	0.32	-1.56	1.92
JGI|COPCI_AMUTBMUT1|445508|	ID_2206	29	0.00	-0.54	0.11	0.24	1.06	-0.01	1.11	-2.03	-1.60
JGI|COPCI_AMUTBMUT1|445526|	ID_2207	40	0.00	1.29	0.00	-0.13	-1.41	-2.42	-0.45	-0.36	-1.74
JGI|COPCI_AMUTBMUT1|445570|	ID_2208	47	0.00	1.05	0.98	1.71	-0.71	-0.04	1.83	-0.58	-0.48
JGI|COPCI_AMUTBMUT1|445630|	ID_2209	24	0.00	0.40	0.37	0.13	-2.36	2.38	-2.06	2.07	1.36
JGI|COPCI_AMUTBMUT1|445634|	ID_2210	18	0.00	-0.98	0.60	0.65	2.30	0.24	-0.38	2.00	0.71
JGI|COPCI_AMUTBMUT1|445674|	ID_2211	20	0.00	-1.13	-1.81	-1.60	-3.06	-2.70	-1.27	-1.73	-2.59
JGI|COPCI_AMUTBMUT1|445675|	ID_2212	7	0.00	-1.08	-0.94	-0.63	-1.18	0.54	2.95	-1.93	-0.19
JGI|COPCI_AMUTBMUT1|445695|	ID_2213	10	0.00	-2.22	-2.69	-1.88	-6.32	-5.46	-5.21	-3.69	-5.38
JGI|COPCI_AMUTBMUT1|445757|	ID_2214	38	0.00	3.15	2.66	2.62	1.38	4.00	1.10	3.08	2.61
JGI|COPCI_AMUTBMUT1|445764|	ID_2215	39	0.00	1.23	1.90	2.47	3.99	2.41	2.52	5.40	2.77
JGI|COPCI_AMUTBMUT1|445765|	ID_2216	1	0.00	-1.08	-1.45	-1.15	-0.96	-2.22	-1.90	-0.89	-1.26
JGI|COPCI_AMUTBMUT1|445787|	ID_2217	41	0.00	1.10	1.64	1.72	3.65	3.34	-0.55	2.07	0.70
JGI|COPCI_AMUTBMUT1|445824|	ID_2218	19	0.00	1.44	-1.31	-0.44	-1.87	0.15	-0.04	-1.18	0.27
JGI|COPCI_AMUTBMUT1|445858|	ID_2219	39	0.00	0.19	-0.49	-0.10	0.72	2.82	0.77	1.85	2.39
JGI|COPCI_AMUTBMUT1|445863|	ID_2220	21	0.00	-0.19	-1.10	-0.95	0.22	-1.62	-1.94	-1.86	-0.61
JGI|COPCI_AMUTBMUT1|445887|	ID_2221	10	0.00	-0.52	-1.08	-0.56	-0.58	-0.28	-1.08	-1.45	-3.90
JGI|COPCI_AMUTBMUT1|445928|	ID_2222	38	0.00	3.62	3.32	3.38	4.59	6.18	-0.54	4.95	4.83
JGI|COPCI_AMUTBMUT1|445946|	ID_2223	48	0.00	2.09	2.56	2.28	4.54	3.32	2.23	3.58	3.87
JGI|COPCI_AMUTBMUT1|445949|	ID_2224	24	0.00	-1.70	-1.24	-0.53	0.25	-1.18	-0.27	2.27	7.87
JGI|COPCI_AMUTBMUT1|445964|	ID_2225	24	0.00	0.19	-0.62	-0.77	-0.96	-0.40	-1.50	0.38	1.77
JGI|COPCI_AMUTBMUT1|445972|	ID_2226	25	0.00	-0.55	-0.32	-0.33	-2.17	-0.63	-0.61	-1.32	0.56
JGI|COPCI_AMUTBMUT1|445979|	ID_2227	48	0.00	3.29	3.42	3.16	6.20	4.94	4.45	3.18	3.69
JGI|COPCI_AMUTBMUT1|446015|	ID_2228	24	0.00	-1.13	-1.25	-1.24	-0.99	-1.28	-2.05	0.99	3.13
JGI|COPCI_AMUTBMUT1|446025|	ID_2229	36	0.00	-0.09	0.03	-0.15	-0.30	-1.57	0.35	-1.99	-1.96
JGI|COPCI_AMUTBMUT1|446048|	ID_2230	29	0.00	1.55	2.00	1.45	3.64	3.50	1.02	-1.66	-0.60
JGI|COPCI_AMUTBMUT1|446066|	ID_2231	25	0.00	0.02	0.72	0.51	-1.13	-0.58	-0.05	-1.75	6.00
JGI|COPCI_AMUTBMUT1|446068|	ID_2232	17	0.00	-0.79	-0.87	-0.75	-2.35	-1.83	0.09	-0.43	-1.94
JGI|COPCI_AMUTBMUT1|446085|	ID_2233	25	0.00	-0.72	-0.76	-0.63	-3.67	-1.03	-1.26	-1.58	0.13
JGI|COPCI_AMUTBMUT1|446106|	ID_2235	25	0.00	-2.03	-2.99	-1.29	-4.48	-3.76	-0.91	-5.01	-1.42
JGI|COPCI_AMUTBMUT1|446112|	ID_2236	11	0.00	-0.20	-1.25	-1.08	-2.32	-1.86	-0.99	0.09	0.28
JGI|COPCI_AMUTBMUT1|446114|	ID_2237	9	0.00	-1.58	-1.26	-0.93	-1.88	-1.68	-0.04	-2.04	-1.39
JGI|COPCI_AMUTBMUT1|446133|	ID_2239	29	0.00	0.56	1.64	1.34	1.34	1.06	2.06	-0.77	-0.50
JGI|COPCI_AMUTBMUT1|446150|	ID_2240	14	0.00	1.71	3.33	3.42	4.20	4.96	0.76	5.89	2.82
JGI|COPCI_AMUTBMUT1|446181|	ID_2242	21	0.00	-1.26	-2.46	-1.42	-4.26	-3.11	-3.93	-2.29	-3.23
JGI|COPCI_AMUTBMUT1|446212|	ID_2243	12	0.00	-0.05	0.39	0.10	0.96	-0.41	1.94	-1.14	-1.61
JGI|COPCI_AMUTBMUT1|446227|	ID_2244	39	0.00	1.59	2.39	1.99	3.18	2.43	2.99	3.57	4.00
JGI|COPCI_AMUTBMUT1|446256|	ID_2245	8	0.00	0.35	0.77	0.35	0.52	1.27	1.01	-0.64	-0.82
JGI|COPCI_AMUTBMUT1|446279|	ID_2246	22	0.00	0.10	0.34	-0.73	-0.70	-2.14	-0.85	0.40	-2.17
JGI|COPCI_AMUTBMUT1|446288|	ID_2247	21	0.00	-0.68	-1.01	-0.91	-1.40	-1.69	-2.66	-1.29	-0.27
JGI|COPCI_AMUTBMUT1|446299|	ID_2248	24	0.00	-1.83	-1.34	-0.51	-1.84	-0.04	-2.01	2.59	1.95
JGI|COPCI_AMUTBMUT1|446338|	ID_2249	10	0.00	-0.48	-1.02	-1.07	-3.61	-1.45	-2.96	-2.73	-4.12
JGI|COPCI_AMUTBMUT1|446364|	ID_2250	21	0.00	-1.45	-1.87	-1.98	-2.33	-3.03	-3.53	-2.09	-2.37
JGI|COPCI_AMUTBMUT1|446383|	ID_2251	11	0.00	-0.84	-2.30	-1.48	-7.41	-2.67	-3.55	-0.58	-3.24
JGI|COPCI_AMUTBMUT1|446436|	ID_2252	27	0.00	0.26	0.31	0.18	1.10	0.80	0.56	-1.24	0.15
JGI|COPCI_AMUTBMUT1|446449|	ID_2253	24	0.00	0.18	-0.71	-0.59	-1.46	-0.94	-1.13	1.84	3.98
JGI|COPCI_AMUTBMUT1|446471|	ID_2254	10	0.00	-0.55	-1.51	-0.88	-2.36	-0.93	-1.39	-5.15	-5.09
JGI|COPCI_AMUTBMUT1|446487|	ID_2255	24	0.00	0.77	0.48	0.50	0.31	0.99	-1.02	2.42	3.06
JGI|COPCI_AMUTBMUT1|446517|	ID_2256	41	0.00	-0.22	-0.03	0.05	2.00	0.99	-0.18	0.58	-0.58
JGI|COPCI_AMUTBMUT1|446524|	ID_2257	27	0.00	0.21	-0.49	-0.21	2.33	-1.07	0.39	-1.24	1.11
JGI|COPCI_AMUTBMUT1|446534|	ID_2258	29	0.00	0.27	0.66	0.32	1.38	0.49	0.75	-1.98	-1.19
JGI|COPCI_AMUTBMUT1|446547|	ID_2259	24	0.00	-1.74	-3.30	-0.73	-1.85	-4.15	-3.18	1.53	2.16
JGI|COPCI_AMUTBMUT1|446550|	ID_2260	24	0.00	0.67	-0.62	-0.51	2.39	-0.96	-0.24	4.16	2.95
JGI|COPCI_AMUTBMUT1|446552|	ID_2261	24	0.00	-1.46	-1.37	-1.03	-0.81	-3.67	-3.37	1.62	1.27
JGI|COPCI_AMUTBMUT1|446581|	ID_2262	41	0.00	0.95	-0.08	0.05	1.40	0.57	0.23	0.29	-0.60
JGI|COPCI_AMUTBMUT1|446596|	ID_2263	9	0.00	-0.05	-0.24	-0.09	-0.72	-0.32	0.88	-1.98	-1.52
JGI|COPCI_AMUTBMUT1|446598|	ID_2264	24	0.00	-0.48	0.18	-0.30	-3.67	1.38	-0.39	2.52	6.16
JGI|COPCI_AMUTBMUT1|446601|	ID_2265	40	0.00	-0.49	-0.57	-0.39	-2.27	-4.50	-0.47	-3.47	-0.80
JGI|COPCI_AMUTBMUT1|446629|	ID_2266	38	0.00	2.02	1.70	1.80	1.37	3.91	1.60	2.61	3.02
JGI|COPCI_AMUTBMUT1|446653|	ID_2267	10	0.00	-0.46	-0.38	-0.45	-0.98	-1.27	-0.68	-3.04	-1.54
JGI|COPCI_AMUTBMUT1|446654|	ID_2268	22	0.00	-0.47	-0.50	-0.50	-0.13	-1.43	-1.40	1.40	-1.56
JGI|COPCI_AMUTBMUT1|446675|	ID_2269	24	0.00	0.89	-0.16	0.14	0.61	1.10	-0.60	2.84	4.86
JGI|COPCI_AMUTBMUT1|446690|	ID_2270	24	0.00	-0.74	-1.42	-0.64	-1.59	0.98	-3.08	0.26	3.51
JGI|COPCI_AMUTBMUT1|446763|	ID_2272	21	0.00	-0.66	-0.06	-0.13	-1.59	-2.42	-2.27	-1.23	-1.55
JGI|COPCI_AMUTBMUT1|446770|	ID_2273	22	0.00	-0.81	-0.70	-0.63	-0.46	-2.65	-3.24	2.18	-0.68
JGI|COPCI_AMUTBMUT1|446795|	ID_2274	47	0.00	1.25	0.96	0.98	-1.58	1.53	0.09	-0.71	-0.02
JGI|COPCI_AMUTBMUT1|446819|	ID_2275	32	0.00	-0.19	-0.90	-1.04	-4.21	-1.69	0.41	-2.84	-1.52
JGI|COPCI_AMUTBMUT1|446848|	ID_2276	48	0.00	1.83	2.14	2.15	3.20	3.22	2.99	1.96	1.74
JGI|COPCI_AMUTBMUT1|446854|	ID_2277	36	0.00	-0.88	-0.86	-0.66	-2.25	-4.37	-0.59	-6.43	-1.99
JGI|COPCI_AMUTBMUT1|446855|	ID_2278	31	0.00	-0.57	-1.10	-0.96	-0.83	-0.94	2.10	0.23	5.85
JGI|COPCI_AMUTBMUT1|446893|	ID_2279	39	0.00	1.86	0.71	0.31	2.19	2.34	1.37	5.07	5.40
JGI|COPCI_AMUTBMUT1|446908|	ID_2280	24	0.00	-0.22	-0.15	-0.14	0.60	-1.04	-1.61	1.16	1.13
JGI|COPCI_AMUTBMUT1|446925|	ID_2281	24	0.00	0.13	-1.23	0.18	2.01	3.37	-2.57	6.34	7.17
JGI|COPCI_AMUTBMUT1|446992|	ID_2282	21	0.00	-0.11	-0.26	-0.29	-1.99	-2.48	-1.65	-0.39	-1.35
JGI|COPCI_AMUTBMUT1|447012|	ID_2284	22	0.00	0.69	0.19	0.09	-0.85	-1.50	-0.92	0.71	-0.22
JGI|COPCI_AMUTBMUT1|447047|	ID_2286	11	0.00	1.15	-1.19	-2.26	-4.89	-1.35	-3.62	0.59	0.93
JGI|COPCI_AMUTBMUT1|447054|	ID_2287	34	0.00	1.67	1.15	1.04	-0.15	3.03	0.53	1.79	0.45
JGI|COPCI_AMUTBMUT1|447074|	ID_2288	35	0.00	0.44	0.03	-0.30	-1.07	3.28	1.85	-1.15	1.10
JGI|COPCI_AMUTBMUT1|447076|	ID_2289	10	0.00	-0.34	-0.84	-0.66	-3.98	-2.40	-2.22	-2.37	-3.27
JGI|COPCI_AMUTBMUT1|447078|	ID_2290	29	0.00	0.60	0.87	0.89	2.05	0.77	1.52	0.53	-0.79
JGI|COPCI_AMUTBMUT1|447101|	ID_2291	37	0.00	0.74	1.33	0.75	0.74	2.11	1.75	-0.10	-0.77
JGI|COPCI_AMUTBMUT1|447109|	ID_2292	10	0.00	-2.43	-2.00	-1.96	-3.14	-0.50	-4.63	-4.79	-4.47
JGI|COPCI_AMUTBMUT1|447117|	ID_2293	38	0.00	1.27	2.66	2.57	3.73	3.61	-0.15	2.67	2.64
JGI|COPCI_AMUTBMUT1|447137|	ID_2294	12	0.00	-0.25	0.55	0.67	2.20	0.18	1.44	-0.20	-0.67
JGI|COPCI_AMUTBMUT1|447201|	ID_2295	24	0.00	0.01	-0.77	-0.94	-1.02	-0.19	-0.67	1.35	1.46
JGI|COPCI_AMUTBMUT1|447218|	ID_2296	45	0.00	1.48	2.40	2.13	1.44	0.27	3.23	1.41	2.10
JGI|COPCI_AMUTBMUT1|447251|	ID_2297	25	0.00	0.04	0.20	0.06	-2.35	-0.74	-0.51	-1.36	-0.11
JGI|COPCI_AMUTBMUT1|447253|	ID_2298	24	0.00	0.89	0.27	-0.22	0.89	0.01	-0.10	2.18	1.00
JGI|COPCI_AMUTBMUT1|447256|	ID_2299	32	0.00	-1.22	-1.61	-1.00	-2.77	-2.24	0.99	-0.31	-2.08
JGI|COPCI_AMUTBMUT1|447271|	ID_2300	11	0.00	-0.04	-1.64	-1.20	-2.35	-3.30	-1.44	-1.17	0.05
JGI|COPCI_AMUTBMUT1|447273|	ID_2301	22	0.00	-0.85	-1.73	-0.65	-2.03	-2.62	-1.20	-0.87	-1.39
JGI|COPCI_AMUTBMUT1|447293|	ID_2302	39	0.00	0.66	1.76	1.54	2.01	2.86	3.21	3.12	2.25
JGI|COPCI_AMUTBMUT1|447304|	ID_2303	29	0.00	0.53	1.68	1.42	1.98	1.06	1.71	1.61	-0.78
JGI|COPCI_AMUTBMUT1|447312|	ID_2304	38	0.00	1.03	2.67	3.09	1.36	4.55	0.20	0.38	0.04
JGI|COPCI_AMUTBMUT1|447362|	ID_2305	39	0.00	0.25	-0.42	-0.21	0.70	0.08	1.83	3.83	3.72
JGI|COPCI_AMUTBMUT1|447431|	ID_2306	11	0.00	-0.86	-1.38	-0.75	-2.67	-2.16	-1.91	-0.07	-0.44
JGI|COPCI_AMUTBMUT1|447465|	ID_2307	24	0.00	0.95	2.13	2.07	3.58	5.80	-2.74	3.40	6.50
JGI|COPCI_AMUTBMUT1|447481|	ID_2308	43	0.00	0.42	0.23	0.09	-0.81	0.14	0.62	1.34	1.41
JGI|COPCI_AMUTBMUT1|447508|	ID_2309	11	0.00	-0.36	-1.12	-0.90	-1.76	-3.22	-0.83	-1.48	3.58
JGI|COPCI_AMUTBMUT1|447525|	ID_2310	37	0.00	1.35	2.07	2.20	2.00	2.97	2.83	1.19	0.83
JGI|COPCI_AMUTBMUT1|447548|	ID_2311	29	0.00	0.05	0.54	0.77	1.13	0.74	0.66	-0.28	-1.06
JGI|COPCI_AMUTBMUT1|447584|	ID_2312	24	0.00	-0.11	0.12	0.29	0.18	0.75	0.00	3.10	5.24
JGI|COPCI_AMUTBMUT1|447613|	ID_2313	22	0.00	0.63	0.40	0.08	-0.99	-1.98	-1.25	0.88	-0.00
JGI|COPCI_AMUTBMUT1|447653|	ID_2314	22	0.00	-0.21	0.02	-0.05	1.66	-1.26	-1.22	2.15	0.33
JGI|COPCI_AMUTBMUT1|447707|	ID_2315	24	0.00	-1.39	-1.84	-0.75	-2.37	-3.16	-2.93	0.62	0.44
JGI|COPCI_AMUTBMUT1|447715|	ID_2316	47	0.00	0.50	1.12	0.97	-0.10	-0.63	0.59	-0.25	-2.14
JGI|COPCI_AMUTBMUT1|447721|	ID_2317	24	0.00	0.49	-0.00	-0.14	-1.43	0.88	-0.85	4.99	3.72
JGI|COPCI_AMUTBMUT1|447747|	ID_2318	32	0.00	-0.03	-0.24	-0.11	-1.38	-1.20	1.56	0.29	0.23
JGI|COPCI_AMUTBMUT1|447765|	ID_2319	29	0.00	-0.09	1.10	0.88	0.39	1.46	0.85	-1.85	-0.82
JGI|COPCI_AMUTBMUT1|447787|	ID_2321	11	0.00	-1.68	-2.79	-3.96	-4.54	-3.95	-5.01	-3.09	-2.74
JGI|COPCI_AMUTBMUT1|447834|	ID_2322	33	0.00	-0.29	-1.22	-0.86	0.48	0.17	0.97	-1.34	-0.05
JGI|COPCI_AMUTBMUT1|447890|	ID_2323	23	0.00	-0.31	-0.91	-0.62	-0.20	-0.40	-1.28	-0.20	-2.13
JGI|COPCI_AMUTBMUT1|447897|	ID_2324	24	0.00	1.37	-2.17	-0.85	-1.69	-2.41	-3.88	1.70	2.65
JGI|COPCI_AMUTBMUT1|447917|	ID_2325	39	0.00	1.75	2.50	2.44	3.75	4.73	1.67	6.04	6.19
JGI|COPCI_AMUTBMUT1|447921|	ID_2326	22	0.00	1.42	0.88	0.86	0.71	-1.41	0.84	3.05	-0.08
JGI|COPCI_AMUTBMUT1|447963|	ID_2327	36	0.00	-0.97	-1.08	-0.87	-2.50	-4.43	-0.34	-6.48	-2.14
JGI|COPCI_AMUTBMUT1|448019|	ID_2328	2	0.00	0.12	-0.19	-0.20	-1.49	-0.20	0.51	2.19	1.40
JGI|COPCI_AMUTBMUT1|448024|	ID_2329	38	0.00	0.23	0.24	3.22	3.19	5.17	-1.37	3.59	4.70
JGI|COPCI_AMUTBMUT1|448027|	ID_2330	33	0.00	0.20	1.08	1.00	2.90	3.02	2.61	1.48	1.95
JGI|COPCI_AMUTBMUT1|448029|	ID_2331	11	0.00	-0.89	-1.61	-0.88	-3.08	-4.19	-2.07	-1.33	0.04
JGI|COPCI_AMUTBMUT1|448032|	ID_2332	11	0.00	-0.15	-2.05	-1.19	-2.42	-2.42	-0.96	-0.35	-0.04
JGI|COPCI_AMUTBMUT1|448035|	ID_2333	10	0.00	0.41	0.37	-0.06	-0.17	-2.32	-1.29	-3.18	-1.67
JGI|COPCI_AMUTBMUT1|448056|	ID_2334	10	0.00	0.06	0.15	0.61	-0.58	-0.70	-3.12	-0.66	-2.27
JGI|COPCI_AMUTBMUT1|448124|	ID_2335	5	0.00	0.60	1.04	0.86	1.17	4.55	0.37	1.22	3.41
JGI|COPCI_AMUTBMUT1|448170|	ID_2336	31	0.00	-0.57	-0.85	-0.69	1.52	-0.82	1.33	1.48	4.59
JGI|COPCI_AMUTBMUT1|448177|	ID_2337	26	0.00	-0.37	0.02	-0.14	0.93	-0.43	-0.31	1.63	0.85
JGI|COPCI_AMUTBMUT1|448182|	ID_2338	17	0.00	-1.33	-1.46	-0.87	-1.95	-2.38	0.29	-1.11	-2.65
JGI|COPCI_AMUTBMUT1|448188|	ID_2339	27	0.00	-0.46	1.05	0.50	1.58	-2.43	2.02	-3.79	0.55
JGI|COPCI_AMUTBMUT1|448191|	ID_2340	29	0.00	0.27	0.35	0.43	1.84	0.84	1.38	-0.58	-0.44
JGI|COPCI_AMUTBMUT1|448216|	ID_2341	24	0.00	2.78	1.98	2.01	1.02	3.81	-1.77	2.73	2.67
JGI|COPCI_AMUTBMUT1|448223|	ID_2342	28	0.00	-2.08	-0.34	-0.33	-0.35	0.67	-3.51	-2.15	-1.12
JGI|COPCI_AMUTBMUT1|448240|	ID_2343	26	0.00	0.18	-0.32	-0.08	2.07	-1.61	1.60	2.04	0.90
JGI|COPCI_AMUTBMUT1|448282|	ID_2344	39	0.00	1.44	1.86	1.59	2.45	5.03	5.01	3.54	3.57
JGI|COPCI_AMUTBMUT1|448288|	ID_2345	31	0.00	1.10	-0.25	-0.18	-0.40	0.05	1.11	0.62	7.28
JGI|COPCI_AMUTBMUT1|448330|	ID_2346	10	0.00	-0.78	-1.31	-1.04	-4.83	-4.77	-3.18	-3.82	-4.07
JGI|COPCI_AMUTBMUT1|448334|	ID_2347	29	0.00	0.99	1.36	1.06	2.15	1.57	0.36	0.04	-1.13
JGI|COPCI_AMUTBMUT1|448382|	ID_2348	24	0.00	-0.59	-0.79	-0.18	-1.42	1.28	-1.31	2.95	1.11
JGI|COPCI_AMUTBMUT1|44838|	ID_2349	10	0.00	0.26	0.69	0.36	-1.12	-1.10	-1.50	-0.94	-1.02
JGI|COPCI_AMUTBMUT1|4483|	ID_2350	31	0.00	-0.26	-0.05	-0.10	0.08	-0.87	-0.28	-0.39	3.13
JGI|COPCI_AMUTBMUT1|448429|	ID_2351	32	0.00	-1.49	-3.35	-0.90	-4.15	-2.25	-0.33	-2.93	-4.16
JGI|COPCI_AMUTBMUT1|448450|	ID_2352	31	0.00	-1.70	-2.27	-2.14	-1.61	-2.25	-1.63	-2.09	1.64
JGI|COPCI_AMUTBMUT1|448468|	ID_2354	39	0.00	0.86	0.88	0.80	1.38	1.90	0.86	3.78	3.99
JGI|COPCI_AMUTBMUT1|448469|	ID_2355	24	0.00	1.31	-0.48	-1.08	-1.14	0.73	-2.55	2.89	3.94
JGI|COPCI_AMUTBMUT1|448479|	ID_2356	29	0.00	0.30	1.20	0.94	1.48	1.32	1.25	-1.65	-0.83
