Gene ID #2	Gene ID #1	Class	type
TPD52L1	ID1394	5	unannotated class
MAD2L1	ID1395	5	unannotated class
GMNN	ID1396	5	unannotated class
PBK	ID1397	5	unannotated class
COPA	ID1398	5	unannotated class
C1orf112	ID1399	5	unannotated class
CDC2	ID1400	5	unannotated class
S100A10	ID1401	5	unannotated class
E2F5	ID1402	5	unannotated class
WARS	ID1403	5	unannotated class
FCER1G	ID1404	5	unannotated class
HLA-DQA1.1	ID1405	5	unannotated class
GJA1	ID1406	5	unannotated class
MGC45474	ID1407	5	unannotated class
FKBP11	ID1408	5	unannotated class
STIP1	ID1409	5	unannotated class
ABHD6	ID1410	5	unannotated class
UBE2T	ID1411	5	unannotated class
ADH5	ID1412	5	unannotated class
RAD51AP1	ID1413	5	unannotated class
CCNB2	ID1414	5	unannotated class
MAGED1	ID1415	5	unannotated class
GLUD2	ID1416	5	unannotated class
POLE2	ID1417	5	unannotated class
DNAJB9	ID1418	5	unannotated class
BAG2	ID1419	5	unannotated class
keekobo	ID1420	5	unannotated class
AQP11	ID1421	5	unannotated class
TYROBP	ID1422	5	unannotated class
garjer	ID1423	5	unannotated class
LYZ	ID1424	5	unannotated class
EPDR1	ID1425	5	unannotated class
ECT2	ID1426	5	unannotated class
GNAI1	ID1427	5	unannotated class
HRMT1L6	ID1428	5	unannotated class
GPR160	ID1429	5	unannotated class
SLC29A1	ID1430	5	unannotated class
EBPL	ID1431	5	unannotated class
ALDOA	ID1432	5	unannotated class
FCGR3A	ID1433	5	unannotated class
TPX2	ID1434	5	unannotated class
