REGISTRY,YEAR,SEX,CANCER,TOTAL,N0_4,N5_9,N10_14,N15_19,N20_24,N25_29,N30_34,N35_39,N40_44,N45_49,N50_54,N55_59,N60_64,N65_69,N70_74,N75_79,N80_84,N85+,N_UNK
 3600200,2012,1, 5,1853,0,0,2,4,6,11,4,23,28,38,78,136,194,279,291,322,236,201,0
 3600200,2012,1, 6,1120,0,0,0,0,1,6,5,16,22,54,88,108,170,165,166,143,97,79,0
 3600200,2012,1, 7,442,1,0,0,0,0,1,4,2,4,18,57,79,66,53,45,53,33,26,0
 3600200,2012,1, 8,122,0,0,0,0,0,0,0,0,1,1,6,12,13,20,15,19,17,18,0
 3600200,2012,1, 9,557,0,0,0,0,0,0,1,3,4,18,33,49,68,99,72,78,74,58,0
 3600200,2012,1,10,149,0,0,0,0,0,0,0,0,2,4,11,22,26,24,16,28,8,8,0
 3600200,2012,1,11,2221,0,0,0,1,1,0,5,7,15,39,91,146,246,381,417,363,296,213,0
 3600200,2012,1,12,35,1,1,2,3,3,1,1,4,2,2,3,3,2,3,1,2,1,0,0
 3600200,2012,1,13,2615,0,0,0,4,10,28,48,79,96,118,206,252,325,363,322,290,241,233,0
 3600200,2012,1,14,135,3,1,2,0,2,4,4,2,6,9,8,15,15,15,14,12,14,9,0
 3600200,2012,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2012,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2012,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2012,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2012,1,19,7597,0,0,0,0,0,0,1,2,42,160,435,929,1402,1666,1211,862,517,370,0
 3600200,2012,1,20,278,1,0,0,13,29,41,45,40,32,33,17,12,3,5,4,1,2,0,0
 3600200,2012,1,21,734,8,0,0,0,0,3,7,10,29,41,67,80,106,108,92,87,49,47,0
 3600200,2012,1,22,713,0,0,0,0,0,0,1,1,5,9,23,33,64,105,119,114,111,128,0
 3600200,2012,1,23,43,2,2,0,0,0,0,0,0,2,1,5,9,6,4,5,4,0,3,0
 3600200,2012,1,24,348,13,7,5,5,7,11,9,14,12,26,28,34,40,35,40,28,20,14,0
 3600200,2012,1,25,259,0,0,0,4,7,9,13,17,22,28,29,23,32,28,18,15,9,5,0
 3600200,2012,1,26,134,1,3,6,17,13,8,11,6,6,8,8,4,11,10,4,8,7,3,0
 3600200,2012,1,27,1000,7,5,5,5,13,11,12,23,31,49,64,77,125,137,150,101,105,80,0
 3600200,2012,1,28,353,0,0,0,0,0,1,0,3,8,8,20,27,54,46,60,47,53,26,0
 3600200,2012,1,29,716,23,18,8,13,5,10,7,11,17,33,38,48,71,91,69,92,79,83,0
 3600200,2012,2, 1,18684,61,24,22,53,108,237,317,494,829,1227,1568,1728,2157,2294,2002,1840,1725,1998,0
 3600200,2012,2, 2,376,0,1,0,0,3,8,7,10,14,27,41,36,37,45,34,27,39,47,0
 3600200,2012,2, 3,151,0,0,0,0,0,0,0,0,0,3,2,10,18,19,13,22,30,34,0
 3600200,2012,2, 4,245,0,0,0,1,0,1,3,3,10,5,16,14,15,25,45,34,28,45,0
 3600200,2012,2, 5,1753,0,1,4,3,15,13,10,17,24,61,66,101,157,221,248,262,243,307,0
 3600200,2012,2, 6,701,0,0,0,0,2,9,13,17,15,38,52,67,78,87,84,76,80,83,0
 3600200,2012,2, 7,184,4,0,0,0,0,0,0,0,3,8,16,16,15,24,30,25,24,19,0
 3600200,2012,2, 8,121,0,0,0,0,0,0,0,0,2,4,4,10,13,19,16,16,13,24,0
 3600200,2012,2, 9,510,0,1,0,0,2,0,1,3,6,9,17,30,48,58,58,83,82,112,0
 3600200,2012,2,10,25,0,0,0,0,0,0,0,1,0,1,3,1,4,6,4,2,2,1,0
 3600200,2012,2,11,1660,0,0,0,0,2,3,8,9,15,52,84,128,211,267,258,225,219,179,0
 3600200,2012,2,12,24,1,0,1,3,0,3,0,1,2,3,2,2,1,1,1,1,1,1,0
 3600200,2012,2,13,1793,0,0,1,7,15,46,55,76,120,139,149,174,187,201,159,153,133,178,0
 3600200,2012,2,14,99,3,2,1,3,7,5,7,3,6,6,3,10,7,5,11,8,4,8,0
 3600200,2012,2,15,5246,0,0,0,2,2,28,65,161,353,540,667,626,739,688,437,359,295,284,0
 3600200,2012,2,16,266,0,0,0,0,3,18,33,35,34,31,22,20,14,14,17,11,7,7,0
 3600200,2012,2,17,768,0,0,0,0,0,2,6,12,18,35,68,99,143,132,104,61,49,39,0
 3600200,2012,2,18,454,1,0,0,3,5,6,8,8,21,34,37,38,62,56,44,31,42,58,0
 3600200,2012,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2012,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2012,2,21,423,5,1,0,0,1,2,5,7,11,17,27,37,49,58,69,59,33,42,0
 3600200,2012,2,22,214,0,0,0,0,1,1,0,0,2,5,9,3,12,26,22,31,49,53,0
 3600200,2012,2,23,46,4,0,0,1,1,1,0,2,1,0,2,3,7,2,5,10,1,6,0
 3600200,2012,2,24,236,10,3,3,2,1,5,8,10,8,12,12,25,31,23,24,23,22,14,0
 3600200,2012,2,25,760,0,1,2,10,21,51,57,65,89,94,87,74,81,55,34,18,14,7,0
 3600200,2012,2,26,83,0,1,1,11,9,10,6,5,6,7,6,3,3,5,4,2,2,2,0
 3600200,2012,2,27,759,4,1,4,3,5,8,9,22,22,35,66,82,79,90,71,91,85,82,0
 3600200,2012,2,28,245,0,0,0,1,0,1,0,3,4,9,15,22,29,23,39,24,40,35,0
 3600200,2012,2,29,482,17,11,4,3,9,8,10,13,21,14,32,33,41,50,59,49,42,66,0
 3600300,1993,1, 1,7710,28,19,21,42,63,83,136,135,198,314,431,599,903,1256,1364,1070,674,374,0
 3600300,1993,1, 2,436,0,0,0,2,0,12,15,20,26,27,41,59,58,52,56,33,23,12,0
 3600300,1993,1, 3,99,0,0,0,0,0,0,2,1,2,5,7,7,19,13,18,13,6,6,0
 3600300,1993,1, 4,198,0,0,0,0,0,0,3,0,7,3,11,11,23,29,41,31,25,14,0
 3600300,1993,1, 5,643,0,0,0,1,0,2,4,2,13,29,39,69,94,98,114,92,54,32,0
 3600300,1993,1, 6,370,0,0,0,0,0,0,0,6,11,21,28,46,57,61,53,46,24,17,0
 3600300,1993,1, 7,57,1,0,0,0,0,1,0,0,1,3,3,5,9,10,13,3,3,5,0
 3600300,1993,1, 8,27,0,0,0,0,0,0,1,0,1,0,4,2,3,4,6,3,2,1,0
 3600300,1993,1, 9,128,0,0,0,0,1,0,1,1,3,7,6,15,8,28,23,15,12,8,0
 3600300,1993,1,10,104,0,0,0,0,0,0,0,1,0,7,9,10,22,34,14,5,1,1,0
 3600300,1993,1,11,940,0,0,0,0,0,0,1,2,14,31,59,76,119,187,207,135,67,42,0
 3600300,1993,1,12,17,0,0,2,1,2,1,1,1,1,1,1,2,0,2,1,0,1,0,0
 3600300,1993,1,13,862,0,0,5,12,28,32,40,50,53,68,74,78,87,87,97,75,54,22,0
 3600300,1993,1,14,42,0,0,2,0,2,0,3,0,1,2,3,1,8,4,3,8,1,4,0
 3600300,1993,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1993,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1993,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1993,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1993,1,19,1980,0,0,0,0,0,0,0,0,6,7,33,80,209,393,479,401,246,126,0
 3600300,1993,1,20,94,2,0,0,5,11,11,24,11,7,8,4,1,6,0,3,1,0,0,0
 3600300,1993,1,21,190,3,1,0,0,1,2,1,4,3,23,18,13,23,25,32,25,14,2,0
 3600300,1993,1,22,345,0,0,0,0,1,1,1,4,5,9,10,29,33,69,65,51,44,23,0
 3600300,1993,1,23,34,2,0,0,1,1,0,1,0,1,4,3,2,4,4,3,4,3,1,0
 3600300,1993,1,24,98,2,5,3,3,3,4,3,4,4,8,14,8,6,11,5,8,3,4,0
 3600300,1993,1,25,29,0,1,0,0,0,0,2,2,3,4,1,3,5,3,1,1,2,1,0
 3600300,1993,1,26,34,0,1,2,6,3,4,5,2,1,1,2,0,3,1,1,1,1,0,0
 3600300,1993,1,27,244,0,3,4,5,4,4,7,12,15,20,14,25,27,32,27,21,12,12,0
 3600300,1993,1,28,80,0,0,0,0,0,0,2,0,1,3,8,6,10,16,13,11,5,5,0
 3600300,1993,1,29,258,15,8,2,6,3,4,5,5,6,9,15,21,23,28,33,31,27,17,0
 3600300,1993,2, 1,5776,21,7,20,29,53,88,143,242,347,454,496,450,591,673,699,602,483,377,1
 3600300,1993,2, 2,154,0,0,1,1,2,3,3,5,10,11,12,11,17,12,23,21,10,12,0
 3600300,1993,2, 3,56,0,0,0,0,0,0,0,1,0,1,3,5,2,8,9,11,7,9,0
 3600300,1993,2, 4,112,0,0,0,0,0,0,0,1,4,2,6,6,10,14,17,10,22,20,0
 3600300,1993,2, 5,612,0,0,0,0,2,1,0,8,11,20,34,49,66,86,92,97,74,72,0
 3600300,1993,2, 6,212,0,0,0,0,0,0,2,5,9,16,16,22,24,33,35,22,17,11,0
 3600300,1993,2, 7,20,1,0,0,0,0,0,0,2,2,1,0,0,0,4,4,5,1,0,0
 3600300,1993,2, 8,49,0,0,0,0,1,0,0,0,0,1,3,5,8,9,3,9,5,5,0
 3600300,1993,2, 9,107,0,0,0,0,0,0,0,1,2,4,2,2,16,11,16,19,16,18,0
 3600300,1993,2,10,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0
 3600300,1993,2,11,346,0,0,0,0,0,1,0,3,10,13,24,36,51,62,55,49,28,14,0
 3600300,1993,2,12,8,0,0,3,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
 3600300,1993,2,13,666,0,0,6,10,22,35,51,64,63,57,49,34,54,55,59,40,39,28,0
 3600300,1993,2,14,48,2,1,1,0,1,2,0,4,6,1,4,0,1,5,6,4,7,3,0
 3600300,1993,2,15,1562,0,0,0,0,3,12,29,86,134,206,199,145,166,147,150,125,92,68,0
 3600300,1993,2,16,205,0,0,0,0,2,8,18,27,31,21,20,19,16,15,10,8,8,2,0
 3600300,1993,2,17,199,0,0,0,0,0,0,1,1,8,10,25,24,18,31,36,23,13,9,0
 3600300,1993,2,18,200,0,0,0,3,2,4,6,5,9,16,24,18,18,36,20,15,14,9,1
 3600300,1993,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1993,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1993,2,21,133,3,0,0,0,1,0,0,2,2,6,12,13,13,24,25,13,14,5,0
 3600300,1993,2,22,119,0,0,0,0,0,0,0,2,3,3,3,7,13,15,21,19,17,16,0
 3600300,1993,2,23,23,1,0,0,1,1,0,1,1,1,1,3,0,2,3,3,3,1,1,0
 3600300,1993,2,24,86,1,3,3,2,2,3,8,3,9,9,4,6,9,7,5,8,3,1,0
 3600300,1993,2,25,93,0,0,0,3,5,7,10,8,14,12,12,5,4,6,2,3,1,1,0
 3600300,1993,2,26,27,0,0,2,4,4,2,3,0,0,1,0,0,1,1,5,1,2,1,0
 3600300,1993,2,27,195,0,0,1,0,1,2,4,2,9,17,16,8,23,26,29,28,16,13,0
 3600300,1993,2,28,45,0,0,0,0,0,0,0,1,1,1,5,2,4,6,4,9,8,4,0
 3600300,1993,2,29,173,9,3,3,3,2,4,2,5,4,6,5,12,23,19,24,17,18,14,0
 3600300,1994,1, 1,8037,28,13,20,48,73,78,100,154,221,320,490,665,951,1360,1443,1043,667,362,1
 3600300,1994,1, 2,421,0,0,0,2,2,6,8,20,22,28,55,43,52,50,65,32,21,15,0
 3600300,1994,1, 3,113,0,0,0,0,0,0,1,0,2,2,9,18,14,20,24,12,8,3,0
 3600300,1994,1, 4,197,0,0,0,0,1,0,0,2,2,6,10,18,26,31,41,30,19,11,0
 3600300,1994,1, 5,618,0,0,0,1,1,0,2,6,14,19,49,57,88,111,103,79,48,40,0
 3600300,1994,1, 6,395,0,0,0,1,0,1,0,4,11,24,27,42,57,81,58,37,38,14,0
 3600300,1994,1, 7,57,1,0,0,0,1,0,2,1,2,2,3,3,6,10,15,6,5,0,0
 3600300,1994,1, 8,43,0,1,0,0,0,0,0,1,2,2,1,6,5,5,6,4,6,4,0
 3600300,1994,1, 9,152,0,0,0,0,0,0,0,3,1,10,11,8,23,23,28,23,13,8,1
 3600300,1994,1,10,93,0,0,0,0,0,0,1,2,4,3,5,18,19,15,11,7,4,4,0
 3600300,1994,1,11,925,0,0,0,1,2,1,1,5,9,18,54,81,122,190,207,128,78,28,0
 3600300,1994,1,12,25,0,1,2,5,3,1,0,1,1,2,2,2,2,1,1,1,0,0,0
 3600300,1994,1,13,922,0,0,2,16,29,27,34,56,65,97,99,79,94,113,78,75,35,23,0
 3600300,1994,1,14,53,1,1,1,1,0,4,0,3,3,5,2,6,6,7,2,5,4,2,0
 3600300,1994,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1994,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1994,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1994,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1994,1,19,2123,0,0,0,0,0,0,0,0,3,6,39,114,251,439,521,392,248,110,0
 3600300,1994,1,20,95,0,0,0,6,15,13,19,13,10,9,4,2,2,1,1,0,0,0,0
 3600300,1994,1,21,195,5,0,0,0,0,1,1,3,6,10,14,27,20,38,31,19,10,10,0
 3600300,1994,1,22,386,0,1,0,1,0,1,1,3,3,7,17,35,37,65,81,65,35,34,0
 3600300,1994,1,23,37,0,0,0,0,0,2,2,0,1,4,4,3,5,5,4,4,2,1,0
 3600300,1994,1,24,116,3,2,5,4,3,5,3,5,6,10,11,12,8,15,12,6,5,1,0
 3600300,1994,1,25,31,0,0,0,0,4,2,2,2,3,3,5,3,0,3,2,1,1,0,0
 3600300,1994,1,26,33,0,0,2,3,1,2,3,3,2,3,3,2,3,2,1,1,1,1,0
 3600300,1994,1,27,226,1,2,2,2,1,4,7,7,21,18,17,15,21,33,28,23,19,5,0
 3600300,1994,1,28,76,0,0,0,0,0,0,1,2,0,2,5,5,6,11,12,10,13,9,0
 3600300,1994,1,29,267,11,3,5,3,5,0,5,5,12,12,19,25,33,34,37,29,16,13,0
 3600300,1994,2, 1,5945,16,12,11,24,84,88,161,250,327,508,475,463,625,669,761,583,481,406,1
 3600300,1994,2, 2,151,0,2,0,0,1,2,3,2,7,9,8,16,20,20,13,17,17,14,0
 3600300,1994,2, 3,49,0,0,0,0,0,0,0,0,1,0,6,3,8,6,5,6,7,7,0
 3600300,1994,2, 4,86,0,0,0,0,1,0,1,0,0,4,2,2,7,7,9,16,13,24,0
 3600300,1994,2, 5,637,0,0,0,0,1,1,4,8,12,23,45,54,75,84,109,90,69,62,0
 3600300,1994,2, 6,244,0,0,0,0,0,1,0,3,10,20,17,24,26,29,40,34,28,12,0
 3600300,1994,2, 7,27,1,0,0,0,0,0,1,1,0,2,0,2,3,1,7,3,1,5,0
 3600300,1994,2, 8,62,0,0,0,0,0,0,0,1,0,5,0,5,7,5,15,10,9,5,0
 3600300,1994,2, 9,98,0,0,0,0,0,0,0,1,2,4,2,7,10,17,16,18,8,13,0
 3600300,1994,2,10,15,0,0,0,0,0,0,0,0,1,1,3,2,2,2,2,2,0,0,0
 3600300,1994,2,11,344,0,0,0,0,1,0,3,1,9,13,30,27,59,58,59,38,29,17,0
 3600300,1994,2,12,13,0,1,1,1,1,2,0,1,2,1,0,0,1,1,1,0,0,0,0
 3600300,1994,2,13,698,0,1,1,9,41,29,44,58,67,73,68,31,52,54,71,41,34,24,0
 3600300,1994,2,14,33,0,0,1,0,1,2,2,0,2,2,0,2,5,3,1,4,3,5,0
 3600300,1994,2,15,1611,0,0,0,0,4,13,43,78,124,224,175,164,159,165,178,126,89,69,0
 3600300,1994,2,16,207,0,0,0,0,6,11,22,30,22,29,17,9,10,17,14,10,6,3,1
 3600300,1994,2,17,240,0,0,0,0,0,0,1,3,8,17,20,32,39,36,39,22,15,8,0
 3600300,1994,2,18,201,0,0,1,3,2,2,6,12,10,22,26,15,19,20,20,14,19,10,0
 3600300,1994,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1994,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1994,2,21,128,0,1,1,0,0,0,2,4,2,10,7,10,16,23,28,10,10,4,0
 3600300,1994,2,22,130,0,0,0,0,1,0,2,3,0,1,5,5,17,16,19,22,20,19,0
 3600300,1994,2,23,11,0,1,0,0,0,0,1,0,1,0,1,0,2,1,2,0,1,1,0
 3600300,1994,2,24,92,4,1,2,1,3,5,2,7,3,6,6,8,6,16,6,5,9,2,0
 3600300,1994,2,25,95,0,0,1,1,5,8,11,14,18,9,6,3,3,4,6,4,0,2,0
 3600300,1994,2,26,27,0,0,0,4,5,2,3,2,2,0,1,0,2,1,2,2,1,0,0
 3600300,1994,2,27,204,0,0,1,2,1,4,3,6,10,17,13,12,21,24,32,21,24,13,0
 3600300,1994,2,28,55,0,0,0,0,0,0,0,0,0,2,1,5,6,8,4,13,10,6,0
 3600300,1994,2,29,170,10,4,2,1,4,3,5,1,6,4,7,11,17,11,23,14,22,25,0
 3600300,1995,1, 1,7982,30,17,12,36,67,96,138,159,228,368,481,664,906,1304,1345,1032,656,443,0
 3600300,1995,1, 2,453,0,0,1,0,0,7,10,19,22,39,51,61,57,73,53,30,23,7,0
 3600300,1995,1, 3,113,0,0,0,0,0,0,0,0,3,3,13,7,20,22,22,15,4,4,0
 3600300,1995,1, 4,197,0,0,0,0,1,1,0,2,2,10,14,11,18,36,24,32,27,19,0
 3600300,1995,1, 5,634,0,0,0,0,1,3,1,3,9,20,45,65,98,106,100,96,51,36,0
 3600300,1995,1, 6,429,0,0,0,0,0,2,4,10,8,25,33,53,62,88,52,56,23,13,0
 3600300,1995,1, 7,65,3,0,0,0,0,0,0,3,3,2,4,7,8,7,8,11,4,5,0
 3600300,1995,1, 8,46,0,0,0,0,0,0,0,0,1,1,2,3,9,10,6,5,7,2,0
 3600300,1995,1, 9,138,0,0,0,0,0,0,0,0,3,6,4,9,14,25,33,16,19,9,0
 3600300,1995,1,10,88,0,0,0,0,0,0,0,1,0,5,9,12,10,12,22,5,9,3,0
 3600300,1995,1,11,951,0,0,0,0,0,1,5,4,10,27,46,93,125,182,209,138,69,42,0
 3600300,1995,1,12,20,1,0,1,2,2,0,0,0,3,3,0,3,2,2,1,0,0,0,0
 3600300,1995,1,13,1039,0,0,4,16,30,35,66,58,87,101,86,92,99,105,108,77,50,25,0
 3600300,1995,1,14,60,2,1,0,1,2,2,1,3,1,4,4,5,4,8,5,8,6,3,0
 3600300,1995,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1995,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1995,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1995,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1995,1,19,1853,0,0,0,0,0,0,0,0,3,17,41,106,192,386,413,330,212,153,0
 3600300,1995,1,20,99,0,0,1,3,17,19,24,8,13,5,3,2,0,0,1,2,0,1,0
 3600300,1995,1,21,198,2,0,0,0,0,0,1,4,3,15,19,18,27,29,30,21,20,9,0
 3600300,1995,1,22,368,0,0,0,0,1,0,1,3,5,16,25,28,34,68,71,54,30,32,0
 3600300,1995,1,23,33,4,0,0,0,0,0,1,1,0,2,1,2,4,2,8,4,2,2,0
 3600300,1995,1,24,128,7,5,1,0,5,4,6,5,11,16,16,11,12,10,13,3,3,0,0
 3600300,1995,1,25,35,0,0,0,0,1,2,2,2,3,4,4,3,3,1,4,2,2,2,0
 3600300,1995,1,26,25,0,2,0,3,0,4,0,4,2,0,1,1,0,2,2,4,0,0,0
 3600300,1995,1,27,257,1,1,1,4,2,7,6,12,10,12,19,20,36,33,37,28,21,7,0
 3600300,1995,1,28,73,0,0,0,0,0,0,0,0,0,5,7,3,7,6,14,11,6,14,0
 3600300,1995,1,29,249,9,7,2,7,4,5,4,9,11,9,11,9,27,25,43,24,23,20,0
 3600300,1995,2, 1,6268,24,9,6,40,89,93,199,241,310,513,525,544,571,690,790,666,506,452,0
 3600300,1995,2, 2,144,0,0,0,0,3,3,3,5,3,11,8,12,16,19,20,13,21,7,0
 3600300,1995,2, 3,67,0,0,0,0,0,1,0,0,1,2,4,1,7,10,15,10,6,10,0
 3600300,1995,2, 4,119,0,0,0,0,0,0,1,1,5,7,8,5,4,12,19,20,17,20,0
 3600300,1995,2, 5,637,0,0,1,0,2,2,1,5,5,25,35,61,62,91,120,97,68,62,0
 3600300,1995,2, 6,242,0,0,0,1,0,1,3,2,8,9,17,24,31,33,36,28,26,23,0
 3600300,1995,2, 7,23,1,0,0,0,0,0,2,1,0,0,0,1,0,6,3,6,1,2,0
 3600300,1995,2, 8,55,0,0,0,0,0,0,0,0,0,2,3,2,4,9,10,8,9,8,0
 3600300,1995,2, 9,143,0,0,0,0,0,1,0,3,1,2,5,8,9,14,30,22,29,19,0
 3600300,1995,2,10,12,0,0,0,0,0,0,0,0,1,1,2,2,0,2,3,1,0,0,0
 3600300,1995,2,11,364,0,0,0,0,0,0,2,5,3,23,32,29,35,53,67,50,41,24,0
 3600300,1995,2,12,20,0,0,2,1,1,1,2,1,0,1,1,1,3,2,1,1,1,1,0
 3600300,1995,2,13,783,1,1,0,20,49,44,81,70,74,66,62,56,64,48,42,50,28,27,0
 3600300,1995,2,14,36,2,0,1,0,3,0,0,1,2,7,0,2,5,2,3,1,4,3,0
 3600300,1995,2,15,1644,0,0,0,0,2,6,44,61,123,226,209,177,155,163,167,140,83,88,0
 3600300,1995,2,16,186,0,0,0,1,1,12,19,29,23,15,12,16,9,15,14,10,5,5,0
 3600300,1995,2,17,228,0,0,0,0,0,0,2,2,8,18,15,36,29,21,36,29,22,10,0
 3600300,1995,2,18,212,1,0,0,2,6,1,8,11,9,20,22,17,25,19,19,23,20,9,0
 3600300,1995,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1995,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1995,2,21,148,1,1,0,0,0,0,1,2,2,7,16,7,18,22,29,17,13,12,0
 3600300,1995,2,22,116,0,0,0,1,0,0,1,1,3,1,3,8,15,19,19,12,19,14,0
 3600300,1995,2,23,23,1,0,0,1,0,2,0,3,1,0,4,1,0,1,3,2,3,1,0
 3600300,1995,2,24,84,2,2,0,3,3,3,3,4,3,7,6,5,8,12,4,8,6,5,0
 3600300,1995,2,25,118,0,0,1,3,6,8,12,14,16,17,11,10,4,6,5,3,1,1,0
 3600300,1995,2,26,22,0,0,0,5,6,2,0,2,1,1,2,3,0,0,0,0,0,0,0
 3600300,1995,2,27,190,0,1,0,1,3,1,4,5,4,18,12,14,21,23,25,24,21,13,0
 3600300,1995,2,28,74,0,0,0,0,0,1,0,1,1,5,8,5,0,12,11,17,5,8,0
 3600300,1995,2,29,202,13,4,0,0,4,2,3,3,3,9,9,14,17,25,34,19,15,28,0
 3600300,1996,1, 1,8194,24,10,19,34,81,116,127,177,236,376,520,680,971,1255,1355,1068,704,441,0
 3600300,1996,1, 2,451,0,0,1,1,9,15,13,23,27,35,48,40,64,60,48,34,21,12,0
 3600300,1996,1, 3,119,0,0,0,0,0,0,0,2,1,2,13,9,15,28,14,14,11,10,0
 3600300,1996,1, 4,212,0,0,0,0,0,0,1,6,6,6,9,12,32,28,36,39,25,12,0
 3600300,1996,1, 5,651,0,0,0,0,0,3,2,9,13,28,34,73,85,115,112,77,63,37,0
 3600300,1996,1, 6,455,0,0,0,0,0,0,1,1,12,13,34,62,69,71,88,54,36,14,0
 3600300,1996,1, 7,74,1,0,0,0,0,2,1,2,3,2,4,5,8,11,19,7,6,3,0
 3600300,1996,1, 8,33,0,0,0,0,0,0,0,1,0,1,1,1,3,7,5,5,5,4,0
 3600300,1996,1, 9,154,0,0,0,0,0,0,0,1,4,9,10,11,27,21,23,18,20,10,0
 3600300,1996,1,10,92,0,0,0,0,0,0,0,1,0,6,8,12,12,18,20,4,7,4,0
 3600300,1996,1,11,1013,0,0,0,0,0,0,3,7,12,28,65,94,140,180,200,160,82,42,0
 3600300,1996,1,12,19,0,1,2,1,3,2,0,0,1,2,2,0,2,0,1,2,0,0,0
 3600300,1996,1,13,1110,1,0,3,11,28,45,45,62,81,111,107,90,100,113,127,92,58,36,0
 3600300,1996,1,14,73,3,0,0,1,0,1,3,1,6,8,6,4,8,6,7,6,7,6,0
 3600300,1996,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1996,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1996,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1996,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600300,1996,1,19,1669,0,0,0,0,0,0,0,0,3,15,43,109,192,314,356,296,198,143,0
 3600300,1996,1,20,98,0,0,1,3,18,11,19,15,7,8,7,3,2,1,2,1,0,0,0
 3600300,1996,1,21,232,1,0,0,0,0,1,1,5,10,15,16,32,29,36,39,23,14,10,0
 3600300,1996,1,22,365,0,0,0,1,1,2,2,2,4,9,19,22,42,54,68,74,38,27,0
 3600300,1996,1,23,33,1,0,0,0,1,0,1,1,4,2,4,1,2,3,4,5,1,3,0
 3600300,1996,1,24,133,2,3,3,2,4,8,10,9,4,10,10,10,8,15,13,11,7,4,0
 3600300,1996,1,25,45,0,0,0,2,0,1,2,3,4,5,5,2,5,8,3,4,0,1,0
 3600300,1996,1,26,37,0,0,2,4,6,3,5,4,1,4,0,1,0,4,0,2,1,0,0
 3600300,1996,1,27,271,1,3,2,1,6,5,6,6,11,17,23,26,28,42,37,21,20,16,0
 3600300,1996,1,28,89,0,0,0,0,0,1,0,1,2,4,8,6,8,7,20,13,12,7,0
 3600300,1996,1,29,303,13,3,5,4,4,9,8,10,10,16,20,17,29,39,38,39,26,13,0
 3600300,1996,2, 1,6488,24,11,17,36,77,102,166,273,355,520,575,548,579,710,807,693,532,463,0
 3600300,1996,2, 2,173,1,0,0,0,2,3,3,10,6,11,15,15,10,26,16,13,27,15,0
 3600300,1996,2, 3,46,0,0,0,0,0,0,0,0,0,1,5,1,1,8,10,5,9,6,0
 3600300,1996,2, 4,124,0,0,0,0,0,0,0,2,3,6,6,4,7,15,16,18,26,21,0
 3600300,1996,2, 5,645,0,0,0,1,2,0,1,3,15,25,37,56,61,89,126,81,72,76,0
 3600300,1996,2, 6,292,0,0,0,0,0,3,3,5,9,16,28,25,38,33,39,44,23,26,0
 3600300,1996,2, 7,22,0,0,0,0,0,0,0,0,0,1,1,1,4,3,4,4,3,1,0
