gene,HR,z,pvalue,lower,upper
PHF13,0.831006731249363,-0.778322341973344,0.43637900747987,0.52137890573638,1.32451117562266
THAP3,0.786589364018087,-0.949533945596874,0.342349115724133,0.479245739278979,1.29103459222661
DNAJC11,0.845429614593927,-0.775596763581471,0.437987111906917,0.553094421925699,1.29227705957312
CAMTA1,0.863868265385346,-0.622678780271506,0.533495629785647,0.545014011840901,1.36926457618806
VAMP3,0.932194925506448,-0.332597663160237,0.739438007569148,0.616329623081907,1.40993933537491
PER3,0.738502714742353,-1.29745724990469,0.19447390522183,0.467177834750627,1.16740611200646
TNFRSF9,0.757084959013406,-1.22639221183942,0.220051115409913,0.485287461191045,1.18110950931552
PARK7,0.934272370563996,-0.26196766615662,0.793346370529943,0.561778450737996,1.55375283842341
ERRFI1,0.826823950211977,-0.900344151405131,0.3679371318326,0.546548959955843,1.25082635725694
SLC45A1,0.826273064109633,-0.721093416694326,0.470852041207273,0.491883031086243,1.38798684509492
RERE,0.902037765169782,-0.432342350907358,0.665492610784269,0.565252133569278,1.4394852871312
ENO1,1.13792139090299,0.533507220086489,0.593682514412864,0.707898023415586,1.82916896084397
SLC2A5,1.06740362214167,0.287740772156233,0.773545177587289,0.684488533667765,1.66452823753827
GPR157,1.14984581939585,0.616405360687056,0.537627016193628,0.737608346290527,1.79247620370791
H6PD,0.620414071561606,-2.32108893887041,0.0202820442425775,0.414589937391831,0.928420073610868
SPSB1,1.12388997178093,0.513803183795622,0.607389601760296,0.71983304667508,1.75475226443707
SLC25A33,1.09224911830903,0.364741543582784,0.715304344533936,0.679825380763482,1.75487436951388
TMEM201,0.898913250100086,-0.448209133562418,0.654002271626163,0.56406775817842,1.4325318536464
PIK3CD,0.783473845631103,-1.10972178576532,0.267118932052645,0.509158647437734,1.2055795769688
CLSTN1,1.00238132967621,0.0107111515708699,0.991453900947398,0.648659383488082,1.54899220709711
CTNNBIP1,1.331766011672,1.13180247637161,0.257717486393931,0.810874619606264,2.1872687428618
LZIC,1.05024129677116,0.217662745183603,0.827691892735834,0.67544428701463,1.6330092690823
NMNAT1,1.05360624067584,0.247304553300876,0.804672535192548,0.696539292232451,1.59371642457267
RBP7,1.47602972427548,1.74270316192315,0.0813854790633478,0.952618706872278,2.28702599605453
UBE4B,1.16419773819198,0.628018606037684,0.529991751438261,0.724379065426531,1.87105955748909
