,GSM904985,GSM904986,GSM904988,GSM904989
LINC00265,5.1598741995,5.0570763385,4.792060472,4.8569945405
LINC00269,6.483368785,6.427007531,6.713307722,6.607109198
LINC00276,3.324335093,3.321504528,3.763194732,3.867198608
LINC00280,5.10788869,5.423870223,5.655537823,5.209483714
LINC00290,3.631280179,3.356809665,3.6805873,3.604014891
LINC00293,5.727471498,5.612630131,6.081062431,5.659349039
LINC00294,8.288235263,8.366100629,8.746666647,9.102845736
LINC00299,5.310773845,5.369448139,5.437116842,5.757614857
LINC00301,3.780419387,3.767717178,4.268597784,3.749466131
LINC00302,5.2079321805,5.07369753,5.087045301,5.041582111
LINC00304,5.293510245,6.047033003,5.652908007,6.204557806
LINC00305,3.631280179,3.398579223,3.228993476,3.451812019
LINC00307,3.099945975,2.930657257,3.112500396,2.994384971
LINC00308,5.571565314,5.6647038435,5.6201886875,5.411452013
LINC00309,3.841003127,3.755946483,4.054994019,3.659700824
LINC00310,4.237612025,4.764932124,4.538096368,4.426983645
LINC00311,4.199505634,4.322487709,4.545585313,3.876364161
LINC00313,5.391851898,5.778579734,5.3374520375,5.47809133
LINC00314,3.368402034,3.240451303,3.576802368,3.904962748
LINC00315,6.263525439,6.489437389,6.394915168,6.658075721
LINC00317,5.897674866,5.041574261,5.520248407,5.367764892
LINC00319,5.874645004,4.953593493,6.239441134,5.185994803
LINC00320,3.342116404,3.756382004,3.4254824565,3.306666727
LINC00323,3.335145199,3.112387438,3.68271783,3.344485709
LINC00324,7.078175065,7.431939345,7.159714786,7.300995557
LINC00326,4.546260208,4.826994269,4.344619234,4.481792909
LINC00327,5.443742539,5.645376083,5.338020423,5.668468922
LINC00330,5.974269506,6.198333435,6.30905397,6.137796808
LINC00334,5.306488087,5.102349963,5.402329853,5.393742339
LINC00339,8.473185205,7.973606254,8.382978365,8.432577329
LINC00342,6.741252517,6.658685549,5.792912446,6.858849448
LINC00343,4.198504142,4.035050808,4.28843073,4.007034628
LINC00347,3.748369206,3.874236055,3.964086624,3.949286046
LINC00348,3.072257502,3.196585574,3.477674108,3.892070865
LINC00354,4.295596392,3.987399088,4.433647751,4.274697362
LINC00355,3.365378301,3.722411879,3.886526964,3.618023643
LINC00358,3.175054261,3.391706196,3.017627748,3.466316937
LINC00382,4.621091455,4.950762966,4.787163414,4.397556427
LINC00396,4.95280242,4.609771832,5.224540588,5.470247896
LINC00397,4.139217577,4.12115868,3.437431594,4.182383782
LINC00408,4.6545018355,4.6540707245,4.681434977,4.867882531
LINC00410,3.915599276,4.734255817,4.770338743,4.031959034
LINC00421,5.383900009,5.478016581,5.73232409,5.367206771
LINC00423,5.568433697,5.456824673,5.502203928,5.629401251
LINC00424,5.003477271,5.2803101505,5.1686245925,5.205601466
LINC00427,5.817606884,4.886241173,5.302087601,5.678570163
LINC00437,3.202117529,3.578665358,2.925060947,4.050654158
LINC00445,6.008591748,6.142165788,6.296852508,5.888732156
LINC00452,5.196597345,5.438739249,5.465229835,6.016728649
LINC00454,6.216026195,6.212157396,6.713755571,6.368228506
LINC00458,4.043553051,4.180870142,4.440617605,4.214686689
LINC00459,4.611125197,4.009456342,3.99002171,4.980635958
LINC00460,4.796784269,4.6183840385,4.768178807,4.7893081495
LINC00462,4.366749615,7.603677071,5.628380572,8.097943025
LINC00463,4.988054761,5.301698549,5.651360966,5.536346902
LINC00466,3.915599276,4.239494062,3.955890489,4.214620279
LINC00467,8.0164683085,7.2162835635,8.0756309475,8.066105336
LINC00470,5.103238476,4.882007025,4.7950628585,4.6266255635
LINC00471,3.884985986,4.505088552,3.968760036,5.58575156
LINC00472,7.82162084,6.358643094,8.0258330015,6.239559302
LINC00474,3.8089059115,3.7169904065,3.841755889,4.346582744
LINC00477,3.915599276,3.882963413,3.592643054,3.753300104
LINC00479,5.080928619,5.357831153,5.628380572,5.887821337
LINC00482,6.900674734,7.162135009,7.06379474,7.113425553
LINC00484,4.7786064,4.848566017,4.866492159,5.306874843
LINC00485,2.943063805,2.817194248,2.943682295,2.940577567
LINC00486,3.4723058,3.82911256,3.729849279,3.773644549
LINC00487,3.304093692,3.607938083,3.394816819,3.34839039
LINC00488,4.497037232,3.937103565,4.142640635,6.233308604
LINC00491,4.450618023,3.876529192,4.14321697,4.499703141
LINC00494,6.720629926,6.331289391,6.599933488,6.306089388
LINC00504,3.359934176,3.799563575,3.974913861,4.247474043
LINC00507,3.243782843,3.166916669,2.957887046,3.031653047
LINC00508,4.632352043,4.286730379,4.281200597,4.631778698
LINC00518,3.8039984075,3.6685867945,3.197465306,3.585709415
LINC00520,5.76193454,5.635499233,5.96205132,5.279053106
LINC00523,7.408797373,7.33510356,7.545534015,7.326116416
LINC00525,4.498113357,4.299850181,5.105885055,4.664692499
LINC00526,8.273031365,7.915601189,8.676981522,8.541947998
LINC00528,4.988054761,4.89077495,5.066995626,5.467439586
LINC00529,3.74211471,3.684058897,3.591025575,3.585487966
LINC00536,4.422860791,4.348504987,4.035599972,4.48316682
LINC00540,4.781883706,5.736815855,5.798045859,5.704916776
LINC00543,3.865092927,4.993088836,4.163656512,5.180089222
LINC00544,4.068482011,5.033589353,5.18699752,4.488718143
LINC00550,3.006305558,3.331650517,3.10803816,3.447107357
LINC00555,4.483012235,4.623760367,5.259235782,4.580618001
LINC00556,3.915599276,3.895419752,4.029631447,3.907818205
LINC00557,5.808620344,4.72241161,4.908707133,5.342542073
LINC00558,2.954984046,2.963562796,3.227644727,3.255099608
LINC00559,4.236471802,3.713921708,4.101685276,5.07153109
LINC00561,3.71637781,3.990584213,3.572315456,3.222837153
LINC00563,5.466528856,5.120596989,5.552824612,5.516630571
LINC00564,3.149705263,3.567826553,3.162417576,3.071123753
LINC00566,4.34876053,3.835802935,3.991387709,3.778184957
LINC00567,4.938610153,4.486663261,4.290521301,4.359804646
LINC00572,4.590559616,4.812002705,4.849697947,4.790026998
LINC00574,6.117318743,6.799194316,6.536928261,6.55531928
LINC00582,6.173531198,5.861849293,6.142522136,6.619284224
LINC00587,4.546456159,3.976794936,4.030567756,3.984340149
LINC00588,3.347478409,3.397466208,3.364588954,3.222837153
LINC00589,5.8554613,5.694959675,5.734689649,5.979670901
LINC00592,5.287481437,5.585479949,5.000901017,5.119341131
LINC00595,5.00733538,5.601553648,5.583964436,5.093886087
LINC00598,5.561727141,5.656474978,5.793200616,5.711180181
LINC00605,6.378293691,5.579138749,6.599933488,6.27461954
LINC00606,3.3782451405,3.763558962,3.4695668575,3.913608079
LINC00607,5.667040929,4.63124396,5.249343385,5.836429334
LINC00608,4.1115361145,4.187750552,4.5152511345,4.7008887575
LINC00612,4.988054761,3.844494718,4.116636608,3.822633833
LINC00615,3.434897064,3.544836894,3.284343536,3.627689092
LINC00616,3.26253204,3.781223341,3.670331266,4.601512095
LINC00620,5.122709133,5.204286274,5.727189932,5.153596167
LINC00621,10.07550853,9.75376301,9.442887778,9.697751786
LINC00622,7.6234693,7.106925083,8.142170411,7.074353906
LINC00623,9.905895275,9.493953774,9.628089954,10.3141537
LINC00624,3.297687793,3.486892629,3.447279888,3.851541749
LINC00626,4.757319838,5.579258634,4.448669955,4.534235318
LINC00628,6.0839742875,6.144892611,6.0785757695,6.23242186
LINC00629,3.808144143,4.604177987,4.442693657,4.726539415
LINC00630,3.391461335,3.6701778255,3.7016032985,3.9932435245
LINC00632,3.52860034,3.067756575,3.317628807,3.969188878
LINC00635,4.756676824,4.252869438,3.8743394,4.082343092
LINC00636,5.873094266,5.880904575,5.732871184,5.956467823
LINC00639,3.646157186,4.638783733,3.916016274,4.143333861
LINC00641,5.091710161,5.348501744,4.598343423,5.455473301
LINC00642,5.125213197,5.392448022,5.169790097,5.178570934
LINC00644,3.134473382,3.336307719,3.433693742,3.275217625
LINC00645,8.973571285,3.408467409,8.188846097,3.217470119
LINC00648,3.915599276,3.915084286,3.785008969,3.59471964
LINC00652,5.868060815,5.897465742,6.426833039,5.711453991
LINC00654,4.710123532,5.212520403,5.544218183,5.118482818
LINC00656,5.678048932,6.662464378,6.57101605,6.795997277
LINC00658,5.817746202,5.373237988,5.876890352,6.287022862
LINC00659,5.330240857,5.754707072,5.918725632,5.913302296
LINC00661,6.0918678505,6.042624765,6.223315004,6.313111656
LINC00662,5.858633878,6.304569982,5.824167209,5.616911953
LINC00663,5.7793560055,5.6891478385,6.036458146,5.5089508665
LINC00664,3.736949961,3.602264852,3.502356055,3.782107698
LINC00665,6.8013933645,5.3145879935,5.723507836,6.007060832
LINC00667,7.451716139,8.1522833235,7.0776657645,7.1741392325
LINC00668,5.806537743,5.605078977,6.557235529,6.204274733
LINC00671,6.7310198405,5.614253822,7.0844946265,6.693207409
LINC00682,3.631280179,3.895376241,3.65269664,3.807414198
LINC00685,7.062401973,6.799194316,6.590800021,6.905730574
LINC00687,5.983195752,5.508919961,5.708224791,6.050189848
LINC00689,5.86594355,5.330499369,5.732871184,5.64551189
LINC00690,3.774125683,3.876529192,3.388734711,3.865414859
LINC00691,3.748850495,3.775730174,4.57312688,4.165160808
LINC00692,3.5333573725,3.226097014,3.60638208,3.6776471945
LINC00698,5.12861978,5.22681093,4.709935077,4.634738969
LINC00700,3.554405341,3.77172652,3.819954339,3.370594606
LINC00702,3.803128793,4.13422975,3.874643288,3.811925125
LINC00703,4.015101753,4.660290026,4.197343473,3.981953607
LINC00705,6.59861483,6.454697005,6.707859794,6.742628558
LINC00708,4.32088363,4.490233204,4.77138707,4.2949824
LINC00710,3.913610378,3.794372344,4.063717616,4.004899554
LINC00824,5.540822957,5.401082317,5.725852366,5.4471663075
LINC00836,4.09162356,4.565677256,4.450478169,4.831895389
LINC00837,3.173026665,3.461757736,3.320905558,3.339587249
LINC00838,5.241741116,4.090754283,4.154962668,4.294340736
LINC00839,7.371080349,6.647664696,7.282780964,7.5136969545
LINC00841,5.493176856,5.5349287965,5.739654825,5.629901273
LINC00842,3.808396409,3.739463603,3.767342467,3.501058738
LINC00844,5.899939734,4.26318694,6.2707064,6.125605352
LINC00845,5.712542714,4.434278289,6.552207464,5.167876981
LINC00847,7.88072469,8.006691269,8.262473152,9.401623525
LINC00851,7.112800619,6.91338008,7.533351499,6.944297766
LINC00852,4.880595227,4.578332933,4.687589464,4.579108406
LINC00853,6.505491112,5.982778715,6.893291846,5.931570547
LINC00856,4.982451198,4.621103028,4.8726675,5.051671172
LINC00857,5.586114018,5.593784074,5.984436788,5.534288166
LINC00858,4.724225595,5.027535576,4.906006967,4.939200605
LINC00862,3.106800379,3.442469478,4.079399261,3.499402799
LINC00865,6.641309733,5.684005796,5.647987088,5.699309528
LINC00867,4.470815639,4.328759041,4.514896267,4.071992974
LINC00868,6.322435411,6.458166364,6.23926656,6.287839198
LINC00870,4.475675347,4.633110444,4.915955952,4.389871365
LINC00877,4.507855547,4.829209195,4.746410458,4.588114071
LINC00879,5.048689252,5.1221806,5.140368942,4.536114998
LINC00880,5.206429475,5.500948656,5.300590202,5.405724918
LINC00881,5.151598838,5.722770722,5.740303212,6.260331152
LINC00882,4.929026472,4.648299094,4.925110189,5.952173962
LINC00887,5.006918475,7.452045705,4.180655458,7.102979046
LINC00892,3.80969061,3.97720134,4.167940921,3.799542377
LINC00895,3.869888564,3.420203586,3.826067945,4.439372825
LINC00896,5.886734863,5.37766963,5.377335541,5.661583413
LINC00899,5.936198827,5.11705766,5.341817163,5.251643831
LINC00900,4.980503716,5.0646921075,4.638432516,4.89472198
LINC00901,3.587393304,3.351836001,3.669618276,3.212149896
LINC00905,5.67407807,5.84792154,6.135898763,6.24683332
LINC00906,4.602999615,5.348543942,5.701782168,5.357341072
LINC00907,4.956964596,5.028785265,4.891209045,5.047121411
LINC00908,5.108170587,5.413214687,5.233556932,5.489973429
LINC00910,4.7718265555,4.4780449,4.686394087,4.4666836325
LINC00911,4.415212817,4.285860587,4.653584809,4.659446532
LINC00917,5.194607317,5.035402592,5.253887677,4.847448042
LINC00919,4.73220209,4.410919192,5.154663715,4.488980465
LINC00920,4.804129484,4.993933384,4.883519728,4.898306977
LINC00922,5.423175634,5.122442823,5.623291503,4.825805549
LINC00923,4.427503242,4.927442509,4.77418413,4.429944774
LINC00924,8.593128652,7.87033101,8.266226751,6.61637855
LINC00926,6.435558266,6.6857157905,6.353996797,7.7515863425
LINC00927,5.102130808,4.7517156175,5.334410939,5.1324929505
LINC00928,4.944907606,5.257002395,5.064050959,5.625443389
LINC00929,4.552857999,5.771856056,4.807240667,4.881551918
LINC00930,6.328730289,6.611721689,6.579221244,7.200036922
LINC00934,4.700385552,5.166204605,5.267187479,4.302108361
LINC00937,7.208149169,6.8568338615,7.237300991,6.9472944115
LINC00938,5.979622046,6.3541418765,6.134995622,6.2632401405
LINC00939,5.699284709,5.510892627,6.03254667,5.201102873
LINC00942,4.965136034,4.9829150755,4.9074845945,5.9384674775
LINC00943,5.56948098,4.685083841,5.644846288,4.882756924
LINC00944,4.9052971605,4.670141051,5.0701919935,5.373453018
LINC00951,6.94375515,6.732997839,6.573163893,6.779645373
LINC00954,3.915599276,4.183282981,3.677169801,3.664933285
LINC00955,4.335730419,3.961859761,4.418791819,4.179301662
LINC00957,6.374687236,6.202835802,6.60480123,6.961291825
LINC00958,6.114071286,6.407569644,5.463640819,5.916028067
LINC00960,6.977398391,6.10381216,5.757031047,4.831447936
LINC00963,7.509614315,8.745292953,6.9548478745,7.048340001
LINC00964,4.9544483715,4.143227512,4.433576258,4.7134515555
LINC00967,5.400699393,4.959794353,5.404470609,4.881695585
LINC00968,4.033723278,4.084113776,3.246300305,4.235476746
LINC00970,6.002096642,6.053732233,6.036254977,5.830270814
LINC00973,3.683721437,3.349695767,3.10803816,3.239764933
LINC00992,5.560084679,4.805820745,6.369721558,6.55026227
LINC00996,4.101725695,3.98506233,3.540970541,4.204950813
LINC00997,5.484912261,5.442129518,5.452423386,5.285623146
LINC01003,9.183688873,8.727781498,9.212434967,8.518648965
LINC01007,5.535911399,5.781132649,6.07527183,4.929404717
LINC01010,6.006282045,5.879265566,6.605079453,5.898081466
LINC01012,3.839352144,4.414098191,4.034929036,4.023660436
LINC01013,4.76047976,4.742240286,4.583330243,5.039266951
LINC01015,5.693981192,5.610690517,6.512888151,5.519358359
LINC01016,5.541273373,5.4793149345,5.546824643,5.622807047
LINC01018,4.49719369,4.448860569,5.507263381,5.936092038
LINC01019,4.475675347,4.68767531,4.935936561,4.211126681
LINC01020,3.8498854395,3.940879338,4.206310714,3.800202912
LINC01023,7.293943153,6.938668972,7.356065133,7.869663746
LINC01029,4.748511661,4.478238246,5.210397096,4.202880093
LINC01049,5.208066487,5.608706551,5.61177103,5.034654954
LINC01056,6.1581485885,6.2854969355,6.067019283,6.3339924705
LINC01069,4.39243194,4.510536299,5.272710687,4.81272079
LINC01082,5.208066487,5.346925041,5.602022586,5.436512153
LINC01087,3.780121711,3.624630324,3.343822665,4.25157729
LINC01088,3.866723849,3.375496458,3.845259722,3.901301349
LINC01089,7.791993545,7.802809115,7.754973787,7.177255697
LINC01091,3.9171905765,3.8346448045,4.261168814,3.7391048315
LINC01093,3.966407244,3.573226997,3.508348135,3.559928249
LINC01094,5.03086202,4.881534818,4.395788946,7.551030921
LINC01095,4.49105916,4.177724736,4.032602964,3.934938837
LINC01096,4.610055344,5.111707306,4.719898584,4.984848691
LINC01097,4.316259144,4.412674606,3.677255279,4.711336573
LINC01098,3.912378076,3.771680108,3.395645902,3.467190546
LINC01101,6.316257477,6.040716889,6.365302084,6.79469675
LINC01102,3.777600181,3.989600145,3.65269664,3.828173776
LINC01103,3.854078295,3.865580263,3.891033925,3.736281062
LINC01104,4.440923969,4.774382957,4.575927966,4.470400407
LINC01107,6.02085448,5.881412436,5.96360503,4.980003333
LINC01111,5.21251243,5.134397393,4.91021576,5.099742444
LINC01115,5.168922824,4.56896485,5.019693456,4.699968009
LINC01116,10.1219667,11.0228655,9.109865871,10.94456735
LINC01118,5.92337648,5.955461947,6.276880917,5.684538513
LINC01120,4.852401802,4.707398075,4.8748734065,4.472438103
LINC01121,6.531869475,6.841466809,7.335410172,6.920973249
LINC01122,3.9916693935,4.4276317035,3.9667317355,4.426743827
LINC01126,6.0300745005,5.942029338,6.2333204245,5.9605518415
LINC01127,4.596677622,5.249033133,5.047907078,5.727034948
LINC01128,6.334645845,6.5381008045,6.3900278195,6.2664158655
LINC01133,3.619221553,3.812593622,3.5637103245,4.170385726
LINC01134,7.4165900375,7.4290485385,7.611616278,7.643952809
LINC01138,4.310527895,4.235365196,4.166494828,5.124130282
LINC01139,8.029943133,5.4535184,8.688834201,10.42007303
LINC01140,5.5413557455,6.286722445,6.175751294,5.517054577
LINC01141,5.537723605,5.714088659,5.424181658,5.06713656
LINC01142,5.362994806,5.498075907,5.664903821,5.715050234
LINC01144,7.347107291,6.705612889,7.017492076,6.846500676
LINC01149,3.4262531,3.127472793,3.271607144,3.555480311
LINC01153,3.905212427,4.673825989,3.51164927,3.263049516
LINC01159,9.229863529,7.172522781,8.67640353,6.974619534
LINC01165,6.163906537,6.418611715,6.340918589,5.619157182
LINC01169,4.420744576,4.097297745,4.604990199,4.506461389
LINC01180,5.399135726,5.198705115,5.41418767,5.263392521
LINC01181,4.181789996,4.174114118,4.799276518,4.830522856
LINC01186,5.463640574,3.655561753,5.316395946,5.917728508
LINC01187,7.8265037035,4.495413956,6.605574285,4.542209931
LINC01191,4.99444125,5.104110159,4.944563137,5.113737038
LINC01192,4.774367718,5.2263881115,5.1243496955,5.31192453
LINC01193,6.393452368,6.404902033,6.71091175,6.267366435
LINC01198,3.915599276,4.553863262,4.111171503,4.538677803
LINC01204,6.009056721,5.969986637,6.124819259,5.551225493
LINC01206,4.5668568805,4.6187182965,4.4290781805,4.5679459535
LINC01208,5.98454675,5.508607623,5.512562022,5.946732887
LINC01209,4.630771487,4.89052998,5.25922637,4.755322443
LINC01210,4.148736094,3.968315823,4.435099129,4.013942092
LINC01213,4.740561844,4.290073128,4.125927923,4.160552133
LINC01214,5.397930631,4.764578732,4.915687159,4.673754585
LINC01215,3.436237677,3.354095123,3.240026305,3.190193854
LINC01220,4.207819767,4.587698458,4.207048108,4.10908889
LINC01222,5.989477592,5.988921491,6.035058721,5.931948696
LINC01224,4.664653056,5.091306693,4.460444934,4.785021001
LINC01226,6.27289062,6.295336533,6.340523482,6.109372978
LINC01227,4.490528686,4.646817296,4.088524719,4.296528411
LINC01231,6.982380674,6.661091604,7.359183494,6.545920592
LINC01233,3.566287971,3.221656215,3.74599758,3.63570924
LINC01234,4.1373327875,3.8125395485,4.4957703925,4.0048849745
LINC01241,5.017640199,4.903503464,5.057251759,5.218495703
LINC01242,3.59664956,3.127472793,3.132146493,2.992511256
LINC01243,3.930966255,3.664338734,3.147705754,4.064270329
LINC01252,5.094046651,4.763080195,5.419641754,5.605053753
LINC01254,3.802301013,3.519327997,3.183245929,3.582133901
LINC01255,4.403039396,4.408010795,4.357407661,4.658919264
LINC01267,4.831276841,5.006382249,5.17642909,5.173402236
LINC01270,5.874645004,5.981700725,5.455954138,5.635486004
LINC01271,5.248299715,4.979912235,6.287256553,5.297650746
LINC01278,6.331667225,6.0999428195,6.4563204255,6.251418473
LINC01281,5.953261137,5.521405103,5.984551528,6.267941013
LINC01282,4.967603151,4.938587824,4.932284491,4.866577936
LINC01289,4.247646619,4.344412627,4.140021323,4.129021921
LINC01297,5.295134444,5.493251684,5.97191787,5.288609917
LINC01300,3.688296537,3.495614446,4.063717616,4.249472251
LINC01304,6.719709453,7.130219846,6.599367526,6.77506012
LINC01305,3.201968612,3.052430355,2.895075596,3.579962731
LINC01310,6.65519744,6.755114106,6.654143778,6.840463497
LINC01312,3.916844402,3.7423690615,4.099384787,4.2257526745
LINC01315,7.395899592,7.668523821,6.752589646,7.041570214
LINC01333,3.947905106,3.705573817,4.6891771,4.169207713
LINC01339,5.96146354,6.140968468,6.428574506,6.055274802
LINC01341,6.594989006,6.760377233,6.736285501,6.539139556
LINC01342,6.352664148,6.040716889,6.3923501,5.944221121
LINC01343,5.768597001,5.861191776,6.025872265,5.855491666
LINC01346,4.1787066835,4.0956119785,4.3093472825,4.3936099255
LINC01348,6.321525884,6.617572134,6.758169195,6.194849153
LINC01350,3.83620492,3.598456902,4.119054105,4.516905302
LINC01352,4.2005786945,4.123599101,4.12614409,4.2075900985
LINC01354,3.270362544,2.870350619,3.056791255,3.468929381
LINC01355,5.6219520075,5.4902695465,5.9422734205,5.8484932915
LINC01356,5.631670966,5.686710553,5.390079542,5.315813472
LINC01359,5.981360456,5.918513435,6.21275541,5.946731062
LINC01360,3.587287091,3.602264852,3.752016189,3.599789899
LINC01361,3.6038302905,3.155294676,3.533291556,3.350509695
LINC01362,4.744878469,5.216565061,4.270018637,4.831447936
LINC01364,4.148311359,3.713088104,4.510833965,3.930530005
LINC01365,5.768816306,5.615221965,5.634115672,5.755270159
LINC01366,5.1897340625,5.4543379815,5.32257343,5.7042412635
LINC01393,3.442771251,3.427141223,3.281664413,3.674684991
LINC01395,3.854604596,3.77841971,3.488349409,3.261796863
LINC01398,4.937916888,5.453940783,5.164879695,5.067797168
LINC01410,4.5106226975,4.0362196795,4.547379163,4.7595648215
LINC01416,4.078319782,3.781143276,3.758498169,3.579426172
LINC01419,2.997979816,3.105115411,3.4934559,2.916476048
LINC01424,3.941716655,3.781902436,4.49508547,4.102096718
LINC01425,6.250841886,6.418066361,6.279530492,6.382693013
LINC01426,4.193247361,4.076662719,3.610540664,7.765730868
LINC01428,5.139108978,4.495563077,5.184379634,5.237826406
LINC01431,4.988054761,4.712638767,5.171573803,5.038922416
LINC01432,3.970662241,4.848731711,4.117312593,4.142404167
LINC01442,4.435486092,4.729707258,4.106361403,4.65886532
LINC01448,3.829064608,3.602264852,4.041060999,4.586096083
LINC01449,4.389763038,4.434587721,4.900278046,4.007918816
LINC01465,4.241953141,4.169122561,3.857696812,4.383792001
LINC01467,4.25669586,4.231858746,4.496755902,4.119033392
LINC01477,4.891516106,4.765919313,4.842315687,4.98425119
LINC01482,5.249958807,5.6907606755,5.7100152185,6.0982485205
LINC01487,4.190219736,3.439799308,4.324620456,4.14641106
LINC01490,4.502312944,4.244294287,3.796811147,3.864866589
LINC01492,3.394298119,2.936545876,3.289666651,3.286467824
LINC01500,3.355152467,3.14918194,3.468169543,2.758048885
LINC01503,10.46004605,8.440306066,8.826321659,6.402993178
LINC01504,6.970209979,6.802853034,7.081732053,7.036372129
LINC01505,3.7650616945,3.9751672525,4.2626429615,4.2428758915
LINC01511,6.161922235,6.501286055,6.829403148,6.219909644
LINC01512,6.025852071,5.796617636,5.739873755,5.423350205
LINC01514,3.806034403,3.923976591,3.79180136,3.931521804
LINC01516,4.198504142,3.975031723,4.02514376,4.499703141
LINC01520,5.471433269,4.888286536,5.00457586,5.096189861
LINC01521,5.637497055,6.17787031,5.490651118,5.372496895
LINC01523,5.523684042,5.702304717,5.812369386,5.402809972
LINC01526,4.526386842,4.528931519,4.873359736,4.911533492
LINC01527,3.356422005,2.967935166,3.166875497,3.177595439
LINC01530,4.07891795,4.391601593,4.294003915,4.43469054
LINC01532,5.8100728525,6.0579040985,5.925596263,5.409758579
LINC01533,5.803393394,6.458765671,6.318893178,6.079683891
LINC01535,4.683976095,4.75360639,5.314923373,3.942079886
LINC01537,3.14964957,3.506370379,3.273907358,3.151374219
LINC01538,3.274373906,3.641928719,3.444205302,3.612767377
LINC01539,5.913579587,6.120477594,6.28182574,5.85812009
LINC01541,3.095183619,2.636002475,3.11537744,3.811925125
LINC01545,4.65371748,4.69412705,5.19258034,5.370443468
LINC01547,6.837933684,6.993620958,6.860846052,6.905309677
LINC01549,3.432946332,3.549956585,3.693005414,4.154695466
LINC01550,5.602289788,5.943501781,6.108241021,5.642803754
LINC01551,6.198983254,5.704270841,6.300208342,5.731212532
LINC01553,3.217835477,3.296689284,3.568102461,3.811925125
LINC01554,6.216195521,4.866378153,5.600633646,4.77164114
LINC01555,4.988054761,4.777205872,5.114567354,4.831447936
LINC01560,6.417595107,6.530380835,5.750152568,5.381931482
LINC01561,5.556813611,5.449196868,5.548076696,5.718433576
LINC01563,5.792403938,6.247848529,5.712185516,6.161914699
LINC01565,6.01288819,5.963701503,6.277786639,5.676671063
LINC01566,5.377133124,5.786556425,6.279397096,6.665559384
LINC01569,7.324827358,6.874452559,7.402252426,6.910045381
LINC01579,3.999376458,3.837580364,3.693212409,4.298006923
LINC01581,3.439475666,3.024097986,3.209502914,3.199564644
LINC01583,2.961002265,2.933772947,2.908594216,2.964635843
LINC01585,4.577755061,4.393822494,4.782452677,4.432257345
LINC01587,3.590465195,5.278777276,3.683897317,7.912162354
LINC01588,4.666437205,5.795677645,5.764820397,5.328362828
LINC01592,3.550473391,3.493487768,3.805022438,4.080322446
LINC01600,4.678631895,4.910818134,5.458829663,4.739635385
LINC01607,5.545965316,4.5675907995,4.814882219,5.3174786005
LINC01613,3.707083302,4.040668224,4.026808284,3.939777561
LINC01616,4.865500939,5.313243253,5.076318037,5.1131456
LINC01618,4.03090768,3.624384793,3.85944854,3.687421864
LINC01619,3.631029466,3.950794715,3.805672943,4.076266119
LINC01620,4.210987079,4.665771923,4.347126839,4.499703141
LINC01622,6.942901498,5.783128345,6.505395999,6.213808275
LINGO1-AS1,5.027843745,5.368967385,5.461912679,5.463360788
LINGO1-AS2,6.588933664,6.883238275,6.865630453,7.152865425
LIPC-AS1,4.198504142,3.869242489,4.508209289,4.71359693
LIPE-AS1,4.868679891,5.565894129,5.910267193,5.694771015
LMO7DN,4.436792412,4.466365172,4.384391806,4.208193156
LOH12CR2,6.934176135,6.091983663,6.873287904,6.900306759
LOXL1-AS1,6.962478475,6.63748945,6.755440092,6.573048266
LPAL2,4.8145830085,5.076353488,5.2827044895,5.0386989755
LPP-AS2,5.169952468,5.713584192,4.451916345,5.599237801
LRRC2-AS1,4.196229434,4.422284292,4.374793515,4.970143449
LRRC37A5P,3.915599276,4.525544095,4.063717616,3.831659508
LSAMP-AS1,5.568797092,5.726119616,6.103457023,5.457666421
LUNAR1,3.915599276,3.477582534,3.780583406,3.502405506
LURAP1L-AS1,3.820450791,3.79460785,3.915625192,3.902804925
LY86-AS1,3.514295746,3.46832078,3.45714308,3.740239005
LYRM4-AS1,6.033790589,6.100602013,6.843827597,5.769963227
LZTS1-AS1,5.03416612,4.721674386,5.315882185,4.953319704
MACROD2-AS1,3.781641127,4.906764785,4.047740494,4.148195232
MAFG-AS1,6.383501806,6.247848529,6.798664483,6.661748117
MAGI1-IT1,6.006524205,5.775168268,6.122650901,5.658959799
MAGI2-AS2,4.003652655,3.753218992,3.690955717,3.59202821
MAGI2-AS3,7.382735219,5.884127016,7.246995526,6.491922667
MALAT1,10.5887086,9.62078075,10.356271055,10.054250216
MAMDC2-AS1,4.024850691,4.3583158255,4.0242133625,3.7618066095
MAP3K14,7.455124402,8.752927562,7.259162521,7.771939948
MAP3K14-AS1,5.425995524,4.370186403,5.716645887,5.330269161
MAPK4,5.140318729,5.038666754,5.566938007,5.373275804
MAPKAPK5-AS1,7.520445593,7.7032949935,6.8577067115,7.738875448
MAPT-AS1,5.208066487,4.632173952,6.561338884,4.643562335
MATN1-AS1,4.5879459715,4.4424726055,4.4096513095,4.8443845925
MBNL1-AS1,6.535006636,6.5765281075,6.121768875,6.6656178075
MCF2L-AS1,6.236195127,5.137989953,5.930472545,5.428701964
MCHR2-AS1,3.932607264,4.094871711,4.30457847,4.1755338145
MCM3AP-AS1,3.963575733,4.422284292,3.569898354,4.499703141
MCM8-AS1,3.314984429,3.451055713,3.482434845,3.406273605
MCPH1-AS1,6.040525053,5.625990538,6.476788638,6.44533686
MDS2,5.500224038,5.823086324,5.5145771935,5.767330807
MED14OS,6.582943909,5.695180389,6.58426108,6.102663784
