,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6
TCGA-G3-AAV3-01A-11R-A37K-07,3.55606524174094,8.67742147320928,12.9774163752599,14.8267604351157,11.3457398191249,12.4377152386648
TCGA-DD-AAC9-01A-11R-A41C-07,3.55606524174094,6.72208931507979,13.5650991520812,11.2030492545492,11.3777909154664,13.6989226683867
TCGA-G3-AAV1-01A-11R-A38B-07,5.95000322848899,6.39089307743563,14.1814441372313,14.1289206174554,11.9699355851671,13.1989634956075
TCGA-G3-A7M5-01A-11R-A33R-07,4.02029156727631,4.83270509841419,12.6355436905523,13.125727508284,13.2796105107629,14.0731153742854
TCGA-CC-A9FW-01A-11R-A37K-07,3.55606524174094,7.04322320096026,13.4936380189754,12.9891051396403,10.5617788293311,13.3914838701183
TCGA-CC-A7IG-01A-11R-A33J-07,3.55606524174094,8.96448716321961,14.4246867375894,7.5536266287442,10.4118135521832,12.3053246819947
TCGA-DD-A4NV-01A-11R-A311-07,3.55606524174094,4.40638648975993,12.7983467099896,14.0071056888648,12.0295630220063,12.8028823739893
TCGA-DD-AACA-01A-11R-A41C-07,3.55606524174094,4.23493667189444,13.0989898762483,10.1331335198775,11.9736783789557,12.0241701703728
TCGA-DD-AADV-01A-11R-A39D-07,6.10388877264598,7.16599115372348,12.8493494423953,12.2886200612727,12.2137418838736,13.9925111781723
TCGA-KR-A7K7-01A-11R-A33J-07,4.57021845302417,7.33030762305824,14.472290014971,13.8435350815964,10.4218384104168,11.6225884547005
TCGA-DD-A4NH-01A-11R-A27V-07,6.22338975140668,11.7460532886978,13.9531555264046,8.97593061578115,10.3420194599694,12.7121274767131
TCGA-DD-AACD-01A-11R-A41C-07,3.55606524174094,6.72452207060846,14.8300710369716,15.1221320316508,11.9872248480875,12.1719788522441
TCGA-CC-A8HV-01A-11R-A36F-07,4.86517364859765,8.01599745455988,14.3017519004066,9.71689304834695,11.1384274722147,12.3444148976878
TCGA-FV-A3I1-01A-11R-A22L-07,6.67290428230635,8.86282303694564,14.1427867144085,10.2998541763494,10.9441116276279,14.369699094522
TCGA-FV-A23B-01A-11R-A16W-07,3.55606524174094,4.03460195373708,13.4550206030766,10.7944915899434,11.3140176115868,13.0605565888342
TCGA-G3-AAV4-01A-11R-A38B-07,3.96258711585138,4.61148952468176,12.3703121508118,12.9510009664268,13.0094082282468,13.0092437339615
TCGA-ED-A97K-01A-21R-A38B-07,4.01446330605837,13.3967778300933,14.2727294639929,10.9160592072111,10.7025087439364,10.6198332231764
TCGA-KR-A7K0-01A-12R-A33R-07,4.27709937843878,7.99408159016439,13.0663282363822,13.1751342265172,11.8344809865066,12.4397779765938
TCGA-CC-5258-01A-01R-A131-07,9.52069609893479,8.94123412411102,14.6460483685064,10.561853768541,9.91296130309515,12.6434433375481
TCGA-BC-A10W-01A-11R-A131-07,3.86637690294007,9.8166065642104,14.9414546894301,10.4933864047386,10.6398717125474,12.030612988866
TCGA-DD-AADO-01A-11R-A41C-07,3.55606524174094,5.63503528402172,14.4689098862578,12.3809621388247,10.3590529662434,13.0684182566594
TCGA-DD-A4NP-01A-11R-A28V-07,4.0764629598408,4.93578827334152,12.4684162274073,14.8223022164752,12.0551064892984,12.9532039322229
TCGA-2Y-A9H2-01A-12R-A38B-07,3.55606524174094,9.04092809156554,14.8148595516181,9.54029098541076,11.0976370415584,10.6397686353906
TCGA-DD-A3A3-01A-11R-A22L-07,4.64261082914959,8.79047652129745,15.2280638029661,14.4183633836726,10.5035684601958,13.6311504317189
TCGA-DD-A3A2-01A-11R-A213-07,3.55606524174094,3.55606524174094,12.5525346688459,15.1288359201944,11.2327772366587,15.4236061731914
TCGA-G3-A3CH-01A-11R-A22L-07,3.55606524174094,5.3552262157035,13.6248429229297,13.837212032229,12.3117138485137,13.7707802122153
TCGA-DD-A1EB-11A-11R-A131-07,3.55606524174094,5.47702647659774,13.0680731796876,15.1229811689481,12.3029019691053,15.1299131433648
TCGA-5R-AA1D-01A-11R-A38B-07,3.55606524174094,6.04972110270683,13.7074074091847,13.6875003450227,10.4928607771409,12.1826903926299
TCGA-DD-AAEI-01A-11R-A41C-07,3.55606524174094,7.20041244232982,13.8090710859476,12.219306542049,11.604430193122,13.3916037374729
TCGA-5R-AA1C-01A-11R-A41C-07,4.37912146836248,10.348346977787,13.2206270072028,13.6334374164944,12.2633642832396,12.8324781159785
TCGA-CC-A5UE-01A-11R-A28V-07,5.98555102624151,7.09018403313398,14.0941229072794,8.64880145231954,10.9108602776759,13.0336079007399
TCGA-EP-A2KB-01A-11R-A180-07,3.55606524174094,4.06608457556846,13.7281098642241,10.9852546103598,11.7549277238661,14.0888689006624
TCGA-DD-AAW3-01A-11R-A41C-07,3.55606524174094,4.37634554347152,13.5104849503416,11.3486757620149,12.7598313092532,14.0504872182034
TCGA-BC-4073-01B-02R-A131-07,4.78626858026529,9.06328505096472,14.0995389520225,11.6001647172513,10.4504334294864,11.5011655238828
TCGA-RC-A6M6-01A-11R-A32O-07,10.8778512114405,11.0824996671986,15.1317561268996,8.10434315756136,12.2497860459208,11.4851501718454
TCGA-BC-A5W4-01A-11R-A28V-07,3.55606524174094,4.86053389441759,12.8667322205106,14.8087664842548,13.0399861208574,14.3622307236661
TCGA-DD-A1EA-01A-11R-A131-07,3.55606524174094,8.53359067115982,12.7662320038125,12.8347100733604,12.0187210392458,11.5474658695449
