,TCGA.02.0001,TCGA.02.0003,TCGA.02.0006,TCGA.02.0007,TCGA.02.0009,TCGA.02.0010,TCGA.02.0011,TCGA.02.0014,TCGA.02.0021,TCGA.02.0024,TCGA.02.0027,TCGA.02.0028,TCGA.02.0033,TCGA.02.0034,TCGA.02.0037,TCGA.02.0038,TCGA.02.0043,TCGA.02.0046,TCGA.02.0047,TCGA.02.0052,TCGA.02.0054,TCGA.02.0055,TCGA.02.0057,TCGA.02.0058,TCGA.02.0060,TCGA.02.0064,TCGA.02.0069,TCGA.02.0071,TCGA.02.0074,TCGA.02.0075,TCGA.02.0080,TCGA.02.0083,TCGA.02.0085,TCGA.02.0086,TCGA.02.0089,TCGA.02.0099,TCGA.02.0102,TCGA.02.0107,TCGA.02.0113,TCGA.02.0114,TCGA.02.0115,TCGA.06.0122,TCGA.06.0124,TCGA.06.0125,TCGA.06.0126,TCGA.06.0128,TCGA.06.0129,TCGA.06.0130,TCGA.06.0132,TCGA.06.0133,TCGA.06.0137,TCGA.06.0138,TCGA.06.0139,TCGA.06.0143,TCGA.06.0145,TCGA.06.0147,TCGA.06.0148,TCGA.06.0154,TCGA.06.0156,TCGA.06.0157,TCGA.06.0158,TCGA.06.0166,TCGA.06.0168,TCGA.06.0171,TCGA.06.0173,TCGA.06.0174,TCGA.06.0176,TCGA.06.0178,TCGA.06.0184,TCGA.06.0185,TCGA.06.0187,TCGA.06.0188,TCGA.06.0189,TCGA.06.0190,TCGA.06.0195,TCGA.06.0197,TCGA.06.0208,TCGA.06.0210,TCGA.06.0211,TCGA.06.0214,TCGA.06.0219,TCGA.06.0221,TCGA.06.0237,TCGA.06.0241
DLG7,-0.46022,0.90554,-0.37153,-0.06885,0.54216,1.11606,-1.01038,2.45491,0.86971,0.90368,0.07073,1.41971,0.89805,-0.0921,0.547,0.56664,1.44404,1.33443,-0.13463,1.71763,0.54223,-0.03316,-0.97334,-2.26049,-1.72716,-0.9714,1.11643,0.67446,0.14815,0.27429,-1.76313,1.51081,0.00613,0.61334,-1.07477,-0.29881,-0.23765,-1.41722,-0.0515,2.15551,-1.46649,-0.72928,0.13796,0.75838,0.22415,-0.69566,1.29621,0.66144,-1.83249,-0.50993,-0.82415,-0.27783,-0.64801,-1.29255,-0.37209,-0.15284,-0.13706,0.14758,0.26029,0.40297,-0.06735,0.0222,0.05263,-0.17,0.65135,1.44986,1.6467,0.18152,-0.60903,-0.318,0.23,0.48296,0.10994,0.95799,0.66706,-0.48899,1.02866,-0.78917,0.70362,0.75927,0.19675,0.0791,-0.19727,0.43608
ANKRD15,0.59756,0.79389,-0.4436,0.42476,0.23627,0.41638,0.99365,-0.51996,0.96676,1.46077,0.04208,1.7261,-0.36216,-0.45602,-0.18399,0.34692,0.56291,1.18631,0.88936,-0.24007,-1.20228,-1.28719,0.01306,1.0118,0.98637,-0.98641,2.5,1.17981,1.42402,0.09489,0.38903,-0.66623,-0.55525,-0.71282,-0.95484,-1.17209,0.20891,-1.53365,1.00747,0.91823,-0.40417,-0.3609,-0.78238,0.974,0.12774,0.32258,1.00177,-0.68147,-0.78793,-0.61983,1.0571,0.04386,-1.54331,0.77106,-0.33468,-1.08202,-2.34753,-0.50835,-0.36119,-0.31929,0.34197,0.51535,-1.04658,-0.18595,-0.01197,0.31529,-1.08263,-1.59786,0.50021,-0.94518,-0.3261,0.06479,-0.68642,0.34406,-1.15569,-0.39182,-0.57299,-1.12632,-0.78348,0.14733,-1.29405,-1.91956,-0.8074,0.43544
TMEFF1,-0.11655,1.92426,0.67315,0.43588,-1.00393,1.69206,1.23186,1.90842,-0.75579,1.45156,0.76789,0.76538,-1.08676,-0.17922,-0.19993,0.08697,-0.8336,1.62762,0.39389,1.44715,-0.0981,-1.0091,0.69378,-0.34204,0.22783,-1.13427,1.60095,-0.20144,1.04798,-0.82337,-0.26978,-0.00544,0.66072,-0.95824,-0.49688,0.1013,0.00354,-1.20874,-1.3681,1.96118,0.38012,-0.34543,-0.87407,-0.2815,-0.69543,0.15023,1.46031,-1.53204,0.80305,-0.1627,-0.22631,0.01837,-1.2554,-0.29092,-0.9406,-0.74738,-0.89828,-0.58987,1.27247,0.26853,0.32639,1.15626,-0.01524,0.38536,1.39147,1.78997,-0.0336,0.84676,-0.46096,-0.14673,-0.38461,1.44298,-1.01869,-0.17572,1.19071,-1.20186,-0.69506,-0.49475,-0.28819,0.9041,0.24092,0.98557,-0.55568,0.94324
MYO5C,-0.45369,-0.66926,1.06132,1.35124,0.87182,-0.26328,-1.00747,-0.3933,0.49979,-0.52533,-0.47622,-0.80022,-0.62513,-1.34104,0.47554,1.49566,0.46969,-0.35644,-0.54707,-0.37233,-0.05302,-0.31329,1.25815,-0.70496,-1.03789,-0.46151,-0.23824,0.66819,-1.13545,-0.85313,-0.49859,-0.88641,0.25729,-0.77181,0.5256,1.65764,0.82008,0.77802,-0.99952,-1.53982,0.17131,-0.10414,-0.75104,2.01616,0.73067,-0.85676,-0.16788,-1.18303,-0.14675,0.69706,0.32848,0.61108,-1.26341,-0.86717,1.4645,-1.0519,-1.23484,-0.40684,-0.597,1.60752,1.84911,0.61796,1.85851,-0.3208,1.46967,-0.35435,0.06426,-1.53173,-0.47079,1.13728,0.39439,1.4985,0.52433,0.91055,-0.36974,-1.1578,-0.06416,-0.28032,0.63209,0.54552,-1.08953,-1.16846,-0.3695,-1.09187
RND3,0.25726,1.92239,1.29448,-0.763,-0.40647,1.22473,-0.79726,1.39532,-1.12301,-0.98294,0.75781,0.2049,1.63652,1.26305,1.05733,-0.02833,0.24198,1.35181,-0.11187,1.66898,2.30372,1.325,-0.43208,-1.14486,1.56942,-0.00686,-0.88267,0.80304,-0.23784,0.6188,-1.44487,0.74082,0.33199,0.51119,0.31107,0.61231,0.64195,1.86683,-1.54494,0.29482,0.18913,0.94081,1.1618,-0.23511,-1.23447,-0.85097,0.41482,0.54427,-0.35587,-0.3306,-0.7961,-0.40522,0.748,0.93283,-0.54285,-0.06833,0.20384,1.30949,0.29061,1.31848,-0.07759,-0.20894,0.14195,-1.50731,1.36986,1.56701,1.38982,0.50139,-0.12756,-0.91539,-0.17777,-0.13052,-0.01824,1.42276,-0.23662,1.09281,-1.08713,0.1942,-1.08962,-0.5115,-0.2677,0.85679,-0.64439,-0.47284
PLLP,-0.10752,0.80394,-0.18268,-1.17396,-0.60943,-0.12671,0.88657,-0.56319,-0.15866,-0.20575,-0.11227,-0.88012,-1.37798,-0.53812,-1.3041,1.29058,-0.92757,0.54914,0.19492,1.43326,-0.79149,-1.1021,1.32207,-0.65766,2.5,-0.71391,2.30849,0.24283,0.75179,-1.38519,-0.41639,-0.05246,1.43855,-0.62053,0.6293,-0.6753,-1.64822,0.53784,-0.64146,0.32785,1.04925,-0.32988,-0.87343,0.01018,0.53051,0.01849,-0.34931,-1.26382,1.23316,1.36826,0.283,0.34977,0.23929,0.76666,-0.45198,0.10897,-1.16686,-1.13103,-0.51758,-0.17393,1.38415,1.28561,0.04718,1.09598,0.33405,0.31706,-1.02451,0.42454,0.7677,0.25045,0.22448,0.77281,-0.96129,-0.55996,-0.37555,-1.11125,1.39037,-0.40972,-0.08365,1.07471,1.46976,0.20585,0.24731,1.68353
TRIM22,0.379,-0.09126,0.7597,-2.08142,0.50222,-1.95546,-0.90159,-2.16076,1.03101,-1.5878,0.19303,-0.59837,0.00915,-0.52967,-0.18361,0.1498,0.6713,0.9692,-0.39186,0.0113,0.79752,-0.06884,0.33033,-0.75326,-0.02887,1.07034,-0.5159,0.85429,-0.82051,0.6121,-1.04054,1.00272,0.61075,0.71747,1.22191,0.50291,0.81459,1.4255,0.34384,-2.48446,1.94554,1.42366,0.68083,-0.21831,0.57545,-0.16217,0.63644,1.706,0.73452,1.43562,-0.94499,0.44166,1.13388,0.691,1.23103,0.97326,-0.44519,0.58555,-0.04626,0.72932,1.18241,-0.3623,0.85212,0.29506,-0.05893,-0.83065,-1.05852,-0.91962,1.12844,0.40253,1.36893,0.63509,0.18988,1.08461,0.61663,0.50511,0.45421,-0.10174,-0.67845,0.86495,0.43181,0.0888,0.17988,-1.60499
NUSAP1,-0.68249,0.26995,-0.06212,1.14001,0.6242,1.3407,-0.67833,1.75009,0.66148,0.37909,-0.13087,1.46778,0.35261,-0.53379,0.03617,-0.43238,0.9518,0.91633,-0.38879,1.38877,-0.29427,-0.33388,-0.94058,-2.5,-0.83986,-1.4638,1.2833,0.31672,0.92719,0.00321,-1.44387,1.11305,-0.3004,0.3593,-0.69627,0.71601,-0.35573,-1.83981,-0.20674,1.71466,-1.2888,-0.66872,-0.90673,0.41511,0.88656,-0.1466,1.4625,0.55326,-2.09416,-0.34665,-0.73739,0.24497,-1.05664,-0.27645,-0.01506,-0.56682,-0.21634,-0.17547,0.95268,0.68865,0.17907,0.86809,0.87028,0.59545,0.81544,1.24839,1.30578,0.62868,-0.69436,-0.1806,0.43224,1.15145,-0.02055,-0.52356,1.43147,-0.97546,0.94678,-0.51058,0.76223,0.44489,0.8765,0.39763,-0.18939,1.56391
GNAI1,-0.53472,1.18418,1.07051,-1.55647,-1.71671,1.25352,1.39438,0.99362,0.24669,0.97125,-1.06174,1.17582,1.22158,0.59925,-0.7804,-0.0286,-0.18365,1.38711,0.49118,1.3119,0.04107,0.5134,0.80946,0.66563,0.43924,0.51966,1.12174,0.40502,2.04486,-1.24752,1.43716,-0.1165,1.11594,-0.6049,-0.39962,0.60537,-0.22522,-0.31605,-1.53415,1.02968,0.27128,0.30678,0.70764,-0.87269,-0.08334,0.70706,1.34117,-0.26216,1.4619,-0.6506,-0.76627,0.26112,0.69183,0.19226,-1.95919,-0.05901,-1.396,-1.36052,0.2284,0.32298,0.11253,1.015,0.31958,1.02543,0.80875,1.7002,1.352,0.52361,0.47226,-1.03329,-1.19788,0.64408,-0.69949,0.22418,0.21051,-0.91481,0.33227,-0.08834,-0.71897,1.27115,0.4183,0.77126,-0.89736,1.70959
PCDH9,0.0382,0.56832,-0.37623,-1.7096,1.62868,-0.82522,0.30582,-1.32486,0.3043,0.40762,1.02229,0.2755,-0.6872,-1.4269,0.95862,0.91586,-0.00278,0.45816,0.01143,-1.53078,-0.89582,-0.68252,0.99136,-0.25231,1.20197,0.23002,-0.91837,1.31526,-0.44264,0.08455,-0.64212,-0.67073,0.5148,1.00776,0.40666,-0.41968,0.86599,0.16423,-0.51411,-1.59583,0.68949,0.25642,0.65263,-0.2319,0.88947,-1.40272,-0.76927,-2.5,0.74931,0.48891,0.53842,0.22899,-0.71893,-0.36702,1.87193,-0.8081,-0.17717,0.17054,-0.54198,-0.01956,0.89517,-0.04748,1.82628,0.58398,0.65537,-0.01849,-2.1609,-1.97871,0.77144,0.83726,0.59434,0.41048,-0.78016,-0.16826,-0.33429,-1.06242,0.34136,0.63358,0.38123,1.45985,-0.27889,-1.16871,0.04302,-0.28003
NCALD,-0.71545,1.82705,0.45952,-0.05507,0.74391,1.23177,1.09515,-0.35737,0.57925,0.11016,-0.41912,0.18496,-2.03256,-0.32882,1.19535,1.00747,0.15763,1.6768,1.3853,-0.26596,-0.10237,-1.19869,-0.02114,0.03495,1.04785,-1.15094,1.6165,1.14293,0.62598,-0.35041,0.18573,1.4796,0.28517,-1.6551,0.73875,0.72429,2.00439,-0.96742,-1.04385,1.08838,-0.48201,-0.07768,-0.73121,0.1459,1.06748,0.41719,0.38408,-1.48756,0.27254,0.57185,0.37067,1.22525,-1.76266,-0.45121,0.56889,-1.42437,0.11067,-0.59965,0.78645,1.06461,0.20965,0.5155,0.02007,0.05716,0.82038,1.70911,-1.17354,-0.11407,-0.06261,0.05731,0.71466,0.41102,-1.34697,-1.10572,0.5939,-1.84649,0.44694,-0.24855,0.12701,0.74537,0.58879,0.78875,0.77408,-0.66757
ALCAM,-0.12876,0.89163,0.32215,-0.10675,-0.2946,1.48502,1.55065,1.65144,-1.69521,0.88662,-0.05638,0.69299,0.16707,-0.10806,-1.52203,-0.96545,-0.80602,0.82556,1.19694,0.8118,-1.69437,0.11682,-0.26708,0.92853,0.73185,-0.07122,1.72801,0.05526,1.63997,-1.44267,1.52653,-0.92934,0.5123,0.17521,0.0023,-0.09491,-1.06328,0.05634,-0.26273,1.19711,0.54007,0.17676,-1.22122,0.32926,0.07195,1.23792,1.982,-0.15697,0.4905,0.44374,-1.96161,0.1041,0.3359,0.90389,0.19644,0.19795,-2.40923,-0.86118,0.72213,-0.28254,0.29354,0.64177,-0.19687,0.75839,-0.48698,0.77301,-0.32749,1.83143,0.25881,-0.25327,-0.04996,1.20799,-0.93249,-0.36433,-0.24732,-0.96083,0.01696,-0.27741,-1.45723,0.38525,0.36618,0.78939,0.25348,0.90811
MLC1,0.4732,-0.04061,-0.14164,-0.43069,1.37201,-1.51549,-0.25781,-1.89806,1.30475,-0.93483,0.38144,0.73309,0.47275,-0.22107,1.13659,1.47147,0.11825,0.32513,0.083,-0.40969,0.51189,-1.68701,1.14348,0.2431,-2.3308,0.37141,-1.05391,0.6006,-0.38358,0.29338,0.68388,0.52651,0.58054,0.15114,0.97344,-0.16939,0.5606,0.25295,1.03971,-0.95454,1.0055,0.30927,0.40762,1.14645,0.97651,-0.38804,-0.9297,-2.5,0.09678,0.82781,1.48558,0.45447,-1.35949,0.29569,0.34945,-0.62785,0.54565,0.24744,-0.27803,1.20099,0.15619,-0.08952,0.53408,0.21978,0.07998,-0.53767,-1.54845,-1.14423,0.43165,-0.18192,0.80058,0.61636,-0.59188,0.42619,-1.12511,-1.07126,0.41137,-0.6587,0.24497,0.2026,-0.8809,-1.98107,-0.1762,-1.71898
PDLIM4,1.25369,0.2006,-0.33557,0.64483,-1.21217,-1.37071,-1.3676,-1.19808,-0.34343,1.54923,1.55595,-1.28475,1.26542,0.09928,0.21793,-0.16727,0.09961,-1.17219,-1.28023,0.4506,1.79003,1.12077,0.33381,-1.09007,-1.20591,-0.9374,0.14682,0.69038,0.35776,0.71704,-1.28632,1.0878,-0.09519,1.88661,-1.10122,0.85943,0.24038,0.75029,0.81904,-1.27318,1.21494,0.39223,1.21009,-0.82371,-1.37047,-1.39002,-1.35996,0.23173,-0.63597,-1.13641,-0.55631,-0.25359,0.06158,0.56034,0.47713,0.11952,0.87428,-1.05483,-0.43448,0.22963,-1.29641,0.31504,0.51131,0.07093,0.66257,-0.73149,1.0459,-1.0121,0.45871,-0.96952,-0.41829,-0.20677,0.19464,1.36597,-0.09439,0.89696,-0.06673,0.67822,0.32868,-0.9499,0.7332,-1.07654,0.39174,-1.05834
ITGA6,1.01187,-0.04303,1.52987,1.4001,-0.27798,-1.72382,-0.05711,-2.30157,0.48476,-0.79899,-0.47383,-1.38389,-0.90502,-0.83949,0.09515,1.50651,-0.36171,0.18219,0.79837,0.07384,1.34837,-1.55258,1.78935,0.45426,-0.68157,-1.17298,-0.5385,1.10419,-0.62664,-0.89986,-0.2034,-0.0657,-0.012,-0.92893,0.97791,1.66856,0.43146,0.36831,0.39128,-0.75164,0.89671,-0.47129,-0.30224,0.82803,-0.03588,-0.97142,-1.04411,-0.4254,0.6066,1.28899,-0.07106,0.09438,0.11252,-0.28101,1.07995,0.13512,-0.56174,-1.21134,0.05461,1.27203,1.41912,-0.54126,1.20681,-0.07092,1.26566,0.3781,-0.37831,-1.05437,-0.29515,0.14332,1.27039,1.28515,0.29701,-0.03539,-1.07921,-0.42076,0.77509,0.20874,-0.35425,0.58954,0.607,-1.72894,0.875,-1.39815
HRASLS3,1.3203,0.00338,0.81365,0.59623,0.02386,-1.98318,0.22751,-2.5,-0.26779,-1.43892,0.18406,-0.85357,0.62122,0.38878,-0.35861,0.78504,-0.09138,-0.33516,0.60511,0.31483,2.24761,-0.037,1.63485,0.82801,0.25028,0.13934,-2.22663,0.12697,-0.40742,-0.03383,-1.67802,-0.24946,1.22898,0.42758,0.99391,1.21254,-0.67105,0.90953,0.076,-1.60396,1.09045,-0.08233,0.38437,-0.4122,-0.59332,-2.22038,-0.74729,-0.28796,0.50363,1.25831,0.24869,-0.36824,0.40725,0.00813,0.47275,0.57116,0.32409,0.59114,-0.34203,-0.76282,0.33587,0.16744,0.56471,0.54606,0.51475,-1.39529,0.58691,-1.06149,0.44288,-0.03473,0.37081,0.41083,0.10888,-0.27122,0.09758,0.70371,-0.43938,0.36065,-0.85775,0.62799,0.7772,-1.15575,-0.03804,-0.83534
PPIC,0.11177,0.16887,1.00585,1.86782,0.3111,-1.36403,-0.99868,-2.20682,0.86486,-1.86833,-0.73965,-0.27044,0.98092,1.46881,0.42268,1.34625,0.52117,-0.51229,-0.47012,0.28893,1.29644,1.6095,0.832,-2.18698,-1.57159,0.89024,-0.04097,0.49791,-0.36661,0.32276,-1.4278,0.44635,1.01687,0.85494,0.43007,1.76252,0.71127,1.03632,1.60933,-1.39495,0.68465,0.25059,0.41509,0.94869,-0.14234,-0.09447,-1.05735,2.05648,-0.03499,0.54988,0.10238,0.18086,1.0124,-0.25307,1.48062,0.62308,0.25175,0.48587,-0.1045,0.3521,0.68157,-0.09594,0.80404,-0.02698,0.20513,-0.7681,1.17913,-0.98923,0.01844,-0.30479,0.04335,0.24363,1.27442,0.49123,0.44543,0.75635,1.01577,-0.02019,-0.17873,-0.16768,0.92377,-1.08974,-0.2852,-0.91811
CASP4,0.20899,-0.1941,0.82981,0.05933,0.03429,-1.79824,-1.15632,-1.9225,0.23611,-1.79978,-0.0664,-0.94272,1.3325,1.34561,0.82781,0.89978,0.72417,-0.4823,0.30419,0.71546,0.18691,1.2539,-0.14343,-1.15749,-0.31861,1.66839,-0.85669,0.64332,-1.08792,0.68971,-1.74633,0.77693,0.22883,0.21088,0.89469,0.93955,-1.12897,0.80379,-1.33531,-1.67597,-0.24759,0.8531,1.16114,-0.87661,-0.15087,-0.52672,-0.36421,1.3019,0.64879,0.66655,-1.68991,0.15467,2.40484,0.60751,0.89263,1.79585,0.02729,1.11777,1.0452,-0.03922,-0.25719,-0.13066,-0.21537,0.34253,0.02315,-0.29349,0.82537,0.12164,0.19553,0.0585,0.83438,0.06174,1.16899,0.52954,-0.69712,1.88168,0.39876,0.55749,0.09902,0.38436,0.31442,-0.32189,0.20252,-0.45029
RTP4,1.1601,-0.66213,0.23064,-0.20112,0.05782,-1.91136,-1.15789,-1.83999,0.56995,-1.49529,-0.59497,-1.79618,0.39446,-0.14134,-1.27691,0.54876,0.3351,-0.58743,-0.05418,0.65971,1.25828,-0.74418,0.33001,0.52601,0.02457,0.18534,-1.44969,-0.31297,-0.86117,-0.25691,-1.14286,1.26387,0.21133,-0.22941,-0.23016,-0.04229,-0.65502,0.68362,-0.05678,-0.7702,2.5,1.8484,-0.45172,-1.25126,-0.37418,-0.0481,0.83525,1.57237,0.41803,1.54079,-0.63386,-0.22909,1.19008,-0.09777,2.02233,1.54061,-1.01772,-0.12066,0.03047,-0.75649,0.0937,-0.35223,0.58888,0.0741,-0.67405,-0.9393,-0.60407,-0.03845,0.88873,0.58616,1.3168,-0.32869,0.07481,-0.21694,0.07823,1.04061,0.04117,-0.70446,-0.88945,0.5934,0.57874,0.37803,0.77271,-0.96436
SLC16A7,-0.15989,0.79287,0.36218,0.85363,-1.97198,0.04341,0.99705,0.34283,-1.23825,0.82617,-0.48991,0.56406,1.36393,1.32391,0.55041,-0.33411,-0.20839,0.57138,0.79329,0.03565,1.28147,0.61593,-0.43484,0.23123,2.5,0.10386,1.31892,-0.59355,0.68288,-0.3215,0.80863,0.30783,0.09023,0.29987,-0.88547,0.90608,-0.18138,0.57144,0.92428,0.31313,-0.72063,0.28603,0.06544,-1.25761,-0.92441,1.14816,-0.65831,-0.15005,0.6614,-0.3014,-1.19804,-0.17247,0.91354,0.54332,-1.16285,0.19677,1.17313,0.26928,0.27626,0.83281,-0.50509,0.25861,1.48965,0.44005,0.11419,-0.12219,0.67251,2.5,-1.22884,-0.94794,-1.32862,0.66763,0.52634,0.12421,0.8116,0.98122,-1.35908,-0.4602,-1.13722,-0.64699,0.42072,-0.19731,-1.05591,0.12125
FXYD6,-0.42644,0.79479,-0.29713,-0.10176,0.35773,0.51457,1.4412,0.51424,0.25086,0.35981,0.14507,0.41994,-2.5,-0.44139,0.2754,0.4191,0.54662,1.01078,0.83416,0.18397,-1.10577,-2.23493,-0.23621,0.56938,1.12161,-1.14872,0.70108,0.20475,1.23204,-0.99528,1.20757,0.71361,0.01537,-0.41325,0.29,-0.55733,1.05717,-1.62147,-2.5,1.46673,-0.76789,-0.07059,-0.49465,0.30837,0.51019,0.80119,0.94484,-2.5,0.32596,0.10678,0.14947,0.30673,-1.71396,0.29568,0.18134,-0.89443,0.15533,-0.2792,0.84723,0.42001,0.52238,0.09228,-0.09498,0.16408,-0.28871,0.62751,-1.19354,0.74068,-0.40261,0.08185,0.27405,0.44275,-0.41794,-0.68946,0.23329,-1.64001,0.73091,-0.16288,0.61654,0.43138,-0.31338,0.22267,0.51322,0.88241
IFI6,1.08418,0.22026,0.22829,-0.33398,0.17974,-1.60503,0.78252,-1.36255,1.22122,-1.1265,-0.00369,-1.6132,0.03622,-0.08702,-0.58779,-0.083,1.12097,1.36954,-0.15216,0.96461,1.62065,0.62371,0.18463,-0.31762,0.43653,0.07892,-1.77338,-0.8265,-1.04514,-0.80592,-1.38247,1.69782,-0.23928,-0.08525,0.69709,-0.2276,-0.30898,0.43044,0.89674,-0.06239,2.21846,1.4925,-0.44973,-1.34125,0.14035,0.64974,1.84289,1.1102,0.02559,1.4726,-0.84201,0.26032,-0.43202,-0.65726,1.69654,0.8317,-1.19408,0.31412,-0.19609,0.50251,1.3211,-0.8273,-0.34233,-0.92057,-1.06637,0.14865,0.07022,-0.07276,0.46476,0.55084,1.34052,-0.32536,0.02745,-0.20585,0.21544,0.84708,0.56623,-0.91601,-0.82992,1.21323,1.19698,0.70862,1.32159,0.2052
IQGAP2,0.43415,1.00987,1.20944,2.07247,1.82883,0.08768,-0.16405,-1.49398,-0.2834,-0.65529,-0.60555,2.04283,-0.29096,-0.14687,0.73576,0.71327,-1.14126,1.45955,0.27379,-0.5635,0.42699,-0.51836,0.04161,-1.23334,-0.10779,0.9137,-0.77989,1.51696,0.05412,1.56686,-1.99981,0.26783,-0.24812,1.55982,-0.05393,1.55056,1.95965,0.72202,0.29296,0.56773,-0.9833,-0.43363,-0.27452,-0.19174,0.31034,0.46753,1.52189,0.29889,-0.6889,-0.72271,0.43392,0.51947,0.61887,-0.28023,0.83937,0.50093,0.44753,-0.28791,-0.01751,0.20339,1.76292,-1.23937,0.68991,-0.69144,1.51693,-0.2877,0.46029,-1.50469,0.38346,-0.75252,0.11633,0.42462,0.66287,0.35683,1.58003,-0.05937,-0.29332,-0.07445,0.16673,0.12755,-0.03779,-1.01981,0.1623,-1.88634
FAM70A,0.6647,1.32267,0.62185,0.57193,2.11248,0.12388,1.25894,0.29689,1.34144,1.08355,-0.18445,-1.02792,-0.54723,-0.29485,1.12819,1.42201,0.60211,1.10837,1.31092,-0.8671,-0.16809,-2.5,-0.12145,0.0713,1.0101,-0.07018,-1.38339,1.06712,0.51426,0.74374,-0.01308,-0.68976,-0.93201,0.42541,0.25562,-0.4095,1.19193,0.21336,0.48884,0.97694,-1.04762,1.10346,-0.45527,0.51981,0.78903,0.57957,0.92701,-1.00661,-0.43791,0.07052,-0.33777,0.70709,-0.83653,1.02649,-1.19789,-0.64431,-0.46658,-1.17386,0.24238,0.69716,1.36972,-0.38949,0.5635,1.0584,1.83649,0.73499,-0.49536,-0.68011,0.7635,-0.40097,0.34738,1.06238,-0.78168,-0.26306,-1.41478,0.57993,-0.06348,0.51158,0.97984,1.53148,-0.32583,-1.14973,0.4582,0.5245
GPC4,-1.02174,0.84982,1.00886,0.08808,0.40105,-0.46779,-0.08557,-1.79649,-0.28969,-0.55897,-0.00041,0.63635,1.86387,-0.11227,1.08751,0.1805,-0.34872,-0.86425,-0.70161,-0.55538,-0.91567,2.00959,-0.6544,2.29338,-0.91507,0.38715,-1.0247,0.18472,-0.33554,1.74012,0.07984,0.76074,0.46893,1.10943,0.40459,1.7916,0.09616,0.35607,-1.69134,-0.51441,-0.43252,0.27833,0.50766,0.92831,-0.52524,-1.42121,-0.84026,0.76125,-0.7814,-1.13964,1.0514,0.00014,-0.14185,0.42129,0.65549,0.04198,-0.09539,0.15181,-0.91368,-0.48339,0.27557,0.25887,-0.00278,-0.57678,-0.02217,0.07564,2.4564,-1.19369,-1.03835,0.29812,0.39989,-0.40164,0.22543,0.79559,-0.66841,0.56146,-0.33359,0.67126,0.09116,-1.13745,-1.56754,-1.59783,-0.93079,-1.25189
KBTBD11,-0.48487,0.67016,0.66751,0.2264,-0.6541,-0.26095,0.86164,0.0487,0.73106,1.25973,-0.33887,0.2923,-2.26655,-0.45308,0.83971,1.19737,-0.09394,1.39915,0.24926,-1.2442,-0.89271,-1.64641,0.98055,0.70141,0.8157,-0.67592,-0.14807,1.02771,-0.06151,0.41157,0.33459,-0.98584,0.14474,-1.58601,-0.10859,-0.16678,0.74339,0.13649,-1.64797,-1.26185,0.18591,0.00199,0.09051,-0.11256,0.1064,-0.70558,0.14293,-2.37115,0.7983,-0.11048,1.37286,0.76671,-1.37804,0.66115,1.47935,-0.28467,-0.76566,0.29707,-0.32578,-0.04394,0.65635,0.33012,0.71865,-0.44623,1.10867,0.66476,-1.67208,-1.76827,-0.2901,0.53581,0.58706,1.55201,-0.92892,-0.85468,-0.47166,-1.50395,-0.5175,0.60569,-0.79088,0.77893,-0.94927,-1.55239,-0.86704,0.02735
SUSD4,0.42089,1.48852,0.83206,-0.5046,-1.91834,-0.19589,0.6719,-0.7824,-1.52269,0.6935,0.36575,-0.18466,0.13135,0.21916,-0.68071,-1.4869,-0.69388,0.57331,1.6762,0.21691,0.62995,-0.93732,-0.58296,1.10028,0.97879,-1.29726,0.62215,-0.86978,0.11826,-0.7933,0.34745,-0.26014,-0.00583,-1.07068,-0.01811,0.75165,0.84311,0.73678,0.07069,-0.37834,-0.00832,-1.43805,-2.02579,-1.13582,-0.6362,0.47106,0.12626,-0.12909,0.65583,0.18832,-0.78071,0.62684,-1.97169,0.5898,1.54904,-1.78419,-1.85439,-1.1269,-0.06112,0.90947,-0.09782,1.38422,1.48315,1.01761,-0.85295,0.74634,-0.66044,0.07948,-0.04987,-1.03432,1.08508,1.2426,0.26455,-1.00787,-0.29704,0.37541,0.30642,0.19703,-0.21623,-0.16017,-0.17698,-0.4227,0.84645,1.31709
MYO1B,0.62552,-0.23264,0.31062,-0.54518,-0.57884,0.78489,0.55846,-0.64141,1.36937,0.29872,1.67903,-0.21709,0.12374,1.5994,0.15702,1.63676,-1.53186,-0.64767,1.12993,0.98093,0.5721,0.80386,0.72277,-1.61786,0.43505,2.3627,0.82186,1.52743,0.52021,0.55607,-0.22966,1.10056,1.12326,1.1729,-0.24676,1.01753,0.72374,0.97972,-0.32677,-0.48555,-0.05405,-0.69904,0.31686,0.90047,0.57815,-0.60683,-1.71392,1.97961,-0.42669,-1.71554,-0.46075,0.51283,1.19881,0.3999,0.29639,0.70304,0.07884,0.64245,-0.55018,0.40167,0.25054,0.71615,-0.39235,-0.49817,-0.11982,0.21334,1.82885,-1.23036,-0.22864,-0.60628,0.12901,0.8739,0.95729,0.7228,-1.44957,-0.91354,-0.1067,-1.28756,0.02768,-0.01701,-0.75177,-1.57331,-0.7466,-0.38622
