,TCGA.02.0001,TCGA.02.0003,TCGA.02.0006,TCGA.02.0007,TCGA.02.0009,TCGA.02.0010,TCGA.02.0011,TCGA.02.0014,TCGA.02.0021,TCGA.02.0024,TCGA.02.0027,TCGA.02.0028,TCGA.02.0033,TCGA.02.0034,TCGA.02.0037,TCGA.02.0038,TCGA.02.0043,TCGA.02.0046,TCGA.02.0047,TCGA.02.0052,TCGA.02.0054,TCGA.02.0055,TCGA.02.0057,TCGA.02.0058,TCGA.02.0060,TCGA.02.0064,TCGA.02.0069,TCGA.02.0071,TCGA.02.0074,TCGA.02.0075,TCGA.02.0080,TCGA.02.0083,TCGA.02.0085,TCGA.02.0086,TCGA.02.0089,TCGA.02.0099,TCGA.02.0102,TCGA.02.0107,TCGA.02.0113,TCGA.02.0114,TCGA.02.0115,TCGA.06.0122,TCGA.06.0124,TCGA.06.0125,TCGA.06.0126,TCGA.06.0128,TCGA.06.0129,TCGA.06.0130,TCGA.06.0132,TCGA.06.0133,TCGA.06.0137,TCGA.06.0138,TCGA.06.0139,TCGA.06.0143,TCGA.06.0145,TCGA.06.0147,TCGA.06.0148,TCGA.06.0154,TCGA.06.0156,TCGA.06.0157,TCGA.06.0158,TCGA.06.0166,TCGA.06.0168,TCGA.06.0171,TCGA.06.0173,TCGA.06.0174,TCGA.06.0176,TCGA.06.0178,TCGA.06.0184,TCGA.06.0185,TCGA.06.0187,TCGA.06.0188,TCGA.06.0189,TCGA.06.0190,TCGA.06.0195,TCGA.06.0197,TCGA.06.0208,TCGA.06.0210,TCGA.06.0211,TCGA.06.0214,TCGA.06.0219,TCGA.06.0221,TCGA.06.0237,TCGA.06.0241
KCNIP1,1.54241,1.23391,1.02044,-2.25441,1.66437,-0.22182,0.52991,-0.95528,1.38757,0.93587,1.25567,1.12218,-2.07937,-0.83904,0.17813,0.82523,-0.17793,0.78494,-0.23663,-0.86168,0.17143,-1.58353,0.23559,0.5732,0.25778,-1.61375,-0.76946,0.90303,-1.74014,-0.11454,-0.20446,0.34752,-0.23129,0.95552,-0.07553,-1.76162,-0.2329,-1.26143,1.00892,-0.79189,2.06841,-0.91727,-1.11668,1.28587,1.2436,-1.17916,-0.18996,-2.19756,-0.08768,-0.58745,1.58964,0.60866,-1.60313,1.00154,2.13588,-1.52321,-0.50774,-0.38434,-1.06391,1.08618,0.07226,0.4561,-0.56696,1.52228,0.19133,0.88805,-2.18583,-1.71074,0.18917,0.40772,0.62112,0.26895,-1.01251,-0.12968,-0.29544,-0.4407,1.66842,1.79391,0.91974,0.50911,-0.95493,-1.48919,-0.03144,1.45645
CNTN1,-0.32284,1.76402,-0.42635,-1.08813,0.23538,1.49526,1.76984,2.36763,-0.96301,1.87364,-0.20783,1.50918,-1.58244,-0.95065,-0.37332,-0.14965,-2.15941,0.9221,1.9016,-0.17406,-1.25327,-0.61965,-0.26063,1.98169,0.91947,-1.15599,0.2027,0.09739,1.6311,-0.46348,1.12402,-0.49692,0.21683,-0.38275,0.39347,1.23569,-0.41846,0.34982,-0.58932,2.10931,0.82877,-0.75563,-0.72604,1.13998,0.6302,0.51568,2.08094,-0.15492,1.03107,0.92085,-0.13023,0.594,-1.14708,0.97779,-1.58831,-1.53411,-1.99152,-1.75407,1.10008,1.72489,0.60026,0.92564,0.48128,0.37763,-0.2646,1.20594,-1.24875,0.28783,0.43415,0.152,0.88485,2.19582,-1.53661,-0.59146,-0.44138,-1.75703,0.76048,-1.01952,-1.05222,0.8914,-0.37878,-0.10553,0.42443,0.90978
AKAP12,-0.28904,-1.44263,0.86876,-0.8544,-0.15989,-0.39886,0.96394,-1.01516,-0.94714,0.49505,-0.03957,-0.82573,1.21545,-0.19814,1.60983,0.42826,2.39317,-0.28312,-0.18905,-1.31499,0.63936,0.76965,0.1317,-1.93708,0.86073,0.22454,0.55668,1.43457,-0.15679,2.33842,-2.08362,1.13175,-0.34505,0.01986,0.13681,-0.62337,1.31199,-0.15699,-1.74948,-0.69301,0.03897,0.18125,1.44878,1.28883,-0.11411,-0.72765,-0.76573,-0.86253,-1.16222,-2.5,1.80512,-0.96744,-0.78251,1.62682,0.69699,0.18755,1.829,0.74238,-0.44084,-0.58309,0.75616,0.07013,0.80022,-0.67273,0.40777,0.62168,-0.08905,-2.5,-0.80058,-0.78625,-0.38893,0.95063,0.23428,1.27217,-0.86744,0.85907,-1.36209,1.39161,-0.81769,-0.67354,-0.86417,-2.04436,-2.29075,-0.77575
EBI2,-0.00892,-0.46786,1.06385,-1.86704,-0.18264,-1.35483,-1.46502,-1.82177,-1.27168,-1.56622,1.51445,-0.95244,1.98188,1.48247,1.7126,0.71841,0.73686,0.86219,1.2577,1.19643,0.36923,2.5,0.0241,0.38843,0.4243,0.49535,-1.33424,1.12499,-0.18874,0.32668,-1.19667,-0.61451,0.78697,2.07999,0.59737,0.08255,-0.91808,2.5,-1.01461,-1.61348,-1.02498,0.62404,1.84961,-0.89017,-1.13391,0.57829,0.02656,1.17238,0.80461,0.71132,-0.65191,0.64731,1.70279,0.52892,0.24674,1.02129,-1.11514,1.70484,0.32702,-0.42722,1.1506,-0.5037,0.7117,-0.05799,-0.31384,-1.17211,0.88609,-0.32175,0.20251,-0.46929,-0.30141,-0.07957,0.64771,1.50228,0.00622,2.18584,0.44125,0.92244,-1.44806,0.47174,-0.99458,-0.73008,-0.46211,-0.55416
C20orf103,0.46118,1.16829,1.50868,1.97271,0.05841,-0.97808,-0.03667,-1.83217,0.56961,-0.12836,0.89664,0.41327,-1.15402,-0.8004,-0.07035,0.01101,1.03616,0.54749,0.55591,0.93416,1.58157,0.09563,-1.66953,2.05924,0.49076,-1.34826,-0.04177,-1.24918,-0.89775,-0.93794,0.63876,0.58112,1.23745,-0.23082,1.32678,2.5,-0.77628,0.63744,2.5,-1.20739,0.85178,-0.64143,0.49816,1.25868,-0.35829,-0.36713,-0.76731,0.68543,1.92438,1.2203,2.5,0.20451,-1.03239,-0.65033,-0.51235,-0.26452,-0.91986,1.11649,0.05681,1.10438,-0.20578,0.57371,1.22349,0.93849,0.26842,1.29218,-1.44905,0.90685,-0.81862,-0.15555,-2.06569,-0.01343,-0.7594,0.22341,1.79379,-2.26357,0.2224,-1.09449,0.3804,0.19278,2.04386,0.87102,1.0144,-0.04614
ACTN1,-0.12994,-0.20987,0.99221,0.78296,-0.04408,-1.23368,-1.16176,-2.16576,0.32639,-0.86564,-0.84129,-0.53589,1.77148,0.79557,1.36185,0.81212,0.28267,0.53525,-0.40573,-0.49152,0.42885,0.49438,0.65106,-2.5,-1.06297,2.20405,-2.00438,1.27911,-0.37185,1.31468,-2.18282,-0.10338,0.93852,-0.28283,1.3057,0.84811,1.49605,0.7978,-1.55674,-0.7407,0.13187,1.42362,1.07896,0.81922,0.24411,-0.98915,-1.5967,0.28774,-0.22385,-2.0781,-0.19556,-1.12564,0.17047,0.4115,-0.29083,0.74996,1.32292,1.18353,-0.68124,0.08966,1.46046,-0.43849,1.61137,-1.0198,0.6073,-0.35993,1.00052,-2.01792,0.58815,-0.01617,0.71425,-1.16474,0.36309,0.76689,-1.28705,1.20666,-1.2356,0.16739,0.01399,-0.70456,-1.81654,-1.2287,-1.77822,-1.75723
GAL,2.01476,-0.1301,2.5,-1.04203,-0.59457,0.24205,-0.03853,0.98172,-0.42669,-0.14263,0.52301,-0.80158,2.5,2.5,-0.00053,-0.44391,-0.97388,-0.53046,1.67032,2.5,-0.27061,0.35925,-1.04517,-0.64722,-0.27244,-0.27277,-0.42023,-0.35273,-0.74205,-0.36719,-0.99933,1.38512,-0.85323,2.17937,-0.36376,-0.42027,-0.96303,-0.3326,-1.14197,0.09381,-0.70118,-1.17579,0.63355,-0.60215,-0.28666,0.7289,-0.8743,0.09258,-0.26674,-0.74003,-0.23142,0.18485,-0.48635,1.66653,-1.05266,0.33881,2.08505,2.13719,0.6476,-1.02315,-0.91718,-0.66653,0.07863,-0.64217,-0.87284,-0.60149,0.14995,0.60944,-0.21884,-0.53245,2.5,-0.45634,-0.50918,-0.49022,-0.93062,1.32585,-0.73847,1.885,-0.48085,-0.82377,-0.14093,-0.30055,-0.63233,0.87844
HPCAL4,0.64092,1.05174,-0.54398,-1.13212,-0.45343,-0.57575,1.26089,0.0661,-1.19398,2.11876,0.36367,-1.53089,-1.287,-0.192,-0.78605,0.06231,-1.33533,0.38821,1.94294,-0.14117,-1.11152,0.01539,-1.04177,1.58648,1.51869,-1.39001,-0.98985,-0.89973,-0.78605,-1.37068,-0.08257,0.08868,1.15969,-1.16412,1.58152,-0.90539,-0.5084,-0.50506,-0.61822,-1.34196,1.56954,-0.67621,-0.55019,-0.93914,0.23664,0.9247,0.21462,-1.07132,2.5,1.98956,0.77051,0.47877,-1.11274,-1.06012,-1.09793,-1.2817,-1.15293,-1.03017,1.82505,0.86272,1.40707,0.05876,2.04728,1.19403,0.37103,-0.01016,-1.09749,0.05066,-0.39248,0.35158,-0.43328,1.88262,-0.78071,-1.19473,2.3734,-0.93024,1.12892,-0.57054,-0.30501,0.01543,1.11361,1.07596,0.63604,0.37207
NDRG1,-0.95489,-1.10964,0.4539,0.66244,-0.92482,-1.37479,-0.11954,-1.96218,-1.35893,0.10265,-0.79745,-0.80558,0.92605,1.31946,2.14537,0.79243,1.54109,-0.08329,1.32473,-0.98557,-1.86774,0.49544,1.20158,-0.66958,1.53059,0.53387,-0.48269,0.83294,-0.5326,1.73703,-1.10784,0.7561,-0.1052,0.29076,0.41765,0.09156,-0.52616,1.41525,-0.72655,-1.32053,0.26257,1.7575,1.68412,0.51971,-1.07583,-1.43683,-1.41657,-1.15133,0.14978,-1.85543,1.14767,-0.42285,0.34026,1.54526,-1.67374,0.7231,1.40777,1.30096,0.38036,-1.25876,0.26574,0.36206,-0.15868,-0.6963,0.1231,-0.32522,0.45705,-2.38425,-0.13958,-0.107,0.61354,0.02966,-0.47275,1.2142,-1.73719,0.09817,-1.11571,1.82503,-1.74628,0.39584,-0.37376,-1.81366,-2.2344,0.00469
PIK3C2B,-0.31213,0.18618,-0.38777,0.72253,0.00107,0.72228,0.31584,2.20313,-0.17627,0.49851,0.31384,1.55976,-1.17297,-0.6537,-1.3716,-0.36404,-0.30686,1.17802,-0.18619,-0.35722,-0.8755,-2.03527,1.38853,-1.03075,1.44677,-0.42158,1.2629,1.25266,0.98958,-1.24952,-0.40334,-1.33256,0.20179,-0.60476,-0.50644,-0.07235,-0.33489,-0.4922,0.3643,0.2932,-0.24661,-0.36198,-0.92143,-0.26253,0.02921,-0.0747,0.67228,-0.87672,0.32835,-0.34785,0.4176,-0.33524,-0.30056,2.5,1.14291,0.26696,-0.7323,-0.52289,0.05228,2.5,0.18833,0.34771,-0.19194,-0.61622,0.11222,0.48337,-1.13558,-0.42512,-0.32552,0.01141,-0.01683,0.37947,-0.39819,-0.80941,-0.31686,-1.40307,-0.30545,1.74005,0.23762,0.95428,-0.3298,-0.88142,-0.20415,1.22042
PTGS2,-0.63173,-0.80764,0.65903,0.10415,-0.52338,-0.28474,-0.86063,0.77874,-0.23604,-1.22664,0.14052,-1.1771,2.5,1.35989,1.29428,0.12985,0.354,0.85953,-0.24691,0.75545,-1.07934,2.35184,-0.15579,0.99569,-0.35212,0.54707,-1.62373,0.8083,-0.68198,0.67565,-1.34413,-0.57786,0.80413,1.64643,-0.31993,-0.09054,0.15378,0.46394,-1.26116,-0.76106,-0.12047,-0.18936,1.97106,-0.20349,-0.91482,-0.09161,-0.47266,-0.48592,1.34083,-0.64418,-1.23226,0.71546,1.53159,2.14889,-0.57208,0.62163,0.01499,0.98559,1.49162,-1.089,0.11017,1.50753,2.5,-0.89085,0.02192,0.08647,1.64556,-0.61049,-0.18862,-0.60503,1.9454,-0.0987,0.27904,2.5,-0.53299,2.15914,-0.37669,1.86776,-1.13239,0.73359,-0.67753,-0.63682,-1.31703,-0.56959
COL4A2,-0.15832,-0.06267,0.03234,-0.69593,0.05274,-0.20995,-0.20959,-1.00722,1.72284,-0.07477,-0.09025,0.99454,-0.4022,1.14759,1.48165,1.35435,0.73314,0.13328,1.09712,0.16888,0.55196,-0.46602,1.1197,-2.5,0.4625,2.36711,-0.05343,1.75874,0.46717,0.92587,-0.38046,-0.888,0.38872,0.519,-0.16978,0.36506,1.26768,0.81062,-0.98899,-0.6887,-0.532,0.3868,1.36889,1.04838,0.61199,-1.01082,-2.35029,-0.24352,-0.7277,-2.5,0.74712,0.31699,0.72735,0.86082,0.72302,1.97384,1.00156,0.99248,-0.385,0.5629,0.56149,0.04062,0.28688,-0.5041,0.46605,0.55344,0.66219,-1.75605,0.10184,-0.68452,0.43024,1.19598,1.63038,1.4731,-2.5,-0.54552,-0.859,0.30502,0.1406,0.35113,-1.66484,-2.5,-1.21345,-0.0279
GUCY1A3,-0.89423,0.83737,0.34186,-0.3295,-0.96977,-0.9402,0.26927,-0.94058,-0.14328,-0.3984,-0.62223,-1.01666,-0.0109,2.5,-0.00478,1.03711,-1.58408,-0.56463,1.4765,0.97648,-0.13223,0.31886,1.16401,-0.35159,0.36949,2.18498,2.5,0.42597,0.9945,1.17585,-1.128,-1.19861,2.0695,-0.11316,0.00639,1.26013,1.76268,1.51302,-1.82495,-1.30513,-0.09192,-0.25746,-0.63408,-0.41271,-0.9081,0.59116,0.09787,2.5,1.02361,-0.03899,-0.80706,-0.27143,0.84993,-0.58297,-0.84135,2.08958,-0.1386,0.23148,1.69697,0.62328,0.13936,1.70717,1.28374,-0.44084,0.12109,-0.03166,1.78895,-0.01689,1.34744,-0.53694,-0.65318,0.47337,1.40813,1.58586,0.38134,-1.15051,0.11268,-1.2855,-0.35727,0.51973,-0.22313,-0.27709,0.40332,-0.67914
SCG5,-0.89386,0.91573,1.08726,-0.52174,0.6044,-0.12556,-0.44528,0.35147,0.5283,-0.38668,0.63492,-2.5,0.7626,-1.12021,-0.63779,-0.1472,-0.89039,-0.12845,0.21402,1.01948,-1.80927,-0.20166,-0.04127,-1.12647,0.89049,0.36113,-0.63484,-0.00223,0.80336,0.58742,-2.5,0.75086,0.60228,1.35943,0.71467,1.37461,-0.01948,-0.46551,0.06627,-1.11071,1.39916,-0.2232,-0.80325,-0.39982,0.32062,0.80222,-0.33301,-0.56894,1.21212,0.89287,0.9293,0.51149,0.2645,0.16957,1.96218,-0.51773,-0.36527,0.18926,0.61362,0.91521,0.12761,-0.2519,0.11612,0.71657,-0.16944,0.19416,-1.64801,0.68183,1.17084,0.20202,-0.94161,-1.10021,-0.51569,0.44653,1.35834,0.97683,1.87924,1.40867,0.85818,-0.77117,0.84261,0.62119,-0.04528,0.00212
EPHB1,-0.96707,0.65391,0.32051,0.24566,-1.18336,1.28364,1.83944,1.44837,-0.24239,0.95598,-0.83164,1.55642,-1.59253,-0.06332,0.09381,-0.52315,-1.53554,1.51299,2.25501,1.18221,0.83719,-1.27925,0.05891,1.46151,-0.70124,-1.44339,1.78224,-0.01593,2.5,-1.84239,1.29337,-0.72407,-0.57056,-0.92886,-0.56237,-0.45258,0.28319,-1.23369,-1.25346,1.13548,-0.13354,0.50905,-2.30972,0.29285,-1.07235,1.36746,1.73435,-1.61064,-0.2421,-0.50805,1.20771,0.12424,-0.93147,0.31759,-2.08985,-0.53607,-0.5871,0.09319,1.36308,-0.12731,-0.04036,1.30962,-0.56533,0.79911,-0.14623,0.94463,0.17454,1.53218,-0.3306,-0.6788,-1.43733,1.90028,-0.92733,-0.59151,0.35664,-1.50366,0.31715,-0.86231,-1.08059,-0.04376,-0.79263,0.13153,0.74973,0.61655
C9orf61,-0.84229,0.14393,0.4481,1.49133,0.79856,-1.22071,-1.81832,-1.44954,-0.56151,-0.68176,-0.53192,-0.92382,-1.02024,-0.2202,0.77622,1.31823,-0.81641,-0.14552,0.85646,-0.57599,0.79785,-1.93153,1.36388,2.5,-0.41845,-0.39763,-0.86404,0.57293,-0.60278,-0.95232,1.72826,-0.73022,-0.04099,-0.87928,1.31784,1.20747,0.5185,0.43722,1.15178,-1.35052,1.08742,-0.9206,-1.04205,0.40522,0.14454,0.06768,-1.2609,-2.5,0.09569,1.62555,0.74769,1.16258,-1.69236,0.02877,1.40671,-1.28412,-1.49863,-0.82072,0.304,1.74429,1.98022,-0.44109,1.45863,0.18551,0.49456,-0.39697,-1.72561,-0.74846,0.1467,1.06354,0.99274,2.5,-0.64737,-0.67845,0.54912,-0.40765,1.21936,-0.75433,-0.48707,0.7084,0.3525,-0.9198,1.51116,-0.44956
PIR,1.00589,-0.11957,0.63887,0.62673,-1.13185,-1.27526,-0.33942,-2.23278,-0.5913,0.43294,0.12376,-2.03955,0.00017,0.75889,-0.24229,0.78302,-2.39558,-0.13721,-1.65958,-0.05174,2.23933,0.64502,0.89496,-1.66879,0.80394,0.43944,-1.5545,-1.05068,-0.55292,-0.49015,-1.17088,1.66648,0.44336,1.41695,1.1401,1.59839,-1.03043,0.77044,2.5,-0.74031,1.59657,-1.25489,-1.26501,-2.5,-0.90453,-2.4038,-1.19235,-0.1552,1.01201,1.31127,-0.91059,0.61964,0.771,-0.24336,-0.17794,-0.56021,0.35636,-0.09408,0.86643,-0.63207,-0.52929,1.16735,-0.26266,0.37165,1.55263,0.40284,1.66738,-0.61992,-0.53546,-0.20989,0.83694,1.9836,0.2796,-0.38258,-0.23612,-0.03606,0.88879,-0.06849,-0.93257,0.2584,0.02539,-0.76744,0.71809,-0.44444
FKBP5,0.75377,1.08712,0.51647,-0.69283,1.92395,-1.25261,0.50173,-1.63677,1.16456,-0.07736,0.72379,-1.9064,1.0505,1.02478,0.67669,-0.51056,-1.58174,0.87994,0.44455,-0.01002,1.48001,1.44471,0.64808,-0.62604,0.82112,1.22919,-0.524,0.80284,0.52652,1.70444,-0.66184,-0.44956,1.27487,0.99789,-0.16414,1.01347,-0.83512,1.56393,0.57997,-2.5,0.66367,-0.55292,-0.53051,-0.07234,0.49286,-2.5,-0.74306,-0.19664,0.65705,-1.02881,0.63721,-0.07108,0.82655,-0.44283,-0.965,0.94076,1.037,0.69692,0.62406,-1.41628,-1.78057,-1.10926,0.83652,0.89108,-0.23172,0.02237,0.43189,-2.5,1.02779,0.11229,0.70556,0.73641,0.41283,0.74233,-1.9553,1.07113,0.51036,-0.29014,-0.69009,-0.29229,-2.06537,-1.07759,-1.87101,-0.51121
DPYD,0.58707,-0.75637,1.08349,1.1359,0.3305,-2.18799,-0.79716,-2.5,-0.0502,-1.19537,-0.16425,-1.94683,1.88478,0.68248,0.56263,0.41883,-1.38629,-0.23785,0.24744,-0.15174,0.37115,1.33415,0.48038,-1.29979,-0.93799,1.47845,-1.28198,1.11316,-0.54332,1.41344,-2.5,-1.42634,0.3043,1.19215,0.93745,0.6299,0.74925,1.10521,0.95832,-1.69687,0.17489,0.98235,1.54298,0.37362,-0.64908,-1.21038,-0.62039,1.29547,0.80454,-0.73709,-0.25134,-0.32561,1.78549,0.39642,0.77729,1.05128,0.61841,1.4809,0.62977,0.14682,0.19223,0.63602,1.66421,-0.0645,0.49237,-0.37807,1.39707,-1.38885,1.52641,0.14244,0.98096,0.49376,1.16427,1.51415,-0.27524,1.98345,0.08997,0.52069,-1.55328,0.82135,-0.05162,-0.39164,-1.16155,-0.75794
FBLN5,0.23297,1.08702,2.34649,-0.53736,0.06404,0.31394,-2.00322,-1.96732,0.06252,-0.46196,0.0527,-2.20095,0.59955,1.27539,1.41538,0.80374,0.03985,1.48715,1.26073,0.4269,0.15953,-0.16901,0.17804,-1.40779,-1.66832,0.72083,0.59035,1.5909,-0.42251,-0.20664,-2.17713,-0.46507,1.23413,-1.15001,0.9194,1.10753,2.07836,0.59599,-1.98759,-0.36925,0.0729,1.49311,0.29226,0.57337,0.02425,-1.69867,-1.87072,-0.75623,0.59589,-0.98608,0.40507,0.5007,0.64508,1.24653,0.4395,0.9465,1.08371,1.43535,-0.03126,0.54536,1.89474,-0.75515,2.31807,-0.36187,0.36065,-0.13528,-1.0008,-1.60466,-0.77288,1.01248,0.38807,-1.21202,-0.12605,0.4263,-0.30394,0.58539,-0.51581,0.75995,-0.05037,1.19805,-1.19869,0.65865,-1.55181,-1.497
ADAMTS3,-0.51649,0.64561,0.93972,0.18062,-0.05896,-1.31771,-0.30845,-1.34289,1.44056,2.5,-0.26332,-1.60203,-0.17848,-0.61498,1.07655,0.35357,2.1216,1.60796,-1.29991,-0.43219,0.75966,-0.58561,0.05223,-0.91792,-0.85448,0.52936,1.3537,2.03155,-0.81006,-0.17812,-1.49577,-0.81545,0.17352,-0.72123,1.18856,1.99499,2.49743,-0.7715,0.01033,-1.44694,0.25956,0.22327,0.2427,0.8407,0.40951,-1.40495,-2.08575,0.20638,-0.5142,-1.00953,0.57502,0.23798,-0.81598,-1.42289,2.24756,-0.1136,-1.19644,-0.55829,0.82917,1.36289,2.14162,0.76186,0.69001,-0.00389,0.19544,-0.45618,0.12495,-0.54297,-1.19623,0.90038,0.15746,0.046,-0.00306,0.29064,-0.28484,-0.72948,0.0541,1.96402,2.5,0.66487,-0.54021,-0.92841,-0.50383,-1.19732
MELK,0.15969,1.21338,-0.03079,0.95064,0.68417,1.66644,0.04917,2.07768,0.78714,0.19863,-0.99084,1.35657,1.28023,0.60913,0.35862,0.57675,1.60686,1.30136,0.02193,1.66385,0.57698,0.34967,-1.60528,-2.5,-1.2738,-1.28337,1.78447,0.74657,0.57784,0.42009,-2.37476,1.45483,-0.23445,-0.42225,-1.69057,-0.37744,-0.43799,-1.86205,-0.10795,1.00921,-1.4393,-1.12434,-0.05028,0.4108,0.58809,-0.43717,1.68209,1.13547,-2.37784,-0.735,-1.00339,0.03814,-1.03916,-0.43778,-0.11988,-0.36496,-0.36082,-0.35079,0.1805,0.57946,0.30331,0.02957,1.1159,0.73968,1.00957,1.53649,2.45605,0.26251,-0.86068,-0.15267,-0.5039,1.11944,0.71008,0.52926,1.63514,0.07993,-0.33817,-1.30061,0.09661,0.50386,0.69992,-0.09285,0.19102,2.01005
C1RL,0.81105,-0.25933,1.04546,0.94543,0.94342,-2.037,-0.82344,-2.23137,0.14984,-1.0886,0.21393,-2.31337,1.41525,1.04216,1.30731,0.51589,0.30593,0.47253,-0.58709,-0.62547,-0.85268,0.54673,0.83094,-1.67803,-1.7071,2.10255,-1.20932,1.41445,0.19542,0.48213,-1.81408,-0.31382,1.04616,0.98049,1.52433,1.01592,1.72764,1.60009,-1.08409,-2.09443,-0.18259,1.47162,1.56897,0.35967,-0.08476,-1.12643,-1.63691,0.46346,0.26764,-0.59434,-0.63402,-0.31484,1.07433,1.25368,0.58237,0.5118,0.95818,0.54903,0.43386,0.0686,0.47047,-0.18828,1.28761,-0.38883,-0.98814,-1.4016,0.00487,-1.52948,1.06031,-0.42412,1.95257,-0.08801,-0.19395,0.55358,-1.64537,0.41716,-1.6124,0.4181,-0.38584,0.03205,-1.0542,-0.9775,-0.9195,-1.01877
SNAI2,-0.68167,0.85411,1.28111,1.23499,-0.34405,-1.46154,-0.70777,-0.22622,1.66973,-1.02524,-0.37566,-0.72763,1.09131,2.5,1.45317,0.93674,-0.35239,0.36811,0.54572,0.26286,1.32761,2.5,0.46788,-1.59413,-0.53385,1.73111,1.50892,1.14664,0.88594,2.00711,-1.35629,-0.26149,2.30813,-0.15118,0.31618,0.59985,1.81645,1.22523,-1.06161,-0.14455,-0.66552,0.00311,2.06196,1.20915,0.33713,0.79418,-0.00039,2.5,-0.10743,-0.48625,-0.18801,1.00432,2.27879,0.42647,0.39333,1.6463,0.51971,1.00085,0.04686,0.05981,0.34148,0.25168,-0.12679,-0.25387,0.42631,0.66701,2.38607,-0.27452,0.5149,-0.92894,-0.297,-0.04196,1.59034,1.99948,-0.78494,-0.79752,-0.19423,0.39751,-0.03132,1.02055,-0.46037,-1.5452,-0.71892,-0.67219
NKX2.2,-1.12333,1.15934,0.52338,-0.14817,-0.30394,1.79187,1.34567,2.35024,-0.01115,2.48373,0.36073,1.3684,-0.51163,-0.04214,0.74112,-0.61985,1.0722,1.15281,0.73,0.79483,-1.3664,-1.15132,0.98029,-0.27768,0.09178,-0.53805,2.5,0.53902,1.98274,-1.80139,0.53117,0.53363,-0.1278,0.51617,-0.97155,0.20249,-1.54847,-0.7219,-1.33069,1.80483,-0.06248,-0.00451,-0.34078,-0.82595,0.5372,0.46721,1.17452,-2.5,-0.4775,-1.11569,0.14679,0.54564,-1.18313,0.66973,0.22529,-1.25142,-0.57692,0.07224,0.79608,0.16177,0.92508,1.93011,-0.68157,0.66817,0.93349,1.88357,-2.5,0.59944,-0.35888,-0.31438,-0.00792,1.02138,-0.90945,0.00929,-0.07166,-1.27631,-0.10128,-0.45056,0.22087,0.56469,-0.18099,-0.57153,0.44127,2.17232
AEBP1,0.52557,-0.51637,0.76353,1.57569,0.94495,-0.64386,0.09473,-2.17898,0.69165,-0.5669,-0.14405,-0.94643,-0.51224,1.98973,0.12624,0.51118,0.51609,0.52381,0.47495,-0.41557,1.63484,0.54398,0.15325,-0.9052,-1.65046,1.42465,-0.66721,1.03252,0.57351,-0.34167,-1.94366,-0.22197,0.8742,-1.0263,1.02973,0.86496,1.31682,1.45166,-2.35355,-2.16969,-0.50559,1.40634,0.42398,0.62732,-0.1821,-2.5,-2.5,1.40807,-0.38484,0.58618,0.6187,-0.04558,-0.39583,1.3721,0.0837,0.36283,1.11419,0.28963,0.39451,0.8881,0.81795,-0.71685,0.20257,0.06233,0.23174,-0.44234,0.80682,-1.89004,-0.60444,0.79614,0.20004,0.41815,-0.20671,-0.13065,-1.23584,-0.27184,-1.52542,0.8565,-0.17814,0.08039,-1.42203,-2.5,0.7609,-0.05148
CHIC2,-0.78685,-0.07268,0.06222,0.79626,-0.46665,-0.24399,0.08883,2.5,-0.31022,2.5,-0.59815,-0.30773,-0.43629,-0.40725,0.1579,0.27868,-0.41711,-0.36444,-0.23237,0.24469,-0.37352,0.74371,-0.53118,-0.69782,-0.74716,-0.32922,2.11178,-0.33394,2.5,-0.37542,-0.7854,0.17697,-0.45881,-0.27348,-0.06786,0.57152,-0.46945,0.01621,-0.22113,0.39611,-0.03231,-0.58874,-0.54852,-0.2589,-1.31951,0.10584,0.02556,0.01694,-0.67291,-0.25386,-0.44651,0.02005,0.17607,1.34679,-0.14771,-0.47024,-0.71351,-0.37283,1.50106,-0.47077,-0.25595,0.72126,-0.4332,0.02274,1.06419,2.5,-0.7067,0.06027,-0.78172,-0.59629,-0.15665,0.04727,-0.33655,-0.17861,0.90077,-0.1157,0.1328,1.0022,0.68591,2.01424,-0.32154,1.23861,0.39286,2.5
CDK4,0.00252,2.42133,1.86274,0.16023,-0.56336,0.23787,0.02878,0.66996,0.0633,0.53707,-0.65777,0.40476,-0.26217,-0.4041,-0.35876,-0.13018,-0.42473,2.46516,-0.28183,0.5688,0.34323,-0.45342,-0.8448,-0.68154,1.2547,-0.6948,0.46405,-0.92973,2.39995,-1.01087,-0.38203,0.20811,-0.44293,-0.06378,-0.49671,2.5,2.5,0.23027,-0.49664,0.54799,-0.3606,-0.69624,-0.65888,-0.47512,-0.68093,2.18289,2.5,0.26861,-0.89866,-0.68964,-0.70663,2.5,-0.8256,-0.7995,1.41312,-0.64014,-0.69695,-0.46945,0.01221,2.35588,-0.64197,-0.00133,-0.59274,-0.33359,2.5,2.5,-0.07715,2.174,-0.8685,-0.23085,-0.26842,-0.49013,-0.90253,-0.52749,-0.51354,-0.38392,-0.42887,-0.52512,0.20536,0.09659,0.26675,1.31528,-0.11492,0.23366
