,ALKBH5,CARM1,COPRS,CTCF,DNMT1,FTO,HELLS,IGF2BP1,IGF2BP2,IGF2BP3,METTL14,METTL3,PRDM4,PRMT1,PRMT2,PRMT5,PRMT6,PRMT7,UHRF1,UHRF2,USP7,YTHDF1,YTHDF2,YTHDF3,ZNF445,CTL
TCGA-FW-A3TV-06A-11R-A239-07,113.434027967092,40.7188094328893,125.311679809623,65.0062815497658,22.6312054993042,26.741106937899,2.57726845821011,0.110432287230225,103.012284451993,10.315489912311,19.71688665688,29.7534322696234,57.0430475493097,60.4642625573388,128.567912299406,112.801366459428,16.2143035938224,17.0230828477081,3.57359048419756,23.6745875693717,79.3496463733975,73.3393721663735,87.7735713953684,89.5989655739913,5.61895769732226,14.0822596717421
TCGA-EE-A29P-06A-11R-A18T-07,196.753345593292,58.9470221789777,108.513936125026,62.4105150782345,64.8313200173106,14.7355225404487,4.21601586527159,0.159694849712527,48.1603817474438,1.60861488429966,20.3009507471339,24.3900022807869,41.4317313706405,106.567807557271,98.8973441378651,62.9853459535843,36.9945335627127,14.1950303240564,14.053484550326,8.34202091822237,82.883847849693,107.835187303145,128.407821220127,55.4117990725165,7.3066325102745,123.621474877658
TCGA-ER-A195-06A-11R-A18U-07,124.59921362642,70.1978398510559,99.5325191778308,94.5582202603456,90.2636532140501,28.6634549616344,14.2795111205235,23.6527811366998,55.6984140130413,14.4606895582564,17.4001712134262,23.5954847746151,39.2645526482998,126.17648444333,80.1600628776037,70.5614771624316,43.3559508543854,18.5363630211958,54.4951156599354,10.620897297992,74.0562645064601,91.8132732934091,114.799714292033,55.6540164363214,14.543433985778,71.741997143604
TCGA-BF-AAP0-06A-11R-A39D-07,158.36794751104,59.4939132593049,121.338219348402,46.658704029875,44.3536999805519,17.1442741638701,4.8295103687635,0.121955254624296,16.5470849970069,2.94830854962214,8.11355489778265,27.3515105317515,26.3738836694357,106.262992955933,73.800611295681,56.9213772103186,25.5790561323488,21.0382826351113,17.0955067483637,8.51830002897852,54.9077839470156,91.6553382850693,113.132918592723,33.6328220060236,3.55688804484765,88.6723754012834
TCGA-DA-A1IB-06A-11R-A18S-07,100.258754048233,32.8050823614786,58.9081496536133,59.541183888904,44.0319400439029,12.6824227331491,6.75168112758499,0.0966102525034624,21.2272807557452,1.9867241597001,12.4032024996496,21.8629928694179,26.4225270257979,73.8944431422051,34.4467002776682,33.4146854438018,25.9748972272289,15.1597437099056,12.3274051806834,15.202963096399,55.5230125592781,47.9486169852826,94.4429003949132,37.5541122481389,5.3151996310117,88.856685756423
TCGA-EE-A2GE-06A-11R-A18T-07,121.349784347782,51.0726918344235,89.19199165512,55.5999464253219,43.2904101322568,16.9388724401063,2.92229450052087,0.190846702598773,22.1797630231531,8.84308226642786,11.1991410015892,15.7623599751736,30.579574973926,84.4243283622656,61.8705126552897,44.2576754316533,23.3173477521693,13.3961017669956,10.434709567663,8.96928458249726,54.9091727886232,63.010346184273,70.7924334744109,35.2426686017379,7.93813225772512,80.2589936370385
TCGA-EB-A85J-01A-12R-A352-07,124.197900416402,66.3703065716412,98.5485826560085,39.0245503683015,42.3598885873216,8.28348579594008,7.10111139961415,0.197777139321956,21.2273678038602,0.185214189498512,11.6939852780371,16.6583953060076,31.4903891216063,121.252285326806,60.3059667712128,67.8115174650826,21.2912773296791,12.9446467283311,14.1083636810399,7.02288629907458,61.1613590674783,110.357109865596,95.7614268521926,45.0655948112941,4.75180626416042,80.859744876714
TCGA-EE-A2MC-06A-12R-A18S-07,117.985333898612,89.6609033699814,58.6442413098682,64.8588916558833,80.6370903067202,17.9006395695359,7.29704595344817,61.9372691502227,198.939409563721,16.5328083607023,14.0984106231875,40.1101050578636,60.8806912106221,139.380585134105,47.8503126721537,85.8436670903452,41.5469840223179,14.7116866453115,52.5217343908965,45.1994661340278,97.1102650229554,110.716348099049,93.4497462733687,57.3392427979432,10.4234847403905,108.807129308806
TCGA-GN-A263-01A-11R-A18T-07,74.4044838128608,10.9540115752221,287.408901778736,43.0546841264915,10.3648658701134,13.7447856484566,10.0422636090651,0.0925454321941322,53.9050811115452,1.92593062344181,17.8678424089464,17.7988142909982,66.7448084034011,30.8379951763936,39.5845208741629,24.6390623906196,19.1915579016232,7.02150332908452,4.38747691151945,18.7445837796082,57.5349910541317,81.5500853782751,179.298435901848,64.0450463262459,5.86009224283987,9.28339618643301
TCGA-BF-AAP4-01A-11R-A40A-07,99.2468206120538,59.5034268054917,151.753319948125,78.3832928863832,67.0919278065004,16.0709488424648,5.25238759299724,0.37698679938769,39.6670283877902,5.71881462013976,17.2323091407814,21.9243107949799,36.0677936852158,97.6260884217711,79.1319779024841,96.9157106949281,30.7053141624104,27.6963840123543,25.0579750241424,12.3955192022889,68.965358773091,128.972423543119,286.902722819785,63.2897150885607,5.38103998543846,79.9250240914439
TCGA-D3-A8GE-06A-11R-A37K-07,177.967099372658,55.4975494046605,94.8897294762993,72.1487330819067,35.8438870638586,27.8156179910498,3.88129000033707,0.0737569575831689,29.5132507577626,0.0888066787043449,12.3365444411085,32.6009006132976,40.9095640218224,98.7780923241375,89.6179293545079,58.8379296068356,50.6906779405605,13.6476622782599,5.10907958294232,17.5769358664494,54.6738742775475,80.3688604972367,80.6300896974828,50.0509666781497,13.5118583362719,29.795635124875
TCGA-D3-A2J9-06A-11R-A18T-07,132.986611446797,45.5259528035867,106.544027073828,74.6991804797901,49.2275248676428,16.4473091094512,6.70047331394058,0.0723172717916537,56.065770979014,4.39021088627136,13.8023739305476,27.1276481507183,30.9274233254633,68.4087020171342,62.3704492277895,47.5744687300916,27.8671031530198,17.2612858382714,10.2925594169028,13.990739461964,64.0956391244158,112.006972709719,104.858287752647,36.1808896205898,6.77075200256865,227.829074086672
TCGA-D3-A51J-06A-11R-A266-07,106.617448344252,56.7040766469277,109.308199985119,58.341310275883,65.1381239051377,20.292528185335,5.89357667100783,0.0309343500253909,25.5745263643844,1.69677781248262,11.5389768902901,22.3383389251312,16.088709695959,98.7202910360704,99.8566442545543,30.9048811980257,28.8674719014437,60.4646360854903,13.3496826784,7.81225662413659,50.8029669567942,99.9806088062239,201.003532594805,77.2234462940462,9.09453953309518,104.657092447346
TCGA-ER-A19Q-06A-11R-A18U-07,161.414221687981,44.1972773895402,133.345156705242,72.3624936425232,55.2413966175828,17.5797845966974,7.0224974659413,0.019591414099224,16.9601237515062,1.80324338251427,10.7407800780309,23.041513975865,30.1975516884709,100.640100223552,68.611556199143,88.2082069111785,29.0381128879959,20.1263907554521,14.0014816544904,5.97919200379018,65.8459741109089,80.6422705097357,135.86684769269,73.0955638847748,7.89959093459106,32.7177647262245
TCGA-EE-A2ML-06A-11R-A18S-07,148.466938095847,67.7581677408097,130.721426550037,76.4092139251456,36.8517221045726,21.072206588983,4.92143015144364,0.00807479132644565,143.875485865053,0.285190700076554,17.4611313989188,28.1284492754875,59.5570576883605,88.0614888268232,114.45589186686,83.7365945305223,36.8891038763305,20.9119004338453,5.36102581575867,8.89105512217046,77.5129121180253,92.1811255178074,133.402271591709,60.9144753332834,9.85604357996848,34.9206827122598
TCGA-FS-A1ZH-06A-11R-A18T-07,149.862978789552,63.5886210592056,72.1187462081713,88.3274820979295,57.6720209434751,24.581441879666,6.89296315926588,2.48907132261533,109.369618305665,0.973369446951658,17.0017538135458,36.8403638559611,32.8718588948716,121.914202776132,89.5273499503921,57.3656259124603,55.0499272930288,15.7927052059913,32.3729803352063,18.5251095686051,61.3659992120109,93.1966199028877,155.438346655031,55.3651549624613,16.8197475909889,69.0217156708028
TCGA-GN-A4U5-01A-11R-A32P-07,138.300444387092,50.0268343947732,109.876642269387,51.693326437733,46.0841098953686,19.172297675475,2.82867921934577,0.0441774798846254,12.3372555642099,1.66273199704105,11.9535288157324,30.1206402647337,31.0001801237631,92.9117925148736,64.5968114830273,70.7249639730239,39.6362117073918,17.5224094842237,6.4526812054945,8.84423437956594,55.9509639868243,78.9140052520113,105.095853020594,28.8494773373023,6.03687174628832,68.6904189859005
TCGA-EE-A2MJ-06A-11R-A18S-07,166.21085139078,48.5514560888065,66.6813686218236,68.4473495987719,68.416132484139,9.04635739966604,15.3408638292753,0.0374385301297271,17.1774183045381,9.3861718359043,17.3818701457536,42.9611420820535,32.8213158352416,105.753389261255,86.4352659284273,95.2408265284922,45.431234127295,16.2076435972495,24.756812002032,10.9074500337284,63.4211143370283,91.791274398645,171.419598536556,70.7868765436778,8.24126326623779,121.20462838466
TCGA-D9-A3Z1-06A-11R-A239-07,65.4034777609712,48.5850781543075,118.698044183517,45.2810194157324,37.3505733198363,10.798404850495,6.33694071440535,1.34421051275037,33.9836969339,12.7440128483245,11.2401871409911,21.216029631304,37.4994361032266,78.4207595897447,68.3208448888721,47.3025703920159,26.2039118496116,15.3008532996525,7.30825170625458,10.3615227084671,58.9437444778304,76.9899699826792,99.3608003598027,64.6558024663919,4.82018977119957,73.9666564877926
TCGA-ER-A19M-06A-61R-A239-07,104.675971139584,54.0080750586188,99.948922776996,94.0980020962709,73.4225396128012,22.1111924692841,11.8993497303422,0.144922832689677,74.7028255924158,3.13476182439413,10.256817945144,30.0832292942377,25.9764697088783,137.350070767686,63.3192900227137,96.5732840135775,20.1584878676664,17.806854954982,12.7749636386026,7.8592097945833,84.1264174901384,104.86054588492,111.753435291438,51.0805788186957,7.84617019243447,72.5494100849949
TCGA-ER-A197-06A-32R-A18S-07,130.372541182026,84.487962912095,80.257290889957,45.0715797673419,43.8538086942775,15.4447119754914,4.10842168955049,1.83081626109077,14.6342530107396,19.4198510587301,7.40402010809359,14.1144569235994,38.1042279361448,139.790961138876,53.3226855237358,60.4255965429762,19.8414571239999,15.267910882228,19.925698797771,6.95983781976066,64.3714941121786,106.837715888862,126.715549438618,68.2890836119772,4.18741860355907,71.7862192660675
TCGA-EB-A44Q-06A-11R-A266-07,122.378796322967,71.1026903048006,129.03066529239,73.6658753952279,67.13404198194,16.7578255008419,9.80810544149873,0.498532309989517,21.508013053803,13.8988057109685,14.3313229003005,35.8330174970181,42.8715836572713,66.0317015302558,93.0119282954238,46.4662465141336,34.0636034340789,23.1252618561199,12.9066535519955,12.6463789774377,33.163373608604,105.025532203783,92.3084249888513,115.997582571485,7.29931597972604,52.4812855553142
TCGA-ER-A2NG-06A-11R-A18T-07,87.1924445280057,74.0786002493983,79.7059731452846,86.5074211866885,65.873653607377,20.1190781139513,4.61673022165221,0.0306515398589134,42.7386894489088,9.75626016842677,12.5564886200629,29.5026802054355,36.7402523372355,60.8708546596,93.95829902022,94.4158630793362,19.424804104227,24.8503557941191,28.9569916696292,12.1319993753159,66.5060480255702,110.227141821424,265.009490002222,57.0732278937436,10.8833395194017,178.274919643934
TCGA-D3-A3C8-06A-12R-A18S-07,105.092510601363,40.6764472130614,132.817086560203,57.9606920379718,53.2206863969599,10.3923415394768,8.70729821267635,0.378512334409772,29.9564352692045,3.95686271595318,12.91200980064,17.3997374722923,23.4993081958184,83.6437723166089,45.6277293611024,33.1185610449604,24.8273039956166,11.487413872268,24.0938605940186,19.0534653700131,40.0059724576089,56.8398097736352,68.6926630699631,38.7319131757156,5.54263759937161,448.421371856864
TCGA-WE-AAA3-06A-11R-A38C-07,119.193057804959,78.5986952451743,108.918094724222,60.9669692419209,63.3616986888007,14.4572515500875,6.48883534617857,0.248956925522537,14.1551363792028,2.48685864443388,8.10286168645072,29.2556645603018,24.5097387683803,123.3416244505,108.661844211834,77.2074789648022,33.583433454709,13.5248277784552,12.0802936298757,8.86563691982833,60.9298757523967,126.634857611142,90.2589769715337,34.5611537028091,7.56001591582629,41.3459391785541
TCGA-EE-A3JE-06A-11R-A20F-07,106.240252007967,24.0525770250471,95.5173551374366,61.8338494298184,34.4126843452155,21.5448772889375,3.83348901524219,0.121587141032405,18.8000650239817,0.374124032961621,12.9524724176784,20.5055996494631,22.8659960275018,73.839666667042,59.4727240294962,39.6918100685236,22.4386373036227,12.0467219719743,3.92858214477445,16.5951937097092,56.5477758539834,57.7086973759094,111.858681024083,47.1282895417538,9.19877201102228,147.383376822286
TCGA-D3-A2J8-06A-11R-A18T-07,120.346153511701,79.2714656500633,154.449634237181,49.5986982395413,64.4834533423197,13.3257656817525,6.67797881380844,0.682739140786739,111.755851234927,8.43795803250607,9.83269932562013,26.8059066495348,35.3573511834684,115.130243148717,32.8866989915642,67.6799912605654,27.5089961505341,13.2500753927087,39.8698973944442,26.0149291141118,63.9067386713705,74.432794797229,81.2055115882482,26.1404428377823,7.88190687431999,150.850463995931
TCGA-EE-A2MG-06A-11R-A18T-07,135.77572339187,32.5694111790114,79.5564829892653,83.4616097092879,42.2649757169501,20.8485403658987,6.88712589827416,0.0504308410153334,52.0010028539109,0.840455609685605,16.9465726067523,23.0700476958433,38.9326062475521,93.8124563096726,80.3907471776233,50.9364564838163,50.7489447262379,34.0475307778425,8.32907312557358,20.0996618984592,74.8728686895948,107.890491136786,148.816737093384,58.842021678723,10.8859398101774,54.3064910930815
TCGA-ER-A19P-06A-11R-A18S-07,117.756442071992,55.4059047077159,58.9101346172076,76.5020649718018,58.1312521339364,19.8958349213738,5.06829590773304,0.118412383376516,13.4759860145443,1.0138582071937,14.8169595692236,32.0351186665434,26.6080517170853,70.9499000335047,64.7712508820437,49.61385928294,40.9928810142405,18.8290943971433,11.7510981145658,16.3514614127516,66.9777638246196,71.7657262382592,82.2192583107396,46.4158613669721,9.99930286986273,142.649605204416
TCGA-EE-A2MN-06A-11R-A18S-07,95.5869644668669,70.559617645071,91.2513132173876,79.8060913902789,38.5721292888588,9.56030166763006,3.31545975264293,0.0633193900595345,31.9145505601225,13.7343831521875,11.7208181399558,12.1561650320814,43.1847739662917,83.5286072109484,73.2551177357121,46.5813010486265,26.4821273488674,16.8651614220773,4.90767458542069,5.94408282790497,61.2957033773144,89.8683094027385,121.479911619236,82.6788640552582,7.44445306281903,36.8536248702506
TCGA-ER-A1A1-06A-11R-A18U-07,149.141351834881,56.3127758169065,70.9752231569094,96.5704997499737,84.1490800673396,14.3590924458871,12.2291075348105,0.446579138555768,16.7077805896383,4.58695747016208,16.7315103393279,29.7496176468983,34.3291992937391,108.94730666386,42.3287235840645,50.8028665643768,39.1768066880346,17.0371104872551,25.2653674711451,24.6372553906791,110.664071681511,78.51903644672,101.74718752399,44.0460363776948,11.1431038527637,44.0445282363746
TCGA-D3-A3MR-06A-11R-A21D-07,108.880409045564,36.5808952382827,109.880101907691,32.0853434417234,28.0833094956228,11.3784566945092,6.83393328420881,0.0490736889625469,2.17133713907067,0.135055813312215,4.76475544765941,23.6843458435933,18.8087625674995,89.703366260724,52.4881752574003,16.0430036150772,9.39819296705956,28.6007887196646,10.0659980777183,9.81800663892955,35.6436622504754,57.2621374030912,70.6932313461504,24.3084466761804,6.75708617516155,105.472499587344
TCGA-D3-A2JH-06A-11R-A18T-07,137.077043964397,81.745137985257,97.5749575843956,86.2056823883918,94.1689265563193,15.6576923500133,6.1182097030499,3.44125229385691,99.6727390955261,15.5071694052667,18.2988940900136,38.4502481277869,43.7926871353978,108.965976578847,58.2612335603791,86.4339281123184,44.0671228811218,29.5980960351452,27.4401711556456,19.9802478062522,69.9380081898172,103.906274438987,160.027892832447,49.8115608734786,11.3970968506775,256.990218120107
TCGA-3N-A9WC-06A-11R-A38C-07,149.058346168477,47.1691604402638,125.108008910554,62.6595983194912,49.9568745804796,17.0951136049114,5.04837137808239,0.0336778672831577,15.9054806022533,18.5537221259597,17.4241135789479,23.1353949058429,32.1574053403961,79.891126909975,91.6476135758026,43.3347091686094,25.9747438905584,19.1610676346211,4.78492290959532,15.6339440319637,52.4406749782854,88.913607196765,165.449231984293,24.7886261812538,8.5048986160873,85.164725074374
TCGA-D9-A6E9-06A-12R-A311-07,150.794742108826,77.429405903742,89.795311076654,47.052778418489,56.899757586453,17.2179472252976,2.55021152688581,0.215122177294698,6.8640902023869,0.627197602798061,4.64781864605183,15.8780633693764,18.1338773031369,97.7068877549987,39.6370539075277,59.9306747600866,26.888766442707,18.9323468889216,10.0863429319775,4.37345867086229,47.0425131054206,72.7494623648764,53.7378143785391,15.481050166601,2.60391346236561,292.762074491925
TCGA-EE-A3JD-06A-11R-A20F-07,118.909421346408,28.0629008941585,64.9398682005178,82.3528206402967,57.9030894011013,18.7750769177247,13.8252700718919,0.387071549000228,117.713982778416,7.62943521623609,15.4360174841442,36.066924475092,40.0718954190196,82.2768288785498,66.0737303380817,76.9930982873433,29.3145663576492,8.24794815171321,23.214315221029,21.3129523751898,85.6128776710806,81.9775268959067,154.333312119999,39.9752884061545,8.22727355893316,80.0213781859817
TCGA-EE-A2MD-06A-11R-A18T-07,62.9774558276934,79.4263032333572,166.10942753672,57.1777971935148,70.5423930439237,12.5630714125167,7.22015653273753,0.0401850592144451,38.6918426704202,13.3828247774768,14.9362863928253,14.5842777252842,62.2719578042,110.922940722492,81.221945612308,65.1604289653729,47.8779199224058,20.4476789120111,16.8971535065732,13.69119430655,84.7936215705044,91.0771095227936,262.685299475539,101.227307399879,6.28624835027228,11.0022763681861
TCGA-HR-A2OH-06A-11R-A18U-07,163.645378393684,58.5683905473495,91.7694199222039,64.8098703202244,57.3872910134003,19.2131851290157,5.37250050397162,0.236173217315888,5.72468915316693,1.62493214904981,10.3278969793148,23.4746252073818,21.0504489043524,96.8508756027807,72.3491337520053,72.7944731204021,34.8916909922267,22.5053870039062,20.1421346460521,10.0263746964788,56.7299177443619,86.9756426921789,126.324176252511,57.7157865048606,5.52686360368267,257.446414436855
TCGA-FR-A44A-06A-11R-A24X-07,107.038682215107,42.4136493228955,87.3109992153333,56.1061420864818,40.6688082132467,13.7947563493705,4.15892228259938,0.0773290931127056,31.6616309609542,5.89682035339492,11.8048574109328,26.929539610537,27.0333465940672,52.6775370490244,77.2423630765534,49.1163697549245,31.930045207014,17.818299552449,6.35480442181967,9.1549251190714,47.7902593492157,88.6978909749319,133.65900409028,54.5179893348051,4.44271933281848,214.558994624506
TCGA-QB-A6FS-06A-11R-A311-07,176.427726049085,81.0184917539773,94.1598792344071,32.3253159489695,63.0581747838155,7.46613983760505,2.13541817454381,0,27.9025259192962,0.666195139149271,3.30515116834777,12.4531972465287,18.7470637391319,162.532669401587,74.0926326567672,93.6891668219871,8.13527078477224,15.8824080619765,13.496194537581,2.95211077487431,34.0353011892201,89.6240650726694,42.9716758212871,10.3468982746104,1.93800796258554,42.0840371031062
TCGA-D3-A51F-06A-11R-A266-07,125.202061603827,45.2489647013118,80.5911842140554,53.3778476716995,57.2099431914666,14.4095855747136,8.0390727705658,0.474541732261603,10.9113768836987,0.507883990031778,10.5188821630937,30.1621187434783,22.2915896341139,81.6313834514794,50.1160687838567,30.3977849279786,34.5686352750564,19.4999958346665,13.4691614467922,17.62528293236,51.7544222791649,71.5018835020802,81.3253508537823,40.0899502706387,7.01915427167151,307.985413766814
TCGA-EE-A29N-06A-12R-A18S-07,184.220451340074,73.3295673206723,88.7002731630199,76.1488757533439,91.3373852270396,12.5458198565405,13.1241302196683,0.908484196585016,80.3005873930438,8.61380728897715,14.8439823153959,32.2079985157864,44.7385220283528,118.119828570949,78.2919256765685,92.5764799406933,28.9798893136086,19.6367119601061,24.8713240685247,11.8593224134838,72.3567427805139,112.879240387886,125.183311375455,79.564833765973,7.29850668279864,37.9608135688786
TCGA-EE-A3JA-06A-11R-A20F-07,113.882282075089,24.8144703359332,146.769492789175,81.7941128020658,23.0507480281982,26.7475028297811,7.23766979290056,0.0206749236619271,67.2968896186292,0.30978619608884,23.5204011729036,40.6115939969491,28.3851943349961,49.9485118635594,106.416625300858,101.198396239726,51.2574351306311,11.3697630865532,2.56228407668733,10.4616051698578,55.7492117032656,64.012081475883,188.718297629951,78.4113806825761,14.9847799988119,27.5956207390762
TCGA-D3-A3C7-06A-11R-A18U-07,166.413321795971,39.8667288225361,135.069580521056,48.2980885458861,35.2737415110053,16.8561313784505,2.15067539364288,0.0860833980528688,61.480385649418,0.199618880414307,5.98022863301951,18.2042117809253,27.3989907673104,103.371249930752,84.375816498645,52.8485438589379,28.8005264020109,12.6709413197898,9.79214547744883,6.25841809674768,49.9369856918632,69.3629301654313,105.932889726165,30.8008588845913,4.81282180693892,34.772233910234
TCGA-DA-A3F8-06A-11R-A20F-07,133.823460924793,56.3359908698771,116.127305215616,52.5590131398109,53.7243434792004,8.83735156942407,4.57972066474825,0.0583467302263979,4.78912261884583,0.451000976071743,11.5060275405475,25.3186080750504,37.7288878632822,87.6442693576479,81.3482101989417,41.1006032197243,26.5017817384734,12.0566784854047,11.0990500715832,13.0323455586548,59.9500307853153,88.3564416794217,91.8012931797175,45.3991377279749,5.7792739139316,316.634353592807
TCGA-D3-A1QA-07A-11R-A37K-07,73.7936841708411,87.8769258497556,222.163671726658,78.2998824062352,90.4513692910902,19.6002448119994,9.55006495359221,0.218050777669929,101.195257899168,10.5499996507624,12.8157685071732,21.3466322770058,34.6395333504889,170.355126855779,35.0938130114761,132.457112868185,40.816778026281,24.237439987337,22.0980042632568,21.4606792642214,76.1397101046262,93.4300898962183,143.814079021187,64.2119285629857,8.89281527931176,13.2585911281841
TCGA-D3-A1Q7-06A-11R-A18T-07,136.207874069178,40.7298857053103,70.0430990304171,57.7912940641066,77.2803110214382,13.5029718054697,9.89915097327291,0.442037863343988,16.4732789042092,3.09332218272532,12.7136883473768,17.2015238663783,32.7109193353717,66.0345105281922,45.8048813501463,55.1658026008959,43.3933380917316,15.7245968233126,25.0234185683187,11.4548055877858,52.5549006647546,88.0593698653222,126.654038148694,61.8409668744395,7.73305658796202,177.310563328701
TCGA-ER-A19A-06A-21R-A18U-07,129.338300428101,65.3865867263154,59.836101443833,68.2229920322527,68.7994458252396,19.3841950093186,5.42992801142397,0.179859721590291,13.8979398505944,1.84155489968939,14.7232734738922,14.1114985671105,38.0690777978171,85.4356516287223,42.8676763119634,63.9994651927487,34.3617643696196,9.55613007530972,24.9546000746329,18.4827596152724,64.7538189036166,92.6954596466624,101.312013804901,60.9825899056922,9.26087528657363,116.173365588051
TCGA-QB-AA9O-06A-11R-A39D-07,123.50202996545,57.2941316904211,138.634194348584,31.1657626540831,31.6141637794924,8.64294541734948,8.01498291027158,0.0293723553387788,56.279318614757,0.581568149269964,7.29122278549791,15.7517503085999,35.3693915823899,136.482045030508,65.9303898745041,41.0165287310299,31.6542763339708,14.8373266670977,9.41244976584844,12.3270110540034,53.7187169844903,103.138721185589,82.0892711015062,32.1905549107553,3.74588733890185,55.247569242033
TCGA-GN-A4U8-06A-11R-A32P-07,113.012506810528,42.147798729878,135.888705904816,50.5965193725326,43.7821145523423,13.3603872922393,9.74056604516152,0.0378368353285671,1.67414611597717,0.445448603347331,14.3849317885851,37.8337732025507,21.3272419252466,131.452099002448,82.1148399371423,49.3473048355081,49.9856212165833,25.8801545338828,16.0236445743786,14.8022323078006,49.3823460843482,68.6805638207099,142.703013785474,39.6608544295746,7.00076981010027,57.9331331904803
