model	auc	n.mirna	mclust
999	0.647058823529412	8	5
1000	0.699607843137255	8	5
1001	0.682875816993464	8	5
1002	0.669281045751634	8	5
1003	0.681307189542484	8	5
1004	0.674509803921569	8	5
1005	0.682614379084967	8	5
1006	0.690980392156863	8	5
1007	0.664836601307189	8	5
1008	0.713464052287582	8	5
1009	0.695686274509804	8	5
1010	0.686274509803922	8	5
1011	0.697516339869281	8	5
1012	0.683137254901961	8	5
1013	0.687843137254902	9	5
1014	0.69202614379085	9	5
1015	0.699607843137255	9	5
1016	0.666143790849673	9	5
1017	0.716862745098039	9	5
1018	0.698823529411765	9	5
1019	0.685751633986928	9	5
1020	0.704052287581699	9	5
1021	0.683398692810458	9	5
1022	0.701699346405229	9	5
1023	0.711372549019608	10	5
