	GSM995558	GSM995559	GSM995560	GSM995561	GSM995562	GSM995563	GSM995564	GSM995565	GSM995619	GSM995620	GSM995621	GSM995622	GSM995623	GSM995624	GSM995625
hsa-miR-890	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-888-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-889-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-887-3p	4.177053627	2.321928095	2.321928095	2.321928095	4.07842546	4.264809723	3.269924017	2.321928095	5.28076744	6.942192008	5.306012453	5.824946921	6.478445782	4.42899645	4.224453549
hsa-miR-335-3p	3.235834989	4.04798539	2.321928095	4.696112645	2.321928095	4.801283667	2.321928095	2.321928095	2.321928095	3.368083731	3.098472437	2.321928095	2.321928095	4.366702506	2.733513494
hsa-miR-938	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.466249125
hsa-miR-939-5p	9.86767186	8.666204411	8.570915355	8.721913249	9.851986705	9.073489188	11.63238874	9.154163426	10.3886591	10.78629312	10.52560611	11.3736665	11.86722429	10.39568259	10.01008888
hsa-miR-92a-3p	9.397202982	9.838497129	8.756686161	8.735671455	10.60121609	7.969447844	9.703206118	8.931313858	8.604288952	9.478692227	8.934998342	9.422233433	9.825781862	8.084833557	9.132652625
hsa-miR-92b-3p	2.33801617	3.205142984	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-93-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-936	5.815302092	5.76909018	3.758076506	2.321928095	6.406634376	4.02819781	6.750554802	5.877494605	6.331182923	6.4288107	5.995986735	6.443508057	8.272738174	6.078744768	6.153467904
hsa-miR-937-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-934	6.246850715	5.487384729	3.586042943	2.321928095	6.010634344	5.027046887	6.680207051	5.424936174	7.422501255	5.228433779	5.222336541	4.231890957	5.424840968	5.173125529	5.427175486
hsa-miR-935	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-933	3.000378438	3.756726063	2.321928095	2.321928095	3.276140699	2.321928095	3.377732006	2.321928095	3.315232916	3.21821884	3.22092458	4.062177425	4.720520562	2.321928095	2.674768901
hsa-miR-924	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-921	3.994284358	4.747679076	2.321928095	2.321928095	2.321928095	2.846436585	4.45908641	5.382744676	4.269158779	4.391680573	3.938908206	2.321928095	2.321928095	4.509734427	4.675977444
hsa-miR-922	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-920	2.650981103	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.368411131	3.262724351	2.399809369	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.596442422
hsa-miR-96-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-940	8.409228636	8.275289277	8.191157357	8.374201003	9.002285882	7.937616885	9.695140988	8.494507746	8.618634605	8.696601145	8.38903269	9.061185879	9.7360274	8.209980756	7.333288934
hsa-miR-943	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-944	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-941	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-942-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-99b-5p	6.569503344	4.935071005	6.214384953	8.051521372	7.108853591	6.706522911	5.84962312	7.373513751	5.480939052	5.931633464	6.701356291	7.656209943	6.840108572	6.707266842	5.468255068
hsa-miR-99a-5p	8.051695616	7.71038585	7.866544927	9.794338605	8.520344285	9.438034697	9.367357422	9.065130956	8.694143725	10.17940378	9.510042979	10.5863399	9.552055695	9.23355322	9.870328814
hsa-miR-30b-3p	4.200156978	4.541297243	3.732926764	4.609061273	4.565440637	3.625695866	4.708674017	4.346111654	4.282194007	4.999144118	4.506751941	4.360825647	5.31168156	4.706938526	4.780385413
hsa-miR-30d-3p	2.321928095	2.321928095	2.602414598	4.283943166	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.397404226
kshv-miR-K12-9-5p	2.321928095	3.083950274	2.725350715	2.522070819	3.277520631	2.321928095	2.321928095	3.130308203	3.262957761	4.524715651	2.587252163	3.645390401	2.798591813	3.615039565	3.510253053
hsa-miR-30e-3p	6.676156666	5.767119047	6.997830564	7.062903802	7.204165388	7.005961382	5.3618378	6.085898448	5.812971771	6.68601274	6.626428297	7.038036629	6.12602532	6.614551708	7.093679825
hsa-miR-30a-3p	5.282940806	4.466279048	6.402442361	8.010762189	6.476498817	6.646988699	2.321928095	5.145447512	5.465089551	6.966679745	7.186516491	8.040202387	7.731025862	7.023527176	7.717896405
kshv-miR-K12-3-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
kshv-miR-K12-12-5p	4.10864154	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
kshv-miR-K12-11-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-619-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-610	7.651690955	7.636461052	5.149615847	4.574133189	6.789971705	6.468094812	7.401003083	8.00438694	7.997742317	6.699819029	6.637679597	6.269602992	7.593387151	6.818641556	6.757342758
hsa-miR-617	3.249285775	5.264520297	2.321928095	2.321928095	3.900039532	2.321928095	4.188801511	4.695497034	4.776446791	4.515639504	4.342404653	4.446986302	4.70173664	4.239058126	4.160421635
hsa-miR-618	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-616-3p	3.398356585	2.878768647	2.321928095	2.321928095	2.321928095	2.321928095	4.64963204	3.293211948	4.048188105	3.316136972	2.321928095	2.321928095	3.346375226	2.757026323	3.404968989
hsa-miR-613	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-614	2.877613287	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.658647164	2.321928095	2.984779417	2.775487893	2.321928095	2.321928095	2.321928095	2.321928095	2.599999482
hsa-miR-611	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-612	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-608	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-609	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-606	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-607	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-604	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.643150455	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-605-5p	5.291075176	4.980480717	4.87631104	4.753887622	6.342514144	4.91837795	8.40047082	3.696296763	6.747491647	6.099178036	6.113939719	6.472293938	7.688685702	5.426884239	6.376041541
hsa-miR-602	5.048566093	5.976394463	5.651417619	5.120590488	5.550703547	5.14353741	6.200647823	5.903464965	5.69640231	5.171906246	5.348887826	5.396013504	5.962121258	5.10330608	5.02575911
hsa-miR-603	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-600	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-601	6.977397134	6.973515534	5.372816741	5.38978278	6.718764117	6.151513516	7.416830814	6.67608646	7.583672791	7.326151658	7.153478569	7.048485861	9.114755873	6.891503029	6.784608157
hsa-miR-631	6.461599792	5.92863498	5.180293283	2.321928095	5.416166557	5.442061428	6.747962935	6.427588228	6.602309111	6.041306407	5.876505155	5.049824153	5.62853952	5.997776527	6.720318406
hsa-miR-632	2.506056889	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.372628037	2.321928095	2.921328831	3.053957303	3.315363967	2.321928095	2.321928095	2.321928095	2.521242817
hsa-miR-630	9.111595848	8.217587085	7.383494117	8.230338148	9.819400872	8.965082574	9.47495289	7.596749559	11.0407862	11.56669566	10.43738523	11.55296411	11.78945555	9.667738867	9.285823632
hsa-miR-639	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-637	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-638	11.4469586	10.21841737	9.502967265	10.11423274	12.3478145	11.11010267	11.78011059	11.80766229	12.08665975	12.3478145	12.37608665	12.41806211	12.3478145	12.29796885	11.95533629
hsa-miR-635	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.352008064	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-636	2.887589793	2.321928095	2.921858427	2.321928095	2.321928095	2.321928095	3.239434243	2.321928095	2.956297579	3.258579812	3.533493713	2.321928095	3.835477224	2.591291973	2.95955966
hsa-miR-633	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-634	3.142897727	3.709389396	3.157253627	2.321928095	4.0439671	3.804074728	4.234461042	3.691432975	3.516726975	3.869613199	3.862267647	4.313886141	4.797092819	3.712189143	3.438797396
hsa-miR-620	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-621	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-629-5p	3.319253689	4.567770087	2.321928095	2.321928095	2.321928095	2.321928095	4.89256874	4.101462101	3.961658986	2.887751853	3.110535359	2.321928095	2.321928095	3.687659792	2.91782964
hsa-miR-626	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-627-5p	3.025919892	4.366108507	2.321928095	2.321928095	2.321928095	2.321928095	3.275351977	2.321928095	3.88362676	3.155928728	3.546399707	2.321928095	3.473463662	3.639095031	3.231156164
hsa-miR-624-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-625-5p	3.459099278	4.475541955	2.88547929	2.321928095	2.321928095	4.28416969	3.079845275	4.142665225	3.160878245	3.639107434	3.148827402	2.321928095	2.321928095	3.487605447	3.442642242
hsa-miR-622	6.992427584	7.627288345	5.575950778	5.726803424	6.278433552	5.978073007	7.505361675	7.425904186	7.690129739	7.314729807	6.739188151	7.205100999	8.307531575	7.079985234	7.073850059
hsa-miR-623	6.663183055	6.635851715	4.036573638	5.683078282	6.733448705	6.045833578	7.350272723	6.572695448	7.450590603	7.352034131	6.889655573	7.378847961	9.237987484	7.242859088	6.990406408
hsa-miR-653-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-651-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-652-3p	4.120753147	5.508647963	5.744453384	6.705833462	5.344563835	5.81154041	6.215851857	5.353022107	3.376058016	4.95531979	5.460632842	5.660518019	4.451340794	5.220201898	4.032486348
hsa-miR-650	4.9200255	5.617942944	5.234081594	5.125381646	6.533150492	5.041013375	5.976538355	6.416919806	4.812730455	5.369523706	4.471355292	4.799437624	4.69376499	4.904713037	5.30551242
hsa-miR-659-3p	5.839746318	7.01709925	3.403213419	2.321928095	5.727602102	4.75954002	6.511057849	6.178930883	6.666320879	6.323414335	6.067188182	5.893950643	7.887617298	5.926488569	6.021283731
hsa-miR-657	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-658	3.517417255	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.494315241	2.321928095	3.854468791	3.601066074	2.612981495	2.321928095	2.321928095	3.038842981	4.21830708
hsa-miR-655-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-656-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-642a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-643	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-640	3.674292281	4.780152962	2.321928095	2.321928095	2.321928095	2.321928095	4.846416851	4.74737153	4.647435262	3.763984529	3.422961991	2.321928095	2.321928095	3.912718242	4.07334586
hsa-miR-641	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-648	5.797646097	5.352251158	3.525171028	2.321928095	5.151299765	4.977331661	7.031577124	5.817816544	6.345601947	6.149066965	5.672754844	5.198285122	5.870086106	5.820062733	6.383179411
hsa-miR-649	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-646	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-647	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-644a	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-645	5.325543754	4.779477717	2.321928095	2.321928095	4.191876158	5.66757069	6.820855169	2.321928095	7.704454718	4.683767698	5.430832455	2.321928095	2.321928095	4.586570743	4.95773842
hsa-miR-675-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-665	5.968282214	6.610648552	3.449017077	4.229829918	5.157237548	4.930224447	6.288973866	5.828560221	7.356546888	7.030610928	6.197262837	5.764171986	6.796314482	5.809838096	6.375850917
hsa-miR-662	5.324535377	4.423718393	3.385955593	2.321928095	4.390669651	3.268089162	4.944845336	5.134581169	5.876597574	6.060043678	6.151358791	4.780052317	5.293259693	5.297915757	5.809812372
hsa-miR-663a	9.342641135	9.002548054	7.748618349	7.552874666	9.821340227	8.341386205	9.447197716	8.931287419	10.47663263	9.635586341	9.122382352	9.453684171	10.87205539	9.411867878	9.709804821
hsa-miR-660-5p	6.687582952	7.427376675	7.19373796	7.068076011	6.802616743	7.235662405	5.915067324	6.586571867	6.187811025	6.187351844	6.046472101	5.683771799	4.673930728	5.975347362	6.015812488
hsa-miR-661	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-668-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-708-5p	4.692686861	3.612649755	3.018840229	2.321928095	4.564842815	2.321928095	3.981901953	2.321928095	4.733248944	4.438321597	4.493878905	5.232081957	6.609911613	4.408307999	3.392015358
hsa-miR-758-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.490441129	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-744-5p	3.624162803	4.511063743	5.190792794	5.258576171	5.052797374	5.113019112	4.41414375	4.161625147	3.092092046	2.321928095	3.423412152	4.806216153	4.619048496	4.310831736	2.984215595
hsa-miR-760	6.444271583	6.897848441	4.85061909	4.282613531	5.617794241	5.603484688	6.669049909	5.892291976	7.251068717	6.848693537	6.106885817	6.238480946	6.89650151	6.121205757	6.236032251
hsa-miR-765	8.894419064	8.519293309	7.498084939	5.695454969	8.003722334	7.940763039	9.746471943	9.06480485	9.113886282	9.202826858	8.374049276	9.082075285	9.874104153	8.667769108	9.113730128
hsa-miR-766-3p	6.409299483	5.734845422	5.289353782	4.623222956	5.894640955	5.603405184	6.186859641	6.451711945	6.361617488	5.876292199	5.497950196	5.485524112	5.956418969	5.542826557	6.496488676
hsa-miR-301a-3p	8.437637293	7.338665881	7.315431319	7.430526771	6.51405853	7.104254067	10.05501983	6.54017533	6.177860539	2.93828478	5.466896282	4.866938911	2.321928095	5.989508699	5.215791179
hsa-miR-301b-3p	2.321928095	2.321928095	3.042413854	2.321928095	2.321928095	2.321928095	6.073030529	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-302a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-302b-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-302c-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-302d-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-520c-3p	3.61428709	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-142-5p	9.042630524	11.24078361	9.407488271	9.418858552	10.22837457	8.530941213	6.428381906	11.90668034	9.472519742	6.119461989	7.04903369	6.484085709	6.266363066	8.237405487	7.440667846
hsa-miR-142-3p	11.06540043	13.34622378	12.41721807	10.94323938	9.591796977	10.81156693	8.942195624	13.56584396	10.93459875	7.666913255	8.680531528	8.418237297	6.837452808	9.891194419	8.291791085
hsa-miR-16-2-3p	3.486799197	4.704852778	3.55019949	2.321928095	2.321928095	2.586782775	2.321928095	4.358325623	2.321928095	3.639262569	2.852005853	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-16-1-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.562053836	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-455-3p	6.444503873	7.770698066	7.488636363	6.59168116	4.852071022	6.092562066	3.711887958	7.289855159	5.13039816	3.571548723	3.817825944	2.321928095	2.321928095	3.768587829	4.211187392
hsa-miR-455-5p	5.32623829	5.244211296	5.490108029	4.278539635	2.321928095	2.321928095	2.321928095	5.186553093	4.685789996	3.847674588	2.321928095	2.321928095	2.321928095	2.321928095	3.976989972
hsa-miR-181a-2-3p	2.321928095	2.321928095	3.566933826	4.229030482	2.321928095	2.321928095	3.572738959	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-219a-1-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-769-3p	2.714980934	2.321928095	2.321928095	2.321928095	3.879195624	2.321928095	3.686026833	2.321928095	3.635059066	4.834453172	3.99728241	4.799265523	6.374844884	2.924388473	3.434394001
hsa-miR-770-5p	4.667372635	4.137537179	4.60593438	4.723765011	4.357082826	4.61417389	6.788021453	4.459791458	5.207197684	4.888128828	5.124699296	4.358395756	4.770997141	4.830709486	4.968253035
hsa-miR-769-5p	3.192751844	4.809552734	5.011847409	5.290100969	4.57130594	5.32774968	4.357020494	3.637427291	3.133631524	4.006617139	4.26571242	5.366986798	5.334550806	4.488089332	3.48226117
hsa-miR-34c-5p	2.674464549	2.321928095	2.321928095	3.551270333	2.321928095	4.210245905	2.321928095	2.321928095	2.321928095	2.321928095	3.047875334	2.321928095	2.321928095	3.327789617	3.312836582
hsa-miR-34c-3p	6.701561585	3.883291324	2.321928095	2.321928095	2.321928095	2.724735731	4.229026779	5.218969531	5.781265043	3.354440739	3.811880816	2.321928095	2.321928095	5.049542162	4.143317813
hsa-miR-323a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.396072347	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-323a-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-10a-5p	7.075838991	6.54117775	7.208534191	8.311371742	5.551194625	8.791570997	7.786906414	5.990508979	7.329530411	8.716041033	8.770222451	7.957886732	5.880612488	8.129021533	8.219580572
hsa-miR-10b-5p	8.635290106	7.773602957	8.158029514	8.949597586	6.165726547	9.506935285	9.108500507	8.431524667	9.034224495	10.27275584	9.462520718	8.691252761	7.485690408	9.216266368	10.03284692
hsa-miR-103a-3p	9.242108986	9.695971596	10.04677272	10.33254209	9.315936877	10.14566208	10.09290322	9.460736271	8.42924306	8.451793294	9.074530989	8.977158187	9.072098907	9.288439562	8.358101504
hsa-miR-101-3p	10.21148218	9.940968438	9.246318647	9.746847436	9.554860944	9.4690986	9.065570812	10.22985792	9.853256474	9.57371494	10.70420416	9.540292195	10.49167148	9.993342386	10.559935
hsa-miR-100-5p	7.412086188	6.977394705	8.782299275	8.663259035	8.234492277	8.486494745	8.852787726	7.866160903	8.147706875	9.685692225	9.235656322	10.12229562	9.930943844	8.733658426	9.260440542
hsa-miR-107	10.19676617	10.31545379	10.10029394	10.34965087	10.01394254	10.47563526	10.93687061	10.18412049	9.805057525	9.292789595	9.76367605	9.686069512	8.334500877	10.22323182	8.958313848
hsa-miR-105-5p	2.321928095	2.321928095	3.361206533	2.321928095	2.321928095	2.321928095	3.48903948	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-324-5p	7.317749052	6.763792501	6.937405611	6.673387274	7.146969195	7.001529906	7.437970745	5.889416337	5.838260649	5.315509824	6.348717359	6.575534669	5.670850806	6.568682196	5.759204126
hsa-miR-26a-2-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-26a-1-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
