DATA	GSM995552	GSM995553	GSM995554	GSM995555	GSM995556	GSM995557	GSM995558	GSM995559	GSM995560	GSM995561	GSM995562	GSM995563	GSM995564	GSM995565	GSM995566	GSM995567	GSM995568	GSM995569	GSM995570	GSM995571	GSM995572	GSM995573	GSM995574	GSM995575	GSM995576	GSM995577	GSM995578	GSM995579	GSM995580	GSM995581	GSM995582	GSM995583	GSM995584	GSM995585	GSM995586	GSM995587	GSM995588	GSM995589	GSM995590	GSM995591	GSM995592	GSM995593	GSM995594	GSM995595	GSM995596	GSM995597	GSM995598	GSM995599	GSM995600	GSM995601	GSM995602	GSM995603	GSM995604	GSM995605	GSM995606	GSM995607	GSM995608	GSM995609	GSM995610	GSM995611	GSM995612	GSM995613	GSM995614	GSM995615	GSM995616	GSM995617	GSM995618	GSM995619	GSM995620	GSM995621	GSM995622	GSM995623	GSM995624	GSM995625	GSM995626	GSM995627	GSM995628	GSM995629	GSM995630	GSM995631	GSM995632	GSM995633	GSM995634	GSM995635	GSM995636	GSM995637	GSM995638	GSM995639	GSM995640	GSM995641	GSM995642	GSM995643	GSM995644	GSM995645	GSM995646	GSM995647	GSM995648	GSM995649	GSM995650	GSM995651	GSM995652	GSM995653	GSM995654	GSM995655	GSM995656	GSM995657	GSM995658	GSM995659	GSM995660	GSM995661	GSM995662	GSM995663	GSM995664	GSM995665	GSM995666	GSM995667	GSM995668	GSM995669	GSM995670	GSM995671
hsa-miR-518b	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.633434933	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.833140153	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.663993573	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.133208172	2.321928095	2.321928095	4.766910858	2.321928095	2.321928095	3.787728559	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.322551264	2.321928095	4.494674124	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.571877728	2.321928095	2.321928095	2.321928095	3.442871966	2.321928095	2.716014691	2.321928095	2.321928095
hsa-miR-518e	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	6.255379119	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-518f	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.452752891	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.594092536	2.321928095	2.321928095	3.217514175	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-519a	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	6.990918301	2.321928095	6.018818387	2.321928095	6.53309678	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.674271161	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.464080693	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.472756366	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	6.000171151	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.321733267	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-519d	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.523539855	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-519e	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-505*	2.321928095	3.864074545	2.321928095	4.809068283	3.781300379	2.321928095	3.389975701	4.32897236	2.321928095	2.321928095	2.321928095	2.321928095	3.74711931	4.174164454	3.860267595	3.203769306	2.321928095	3.240517251	3.958714143	2.321928095	2.321928095	3.278714643	3.867602567	2.321928095	2.321928095	4.011864029	4.26256228	2.321928095	3.678870844	2.970058606	2.321928095	3.228282973	2.392941921	3.105352987	3.356501147	3.351903427	3.266588033	2.321928095	2.321928095	3.239295711	3.562355419	4.233181431	3.978875378	3.616752746	2.321928095	2.321928095	2.855074809	2.321928095	2.321928095	2.321928095	3.108424486	3.394765114	2.321928095	2.321928095	3.892000573	3.940960999	3.567189739	2.321928095	2.321928095	2.321928095	2.999488188	2.456544457	3.910676644	2.321928095	3.418387325	2.784799965	3.889670268	3.463744758	3.94254449	2.362728252	2.321928095	2.321928095	2.696884194	3.83234344	3.382032004	4.169761983	4.264953576	4.09403658	3.50572622	3.292666553	3.853721875	4.099652028	3.993524148	2.321928095	2.321928095	3.851071308	3.892518893	2.321928095	3.482087918	4.236748605	3.487196784	3.52191302	2.321928095	3.803401048	3.964033703	3.723351771	4.132897925	3.921576319	4.589770159	4.067732336	3.884390083	3.171974372	2.321928095	2.321928095	3.800127343	3.436686082	2.321928095	2.321928095	2.321928095	2.321928095	3.524414039	2.321928095	2.321928095	2.321928095	3.956069465	4.077551997	3.153610155	3.96873341	2.321928095	2.321928095
hsa-miR-500*	5.053817562	5.10165868	2.321928095	4.539642078	5.009634277	5.187087481	4.949332308	5.794119912	5.854891853	5.243333936	4.78824475	5.031325265	6.539245035	5.339231311	4.902216398	4.512241151	4.371901118	4.949213013	5.574174758	6.040872874	4.767376553	5.483406353	4.685704608	5.554091068	4.587134376	4.674077716	5.225109217	4.502772301	4.538973904	4.311810778	5.383782407	4.683240623	4.052641235	4.768494712	4.531585061	4.622981323	4.370684989	4.714714544	4.160508116	5.234338156	5.033046256	4.927976584	5.075003431	4.797246217	2.321928095	2.321928095	4.494725369	4.153254885	4.348060632	2.321928095	4.912316308	5.266664669	4.959667383	4.817584299	4.844198581	4.737419006	4.944324859	5.192364416	5.180091419	4.795441451	5.113999027	4.499801132	4.693461064	5.019298674	5.052106578	5.025685732	4.833223655	4.858568039	4.751867534	4.865557517	5.469995577	5.278415346	4.912468418	4.572430474	4.837069777	5.099672724	5.154075531	5.200481738	5.196907974	5.241407714	5.229390522	5.036928655	4.708770192	5.737172234	4.608184619	4.786145244	4.850248707	4.695242037	4.531741995	5.66256787	4.457070075	4.432388799	4.504738599	4.975440986	4.622103191	4.172519816	5.617315544	4.73120864	5.450575755	4.51310739	4.830785065	4.989489239	4.589012701	4.025089819	4.203821909	4.529683158	4.719199594	5.052187837	4.790086823	2.321928095	5.188094095	5.146085629	5.854648851	4.9368809	5.07172463	5.274615592	5.381043436	5.01322186	4.943324	5.473652095
hsa-miR-654-3p	4.333839187	2.321928095	2.321928095	3.433120997	2.321928095	4.751092102	3.223015159	2.321928095	3.513718975	5.050342747	2.321928095	4.416477043	5.282026443	2.321928095	4.301225665	4.965267788	4.364776964	4.039602681	2.321928095	4.207834672	2.321928095	3.419207439	2.321928095	4.088352098	2.321928095	3.448195835	2.321928095	4.770482332	3.127477255	2.321928095	2.321928095	4.299597312	5.160372784	4.940936348	3.055421146	3.272753679	3.55306159	2.321928095	3.711861113	2.321928095	6.130341274	3.585838516	3.76152754	3.599767667	2.321928095	4.13562652	3.068497565	4.112681119	5.08580715	2.321928095	3.514733955	4.146177193	2.321928095	2.321928095	3.778993219	3.486390292	4.093406123	4.61791274	4.381017618	5.600973291	3.174902139	5.073738424	4.566972221	4.072466861	3.677678724	2.743692795	3.930135615	4.286845862	3.120692706	3.962408947	2.321928095	2.321928095	3.679965159	5.187320795	3.626122255	4.869687449	3.844377452	3.978010854	3.692049057	3.766521856	3.459572163	4.12705119	2.849839014	2.321928095	2.321928095	3.088486935	2.604627401	4.775258121	3.213123857	2.321928095	3.196290397	2.469983624	3.032196055	3.540261941	2.967914489	2.429749149	3.539703657	4.015751605	2.321928095	3.522687339	3.486647823	3.480006809	6.202919003	5.470003361	2.696009645	2.321928095	4.885892469	4.053493033	4.732924934	2.321928095	4.652996549	2.321928095	2.321928095	4.364166607	3.61886737	4.290372795	4.399206994	3.138166723	5.624216619	2.321928095
hsa-miR-654-5p	4.510181111	4.433162708	5.234065058	3.857628731	4.916346705	4.459660569	4.23735352	3.542732188	4.498437585	2.321928095	5.300140158	4.927844333	3.262293227	4.16949665	5.283741022	4.687406633	4.203127654	4.163649363	6.744261966	4.952246002	5.306143447	5.346680962	4.581172675	4.308083955	4.518312252	4.493598415	6.402782265	4.55863866	4.552496801	5.079449869	2.321928095	4.754654437	3.994780198	3.971547134	3.713929836	4.516291346	4.235827267	4.598070013	3.957219197	5.721561167	5.751473146	5.262919817	5.011730413	5.084837868	2.321928095	2.321928095	3.721292403	2.998614132	4.097385115	2.321928095	4.218536099	5.457990276	5.325501004	2.321928095	6.027381947	4.309280013	5.078740476	4.768763701	4.617193641	4.681567254	5.067064272	5.453878655	5.263513856	5.676802273	7.055860943	6.15850428	7.477862244	5.137972635	6.010001974	6.392743369	5.396686802	6.214684447	5.825902543	5.377210685	4.713011219	5.812512695	6.489749109	5.89184817	6.654260806	5.568760351	6.266894416	7.046607751	6.082382069	5.83721852	5.103297959	5.276695006	6.543199887	6.07362918	4.62168341	5.716449238	5.534840048	6.042589807	5.684931197	5.665875298	5.253916792	5.734998205	5.547456702	7.006670865	6.643950086	5.44119874	5.379961062	6.398889285	5.961153344	4.673612977	5.826444157	6.102236976	2.321928095	5.13942385	2.321928095	2.321928095	5.331252013	5.486227909	4.833072723	4.973558555	6.183269736	6.768404737	5.766254771	7.28462444	4.808622892	6.051043497
ebv-miR-BHRF1-2*	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.426989275	3.536276749	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.066402673	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.162010185	2.321928095	2.321928095	2.762304163	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.793918766	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.265195326	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-518a-3p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.573930976	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-331-5p	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.36034357	2.321928095	2.321928095	2.321928095	2.321928095	2.506590025	2.321928095	2.321928095	2.321928095	2.321928095	2.503779663	2.321928095	2.321928095	2.67800302	2.991927528	2.321928095	2.321928095	2.429162911	2.321928095	2.609736376	2.321928095	2.321928095	2.845845814	2.625554516	2.339188899	2.321928095	2.321928095	2.321928095	2.321928095	2.676826682	2.855988077	2.498533794	2.321928095	2.321928095	2.905838557	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.440423781	2.772524715	2.321928095	2.321928095	2.321928095	2.410465837	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.385550504	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.415867762	2.321928095	2.321928095	2.375992509	2.321928095	2.321928095	2.360250051	3.8347647	2.321928095	2.321928095	2.321928095	2.325835233	2.675708792	2.555337696	2.321928095	2.321928095	2.321928095	2.321928095	2.806468971	2.321928095	2.321928095	2.321928095	2.321928095	2.542772741	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.864687669	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-331-3p	9.475938729	9.076899775	9.58576016	9.866658059	8.175456995	7.696953578	7.649690537	7.42808855	9.389842633	9.215730882	8.155666586	8.779802103	7.040273944	7.628777518	7.004050201	9.218097453	9.474384714	9.070314675	6.91927768	9.515641543	8.566898145	8.047124022	8.787373884	8.421828935	8.485385449	7.653965864	7.295204238	9.294354048	7.554131488	7.443238926	9.185897408	7.278929885	7.86315883	8.199827348	8.252695056	8.853657072	7.80227789	9.205857342	9.708014617	6.625849288	6.72414914	6.939910982	7.383735107	7.55075149	8.800360861	8.688486743	8.382439842	8.95975375	8.590322497	9.450909007	8.33883043	8.041472404	7.852785709	9.02038156	6.964361423	10.33806724	7.736398716	8.561545483	8.90984041	9.740913937	7.986887896	8.237335351	7.503418481	8.338201387	6.403523093	5.412145834	7.152983017	6.748103069	6.711356664	7.246279242	7.764159123	6.696291951	7.784543896	7.035258769	7.399027295	7.367749351	6.640839526	7.194077656	6.078541487	6.995901422	7.727128036	6.996854632	5.688855366	6.32876827	5.900506237	6.895572013	5.699938594	7.891597137	6.652599973	5.743376934	6.970287377	6.476877366	8.491958555	6.401387741	6.101038479	5.936299577	6.448440497	5.771241996	5.067410386	5.765783259	6.940305262	5.610309378	7.563350643	7.92743601	6.264186153	6.914257446	8.436939148	8.387206	9.0250639	8.244124042	7.227525401	6.475986822	6.834766798	7.412876591	6.462270658	5.646987058	8.803890139	5.662274418	8.570754294	7.119420789
hsa-miR-99b*	2.321928095	3.892788401	2.321928095	2.321928095	3.827684012	2.321928095	2.687498315	4.172141465	2.321928095	2.321928095	2.321928095	2.321928095	3.362505527	2.321928095	2.758226863	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.050142086	4.729178457	2.321928095	3.198942132	3.652371493	3.654702564	2.321928095	4.349183017	3.018706289	2.996358147	3.647846631	2.553026674	2.917795503	3.340119007	3.829455407	4.242707805	2.321928095	2.321928095	4.166372294	3.652707281	3.215558889	2.321928095	3.3295098	2.321928095	2.321928095	2.634054248	4.671058269	2.909278354	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.495622249	3.028954401	3.391137018	2.321928095	2.321928095	2.321928095	3.380081527	2.321928095	3.653183223	2.321928095	4.407683042	4.247757402	3.651681266	3.705474706	3.809786556	3.527135816	2.321928095	3.454601935	2.5628085	3.235281087	3.42096029	2.321928095	3.748955401	3.147494455	3.202357221	2.321928095	2.321928095	2.321928095	4.449151799	2.321928095	4.117815241	3.506801686	5.516800445	2.321928095	4.117800162	6.956648863	4.33607687	5.31063234	3.436908451	4.057525118	4.847360746	5.185734459	3.84183926	4.551218715	4.563768061	4.299917536	3.37290623	3.657877701	2.321928095	2.321928095	6.036956746	5.41182059	2.321928095	2.321928095	2.321928095	2.321928095	3.638038127	4.215841204	2.321928095	3.795107882	3.916569608	4.309215196	3.41563064	4.392892191	2.321928095	2.321928095
hsa-miR-146a*	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095
hsa-miR-99a*	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.696036777	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.420903023	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	3.822790436	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	4.506195018	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	2.321928095	5.140299676	2.321928095
hsa-miR-296-5p	6.870364428	6.022065646	6.193418343	5.084891535	6.97888117	5.83089852	5.118835305	4.587465032	5.52184625	6.238152703	7.0483284	5.420232441	6.541649983	4.485794863	6.141033215	5.385976544	5.985756643	5.165691581	7.331028056	5.853898694	7.03990642	5.678759625	6.017423046	5.079360315	5.552943472	5.331545	6.946154425	5.911929211	5.874945631	5.964471096	5.405181106	5.54747289	5.665775417	5.501151892	4.076923567	5.00442281	6.648957721	6.034821707	5.901541674	8.492277497	6.363902707	6.130746476	6.409717752	6.149265263	5.807639318	5.076518945	5.104235976	5.082787299	5.654162665	5.144907553	5.258317761	6.069000815	6.433690472	6.13875682	6.366681616	4.635292379	5.917972363	5.374636274	6.015922033	5.758045805	5.414296926	5.940148597	5.892765143	6.799344732	7.175581416	7.31897542	6.282022625	5.954582742	6.679212265	6.506870293	6.799732092	8.290203258	6.070529852	5.652600611	6.784604576	6.53942394	6.987988442	6.722372078	7.271577333	6.735272197	7.084419095	6.874197398	6.808034571	6.772170514	7.720575607	5.339484961	6.652357993	5.714001802	6.607752501	10.37017869	5.980551621	6.571110362	5.742213611	6.019947217	6.303139792	6.237101169	7.484514079	7.80337079	8.679998375	6.930025085	6.809983737	7.089906417	6.345446915	5.461603975	6.659314365	6.401507941	4.800166931	5.807482591	4.928146856	6.41735453	5.965076328	8.190863717	6.830057577	6.134149109	6.646174638	7.111938827	6.046829607	7.205810709	6.735780377	6.863778448
