SYMBOL,GSM431121,GSM431122,GSM431123,GSM431124,GSM431125,GSM431126
FXC1,469.0451441,436.9141318,498.2639928,550.8834166,498.2639928,513.3736125
FBXO38,529.4160446,567.3834234,447.6480865,411.2271538,482.0500901,528.5047649
LPXN,226.2080359,519.795591,487.255661,569.9741443,552.1909818,610.0945305
CAPN7,548.6733255,528.283986,481.2773859,481.2773859,420.647959,501.4834193
LSS,713.6701451,994.2760968,334.8002055,284.8024734,307.5773362,326.4494362
PLAT,386.7396067,643.4932639,449.4247128,488.9176669,456.8056443,535.4993532
JUNB,483.1224726,475.8945318,488.4572317,506.644624,503.9983046,501.7662911
TM9SF4,509.4991539,534.4662704,477.912134,457.9890339,493.9928987,485.5007189
SFXN3,672.8737059,590.2262205,425.2894781,426.1189571,382.0148698,462.7611971
DPYD,1535.875474,1234.183335,38.12603949,25.76136737,26.91279254,95.70681386
MYO1C,515.5209729,586.9470247,442.8926044,446.9789541,450.3431607,512.0956566
OSTF1,248.990143,279.4224747,652.8588111,641.5906107,586.7465141,545.150086
DGCR6 ,540.6222576,573.9278638,482.3845615,468.7834207,468.7834207,418.2978762
FBXO3,282.7181606,304.8597784,647.8389898,601.4444498,540.28331,573.7957984
CYB561,424.8720179,331.0056429,557.7657926,560.6952369,569.844036,505.6464621
CRCT1,19.17987896,16.99104962,779.2334699,774.7818553,726.4495495,631.2387193
ANAPC1,589.2705824,509.1853584,471.1723096,457.7903669,444.9202918,473.7834207
BMPR1A,469.852765,386.7169662,550.1296592,547.5945305,527.8174724,463.0442107
ANKHD1,276.4953755,254.265583,573.7953769,650.6945467,605.8395027,583.2357231
ANXA6,857.7668075,1603.765142,97.33910633,111.5200335,130.6753998,142.9496394
GTF3C3,433.0344344,423.737583,569.9755816,535.4500874,490.0018807,491.3008759
CSGlcA-T,635.3509537,348.1767507,499.7218612,478.5467829,514.2650471,467.2719253
SUV420H1,391.3358808,446.5611985,539.9365772,504.1373057,476.8404923,580.6794496
TUSC2,295.67779,298.5866754,606.1059488,602.9601561,600.511427,533.5980512
COIL,465.7474201,413.6181503,537.683418,530.9870771,474.594522,514.4167554
FAM13A1,768.094544,731.4880707,323.7666871,401.0123117,266.4068721,445.1546663
TBC1D15,485.4967137,410.2189067,530.0800426,515.9722427,521.055438,469.1986882
ZCCHC10,562.4625152,506.3759091,491.3342191,442.1549634,419.0033019,510.0389749
AMIGO2,72.34016721,229.3167539,679.5500969,637.1674876,627.2089635,684.6266449
TOMM40,573.1389776,378.8821492,493.8220575,499.9877486,494.4526469,489.3377368
PMS2L11,515.838397,485.874196,485.874196,485.874196,478.114921,476.1367824
IKBKB ,482.4723109,585.5480931,482.4723109,461.9081968,460.9051856,453.8742892
STK19,390.9878887,401.3130092,559.5984078,529.7056416,539.7604709,504.5351691
ATAD2,419.2541021,545.3472515,625.9765047,550.0500901,441.4038069,343.8494837
DEDD,459.6498152,486.3379077,468.5940914,520.6383126,468.5940914,520.732995
WDR47,424.1682485,488.6389776,538.4755139,478.805275,485.2611971,508.6828032
SAMD4A,540.1976634,493.9680052,436.0834221,444.0636479,480.8723082,528.7407596
FAM82C,570.40162,504.7486601,485.5434984,487.9630593,449.1892556,425.438979
DPF2,454.8477015,522.3933044,539.5140643,448.6058047,471.7690245,484.101448
CKAP5,481.6090248,669.72668,405.6562562,477.0577176,436.7247661,446.683418
DAB2,535.7033768,895.264767,363.0760007,346.8500847,379.219286,396.8611998
ALKBH1,538.1612012,526.6327001,437.9580921,457.5239488,430.4319835,525.8322755
AP2A2,538.3234536,517.7992232,438.3378848,515.1163461,435.0871292,469.0874659
ARHGEF3,204.5676831,338.9005593,584.6702699,620.2340986,585.8830088,578.9278638
CKAP2,552.4180792,713.0042533,420.6723096,418.828665,404.0056429,403.2682785
TSFM,489.6576718,493.258791,482.7764016,479.8389763,492.7833023,469.837059
SF3A3,926.7612378,867.3389898,257.1899956,256.4082684,300.2689702,299.6734591
STX3,176.5283127,168.5066788,689.4382449,635.3585007,601.5277593,633.7788634
MYO5C,121.5454786,198.816793,664.491932,642.841153,632.593939,637.4714846
FBXL11,335.896954,395.5056429,549.1227614,501.7834207,485.9921364,627.616754
YRDC,318.7511164,343.9195817,578.8611998,600.2249259,572.5035529,480.822178
ZNF289,365.6056456,354.116754,568.4617241,536.2610155,563.1986776,506.4609074
MAP4K5,362.1297421,397.8278679,538.5275852,544.7992071,501.5391633,548.494756
SLC35E3,728.8476801,699.1568466,375.7973573,371.152179,340.9467255,377.2848507
RAD17,517.404392,530.3217514,536.8875449,434.8489095,419.1240068,453.4611958
NRCAM,540.2709767,380.3351798,485.1834731,491.9641265,450.405647,543.3860949
PPM2C,134.4567912,161.6448383,614.3480845,698.5275146,709.4118193,573.0723137
DGCR14,385.7424418,395.6889842,560.3890037,485.8419726,544.2370066,519.3848553
PROCR,1070.669637,836.7386593,233.0044834,281.6592035,204.7929708,264.131745
CPSF4,607.9639476,489.9389722,482.9994413,432.0800716,439.1374658,438.4663306
C2orf49,411.4390885,498.4147421,509.2932764,534.1527693,444.1005527,492.9945345
AGGF1,705.7756814,612.6127179,390.0611985,370.6932381,413.6077135,395.7342514
MRS2L,426.7507185,254.8868288,549.1151448,627.7295663,518.5481808,510.7110921
PDE6D,852.2390007,779.4357927,330.8448385,297.0269165,306.2261149,321.5031769
UBL4A,561.3761918,438.6215508,452.0109359,455.8160065,538.1945332,439.7936871
PEX14,556.1024234,430.6679409,469.1476469,460.9121496,504.3611603,462.4109428
CSNK2A2,405.7470499,496.1152279,493.4167486,505.2844694,544.7383317,436.0267402
C6orf15,32.98710678,34.86319222,750.2056619,687.5339629,720.6716545,654.8131028
GARNL4,441.2460041,497.5611985,519.2455937,478.8622628,452.6488024,490.9056402
LRRC40,711.7912537,670.0500901,391.9635962,341.1891029,338.931866,425.5116104
XBP1,660.6660578,827.1713455,321.4726085,349.8198014,349.4745525,370.7500887
MAP7,31.05559108,31.04003789,736.7492934,680.7723191,700.7051366,698.6091733
PMS2L5 ,517.3531969,475.7834207,475.7834207,480.6723096,465.1901616,463.4542131
GPS2,496.2775401,458.1115562,496.2775401,496.7695849,445.9500874,484.0611985
LSM2,696.4648505,562.7046855,408.6768175,444.8611998,334.4723109,427.526201
D4S234E,271.9493278,473.9274629,507.9078483,507.787605,530.5499733,581.438979
MAD2L1BP,498.2814581,449.6577282,475.4500874,475.9385032,475.6826865,495.3324153
THUMPD1,581.0809908,520.9236504,500.5384228,434.232164,371.161798,460.3389763
SSSCA1,512.5523088,364.17984,489.701965,508.0778741,483.3278679,510.0389749
PLEKHF2,352.5352243,316.339997,614.8167595,517.3049144,501.5217871,562.9515051
NAV2,923.761231,792.4567743,272.6732403,268.5947169,234.090555,373.2332883
PGM3,504.8418098,404.6610086,489.3056443,457.3985129,483.8416888,524.1018456
C14orf133,526.8275428,634.1488935,412.7802662,411.6844469,455.3611998,421.0965673
UBR2,545.3611998,571.1274253,457.0085405,434.1278624,384.1881242,467.1300045
ANKRD15,262.5338618,430.1389776,509.8070829,541.3889735,510.5565068,603.9403096
LHFPL2,401.251027,367.5462268,516.2500604,503.5611985,575.2496766,492.5389749
DAZAP1,387.8276126,443.1236125,503.8314375,544.0925965,499.2477141,471.9210794
VEZF1,599.6806326,768.2159636,370.5296403,349.6999455,372.6612012,388.9318304
PPP2R5A,444.0056429,384.1797649,528.2679669,516.9940168,487.0582356,487.0582356
RB1,651.9266772,790.4380681,366.6064547,347.7811641,328.4500874,361.1284261
ILF3,483.7278651,636.624884,486.0071155,421.9280978,451.9642625,365.7048216
APIP,655.9129429,711.5420514,379.1834248,370.9541304,338.2066535,389.6170144
RANBP6,584.5244426,382.4451496,489.3056443,450.8583505,451.6405942,485.4969501
AIFM1,628.6468843,550.6705059,414.7278651,407.9708472,389.5445596,452.3512787
STX10,493.4920896,461.3487041,471.4479514,494.6679323,478.735814,442.8907954
HAGH,208.0555704,325.0278879,603.8559436,632.5687115,552.9763639,517.9723109
SNX19,379.7983978,431.7302833,491.9371405,516.5834221,528.7860224,491.2039995
YLPM1,495.405647,364.2258703,502.3611998,496.3022069,484.8419443,496.3022069
KIAA0100,482.5541548,483.2030697,465.8978957,457.6945332,488.3029235,461.4084995
DNAJB14,469.3056443,490.8834166,478.9581862,461.8093783,475.3367737,461.399746
ZNF430,283.1708297,240.3385498,531.9964702,605.7064688,581.2973257,592.7208384
KIAA0020,538.4214228,447.4611958,480.1717522,477.3760077,472.980204,416.764348
SETD3,474.0056429,473.9723109,500.9992852,473.9723109,480.1695127,428.4500874
ZUBR1,320.4099621,379.5358934,463.3843043,562.6915341,542.8699014,562.3611998
CSTF2,507.814934,438.445274,504.8783204,518.1776243,453.3611998,406.7509507
LXN,458.3389763,400.572644,468.6075228,555.0900859,498.4824513,446.8733504
RAB32,762.0275752,709.5286462,338.487434,301.2270822,311.5076568,403.8852422
UBE2G2,720.201319,478.9419079,409.2389803,441.0546542,378.001653,398.6657704
GRHL2,44.11316793,26.39488692,714.094544,697.857008,681.2848627,662.1328267
IBTK,604.7622462,512.251955,453.4550967,368.4868622,419.8089067,466.3565918
ADAM10,286.8245012,356.9654353,619.1600669,538.6037192,527.8389763,494.0581763
NCLN,425.1723096,491.5278665,473.2631001,529.9777986,411.7047503,491.5278665
TIMP2,130.498967,160.3060337,685.2660325,568.2425004,708.5401762,568.6134856
IFRD2,593.9167622,473.6490434,442.9062285,458.4045061,417.7385938,434.0611985
C10orf22,570.083446,627.8945386,449.610895,391.6473147,372.9899629,406.168895
ACTR6,449.2117998,449.183418,540.9492893,487.6389776,405.9799208,484.1802229
YIPF3,532.2586789,566.3281277,436.9278638,416.1253172,425.5029503,435.610162
KIAA0947,704.8141005,726.850105,317.2212997,354.7749182,302.7159515,406.0826952
PLEKHA5,265.3834234,287.5233092,573.5377233,610.8278679,536.8943142,537.2684351
CALML5,24.81654351,21.06163194,663.8711955,718.1547426,737.9098127,644.883437
RAI14,729.1978463,741.8857112,315.4723109,298.0600441,299.9430569,424.597719
RMND5A,294.904936,381.8818897,542.5278665,529.8435711,570.2505992,487.0611985
ACY1,519.8586764,616.0254191,415.0007478,441.2945359,407.9790116,405.6289416
GNA11,455.768033,472.4852305,460.9817252,494.8457791,467.0765341,453.1849929
PRKCH,57.18891821,38.99004494,716.5961414,685.411728,652.1942834,652.6182379
HP1BP3,584.271586,605.0500969,398.286743,388.7114492,418.9210311,406.595147
SH3BGR,315.3078887,247.6737276,608.9586351,591.0871256,534.1612012,503.9197634
CENPN,436.9467594,665.0035556,510.1912202,410.2007835,417.8372341,359.2060457
PIP5K1A,388.7945359,380.718643,518.6806863,527.5122052,478.5056429,504.5847087
RIPK4,137.0166335,201.1029432,572.7956469,615.3389763,607.7275303,661.781032
CCDC6,378.3749123,399.3738573,542.6744533,504.3962842,450.5982956,516.612779
HDAC3,439.6055412,363.8724111,493.3354595,502.6676132,467.1191468,524.3945318
INTS3,561.0696798,624.5488913,379.111296,446.3167527,388.116754,390.8095792
NUP62,576.2834207,454.784594,441.0234258,454.784594,454.784594,406.772122
RGC32,1095.273275,1424.694436,53.62796033,49.11954008,44.22572473,119.987858
SERPINB13,22.51024003,22.31154909,653.1822152,619.2082225,563.3611998,904.7501158
CDKN1B,328.2219279,288.9080206,593.6294221,506.8099954,474.9167554,592.7289276
THYN1,833.1922495,738.5915701,321.7113351,326.8206691,298.8081061,261.78162
EDD1,472.4038666,412.8457306,476.3484476,504.7611971,434.4834193,478.1347824
PRMT3,674.6214203,525.1071953,435.8945318,410.5534046,344.9323693,387.7038706
C20orf111,391.6244525,395.8057467,520.8620967,515.8955298,494.1389776,458.642274
CDC2L6,397.5056429,613.4518324,456.8593085,451.3000398,425.4617029,431.4853133
LYK5,514.0668945,552.6324101,448.270569,433.9825812,397.9052539,428.9430046
NCOA3,597.5945372,717.6945399,382.662864,338.9802858,331.2113387,407.5214833
RAD51C,470.9723109,795.8665128,392.4407993,374.1888471,371.5709378,368.6272355
ITM2C,521.4278638,576.2870781,398.8245389,456.5143668,437.6945332,380.616754
FST,161.8647469,150.8322374,584.8867461,603.341715,691.9646957,574.5289358
GTF2IRD1,274.7389735,291.7258008,538.9994422,530.3505765,567.0362253,564.0874008
CGRRF1,414.2723123,478.4500874,464.0106449,474.9022185,474.6546243,457.6044768
SLC12A2,211.2377022,179.0497684,562.3796669,680.4195889,580.7459241,547.5299859
RNF111,461.5611985,552.6230052,442.5145155,458.1482579,380.4867264,465.4496971
PMM2,591.7113117,323.8061524,461.4940484,457.0056787,457.0056787,469.5952151
PLD3,597.8596261,672.3720151,389.796874,351.9834193,381.7589602,366.7413027
KIAA0256,234.2994718,316.2798071,508.5578187,591.8529681,510.1278624,595.2954292
EXOSC2,743.1167676,457.4012177,357.4893548,437.2263499,415.6506827,344.7736433
FBXO21,504.2316077,395.0385225,478.4922079,474.9207416,427.4851094,474.5611985
HIG2,313.6352443,251.9560113,563.4193481,512.5333296,542.5834221,569.5841291
KLHDC3,536.1470882,435.3539008,466.2251591,447.9286755,466.2251591,400.7429018
CDKN2AIP,294.8515194,309.8401964,535.0659406,535.9856663,539.6155883,535.419332
BAG2,935.3480743,995.6278828,209.1612143,189.4574203,195.3596051,225.4737371
PSIP1,967.1557635,906.874682,200.4871097,216.5407734,201.648298,256.0500901
TSR2,361.4796988,374.183418,483.9523665,523.4653846,524.1684878,481.2878617
BDH1,208.1085979,125.9157573,617.5780427,616.1293955,613.064423,567.3121286
CENTB2,641.6294389,519.4660647,413.0890337,405.2695848,366.8592476,400.2591922
STK38,274.7106417,374.4562811,540.9238375,521.5202622,510.5945305,522.6172408
SLC41A3,453.6555747,433.8943393,455.8049643,492.7056416,450.3402428,457.9349496
ZFP106,580.5753165,505.0733458,392.2929826,438.1817129,386.5999299,441.185716
UGDH,1011.29663,970.8723421,155.1831447,174.5938884,200.4265961,231.1864853
TMEM11,370.598805,374.7993218,485.5460839,548.5278665,484.8167527,479.0383953
CDC23,558.183418,586.7733927,425.3025771,374.8313973,392.7156546,405.062063
PCTK1,248.4177854,265.5611938,566.0118271,612.9422617,525.9814976,523.3389763
VRK3,376.5165698,434.2961545,476.0745057,527.2834207,413.6723096,514.3444714
TSPAN4,780.5406534,759.3666547,280.1134013,289.5818559,301.80929,328.6581585
FLJ12118,710.2893154,564.616754,358.2611971,365.3534969,351.8945318,388.3753205
SAP30L,348.7884727,361.116754,532.6909899,521.5500833,447.4334547,525.8430882
STAM,399.1389776,421.9100747,498.8547396,512.5054991,390.7320693,513.0278665
HSPBP1,407.2945291,386.2389803,444.9784312,498.4694835,533.8060998,465.3312191
C17orf81,580.2882012,571.2389803,391.8343296,387.5791931,381.3642311,422.5826579
PTCD3,647.0507388,535.6076117,380.0881138,370.1633568,410.3834234,390.8480072
VRK1,565.6750319,438.8836558,427.7500887,488.3399211,394.3389763,418.7010121
CAPN1,179.6447264,325.3605491,544.1616995,547.998675,586.8457674,549.2298358
OXSM,473.2837871,590.462067,444.7611971,466.9938967,372.076674,385.5204665
TMPO,565.1054814,446.7027248,482.590521,457.5537684,390.358536,390.1317079
MED8,439.0011838,446.4728208,447.2834207,480.3009483,470.2432577,447.2834207
TFB1M,482.4723109,472.5262802,449.8611998,454.4038352,455.2359171,415.9264022
C1orf38,183.405861,109.3406823,655.2391817,610.255894,629.9656185,537.7972336
TBC1D9B,572.5834221,463.3945318,426.2424001,419.650086,424.9644327,418.8405362
TRFP,476.2234791,555.5611985,438.4723109,445.4173602,382.5695354,426.9278638
AGPAT2,277.1270086,231.2297077,539.400198,561.4993981,631.1212618,482.6097298
PAK3 ,444.1646092,1319.171978,224.4561703,270.6134393,269.4409658,189.1390936
C1orf27,457.150086,435.1679536,488.0392038,463.6909567,414.9572968,457.150086
SSX2IP,902.4846341,553.695545,305.7278651,319.7278651,345.3945318,288.2947991
TSPYL4,495.4171812,620.8655611,420.3834234,411.6723096,398.8594836,366.901223
GMPPB,318.0975982,247.739394,537.3500847,524.8471403,591.2394784,492.7300259
FBXW11,496.4412667,484.7500887,422.2641521,440.7739188,401.5106543,462.8464698
GINS2,772.7460683,653.8542077,325.3852121,377.793368,348.8001698,229.9488925
INPP5A,590.0226065,527.2834207,374.9946783,395.2645247,393.2276813,423.9183752
PPCDC,434.2266661,388.829232,546.6969626,459.3516794,478.7171154,396.5624612
HEY1,1112.970062,867.1548713,153.5715405,155.3024233,187.482577,227.4602129
NAPG,272.3700374,241.5134623,563.3110515,560.8611998,572.1576628,492.9733609
C14orf109,516.9336722,515.535934,476.5628303,418.5222603,325.6723096,448.4973961
PIAS2,518.7056416,409.2011659,465.5095671,431.1298785,462.0532564,414.9748202
CRSP9,470.3611998,479.4624068,424.0448211,442.2678806,442.1461812,442.02661
YTHDF3,545.2764268,513.5648407,399.4616988,439.4767581,378.9611958,421.6970326
NRBF2,334.5108091,365.4167554,513.0499657,547.1060717,437.2778693,496.7611971
ANKHD1 ,434.6612012,465.3670321,465.5260368,456.0040128,430.6387611,440.1504149
LGMN,336.7056416,397.4853104,490.6443432,518.1394783,447.6809544,500.883338
RHBDF1,431.8056443,507.2581254,431.8056443,455.9723109,431.8056443,432.0639535
ATR,634.0529764,446.6398268,404.5795757,378.9611958,427.7278651,397.5752297
IL6ST ,743.9350907,706.2486557,292.4491616,328.2469896,295.3167527,319.4002595
GNB5,542.9853652,494.8957697,380.9167554,446.3223688,428.9665457,389.7723123
SPRY4,987.9935708,1095.034556,143.6174313,112.3592168,147.291581,195.6666218
TSPAN14,180.172131,200.7079093,581.9723177,607.0897221,575.3735888,535.9291959
DDX23,393.9424631,320.6785183,498.0988558,476.0945305,568.6714307,423.1539907
ALG13,379.4080883,291.4176688,519.0665978,510.8145587,464.4199167,514.9195624
CASC3,626.661208,549.7577719,374.3320139,341.5263269,375.5611985,410.0902876
SPG7,644.9434097,589.873837,325.654812,371.2164754,387.5454291,358.4311027
APEH,584.9079152,611.4436577,361.8389763,392.3046121,378.3455218,348.8119603
C6orf130,427.5112641,438.2500887,508.3034169,466.0056429,396.17531,440.6278624
MGC10433,418.2346966,392.4097717,447.9167554,461.9968648,475.3205687,478.4173379
DEFB4 ,33.92165489,29.983119,537.683418,604.2969488,537.683418,927.0488195
GSTA4,938.5278936,934.9056435,186.3959415,206.8142458,194.1934709,208.1627853
IRX5,149.0976296,132.4248697,635.9449348,624.8278679,588.1008022,538.076327
CRSP2,172.7549326,257.6635932,580.8500847,592.872315,525.8167527,537.2167567
C1orf160,542.5554675,401.1636824,460.3877933,442.352847,392.1873657,427.8256365
PPFIBP1,474.2021297,647.3265752,396.5343004,354.7618691,407.6588479,384.1723096
EGLN1,352.6071234,379.8073046,575.6481956,423.4410591,452.6826278,475.7043293
C2orf33,730.5279642,578.8511479,359.4041522,324.476487,320.8500847,345.0377757
SPA17,633.5481144,825.5947809,339.4597274,284.3056443,250.3483257,325.2454569
ZNF544,453.1321625,309.964462,453.9277459,572.5033012,428.1389776,437.7180092
NEK9,703.1719774,834.1959981,261.5203714,316.3449145,246.2752572,291.405647
PRKDC,558.9585959,502.7861626,428.6907089,423.4327859,356.2500887,382.409906
TAP2,276.8999517,212.6336538,471.289056,637.0522978,485.8583786,567.3834234
RGS3,521.3522377,530.4015908,415.380993,437.4500874,403.9950791,342.14698
ST6GALNAC2,103.2677914,108.3278173,637.1748335,650.4170662,605.9405539,544.5723137
PPWD1,675.6945467,604.3771952,366.23679,337.8000062,303.5781463,360.0218949
SORT1,160.4631875,150.7262195,652.7333183,570.7723123,576.3495966,535.4723109
PRAF2,909.3636531,849.276633,194.505706,219.7580771,223.2322866,249.906084
TTC17,360.6663524,293.2429237,485.6401395,505.7901838,515.2808489,484.2240187
IGF1R,243.0945562,262.2116512,557.4833639,511.3500914,535.4450225,533.751996
FNBP1,379.5624822,420.4121688,435.2975407,498.6762881,449.116754,460.2508802
OTUD4,408.8086324,413.0278665,463.9656175,431.8600893,460.8663681,464.7074959
NEK1,536.4844913,629.6843578,349.054975,382.9894178,372.25095,371.4944116
YIPF1 ,299.2583778,232.0021398,546.6064724,504.1876142,515.1650871,543.6945332
TTF1,384.7857638,328.1107321,469.6056456,516.3548246,517.6583732,424.2167294
KIAA0430,331.1723096,441.8500914,478.22947,466.8877035,441.8500914,479.5396478
TREX1,532.3859521,346.7859564,445.7315623,479.8956262,435.436559,398.0549177
ISOC1,422.616754,420.9433523,474.1987254,463.2671818,448.4115525,401.9087921
MCAM,951.2821657,792.5757466,232.4142589,224.938164,220.691616,208.5834358
TRMT1,522.9890429,417.4583042,407.0622523,427.4595092,465.4247946,389.2056483
AMPD3,123.6109924,104.0013266,628.5038367,605.5527016,609.4242057,556.9298445
PCTP,245.2080056,214.9304068,544.4439103,538.2361597,565.150086,519.0303087
PNPLA4,482.6836295,495.8167527,369.3512953,429.0834221,418.9430512,430.2761788
SLC35A5,436.3916539,503.4079504,425.0834221,437.4101726,422.4719402,398.3505918
CBWD1 ,446.3875522,480.7700206,421.7500887,442.4033051,413.1563109,416.7268334
PTPLA,784.3917164,930.3158609,253.0678521,187.3168386,186.7724623,278.92823
BRD4,413.5259996,280.6254288,509.8287536,470.1031788,452.1612012,493.0444902
ZBED2,17.49280979,21.22205062,616.3796113,702.2825435,649.1083485,610.9228707
RIT1,320.1194911,428.938979,490.8981693,496.5410537,437.7936918,441.0854439
TP53AP1,284.0409497,518.5500901,441.0693745,463.3723082,468.7500887,439.4948989
ISGF3G,191.3595457,189.3524805,547.7767174,539.0395448,525.6486023,621.1346272
BMS1L,481.3500847,353.347613,483.976218,439.4834193,416.4720169,439.4834193
ACAT2,444.152082,656.9473698,360.3634704,426.4515683,346.5229329,377.5167581
KIAA0692,318.5223682,311.8964313,468.4688729,486.8927691,449.72773,573.3723082
CSNK1G3,540.6250375,587.3611998,404.5611985,337.5723069,363.1056389,375.391002
PCID2,573.3214978,615.7359958,343.8834234,345.4998612,366.2723123,363.0094925
ZNF217,331.7776414,399.1667042,429.2985926,490.6375325,440.0717537,512.0611985
C17orf42,384.7485477,431.1863937,461.6943728,472.6839664,402.3938709,448.6627609
DPP3,315.1143837,311.8289664,511.1634936,474.7690177,480.6902986,507.667336
R3HCC1,581.8009162,472.5266463,371.4347031,430.4006799,390.2399332,353.6171118
CLN3,367.6945332,383.0834221,457.6317388,450.5723069,489.4707325,450.5723069
TATDN2,524.7627883,355.3437333,439.3278679,439.3278679,413.8155552,426.2817437
WDR46,523.6424784,439.0566315,409.8611998,388.5355055,383.0684118,454.6340098
C20orf149,331.9548756,281.8378047,496.9847815,515.1723096,455.5218008,517.167872
EDEM1,432.8856414,557.0337877,397.5885967,388.7338438,396.8776008,421.865278
FEZ1,591.9716906,828.228639,269.7806177,303.286658,319.376645,281.0397512
RNASEH2A,559.5075057,612.1376232,348.3096934,379.4627485,360.4656528,333.6389776
AGPS,372.5807038,492.4723109,467.2370163,433.6167924,407.0689141,418.658575
MRPL28,453.9191965,476.2057146,386.8129065,428.4834193,423.8328218,420.8834234
ATP13A3,454.2389803,353.490209,425.1130543,424.0487949,450.8611998,479.8059227
LRRC1,124.6222658,115.3900804,611.2350807,593.0887648,571.3545217,571.3545217
TMEM135,528.8637214,658.4612025,360.9332448,334.2296364,341.650314,362.7835993
FAM57A,445.2465659,273.0611985,487.5947033,456.3489519,475.1735865,448.1955787
SPINK1,25.56308734,29.43865898,680.2770948,609.3836895,543.200547,697.0501036
ANKRD11,489.9834193,679.6029553,358.9597683,367.431011,355.7278651,332.2500887
TMPRSS4,35.08639964,36.5058064,661.2167635,740.0500901,612.6391971,497.8563934
ART4 ,419.4921691,363.4787865,434.7500731,439.9167554,491.3422102,433.9897772
PTPRA,597.763413,494.5270644,400.8611998,346.2500887,363.6077245,379.6116996
CDH13,824.3274042,881.1713454,170.2253429,181.2072485,221.5966368,303.9500874
NT5C2,290.9469654,228.958786,525.249633,532.6798397,489.5795688,509.6612012
WDR70,659.8346452,475.8544901,353.1234728,392.9117544,342.1170432,353.116754
SLCO3A1,240.7945294,207.6593072,547.2987068,531.3274792,542.1360677,506.7302101
DUS4L,355.3879419,322.2805886,487.6612012,472.1530647,458.3515163,479.1400538
LUZP1,472.1360079,534.380129,366.5946434,413.1452217,382.1246967,405.8167527
ETNK1,136.0804717,216.796076,630.0611985,534.7285638,516.3536597,539.014594
FASTKD5,409.8769632,315.3156969,472.1235712,460.7028028,478.2389735,436.5617658
ALG6,406.4664747,341.4480759,475.8046402,476.3655138,435.9092769,436.3278679
KCTD5,407.0278665,428.3214403,458.2335345,476.1219682,410.5945305,386.947202
IHPK2,478.2565402,536.4844248,414.091929,378.3804854,330.3034619,428.7167567
ARHGEF2,316.8500914,381.9462646,459.703044,496.866225,490.1664484,419.5848397
C9orf46,517.0872224,543.833024,361.3617009,396.624923,360.3959126,385.1056456
GDI1,381.0500833,422.2611971,460.9638602,426.2981989,423.5141483,448.9757996
C11orf60,638.0487716,560.438979,368.4198588,349.9094182,314.5728488,331.3201758
C14orf139,1382.155869,955.8227617,51.66099231,44.19115198,50.71392179,77.85685944
ABHD11,391.6612012,299.8923746,467.4668384,467.3047746,477.9879845,456.673795
FYCO1,331.0717986,364.1778511,457.4911312,497.9236745,439.6214818,468.1455495
SAA1 ,260.2940864,179.7501547,529.7500887,533.1695235,457.5841785,595.6288771
SNRK,243.8872228,219.5278704,561.9950049,515.6642948,508.2299566,506.8122462
FKBP1B,564.5167513,635.1090099,336.7702671,326.4888717,311.0110038,381.719065
UBE1DC1,649.597693,383.7323494,389.0167513,396.79825,339.9497797,395.8056443
ATPBD1B,359.2092034,295.3252051,498.7192639,497.5961184,498.0278665,401.4222029
MAP3K4,151.3762171,219.6612051,507.1843221,560.3337429,546.7403053,564.4654966
RRN3,546.2465524,536.0623475,391.5167581,378.8961899,314.9166665,381.4511792
SFRS12,364.173595,713.0142853,376.5834221,370.8825141,346.4723109,376.5834221
D15Wsu75e,424.9205189,397.1178336,492.4723109,421.405647,413.9945345,397.1178336
CLCC1,494.556009,473.8500847,399.4075354,354.5832238,392.2532128,431.7642753
LTBR,525.7944416,446.9907143,405.9274819,380.6177317,362.3676867,422.9331211
JMJD1B,399.1389776,378.6046004,424.632569,442.8329366,386.4993102,511.7888807
TMED1,474.2239613,435.7834207,380.616754,411.3971283,429.905594,410.5985258
LOC642732 ,406.1888071,343.5395986,427.8276875,437.5737414,410.4432788,516.5080063
NMB,335.9492571,381.3553075,445.947886,451.7277125,524.4422087,401.3689662
ARHGDIA ,447.9177356,385.8988096,431.8139431,436.9445681,417.6834248,417.6834248
PPM1G,501.6585128,404.5310915,388.6921139,374.367506,490.0378516,374.4887935
CDK5RAP3,444.7834207,464.6690316,401.1667693,427.3414165,428.8259268,364.5056429
ARF5,287.4834193,353.0748112,488.4907509,447.0278665,474.5468896,479.5852393
ERCC5,399.6680187,416.6550369,441.3163952,413.6819316,429.1843515,428.9461488
GTPBP1,402.9924659,414.6772828,446.6589491,419.150086,455.6739163,389.418414
HECA,303.0898907,265.0650714,491.6086018,512.3834234,459.9915946,496.4157111
OSBP,499.5783333,537.6015762,356.8986176,412.5413182,334.1172301,387.2443771
HNRPL,408.6072265,479.2995225,406.8442064,428.1520891,408.8976856,395.6847044
ARHGEF7,303.6439845,324.5714482,462.5500901,512.9612025,448.5771066,473.3514624
THAP11,517.3414201,501.5053189,362.6827978,370.3482295,405.0446988,367.6844907
SMAD1,300.8578753,334.5844845,465.5244648,455.4723109,454.8381538,509.1245405
MULK,453.9295298,415.5455497,419.3782001,408.7650595,401.9017735,420.7952964
B3GNT2,261.4697512,278.7834207,568.8711648,477.918,415.9156804,516.4885729
MAGED2,660.8181042,765.2612175,289.3254271,281.1002821,269.6045429,251.2501959
EDEM3,767.7584911,684.7278787,269.1826713,255.149364,263.6877732,275.9500874
