SYMBOL,GSM431121,GSM431122,GSM431123,GSM431124,GSM431125,GSM431126
EIF4EBP2,290.5031777,262.0570054,506.7809214,512.9612025,466.9878184,476.9578002
IL10RB,544.8616352,643.8500982,344.5273513,347.5439146,334.6414061,297.2967388
ITPK1,322.9196113,414.8090142,451.0376111,427.8186427,477.7278651,416.9573295
PLCG1 ,477.9612025,408.616754,376.2799319,404.1945332,433.5409446,408.616754
SC65,533.1392811,565.0996226,381.7109962,371.9056402,368.370484,284.6677895
SAP130,300.795312,289.1915711,506.7237312,500.6567913,511.6145771,394.6804204
ANAPC10,447.4658105,472.0436388,431.236465,430.1834248,359.4355106,362.538843
CNN2,266.001358,264.9483622,466.6446398,497.440705,530.9500874,476.7916487
HERC6,53.85840124,52.18306107,620.1361713,596.6054343,590.8646037,588.7373463
PCYT1A,272.6723096,289.2002606,479.5619245,494.3729092,465.7519133,499.4496041
KIAA0515,322.3487567,466.83325,422.0834221,409.3134634,453.4968785,426.0342964
CHEK1,565.650086,613.0038648,388.3905455,338.2713075,306.7173298,286.9760094
C1orf164,456.5838699,358.8795809,434.2187907,406.9389722,408.4427327,433.3510306
FAM69A,416.279593,340.2296388,436.9278638,430.6223232,427.1809387,446.9046091
CCDC28A,439.4818115,580.2371506,383.3513086,329.7675303,371.1157363,393.4139906
DUSP3,369.3715158,373.048462,433.8638207,479.1524659,415.9213317,423.8167527
ZNF281,346.6001546,396.2027651,439.6738382,455.8000567,380.563718,473.5268225
AACS,390.9256776,406.5711995,418.5047535,436.0795322,407.7572336,431.592115
PRKAB1,439.3601865,427.2957953,373.1076819,417.2709721,404.1300366,428.4702771
HNRPUL1,412.9612025,437.1773216,412.9612025,400.0369254,420.0155864,405.9493688
GGCX,362.4021767,422.5544229,452.0946129,403.5508117,438.4723109,408.7141399
KIAA1815,251.3539135,381.414207,471.545126,485.0389817,468.0598882,428.8701311
DPAGT1,426.9278638,453.7060114,404.7228297,409.7723123,409.7723123,380.3263468
JARID1A,344.1550923,394.1475282,414.0859429,467.5561642,444.5278665,418.2067543
IL1B,62.62998033,45.03456106,581.3803384,632.4836366,649.6543952,510.944648
HIP1R ,361.9309899,404.3251586,380.616754,436.9921326,472.9512454,424.1389776
SART1,468.9230593,386.675995,387.4521608,385.3389763,418.8726187,433.5862509
DKFZP564C152,388.0841323,636.0804623,324.9834193,378.3725612,388.0841323,363.9901906
MAPKAPK2,361.2762627,306.8599294,481.2865043,461.2020298,426.5858421,441.5723069
DGKA,272.0985754,580.0032085,419.3875158,412.7312497,344.218324,449.6723096
NEFL,1035.277382,933.4202625,111.8892139,117.647342,116.0996043,163.4388927
C17orf63,181.3605597,188.808658,537.8983565,547.5649889,501.1692639,520.0901989
WDR3,793.5531088,661.3199553,250.2393329,252.7924167,253.5292741,263.1344935
PRKCD,304.690886,316.1018034,442.3855819,469.4056402,499.6567891,440.6278624
MAN1B1,407.8646629,511.1261401,396.0710605,366.5960899,401.2113104,388.7220491
FLJ35348,705.7070396,521.038363,314.8361188,336.2754907,337.6389776,255.5972421
CREB1,330.4323154,444.116754,453.3047349,433.6197193,407.2007123,402.3467601
TMCO3,619.3500914,621.3382814,336.2721976,298.2070955,247.7067334,347.9500874
NINJ1,427.4899264,497.8570277,386.7790645,378.6612012,414.465546,363.3777839
FBXO2,50.64222412,50.51034573,592.9159844,603.0176729,628.1661637,543.0090771
FLJ20273,51.29850519,38.3072872,618.1677276,625.1389844,560.224172,574.4355436
PIK4CB,416.6723096,421.9276144,416.6723096,400.526916,405.8274527,405.8039445
C3orf63,398.3118181,541.9559014,388.4796901,391.6172568,351.6081387,391.6172568
MYST1,451.6851571,432.7651879,369.1749532,399.0678433,424.7548246,385.4129289
UBPH,384.8601359,588.0167513,378.5278665,402.5945305,336.5957538,371.7379664
NOC3L,660.6637296,764.7509504,238.2685795,292.4939704,211.3551408,293.5340846
NSUN5C,407.616754,387.8906912,360.4482263,405.7106561,459.4408472,439.9377044
CDC25B,698.1145594,1117.02137,154.4578075,144.6495157,157.1845157,187.2359926
MRPL11,519.0834221,506.2800276,317.1296688,362.3585327,350.3847639,403.2787185
THRAP4,663.1945332,863.8723218,230.7417399,220.7445017,218.80783,260.6178812
CDC2L5,365.796203,355.1451308,441.0343817,426.8270354,399.2445856,467.1412794
SH3BP5,458.6080168,413.2519547,449.8611998,405.6293745,409.5945305,316.9998712
ITPKC,354.5428721,318.5275404,430.3929241,447.7542312,444.116754,457.7611971
EHD1,332.5206859,333.3834234,479.6042134,427.5220811,427.5220811,451.3110148
TLK1,392.8723082,362.7675399,425.8630324,440.119938,393.4845393,435.3965281
KIAA0746,179.2059833,163.9383779,566.5519552,522.305013,577.1494989,439.8611998
LANCL2,306.249286,281.0237409,496.4526191,516.0389749,433.5611985,414.938979
SMURF1 ,139.4561976,111.6226193,543.1831396,580.150086,517.7923417,555.6787129
VAV3,734.4211851,436.0019457,321.116754,286.1179341,326.358772,341.3654032
SH2B3,827.8165713,1111.138998,126.9388276,120.8110162,116.1939236,142.3595194
SMARCA1,826.1850384,976.2395355,167.6657758,141.3606451,148.9792102,184.3153308
H1FX,284.9921461,265.5961958,504.4034176,453.3945318,478.5458384,457.5580239
GPBP1L1,304.8205402,335.0945305,466.1372803,459.8467275,432.7774208,445.6971409
DHRS3,42.82078295,41.25712253,575.9945345,621.7804361,668.627876,492.9945345
SPFH2,601.6332481,581.2389735,344.7263009,298.7982663,295.2073567,320.78357
ROCK2,593.0834221,576.0456377,303.0589788,317.2385312,285.4723109,365.6707506
DNAJC3,381.9278638,456.6117043,397.0611985,392.4151116,397.0611985,413.9728146
MKKS,634.0389817,546.8757309,355.0027128,268.4487354,298.4900317,333.5447432
TPST2,366.7834207,296.562716,445.4532596,420.1945777,474.3168162,432.2187755
ADPGK,536.5056429,502.2094813,324.2855445,357.4158173,348.7668639,365.5259549
TETRAN,303.7519226,389.1863714,410.301915,436.8142827,487.8851251,406.3056443
PRNPIP,507.4945345,417.7196303,353.6723096,358.6021469,436.0639801,360.448672
LOC441259 ,450.0350596,430.2031482,381.9552754,408.9834193,368.3901015,394.3389763
TSSC1,475.2712116,422.2611971,400.6676528,406.5910369,361.148783,367.7021445
ZNF131,489.6971365,407.3328248,396.2389803,338.565227,413.0062728,387.439417
FARSLA,505.9496279,369.321037,384.6056456,393.5698867,413.7074714,364.1430912
MTAP,451.8218889,387.9278638,412.0777444,390.9018329,433.4534887,354.4716479
RBM10,456.4141679,467.0559762,384.7235015,394.2743452,393.9278638,333.5272405
C5orf28,495.0167513,413.1612012,400.3747494,384.7023097,328.6737214,407.3525838
HOXA5,699.7919925,588.6506674,278.8167527,284.2093722,280.183418,297.5261656
SGSH,396.143979,379.8302842,426.4602739,387.4474585,419.216673,418.9920315
DSCR1,226.671492,318.4590828,466.8278679,515.9897443,456.5879736,443.4723109
C9orf95,367.2800899,557.1652021,379.4021053,318.8945318,408.0019486,396.6891609
ZFP64,350.7087361,357.616754,435.8855982,421.405647,410.0053636,450.5426196
SLC30A9,592.3417239,559.3091933,305.0357845,331.3310217,301.0500833,337.0948968
POLR3B,421.9723109,357.056422,454.9461257,457.2545584,359.8888456,374.9976774
GTF2H3,556.2016115,403.8365324,337.6510198,369.8331564,396.6675987,361.2315903
PHF10,287.3044651,309.3735357,422.8945318,469.0909881,470.7775362,465.4426193
DHRS4,509.5744376,541.5611985,361.0313042,313.0500901,329.567405,369.0723147
PSD3,646.8500982,539.0336424,319.0385617,299.2569876,312.58786,306.8165405
WBSCR16,412.5611985,435.8971984,409.7142615,398.7211417,395.4912732,370.0806471
PMS2L1,413.5191768,382.0845353,389.6138792,472.0028729,368.012126,396.0611985
FAHD2A,409.3893155,391.3056443,425.918792,391.3056443,391.3056443,411.9535153
ALG9,426.236199,354.7964416,395.0453536,441.5945305,403.0611985,399.9364764
PIK4CA ,520.6941656,467.0378321,359.8622414,320.6090411,368.4154383,383.6039528
ZNF750,15.1735735,15.43596004,588.7604125,592.6082177,584.2843009,623.2334785
ACOX1,212.4130714,301.6918294,493.9167554,462.1160229,486.0316474,462.6014103
CCDC91,398.6278624,388.6267683,405.3056443,417.6547566,400.8320418,405.3056443
CHERP,489.2255969,418.6345765,397.7049589,300.2767108,403.945656,406.3056443
MPP5,210.2630242,237.3159129,474.946668,478.7834207,491.9533801,518.9267584
C6orf145,382.8393609,508.2568166,389.4310255,380.8576629,353.9657423,395.0611985
TNNT1,189.6410386,133.0605307,487.7448733,550.8834166,483.5033133,565.150086
CCDC44,372.8891667,335.8611998,432.3665169,436.0989771,438.3934589,393.0962573
RAB27B ,173.628475,89.32925635,534.7473623,578.4167554,555.4279081,476.5308332
ZNF226,467.9697677,492.9811065,364.4342142,403.0852826,358.387296,320.4836969
ZNF654,301.7937542,390.0183663,432.2790255,407.8611998,407.8611998,465.6105901
PSMA2,646.4943474,427.1877441,332.5803965,299.8057167,359.2296301,338.4754504
XIST,972.9485457,750.2612431,143.4081004,150.8712693,119.7421804,266.3389763
SLC25A1,462.1215726,584.8530172,338.3300577,354.3389763,326.6767283,336.8776271
SOS1,166.5649252,205.5245748,555.6056456,484.738315,481.0534149,508.3518129
C20orf43,460.1219416,407.2108005,400.3414908,377.4474217,393.4122599,362.1869746
RPS6KB1,364.1278048,285.6168639,437.6930365,435.2276291,412.679058,465.2897601
C3orf9,806.9945549,624.5899413,249.7026967,287.5682987,213.8389838,217.6282975
SLC35A1,564.7204758,605.6348679,305.7278651,297.9370331,323.2194647,302.7677663
UEVLD,383.4456674,329.2775121,413.5611985,427.423037,413.48626,430.0519803
THAP4 ,489.6657142,476.8284364,380.4548483,351.2723123,339.4037423,359.5549735
UTP14A,619.5809252,514.5389749,279.9046935,332.4020419,315.9964382,334.6498169
RAP2C,475.4215611,406.7926243,375.918598,385.1056456,348.4880674,405.3018658
KIAA0562,263.9945345,328.8050743,455.0547843,449.1095109,487.0365162,412.1375678
RCOR1,292.3234962,371.9915172,477.8923579,446.9179494,365.538286,440.9500874
FAM38A,351.3713381,396.8536864,384.1257083,463.2261948,340.1776861,458.5332308
TTC9,37.72952521,21.68441951,603.0124792,611.0182392,585.7381537,533.8056443
FJX1,646.9545601,447.6807701,335.7025343,280.9612025,303.99615,376.8945318
TEX264,479.4065788,304.7450444,393.500942,431.7751519,405.4808449,376.2387111
FLJ11506,414.063669,337.7834207,408.2724636,438.3844235,401.6861466,390.0395369
BRCC3,481.6621419,423.2667807,390.6279675,373.3135615,355.2278651,366.0440501
PRDM4,373.6477573,299.69198,408.7751802,444.059582,449.2609282,413.3334705
C1orf181,582.9422653,541.4480278,341.6155204,295.3579868,273.2937979,353.1389776
DNAJC1,344.4500874,328.4052095,436.0162307,436.2044987,425.4387499,416.9437986
HIST1H1C,262.0278665,511.183418,399.7713507,402.8870824,375.4889393,435.7499953
SPAG16,558.8843954,427.614726,382.7500887,307.1227454,376.1914016,334.5437504
MKNK1,284.9611958,235.7179734,486.852933,462.2555597,465.7930747,451.156921
CSNK2A1 ,509.7723123,484.5886748,333.3136137,338.807654,380.1655197,338.7110484
GALNT2,572.7886736,668.7003852,273.4511619,263.7828627,285.4922241,318.9054738
PDE4DIP,407.2383946,427.9071661,363.334427,379.4499253,401.9500874,401.9500874
ASCC1,525.1264488,476.8685093,386.58628,356.566683,298.7500887,337.9048024
ATG4A,290.8759343,342.4609933,441.100499,420.649405,411.1275475,473.2753711
BIK,69.7517856,88.57101091,581.0834487,542.0669118,536.2723123,560.8967097
DCTN4,455.4033473,577.0056429,353.3481328,311.4480276,339.9446631,341.3946137
MR1,491.0500901,514.9355659,330.6254278,351.1240934,340.6717796,348.8794254
CPT2,299.5056429,356.0523553,445.9061246,412.1846724,469.5360698,392.9654988
F2R,970.6549092,1016.444215,102.2659874,84.09379388,55.10766696,144.5907416
ARHGEF5,122.9380249,118.5879862,508.2410717,510.7577483,569.5490637,542.9278638
CUTC,717.7952545,384.8164098,303.7815191,300.5928894,383.8218189,280.5485192
SETD5,406.2831156,405.1639151,395.1895676,374.8827943,394.5781134,394.6882841
XPC,436.7775529,734.3527657,298.0056429,310.9212396,276.3074589,313.8167527
PMS2L1 ,384.0152672,336.8867521,403.6369961,492.0254551,365.4723109,387.6172007
NSDHL,340.7908513,306.0222499,462.5500901,435.3452105,376.7525682,447.457469
LOC399491,469.0658759,505.5834221,332.8221848,329.1721286,349.9236034,381.1406537
BPTF,339.2218401,356.4825901,390.7260513,445.679389,367.2667439,466.5200905
R3HDM1,715.1049938,681.9814748,245.963388,236.1555516,212.7589909,272.3611998
DEXI,535.9749211,430.2666044,367.6305862,348.1828602,313.3500847,367.0699094
NRBP1,302.2925422,269.5834332,461.054048,438.2735125,461.5834221,429.0439093
SH3BP4,386.8349595,425.4352927,391.8509964,383.7753437,370.5824019,403.3354716
ACO1 ,728.5862779,521.7292074,267.3245089,271.7247333,255.1840749,316.3760188
ABR,524.8397,394.1358386,383.4167554,344.0194231,348.5024945,365.3389763
ENAH,526.5131023,505.6385076,341.3040414,323.3152106,291.0759572,370.9995921
BCS1L,723.3133172,561.0118036,232.428744,300.2245244,282.7815925,257.8095808
MGAT1,509.6531482,425.4518916,365.6757838,349.4085156,326.4334087,380.7530637
HOMER1,401.7125105,222.6822749,440.8986553,433.8486947,422.944262,432.2915807
KBTBD4,383.9107589,334.7680862,432.7026848,415.52646,413.1612012,373.451581
CASP7,392.8454125,407.6653739,404.349607,357.0000134,386.0641135,405.5586813
ST5,304.4532095,264.0723137,401.4464658,485.2032039,421.7108349,475.9367159
ZNF508,464.1990009,295.2386822,403.95133,424.2278651,340.1951481,424.9873732
GATAD2A,295.1056456,288.0219612,389.3611998,507.1163344,422.220204,449.6690391
C14orf111 ,414.1070445,443.010135,379.4075136,368.8451799,339.8945318,406.1834443
MAN2B1,419.5610801,422.6945332,393.7496978,372.199471,398.4723109,344.7222226
PIR,288.9653604,316.0770664,431.0661117,422.7834207,418.0112046,474.2293901
EML2,221.7389765,264.0278083,503.4482853,480.4049297,446.9386167,434.3705763
ASXL2,319.9993503,397.0541182,400.8611998,410.5412881,418.2800121,403.6398652
GPATCH8,356.7331182,383.4252911,398.7056416,388.8168643,371.3640575,449.7666405
PARP12,221.6025576,162.2404488,491.6673833,499.19215,494.1389776,477.8222557
AVEN,388.7945359,381.3324347,385.6556903,416.2579344,373.7786593,400.2459813
RFC1,563.570878,486.946469,387.1651123,322.7520375,257.5441942,327.6723096
OSBPL11,362.5611985,323.7429267,517.2588094,393.2834207,374.103381,374.6723096
SPEN,305.0396787,350.2851842,412.4024409,433.9044443,369.1428455,474.3093515
NECAP1,425.8911556,388.6071706,388.408183,379.5452419,398.1195062,363.3834234
ZNF395,653.5723204,369.4278638,308.2504122,303.5303193,356.2604996,352.1871858
CLU,224.4473291,458.938979,370.7405452,315.7274876,603.9612025,369.1389776
NMU,90.22941045,88.08947175,553.5622219,556.1910996,525.9730049,528.4623734
KLK11,23.59231619,29.6358034,569.1005362,568.2536721,633.0310835,518.7848421
SLC9A1,281.2112918,348.8915361,425.8389763,440.3556128,423.1509726,422.4874368
SEPHS1,333.777724,339.2041844,439.2358802,437.4500874,393.8842807,397.9265178
C4orf30,467.2351482,232.7275297,424.5574102,459.0216777,400.2723055,357.5079939
PDE8A,400.7278651,390.273568,389.9488626,384.5442707,374.7791945,400.7278651
EHF,27.34441438,19.63413575,587.4953056,547.2106592,640.5674232,518.1688128
BCKDK,510.2548018,408.5657622,353.3096782,348.9167554,350.5024631,367.0332845
SETX,468.765553,395.144949,347.5127853,370.0278665,364.0696749,392.0496199
RP11-125A7.3,421.4375648,439.6451325,330.5026422,410.5945305,355.7278651,378.116754
PTDSR,499.9500874,412.7940239,360.3986464,355.8389763,312.9723109,392.9893052
VPS13B,479.2772492,439.1366846,373.3826815,377.3244433,291.8677308,373.938979
LOC643450 ,393.3808109,329.27591,416.0431906,402.4185709,380.8286227,412.1455798
ATRX ,428.6754175,509.0167513,345.1841582,331.7784503,348.1932181,369.6847664
GYS1,470.2832136,291.7606044,378.846069,394.7151787,370.8283643,425.7056416
SLC6A8,364.0465708,153.0075387,476.654262,461.6363782,442.5022977,433.6354152
CENTD1,39.62935973,42.81352482,633.9723177,563.417111,539.135778,511.9446393
ELOVL4,118.0391424,95.76520652,542.2690352,537.3945318,547.2497588,489.2524355
POLR3E,290.7131336,311.885455,426.8723118,452.5010711,445.2261367,401.6056456
HSPC159,184.6592748,125.2745962,477.0611985,481.7157176,533.1161299,526.9438474
TMEM51,87.97426566,103.2319741,501.2059298,531.8316501,533.8799032,568.9446001
NSMCE4A,663.8307321,462.4677572,321.5913357,271.1193837,293.8473091,312.5615493
KIAA0284,235.4914699,310.3886476,437.8053133,449.1058837,479.8611998,409.1298795
EPHB3,95.94552944,62.7316398,588.8603341,541.9537222,465.4577028,565.650086
GRINL1A ,606.6056456,501.7135506,292.7326461,297.4244538,311.560022,309.112312
MDS032,654.0518291,602.6167608,237.9971201,308.4980353,246.0379032,268.6516963
UTP14C ,529.4284364,485.3500847,303.9841481,324.5437334,314.9302121,357.7730156
THADA,735.6788598,728.9312407,206.2875678,202.30103,217.3459418,225.376638
ENTPD4,373.4519274,430.7769351,406.9068669,386.337519,375.3611998,341.1110979
MYST3,274.7304435,340.2011464,405.3551842,407.6377358,487.9327494,396.5284053
CSRP2,388.7945359,313.6908522,429.769435,391.8409793,415.0722263,372.895902
KATNA1,378.150086,512.8841762,349.3643742,336.8323603,359.0128805,375.150086
DONSON,412.9547606,323.9644567,450.0944715,416.4167554,361.6056456,346.0389749
PPP2R4,359.1763675,348.7274035,400.6723096,387.0834221,456.443149,357.8498423
NUMB,480.116754,492.0278665,308.5311917,343.9500874,314.8849863,369.7212804
ZMIZ2,358.6598944,373.6925189,379.6543563,405.6511291,414.038671,373.0956047
ABHD2,299.6576758,387.5477306,425.5663553,446.4363777,332.2882651,413.1945332
HMBS,603.1100851,371.5371529,347.7551749,323.1165339,324.2040263,334.7723123
MRPL46,425.7278651,319.3001949,395.8657464,411.6506342,389.1362132,362.7596604
COPG,465.5003585,467.3341197,348.700891,360.6436687,323.0500901,338.787465
MICA,252.1278693,363.0457191,382.4082892,424.2222541,417.4366598,464.2805709
KIAA0907,367.8594511,703.6976937,322.5056429,250.4110285,328.73478,330.0945305
ANKRD17,416.7056526,484.9272206,336.4377628,394.2083523,303.4521552,366.1702417
SYNJ2BP,338.8487029,304.3342187,420.1864348,389.4766826,390.0576755,458.1101437
FAM11B,509.5278665,471.5594869,355.5323117,353.2433141,280.0218362,330.601169
SFT2D2,161.0981975,154.8266886,546.1945332,529.1584489,423.6389776,484.5261406
MRE11A,306.3714795,270.8611998,465.0731648,478.2776717,418.0354775,360.2223316
GNPTAB,346.7042557,382.2278651,415.0693827,405.3898556,366.038109,383.0898847
TRIO,213.0339031,223.5357001,437.4881526,476.0309214,437.5359014,508.2899542
KEAP1,438.2650225,393.3509419,388.6836109,369.9176297,376.9278638,328.455739
IFRD1,270.7116586,459.7171816,394.0500901,402.1732288,388.1596081,378.6993108
EXOSC5,486.7698258,353.1717132,359.3056443,366.765165,367.9256797,357.4621811
TRSPAP1,457.8862282,449.6723096,334.509503,359.3056443,333.6723096,354.1961116
PIGA,238.2313363,239.8328958,445.0781231,476.365911,433.7191887,453.4611958
CHCHD7,723.4713599,512.1558829,245.2477086,279.5723069,262.0716512,260.3261029
WWC3,347.0682206,475.4500874,362.1083781,365.8056443,365.8056443,365.8056443
C16orf53,436.1569865,292.5219005,402.7723123,389.4719762,397.3263692,363.3834234
SNX13,323.1470169,357.4143526,392.0800788,423.6120323,397.1056456,387.2914919
SPR,376.7940697,271.8500914,362.6824894,426.2286779,449.0292062,392.4969368
MGC2752,508.1257404,526.9632287,318.6494135,344.6351185,291.405647,288.2166327
HSD17B7 ,285.348817,454.832981,368.5792198,384.2396329,350.1751373,433.1142047
BCL2L13,417.4533162,513.8230363,359.4690907,343.5976877,339.0278665,301.5500901
