id,GS1,GS2,GS3,GS4,GS5,GS6,GS7,GS8,GS9,GS10,GSH_mean,GSL_mean,Mean_abundance,log2fc,Pvalue,FDR
K00186,1.09e-07,4.22e-08,0,2.88e-07,0,5e-07,2.1e-07,2.26e-06,1.07e-06,7.74e-07,8.784e-08,9.628e-07,5.2532e-07,3.45428618235666,0.0211766578543166,0.129789903018722
K00207,1.35e-07,2.47e-07,2.56e-07,4e-07,4.71e-08,1.89e-06,5.53e-07,1.34e-06,4.17e-06,1.02e-06,2.1702e-07,1.7946e-06,1.00581e-06,3.04776240735094,0.00793650793650794,0.0907652866415753
K00210,3.76e-06,4.5e-06,8.9e-06,9.14e-06,1.13e-05,3.64e-05,1.74e-05,2.48e-05,4.96e-05,3.66e-05,7.52e-06,3.296e-05,2.024e-05,2.13191167550558,0.00793650793650794,0.0907652866415753
K00216,3.65e-05,1.85e-05,8.6e-06,7.83e-05,4.09e-05,5.5e-06,2.41e-05,5.69e-06,3.44e-06,7.8e-06,3.656e-05,9.306e-06,2.2933e-05,-1.97403297818819,0.0317460317460317,0.135276304290389
K00222,0,1.81e-07,4.31e-07,1.37e-06,0,3.9e-06,1.9e-06,3.02e-06,1.21e-05,3.2e-06,3.964e-07,4.824e-06,2.6102e-06,3.60520103960096,0.0119252335930176,0.0994828565450034
K00226,2.29e-07,6.86e-08,2.47e-07,2.05e-06,0,7.25e-06,7.51e-07,2.7e-06,6.25e-06,2.81e-06,5.1892e-07,3.9522e-06,2.23556e-06,2.92907191014147,0.0158730158730159,0.0994828565450034
K00230,1.17e-06,2.14e-06,1.01e-06,3.37e-06,8.8e-07,2.85e-05,9.36e-06,9.3e-06,1.99e-05,1.21e-05,1.714e-06,1.5832e-05,8.773e-06,3.20740450293501,0.00793650793650794,0.0907652866415753
K00231,8.07e-06,2.98e-06,7.21e-06,2.4e-05,1.25e-05,2.04e-05,4.8e-05,9.47e-05,2.59e-05,2.53e-05,1.0952e-05,4.286e-05,2.6906e-05,1.96843749830601,0.0158730158730159,0.0994828565450034
K00232,3.33e-05,3.93e-05,4.36e-05,9.13e-05,5.55e-05,8.02e-05,0.000150419,0.000132933,8.25e-05,0.000105203,5.26e-05,0.000110251,8.14255e-05,1.06765703676254,0.0317460317460317,0.135276304290389
K00239,0.000456022,0.000433154,0.000517464,0.000555671,0.000514033,0.000587791,0.000629629,0.000616578,0.000666058,0.00055547,0.0004952688,0.0006111052,0.000553187,0.303209017537066,0.0158730158730159,0.0994828565450034
K00245,9.3e-07,1.98e-06,3.5e-06,2.05e-06,4.14e-06,4.9e-06,9.65e-06,1.1e-05,7.75e-06,4.98e-06,2.52e-06,7.656e-06,5.088e-06,1.60316709609875,0.00793650793650794,0.0907652866415753
K00246,1.01e-06,2.45e-06,3.06e-06,7.3e-07,1.4e-06,3.6e-06,9.87e-06,8.56e-06,2.73e-06,3.98e-06,1.73e-06,5.748e-06,3.739e-06,1.73228802393325,0.0158730158730159,0.0994828565450034
K00247,4.58e-07,0,1.15e-06,2.39e-07,4.89e-07,1.76e-06,5.43e-06,9.12e-06,3.87e-06,1.5e-06,4.672e-07,4.336e-06,2.4016e-06,3.21425257736122,0.00793650793650794,0.0907652866415753
K00248,0.00015889,6.75e-05,6.44e-05,3.21e-05,5.69e-05,5.13e-05,2.61e-05,2.92e-05,3.15e-05,4.45e-05,7.5958e-05,3.652e-05,5.6239e-05,-1.05651515401377,0.0317460317460317,0.135276304290389
K00252,0.000252868,0.000261082,0.000274877,0.000360481,0.000254072,0.000464766,0.00036812,0.000316079,0.0003939,0.000391654,0.000280676,0.0003869038,0.0003337899,0.463069190990874,0.0158730158730159,0.0994828565450034
K00257,2.84e-06,2.4e-06,1.69e-06,5.82e-06,4.17e-07,5.06e-06,4.39e-06,1.02e-05,1.6e-05,7.09e-06,2.6334e-06,8.548e-06,5.5907e-06,1.69866023196637,0.0317460317460317,0.135276304290389
K00259,9.05e-05,8.66e-05,0.000113727,0.000246299,0.000107492,0.00026628,0.000205845,0.000364991,0.000263439,0.000249968,0.0001289236,0.0002701046,0.0001995141,1.06700183059815,0.0158730158730159,0.0994828565450034
K00273,2.31e-07,8.93e-08,1.07e-07,1.19e-07,0,2.11e-07,1.74e-07,4.45e-06,8.12e-07,3.56e-07,1.0926e-07,1.2006e-06,6.5493e-07,3.45791833981627,0.0317460317460317,0.135276304290389
K00274,8.05e-05,6.54e-05,5.65e-05,8.1e-05,3.58e-05,9.86e-05,8.9e-05,9.6e-05,9.2e-05,9.72e-05,6.384e-05,9.456e-05,7.92e-05,0.566769383955187,0.00793650793650794,0.0907652866415753
K00282,4.17e-05,5.14e-05,6.7e-05,9.55e-05,9.23e-05,9.7e-05,0.000102493,0.000132784,0.000174593,0.000109987,6.958e-05,0.0001233714,9.64757e-05,0.826263403120468,0.00793650793650794,0.0907652866415753
K00288,4.76e-08,1.11e-07,2.21e-07,9.23e-07,3.31e-08,1.14e-06,8.56e-07,2.04e-06,3.56e-06,1.35e-06,2.6714e-07,1.7892e-06,1.02817e-06,2.74364674537584,0.0158730158730159,0.0994828565450034
K00294,2e-05,1.67e-05,1.8e-05,3.09e-05,1.64e-05,4.95e-05,5.03e-05,9.6e-05,8.28e-05,4.87e-05,2.04e-05,6.546e-05,4.293e-05,1.68204445018591,0.00793650793650794,0.0907652866415753
K00306,1.77e-07,2.06e-07,4.94e-07,7.81e-07,0,4.88e-07,1.14e-06,1.97e-06,3.49e-06,1.13e-06,3.316e-07,1.6436e-06,9.876e-07,2.30934332367191,0.0317460317460317,0.135276304290389
K00333,0.000300427,0.000262708,0.000274474,0.000247971,0.000209615,0.000336849,0.000294443,0.000292148,0.000398465,0.000305453,0.000259039,0.0003254716,0.0002922553,0.329362340851511,0.0317460317460317,0.135276304290389
K00335,0.000227886,0.000253703,0.000278475,0.000324479,0.000239907,0.000384391,0.000323253,0.000354866,0.000417098,0.000313605,0.00026489,0.0003586426,0.0003117663,0.437153482633607,0.0317460317460317,0.135276304290389
K00355,0.000199414,8.6e-05,8.25e-05,0.000100448,0.000125699,6.23e-05,7.76e-05,2.03e-05,4.63e-05,7.77e-05,0.0001188122,5.684e-05,8.78261e-05,-1.06370452438989,0.00793650793650794,0.0907652866415753
K00360,2.7e-06,1.66e-06,4.11e-06,1.79e-05,6.35e-06,1.95e-05,2.37e-05,4.05e-05,1.26e-05,2e-05,6.544e-06,2.326e-05,1.4902e-05,1.82960644341883,0.0158730158730159,0.0994828565450034
K00365,1.45e-05,1.09e-05,1.32e-05,2.68e-05,2.72e-06,3.22e-05,3.44e-05,2.97e-05,2.53e-05,5.69e-05,1.3624e-05,3.57e-05,2.4662e-05,1.38977373412528,0.0158730158730159,0.0994828565450034
K00366,2.1e-06,5.47e-06,9.1e-06,1.9e-05,6.78e-06,2.48e-05,1.7e-05,6.17e-05,3.37e-05,1.97e-05,8.49e-06,3.138e-05,1.9935e-05,1.88600889341506,0.0158730158730159,0.0994828565450034
K00368,7.67e-05,0.000119093,9.99e-05,0.000117491,7.05e-05,0.000168907,0.000168642,0.000226236,0.000211234,0.000153258,9.67368e-05,0.0001856554,0.0001411961,0.940490558111647,0.00793650793650794,0.0907652866415753
K00382,0.000715477,0.000710793,0.000744563,0.000793822,0.000739419,0.001021922,0.001041944,0.000932775,0.000932173,0.001001503,0.0007408148,0.0009860634,0.0008634391,0.412567488153322,0.00793650793650794,0.0907652866415753
K00383,0.000266217,0.000164918,0.000233477,0.000171957,0.000278728,0.00012612,0.000178423,0.000138036,0.000142743,0.000146607,0.0002230594,0.0001463858,0.0001847226,-0.607652333052661,0.0317460317460317,0.135276304290389
K00384,0.000588615,0.000530665,0.000553117,0.000632185,0.000414171,0.00059181,0.000644924,0.000676517,0.00065326,0.000633524,0.0005437506,0.000640007,0.0005918788,0.235142596716149,0.0158730158730159,0.0994828565450034
K00392,3.13e-05,2.81e-05,2.81e-05,5.19e-05,1.22e-05,6.72e-05,6.58e-05,7.61e-05,4.88e-05,8.43e-05,3.032e-05,6.844e-05,4.938e-05,1.17457000631832,0.0211766578543166,0.129789903018722
K00394,4.56e-07,3.93e-07,7.18e-07,4.98e-06,6.17e-08,4.53e-06,2.7e-06,5.38e-06,7.15e-06,5.97e-06,1.32174e-06,5.146e-06,3.23387e-06,1.96101304543134,0.0317460317460317,0.135276304290389
K00410,2.78e-06,2.95e-06,4.14e-06,1.14e-05,1.49e-06,1.5e-05,1.24e-05,1.46e-05,2.75e-05,1.2e-05,4.552e-06,1.63e-05,1.0426e-05,1.84029950169922,0.00793650793650794,0.0907652866415753
K00422,0,2.33e-07,3.5e-07,1.06e-06,0,1.38e-06,1.06e-06,1.34e-06,3.11e-06,1.6e-06,3.286e-07,1.698e-06,1.0133e-06,2.36943207349033,0.015650539882205,0.0994828565450034
K00448,0.000114754,8.42e-05,0.000159517,6.61e-05,7.97e-05,7.33e-05,5.75e-05,6.18e-05,5.72e-05,6.89e-05,0.0001008542,6.374e-05,8.22971e-05,-0.662000240961955,0.0317460317460317,0.135276304290389
K00455,2.97e-05,2.71e-05,5.81e-05,2.37e-05,4.54e-05,1.89e-05,1.9e-05,1.91e-05,1.39e-05,2.68e-05,3.68e-05,1.954e-05,2.817e-05,-0.91327529897599,0.0158730158730159,0.0994828565450034
K00467,0,2.57e-07,2.22e-07,5.51e-07,0,4.34e-06,2.82e-06,1.77e-06,2.17e-06,7.83e-07,2.06e-07,2.3766e-06,1.2913e-06,3.5281828645552,0.0119252335930176,0.0994828565450034
K00491,5.38e-06,4.63e-06,1.85e-06,2.29e-06,1.09e-06,1.01e-06,5.79e-07,1.55e-07,8.31e-08,0,3.048e-06,3.6542e-07,1.70671e-06,-3.06023540066837,0.00793650793650794,0.0907652866415753
K00499,5.65e-06,4.22e-06,1.88e-05,3.04e-05,7.19e-07,6.5e-05,3.07e-05,6.18e-05,7.66e-05,4.78e-05,1.19578e-05,5.638e-05,3.41689e-05,2.2372314914695,0.00793650793650794,0.0907652866415753
K00510,1.2e-05,1.05e-05,8.95e-06,1.91e-05,8.4e-06,1.03e-05,6.01e-06,3.57e-06,2.61e-06,7.64e-06,1.179e-05,6.026e-06,8.908e-06,-0.968291140272662,0.0317460317460317,0.135276304290389
K00522,3.93e-06,5.94e-06,5.82e-06,7.36e-06,4.4e-06,9.97e-06,7.87e-06,1.22e-05,1.22e-05,8.54e-06,5.49e-06,1.0156e-05,7.823e-06,0.887454245754945,0.0119252335930176,0.0994828565450034
K00559,2.47e-06,2.86e-06,1.64e-06,1.55e-06,9.79e-07,0,6.78e-07,7.81e-07,0,2.5e-07,1.8998e-06,3.418e-07,1.1208e-06,-2.47462324580032,0.0119252335930176,0.0994828565450034
K00568,0.000210818,0.000176013,0.000172619,0.000236008,0.000155184,0.000157908,0.000139945,0.000152354,0.00015118,0.000154085,0.0001901284,0.0001510944,0.0001706114,-0.331523856394248,0.0158730158730159,0.0994828565450034
K00588,6.81e-07,4.15e-07,2.29e-06,7.45e-06,3.61e-07,6.79e-06,6.64e-06,2.89e-05,1.15e-05,1.16e-05,2.2394e-06,1.3086e-05,7.6627e-06,2.5468400263527,0.0317460317460317,0.135276304290389
K00595,7.19e-05,5.42e-05,7.58e-05,5.53e-05,8.97e-05,4.38e-05,3.24e-05,3.6e-05,3.97e-05,4.66e-05,6.938e-05,3.97e-05,5.454e-05,-0.805380833256062,0.00793650793650794,0.0907652866415753
K00603,6.16e-07,3.33e-07,0,7.33e-07,2.52e-07,1.75e-06,9.11e-07,1.39e-05,2.84e-06,1.23e-06,3.868e-07,4.1262e-06,2.2565e-06,3.41515405149943,0.00793650793650794,0.0907652866415753
K00613,3.83e-06,3.26e-06,1.65e-06,2.61e-06,9.75e-07,0,5.82e-07,6.1e-08,0,0,2.465e-06,1.286e-07,1.2968e-06,-4.26062509882469,0.0111594252829148,0.0994828565450034
K00616,0.000263601,0.000279366,0.000298797,0.000308511,0.00027164,0.000306207,0.000354839,0.000400346,0.000335898,0.000303937,0.000284383,0.0003402454,0.0003123142,0.258740431789213,0.0317460317460317,0.135276304290389
K00641,0.000390194,0.000343638,0.000366504,0.00032697,0.000300739,0.000298485,0.000302508,0.000308474,0.000245254,0.00026841,0.000345609,0.0002846262,0.0003151176,-0.280072318337739,0.0317460317460317,0.135276304290389
K00658,0.000253069,0.000214181,0.000214968,0.000334127,0.000217796,0.000360218,0.0003171,0.000342861,0.000338582,0.000313021,0.0002468282,0.0003343564,0.0002905923,0.437879501472002,0.0317460317460317,0.135276304290389
K00690,2.84e-07,1.01e-07,1.56e-06,1.86e-06,8.62e-08,3.84e-06,7.77e-07,4.84e-06,5.24e-06,4.95e-06,7.7824e-07,3.9294e-06,2.35382e-06,2.33602199787688,0.0317460317460317,0.135276304290389
K00691,5.29e-06,4.4e-06,6.28e-06,2.5e-05,9.17e-07,1.63e-06,1.6e-06,3.11e-08,6.17e-07,5.74e-07,8.3774e-06,8.9042e-07,4.63391e-06,-3.23394465728058,0.0317460317460317,0.135276304290389
K00705,2.94e-05,4.5e-05,3.93e-05,6.71e-05,3.46e-05,0.000141762,5.7e-05,9.98e-05,0.000124582,0.000101991,4.308e-05,0.000105027,7.40535e-05,1.28567010393235,0.0158730158730159,0.0994828565450034
K00756,3.5e-06,1.92e-06,5.51e-06,1.81e-05,1.31e-06,2.23e-05,1.09e-05,6.02e-05,5.45e-05,3.13e-05,6.068e-06,3.584e-05,2.0954e-05,2.56227764669793,0.0158730158730159,0.0994828565450034
K00760,8.18e-05,0.00015193,0.000135548,0.000194689,0.000115978,0.000211944,0.000231157,0.00022046,0.000218786,0.00024573,0.000135989,0.0002256154,0.0001808022,0.730375588031032,0.00793650793650794,0.0907652866415753
K00764,0.000309631,0.000418446,0.000348566,0.000438097,0.000360314,0.000551249,0.000388199,0.000454589,0.000473651,0.000493452,0.0003750108,0.000472228,0.0004236194,0.332551441758157,0.0317460317460317,0.135276304290389
K00768,0.000137934,0.000160632,0.000115076,0.000111182,0.000119506,9.36e-05,8.46e-05,9.69e-05,0.000109003,7.95e-05,0.000128866,9.27206e-05,0.0001107933,-0.474909866061552,0.00793650793650794,0.0907652866415753
K00797,0.000226128,0.000238836,0.000146989,0.000152924,0.00014883,0.000130777,0.000112854,7.46e-05,9.72e-05,0.000131209,0.0001827414,0.000109328,0.0001460347,-0.741140576011052,0.00793650793650794,0.0907652866415753
K00799,0.001685168,0.001580873,0.001586401,0.001366832,0.001657046,0.001170517,0.00125727,0.001092719,0.001209328,0.001285612,0.001575264,0.0012030892,0.0013891766,-0.388850020069094,0.00793650793650794,0.0907652866415753
K00801,5.87e-07,1.7e-07,1.72e-06,1.27e-06,1.29e-07,3.65e-06,2.35e-06,7.9e-06,2.71e-06,4.02e-06,7.752e-07,4.126e-06,2.4506e-06,2.41210334535877,0.00793650793650794,0.0907652866415753
K00805,2.15e-05,1.47e-05,1.7e-05,4.28e-05,2.38e-05,7.24e-05,5.51e-05,7.46e-05,3.93e-05,4.83e-05,2.396e-05,5.794e-05,4.095e-05,1.27393177648162,0.0158730158730159,0.0994828565450034
K00819,3.07e-05,2.99e-05,2.88e-05,5.74e-05,3.14e-05,5.53e-05,3.79e-05,9.09e-05,6.4e-05,5.79e-05,3.564e-05,6.12e-05,4.842e-05,0.780034316058092,0.0317460317460317,0.135276304290389
K00821,0.000160164,0.00017652,0.000157448,0.000208823,0.000218211,0.000255053,0.000232744,0.000230806,0.000266393,0.000211536,0.0001842332,0.0002393064,0.0002117698,0.377325913042664,0.0158730158730159,0.0994828565450034
K00823,3.36e-05,3.32e-05,5.88e-05,5.04e-05,3.06e-05,6.94e-05,7.58e-05,8.68e-05,5.61e-05,6.35e-05,4.132e-05,7.032e-05,5.582e-05,0.767094816278345,0.0158730158730159,0.0994828565450034
K00844,3.85e-07,8.19e-07,4.47e-07,1.69e-07,4.68e-07,1.23e-06,1.36e-06,8.53e-07,1.13e-06,5.46e-07,4.576e-07,1.0238e-06,7.407e-07,1.16177495421299,0.0158730158730159,0.0994828565450034
K00845,0.000284328,0.000266911,0.000291162,0.000305947,0.000305013,0.00035484,0.000355423,0.000532226,0.000355055,0.000302206,0.0002906722,0.00037995,0.0003353111,0.386416479603221,0.0317460317460317,0.135276304290389
K00848,1.13e-05,6.06e-06,1.58e-05,2.39e-05,2.4e-05,3.45e-05,5.03e-05,6.44e-05,2.19e-05,3.74e-05,1.6212e-05,4.17e-05,2.8956e-05,1.36298530317255,0.0317460317460317,0.135276304290389
K00849,1.66e-05,2.79e-05,2.32e-05,3.07e-05,2.1e-05,5.75e-05,6.39e-05,8.72e-05,4.99e-05,5.11e-05,2.388e-05,6.192e-05,4.29e-05,1.37460263487961,0.00793650793650794,0.0907652866415753
K00850,0.000190641,0.000169606,0.000131088,0.00017021,0.000140926,0.000203837,0.000229821,0.000265621,0.000201335,0.000201777,0.0001604942,0.0002204782,0.0001904862,0.458114853304581,0.00793650793650794,0.0907652866415753
K00853,2.28e-05,2.81e-05,2.22e-05,2.79e-05,1.25e-05,4.54e-05,2.79e-05,3.94e-05,3.76e-05,3.43e-05,2.27e-05,3.692e-05,2.981e-05,0.701710255467497,0.0278029624346493,0.135276304290389
K00867,5.46e-05,4.96e-05,5.8e-05,0.000104645,9.87e-05,0.000101846,0.00016,0.000116855,0.00010709,0.000106339,7.3109e-05,0.000118426,9.57675e-05,0.695864930670616,0.0158730158730159,0.0994828565450034
K00883,0.000185165,0.000161454,0.000171659,0.000113799,0.000218194,0.000104753,0.000119777,0.000119644,9.98e-05,0.000112372,0.0001700542,0.0001112692,0.0001406617,-0.611940337113596,0.0317460317460317,0.135276304290389
K00886,1.96e-05,2.07e-05,3.22e-05,5.84e-05,5.79e-05,7.07e-05,8.46e-05,8.02e-05,5.49e-05,6.56e-05,3.776e-05,7.12e-05,5.448e-05,0.915018476491919,0.0317460317460317,0.135276304290389
K00887,9.6e-08,5.84e-07,5.73e-07,1.4e-06,1.33e-07,9.55e-07,5.01e-06,7.7e-07,5.41e-06,7.69e-06,5.572e-07,3.967e-06,2.2621e-06,2.83178123443139,0.0317460317460317,0.135276304290389
K00926,5.21e-06,1.13e-05,3.66e-05,3.86e-05,1.73e-05,4.68e-05,2.53e-05,4.97e-05,5.97e-05,3.94e-05,2.1802e-05,4.418e-05,3.2991e-05,1.01893293241885,0.0317460317460317,0.135276304290389
K00928,0.000292896,0.000314046,0.000297808,0.000306614,0.000356051,0.000380166,0.000358818,0.000395051,0.000425042,0.000349739,0.000313483,0.0003817632,0.0003476231,0.284290832457139,0.0158730158730159,0.0994828565450034
K00937,0.000272183,0.000279981,0.000348492,0.000434987,0.000388785,0.000480309,0.000494967,0.000456066,0.000476524,0.000411751,0.0003448856,0.0004639234,0.0004044045,0.427768723393864,0.0158730158730159,0.0994828565450034
K00938,2.77e-07,7.15e-08,3.68e-07,2.84e-06,0,8.07e-07,2.64e-06,4.61e-06,3.03e-06,3.79e-06,7.113e-07,2.9754e-06,1.84335e-06,2.06455356253146,0.0317460317460317,0.135276304290389
K00940,0.000134906,0.000120803,0.00011959,0.0001578,0.000128948,0.000167314,0.000169077,0.000166494,0.000198254,0.000174308,0.0001324094,0.0001750894,0.0001537494,0.403086199436005,0.00793650793650794,0.0907652866415753
K00942,0.000135925,0.000171518,0.00017682,0.000205851,0.000178811,0.000222974,0.000185765,0.000202805,0.000240906,0.000213188,0.000173785,0.0002131276,0.0001934563,0.294413870664902,0.0317460317460317,0.135276304290389
K00945,0.000107264,0.000128801,9.84e-05,0.000147867,0.000125398,0.000172719,0.000161003,0.000199115,0.000148159,0.000146979,0.000121546,0.000165595,0.0001435705,0.446156696556646,0.0158730158730159,0.0994828565450034
K00957,0.000135699,0.000221433,0.000204936,0.000251373,0.000167202,0.000295296,0.000285728,0.000284486,0.00030585,0.000250678,0.0001961286,0.0002844076,0.0002402681,0.536160088932342,0.0158730158730159,0.0994828565450034
K00958,7.08e-07,1.65e-06,1.64e-06,8.93e-06,6.34e-08,3.11e-05,8.51e-06,4.5e-05,1.5e-05,3.01e-05,2.59828e-06,2.5942e-05,1.427014e-05,3.31966089425174,0.0158730158730159,0.0994828565450034
K00962,0.000406244,0.000425618,0.000436827,0.000509262,0.000406083,0.000590808,0.000547466,0.000531878,0.00061058,0.000590629,0.0004368068,0.0005742722,0.0005055395,0.394739408225589,0.00793650793650794,0.0907652866415753
K00963,0.000267885,0.000223062,0.000265225,0.00029401,0.000279073,0.000313002,0.000330577,0.000286612,0.000321675,0.000280827,0.000265851,0.0003065386,0.0002861948,0.205450859482052,0.0317460317460317,0.135276304290389
K00970,0.000190362,0.000249595,0.000264398,0.000263565,0.000290419,0.000292532,0.000279511,0.000381851,0.000318316,0.000280481,0.0002516678,0.0003105382,0.000281103,0.303250107905872,0.0317460317460317,0.135276304290389
K00973,0.000205095,0.000166374,0.000166128,0.000216769,0.000165459,0.000210577,0.00026685,0.000234339,0.000236117,0.000226203,0.000183965,0.0002348172,0.0002093911,0.352106773027397,0.0158730158730159,0.0994828565450034
K00975,0.000152701,9.67e-05,0.000114232,0.000104933,0.000107716,0.00011635,0.000155359,0.000157423,0.000134515,0.000172406,0.0001152564,0.0001472106,0.0001312335,0.353034693996298,0.0317460317460317,0.135276304290389
K00981,0.000656067,0.000397003,0.000404099,0.000333468,0.00032595,0.000307802,0.000293704,0.000286102,0.000267605,0.000301692,0.0004233174,0.000291381,0.0003573492,-0.538832983226902,0.00793650793650794,0.0907652866415753
K01000,0.000308104,0.000305046,0.000290508,0.000291311,0.000265842,0.000357849,0.000351845,0.000303204,0.000406939,0.000335238,0.0002921622,0.000351015,0.0003215886,0.264763148785367,0.0317460317460317,0.135276304290389
