id,GSH1,GSH2,GSH3,GSH4,GSH5,GSL6,GSL7,GSL8,GSL9,GSL10
K00367,1.33E-05,4.39E-06,9.43E-06,3.10E-06,3.76E-06,1.83E-06,1.12E-05,3.97E-06,7.95E-06,3.08E-06
K00368,7.67E-05,0.000119093,9.99E-05,0.000117491,7.05E-05,0.000168907,0.000168642,0.000226236,0.000211234,0.000153258
K00370,0.000270415,0.000322732,0.000180732,0.00025706,0.000202416,0.000334817,0.000254826,0.000297736,0.000371503,0.000398595
K00371,0.000102586,0.000184809,9.81E-05,0.000117148,7.49E-05,0.000177671,0.000112751,0.00014207,0.000206267,0.000154616
K00372,0.000261078,0.000381319,0.00031407,0.000207815,0.000380905,0.000222851,0.000163516,0.000217272,0.000276765,0.000238237
K00373,4.86E-05,0.00010608,4.73E-05,4.77E-05,3.10E-05,6.75E-05,4.11E-05,7.96E-05,7.68E-05,6.49E-05
K00374,8.01E-05,9.57E-05,6.55E-05,7.25E-05,5.62E-05,8.04E-05,7.06E-05,9.16E-05,0.000119483,8.90E-05
K00376,7.26E-06,5.09E-05,2.95E-05,3.91E-05,2.25E-05,7.00E-05,5.14E-05,3.15E-05,5.92E-05,2.40E-05
K00380,0.000247461,0.000199947,0.000185137,0.000212017,0.000243884,0.00023877,0.000173281,0.000171348,0.000189777,0.000131692
K00381,0.000285318,0.000322961,0.000293778,0.000272389,0.000273337,0.000302111,0.000248256,0.000234349,0.000249806,0.000244426
K00382,0.000715477,0.000710793,0.000744563,0.000793822,0.000739419,0.001021922,0.001041944,0.000932775,0.000932173,0.001001503
K00383,0.000266217,0.000164918,0.000233477,0.000171957,0.000278728,0.00012612,0.000178423,0.000138036,0.000142743,0.000146607
K00384,0.000588615,0.000530665,0.000553117,0.000632185,0.000414171,0.00059181,0.000644924,0.000676517,0.00065326,0.000633524
K00387,4.35E-07,3.32E-06,1.16E-06,2.48E-06,2.57E-06,2.99E-06,1.25E-06,6.22E-06,8.86E-06,2.92E-05
K00390,0.00015823,0.000230216,0.000188437,0.000213926,0.000198172,0.000235092,0.000177912,0.00026892,0.000231438,0.000264129
K00392,3.13E-05,2.81E-05,2.81E-05,5.19E-05,1.22E-05,6.72E-05,6.58E-05,7.61E-05,4.88E-05,8.43E-05
K00394,4.56E-07,3.93E-07,7.18E-07,4.98E-06,6.17E-08,4.53E-06,2.70E-06,5.38E-06,7.15E-06,5.97E-06
K00404,0.000365026,0.000361727,0.000429128,0.000256384,0.000195586,0.000451694,0.00024399,0.000224182,0.000326386,0.000372061
K00405,0.000231434,0.000182743,0.000218333,0.000155137,0.000136777,0.000214441,0.000150273,8.75E-05,0.000152362,0.000179715
K00406,0.000173287,0.000180394,0.000213255,0.00012942,0.000108499,0.000180334,0.000122677,0.000183728,0.000164162,0.000151404
K00407,3.66E-05,3.83E-05,2.81E-05,1.77E-05,1.50E-05,3.45E-05,1.81E-05,2.43E-05,1.84E-05,1.58E-05
K00410,2.78E-06,2.95E-06,4.14E-06,1.14E-05,1.49E-06,1.50E-05,1.24E-05,1.46E-05,2.75E-05,1.20E-05
K00411,0.000164854,0.000162838,0.000158471,0.000164428,0.000173255,0.000157787,0.000170458,0.000110481,0.000147424,0.000143002
K00412,0.000312979,0.000316178,0.000268539,0.00032051,0.000239603,0.000389612,0.000315431,0.00023467,0.000297907,0.000339902
K00413,0.00015552,0.000147607,0.000163441,0.000148062,0.000153275,0.000165968,0.000139409,0.000100204,0.000149758,0.000158452
K00422,0,2.33E-07,3.50E-07,1.06E-06,0,1.38E-06,1.06E-06,1.34E-06,3.11E-06,1.60E-06
K00425,0.000288779,0.000369669,0.000312128,0.000350292,0.000257348,0.000332917,0.000423645,0.000276768,0.000352809,0.000304767
K00426,0.00028936,0.000240421,0.000231427,0.000379661,0.000261744,0.000297897,0.00030345,0.000258169,0.000325373,0.00025501
K00432,0.00023533,0.000194223,0.000202818,0.000187165,0.000223827,0.000199964,0.000236053,0.000118327,0.000175467,0.000203792
K00441,4.36E-06,1.32E-07,7.29E-07,1.68E-06,1.68E-07,5.82E-06,5.39E-06,1.07E-05,1.20E-06,1.72E-06
K00446,5.17E-05,1.36E-05,8.49E-06,2.08E-05,3.26E-05,7.60E-05,3.07E-05,3.12E-05,5.68E-05,3.92E-05
K00448,0.000114754,8.42E-05,0.000159517,6.61E-05,7.97E-05,7.33E-05,5.75E-05,6.18E-05,5.72E-05,6.89E-05
K00449,0.00015243,9.45E-05,0.000117931,9.02E-05,6.96E-05,0.000102057,8.63E-05,7.55E-05,6.67E-05,8.76E-05
K00450,0.000110836,4.41E-05,7.81E-05,3.65E-05,5.12E-05,4.25E-05,4.71E-05,5.82E-05,4.67E-05,5.84E-05
K00451,0.000176678,0.000190417,0.000137279,0.000227982,8.83E-05,0.000195382,0.000150048,0.000212032,0.000224152,0.000197449
K00452,1.98E-05,2.98E-05,7.85E-05,7.38E-05,4.16E-05,4.50E-05,2.98E-05,5.42E-05,2.74E-05,2.38E-05
K00453,0.000210164,0.000211988,0.000194172,0.000206541,0.000180573,0.000205126,0.000251811,0.00022029,0.000184825,0.000245628
K00455,2.97E-05,2.71E-05,5.81E-05,2.37E-05,4.54E-05,1.89E-05,1.90E-05,1.91E-05,1.39E-05,2.68E-05
K00456,0,0,3.22E-07,1.22E-06,0,1.59E-06,1.11E-07,2.56E-07,5.62E-06,1.97E-06
K00457,0.000327655,0.000292545,0.000372121,0.000278457,0.000264636,0.00031249,0.000220883,0.000237605,0.000298451,0.000306769
K00459,0.000495378,0.000364273,0.000386826,0.000218376,0.000341314,0.000284009,0.000228097,0.000286727,0.000286943,0.000314249
K00461,0,0,0,0,0,3.20E-06,0,0,0,0
K00463,3.60E-06,2.47E-06,2.17E-06,2.96E-06,9.56E-07,2.86E-07,1.21E-06,8.50E-06,3.99E-07,7.06E-07
K00466,2.08E-05,1.26E-05,4.64E-05,2.02E-05,1.46E-05,0.000117421,8.60E-06,2.18E-06,6.53E-05,5.74E-05
K00467,0,2.57E-07,2.22E-07,5.51E-07,0,4.34E-06,2.82E-06,1.77E-06,2.17E-06,7.83E-07
K00469,3.14E-06,2.18E-06,3.38E-06,5.06E-06,3.70E-06,1.69E-05,5.53E-06,1.16E-06,2.77E-06,2.23E-05
K00471,6.18E-07,4.07E-06,2.10E-05,1.41E-05,8.22E-06,1.25E-05,5.97E-06,1.63E-05,2.96E-05,2.63E-05
K00472,5.66E-05,3.98E-05,5.15E-05,4.16E-05,8.36E-05,2.34E-05,7.08E-05,0.000103845,4.92E-05,3.85E-05
K00477,3.44E-06,8.62E-05,1.38E-05,1.56E-05,2.15E-05,2.72E-05,2.46E-05,1.41E-05,2.91E-05,3.96E-05
K00480,0.000250318,6.94E-05,0.000107254,6.75E-05,0.000132774,8.08E-05,0.000116123,0.000128075,0.000100901,0.000111884
K00481,0.000185587,0.000138365,0.000186954,0.000158661,0.000155054,0.000176261,0.000129531,0.000179199,0.000161036,0.000124008
K00483,1.00E-05,1.04E-05,9.70E-06,1.25E-05,1.52E-05,3.85E-05,1.35E-05,1.12E-05,2.19E-05,1.63E-05
K00484,9.10E-07,8.88E-06,1.86E-06,8.83E-06,8.58E-07,1.19E-06,2.77E-07,1.39E-07,0,4.63E-06
K00486,4.38E-05,2.97E-05,3.45E-05,8.01E-05,7.04E-05,4.56E-05,5.21E-05,6.28E-05,2.84E-05,2.53E-05
K00491,5.38E-06,4.63E-06,1.85E-06,2.29E-06,1.09E-06,1.01E-06,5.79E-07,1.55E-07,8.31E-08,0
K00493,3.66E-06,5.91E-06,2.69E-05,4.09E-06,3.43E-05,4.16E-06,3.47E-06,5.62E-06,1.06E-06,1.41E-06
K00494,0,0,1.07E-06,3.23E-07,0,9.26E-07,3.95E-06,6.11E-07,3.61E-07,0
K00496,1.60E-06,2.20E-05,6.54E-06,8.08E-06,1.52E-05,1.27E-05,1.36E-05,2.26E-05,1.84E-05,2.67E-05
K00499,5.65E-06,4.22E-06,1.88E-05,3.04E-05,7.19E-07,6.50E-05,3.07E-05,6.18E-05,7.66E-05,4.78E-05
K00500,0.000139718,8.70E-05,0.000131292,0.000208826,0.000135184,0.000169484,0.000191677,0.000140517,0.000158424,0.000137954
K00505,8.00E-06,9.22E-06,6.14E-06,4.76E-05,3.16E-06,3.04E-05,2.62E-05,2.15E-05,2.83E-05,1.51E-05
K00507,0.000379435,0.000312829,0.000298838,0.000328781,0.000165923,0.000211287,0.000236703,0.000309266,0.000248608,0.000253829
K00508,6.56E-05,7.47E-05,3.38E-05,8.46E-05,7.28E-05,6.56E-05,8.74E-05,8.04E-05,6.74E-05,6.62E-05
K00510,1.20E-05,1.05E-05,8.95E-06,1.91E-05,8.40E-06,1.03E-05,6.01E-06,3.57E-06,2.61E-06,7.64E-06
K00514,0,0,0,0,0,0,0,2.18E-06,3.62E-07,0
K00522,3.93E-06,5.94E-06,5.82E-06,7.36E-06,4.40E-06,9.97E-06,7.87E-06,1.22E-05,1.22E-05,8.54E-06
K00523,0.000147711,0.000209803,0.0001539,6.36E-05,9.60E-05,0.000114015,7.85E-05,0.000142796,0.000109118,0.000108456
K00525,0.000785642,0.000700749,0.000741307,0.000978092,0.000667253,0.000931478,0.000992449,0.000883654,0.000965534,0.000832534
K00526,0.000290715,0.000296641,0.000256153,0.000299478,0.000315949,0.000333582,0.000387499,0.000224043,0.000290772,0.000267228
K00527,6.04E-06,0.000112771,2.67E-05,3.05E-05,1.63E-05,2.98E-05,1.26E-05,1.42E-05,5.48E-05,5.44E-05
K00529,0.000184101,8.86E-05,0.000144958,5.06E-05,8.07E-05,8.04E-05,6.55E-05,5.39E-05,8.51E-05,6.90E-05
K00545,4.73E-07,6.10E-07,0,0,0,0,0,0,0,0
K00547,4.98E-06,4.08E-06,2.79E-06,4.77E-06,2.19E-06,8.29E-06,1.76E-06,2.93E-05,9.40E-06,9.79E-06
K00548,0.00086924,0.000824431,0.00083857,0.000775036,0.000774619,0.000913439,0.000820805,0.00082123,0.000872232,0.000838047
K00549,0.000443912,0.000377057,0.000394913,0.000337742,0.000271535,0.000374099,0.000288065,0.000311804,0.000354281,0.000367484
K00558,9.49E-05,0.000100194,8.58E-05,0.000176312,0.000223818,0.0001292,0.000193992,0.000188497,0.000207833,0.000147074
K00559,2.47E-06,2.86E-06,1.64E-06,1.55E-06,9.79E-07,0,6.78E-07,7.81E-07,0,2.50E-07
K00560,0.000309655,0.00021702,0.000228299,0.000242616,0.000215175,0.000320854,0.000349161,0.000239306,0.000321018,0.000298878
K00566,0.000257556,0.000191598,0.000207931,0.000201296,0.00023458,0.000229355,0.000225349,0.000336065,0.000280522,0.000238715
K00568,0.000210818,0.000176013,0.000172619,0.000236008,0.000155184,0.000157908,0.000139945,0.000152354,0.00015118,0.000154085
K00569,8.07E-06,1.00E-05,3.79E-05,1.83E-05,8.62E-06,3.86E-05,2.31E-05,4.25E-05,3.32E-05,2.32E-05
K00570,1.96E-05,2.27E-05,2.44E-05,1.90E-05,4.47E-05,2.74E-05,2.75E-05,1.29E-05,3.28E-05,2.36E-05
K00575,0.000343782,0.00044808,0.000343222,0.000276054,0.000326883,0.000327507,0.000282275,0.000269071,0.000323922,0.000360272
K00588,6.81E-07,4.15E-07,2.29E-06,7.45E-06,3.61E-07,6.79E-06,6.64E-06,2.89E-05,1.15E-05,1.16E-05
K00595,7.19E-05,5.42E-05,7.58E-05,5.53E-05,8.97E-05,4.38E-05,3.24E-05,3.60E-05,3.97E-05,4.66E-05
K00600,0.000460019,0.000422216,0.000466295,0.000432036,0.000434078,0.000553373,0.000465977,0.000440478,0.000527757,0.000492621
K00602,0.000361405,0.000449148,0.000445936,0.000440703,0.000373879,0.000438393,0.00040293,0.00049549,0.000464584,0.000358154
K00603,6.16E-07,3.33E-07,0,7.33E-07,2.52E-07,1.75E-06,9.11E-07,1.39E-05,2.84E-06,1.23E-06
K00604,8.94E-05,0.000207436,0.000171167,0.000144392,0.000236975,0.000199424,0.00017203,0.000278412,0.000211479,0.00017873
K00605,0.000164309,0.000249574,0.000243806,0.000325808,0.000225308,0.000394507,0.000224035,0.000286767,0.000348938,0.00028377
K00606,0.000219443,0.000239324,0.000202608,0.000255614,0.000290614,0.00029018,0.000228466,0.000332084,0.00029103,0.00028202
K00609,0.000348601,0.000344242,0.000323517,0.000278112,0.000295359,0.000321691,0.000270416,0.000364555,0.000320623,0.0002975
K00610,1.03E-07,2.40E-07,2.88E-07,5.46E-07,1.01E-06,1.73E-06,0,0,4.06E-07,0
K00611,0.000139553,0.000128143,0.000226249,0.000193953,0.000231651,0.000252595,0.000184097,0.00018178,0.000286141,0.000190616
K00613,3.83E-06,3.26E-06,1.65E-06,2.61E-06,9.75E-07,0,5.82E-07,6.10E-08,0,0
K00615,0.00065179,0.000738204,0.000706409,0.000604773,0.00062737,0.00072737,0.0007569,0.0009275,0.000992588,0.000672109
K00616,0.000263601,0.000279366,0.000298797,0.000308511,0.00027164,0.000306207,0.000354839,0.000400346,0.000335898,0.000303937
K00619,2.93E-05,2.42E-05,3.92E-05,0.000127627,4.61E-05,5.52E-05,4.69E-05,5.65E-05,3.66E-05,6.33E-05
K00620,0.000193666,0.000263772,0.000241102,0.000213089,0.000219794,0.000240793,0.000231536,0.000276739,0.000246063,0.000236477
K00622,0,7.60E-07,0,0,0,0,0,0,0,0
K00625,2.65E-05,0.000215039,5.69E-05,1.89E-05,2.71E-05,3.83E-05,2.66E-05,2.19E-05,5.21E-05,6.70E-05
K00626,0.001306633,0.001079426,0.001183315,0.000835847,0.001213567,0.000969721,0.000917699,0.001150813,0.000987031,0.000908016
K00627,0.000390935,0.000352026,0.000422023,0.00047117,0.000490065,0.000560901,0.000467726,0.000586716,0.000482727,0.000465878
K00631,7.39E-05,4.85E-05,0.000101655,0.000151295,0.000131414,0.000138493,0.000125192,0.000148017,0.000107676,8.35E-05
K00632,0.000190637,7.03E-05,0.000139671,0.000125824,0.0001539,9.32E-05,0.000104793,0.000175414,0.000123557,0.000123897
K00634,8.04E-07,1.49E-06,3.40E-06,1.10E-05,1.57E-05,9.53E-06,6.09E-06,2.63E-05,1.23E-05,2.56E-05
K00635,3.96E-07,2.92E-06,1.51E-06,2.37E-06,3.49E-08,3.65E-06,1.43E-06,1.26E-05,4.30E-06,2.70E-06
K00639,8.34E-05,0.000118688,0.000105282,0.0002495,0.000133893,0.000210631,0.000270072,0.000238414,0.000271023,0.000195535
K00640,0.000271824,0.000408603,0.000286326,0.000220104,0.000309188,0.000258895,0.000184954,0.000191368,0.000244238,0.000252989
K00641,0.000390194,0.000343638,0.000366504,0.00032697,0.000300739,0.000298485,0.000302508,0.000308474,0.000245254,0.00026841
K00643,0.000123065,0.000107294,0.000142039,0.000169007,0.000177844,0.000146582,0.000149312,9.03E-05,0.000156378,0.000122324
K00645,0.000213729,0.000202386,0.000203479,0.000189635,0.000268392,0.000201397,0.0001867,0.000318761,0.000231833,0.000183953
K00647,0.000347784,0.000242294,0.000273273,0.000271857,0.000265898,0.000215823,0.000194194,0.000274692,0.000202647,0.000173509
K00648,0.000528561,0.000489056,0.000475032,0.000543336,0.000431601,0.000435283,0.000479055,0.000437792,0.000449981,0.000421338
K00651,2.76E-05,2.68E-05,3.96E-05,2.31E-05,4.58E-05,1.91E-05,3.41E-05,1.69E-05,2.12E-05,2.17E-05
K00652,0.000130917,0.000131374,0.000196955,0.000154982,0.000257511,0.000147135,0.000127471,0.000193581,0.000162215,0.000105633
K00655,0.000409335,0.000388436,0.000423127,0.000350533,0.000425765,0.000412619,0.0003802,0.000422945,0.00040359,0.000408436
K00656,3.57E-06,2.91E-06,2.96E-06,7.05E-06,3.16E-06,4.23E-06,3.22E-06,4.10E-06,4.60E-06,6.60E-06
K00657,1.52E-05,4.32E-05,1.32E-05,7.75E-05,3.70E-05,3.33E-05,3.08E-05,1.44E-05,9.63E-06,3.17E-05
K00658,0.000253069,0.000214181,0.000214968,0.000334127,0.000217796,0.000360218,0.0003171,0.000342861,0.000338582,0.000313021
K00672,7.42E-06,1.01E-05,8.80E-06,1.12E-05,2.15E-06,1.23E-05,8.35E-06,2.96E-05,2.16E-05,2.09E-05
K00673,5.88E-05,0.000184235,0.000150875,0.000110965,0.000156661,0.000149245,9.34E-05,7.69E-05,0.000164274,0.000161454
K00674,0.000215898,0.00025156,0.000224537,0.000271947,0.000262849,0.000275245,0.000232438,0.000288428,0.000265786,0.000237801
K00677,0.000242776,0.000223019,0.000216773,0.000224716,0.000232618,0.000219479,0.000215893,0.000215129,0.000249093,0.000227331
K00681,0.000750351,0.000584745,0.000658466,0.000496051,0.000712379,0.000508521,0.000588381,0.000715558,0.000560942,0.000560904
K00688,0.000370052,0.000197013,0.000236601,0.000207182,0.00018111,0.000325858,0.000212183,0.000299986,0.000316983,0.000301505
K00690,2.84E-07,1.01E-07,1.56E-06,1.86E-06,8.62E-08,3.84E-06,7.77E-07,4.84E-06,5.24E-06,4.95E-06
K00691,5.29E-06,4.40E-06,6.28E-06,2.50E-05,9.17E-07,1.63E-06,1.60E-06,3.11E-08,6.17E-07,5.74E-07
K00692,5.47E-06,1.13E-05,9.26E-06,1.67E-05,1.07E-05,3.13E-05,4.07E-06,1.85E-06,1.29E-05,1.92E-05
K00693,2.97E-07,2.02E-06,3.86E-07,6.79E-07,8.25E-08,2.72E-07,3.81E-08,4.39E-08,6.41E-07,0
K00694,0.000220266,0.000198073,0.000333053,9.02E-05,0.000228824,0.000139316,0.000110411,8.01E-05,9.78E-05,0.000100449
K00695,6.25E-06,5.61E-07,3.27E-06,1.16E-06,6.48E-07,1.72E-06,1.49E-06,8.75E-07,1.51E-06,4.51E-07
K00696,8.57E-06,9.31E-06,5.93E-06,2.28E-06,9.74E-07,8.11E-06,1.26E-06,2.57E-06,7.34E-06,1.23E-06
K00697,0.00024322,0.000212518,0.000193312,0.00019644,0.000222832,0.00024479,0.000257995,0.000273579,0.000241072,0.000222265
K00700,0.000250509,0.000201754,0.000336719,0.000216645,0.000270451,0.000274562,0.000296515,0.000282781,0.000271895,0.00027783
K00702,0,0,0,0,0,3.35E-07,0,0,1.79E-06,3.89E-07
K00703,0.000111707,7.34E-05,9.82E-05,6.94E-05,0.000146258,9.35E-05,8.14E-05,4.51E-05,7.17E-05,6.14E-05
K00705,2.94E-05,4.50E-05,3.93E-05,6.71E-05,3.46E-05,0.000141762,5.70E-05,9.98E-05,0.000124582,0.000101991
K00720,1.81E-05,1.41E-05,1.88E-05,1.39E-05,2.44E-05,6.15E-06,1.95E-05,2.25E-05,1.98E-05,2.62E-05
K00721,0.000107637,6.45E-05,0.000121537,0.000225649,0.00012141,0.000155931,0.000192951,0.000236201,0.000188284,0.00018617
K00737,0,4.12E-08,7.49E-08,9.43E-07,0,5.18E-06,5.18E-07,1.19E-07,4.75E-07,1.51E-07
K00743,0,0,0,0,0,0,0,2.72E-06,3.44E-07,2.49E-07
K00748,0.00012003,0.000111364,0.000109138,9.25E-05,0.000128716,0.00013891,9.97E-05,0.000154491,0.000149536,0.000114518
K00756,3.50E-06,1.92E-06,5.51E-06,1.81E-05,1.31E-06,2.23E-05,1.09E-05,6.02E-05,5.45E-05,3.13E-05
K00757,3.19E-05,1.21E-05,2.60E-05,4.91E-06,6.97E-06,1.16E-05,9.74E-06,5.67E-06,3.43E-06,3.48E-06
K00758,0.000135327,0.000130915,0.000111139,9.12E-05,9.79E-05,0.000119545,9.26E-05,0.000158081,0.000106903,0.000110585
K00759,8.03E-05,6.43E-05,0.000129061,8.62E-05,0.000175843,8.48E-05,9.95E-05,0.000178334,0.000107361,8.30E-05
K00760,8.18E-05,0.00015193,0.000135548,0.000194689,0.000115978,0.000211944,0.000231157,0.00022046,0.000218786,0.00024573
K00761,0.000160998,0.000147341,0.000128249,0.000181514,0.000142696,0.000198923,0.000196704,0.000215194,0.00015288,0.000158772
K00762,0.000182608,0.000205401,0.000176475,0.000172106,0.000222005,0.000214349,0.000178136,0.000243542,0.000184756,0.000181773
K00763,0.000279891,0.000267199,0.000192422,0.000158566,0.000176362,0.000196071,0.000209711,0.000231884,0.000172836,0.000217934
K00764,0.000309631,0.000418446,0.000348566,0.000438097,0.000360314,0.000551249,0.000388199,0.000454589,0.000473651,0.000493452
K00765,0.000234894,0.00023301,0.000188132,0.000207408,0.000219692,0.000201474,0.000215091,0.000319905,0.000263509,0.000200359
K00766,0.00024718,0.000183723,0.000248958,0.000265274,0.000264111,0.000238056,0.000173301,0.00029087,0.000227305,0.000204992
K00767,0.000126563,0.000195838,0.000143735,0.000163038,0.000168742,0.000192178,0.000157688,0.000274914,0.000195155,0.000155225
K00768,0.000137934,0.000160632,0.000115076,0.000111182,0.000119506,9.36E-05,8.46E-05,9.69E-05,0.000109003,7.95E-05
K00769,4.39E-05,2.45E-05,4.24E-05,2.18E-05,3.37E-05,2.53E-05,2.21E-05,1.53E-05,1.90E-05,2.11E-05
K00772,1.29E-05,2.56E-05,2.18E-05,3.34E-05,3.94E-06,2.96E-05,2.07E-05,4.86E-05,8.68E-05,4.30E-05
K00784,1.28E-05,8.06E-05,6.64E-05,2.32E-05,1.00E-05,4.90E-05,2.62E-05,5.29E-05,5.64E-05,3.54E-05
K00788,0.000158253,0.00021116,0.00020161,0.000130917,0.000207741,0.000144687,0.000165468,0.000195267,0.000166609,0.000174719
K00789,0.000229113,0.000259092,0.000311978,0.00044731,0.000270945,0.00041098,0.000337628,0.000365461,0.000436261,0.000358695
K00790,0.000415396,0.000322812,0.000409696,0.000393525,0.000446951,0.000486851,0.000402228,0.000474056,0.000476716,0.000462461
K00791,7.86E-05,0.000146726,0.000126901,0.000150326,0.000165894,0.000191332,0.000130008,0.000231194,0.000199924,0.000172056
K00793,0.00018587,0.00018936,0.000222872,0.00023471,0.000260248,0.000245491,0.00025006,0.000258388,0.000231457,0.000200898
K00794,0.000216837,0.000172219,0.000173043,0.000143541,0.000184657,0.000140904,0.000161014,0.000190668,0.000191841,0.000165146
K00795,0.000107645,0.00017255,8.73E-05,7.16E-05,0.000177033,9.87E-05,9.72E-05,0.00017515,0.000100892,0.000111746
K00796,0.000125996,0.000175604,0.000150187,0.000183132,0.000264192,0.000197452,0.000181545,0.000313135,0.000177713,0.000135718
K00797,0.000226128,0.000238836,0.000146989,0.000152924,0.00014883,0.000130777,0.000112854,7.46E-05,9.72E-05,0.000131209
K00798,0.000152784,0.000161406,0.000171793,0.000116141,0.00013016,0.00013634,0.000129488,0.000151412,0.000163197,0.000150737
K00799,0.001685168,0.001580873,0.001586401,0.001366832,0.001657046,0.001170517,0.00125727,0.001092719,0.001209328,0.001285612
K00800,0.000257008,0.000317774,0.000199854,0.00020488,0.000272042,0.000211794,0.00026764,0.000378383,0.000237093,0.000223166
K00801,5.87E-07,1.70E-07,1.72E-06,1.27E-06,1.29E-07,3.65E-06,2.35E-06,7.90E-06,2.71E-06,4.02E-06
K00803,9.68E-06,5.09E-05,3.84E-05,2.28E-05,4.75E-05,4.36E-05,6.96E-05,6.61E-05,9.03E-05,3.25E-05
K00805,2.15E-05,1.47E-05,1.70E-05,4.28E-05,2.38E-05,7.24E-05,5.51E-05,7.46E-05,3.93E-05,4.83E-05
K00806,0.00020135,0.000155528,0.00019513,0.000182908,0.000221633,0.000167871,0.000204746,0.00026326,0.000227092,0.000185556
K00808,9.60E-05,5.55E-05,5.09E-05,2.78E-05,2.96E-05,6.47E-05,4.65E-05,2.58E-05,3.88E-05,4.01E-05
K00812,0.000261314,0.000196297,0.000270923,0.000289114,0.00029517,0.000255527,0.000287745,0.000215825,0.000251589,0.000246299
K00813,9.51E-07,1.06E-05,2.34E-06,1.69E-05,9.05E-06,2.54E-06,2.13E-06,5.83E-06,2.60E-06,2.60E-06
K00817,0.000438307,0.000505726,0.000461664,0.000376239,0.000485057,0.000435381,0.000396624,0.000462835,0.000422905,0.000458
K00818,0.000149432,0.000113843,9.47E-05,7.45E-05,7.36E-05,9.10E-05,7.16E-05,9.00E-05,8.00E-05,0.000117529
K00819,3.07E-05,2.99E-05,2.88E-05,5.74E-05,3.14E-05,5.53E-05,3.79E-05,9.09E-05,6.40E-05,5.79E-05
K00820,0.000477749,0.000590649,0.000547542,0.00068078,0.000521623,0.000614348,0.000610401,0.000725715,0.000693132,0.000601851
K00821,0.000160164,0.00017652,0.000157448,0.000208823,0.000218211,0.000255053,0.000232744,0.000230806,0.000266393,0.000211536
K00822,0.000290217,0.000272766,0.000310415,0.000103452,0.000190997,0.000155779,0.000144494,0.000113149,0.000168473,0.000203439
K00823,3.36E-05,3.32E-05,5.88E-05,5.04E-05,3.06E-05,6.94E-05,7.58E-05,8.68E-05,5.61E-05,6.35E-05
K00824,0.000183375,0.000135888,0.000212204,7.28E-05,0.000176592,9.29E-05,9.08E-05,5.43E-05,8.92E-05,8.40E-05
K00826,0.000296386,0.000261132,0.000318324,0.000395221,0.000360175,0.000392213,0.000379392,0.000446774,0.000405197,0.000378811
K00827,0,2.68E-07,0,2.03E-07,0,0,0,0,2.04E-06,0
K00830,0.000166829,6.62E-05,8.82E-05,4.35E-05,6.03E-05,6.32E-05,6.28E-05,6.97E-05,9.15E-05,6.09E-05
K00831,0.000325672,0.000224568,0.00033036,0.000271325,0.000316366,0.000306478,0.00029977,0.000251849,0.000296084,0.00025696
K00832,0.000102182,0.000187778,0.000118002,0.000106675,0.000136817,0.000212244,0.000144299,0.000158429,0.000167681,0.000185949
K00833,0.000178692,0.000215202,0.00022891,0.000175186,0.000237301,0.000193573,0.000189724,0.000233394,0.000166105,0.000188903
K00835,6.53E-08,3.55E-06,4.20E-07,9.80E-06,1.30E-06,3.95E-06,2.50E-07,0,1.66E-06,1.45E-06
K00836,3.55E-05,6.63E-05,7.83E-05,7.03E-05,0.000120624,4.67E-05,5.14E-05,2.43E-05,4.12E-05,2.34E-05
K00839,1.20E-05,1.08E-05,1.02E-06,8.42E-06,1.54E-06,9.00E-06,8.62E-07,3.61E-06,3.08E-06,5.23E-06
K00841,3.80E-07,1.94E-06,0,0,0,0,0,0,0,0
K00844,3.85E-07,8.19E-07,4.47E-07,1.69E-07,4.68E-07,1.23E-06,1.36E-06,8.53E-07,1.13E-06,5.46E-07
K00845,0.000284328,0.000266911,0.000291162,0.000305947,0.000305013,0.00035484,0.000355423,0.000532226,0.000355055,0.000302206
K00847,0.000150258,0.000170924,0.000173915,0.000159415,0.000170894,0.000178181,0.000159731,0.00017703,0.000186987,0.000197754
K00848,1.13E-05,6.06E-06,1.58E-05,2.39E-05,2.40E-05,3.45E-05,5.03E-05,6.44E-05,2.19E-05,3.74E-05
K00849,1.66E-05,2.79E-05,2.32E-05,3.07E-05,2.10E-05,5.75E-05,6.39E-05,8.72E-05,4.99E-05,5.11E-05
K00850,0.000190641,0.000169606,0.000131088,0.00017021,0.000140926,0.000203837,0.000229821,0.000265621,0.000201335,0.000201777
