id,GSH1,GSH2,GSH3,GSH4,GSH5,GSL6,GSL7,GSL8,GSL9,GSL10
K01640,0.00039139,0.000327278,0.000318144,0.000149565,0.000220687,0.000171287,0.000152931,0.000210795,0.000153507,0.000194258
K01641,3.44E-06,4.62E-06,2.16E-05,3.70E-05,4.46E-06,4.16E-06,4.55E-06,1.60E-05,1.21E-05,7.93E-06
K01643,4.51E-08,1.40E-07,2.93E-07,5.57E-07,1.29E-06,3.31E-07,2.71E-06,0,1.06E-06,0
K01644,0.000292417,0.000226517,0.000263175,0.000203469,0.000373906,0.000245507,0.000227486,0.00021982,0.000214666,0.000254577
K01646,0,1.29E-07,6.20E-07,1.18E-06,1.04E-06,3.06E-07,4.29E-07,0,9.84E-07,2.33E-06
K01647,0.000606129,0.000503735,0.000507326,0.000626935,0.000500335,0.000533515,0.000624243,0.000600482,0.000469673,0.000551244
K01648,0,2.08E-07,0,1.53E-06,0,2.86E-06,1.89E-06,1.54E-06,7.61E-06,6.61E-08
K01649,0.00048949,0.000604105,0.000539497,0.000440033,0.000429074,0.000627573,0.000530834,0.000507756,0.000552383,0.000624434
K01652,0.000843818,0.000688093,0.000808392,0.000710048,0.000726021,0.000904819,0.000701092,0.000703637,0.000732178,0.000813275
K01653,0.000163824,0.000168093,0.000148105,0.00014885,0.000167216,0.000202222,0.000220527,0.00016712,0.000210046,0.000213346
K01654,1.27E-05,2.45E-05,1.12E-05,2.46E-05,3.01E-05,3.83E-05,2.21E-05,1.39E-05,6.14E-05,4.56E-05
K01657,0.000339622,0.000300828,0.00030888,0.000325458,0.000289195,0.000335032,0.000287214,0.00037066,0.000305464,0.000240664
K01658,0.000179535,0.000166563,0.000204359,0.000211817,0.000160147,0.000191073,0.000174658,0.000199491,0.00018462,0.000183371
K01659,0.000177333,0.000117946,0.000154069,0.000198607,0.000105755,0.000183394,0.00013013,0.00013969,0.000149247,0.000112453
K01661,1.62E-05,1.41E-05,1.89E-05,5.27E-05,3.35E-05,6.69E-05,8.99E-05,9.46E-05,6.88E-05,8.32E-05
K01662,0.00039396,0.000417866,0.000376148,0.00051011,0.000341794,0.000454738,0.000434526,0.000487673,0.000544845,0.000485303
K01663,0,0,0,0,7.46E-08,0,1.38E-07,2.38E-06,0,0
K01664,1.28E-05,8.72E-06,1.47E-05,3.41E-05,1.82E-05,4.76E-05,3.36E-05,3.85E-05,2.51E-05,4.22E-05
K01665,5.81E-05,4.73E-05,6.38E-05,5.43E-05,7.31E-05,9.92E-05,3.76E-05,4.01E-05,7.42E-05,7.51E-05
K01666,8.36E-05,7.60E-05,7.46E-05,5.64E-05,0.000103043,6.44E-05,8.88E-05,7.19E-05,7.32E-05,6.15E-05
K01667,6.49E-08,2.05E-07,3.14E-07,4.57E-07,9.58E-07,1.33E-06,8.25E-07,9.78E-06,1.98E-06,2.16E-06
K01668,0,6.46E-08,7.75E-08,2.94E-07,0,1.22E-06,3.21E-07,2.59E-06,9.84E-07,3.55E-07
K01673,0.000392995,0.00050999,0.000405666,0.000357755,0.000351232,0.000458124,0.000395384,0.000301129,0.000449608,0.000483618
K01674,7.14E-06,8.92E-05,1.22E-05,4.87E-05,1.76E-06,6.57E-05,2.61E-05,1.32E-05,5.66E-05,3.74E-05
K01676,0.000258806,0.000275174,0.000229305,0.000294444,0.000262226,0.000308279,0.000237112,0.000165637,0.000227423,0.000229523
K01677,1.18E-06,8.56E-07,7.65E-06,5.26E-06,2.09E-06,8.85E-06,5.89E-06,2.75E-05,1.04E-05,6.17E-06
K01678,0,0,5.55E-06,0,2.25E-06,1.96E-06,1.14E-07,0,0,0
K01679,0.000262717,0.000345581,0.000352268,0.000319358,0.000280951,0.000384325,0.000349724,0.000294537,0.000382196,0.000348936
K01681,0.000807234,0.000650045,0.000727585,0.000740316,0.000662868,0.000853648,0.000925589,0.000829898,0.000877744,0.000905636
K01682,0.000393238,0.000237851,0.000387431,0.000229354,0.000373644,0.000237921,0.000146,7.14E-05,0.000163259,0.00018199
K01684,0.000110594,0.000110319,0.000144121,0.000174915,0.000189277,0.00015685,0.000189486,0.000217524,0.000222938,0.000174378
K01685,0.000279303,0.000229401,0.000200192,0.000134828,0.000154112,0.000168612,0.000165667,0.000159232,0.00023286,0.000191255
K01686,8.45E-05,9.06E-05,0.000126003,8.55E-05,0.000207693,6.85E-05,9.61E-05,6.00E-05,8.72E-05,9.65E-05
K01687,0.00117495,0.000972823,0.000942803,0.00070732,0.000934554,0.000862569,0.000798478,0.00074354,0.000805566,0.000853195
K01689,0.000319999,0.000368605,0.000305357,0.000380101,0.000290837,0.000340206,0.000453175,0.000417114,0.000365384,0.00039957
K01690,0.000269306,0.000268372,0.000207197,0.000200565,0.000286748,0.000238926,0.000191844,0.000227117,0.000211873,0.000185592
K01692,0.000498027,0.000387091,0.000520305,0.000339746,0.000586905,0.000419803,0.000360957,0.000409103,0.000379714,0.000369557
K01693,0.000182555,0.000233195,0.000184366,0.000185864,0.000187537,0.000208809,0.000172219,0.000171817,0.000202274,0.000172325
K01695,0.000187068,0.000181744,0.000186029,0.000165636,0.000207026,0.00018332,0.000177472,0.000245499,0.000180702,0.000170986
K01696,0.000279016,0.000297604,0.000258894,0.000309166,0.000322787,0.000331482,0.000269486,0.000375223,0.000356197,0.000314688
K01697,8.04E-05,0.000154114,8.18E-05,0.000249871,0.000108183,0.000228838,0.000227519,0.000255728,0.00020587,0.00021311
K01698,0.000316548,0.000270142,0.000317391,0.000390561,0.000258826,0.000337938,0.000299412,0.000328835,0.000333021,0.00031196
K01699,1.43E-06,7.03E-06,7.68E-07,1.53E-06,1.68E-07,2.13E-06,1.18E-06,7.27E-06,2.95E-06,7.48E-07
K01702,1.01E-05,1.10E-05,1.11E-05,7.96E-06,1.24E-05,5.95E-06,8.01E-06,5.09E-06,1.34E-05,2.91E-06
K01703,0.000557794,0.000372224,0.000446394,0.000366969,0.00048176,0.000374486,0.000395706,0.000416491,0.000411347,0.000389621
K01704,0.000249179,0.000210609,0.000300792,0.00024538,0.000226921,0.000263025,0.000274458,0.000209914,0.000249733,0.000251351
K01705,1.81E-07,0,5.09E-07,1.54E-07,6.09E-08,8.24E-07,0,6.65E-07,2.28E-06,3.81E-07
K01706,0.00013859,0.000131307,0.000143169,8.91E-05,0.000150255,0.000179336,6.52E-05,7.80E-05,0.000105684,0.000158222
K01707,0.000162288,0.000123281,0.000193002,8.23E-05,0.000144048,0.000100988,8.78E-05,7.93E-05,5.95E-05,9.45E-05
K01708,0.000156004,0.000102339,0.000193042,5.51E-05,0.000102481,6.79E-05,4.95E-05,6.36E-05,6.48E-05,8.52E-05
K01709,3.69E-05,4.37E-05,2.08E-05,2.17E-05,3.57E-05,5.22E-05,2.21E-05,1.95E-05,4.41E-05,5.17E-05
K01710,0.000293045,0.000238444,0.000332183,0.000346769,0.000202596,0.000364661,0.000377615,0.000418563,0.000387724,0.000364516
K01711,8.63E-05,0.000102334,0.000167185,0.000178464,0.000101122,0.000216061,0.000206311,0.000169663,0.000202111,0.000235557
K01712,0.000374022,0.000323395,0.000351086,0.000331893,0.000371684,0.000411989,0.000313666,0.000345411,0.000365798,0.000359822
K01713,7.54E-05,4.20E-05,6.79E-05,2.29E-05,3.65E-05,2.76E-05,2.23E-05,2.75E-05,3.62E-05,4.96E-05
K01714,0.000810629,0.000786026,0.000910592,0.000572377,0.000931575,0.000636464,0.000620652,0.000634702,0.000625642,0.000628965
K01715,0.000102712,1.76E-05,3.87E-05,5.83E-05,7.39E-05,4.39E-05,4.71E-05,0.000123967,5.67E-05,5.17E-05
K01716,0.000101058,6.23E-05,5.45E-05,7.06E-05,0.000114371,8.27E-05,8.77E-05,4.96E-05,8.85E-05,6.62E-05
K01719,8.34E-05,0.000107639,7.32E-05,0.000148923,0.000189727,0.000115784,9.22E-05,0.000177842,0.000104841,0.00012314
K01720,0.000107088,7.13E-05,7.20E-05,0.000168554,0.000146538,0.000181231,0.000212434,0.000204909,0.000142952,0.000136709
K01721,0.000120952,4.02E-05,5.67E-05,1.55E-05,2.50E-05,4.76E-05,3.41E-05,1.98E-05,3.16E-05,6.39E-05
K01725,7.52E-05,5.79E-05,7.64E-05,2.81E-05,3.86E-05,2.52E-05,1.09E-05,9.56E-06,1.85E-05,7.71E-05
K01728,3.99E-05,4.74E-05,2.65E-05,7.79E-05,1.63E-05,7.12E-05,4.06E-05,1.94E-05,5.69E-05,4.61E-05
K01729,7.95E-05,3.90E-05,5.88E-05,8.09E-05,0.000124414,6.94E-05,7.17E-05,8.05E-06,3.40E-05,6.23E-05
K01730,2.30E-05,2.69E-05,1.43E-05,2.18E-05,6.10E-06,4.17E-05,3.21E-05,2.54E-05,4.47E-05,3.81E-05
K01733,0.000334678,0.000338204,0.000361428,0.000300824,0.000382449,0.00036675,0.000293409,0.000399186,0.000357393,0.000305711
K01734,3.45E-05,7.00E-05,3.56E-05,2.78E-05,3.70E-05,3.59E-05,2.47E-05,1.57E-05,2.99E-05,4.23E-05
K01735,0.000175248,0.000249065,0.000242671,0.000198304,0.000246133,0.000212049,0.000204064,0.000250439,0.000219414,0.000202008
K01736,0.00026711,0.000242402,0.000235657,0.000280281,0.000310586,0.000261344,0.000239693,0.000377963,0.000248408,0.000267222
K01737,0.000118227,9.74E-05,9.02E-05,9.57E-05,0.000104834,7.71E-05,0.000112776,0.000102387,0.00013473,0.000113517
K01738,0.000413333,0.000330952,0.000409852,0.00045688,0.000516257,0.000415291,0.000463874,0.000439772,0.000417091,0.000422672
K01739,4.86E-05,3.22E-05,6.81E-05,0.000145795,5.64E-05,0.000199383,0.000120416,0.000218786,0.000202167,0.000134127
K01740,0.00035072,0.000353867,0.00025764,0.000238806,0.000305455,0.00033071,0.000410605,0.000314196,0.00024722,0.000321664
K01744,0.000165278,0.00012939,0.000265009,0.000140456,0.000121068,0.000243615,0.000236602,0.000186126,0.000150089,0.000239868
K01745,0.000350469,0.000367913,0.000352338,0.000294435,0.000380254,0.000360903,0.000319577,0.000416502,0.000342143,0.000382186
K01749,0.00015408,0.000178948,0.000172056,0.000179325,0.000183807,0.000166435,0.000122879,0.000227671,0.000167603,0.000163623
K01750,0.000233971,0.000183986,0.000358495,0.000143109,0.000309274,0.000199899,0.000156184,0.000158482,0.000170909,0.000189135
K01752,0.000209607,0.000208841,0.000246647,0.000239288,0.000250675,0.000324792,0.000228323,0.000278369,0.000297895,0.000276418
K01753,0.000147761,9.77E-05,5.21E-05,6.11E-05,6.94E-05,6.48E-05,3.01E-05,2.17E-05,2.46E-05,4.65E-05
K01754,0.000748807,0.000578201,0.000675881,0.00040664,0.000525588,0.000488635,0.000381962,0.000626648,0.000500961,0.00051743
K01755,0.000342886,0.00031929,0.000376123,0.000289948,0.000419529,0.000290253,0.000260839,0.000361615,0.000310848,0.000293269
K01756,0.000414098,0.000423104,0.000431328,0.000492632,0.000331409,0.000451381,0.000438837,0.000434464,0.000453695,0.000480115
K01758,6.68E-05,0.00010984,3.48E-05,0.000101388,6.59E-05,0.00011963,0.00011263,7.86E-05,9.27E-05,7.94E-05
K01759,0.00025072,0.000228802,0.000190458,0.000148955,0.000159321,0.000154058,0.000174657,0.000138246,0.000179431,0.000156669
K01760,0.000239305,0.00019706,0.000225415,0.000113491,0.000222938,0.000117818,0.000152921,0.000150442,0.000146551,0.000133274
K01761,7.59E-05,6.17E-05,0.000131688,0.000132373,0.000176218,0.000129256,0.000162319,0.000118229,0.000121885,0.000110819
K01768,0.000358446,0.000156478,0.000285928,0.000143264,0.000178706,0.00015716,0.000140971,0.000171401,0.000225506,0.000161583
K01770,8.36E-05,0.000118908,8.59E-05,6.28E-05,8.71E-05,0.000103908,7.36E-05,0.000147936,9.88E-05,7.02E-05
K01771,1.00E-05,2.78E-06,2.70E-06,2.41E-06,3.00E-06,8.52E-06,9.26E-06,2.86E-07,7.14E-06,1.38E-05
K01772,0.000272783,0.000254397,0.000226532,0.000213176,0.000303594,0.00021395,0.000262836,0.000300956,0.00026762,0.000216696
K01775,0.00026288,0.000333015,0.00032555,0.000251569,0.000378319,0.000338337,0.000272341,0.0003674,0.000241677,0.000237116
K01776,0.000109078,0.000195326,0.000147318,0.00016568,0.000178285,0.000205081,0.000171624,0.000206361,0.000221302,0.000188581
K01777,4.32E-06,1.73E-06,6.71E-06,4.55E-06,6.46E-06,4.89E-06,9.97E-06,2.98E-06,4.12E-06,4.96E-06
K01778,0.000167841,0.000165192,0.000173472,0.000159521,0.000233694,0.000197161,0.000140864,0.000224857,0.000180381,0.000167064
K01779,0.000257065,0.000292511,0.000168295,0.000158595,0.000301675,0.000144177,0.000161142,0.00010877,0.000120899,0.000142077
K01781,3.73E-07,0,3.77E-07,1.99E-06,4.23E-06,1.62E-06,8.38E-07,2.51E-06,6.44E-06,2.79E-06
K01782,0.000161154,0.000125739,0.000164066,0.000234989,0.000277942,0.000232233,0.000244567,0.000326345,0.000292069,0.000215525
K01783,0.000213379,0.000206447,0.00025404,0.000231932,0.000250607,0.000278593,0.000245798,0.00023597,0.000271843,0.000251412
K01784,0.000431145,0.000344424,0.000398634,0.000372473,0.00042852,0.000377178,0.000671821,0.000432141,0.000417707,0.000415491
K01785,0.000295011,0.000257095,0.000406894,0.000285694,0.000285816,0.000314256,0.000354231,0.000483142,0.000321038,0.00029721
K01786,1.91E-05,1.93E-05,2.73E-05,5.18E-05,3.98E-05,7.42E-05,7.77E-05,9.90E-05,4.53E-05,7.32E-05
K01787,2.91E-06,1.72E-06,2.99E-06,1.62E-06,1.53E-06,2.20E-07,4.81E-06,4.21E-07,3.90E-07,1.79E-06
K01788,5.17E-06,8.00E-06,5.71E-06,2.71E-06,2.89E-05,8.66E-06,6.58E-06,1.00E-05,4.02E-06,1.12E-05
K01790,0.000198566,0.000232902,0.000151767,0.000171585,0.000201228,0.000178499,0.000171662,0.000138619,0.000180209,0.000194418
K01791,0.000209003,0.000231186,0.000128574,0.000180425,0.000223274,0.000107471,0.000148089,0.000162416,0.000130524,0.000166654
K01792,9.62E-05,0.000131077,0.000137353,7.83E-05,5.85E-05,7.44E-05,4.33E-05,1.94E-05,3.42E-05,8.24E-05
K01793,1.01E-07,5.62E-06,1.62E-07,1.48E-06,7.10E-08,8.00E-07,1.03E-06,4.46E-06,1.97E-06,9.30E-07
K01795,2.05E-07,5.80E-06,2.15E-05,1.29E-05,9.15E-06,2.84E-05,5.67E-06,1.26E-07,2.44E-05,2.00E-05
K01796,0.000114471,3.63E-05,3.69E-05,2.84E-05,3.86E-05,2.68E-05,4.64E-05,5.52E-05,4.55E-05,6.27E-05
K01799,0.000150141,4.08E-05,4.76E-05,4.27E-05,6.56E-05,4.64E-05,3.86E-05,4.86E-05,4.56E-05,5.14E-05
K01800,1.31E-05,1.96E-05,4.47E-05,2.30E-05,5.64E-05,4.28E-05,2.51E-05,9.83E-06,3.65E-05,4.35E-05
K01801,8.95E-05,7.90E-05,5.75E-05,4.51E-05,8.46E-05,6.37E-05,3.53E-05,3.45E-05,6.99E-05,5.98E-05
K01803,0.000165037,0.000210841,0.000172113,0.000228278,0.000233319,0.000222057,0.000202079,0.000285147,0.000245209,0.000261393
K01804,3.43E-05,2.76E-05,3.54E-05,6.95E-05,6.38E-05,0.000105143,0.00011377,0.000119126,6.23E-05,9.18E-05
K01805,0.000172201,0.000109379,0.000175031,0.000150351,0.00017583,0.00022108,0.000182672,0.000213023,0.000201468,0.000173085
K01807,0.000208733,0.000157903,0.000162114,0.000144945,0.000138679,0.000139674,0.000117417,0.000131761,0.000154693,0.00016024
K01808,0.000104453,5.22E-05,7.73E-05,0.000127075,0.000149122,0.000124609,0.000117399,0.000174823,0.000133025,0.000124564
K01809,7.54E-05,6.57E-05,0.000108182,0.000109878,0.000141697,0.00010622,9.18E-05,8.94E-05,0.000101686,0.000105862
K01810,0.000368538,0.000266364,0.000327174,0.000302607,0.000377686,0.00033109,0.000390412,0.000376529,0.000383921,0.000351447
K01812,5.95E-05,6.12E-05,0.000106863,9.08E-05,7.46E-05,0.000140662,0.000151497,0.000133864,0.00013447,0.000124544
K01813,1.68E-07,1.19E-06,4.54E-07,1.76E-06,0,4.74E-06,1.28E-06,1.67E-06,1.16E-05,3.86E-06
K01814,0.000213263,0.00030726,0.00022706,0.000191948,0.000209127,0.00019494,0.000178599,0.000255596,0.000200737,0.000197781
K01815,0.000104524,8.14E-05,8.65E-05,0.000112394,0.00015322,0.000149035,0.000123979,5.84E-05,8.52E-05,0.00011178
K01816,0.000266218,0.000240822,0.000155822,0.000172682,0.000203562,0.000202844,0.000185239,0.000106037,0.000133118,0.00018852
K01817,0.000157336,0.000180989,0.000159006,0.000149034,0.000204867,0.000149872,0.000117745,0.000153461,0.000143548,0.000138981
K01818,2.73E-07,1.35E-07,0,6.14E-07,2.86E-06,3.31E-06,3.50E-08,3.86E-07,8.56E-07,2.27E-06
K01820,0.000115215,0.000105219,0.000147245,0.00013214,0.000169564,0.000157748,0.000184509,0.000109868,0.000104085,0.000177493
K01821,0.000158995,0.000148968,0.000121383,0.00010621,0.000103094,5.33E-05,5.64E-05,4.43E-05,5.02E-05,9.73E-05
K01822,3.67E-05,3.57E-05,4.96E-05,3.97E-05,6.43E-05,2.52E-05,5.95E-05,3.67E-05,3.20E-05,2.44E-05
K01823,2.23E-05,1.71E-05,1.49E-05,4.53E-05,1.92E-05,3.12E-05,2.58E-05,3.80E-05,3.17E-05,2.59E-05
K01825,0.000101686,4.47E-05,6.63E-05,2.83E-05,4.10E-05,4.60E-05,1.05E-05,9.56E-06,2.67E-05,6.68E-05
K01826,0.000109814,9.77E-05,9.63E-05,4.05E-05,7.70E-05,7.89E-05,3.29E-05,1.62E-05,3.46E-05,7.38E-05
K01834,0.000123388,0.000155643,0.000112394,0.000127534,0.000135913,0.000150358,0.000270939,0.000258522,0.000204873,0.000170487
K01835,0.000251501,0.00025101,0.000288106,0.000217327,0.000176975,0.000257115,0.000228276,0.000299567,0.000237581,0.000259501
K01838,2.52E-06,3.87E-06,4.02E-06,1.29E-05,3.60E-07,8.45E-06,5.77E-06,4.48E-06,9.60E-06,1.15E-05
K01839,6.01E-05,0.000137364,6.47E-05,4.58E-05,7.91E-05,6.48E-05,6.19E-05,8.97E-05,7.15E-05,7.49E-05
K01840,0.0002548,0.000148576,0.000184392,0.000151073,0.000185516,0.000139552,0.000199479,0.000310661,0.000183766,0.000173128
K01841,8.58E-06,5.69E-06,2.11E-06,3.65E-06,7.57E-07,2.01E-06,2.66E-06,4.85E-06,4.68E-06,1.17E-06
K01843,3.86E-05,3.88E-05,5.02E-05,4.09E-05,5.03E-05,6.44E-05,4.02E-05,6.17E-05,9.25E-05,5.67E-05
K01844,5.18E-07,1.49E-06,1.63E-06,4.61E-06,2.57E-07,1.13E-05,7.94E-06,1.33E-05,1.32E-05,6.59E-06
K01845,0.000331618,0.000299391,0.000286035,0.000275556,0.000247717,0.00032077,0.000254738,0.000386902,0.000281112,0.000261108
K01846,7.30E-06,4.37E-06,3.50E-06,4.06E-06,8.77E-07,5.95E-06,4.37E-07,2.00E-06,4.12E-07,0
K01847,0.000241599,0.000169432,0.000219334,0.000177076,0.000259068,0.000159111,0.000166584,0.000168482,0.000172835,0.00013139
K01848,3.49E-05,2.44E-05,2.76E-05,5.62E-05,3.36E-05,6.63E-05,5.12E-05,0.000173903,0.000103263,7.48E-05
K01849,1.88E-05,1.23E-05,1.59E-05,1.71E-05,4.96E-05,2.22E-05,1.56E-05,3.16E-05,2.06E-05,2.21E-05
K01851,0,1.60E-06,0,0,0,0,0,0,0,0
K01852,0,0,0,0,0,0,0,0,9.84E-07,0
K01854,5.06E-05,5.38E-05,6.66E-05,8.90E-05,0.000108541,0.000134082,0.000145931,9.20E-05,0.000116208,0.000133606
K01856,2.98E-05,5.58E-05,4.65E-05,2.49E-05,2.63E-05,4.72E-05,1.13E-05,1.64E-05,7.04E-06,4.52E-05
K01857,6.53E-05,6.81E-05,0.000109264,6.18E-05,7.41E-05,8.51E-05,5.35E-05,9.57E-05,7.45E-05,6.17E-05
K01858,3.02E-05,4.11E-05,3.82E-05,6.09E-05,2.77E-05,9.34E-05,0.000106332,0.000122899,9.25E-05,9.61E-05
K01866,0.000255007,0.000260674,0.000266221,0.000314438,0.000292549,0.000388796,0.000332689,0.000338396,0.000341637,0.000324046
K01867,0.000231447,0.000256483,0.000277795,0.000284914,0.000265699,0.000362256,0.000375978,0.000362615,0.000344766,0.000337268
K01868,0.000296526,0.000362608,0.0003669,0.000497695,0.000422597,0.000558817,0.000510367,0.000448573,0.000499895,0.000538388
K01869,0.00062154,0.000489091,0.000608819,0.000665457,0.000621095,0.000663353,0.000644135,0.000708968,0.000715324,0.000666323
K01870,0.000458036,0.000547747,0.000504017,0.00069931,0.000525098,0.000799634,0.000715197,0.000701253,0.000770542,0.000714095
K01872,0.000420261,0.000369359,0.000420149,0.000504826,0.000526432,0.000509015,0.000548859,0.000699343,0.000613332,0.000584071
K01873,0.000652816,0.00062637,0.000604483,0.00058204,0.00060063,0.000695704,0.000709245,0.00057813,0.000695798,0.000687041
K01874,0.000272166,0.000317823,0.000311064,0.000411823,0.000342531,0.000413426,0.000429291,0.000377728,0.000437936,0.000437669
K01875,0.0002721,0.00026662,0.000307672,0.000330587,0.00026175,0.000325254,0.00033391,0.000345835,0.000387002,0.000322439
K01876,0.000402327,0.000461837,0.000411604,0.000442045,0.000383729,0.000437487,0.000449481,0.000429984,0.00045727,0.000474872
K01878,0.000167697,0.000212128,0.000149109,0.000189731,0.000162839,0.000249661,0.000179537,0.000151296,0.000214135,0.00021311
K01879,0.000283629,0.000318699,0.00029214,0.000274758,0.000368381,0.000306825,0.000235468,0.000223042,0.000266382,0.000243861
K01880,4.31E-05,4.37E-05,4.73E-05,0.000137876,5.41E-05,0.000134513,0.000177699,0.000204613,0.000171215,0.000166833
K01881,0.000225658,0.000233375,0.000270011,0.000379911,0.000272154,0.000429539,0.000379048,0.000374886,0.00048744,0.000380253
K01883,0.000336062,0.000259701,0.000338608,0.000296171,0.000321383,0.000344296,0.000337365,0.000367103,0.000405452,0.000290203
K01884,3.01E-06,2.02E-06,5.60E-07,4.62E-06,9.08E-06,2.83E-07,4.51E-07,2.49E-07,1.61E-06,2.24E-07
K01885,0.000376645,0.000342137,0.000319846,0.000381837,0.000414651,0.00041544,0.000454953,0.000455638,0.000441447,0.000388315
K01886,0.00024698,0.000237087,0.000238995,0.000223923,0.000154524,0.0001748,0.000207843,0.00019632,0.000200726,0.000174844
K01887,0.000441879,0.0004186,0.000387947,0.000385764,0.000347291,0.00043621,0.000396122,0.000501541,0.000485585,0.000421902
K01889,0.000197833,0.000219796,0.000249718,0.000269236,0.000277151,0.000321891,0.000320231,0.00028956,0.000305606,0.000270926
K01890,0.000415619,0.000395437,0.000392498,0.000378166,0.000398945,0.000442804,0.000336453,0.000479975,0.000387251,0.00035175
K01892,0.000233455,0.000269132,0.000213361,0.000241236,0.000281754,0.000249766,0.000213493,0.000282346,0.00025798,0.000275985
K01893,4.94E-05,1.62E-05,4.43E-05,0.000150521,4.14E-05,0.000101401,0.000115149,0.000146301,0.000111005,6.43E-05
K01895,0.000621858,0.000676019,0.000754119,0.000745282,0.000670369,0.000955732,0.000719034,0.000816905,0.000861313,0.000816923
K01897,0.001322374,0.000981108,0.000934576,0.000753596,0.000902799,0.000806681,0.000945328,0.000885732,0.000867367,0.000922673
K01902,0.000252867,0.000215992,0.000248536,0.000242365,0.000186204,0.000284474,0.000229476,0.000265987,0.000305839,0.000294999
K01903,0.000312561,0.000308369,0.000359884,0.000442599,0.000327559,0.000470418,0.000457953,0.000402358,0.000481117,0.000395389
K01905,1.90E-07,1.35E-06,6.01E-07,1.86E-06,1.06E-05,2.02E-06,2.62E-06,2.74E-06,2.32E-06,2.60E-06
K01907,0.000126899,0.000120476,0.00021708,7.99E-05,0.000112817,0.000161715,0.000106969,0.000120236,0.000132581,0.000108085
K01908,0.000205308,0.000277146,0.000117105,0.000150379,0.000174755,0.000194844,0.000124466,0.000168388,0.000159166,0.00012708
K01909,1.19E-07,1.81E-06,1.15E-06,1.71E-06,4.14E-08,2.18E-07,2.12E-07,0,6.49E-07,1.17E-06
K01910,0,3.99E-08,9.57E-08,9.08E-08,0,3.35E-06,0,7.62E-08,0,1.98E-06
K01911,3.49E-06,7.02E-06,8.41E-06,1.35E-05,1.79E-05,2.36E-05,2.63E-05,4.96E-05,2.33E-05,2.76E-05
K01912,0.00034331,0.000507167,0.000212358,0.000235871,0.000146919,0.000197327,0.00015897,0.000200631,0.00021098,0.000226397
K01914,8.44E-07,8.01E-08,2.32E-06,1.04E-06,9.57E-07,3.79E-07,1.67E-06,0,1.30E-06,1.76E-06
K01915,0.000601707,0.000791842,0.0007214,0.000892403,0.000676574,0.001159908,0.001003233,0.000819292,0.001047568,0.001083366
K01916,0.000107416,9.43E-05,0.000215561,0.000154664,0.000150241,0.000196418,0.000168686,0.000106428,0.000146558,0.00013273
K01918,0.000207539,0.000201102,0.000187146,0.000181393,0.0002338,0.000235562,0.000204844,0.000240592,0.0002232,0.000212009
K01919,0.000384794,0.000536647,0.000329848,0.000303768,0.000307278,0.000421549,0.000310141,0.000285094,0.000337124,0.000348246
K01920,0.00021768,0.000330173,0.000236125,0.000185851,0.000229046,0.000196689,0.000187361,0.000199394,0.00021768,0.0001797
K01921,0.000249592,0.000260388,0.000237151,0.000311867,0.000336065,0.000306303,0.00035817,0.000482738,0.000431468,0.000334885
K01923,0.000284972,0.000261916,0.00027003,0.000261324,0.000221698,0.000325788,0.000298223,0.000285538,0.000335688,0.000283277
K01924,0.000354061,0.000246532,0.000307934,0.000307741,0.000340156,0.000327112,0.000328019,0.000403367,0.000372143,0.00028843
K01925,0.00025641,0.000221423,0.000216438,0.000260326,0.000297295,0.000276666,0.000228344,0.000316636,0.000276565,0.000252965
K01928,0.000176204,0.000180385,0.000178919,0.00022027,0.000256779,0.000298378,0.000202796,0.000328609,0.000305732,0.000225085
K01929,0.000260475,0.000239344,0.000265651,0.000257913,0.000290291,0.000302957,0.000206997,0.000314809,0.000290326,0.000290604
K01933,0.000241833,0.000263061,0.000259504,0.000314784,0.000274528,0.000302189,0.000230002,0.000348264,0.00024315,0.000220096
K01934,9.37E-05,7.31E-05,0.000117669,0.000123939,0.000152323,0.00012657,0.000129393,0.000125124,0.000113153,0.000112725
K01935,9.96E-05,9.31E-05,0.000128401,0.000101763,0.000138235,0.000100584,8.97E-05,0.000130213,9.01E-05,6.77E-05
K01937,0.000380797,0.000320077,0.000346613,0.000488399,0.000289953,0.000501001,0.00048301,0.000497609,0.000571511,0.000473891
K01938,1.09E-05,1.98E-05,1.62E-05,3.51E-05,8.23E-06,5.73E-05,2.77E-05,7.96E-05,7.39E-05,5.65E-05
K01939,0.000265772,0.000307063,0.000350098,0.000387886,0.000347609,0.000425789,0.000387999,0.000427119,0.000449379,0.000369289
K01940,0.000313813,0.000282252,0.000328647,0.000335862,0.00029188,0.000425802,0.000341973,0.000313246,0.000360813,0.00036887
K01941,3.55E-05,4.86E-05,0.000111846,8.48E-05,6.49E-05,8.69E-05,5.00E-05,7.72E-05,8.42E-05,8.24E-05
K01945,0.000233521,0.000291675,0.000200391,0.000220779,0.000281746,0.000269735,0.000246558,0.000345205,0.000251143,0.000248288
K01950,0.000208044,0.000409068,0.000187297,0.000228309,0.000143947,0.000181603,0.000190771,0.000267092,0.000214367,0.00023691
K01951,0.0005192,0.000478226,0.000509919,0.000592853,0.00055743,0.000549617,0.000541141,0.000581474,0.000558508,0.000570478
K01952,0.000639503,0.000739871,0.000693865,0.000705505,0.000757032,0.000752647,0.000741869,0.000961932,0.000785043,0.000699002
