genes,cor.rho,p.value
RP11-761B3.1,0.0715412642241522,0.0696297108394601
CALM2,-0.00564723783309455,0.886263679309236
EPCAM,-0.36818443554159,4.16546000176682e-22
MSH2,-0.179598688499929,4.51405698692353e-06
KCNK12,0.248494984889732,1.61168185029178e-10
MSH6,-0.0718386741360585,0.0684741224883508
FBXO11,0.00900941355320915,0.819495625041438
FOXN2,0.0302447528134868,0.443551371835618
PPP1R21,-0.0313358829119651,0.427273657944947
STON1,0.313881479773087,3.43505503259713e-16
STON1-GTF2A1L,0.0774998742929443,0.0493144450510487
GTF2A1L,0.0650649737710855,0.0990033815456565
RP11-310N16.1,0.126173410013004,0.00133414026728751
LHCGR,0.113327900313583,0.00398136374777735
FSHR,0.0961028130064621,0.0146983571277632
NRXN1,0.0476248052002032,0.227463331546986
GPR75-ASB3,-0.0489199804808519,0.215056594820274
CHAC2,-0.02351021835533,0.551478761368615
ERLEC1,0.104991734201132,0.00766253876296658
GPR75,0.0643012722047635,0.103037963758494
PSME4,-0.127887569137151,0.00114401758800512
ACYP2,-0.113543103283912,0.00391241617207239
TSPYL6,0.143441608077228,0.000260236449962833
C2orf73,0.0949283821981088,0.0159623120428896
SPTBN1,-0.0443568656144529,0.261005603516357
EML6,0.0410512803498098,0.298256586910326
RTN4,0.0393941717809252,0.318203077484479
CLHC1,-0.154342253180618,8.39806188544841e-05
RPS27A,-0.292786520399058,3.39127303223335e-14
MTIF2,-0.274740835346155,1.28805436706738e-12
CCDC88A,0.411062683033949,1.19502396635001e-27
CFAP36,-0.0864775630306701,0.0282064317666683
SMEK2,-0.150037952633336,0.000132484553368281
PNPT1,-0.187698375658237,1.61306684310653e-06
EFEMP1,0.438134836024139,1.37778534011716e-31
CCDC85A,0.14635950534639,0.000193726044775065
VRK2,0.0269146105856592,0.495357298670988
FANCL,-0.259955329153239,2.0895395208468e-11
BCL11A,-0.378688563971571,2.17132213255523e-23
PAPOLG,0.0156714822911568,0.691404778466247
REL,0.0582254491523539,0.139949784614947
PUS10,-0.15673209328281,6.48584345759634e-05
PEX13,-0.227375091576797,5.36210221111826e-09
KIAA1841,-0.293916517661732,2.67682029488316e-14
C2orf74,0.218943113775802,1.98151743208609e-08
AHSA2,-0.237089606301722,1.11480554083393e-09
USP34,0.0138123586143093,0.726448200322127
XPO1,-0.0861517765384958,0.028807897780994
FAM161A,-0.0886377126267544,0.0244850217396294
CCT4,-0.0942498802464668,0.0167351748003518
COMMD1,0.0687927434562582,0.0810824717914414
B3GNT2,0.115404498261672,0.00335971581890834
TMEM17,-0.0967672302869626,0.0140229937868282
EHBP1,-0.0770584324492546,0.0506265442264223
OTX1,0.00816268137392657,0.836207724906331
WDPCP,0.0918836914955052,0.0196927007112306
MDH1,-0.127022097060411,0.00123664466730116
UGP2,-0.111568835267605,0.00458753788347509
VPS54,-0.183259676831202,2.85095199409856e-06
PELI1,0.0412023613488187,0.296480410290876
LGALSL,-0.237776730995545,9.94943527037482e-10
AFTPH,-0.274705967805514,1.29680904352354e-12
SERTAD2,0.0257544106595453,0.5141353116694
SLC1A4,-0.0170312836131256,0.666179616761444
CEP68,-0.209068298475519,8.5777169922279e-08
RAB1A,-0.0736949553954999,0.0616120806353763
ACTR2,-0.0721712353046251,0.067200628152597
SPRED2,-0.184036638281882,2.58297779819291e-06
MEIS1,0.398828115934349,5.52904364072385e-26
ETAA1,-0.0642326486195869,0.103406793604072
C1D,-0.0877456762800461,0.0259669336368566
WDR92,-0.274888217690784,1.25168383163741e-12
HZGJ,0.0408348088174389,0.300813857731556
PNO1,-0.117889217378564,0.00273245670552279
PPP3R1,-0.0195365135577144,0.620695279391343
CNRIP1,0.579121905221344,6.01884280657178e-59
PLEK,0.725611268898407,2.57608944587479e-106
FBXO48,-0.121593574954783,0.00199361892510884
APLF,-0.190539664452883,1.11230727538498e-06
PROKR1,0.0168122085325098,0.670219144919494
ARHGAP25,0.500842022500339,3.4217129236911e-42
BMP10,0.0619196048754309,0.116462283564871
GKN2,0.125102230622228,0.00146728938476069
GKN1,0.0320403996113783,0.416950603345714
ANTXR1,0.429038910059026,3.17979466586242e-30
GFPT1,-0.232046999059438,2.54136800018679e-09
NFU1,-0.170772673012104,1.31645013599798e-05
AAK1,0.00213345089300131,0.9569066459954
ANXA4,-0.0991235612100522,0.0118430106713551
GMCL1,-0.135822427528565,0.000548013893263905
SNRNP27,-0.101049206663844,0.0102899539675153
MXD1,0.214378543170545,3.93498679948009e-08
ASPRV1,0.139536049997415,0.000382987310565525
PCBP1,0.0465396433555533,0.238243549764553
C2orf42,0.0299025450529977,0.448728383958965
TIA1,-0.157526339795171,5.94717411591527e-05
PCYOX1,-0.103613511296597,0.00850354980694819
SNRPG,-0.166598759733045,2.14420069485151e-05
FAM136A,-0.236245468617438,1.2813827602593e-09
TGFA,-0.00681675516628113,0.862921998994532
ADD2,0.215028734931274,3.57191993011203e-08
FIGLA,0.079314321721813,0.0442165520711019
CLEC4F,-0.00802949771682385,0.838843325524566
CD207,-0.0388333124637436,0.325147161060433
VAX2,0.259722131670524,2.18042876979614e-11
ATP6V1B1,0.107854787957546,0.00614903951632341
AC007040.11,0.11457834755563,0.00359562248591634
ANKRD53,0.222065406695013,1.2286306668206e-08
TEX261,-0.122461336689217,0.00184939756799738
NAGK,0.2872801929897,1.05804380986077e-13
MCEE,-0.154406322234744,8.3405004863186e-05
MPHOSPH10,-0.310689131275102,7.05079013983605e-16
PAIP2B,-0.228643484987817,4.38519627731353e-09
ZNF638,-0.209916980280428,7.58355445926086e-08
DYSF,0.550236996567043,3.0302622301504e-52
CYP26B1,0.440942640295074,5.12806681666012e-32
EXOC6B,-0.0161221665925197,0.683004678913885
SPR,-0.183024975039912,2.93700219482357e-06
EMX1,0.0492315931702695,0.21214560706678
SFXN5,-0.169393233062775,1.54876541341122e-05
RAB11FIP5,0.0385225628769498,0.329036629309113
NOTO,0.0782096767098049,0.0472644356052229
SMYD5,-0.318649158577957,1.15460618586147e-16
PRADC1,-0.0171453485026151,0.664080181675396
CCT7,-0.131168135196766,0.000847996243144956
FBXO41,-0.122303861891472,0.00187483775089496
EGR4,0.027336988312802,0.488612915456185
ALMS1,-0.136698658416762,0.000503991202744876
NAT8,0.0173883465682002,0.659616428162911
TPRKB,-0.308310342167125,1.19810872733531e-15
DUSP11,-0.0158063901863886,0.688886257891613
C2orf78,0.0782096767098049,0.0472644356052229
STAMBP,-0.199804806354549,3.18320980977315e-07
ACTG2,0.227121894861039,5.58096944031742e-09
DGUOK,-0.239465005455475,7.51224324904212e-10
TET3,-0.156581524533729,6.59302329286993e-05
BOLA3,-0.161403015507331,3.87176107874752e-05
MOB1A,0.0336002591834445,0.394623363441722
MTHFD2,0.0193587558952364,0.623877974630199
RP11-287D1.3,0.00330251993784205,0.933337915128407
SLC4A5,-0.0763382129210639,0.0528298341421738
DCTN1,0.00423223636016222,0.914635118744427
C2orf81,-0.0265894502452828,0.500582943721656
WDR54,0.182047262480485,3.32296546153769e-06
RTKN,-0.255529191816294,4.65482951054058e-11
INO80B,-0.215022958316493,3.57499809190667e-08
INO80B-WBP1,NA,NA
WBP1,-0.162657639726479,3.36243044973996e-05
MOGS,-0.214244006373952,4.01444917781027e-08
MRPL53,-0.175569343983992,7.40677085420625e-06
CCDC142,-0.121211099561002,0.0020603974504408
TTC31,-0.145270079197463,0.000216434496466207
LBX2,-0.0153989258672255,0.696503363959546
PCGF1,-0.173956361878287,9.00277192810749e-06
TLX2,0.0513154110386915,0.193406982381944
DQX1,-0.0943177384440382,0.0166564313217504
AUP1,-0.0961548743810905,0.0146444238231293
HTRA2,-0.0112510357319114,0.775664358827516
LOXL3,0.476048787887641,9.81231692041338e-38
DOK1,0.0353195116310066,0.370869069234869
M1AP,0.247459732197423,1.92875794635767e-10
SEMA4F,-0.0315921423778214,0.423501692840824
HK2,-0.0687135672908135,0.0814337448196263
POLE4,-0.141500607761932,0.000315722517266886
TACR1,0.194514634531798,6.55089787176923e-07
EVA1A,0.128967746843052,0.00103739262744474
MRPL19,-0.0819557293192526,0.0375933178702866
GCFC2,-0.154860666666157,7.94285163501759e-05
LRRTM4,7.10679299847332e-05,0.998563810029192
REG3G,0.120961162819195,0.0021051347730284
REG1B,0.200585784528249,2.85673790296126e-07
REG1A,0.179080841994054,4.81366314993657e-06
REG3A,0.0508940724369089,0.197094533369811
CTNNA2,-0.0741361509840725,0.0600675143692652
LRRTM1,0.0184495629042039,0.640265501966225
SUCLG1,-0.270675329045259,2.81918037429644e-12
DNAH6,-0.177161592566921,6.09843274743589e-06
TRABD2A,-0.491395811387744,1.886965925352e-40
TMSB10,-0.105786908196966,0.00721189233695987
KCMF1,-0.219253012377214,1.89030800987317e-08
TCF7L1,0.16162305517456,3.7774467212992e-05
TGOLN2,-0.178871813372161,4.93990382306653e-06
RETSAT,-0.131693282072401,0.000807795798097006
ELMOD3,-0.0661093515712271,0.0936907862070803
CAPG,0.093859180838669,0.0171949208705206
SH2D6,-0.0827968502820668,0.0356695547101043
MAT2A,-0.0562768975023713,0.153722997084574
GGCX,0.135543235180081,0.00056277490516997
VAMP8,-0.0697916665529958,0.076755188382626
VAMP5,0.534149086513234,8.69816834790281e-49
RNF181,0.00689991943029767,0.861266465114505
TMEM150A,-0.0532316521590125,0.177272666468118
USP39,-0.175403401911416,7.55758463702932e-06
C2orf68,-0.208800036178974,8.91735156415265e-08
SFTPB,0.132394120814917,0.000756891684888621
GNLY,0.398931625637291,5.3561103419331e-26
ATOH8,-0.117670628484766,0.00278301685839957
ST3GAL5,0.243414344150577,3.86087596133124e-10
POLR1A,-0.193270661704215,7.74051133364319e-07
PTCD3,-0.179991198994564,4.2989282238077e-06
IMMT,-0.230299326850246,3.36657358469667e-09
MRPL35,-0.201852244613205,2.3947773574648e-07
REEP1,-0.105846932297758,0.00717885831146658
KDM3A,-0.130028292697069,0.000941700826635723
CHMP3,-0.174606200780164,8.32387212217484e-06
RNF103-CHMP3,0.0119886251863384,0.761389173138323
RNF103,-0.235928327231434,1.35002388620557e-09
RMND5A,-0.181636961211389,3.49899671760034e-06
CD8A,0.383058341981888,6.15257734118141e-24
CD8B,0.139627932306418,0.000379564414863586
RGPD1,NA,NA
PLGLB1,0.0651697074013397,0.0984600262338528
PLGLB2,0.0771588749114006,0.0503254623783222
RGPD2,-0.0623661711651154,0.113845868049083
KRCC1,-0.259871353775844,2.1218344554947e-11
SMYD1,-0.00961641060779773,0.807564889857938
FABP1,-0.262785285614502,1.242191713062e-11
THNSL2,-0.166228597396261,2.23773640362294e-05
FOXI3,0.12585540717041,0.00137245900088877
TEX37,0.079067088595833,0.0448839307017307
EIF2AK3,0.0475465045034013,0.228229377434789
RPIA,-0.358400050344344,5.92801469778375e-21
RP11-407P15.2,0.0943023916609936,0.0166742114570415
TEKT4,0.00659380137904032,0.867363238817959
MAL,0.243556013189436,3.76895799118668e-10
MRPS5,-0.288705123659601,7.90065296470151e-14
ZNF514,-0.276501636855896,9.13745360025237e-13
ZNF2,-0.0901227496842582,0.0221799586778588
AC092835.2,0.0997194860064773,0.0113415837545182
PROM2,-0.138809786531069,0.0004110732139845
KCNIP3,0.0821117798453965,0.0372298957372533
FAHD2A,-0.201986898668927,2.35012696534461e-07
TRIM43,NA,NA
ANKRD36C,-0.107835112557173,0.00615845070783855
GPAT2,0.196085441632347,5.29811604825657e-07
ADRA2B,0.0210743227055038,0.593461467957449
ASTL,-0.0126096912751154,0.749431460468973
DUSP2,0.0346049773881558,0.380631994276769
STARD7,-0.131818820817847,0.000798450630900815
TMEM127,0.0561294738255275,0.154805476393993
CIAO1,-0.194898601574087,6.22067809976988e-07
SNRNP200,-0.0902119380693173,0.022047723289746
ITPRIPL1,0.311777273102361,5.52346166191161e-16
NCAPH,-0.111569309981029,0.00458736361877476
NEURL3,0.135200260326505,0.000581413690909801
ARID5A,0.0747952503935046,0.057819877791876
KANSL3,-0.145169154865576,0.000218659854897877
FER1L5,0.0688730033994375,0.0807276439718623
LMAN2L,-0.181549803274708,3.53752198557882e-06
CNNM4,-0.112856341086755,0.00413630697572534
CNNM3,-0.0817796053253886,0.0380071018192167
ANKRD23,-0.238820615758361,8.36479856168156e-10
ANKRD39,-0.057219623043927,0.146936201967019
SEMA4C,-0.0452773979795407,0.251229644195514
FAM178B,-0.0508325239296496,0.19763747526164
FAHD2B,-0.0947382948448369,0.0161756135931494
ANKRD36,-0.0864977500168252,0.0281695204705347
ANKRD36B,-0.106574492079732,0.00678908897199423
COX5B,-0.149900597472196,0.000134399082495841
ACTR1B,-0.069283793520256,0.0789311967902396
ZAP70,0.314355802644482,3.08466182490504e-16
TMEM131,-0.182836986559383,3.0077131229076e-06
VWA3B,0.0503961850838052,0.201517915043733
CNGA3,0.0925877982820329,0.0187683622449978
INPP4A,0.189652830561553,1.24988760114708e-06
COA5,-0.282261039008842,2.92129938039019e-13
UNC50,-0.143656307432014,0.000254693851120175
MGAT4A,-0.0143912042102374,0.715471833691998
KIAA1211L,-0.298545362637437,1.00452447800998e-14
TSGA10,-0.35523147852102,1.37371533873994e-20
C2orf15,0.0238905164198405,0.545058145205236
LIPT1,-0.207185351340937,1.12530848533785e-07
RP11-38C17.1,-0.120916974007987,0.0021131361765042
MITD1,-0.19199372732795,9.17638254906242e-07
MRPL30,-0.253286262987276,6.94504430861197e-11
LYG2,-0.0399411321486561,0.311525129888378
LYG1,0.116503084364239,0.00306779940228675
TXNDC9,-0.166774588907104,2.10108292445583e-05
EIF5B,-0.276007710380117,1.00637641482747e-12
REV1,-0.187231454259009,1.71375339621844e-06
AFF3,0.0965364152900965,0.014254448255033
LONRF2,0.114064392538629,0.00374986594259483
CHST10,0.261743544558422,1.50537807818948e-11
NMS,0.0293484157941547,0.457183528344221
PDCL3,-0.311765443924553,5.53817044818817e-16
NPAS2,-0.153711986907003,8.98462764349242e-05
RPL31,-0.382975599408958,6.30237687879435e-24
TBC1D8,0.0697647689304956,0.0768691960762994
CNOT11,-0.302157636103488,4.61748074645684e-15
RNF149,0.0154896876326504,0.694803992560964
CREG2,0.123698097963551,0.00166033455075483
RFX8,0.319299533297723,9.93529282901264e-17
MAP4K4,0.106026299521323,0.00708095020760446
IL1R2,0.211238034144521,6.25391253649108e-08
IL1R1,0.500224413156301,4.46454517003201e-42
IL1RL2,-0.18478937926909,2.34647481824637e-06
IL1RL1,0.352316814577781,2.95133518789706e-20
IL18R1,0.270634971618203,2.84100073126465e-12
IL18RAP,0.476756413549073,7.40535582204418e-38
SLC9A4,-0.0506747082934163,0.19903461218472
SLC9A2,-0.199757215507145,3.20422485898573e-07
MFSD9,-0.31511524245618,2.59548970040515e-16
TMEM182,-0.144000262686625,0.000246044084814679
POU3F3,0.0729324415331265,0.0643588090008755
MRPS9,-0.376385013051098,4.18896281172304e-23
GPR45,-0.0352602024853161,0.371673479042927
TGFBRAP1,-0.160251589076246,4.40275919916723e-05
C2orf49,-0.0979771908580579,0.0128630212287611
FHL2,-0.078949318091394,0.0452048073935535
NCK2,-0.23300245400582,2.17715491626747e-09
C2orf40,0.146510640159088,0.000190758244384403
UXS1,-0.172487113786016,1.07375525169014e-05
RGPD3,0.0433803553411234,0.271659549365087
ST6GAL2,0.048040769264049,0.223424448818198
RGPD4,-0.00195148905417939,0.960578950070458
SLC5A7,0.045092111878615,0.253176585927172
SULT1C3,-0.0170576857531659,0.665693436087398
SULT1C2,-0.197616591056344,4.30078298449313e-07
SULT1C4,0.141813163448642,0.000306098226613401
GCC2,-0.0808033764092462,0.0403713546428632
LIMS1,0.195035363244424,6.10697302879976e-07
RANBP2,-0.108859302225133,0.00568539372723361
CCDC138,-0.17818110618044,5.37993149489176e-06
EDAR,-0.106005078476676,0.00709247105353216
SH3RF3,0.251130978931134,1.01643202810869e-10
SEPT10,-0.00312802142400696,0.936852654462836
SOWAHC,-0.243966269797463,3.51463418853175e-10
RGPD5,NA,NA
LIMS3,NA,NA
MALL,0.111487893689083,0.00461733870054129
NPHP1,-0.064650545665637,0.101176877682599
LINC00116,-0.109150052567583,0.00555719552130853
AC108938.5,0.181579731650552,3.52424762446825e-06
LIMS3L,NA,NA
RGPD6,NA,NA
BUB1,-0.0256895628009214,0.515195676761354
ACOXL,0.200089033839908,3.06043840642253e-07
BCL2L11,0.227556387513322,5.21052950627523e-09
ANAPC1,-0.110344925205111,0.00505723631485276
MERTK,0.216409393004442,2.90528894577154e-08
TMEM87B,-0.0989354402990667,0.0120053233677786
FBLN7,0.431261947257158,1.48950601135321e-30
ZC3H8,-0.274440912436554,1.3652918042506e-12
ZC3H6,-0.0787770004552628,0.0456777779884705
RGPD8,0.0635354688207398,0.10721354010131
TTL,0.137262776369154,0.000477414443324791
POLR1B,-0.163642193609066,3.00790938589656e-05
CHCHD5,-0.0305766894038459,0.438562428601859
SLC20A1,0.138022336774751,0.000443686909983743
NT5DC4,0.0151499874166747,0.701172129908189
CKAP2L,-0.0949723717155054,0.015913303348931
IL1A,0.213976086902366,4.17734175429966e-08
IL1B,0.584136321293609,3.52268637757989e-60
IL37,-0.111343455044492,0.00467095249512875
IL36G,0.00112104217837465,0.977348227257296
IL36A,0.115774433148078,0.00325871248637185
IL36B,0.0279288068937569,0.479246640436575
IL36RN,0.0869021112871233,0.0274388578133267
IL1F10,0.0813682046736378,0.0389887204276367
IL1RN,0.610568231243837,4.78535515459571e-67
PSD4,-0.105419447548738,0.00741710650758251
PAX8,-0.0315448211022301,0.424196762634275
CBWD2,-0.237051126403097,1.12191795613371e-09
FOXD4L1,0.0359606759888523,0.36224191849948
RABL2A,-0.288939082047289,7.52953763055308e-14
SLC35F5,-0.120358611310996,0.00221666597970857
ACTR3,0.0855390244934362,0.0299690413729771
DPP10,0.0210093554594456,0.594600896678837
DDX18,-0.107289126701771,0.00642482430802103
CCDC93,-0.110841906074183,0.00486151542548685
INSIG2,-0.0322245951815353,0.414276040277137
EN1,0.0618648483785624,0.116786317559983
MARCO,0.49718671071046,1.63909491497232e-41
C1QL2,-0.0208230063740146,0.597874701331352
STEAP3,-0.111783591169711,0.00450931013636883
C2orf76,-0.116407967845062,0.00309212955692539
DBI,-0.286457126058198,1.25153142773336e-13
TMEM37,-0.0276064082985936,0.484336841735438
SCTR,-0.0602763774466339,0.126497417374054
CFAP221,0.0699806820982361,0.0759579045108519
TMEM177,-0.244827629058395,3.03387358693942e-10
PTPN4,-0.174511350242907,8.41982789332817e-06
EPB41L5,-0.120120517080503,0.00226220668879384
TMEM185B,0.00178464408842178,0.963946904974857
RALB,0.0732329896607795,0.0632643670935932
INHBB,0.0855641091959422,0.0299207305311268
GLI2,0.405379084909721,7.23743741419236e-27
TFCP2L1,-0.283235648897875,2.40227582086141e-13
CLASP1,-0.00627592355229049,0.873702561594819
NIFK,-0.285237361831227,1.60359297374511e-13
TSN,-0.186470979187782,1.89076076097317e-06
CNTNAP5,0.0731493199968702,0.0635674965350773
GYPC,0.565919639080058,8.4109147030942e-56
BIN1,-0.305363348841147,2.29542375841858e-15
CYP27C1,0.268533294951668,4.23718507413715e-12
ERCC3,-0.0908418651432017,0.0211330929533004
MAP3K2,-0.00875472688480007,0.824514191550996
PROC,-0.19812731607541,4.01030336858121e-07
IWS1,-0.246871470340733,2.13521380649453e-10
MYO7B,-0.274444551827463,1.36432794388103e-12
LIMS2,0.235738241395019,1.39286552715733e-09
GPR17,0.150856637356706,0.000121594702735404
WDR33,-0.271647979169614,2.34019635635842e-12
SFT2D3,NA,NA
POLR2D,-0.167011733986422,2.04423190556132e-05
AMMECR1L,-0.231215675334299,2.90589184281974e-09
SAP130,-0.0705137920257425,0.0737454612964842
UGGT1,-0.000171001827929078,0.996544285494172
HS6ST1,-0.0161545542206309,0.682402511153762
RAB6C,0.0407944436532398,0.30129231612355
POTEF,0.0606803323774332,0.123970299484145
CCDC74B,0.0236716557365062,0.548748669979698
SMPD4,-0.212335251308564,5.32358021673958e-08
MZT2B,-0.226662834089126,6.000102142964e-09
TUBA3E,-0.029023650320338,0.46218014053164
CCDC115,-0.262139816082171,1.39940149561741e-11
IMP4,-0.138034426326166,0.000443168482871254
PTPN18,-0.137437542073664,0.00046944926891152
POTEI,0.00477289973190845,0.90377974964116
CFC1B,NA,NA
AC013269.5,NA,NA
TISP43,0.00477289973190845,0.90377974964116
CFC1,-0.0532576890192068,0.177060549073411
POTEJ,0.0609870521299413,0.122077866787575
GPR148,-0.0501397598629111,0.20382405439074
AMER3,-0.0052001985786014,0.895213073150846
ARHGEF4,0.143802969172814,0.000250971387822875
FAM168B,-0.178242860365073,5.33911436735324e-06
PLEKHB2,0.178339202343615,5.27602619085978e-06
POTEE,0.0609181405867212,0.122501070326969
MZT2A,-0.139882907363677,0.00037021464935474
TUBA3D,-0.0975685411673837,0.0132449479643013
CCDC74A,-0.00257908252326859,0.947917041421974
ANKRD30BL,0.017071842775033,0.665432800142958
GPR39,-0.288649808895112,7.99098424146088e-14
LYPD1,0.284339745471168,1.92300228271767e-13
NCKAP5,-0.10417979278822,0.00814850892786188
MGAT5,-0.137989937858119,0.000445079034321245
TMEM163,0.258701782647779,2.62563884667808e-11
ACMSD,0.100804981331537,0.0104763529269988
CCNT2,-0.143668102096384,0.000254392587901059
MAP3K19,0.103921925265822,0.00830850883507358
RAB3GAP1,-0.0953633209526404,0.0154835150838407
ZRANB3,-0.0915024841866124,0.0202095032782233
R3HDM1,-0.0828940753154977,0.0354526859772369
UBXN4,-0.0481884585871057,0.222002817064488
LCT,0.0272192503219812,0.490487937414676
MCM6,-0.0770487760071816,0.0506555691106161
DARS,-0.220906274835156,1.4683914911754e-08
CXCR4,0.518756569359792,1.19683650191455e-45
THSD7B,0.135478903676034,0.000566228103779803
HNMT,-0.132630301054955,0.000740417906442859
SPOPL,-0.0162871433582731,0.679939450609939
NXPH2,0.11298112298116,0.00409478415701686
LRP1B,0.108960037939236,0.0056406789389677
KYNU,0.441539054231552,4.15204878312632e-32
ARHGAP15,0.45171005604218,1.06241646640208e-33
GTDC1,-0.025539650755359,0.51765130598339
ZEB2,0.514503630297451,8.26486169576567e-45
ACVR2A,-0.0573679963890393,0.145889193705805
ORC4,-0.151112344652645,0.000118369753792299
MBD5,-0.0501594934894575,0.203645903914085
EPC2,-0.0592232783263636,0.133273718497084
KIF5C,0.0983841792384695,0.012492342775679
LYPD6B,-0.0444910948384788,0.259563985031132
LYPD6,-0.111057575882331,0.00477872815631753
MMADHC,-0.0559324681584537,0.156261022318948
RND3,0.101338193661737,0.0100732002592028
RBM43,0.0952936218891721,0.0155593835735041
NMI,0.025817612142138,0.513102958158542
TNFAIP6,0.667012991519713,4.11723633114052e-84
RIF1,-0.0950355937564357,0.0158430989134385
NEB,-0.0459737611802762,0.244005725762154
ARL5A,-0.0569886253390402,0.148577652753379
CACNB4,0.0410128599782866,0.298709402666574
STAM2,0.0397539479437357,0.31380004566259
FMNL2,-0.068455833466789,0.0825857478012651
PRPF40A,-0.13934202678352,0.000390310035946298
ARL6IP6,-0.0747640826653424,0.0579245710929391
RPRM,-0.042096805551828,0.286109748474904
GALNT13,0.132761506953996,0.000731410355507929
KCNJ3,0.0163703687842256,0.678395138714505
NR4A2,0.0860375769954817,0.0290213245370105
GPD2,-0.0285476421377623,0.469558299129362
GALNT5,0.0733591687693372,0.0628094835368444
ERMN,0.377650268375043,2.92172496431578e-23
CYTIP,0.4221264952524,3.24338584334761e-29
ACVR1C,-0.183917022913533,2.62260113525464e-06
ACVR1,0.202280700220745,2.25547272385957e-07
UPP2,0.0620430831706217,0.115734159025869
CCDC148,-0.0855097264638502,0.0300255513742956
PKP4,-0.250533616249963,1.12888307172433e-10
DAPL1,-0.0607180983839412,0.123736061128431
TANC1,0.0302109918102786,0.444060599062393
WDSUB1,-0.123947228319622,0.00162446647415479
BAZ2B,-0.143445871125763,0.000260125307241071
MARCH7,-0.029226699839916,0.459052609029682
CD302,0.123694161828939,0.00166090703712113
LY75-CD302,0.0408311555951381,0.300857139492347
LY75,-0.247148896194837,2.03529741650622e-10
PLA2R1,-0.0404015451925996,0.305975842499947
ITGB6,-0.162936654048725,3.25813378600367e-05
RBMS1,0.25677303685117,3.7223102973579e-11
TANK,-0.0111944120217369,0.776763445404709
PSMD14,-0.0569528391421161,0.148833191474965
TBR1,0.0178202382722969,0.651712640729895
SLC4A10,-0.0426748596721172,0.279539109549821
DPP4,0.118756916536008,0.00253990711256688
GCG,0.173458322974313,9.55847958526096e-06
FAP,0.498204680283903,1.06158806243869e-41
IFIH1,0.17783124250612,5.61686446111732e-06
GCA,-0.112977839540814,0.00409587191243012
KCNH7,0.114992291589401,0.00347560438413871
FIGN,0.21877285182993,2.03342857569093e-08
GRB14,-0.0746564623126082,0.0582872800281924
COBLL1,-0.167553325685652,1.91982544579559e-05
SLC38A11,-0.0714083078736515,0.0701514558288247
SCN3A,0.0393694927593895,0.31850657836023
SCN2A,0.115668375843342,0.0032873833582532
CSRNP3,-0.0659291062132537,0.0945910188922731
GALNT3,-0.158137489441201,5.56175917439514e-05
TTC21B,-0.117179863873111,0.00289965149030709
SCN1A,0.0480029099005311,0.223789920381943
SCN9A,0.209984582946242,7.50933862791275e-08
SCN7A,0.100253143206179,0.0109086061505284
XIRP2,0.0781834752823286,0.0473388176859265
B3GALT1,-0.0856824943741886,0.0296936319216822
STK39,-0.206148823601142,1.30528542629929e-07
CERS6,-0.0943585368448814,0.016609244759909
NOSTRIN,-0.325598574595517,2.27458304100325e-17
SPC25,-0.134989707116623,0.000593138465933253
G6PC2,0.116079466567222,0.00317751398856639
ABCB11,0.0621209088077877,0.115277075606832
DHRS9,0.10009508684144,0.0110352900986456
LRP2,0.0780257449558501,0.0477886693567404
BBS5,-0.141927139128891,0.00030265737609381
RP11-724O16.1,NA,NA
KLHL41,-0.0555119396042503,0.159402649744261
FASTKD1,-0.245394356761619,2.75317239609507e-10
PPIG,-0.223051904231175,1.05486467350745e-08
CCDC173,0.0226581186520126,0.565998110681522
PHOSPHO2,-0.257906320659142,3.03319609929596e-11
KLHL23,-0.288728698756877,7.8624589067501e-14
SSB,-0.218619362657021,2.08135300561115e-08
METTL5,-0.320111409329956,8.23189692466351e-17
UBR3,-0.0553923701975676,0.160304558671836
MYO3B,0.068959692329473,0.0803458079768757
SP5,-0.0540561978182456,0.170646517404265
ERICH2,-0.195366195807616,5.84012043854274e-07
GAD1,0.123584101393935,0.00167698819597361
GORASP2,0.0167701769824147,0.670995258620289
TLK1,-0.152792367549626,9.91011267888809e-05
METTL8,-0.173488207402472,9.52423299291189e-06
DCAF17,-0.121564620818197,0.00199860399250772
CYBRD1,0.346147935229103,1.45086158496037e-19
DYNC1I2,-0.160265913346204,4.39574917375818e-05
SLC25A12,-0.0587868077566862,0.136163066695447
HAT1,-0.0365035259554956,0.355036531095036
METAP1D,-0.347092259846799,1.13958501372885e-19
DLX1,0.0722742086545603,0.06681027302583
DLX2,0.00619156938608987,0.87538618256735
ITGA6,-0.195551275806132,5.6957626166508e-07
PDK1,0.106159482301989,0.00700902761414619
RAPGEF4,0.0461130598085909,0.242578318631139
pk,-0.102746823457977,0.00907368856320982
CDCA7,-0.291606251926866,4.33700243521058e-14
SP3,-0.0806287735499226,0.0408070668010643
OLA1,-0.233763878691904,1.92372547586307e-09
SP9,-0.0797714692441678,0.0430045348696072
CIR1,-0.24585046473234,2.54579099197616e-10
SCRN3,-0.145970519141268,0.000201564778487442
GPR155,0.119232333694873,0.0024397380302138
WIPF1,0.469721963587935,1.1802516658767e-36
CHRNA1,0.0674098123772401,0.0873971490859733
CHN1,0.467493518941386,2.7996184193958e-36
ATF2,0.0201356039482905,0.610021091277217
ATP5G3,-0.162664677301096,3.35976131874987e-05
KIAA1715,-0.210279097376043,7.19412173316618e-08
EVX2,0.0345718562455704,0.381088326580368
