GSMID	plate	well	tissue
GSM2246674	1001000258	G1	Tumor
GSM2246675	1001000258	H11	Tumor
GSM2246676	1001000258	H1	Tumor
GSM2246677	1001000258	F12	Tumor
GSM2246678	1001000258	E12	Tumor
GSM2246679	1001000258	B9	Tumor
GSM2246680	1001000258	G10	Tumor
GSM2246681	1001000258	F7	Tumor
GSM2246682	1001000258	A7	Tumor
GSM2246683	1001000258	B11	Tumor
GSM2246684	1001000258	C9	Tumor
GSM2246685	1001000258	E7	Tumor
GSM2246686	1001000258	G11	Tumor
GSM2246687	1001000258	G9	Tumor
GSM2246688	1001000258	F10	Tumor
GSM2246689	1001000258	H10	Tumor
GSM2246690	1001000258	E11	Tumor
GSM2246691	1001000258	E8	Tumor
GSM2246692	1001000258	E4	Tumor
GSM2246693	1001000258	D7	Tumor
GSM2246694	1001000258	H2	Tumor
GSM2246695	1001000258	F6	Tumor
GSM2246696	1001000259	E12	Tumor
GSM2246697	1001000259	F5	Tumor
GSM2246698	1001000259	G3	Tumor
GSM2246699	1001000259	G4	Tumor
GSM2246700	1001000259	H5	Tumor
GSM2246701	1001000259	A12	Tumor
GSM2246702	1001000259	B5	Tumor
GSM2246703	1001000259	F4	Tumor
GSM2246704	1001000259	D6	Tumor
GSM2246705	1001000259	G6	Tumor
GSM2246706	1001000259	E4	Tumor
GSM2246707	1001000259	B7	Tumor
GSM2246708	1001000259	F2	Tumor
GSM2246709	1001000259	C9	Tumor
GSM2246710	1001000259	A4	Tumor
GSM2246711	1001000259	C4	Tumor
GSM2246712	1001000259	D12	Tumor
GSM2246713	1001000259	A10	Tumor
GSM2246714	1001000259	G9	Tumor
GSM2246715	1001000259	G10	Tumor
GSM2246716	1001000259	F9	Tumor
GSM2246717	1001000259	C2	Tumor
GSM2246718	1001000259	B8	Tumor
GSM2246719	1001000259	B2	Tumor
GSM2246720	1001000259	H2	Tumor
GSM2246721	1001000259	E11	Tumor
GSM2246722	1001000259	B10	Tumor
GSM2246723	1001000259	F3	Tumor
GSM2246724	1001000259	E2	Tumor
GSM2246725	1001000259	D7	Tumor
GSM2246726	1001000259	H6	Tumor
GSM2246727	1001000259	C10	Tumor
GSM2246728	1001000259	C6	Tumor
GSM2246729	1001000259	B6	Tumor
GSM2246730	1001000259	F11	Tumor
GSM2246731	1001000259	A6	Tumor
GSM2246732	1001000259	D11	Tumor
GSM2246733	1001000259	F8	Tumor
GSM2246734	1001000259	C1	Tumor
GSM2246735	1001000259	F10	Tumor
GSM2246736	1001000259	E7	Tumor
GSM2246737	1001000259	D2	Tumor
GSM2246738	1001000259	H1	Tumor
GSM2246739	1001000259	G12	Tumor
GSM2246740	1001000259	G11	Tumor
GSM2246741	1001000259	G7	Tumor
GSM2246742	1001000259	D5	Tumor
GSM2246743	1001000259	E8	Tumor
GSM2246744	1001000259	E10	Tumor
GSM2246745	1001000259	D4	Tumor
GSM2246746	1001000259	C7	Tumor
GSM2246747	1001000259	H4	Tumor
GSM2246748	1001000259	G1	Tumor
GSM2246749	1001000259	H3	Tumor
GSM2246750	1001000260	G9	Tumor
GSM2246751	1001000260	B2	Tumor
GSM2246752	1001000260	F2	Tumor
GSM2246753	1001000260	A5	Tumor
GSM2246754	1001000260	E7	Tumor
GSM2246755	1001000260	D5	Tumor
GSM2246756	1001000260	A10	Tumor
GSM2246757	1001000260	H9	Tumor
GSM2246758	1001000260	B4	Tumor
GSM2246759	1001000260	E2	Tumor
GSM2246760	1001000260	E9	Tumor
GSM2246761	1001000260	A7	Tumor
GSM2246762	1001000260	C11	Tumor
GSM2246763	1001000260	D10	Tumor
GSM2246764	1001000260	A1	Tumor
GSM2246765	1001000260	E6	Tumor
GSM2246766	1001000260	C2	Tumor
GSM2246767	1001000260	B6	Tumor
GSM2246768	1001000260	C9	Tumor
GSM2246769	1001000260	G5	Tumor
GSM2246770	1001000260	E4	Tumor
GSM2246771	1001000260	B12	Tumor
GSM2246772	1001000260	F5	Tumor
GSM2246773	1001000260	B8	Tumor
GSM2246774	1001000260	D12	Tumor
GSM2246775	1001000260	B10	Tumor
GSM2246776	1001000260	E8	Tumor
GSM2246777	1001000260	G7	Tumor
GSM2246778	1001000260	B1	Tumor
GSM2246779	1001000260	H8	Tumor
GSM2246780	1001000260	F10	Tumor
GSM2246781	1001000260	A6	Tumor
GSM2246782	1001000260	E11	Tumor
GSM2246783	1001000260	F7	Tumor
GSM2246784	1001000260	C7	Tumor
GSM2246785	1001000260	D6	Tumor
GSM2246786	1001000260	B5	Tumor
GSM2246787	1001000260	A8	Tumor
GSM2246788	1001000260	H11	Tumor
GSM2246789	1001000260	C4	Tumor
GSM2246790	1001000260	F3	Tumor
GSM2246791	1001000260	D4	Tumor
GSM2246792	1001000260	G3	Tumor
GSM2246793	1001000260	A2	Tumor
GSM2246794	1001000260	C6	Tumor
GSM2246795	1001000260	F1	Tumor
GSM2246796	1001000260	B11	Tumor
GSM2246797	1001000260	B9	Tumor
GSM2246798	1001000260	C12	Tumor
GSM2246799	1001000260	G4	Tumor
GSM2246800	1001000260	F11	Tumor
GSM2246801	1001000260	D2	Tumor
GSM2246802	1001000260	E12	Tumor
GSM2246803	1001000260	F8	Tumor
GSM2246804	1001000260	E1	Tumor
GSM2246805	1001000260	A9	Tumor
GSM2246806	1001000260	A4	Tumor
GSM2246807	1001000260	C1	Tumor
GSM2246808	1001000260	D7	Tumor
GSM2246809	1001000260	C10	Tumor
GSM2246810	1001000260	F12	Tumor
GSM2246811	1001000260	E10	Tumor
GSM2246812	1001000260	C8	Tumor
GSM2246813	1001000260	E5	Tumor
GSM2246814	1001000260	E3	Tumor
GSM2246815	1001000260	B3	Tumor
GSM2246816	1001000260	D9	Tumor
GSM2246817	1001000260	A12	Tumor
GSM2246818	1001000260	H5	Tumor
GSM2246819	1001000260	G10	Tumor
GSM2246820	1001000262	G12	Periphery
GSM2246821	1001000264	B4	Periphery
GSM2246822	1001000264	F11	Periphery
GSM2246823	1001000264	D8	Periphery
GSM2246825	1001000264	C7	Periphery
GSM2246827	1001000264	A12	Periphery
GSM2246830	1001000264	C10	Periphery
GSM2246833	1001000264	G7	Periphery
GSM2246836	1001000264	C1	Periphery
GSM2246841	1001000264	E7	Periphery
GSM2246843	1001000264	F7	Periphery
GSM2246844	1001000264	E11	Periphery
GSM2246847	1001000264	H1	Periphery
GSM2246849	1001000264	F9	Periphery
GSM2246852	1001000264	A6	Periphery
GSM2246854	1001000264	D6	Periphery
GSM2246857	1001000264	H10	Periphery
GSM2246859	1001000264	G5	Periphery
GSM2246861	1001000264	D12	Periphery
GSM2246863	1001000264	F10	Periphery
GSM2246864	1001000264	G10	Periphery
GSM2246865	1001000264	G9	Periphery
GSM2246866	1001000264	A8	Periphery
GSM2246867	1001000264	B9	Periphery
GSM2246868	1001000264	D4	Periphery
GSM2246869	1001000264	B1	Periphery
GSM2246870	1001000264	B5	Periphery
GSM2246871	1001000264	B11	Periphery
GSM2246872	1001000264	C12	Periphery
GSM2246873	1001000264	D11	Periphery
GSM2246874	1001000264	E8	Periphery
GSM2246875	1001000264	E1	Periphery
GSM2246876	1001000264	C5	Periphery
GSM2246877	1001000264	C8	Periphery
GSM2246878	1001000264	D7	Periphery
GSM2246879	1001000264	A4	Periphery
GSM2246880	1001000264	A5	Periphery
GSM2246881	1001000264	C9	Periphery
GSM2246882	1001000264	H9	Periphery
GSM2246883	1001000264	G12	Periphery
GSM2246884	1001000264	A11	Periphery
GSM2246885	1001000264	A7	Periphery
GSM2246886	1001000264	E12	Periphery
GSM2246887	1001000264	F12	Periphery
GSM2246888	1001000264	G8	Periphery
GSM2246889	1001000264	D3	Periphery
GSM2246890	1001000264	A1	Periphery
GSM2246891	1001000264	B8	Periphery
GSM2246892	1001000264	B12	Periphery
GSM2246893	1001000264	A10	Periphery
GSM2246894	1001000264	D10	Periphery
GSM2246895	1001000264	H7	Periphery
GSM2246896	1001000264	E9	Periphery
GSM2246897	1001000264	C6	Periphery
GSM2246898	1001000264	F1	Periphery
GSM2246899	1001000264	D1	Periphery
GSM2246900	1001000264	G11	Periphery
GSM2246901	1001000264	B6	Periphery
GSM2246902	1001000265	D7	Periphery
GSM2246903	1001000265	E4	Periphery
GSM2246904	1001000265	F1	Periphery
GSM2246905	1001000265	C1	Periphery
GSM2246906	1001000265	H7	Periphery
GSM2246907	1001000265	B6	Periphery
GSM2246908	1001000265	B11	Periphery
GSM2246909	1001000265	B8	Periphery
GSM2246910	1001000265	E9	Periphery
GSM2246911	1001000265	G11	Periphery
GSM2246912	1001000265	E2	Periphery
GSM2246913	1001000265	C3	Periphery
GSM2246914	1001000265	A5	Periphery
GSM2246915	1001000265	G8	Periphery
GSM2246916	1001000265	E12	Periphery
GSM2246917	1001000265	B12	Periphery
GSM2246918	1001000265	E8	Periphery
GSM2246919	1001000265	D3	Periphery
GSM2246920	1001000265	E10	Periphery
GSM2246921	1001000265	D12	Periphery
GSM2246922	1001000265	A8	Periphery
GSM2246923	1001000265	B3	Periphery
GSM2246924	1001000265	E6	Periphery
GSM2246925	1001000265	G12	Periphery
GSM2246926	1001000265	B10	Periphery
GSM2246927	1001000265	F12	Periphery
GSM2246928	1001000265	D8	Periphery
GSM2246929	1001000265	E3	Periphery
GSM2246930	1001000265	B5	Periphery
GSM2246931	1001000265	F8	Periphery
GSM2246932	1001000265	C9	Periphery
GSM2246933	1001000265	G9	Periphery
GSM2246934	1001000265	C4	Periphery
GSM2246935	1001000265	C6	Periphery
GSM2246936	1001000265	F6	Periphery
GSM2246937	1001000265	G10	Periphery
GSM2246938	1001000265	B2	Periphery
GSM2246939	1001000265	A6	Periphery
GSM2246940	1001000265	C5	Periphery
GSM2246941	1001000265	B4	Periphery
GSM2246942	1001000265	G4	Periphery
GSM2246943	1001000265	B9	Periphery
GSM2246944	1001000265	D4	Periphery
GSM2246945	1001000265	F4	Periphery
GSM2246946	1001000265	A4	Periphery
GSM2246947	1001000265	E7	Periphery
GSM2246948	1001000265	D2	Periphery
GSM2246949	1001000265	C11	Periphery
GSM2246950	1001000265	A2	Periphery
GSM2246951	1001000265	A10	Periphery
GSM2246952	1001000265	D11	Periphery
GSM2246953	1001000265	C2	Periphery
GSM2246954	1001000265	C7	Periphery
GSM2246955	1001000265	D9	Periphery
GSM2246956	1001000265	D10	Periphery
GSM2246957	1001000265	F2	Periphery
GSM2246958	1001000266	C4	Tumor
GSM2246959	1001000266	B5	Tumor
GSM2246960	1001000266	D7	Tumor
GSM2246961	1001000266	A3	Tumor
GSM2246962	1001000266	A7	Tumor
GSM2246963	1001000266	E3	Tumor
GSM2246964	1001000266	D5	Tumor
GSM2246965	1001000266	A5	Tumor
GSM2246966	1001000266	B6	Tumor
GSM2246967	1001000266	E7	Tumor
GSM2246968	1001000266	G4	Tumor
GSM2246969	1001000266	C5	Tumor
GSM2246970	1001000266	A6	Tumor
GSM2246971	1001000266	A4	Tumor
GSM2246972	1001000266	E4	Tumor
GSM2246973	1001000266	B4	Tumor
GSM2246974	1001000267	H6	Periphery
GSM2246975	1001000267	E10	Periphery
GSM2246976	1001000267	B8	Periphery
GSM2246977	1001000267	G12	Periphery
GSM2246978	1001000267	F5	Periphery
GSM2246979	1001000267	H8	Periphery
GSM2246980	1001000267	C5	Periphery
GSM2246981	1001000267	F12	Periphery
GSM2246982	1001000267	C12	Periphery
GSM2246983	1001000267	B3	Periphery
GSM2246984	1001000267	B11	Periphery
GSM2246985	1001000267	G1	Periphery
GSM2246986	1001000267	D5	Periphery
GSM2246987	1001000267	A7	Periphery
GSM2246988	1001000267	C7	Periphery
GSM2246989	1001000267	E4	Periphery
GSM2246990	1001000267	A11	Periphery
GSM2246991	1001000267	F10	Periphery
GSM2246992	1001000267	H11	Periphery
GSM2246993	1001000267	E12	Periphery
GSM2246994	1001000267	E8	Periphery
GSM2246995	1001000267	H9	Periphery
GSM2246996	1001000267	H4	Periphery
GSM2246997	1001000267	G11	Periphery
GSM2246998	1001000267	H10	Periphery
GSM2246999	1001000267	G9	Periphery
GSM2247000	1001000267	D9	Periphery
GSM2247001	1001000267	H5	Periphery
GSM2247002	1001000267	F9	Periphery
GSM2247003	1001000267	G7	Periphery
GSM2247004	1001000267	C11	Periphery
GSM2247005	1001000267	F11	Periphery
GSM2247006	1001000267	B4	Periphery
GSM2247007	1001000267	H7	Periphery
GSM2247008	1001000267	A1	Periphery
GSM2247009	1001000267	D7	Periphery
GSM2247010	1001000267	D10	Periphery
GSM2247011	1001000267	B5	Periphery
GSM2247012	1001000267	G5	Periphery
GSM2247013	1001000267	B10	Periphery
GSM2247014	1001000267	C1	Periphery
GSM2247015	1001000267	D12	Periphery
GSM2247016	1001000267	A6	Periphery
GSM2247017	1001000267	G10	Periphery
GSM2247018	1001000267	C8	Periphery
GSM2247019	1001000267	B12	Periphery
GSM2247020	1001000267	F8	Periphery
GSM2247021	1001000267	D4	Periphery
GSM2247022	1001000267	E7	Periphery
GSM2247023	1001000267	E5	Periphery
GSM2247024	1001000268	D6	Tumor
GSM2247025	1001000268	F6	Tumor
GSM2247026	1001000268	G6	Tumor
GSM2247027	1001000268	B4	Tumor
GSM2247028	1001000268	D4	Tumor
GSM2247029	1001000268	C6	Tumor
GSM2247030	1001000268	F1	Tumor
GSM2247031	1001000268	H2	Tumor
GSM2247032	1001000268	B2	Tumor
GSM2247033	1001000268	G2	Tumor
GSM2247034	1001000268	A2	Tumor
GSM2247035	1001000268	H4	Tumor
GSM2247036	1001000268	H5	Tumor
GSM2247037	1001000268	C3	Tumor
GSM2247038	1001000268	D5	Tumor
GSM2247039	1001000268	C5	Tumor
GSM2247040	1001000268	F5	Tumor
GSM2247041	1001000268	B5	Tumor
GSM2247042	1001000268	A5	Tumor
GSM2247043	1001000268	E6	Tumor
GSM2247044	1001000268	E4	Tumor
GSM2247045	1001000268	H3	Tumor
GSM2247046	1001000268	E2	Tumor
GSM2247047	1001000268	D2	Tumor
GSM2247048	1001000268	G1	Tumor
GSM2247049	1001000270	G1	Periphery
GSM2247050	1001000270	D12	Periphery
GSM2247051	1001000270	H8	Periphery
GSM2247052	1001000270	A2	Periphery
GSM2247053	1001000270	G3	Periphery
GSM2247054	1001000270	F4	Periphery
GSM2247055	1001000270	H6	Periphery
GSM2247056	1001000270	D1	Periphery
GSM2247057	1001000270	H2	Periphery
GSM2247058	1001000270	A10	Periphery
GSM2247059	1001000270	E12	Periphery
GSM2247060	1001000270	F10	Periphery
GSM2247061	1001000270	E10	Periphery
GSM2247062	1001000270	B4	Periphery
GSM2247063	1001000270	C1	Periphery
GSM2247064	1001000270	D7	Periphery
GSM2247065	1001000270	H3	Periphery
GSM2247066	1001000270	D9	Periphery
GSM2247067	1001000271	B3	Tumor
GSM2247068	1001000271	C2	Tumor
GSM2247069	1001000271	D1	Tumor
GSM2247070	1001000271	B1	Tumor
GSM2247071	1001000271	A3	Tumor
GSM2247072	1001000271	E1	Tumor
GSM2247073	1001000271	F1	Tumor
GSM2247074	1001000271	D4	Tumor
GSM2247075	1001000271	C1	Tumor
GSM2247076	1001000271	H7	Tumor
GSM2247077	1001000271	H2	Tumor
