,Signature.1,Signature.2,Signature.3,Signature.4,Signature.5,Signature.6,Signature.7,Signature.8,Signature.9,Signature.10,Signature.11,Signature.12,Signature.13,Signature.14,Signature.15,Signature.16,Signature.17,Signature.18,Signature.19,Signature.20,Signature.21,Signature.22,Signature.23,Signature.24,Signature.25,Signature.26,Signature.27,Signature.28,Signature.29,Signature.30,unknown
TCGA-BT-A20N-01A,0,0.145274804377137,0.208731578934176,0.070744359375286,0,0.0340013411534154,0,0,0,0,0,0,0.204024796900862,0,0.00813827381593823,0.228019749716306,0,0,0,0,0,0,0,0.10106509572688,0,0,0,0,0,0,0
TCGA-BT-A20O-01A,0.0722737348231656,0.235575185750794,0.0914794301363941,0,0,0,0,0,0,0,0.0467643334092255,0,0.180220363680143,0,0,0.350203603498557,0,0,0,0.0234833487017208,0,0,0,0,0,0,0,0,0,0,0
TCGA-BT-A20P-01A,0.0812082101446241,0.0258531551831692,0,0.0124708155013062,0.130545166610321,0.0178897548384689,0,0,0,0.102115805172798,0.00497520091556116,0,0.546274672540493,0,0.0109520667831093,0,0,0.0263509333234695,0,0,0,0,0,0.0413642189866791,0,0,0,0,0,0,0
TCGA-BT-A20Q-01A,0.0668100250633826,0.290650935094075,0,0,0,0,0.0243911791178134,0,0,0.0654513949974544,0,0,0.40936429962913,0,0,0,0,0,0,0,0,0,0,0,0,0.143332166098145,0,0,0,0,0
TCGA-BT-A20R-01A,0.0917154252003078,0.351426107302972,0,0,0,0,0,0,0,0.0354798205811564,0,0,0.484083397631923,0,0,0.0372952492836413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BT-A20T-01A,0.0201260177074842,0.503194300687933,0,0,0.147710566548048,0,0,0,0,0,0,0,0.299029119604532,0,0,0,0,0,0,0,0.0246239038744206,0,0,0,0,0,0,0,0.00531609157758142,0,0
TCGA-BT-A20U-01A,0.0659130911690055,0.282739552001518,0,0.0494690594992458,0,0,0.0273971900851889,0,0,0,0,0,0.491932443278078,0,0,0,0,0,0.0825486639669642,0,0,0,0,0,0,0,0,0,0,0,1.11022302462516e-16
TCGA-BT-A20V-01A,0.191429281021045,0.108134739681037,0,0,0.366581808098024,0,0.0203572052754468,0,0,0.0833494482059327,0,0.0488058518707403,0.166236996762387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151046690853875,0,0
TCGA-BT-A20W-01A,0,0.0116718454678492,0.290018826865189,0,0,0.151310042217956,0.0954559492383761,0,0,0,0,0,0.278848160610401,0,0.0143099997370285,0,0.0753621699575249,0,0,0,0.0500574229667309,0,0,0.0329655829389431,0,0,0,0,0,0,1.11022302462516e-16
TCGA-BT-A20X-01A,0.010212714166572,0.0332093352965231,0,0,0,0,0.0100706100645277,0,0,0.0166625191669569,0,0,0.115708964626058,0,0,0.512616639527061,0,0.22999528984706,0,0,0,0,0,0,0,0,0,0,0.0715239273052414,0,0
TCGA-BT-A2LA-01A,0.286637385773181,0.417761276583711,0,0,0,0,0,0,0,0,0,0,0.213034888051741,0,0,0.0772980689325003,0,0,0,0.00526836679880878,0,0,0,0,0,0,0,0,0,1.38600573919762e-08,0
TCGA-BT-A2LB-01A,0.0125713310826377,0.460387599816992,0,0,0,0,0.0303140101886425,0,0,0,0,0,0.0119709818598713,0,0,0.348022546714444,0,0,0,0,0,0,0,0,0,0.136733509580124,0,0,0,2.07572885785719e-08,0
TCGA-BT-A2LD-01A,0.205888102708029,0.211325951741617,0,0,0,0.00871273596179678,0,0,0.0451396351016549,0,0.0977037324777512,0,0.128024742005631,0.081192925292411,0.0168106137369678,0,0,0,0,0,0,0,0,0,0,0.135193442251143,0,0,0.0700081015111515,1.72118464750876e-08,0
TCGA-BT-A3PH-01A,0.0209206934975491,0.325879539013929,0,0,0.0538974501831822,0,0,0,0,0,0,0,0.589479869957848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982244734749162,1.11022302462516e-16
TCGA-BT-A3PJ-01A,0.0224136515665385,0.401569180105622,0,0,0,0,0.00955976568374012,0,0,0.0198077096595254,0,0.107325949327793,0.221371787552562,0,0,0.0698736980844142,0,0,0,0,0,0,0,0.0358973334359046,0,0,0,0,0,0.1121809245839,0
TCGA-BT-A3PK-01A,0,0.141011041847648,0,0,0,0.042602837264827,0,0,0,0,0,0,0.180386477398678,0,0,0.575540002923877,0,0,0,0.0278425882772283,0,0,0,0,0,0,0,0,0,0.032617052287742,0
TCGA-BT-A42C-01A,0.0161922808203674,0.180446630615117,0.291511586082751,0,0,0,0,0,0,0.0286104208776539,0,0,0.260674859472754,0,0,0.129372008460775,0,0,0.0931922136705812,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BT-A42E-01A,0.0643194141912434,0.272678175210657,0,0,0,0,0.0150994947178971,0,0,0,0,0,0.507296109769998,0,0,0.0236859255097109,0,0,0,0,0,0,0,0,0,0.116920880600494,0,0,0,0,0
TCGA-BT-A42F-01A,0,0.37955372588816,0,0,0.0744593461082647,0,0.0320245190566473,0,0,0,0,0,0.470027318427457,0,0.0116798870342245,0,0,0,0,0,0.0322552034852462,0,0,0,0,0,0,0,0,0,0
TCGA-C4-A0EZ-01A,0.092516042373068,0.170063428799893,0,0,0,0,0,0,0,0.0475235851867185,0.00660995644985577,0.0332043489758799,0.201823420593108,0,0,0.187270366194664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260988851426813,1.11022302462516e-16
TCGA-C4-A0F0-01A,0.130000571742792,0.083209798142476,0,0.0342830798151574,3.3129205719439e-08,0,0,0,0,0,0.107749666619204,0,0.0908774262419585,0,0,0.553879424309207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-C4-A0F6-01A,0.0612785023495499,0.186208549951575,0,0,0,0,0.070054739563548,0,0,0.0377205819988186,0.0109067753248332,0,0.477629453701655,0,0,0.156201377736361,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93736593350751e-08,1.11022302462516e-16
TCGA-CF-A1HR-01A,0.011625536832967,0.368152554463941,0,0,0,0,0,0,0,0.0280333523165095,0.056813904547217,0,0.383738847519524,0,0,0.151635804319841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A1HS-01A,0,0.0837983788087725,0,0,0.277781216839905,0,0,0,0,0.037903296357871,0.0234800018058916,0,0.517660221901817,0.0202667786076847,0,0,0,0,0,0,0.0149469954272582,0,0,0,0,0,0,0.0241631102507999,0,0,0
TCGA-CF-A27C-01A,0.0200422590357319,0.314724216769487,0,0,0,0,0.026623866628547,0,0,0,0.0043198346915441,0,0.505244774028839,0,0,0.129045048845851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A3MF-01A,0.556714628212214,0.191453352036155,0,0,0,0,0,0,0,0,0,0.189555845994679,0,0,0,0,0,0,0,0,0,0,0,0.0622761737569519,0,0,0,0,0,0,0
TCGA-CF-A3MG-01A,0.0367824639002126,0.316573302718527,0,0,0,0.00909752704754077,0.0352728595749102,0,0,0,0,0,0.451310358166364,0,0,0.150963488592445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A3MH-01A,0.172269508692936,0.091297566739733,0,0,0,0,0,0,0,0,0,0,0.223657156673195,0,0.0336198229074169,0.479155944986719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A3MI-01A,0.208864346653128,0.162864811551463,0,0,0,0,0,0,0,0.0667454549584444,0,0,0.200264564046911,0,0,0.288207430485551,0,0,0,0,0,0,0,0,0,0,0,0.0730533923045024,0,0,1.11022302462516e-16
TCGA-CF-A47S-01A,0.313124247386842,0,0,0,2.31544339775277e-08,0,0.0366871977734891,0,0,0,0,0,0,0,0.0589347123477684,0.416372830662499,0,0.00816639830269403,0,0,0,0,0,0.166714590372273,0,0,0,0,0,0,1.11022302462516e-16
TCGA-CF-A47T-01A,0.189497481080154,0,0,0,0,0,0.0397601905276524,0,0,0.0660839570608493,0,0.111450400809068,0,0,0,0,0,0,0,0,0,0,0,0.0467502363201197,0,0,0,0,0,0.546457734202157,0
TCGA-CF-A47V-01A,0.0571292048083167,0.31137795166562,0.1555643704291,0,0,0,0.0857110603789451,0,0,0,0,0,0.261421714729366,0,0,0,0,0,0.104408048526525,0.0194272554405993,0,0,0,0,0,0,0,0,0,0.00496039402152764,0
TCGA-CF-A47W-01A,0,0.117766415607975,0,0,2.28377683207976e-08,0.157046991467225,0,0.100460396326801,0,0,0,0,0,0,0,0.133167126951017,0.0341316198673071,0,0,0.197010395524109,0,0,0,0,0,0,0.0861246793473212,0,0,0.174292352070476,0
TCGA-CF-A47X-01A,0.0372886881021801,0.354025287560538,0,0,0.120244114521923,0,0.0737511957806216,0,0,0.0101247161789959,0,0,0.387153228802651,0,0,0.0112099943313887,0,0.00620277472170197,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A47Y-01A,0.00813540854195881,0.0415961202354719,2.1031224715867e-08,0,0,0,0,0,0,0.0854586628764536,0.0262672705609897,0,0.39507121178042,0,0,0.338583441827972,0,0,0.104887863145509,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A5U8-01A,0.0925401924246985,0.0163028251924662,0,0,0,0,0,0,0,0.0213079763467576,0.178491610208977,0,0.0220693092037267,0,0,0.669288086623374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A5UA-01A,0.21199369957247,0.0317468193917295,0.123792732881878,0,0,0,0,0,0.0630765808387024,0.0924985501211436,0.0417006334569909,0,0.267155489576961,0,0,0,0,0,0,0,0,0,0,0,0.1009013337449,0,0,0,0.0671341604152241,0,0
TCGA-CF-A7I0-01A,0.111049638746114,0.352314636366772,0,0.0309587025522332,0,0,0,0,0,0,0,0,0.123860509356665,0,0,0.316355700318546,0,0,0,0,0,0,0.0274352154006584,0,0,0,0,0,0,0.0380255972590111,1.11022302462516e-16
TCGA-CF-A8HX-01A,0.0556754518172567,0.532250733889115,0.0889317559353303,0,0,0,0,0,0,0.0381928816207001,0.0745889374816669,0,0.131026817451978,0,0.0234440435604448,0.0558893782435077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11022302462516e-16
TCGA-CF-A8HY-01A,0.0645232118700453,0.208027960811707,2.38989920123339e-08,0,0,0,0.0152973996649682,0,0,0.0244712623798563,0,0,0.215600951451958,0,0,0.201967110824543,0,0.17231903546072,0.0977930436372097,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-CF-A9FF-01A,0.0752037913965159,0.406079128762142,0,0,2.17229256581714e-05,0,0.104848498895641,0,0,0.00505480324728122,0,0,0.315149846694994,0,0,0,0,0,0,0,0.0167318324974675,0,0,0.0396546954392467,0,0,0,0.0372556801410528,0,0,1.11022302462516e-16
TCGA-CF-A9FL-01A,0.139858062129914,0,0,0,0.0793334240983114,0,0,0.049604559658012,0,0,0,0,0,0,0,0.168055530193508,0.0415473712366052,0,0.152093235624947,0,0,0,0,0,0,0,0,0.0705669544450726,0.160082569483062,0.138858293130568,1.11022302462516e-16
TCGA-CF-A9FM-01A,0,0,0,0,0,0,0,0,0,0,0.124077239408283,0,0,0,0,0.868663019034787,0,0,0,0,0,0,0.0072597415569295,0,0,0,0,0,0,0,0
TCGA-CU-A0YN-01A,0.0868936416490077,0.0716842143349678,0,0.0950248533200927,4.08639514912029e-08,0,0.0438252906375013,0,0,0,0,0.0206053375256369,0,0,0,0.588220574739975,0,0,0,0,0,0.0119228014827677,0.0818232454460995,0,0,0,0,0,0,0,0
TCGA-CU-A0YO-01A,0.1483591974077,0.274418788296122,0.0295618226654293,0,0,0,0,0,0.0470787176353436,0,0,0,0.208376766323834,0,0,0.189559994350613,0,0,0,0,0,0,0.0248340474447246,0,0,0,0,0.0778106658762329,0,0,0
TCGA-CU-A0YR-01A,0,0,0,0,0.225366635252744,0.0178700506939161,0,0,0,0,0,0.0407713800006065,0,0,0,0.495299418623253,0,0,0,0,0,0,0,0,0,0.0879558200618454,0,0.0475632490820174,0,0.085173446285617,0
TCGA-CU-A3KJ-01A,0.0190457113680173,0.285291973335469,0,0,0.167525596318905,0,0.023485580655736,0,0,0,0,0,0.43140165559636,0,0,0,0,0,0,0,0,0,0,0,0,0.0163528124914464,0,0,0,0.0568966702340669,0
TCGA-CU-A3QU-01A,0.0874000533689172,0.257137793225957,0,0,0,0,0.0907061269168881,0,0,0.0625217134883167,0,0,0.176228356819904,0,0,0.251478684759719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745272714202977,1.11022302462516e-16
TCGA-CU-A3YL-01A,0.0608015061022298,0.381182390171786,0,0,0,0,0,0.097403736210388,0,0.0104625535809746,0,0,0.445576998944136,0,0,0,0,0,0,0,0.00457281499048533,0,0,0,0,0,0,0,0,0,0
TCGA-CU-A5W6-01A,0.0419890206181147,0.446721948118086,0,0,0,0,0,0,0,0,0,0,0.307095046396807,0,0,0.191687301218416,0,0,0,0.00394388361611773,0,0,0.00856280003245842,0,0,0,0,0,0,0,0
TCGA-CU-A72E-01A,0.0912333134730926,0.303338733363983,0,0,0,0,0,0,0,0,0,0,0.296130664405397,0,0,0.139883491212433,0,0.0645387748212557,0,0,0,0,0,0,0,0,0,0.0139991546455585,0,0.0908758680782799,0
TCGA-DK-A1A3-01A,0,0.590835283552539,0.0784810829647585,0,0,0,0.0235456010118712,0,0,0,0,0,0.158779394567598,0,0,0,0,0,0,0,0.0247059874863227,0,0,0,0,0.0660142193304982,0,0,0,0.0576384310864122,1.11022302462516e-16
TCGA-DK-A1A5-01A,0.0140172062916967,0.395014910297413,0,0,0.107123650975,0.00659254379682441,0.0109972990052904,0,0,0.0262903355465383,0,0,0.439964054087237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-DK-A1A7-01A,0.0861277737582327,0.140584559419712,0.0250900959968305,0,0,0,0,0,0,0,0,0,0,0,0,0.697478271403765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507192994214603,0
TCGA-DK-A1AA-01A,0.0677652339094043,0.0933129985729394,0,0,0,0,0,0,0,0.00826070411802663,0.0304301333769558,0,0.0402034843975295,0,0,0.720926933522919,0,0.0391005121022255,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-DK-A1AB-01A,0,0.550651964039572,0,0,0,0.0288600478037741,0,0,0,0,0,0,0.414931661865612,0,0,0,0,0,0,0,0.00555632629104158,0,0,0,0,0,0,0,0,0,0
TCGA-DK-A1AC-01A,0.0125489603345022,0.743620543136536,0.0968513662417846,0,0,0.0031946176771715,0.006969426297944,0,0,0.00385441067216657,0,0,0.117454245157263,0,0,0,0,0,0,0,0,0,0,0,0,0.0100460189113731,0,0,0,0.00546041157125955,0
TCGA-DK-A1AD-01A,0,0.248762893989886,0.0718891231936656,0,0,0.026273803464732,0.0543479651684256,0,0,0.00854209151916802,0,0,0.213235800066767,0,0.0182592114662617,0.258363033713871,0,0,0,0,0,0,0,0,0,0.0857920092596356,0,0,0,0.0145340681575871,0
TCGA-DK-A1AE-01A,0.0862500427984654,0.309564911048667,1.81141782661489e-08,0,0,0,0,0,0,0,0,0,0.254023708754239,0,0.0136615702813694,0.240880680407242,0,0.0422090012422902,0,0,0,0,0,0.0207125956538282,0,0,0.0326974716997197,0,0,0,0
TCGA-DK-A1AF-01A,0,0.362969407185429,0,0,0.042901992578113,0,0,0,0,0.066109832081793,0.0799706443502983,0,0.448048123804367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-DK-A1AG-01A,0.122653324957556,0.391618162301186,0,0,0,0,0,0,0,0.0131914760311737,0,0.0629756466131398,0.399959819277494,0,0,0.00960157081945136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11022302462516e-16
TCGA-DK-A2HX-01A,0.0839322573485061,0.316364037146136,0,0,0,0,0.0992263426153002,0,0,0,0.033694507876184,0.0463125784958279,0.218090975865029,0,0,0.0490656722341045,0,0.0917100403932468,0,0,0,0,0,0,0,0,0,0,0,0.0616035880256648,0
TCGA-DK-A2I1-01A,0,0.0768907683973713,0,0.256775949034536,0,0,0,0,0,0,0,0,0.121731734352281,0.0496995279828341,0,0,0,0.347360239433539,0,0.147541780799439,0,0,0,0,0,0,0,0,0,0,0
TCGA-DK-A2I2-01A,0,0.0483875789048275,0,0.416228086997149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320553365882746,0,0.214830968215278,0,0,0,0,0,0,0,0,0,0,0
TCGA-DK-A2I4-01A,0.0226217644777742,0.596432525597015,0,0,0,0,0.0179796544225365,0,0,0.0148511840611975,0,0,0.334870191176052,0,0,0,0,0,0,0,0.00348985655047887,0,0,0.00975482371494569,0,0,0,0,0,0,0
TCGA-DK-A2I6-01A,0.0184045343342036,0.314128223360738,0,0,0,0,0.0569224521278552,0,0,0,0,0,0.0560319581218172,0,0,0.51143728024772,0,0,0,0,0,0,0,0,0,0,0,0.043075551807666,0,0,0
TCGA-DK-A3IK-01A,0.0877260293323551,0.0999808780190809,0.413221645487998,0.0131470266732128,0,0,0,0,0,0.0292007903056648,0,0,0.342724663114145,0,0,0,0,0,0,0.0139989670675429,0,0,0,0,0,0,0,0,0,0,1.11022302462516e-16
TCGA-DK-A3IL-01A,0,0.0473148560269582,0.391836591645654,0,0,0,0,0,0,0.0230235518816583,0.0621900575060027,0.0351313861434313,0.0587843822561425,0.077504101025261,0,0,0,0,0,0.0185505606187819,0,0,0,0,0,0.0862881108562191,0,0,0.199376402039891,0,0
TCGA-DK-A3IM-01A,0.0897710543713742,0.0157566020317247,0.230382773373608,0.0992312687444092,0.0313150192135297,0,0.069813646797832,0,0,0,0,0,0,0,0.0439330284106807,0,0.0557143354287339,0,0.237716110944628,0,0.0115665192703219,0,0,0,0,0,0,0,0,0.114799641413157,1.11022302462516e-16
TCGA-DK-A3IN-01A,0.0172602896215743,0.431914085268921,0,0,0.103956872327312,0,0.0168864299575342,0,0,0.007732128178837,0,0,0.417431197192592,0,0,0,0,0,0,0,0,0,0.0048189974532295,0,0,0,0,0,0,0,1.11022302462516e-16
TCGA-DK-A3IQ-01A,0.0253586024458452,0.419856251475767,0.00218078033239605,0,0,0,0,0.00665145755694205,0,0.0495082572848965,0,0,0.265624823105989,0,0,0.148291628620242,0,0.0627541679995966,0.0197740311783255,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-DK-A3IS-01A,0,0.504872125803056,0,0,0,0.0693780809175173,0,0,0,0,0,0,0.378437142813395,0,0,0.0319018717406359,0,0.0113020136149984,0,0,0,0,0,0.00410876511039723,0,0,0,0,0,0,0
TCGA-DK-A3IT-01A,0.00823111157987412,0.268659970105688,0,0.101129368764157,0,0,0.00639330975606147,0,0,0.0277416064674244,0,0,0.587844633326795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22044604925031e-16
TCGA-DK-A3IU-01A,0.0169920742873318,0.506148671784607,0,0.0174593893719702,0,0,0,0,0,0,0,0.00252386790773677,0.275068275347905,0,0,0.163413752058783,0,0,0,0,0,0,0.0183939692416668,0,0,0,0,0,0,0,0
