"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"PTPRC1",0.771,1.28001292509648,0.542,1.87012785375833,0.661,0.154,"M","PTPRC"
"ENSMFAG000000393951",0.77,1.38664663805557,0.54,2.00281325577365,0.893,0.686,"M","ENSMFAG00000039395"
"PIK3AP1",0.768,3.63620513792982,0.536,5.8512367836307,0.571,0.057,"M","PIK3AP1"
"ENSMFAG00000039181",0.765,3.20040184766955,0.53,4.75061455378131,0.607,0.137,"M","ENSMFAG00000039181"
"S100A2",0.765,3.92597083615735,0.53,6.27988156861969,0.571,0.065,"M","S100A2"
"ENSMFAG000000448451",0.764,1.55905703298278,0.528,2.25295590859339,0.911,0.85,"M","ENSMFAG00000044845"
"PSME21",0.763,1.76888260875205,0.526,2.56123860696948,0.839,0.616,"M","PSME2"
"SLA",0.762,3.28373829904274,0.524,4.9740288408059,0.554,0.045,"M","SLA"
"FCGR3A",0.762,4.54167790696094,0.524,6.77774997371519,0.571,0.079,"M","FCGR3A"
"TCIRG1",0.761,2.13081447554668,0.522,3.11169055055172,0.696,0.327,"M","TCIRG1"
"HLA-DPA1",0.755,2.78483919646435,0.51,4.04346000873853,0.661,0.234,"M","HLA-DPA1"
"ENSMFAG00000044097",0.754,1.20492463143362,0.508,1.74916414420772,0.911,0.734,"M","ENSMFAG00000044097"
"RAC21",0.752,2.849511134316,0.504,4.14610969680321,0.643,0.248,"M","RAC2"
"CFP1",0.752,3.60714511013994,0.504,5.27340765554251,0.732,0.461,"M","CFP"
"APOBEC3A",0.752,2.93981732134635,0.504,4.42273369053776,0.607,0.13,"M","APOBEC3A"
"CD163",0.751,3.93998800013722,0.502,6.8863536292135,0.554,0.09,"M","CD163"
"VSIR1",0.749,2.62156572563146,0.498,3.83617823323695,0.679,0.273,"M","VSIR"
"GPX41",0.746,1.55352681774059,0.492,2.2512841409486,0.839,0.537,"M","GPX4"
"CD93",0.746,2.24184578856088,0.492,3.3859260442486,0.571,0.111,"M","CD93"
"ENSMFAG00000044522",0.745,4.69617225870701,0.49,7.87057984428235,0.5,0.018,"M","ENSMFAG00000044522"
"LFNG1",0.745,2.83870707978016,0.49,4.29026643295774,0.768,0.437,"M","LFNG"
"ITGAM",0.745,3.6071960800333,0.49,6.84735353973353,0.518,0.041,"M","ITGAM"
"HLA-DMA",0.743,2.38169298299494,0.486,3.53072876771711,0.589,0.146,"M","HLA-DMA"
"ADGRE51",0.743,2.20381459729601,0.486,3.24266817306295,0.643,0.248,"M","ADGRE5"
"GLIPR21",0.742,2.6141471743919,0.484,3.81884220571044,0.696,0.347,"M","GLIPR2"
"GPCPD11",0.74,2.30786097297241,0.48,3.37429494609298,0.696,0.325,"M","GPCPD1"
"RNH1",0.739,1.41254873063565,0.478,2.06059694951284,0.804,0.543,"M","RNH1"
"MAN2B11",0.739,2.83684491831071,0.478,4.23239234193909,0.625,0.211,"M","MAN2B1"
"GABARAP",0.739,0.991109670357469,0.478,1.43152170112531,1,0.917,"M","GABARAP"
"ENSMFAG000000300421",0.738,0.620198853976287,0.476,0.898497721882188,0.911,0.747,"M","ENSMFAG00000030042"
"IDO1",0.738,5.86176370958311,0.476,9.31711174371625,0.518,0.067,"M","IDO1"
"STXBP21",0.737,3.10332046632735,0.474,4.71206975463587,0.571,0.159,"M","STXBP2"
"RNF130",0.737,2.9579657736782,0.474,4.39983321789024,0.661,0.336,"M","RNF130"
"CASP4",0.736,2.46786148689171,0.472,3.67143093213895,0.571,0.136,"M","CASP4"
"ENSMFAG00000032066",0.735,2.28836334885791,0.47,3.3728244238293,0.661,0.269,"M","ENSMFAG00000032066"
"ENSMFAG00000039768",0.733,2.06004808601964,0.466,3.02058128176758,0.696,0.41,"M","ENSMFAG00000039768"
"ENSMFAG00000006345",0.732,1.40032954350488,0.464,2.02768991216029,0.929,0.735,"M","ENSMFAG00000006345"
"UCP21",0.732,1.84211664714841,0.464,2.73813162602665,0.554,0.112,"M","UCP2"
"FABP51",0.732,3.50723395971807,0.464,5.08945767449537,0.75,0.432,"M","FABP5"
"TLN1",0.731,1.48593174124048,0.462,2.16436011532823,0.732,0.382,"M","TLN1"
"EMP31",0.731,0.84052443415295,0.462,1.21647204079055,0.875,0.675,"M","EMP3"
"CSF1R1",0.731,3.24619413107727,0.462,4.81231191959667,0.607,0.226,"M","CSF1R"
"ATP6V0C",0.731,1.17658145110087,0.462,1.71376689014559,0.839,0.652,"M","ATP6V0C"
"PRR131",0.73,1.2890728517023,0.46,1.86793433289158,0.857,0.648,"M","PRR13"
"OSBPL11",0.73,2.63233412681268,0.46,3.88841469529756,0.643,0.277,"M","OSBPL11"
"OLR1",0.73,5.51603236694154,0.46,8.6837511790049,0.518,0.096,"M","OLR1"
"AZU1",0.73,5.22399698329123,0.46,7.88101232869601,0.554,0.152,"M","AZU1"
"ENSMFAG00000042302",0.729,2.09758790553643,0.458,3.06055894535688,0.821,0.482,"M","ENSMFAG00000042302"
"SNX20",0.728,3.76938765163447,0.456,6.35816260788092,0.5,0.057,"M","SNX20"
"EREG",0.728,5.57686519144774,0.456,8.5522857049703,0.536,0.125,"M","EREG"
"GNAI21",0.726,1.6381009526229,0.452,2.39358241215531,0.714,0.428,"M","GNAI2"
"FERMT3",0.725,3.5060428950183,0.45,5.78482961270559,0.482,0.044,"M","FERMT3"
"ENSMFAG000000333561",0.724,2.41605967006697,0.448,3.61251961557947,0.536,0.118,"M","ENSMFAG00000033356"
"SDCBP",0.724,1.20909477805619,0.448,1.75355593601337,0.893,0.701,"M","SDCBP"
"SRI1",0.723,1.31174150038358,0.446,1.89938882449455,0.875,0.667,"M","SRI"
"THEMIS2",0.722,3.34006783174944,0.444,6.09581288967288,0.482,0.061,"M","THEMIS2"
"H2AFY",0.721,1.7013975243403,0.442,2.47955074603839,0.714,0.479,"M","H2AFY"
"PFN11",0.72,1.8499553457682,0.44,2.68148651447589,0.857,0.671,"M","PFN1"
"NPC2",0.72,1.23462070843359,0.44,1.78432806807835,0.911,0.801,"M","NPC2"
"NOS2",0.72,2.59766052611238,0.44,4.64325661695827,0.5,0.083,"M","NOS2"
"NAAA",0.72,2.48647978564668,0.44,3.73946171978477,0.536,0.139,"M","NAAA"
"MFNG1",0.72,2.27200227492746,0.44,3.49219844971734,0.5,0.077,"M","MFNG"
"CD86",0.72,3.01682509954504,0.44,4.5756315906781,0.518,0.133,"M","CD86"
"ANXA5",0.718,0.856741085177909,0.436,1.23830342743962,0.982,0.906,"M","ANXA5"
"ACTR31",0.717,1.69508441516515,0.434,2.47144084650432,0.786,0.503,"M","ACTR3"
"TPP11",0.716,1.04027149499618,0.432,1.53655455826784,0.679,0.351,"M","TPP1"
"HCK",0.716,4.90521975656834,0.432,8.57528588504516,0.464,0.054,"M","HCK"
"CTSC1",0.715,2.67282691051554,0.43,3.94149647816077,0.607,0.299,"M","CTSC"
"C1orf162",0.715,4.724509436525,0.43,7.50029187394747,0.446,0.026,"M","C1orf162"
"ARPC31",0.715,1.51855040888271,0.43,2.19697094005456,0.911,0.734,"M","ARPC3"
"TNFSF13B",0.713,5.06670504095264,0.426,8.53890398987967,0.446,0.028,"M","TNFSF13B"
"ENSMFAG00000041667",0.712,3.88160980827333,0.424,7.91673315380785,0.464,0.063,"M","ENSMFAG00000041667"
"YBX1",0.712,1.6010174135187,0.424,2.32044881027439,0.911,0.727,"M","YBX1"
"PELI11",0.711,2.74675843474353,0.422,4.04568445407522,0.643,0.366,"M","PELI1"
"PECAM1",0.711,1.33457903234942,0.422,1.95423399659997,0.607,0.262,"M","PECAM1"
"CTSA1",0.711,2.55602730577548,0.422,3.75889485866428,0.661,0.358,"M","CTSA"
"ARRB21",0.711,3.30960244443569,0.422,4.99295975062461,0.554,0.209,"M","ARRB2"
"VASP",0.71,2.52899976331896,0.42,3.89760254011807,0.589,0.252,"M","VASP"
"SPI1",0.71,2.04265303970755,0.42,4.17528474894572,0.446,0.039,"M","SPI1"
"SLC2A6",0.71,3.47794143794013,0.42,6.9383996526522,0.446,0.042,"M","SLC2A6"
"RNASE6",0.709,4.06977683336582,0.418,7.43574887900221,0.429,0.014,"M","RNASE6"
"TNNI2",0.708,3.71340962233448,0.416,5.8482000893901,0.446,0.043,"M","TNNI2"
"MT2",0.708,1.46383093011351,0.416,2.11388790121116,0.929,0.766,"M","MT2"
"LPL",0.708,4.04410833952691,0.416,6.09648576567166,0.464,0.073,"M","LPL"
"VIM1",0.707,1.10987945973941,0.414,1.60214003042566,0.982,0.947,"M","VIM"
"G0S2",0.707,1.6476234646988,0.414,2.3961439488229,0.696,0.323,"M","G0S2"
"HCLS11",0.706,2.80906427227455,0.412,4.23955148568124,0.464,0.067,"M","HCLS1"
"TNFRSF14",0.705,2.52265197581963,0.41,3.8533996213222,0.482,0.083,"M","TNFRSF14"
"MAP2K31",0.705,2.39189952092742,0.41,3.5768624003909,0.607,0.302,"M","MAP2K3"
"SCARB2",0.704,2.33772175316584,0.408,3.50188854672264,0.571,0.253,"M","SCARB2"
"CD371",0.704,2.71330817026999,0.408,3.98259643550407,0.5,0.145,"M","CD37"
"ENSMFAG00000031015",0.702,2.09142256587508,0.404,3.23526063789213,0.536,0.17,"M","ENSMFAG00000031015"
"PDE4B1",0.702,2.52354964256757,0.404,3.73298637468024,0.554,0.187,"M","PDE4B"
"ENSMFAG00000044231",0.701,2.0187552131522,0.402,3.64727963729383,0.464,0.069,"M","ENSMFAG00000044231"
"PLEKHB21",0.698,2.35672582431875,0.396,3.46649954726594,0.679,0.402,"M","PLEKHB2"
"PTX3",0.696,2.76158439986741,0.392,4.17072758876581,0.429,0.05,"M","PTX3"
"PSMB81",0.695,1.04398147178071,0.39,1.55400796954428,0.536,0.154,"M","PSMB8"
"ENSMFAG00000030485",0.694,1.15249908195595,0.388,1.72155158707807,0.696,0.404,"M","ENSMFAG00000030485"
"PLEK1",0.694,3.32300382738047,0.388,4.9716622741235,0.589,0.307,"M","PLEK"
"LRRC25",0.694,3.91793496410591,0.388,6.65427086426009,0.411,0.033,"M","LRRC25"
"CFL11",0.694,0.703547342765773,0.388,1.0168067361388,1,0.959,"M","CFL1"
"PRCP",0.693,2.33414672362096,0.386,3.45614559570611,0.571,0.268,"M","PRCP"
"CSTA",0.693,4.06482644954871,0.386,7.53150807757725,0.411,0.035,"M","CSTA"
"ENO1",0.692,1.18332749671,0.384,1.7113205044212,0.857,0.827,"M","ENO1"
"ENSMFAG00000002778",0.691,5.10681294239789,0.382,9.90146009288366,0.411,0.04,"M","ENSMFAG00000002778"
"AP1S21",0.691,1.60796394697998,0.382,2.36838850618206,0.625,0.292,"M","AP1S2"
"ENSMFAG000000040251",0.69,0.459839349254639,0.38,0.678505111644577,0.839,0.654,"M","ENSMFAG00000004025"
"SIRPA1",0.69,2.52577477121527,0.38,3.92143914545516,0.554,0.209,"M","SIRPA"
"ENSMFAG000000071841",0.688,0.574583289678394,0.376,0.829460697540206,0.982,0.964,"M","ENSMFAG00000007184"
"SEMA4A",0.688,3.09396772135427,0.376,4.65785681559746,0.482,0.153,"M","SEMA4A"
"B2M1",0.688,0.857280139741512,0.376,1.23792567034642,0.875,0.806,"M","B2M"
"RBM31",0.686,1.21084977511975,0.372,1.76442689045838,0.732,0.526,"M","RBM3"
"CD14",0.686,5.41596142250524,0.372,8.58984160183262,0.429,0.083,"M","CD14"
"NCR3",0.685,2.53774532932937,0.37,4.24565972615618,0.393,0.028,"M","NCR3"
"LPXN1",0.685,2.35100762335307,0.37,3.55552705118661,0.518,0.198,"M","LPXN"
"PSMB101",0.683,1.66593860470983,0.366,2.46410507102443,0.536,0.236,"M","PSMB10"
"FUOM",0.683,2.38299358870262,0.366,3.75086104227496,0.429,0.075,"M","FUOM"
"ATP13A31",0.683,2.26345795123935,0.366,3.32512097906596,0.589,0.359,"M","ATP13A3"
"ARPC51",0.683,1.08337499529271,0.366,1.5722717603472,0.804,0.595,"M","ARPC5"
"ENSMFAG00000038721",0.682,4.39903238296998,0.364,8.44098228654639,0.375,0.014,"M","ENSMFAG00000038721"
"YWHAB1",0.682,1.09478506585672,0.364,1.58710462499129,0.875,0.632,"M","YWHAB"
"CLIC11",0.682,0.427764467417921,0.364,0.618698536592424,0.893,0.749,"M","CLIC1"
"ENSMFAG00000035790",0.681,0.390695205708118,0.362,0.566705199558491,0.821,0.617,"M","ENSMFAG00000035790"
"RASSF51",0.681,2.31245867758183,0.362,3.54754188025335,0.464,0.151,"M","RASSF5"
"ANXA21",0.681,0.763588550353055,0.362,1.10375277387049,0.893,0.751,"M","ANXA2"
"TKT1",0.68,1.98270422495602,0.36,2.89183729600067,0.643,0.412,"M","TKT"
"TAGLN21",0.68,0.790905401985461,0.36,1.14491581618153,0.804,0.661,"M","TAGLN2"
"PGK1",0.679,0.846499556403701,0.358,1.2286373269782,0.839,0.637,"M","PGK1"
"CSF2RB",0.679,3.98373581137494,0.358,7.65223500714805,0.375,0.022,"M","CSF2RB"
"ARPC21",0.678,1.08889064218471,0.356,1.57394196944266,0.946,0.839,"M","ARPC2"
"IQGAP1",0.677,1.17915380147314,0.354,1.71561302903924,0.768,0.525,"M","IQGAP1"
"H3F3A",0.675,0.699497308847351,0.35,1.01015416697678,0.982,0.944,"M","H3F3A"
"BID1",0.673,2.23462027873139,0.346,3.25918978844518,0.643,0.325,"M","BID"
"CASP12",0.672,1.62850936111941,0.344,2.78119395648717,0.411,0.072,"M","CASP12"
"SLC2A5",0.671,3.0632384547625,0.342,4.7903096598098,0.429,0.125,"M","SLC2A5"
"IGSF6",0.67,3.62674820664584,0.34,6.13093729312961,0.375,0.044,"M","IGSF6"
"EDEM1",0.67,2.49890944247689,0.34,3.77415081003151,0.518,0.244,"M","EDEM1"
"IER3",0.669,1.97033581910649,0.338,2.85193840669761,0.661,0.545,"M","IER3"
"RELT",0.668,3.33954013594686,0.336,5.42929334456061,0.429,0.132,"M","RELT"
"PTP4A2",0.668,1.4283758412188,0.336,2.08083051524925,0.714,0.499,"M","PTP4A2"
"DBI1",0.668,1.45234239775949,0.336,2.1033955157446,0.857,0.741,"M","DBI"
"ENSMFAG00000000927",0.667,1.77905255414433,0.334,2.6233865390309,0.446,0.134,"M","ENSMFAG00000000927"
"ENSMFAG000000445071",0.667,1.31477284708679,0.334,1.91357308546517,0.714,0.591,"M","ENSMFAG00000044507"
"PTK2B",0.667,3.67436406120595,0.334,7.81071218099005,0.357,0.032,"M","PTK2B"
"NCF4",0.667,2.8497590684769,0.334,4.50323080114053,0.393,0.071,"M","NCF4"
"DUSP51",0.667,3.02013169872292,0.334,4.36233529450135,0.661,0.593,"M","DUSP5"
"CLEC7A",0.667,2.68164399266425,0.334,5.38280065165063,0.375,0.053,"M","CLEC7A"
"LRP1",0.666,1.17957288295361,0.332,1.71901701301418,0.679,0.465,"M","LRP1"
"ABRACL1",0.666,2.13188399121578,0.332,3.1297575837584,0.589,0.358,"M","ABRACL"
"SH3BGRL",0.665,0.886604935060161,0.33,1.28723012086006,0.804,0.605,"M","SH3BGRL"
"SERPINB2",0.665,4.2367346132801,0.33,6.5100042205173,0.375,0.06,"M","SERPINB2"
"TNFSF131",0.664,2.65471679631283,0.328,3.94725918867606,0.5,0.217,"M","TNFSF13"
"SGSH",0.664,2.06058106687045,0.328,3.49138732213559,0.429,0.126,"M","SGSH"
"NFKB1",0.664,2.16246432465739,0.328,3.23215305137482,0.5,0.227,"M","NFKB1"
"CAP11",0.664,1.36034635603199,0.328,1.98072460258712,0.714,0.5,"M","CAP1"
"ENSMFAG000000376491",0.663,0.778828449877395,0.326,1.24180926798782,0.589,0.283,"M","ENSMFAG00000037649"
"SP1101",0.663,1.46426831945344,0.326,2.13032624502588,0.643,0.429,"M","SP110"
"MS4A6A1",0.663,2.25211697957237,0.326,3.33325265215068,0.643,0.458,"M","MS4A6A"
"TSPAN14",0.662,2.82570494974408,0.324,4.2513122730725,0.5,0.259,"M","TSPAN14"
"PLD4",0.662,3.83823555806734,0.324,7.61618492007631,0.339,0.022,"M","PLD4"
"TSPO",0.661,1.1625117397848,0.322,1.69307855037058,0.661,0.466,"M","TSPO"
"TMED5",0.661,1.94516241558905,0.322,2.94274532016995,0.518,0.266,"M","TMED5"
"IFNGR2",0.661,3.21954779102257,0.322,4.80670752975348,0.554,0.301,"M","IFNGR2"
"CXCL3",0.661,4.1502686044454,0.322,7.35806088345598,0.357,0.047,"M","CXCL3"
"HK3",0.66,4.32415010248689,0.32,7.94790182217673,0.393,0.113,"M","HK3"
"ARPC41",0.66,1.66241472564175,0.32,2.45194597098654,0.732,0.465,"M","ARPC4"
"NLRP3",0.659,3.48806521664688,0.318,6.07939337793309,0.393,0.114,"M","NLRP3"
"IL1RN",0.659,5.00626755939322,0.318,8.77692335426574,0.357,0.054,"M","IL1RN"
"WARS",0.658,2.54708660287772,0.316,3.76851243297322,0.536,0.287,"M","WARS"
"SAMSN11",0.658,1.98364193205205,0.316,2.99581386306502,0.375,0.067,"M","SAMSN1"
"NCF1",0.658,3.03661564742099,0.316,4.87848571908754,0.357,0.055,"M","NCF1"
"GNA131",0.658,2.60130024329307,0.316,3.83103575232627,0.554,0.328,"M","GNA13"
"FN1",0.658,3.0225687356949,0.316,4.37300831210266,0.625,0.524,"M","FN1"
"CREG11",0.658,1.35448541579743,0.316,1.9794240723215,0.696,0.447,"M","CREG1"
"ENSMFAG00000033890",0.657,0.440303975298711,0.314,0.635502197509849,1,0.99,"M","ENSMFAG00000033890"
"ENSMFAG00000030321",0.657,0.779773901397208,0.314,1.25957561729298,0.518,0.223,"M","ENSMFAG00000030321"
"TGFB11",0.657,1.53022515815278,0.314,2.80829128822658,0.393,0.081,"M","TGFB1"
"CXCL16",0.657,3.01951167481745,0.314,4.76520410228977,0.411,0.125,"M","CXCL16"
"ATP1B31",0.657,1.55819012215455,0.314,2.27928798997356,0.589,0.402,"M","ATP1B3"
"ZYX1",0.655,1.38269659981644,0.31,2.01830975338169,0.607,0.392,"M","ZYX"
"GPNMB",0.655,2.89736200240686,0.31,4.22187550849956,0.536,0.291,"M","GPNMB"
"FAM20C",0.655,2.2777634261432,0.31,3.41936319668026,0.411,0.123,"M","FAM20C"
"ENSMFAG00000036608",0.654,3.66727081923048,0.308,8.89290749430325,0.321,0.017,"M","ENSMFAG00000036608"
"ENSMFAG00000004042",0.654,4.10687017417413,0.308,8.16234388305626,0.321,0.017,"M","ENSMFAG00000004042"
"ENSMFAG000000039811",0.654,0.755467714509869,0.308,1.09250998474374,0.946,0.852,"M","ENSMFAG00000003981"
"FCAR",0.654,3.62970479939653,0.308,6.87089870780807,0.357,0.067,"M","FCAR"
"CYTIP1",0.654,2.17504318022766,0.308,3.23180983844204,0.446,0.19,"M","CYTIP"
"CD4",0.654,2.82393382170851,0.308,4.44472169065453,0.339,0.038,"M","CD4"
"APBB1IP1",0.654,1.80873088663266,0.308,2.69651027878844,0.357,0.053,"M","APBB1IP"
"TREM2",0.653,4.26191771812825,0.306,8.46757331492538,0.321,0.02,"M","TREM2"
"POLD4",0.653,1.35253942765447,0.306,1.98753087185561,0.5,0.252,"M","POLD4"
"CASP1",0.653,2.04639409319468,0.306,3.20133110653632,0.393,0.106,"M","CASP1"
"TBXAS1",0.652,3.05099253886971,0.304,5.54703272732403,0.321,0.022,"M","TBXAS1"
"SIGLEC12",0.652,4.01910396623594,0.304,7.14010329475973,0.321,0.026,"M","SIGLEC12"
"HK1",0.652,1.15500093971006,0.304,1.70692953268168,0.464,0.179,"M","HK1"
"ARL8B",0.652,1.18119955711949,0.304,1.75508095969343,0.625,0.331,"M","ARL8B"
"ENSMFAG00000032548",0.651,1.86315431068143,0.302,2.72736832353275,0.661,0.435,"M","ENSMFAG00000032548"
"ENSMFAG000000332081",0.651,1.18377122154344,0.302,1.72333552238551,0.768,0.613,"M","ENSMFAG00000033208"
"TALDO1",0.651,0.884917457213737,0.302,1.28307236052996,0.839,0.669,"M","TALDO1"
"TTYH3",0.65,2.04031595260727,0.3,3.17554904482751,0.411,0.144,"M","TTYH3"
"STK17B1",0.649,1.79439633504671,0.298,2.66179480179451,0.518,0.27,"M","STK17B"
"NFAM1",0.649,2.60715830590752,0.298,5.69568733260701,0.321,0.032,"M","NFAM1"
"GPSM3",0.649,1.56139990405643,0.298,2.64444693609172,0.339,0.045,"M","GPSM3"
"SLC15A31",0.648,2.93332546538627,0.296,4.72660595221653,0.429,0.165,"M","SLC15A3"
"RAB32",0.648,1.86334198584049,0.296,2.96922420262878,0.411,0.147,"M","RAB32"
"JAK11",0.648,1.27198945258817,0.296,1.85492526845073,0.661,0.428,"M","JAK1"
"ISG202",0.648,1.45673549353661,0.296,2.11960904237126,0.571,0.3,"M","ISG20"
"ETS2",0.648,0.573113556348864,0.296,0.835163394888369,0.643,0.418,"M","ETS2"
"ACOD1",0.648,4.90386166597158,0.296,8.72132239373189,0.339,0.063,"M","ACOD1"
"POU2F2",0.647,3.99012012694751,0.294,6.43463211201955,0.375,0.124,"M","POU2F2"
"EZR2",0.647,0.724745396237614,0.294,1.04801161657694,0.786,0.596,"M","EZR"
"RUNX31",0.645,3.30252535991019,0.29,5.13482205141926,0.339,0.062,"M","RUNX3"
"ENSMFAG00000034387",0.644,0.430388962077621,0.288,1.30477954813432,0.375,0.083,"M","ENSMFAG00000034387"
"MMP19",0.644,1.50619008998656,0.288,2.24289729265503,0.464,0.21,"M","MMP19"
"MAPKAPK3",0.644,1.85409678660457,0.288,2.87653009842902,0.446,0.19,"M","MAPKAPK3"
"ENSMFAG00000005679",0.643,1.15031096298676,0.286,1.7677740304307,0.518,0.287,"M","ENSMFAG00000005679"
"ENSMFAG00000041149",0.643,1.93764182887284,0.286,2.8371521772101,0.607,0.42,"M","ENSMFAG00000041149"
"TMEM173",0.643,2.1068980858427,0.286,3.23948832289939,0.393,0.112,"M","TMEM173"
"WAS",0.642,3.3258230846389,0.284,6.03555370467703,0.304,0.022,"M","WAS"
"SCAMP2",0.642,1.18617388834273,0.284,1.7506359784041,0.589,0.335,"M","SCAMP2"
"PGAM11",0.642,1.29578478887174,0.284,1.88294965736495,0.786,0.642,"M","PGAM1"
"LIPA",0.642,2.43777765198102,0.284,3.57831731156825,0.571,0.38,"M","LIPA"
"FMNL1",0.642,2.54794406548576,0.284,4.20276120421272,0.321,0.047,"M","FMNL1"
"FAM49B2",0.642,2.11446809092728,0.284,3.11523801831112,0.625,0.407,"M","FAM49B"
"SASH31",0.641,2.29392814812865,0.282,3.63938224061278,0.321,0.046,"M","SASH3"
"BCL31",0.641,1.38400462053416,0.282,2.06926835050023,0.589,0.375,"M","BCL3"
"ARHGAP451",0.641,2.20632718482329,0.282,3.46081031736829,0.429,0.165,"M","ARHGAP45"
"INPP5D",0.64,2.23663570877251,0.28,3.46938223491803,0.357,0.086,"M","INPP5D"
"PSMB91",0.639,1.82085555699546,0.278,2.64852238933391,0.536,0.346,"M","PSMB9"
"PLA2G15",0.639,3.23330558554324,0.278,4.93062974590698,0.393,0.16,"M","PLA2G15"
"PAK2",0.639,1.17948137034881,0.278,1.71483219580854,0.661,0.461,"M","PAK2"
"LTA4H",0.639,1.96234343008084,0.278,2.8704326129966,0.589,0.39,"M","LTA4H"
"IL6R",0.639,2.39664424518424,0.278,4.04446737373517,0.357,0.091,"M","IL6R"
"DUSP6",0.639,0.669784337595262,0.278,0.993179652071247,0.518,0.294,"M","DUSP6"
"COX6B1",0.639,0.572567796691405,0.278,0.828382943375383,0.839,0.784,"M","COX6B1"
"BAX",0.638,2.50688169635944,0.276,3.85563174764925,0.411,0.158,"M","BAX"
"ENSMFAG00000004725",0.637,0.763172715336103,0.274,2.79554954799486,0.321,0.054,"M","ENSMFAG00000004725"
"POLR2L1",0.636,0.923290981584072,0.272,1.3382408359292,0.75,0.585,"M","POLR2L"
"NFKBIZ",0.636,0.953561394393766,0.272,1.3881024131198,0.768,0.627,"M","NFKBIZ"
"NDUFA2",0.636,0.558875787270194,0.272,0.810007738173613,0.839,0.678,"M","NDUFA2"
"SH2B3",0.635,2.370288329385,0.27,3.61125921835457,0.464,0.232,"M","SH2B3"
"PET100",0.634,0.498206846415571,0.268,0.72130203144375,0.839,0.712,"M","PET100"
"NFKBIE",0.634,2.52165662802387,0.268,3.86252851306853,0.393,0.164,"M","NFKBIE"
"MN1",0.634,1.78043603497311,0.268,2.71588929304346,0.339,0.088,"M","MN1"
"DOK2",0.634,2.70152839013244,0.268,4.38687302530483,0.321,0.07,"M","DOK2"
"ATP1A1",0.634,1.95342291480007,0.268,2.85051847318284,0.679,0.542,"M","ATP1A1"
"PRELID11",0.633,1.35777823515211,0.266,1.97648215937051,0.696,0.534,"M","PRELID1"
"FLI1",0.633,1.72616766980594,0.266,2.67639701540572,0.339,0.08,"M","FLI1"
"BIRC31",0.633,1.73836012748661,0.266,2.55917323049927,0.411,0.189,"M","BIRC3"
"AP1B1",0.633,2.52901480802162,0.266,3.86856081370897,0.446,0.209,"M","AP1B1"
"ENSMFAG000000287921",0.632,0.631254151176654,0.264,0.931462149553042,0.536,0.287,"M","ENSMFAG00000028792"
"ENSMFAG000000017401",0.632,0.585109608844927,0.264,0.845289279009318,0.911,0.933,"M","ENSMFAG00000001740"
"RHOF1",0.632,1.04971988755693,0.264,1.5803971841249,0.411,0.186,"M","RHOF"
"RAP1A1",0.632,1.960564946306,0.264,2.88447573252415,0.518,0.294,"M","RAP1A"
"KMO",0.632,4.7714561628249,0.264,9.17734998542005,0.304,0.053,"M","KMO"
"DHRS71",0.632,0.622168131869419,0.264,0.903423936119342,0.714,0.506,"M","DHRS7"
"ALDH2",0.632,1.57109917737788,0.264,2.27992538649402,0.732,0.635,"M","ALDH2"
"ZNF706",0.631,1.17447102313684,0.262,1.69987216483454,0.821,0.663,"M","ZNF706"
"ZEB21",0.631,1.20738727629174,0.262,1.75852387796226,0.554,0.336,"M","ZEB2"
"CLEC2B1",0.631,1.14344422176628,0.262,1.66921259059957,0.464,0.244,"M","CLEC2B"
"PPT1",0.63,0.785671213719086,0.26,1.18437803106545,0.554,0.34,"M","PPT1"
"GK",0.63,3.53601541374128,0.26,5.34766379800201,0.357,0.136,"M","GK"
"GAPDH1",0.63,0.45941782171059,0.26,0.663562337713081,1,0.943,"M","GAPDH"
"ERO1A1",0.63,1.76000139254704,0.26,2.56795141858153,0.589,0.445,"M","ERO1A"
"VCAN",0.629,0.923046452491621,0.258,1.34980380327217,0.446,0.236,"M","VCAN"
"DDIT4",0.629,0.494864360797289,0.258,0.719031489419025,0.661,0.567,"M","DDIT4"
"ERCC-00144",0.628,0.865206504237312,0.256,1.2546674810542,0.518,0.266,"M","ERCC-00144"
"NCKAP1L",0.628,2.33622652887579,0.256,3.95064093715037,0.339,0.092,"M","NCKAP1L"
"IKBKG",0.628,0.523767829381443,0.256,0.832548957486871,0.482,0.248,"M","IKBKG"
"SPHK1",0.627,3.6024159491285,0.254,5.71208341002318,0.357,0.138,"M","SPHK1"
"NFKBIA1",0.627,1.12574440615866,0.254,1.62581210513133,0.875,0.884,"M","NFKBIA"
"INSIG1",0.627,2.39524576131302,0.254,3.54434174765092,0.411,0.213,"M","INSIG1"
"IL4R",0.626,2.01673701517926,0.252,3.29039986800742,0.339,0.094,"M","IL4R"
"GSTA5",0.91,2.12189460335189,0.82,3.06577920542825,0.978,0.467,"GC","GSTA5"
"SCG5",0.886,2.71797476856665,0.772,3.9716814619082,0.916,0.397,"GC","SCG5"
"MDK",0.882,1.83810276813924,0.764,2.65421533786428,0.994,0.776,"GC","MDK"
"TMSB101",0.875,1.38813121564409,0.75,2.00280082098357,1,0.99,"GC","TMSB10"
"RBP1",0.872,1.94174675278613,0.744,2.80525885314958,0.994,0.618,"GC","RBP1"
