Protein	Count	Glycan
Q62165	2	HexNAc(6)Hex(5)Fuc(1)NeuAc(2);HexNAc(2)Hex(8)
Q62086	6	HexNAc(3)Hex(6)Fuc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(6)Hex(3)
Q61838	3	HexNAc(2)Hex(5);HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(7)NeuAc(1)
Q61739	7	HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(3)Hex(6)NeuAc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2)Hex(1)
Q61735-2	11	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(3)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2)Hex(1);HexNAc(2)
Q61735	23	HexNAc(2)Hex(3);HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(4)Hex(6)Fuc(2);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(2);HexNAc(5)Hex(8)Fuc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(2)Hex(8);HexNAc(4)Hex(5);HexNAc(2)Hex(7);HexNAc(3)Hex(5);HexNAc(2)Hex(9);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(1);HexNAc(2);HexNAc(4)Hex(6)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(6)
Q61627	2	HexNAc(2)Hex(5);HexNAc(2)Hex(8)
Q61625	4	HexNAc(2)Hex(5);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(6)
Q61576	3	HexNAc(2)Hex(8);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
Q61543	1	HexNAc(4)Hex(6)Fuc(1)
Q61527	1	HexNAc(2)Hex(5)
Q61526	3	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
Q61503	1	HexNAc(2)Hex(5)
Q61490	15	HexNAc(2)Hex(5);HexNAc(3)Hex(6)NeuAc(1);HexNAc(2)Hex(4);HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(4)NeuAc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(3)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(2)Hex(8)
Q61477	1	HexNAc(2)Hex(9)
Q61391	2	HexNAc(2)Hex(5);HexNAc(5)Hex(3)
Q61361	9	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(3);HexNAc(2)Hex(7);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(8);HexNAc(4)Hex(5);HexNAc(6)Hex(3)
Q61330	6	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(1)
Q61292	8	HexNAc(3)Hex(4)Fuc(1);HexNAc(2)Hex(5);HexNAc(4)Hex(3)Fuc(1);HexNAc(4)Hex(3);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(5)Fuc(1)NeuAc(1)
Q61288	1	HexNAc(2)Hex(8)
Q61282	2	HexNAc(2)Hex(7);HexNAc(2)Hex(6)
Q61220	7	HexNAc(2)Hex(5);HexNAc(2)Hex(10);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(4)
Q61207	22	HexNAc(2)Hex(8);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(2)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(7);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(2);HexNAc(1);HexNAc(2)Hex(3);HexNAc(3)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(6)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(6)Hex(3);HexNAc(3)Hex(4)Fuc(2);HexNAc(6)Hex(4)
Q61200	3	HexNAc(2)Hex(8);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(5)
Q61165	1	HexNAc(6)Hex(3)
Q61072	4	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3)
Q61001	7	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(6)Hex(4);HexNAc(6)Hex(3);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
Q60928	1	HexNAc(2)Hex(5)
Q60841	6	HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5)
Q60805	6	HexNAc(2)Hex(9);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(4)
Q60767	1	HexNAc(2)Hex(5)
Q60716	1	HexNAc(2)Hex(6)
Q60675	11	HexNAc(2)Hex(5);HexNAc(2)Hex(3);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(8);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(2)Fuc(1);HexNAc(4)Hex(4)NeuAc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(9);HexNAc(3)Hex(6)NeuAc(1)
Q60673	1	HexNAc(2)Hex(5)
Q60625	15	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(3)Hex(4)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(6)Hex(3)Fuc(1)NeuAc(2);HexNAc(2)Hex(6)Fuc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(3)Hex(4)Fuc(2);HexNAc(6)Hex(9);HexNAc(9)Hex(3)Fuc(1);HexNAc(3)Hex(4)Fuc(1)NeuAc(1);HexNAc(6)Hex(3)Fuc(1)NeuAc(1);HexNAc(4)Hex(4)Fuc(2)
Q60571	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
Q5SZV5	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
Q5SUR0	2	HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(5)
Q5SQX6	1	HexNAc(3)Hex(6)
Q5RKR3	3	HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(4)Hex(5)Fuc(1)
Q5RJH3	2	HexNAc(2)Hex(6);HexNAc(2)Hex(7)
Q5FWI3	4	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1)
Q5FWH7	1	HexNAc(2)Hex(9)
Q5F226	3	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(7)
Q59IW6	1	HexNAc(2)Hex(5)
Q571E4	3	HexNAc(2)Hex(6)Phospho(1);HexNAc(6)Hex(3);HexNAc(2)Hex(5)
Q4VA61	4	HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
Q4VA53	3	HexNAc(3)Hex(5)Fuc(1)NeuAc(1);HexNAc(3)Hex(5)NeuAc(1);HexNAc(2)Hex(3)Fuc(1)
Q4PZA2-4	1	HexNAc(2)Hex(5)
Q4PZA2	3	HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(7)
Q4LFA9	1	HexNAc(2)Hex(5)
Q3V3R4	6	HexNAc(6)Hex(4);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(9)
Q3V0N8	1	HexNAc(2)Hex(8)
Q3UZV7	6	HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(6)Hex(3);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
Q3UY51	4	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
Q3UVX5	1	HexNAc(2)Hex(3)Fuc(1)
Q3UVK0	2	HexNAc(6)Hex(4);HexNAc(6)Hex(3)
Q3UUQ7	5	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
Q3UTY6	2	HexNAc(2)Hex(7);HexNAc(2)Hex(5)
Q3USX9	6	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(7)
Q3URE9	1	HexNAc(2)Hex(9)
Q3UQ28	2	HexNAc(2)Hex(5);HexNAc(2)Hex(6)
Q3UNZ8	2	HexNAc(2)Hex(12);HexNAc(2)Hex(11)
Q3UNN8	1	HexNAc(2)Hex(5)
Q3UMW8	1	HexNAc(2)Hex(5)
Q3UHK6-2	3	HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(2)Hex(9)
Q3UHH8	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
Q3UH93	2	HexNAc(2)Hex(5);HexNAc(2)Hex(6)
Q3UH53	1	HexNAc(2)Hex(5)
Q3UDW8	2	HexNAc(2)Hex(8);HexNAc(2)Hex(9)
Q3U3W2	2	HexNAc(2)Hex(5);HexNAc(2)Hex(9)
Q3U1U4	3	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(6)
Q3TYE5	10	HexNAc(4)Hex(5)Fuc(1)NeuAc(2);HexNAc(4)Hex(4)Fuc(2);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(4)Fuc(1)
Q3TYD4	4	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3)
Q3TVI8	5	HexNAc(2)Hex(8);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(5)Fuc(1)
Q3TRM4	1	HexNAc(2)Hex(6)
Q3TJI8	1	HexNAc(2)Hex(6)
Q3TEW6	1	HexNAc(2)Hex(5)
Q3TDQ1	3	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(10)
Q3TCN2	4	HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(5);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(6)
Q3TAS6	6	HexNAc(6)Hex(4);HexNAc(6)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(8);HexNAc(2)Hex(9)
Q32M26	2	HexNAc(2)Hex(8);HexNAc(2)Hex(7)
Q2VWQ2	1	HexNAc(2)Hex(8)
Q2VLH6-2	2	HexNAc(2)Hex(9);HexNAc(2)Hex(8)
Q2PZL6	1	HexNAc(2)Hex(5)
Q2HXL6	1	HexNAc(2)Hex(6)
Q29ZQ5	15	HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(6)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(5)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(5)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(6)Fuc(1)NeuAc(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(6)Hex(5)Fuc(1)NeuAc(2);HexNAc(5)Hex(5)Fuc(1)NeuAc(2);HexNAc(3)Hex(4)Fuc(1);HexNAc(5)Hex(4)NeuAc(2);HexNAc(4)Hex(3)NeuAc(1);HexNAc(3)Hex(6)Fuc(1)
Q14CH0	1	HexNAc(2)Hex(5)
Q14BI2	2	HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1)
Q14BI1	1	HexNAc(2)Hex(8)
Q14B62	1	HexNAc(2)Hex(5)
Q148V7	1	HexNAc(2)Hex(3)Fuc(1)
Q0VBD0	4	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(8)
Q0V8T9	1	HexNAc(2)Hex(5)
Q0V8T7	3	HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(3)Hex(5)
Q0PMG2	5	HexNAc(2)Hex(9);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
Q08890	7	HexNAc(2)Hex(6);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(7)
Q08857	3	HexNAc(2)Hex(10);HexNAc(2)Hex(9);HexNAc(2)Hex(8)
Q07797	2	HexNAc(5)Hex(5)Fuc(2)NeuAc(1);HexNAc(2)Hex(3)Fuc(1)
Q07409	4	HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(9)
Q07235	1	HexNAc(2)Hex(9)
Q07113	7	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(6)Hex(3)
Q06890	3	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
Q06770	1	HexNAc(2)Hex(8)
Q05186	12	HexNAc(2)Hex(6);HexNAc(6)Hex(3);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(4)Hex(3)Fuc(1);HexNAc(2)Hex(4)Fuc(1);HexNAc(1);HexNAc(2)Hex(8);HexNAc(3)Hex(4)Fuc(1)
Q03391	1	HexNAc(2)Hex(5)
Q03350	1	HexNAc(2)Hex(8)
Q03137	1	HexNAc(2)Hex(5)
Q02788	1	HexNAc(2)Hex(5)
Q01279	1	HexNAc(2)Hex(6)
Q01098	1	HexNAc(2)Hex(5)
Q01097	11	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(9);HexNAc(5)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(2);HexNAc(2)Hex(1)
Q00651	1	HexNAc(2)Hex(5)
Q00560	2	HexNAc(2)Hex(5);HexNAc(2)Hex(4)
Q00493	12	HexNAc(4)Hex(5)NeuAc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(3)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(1);HexNAc(2)Hex(9);HexNAc(6)Hex(4)
P98086	7	HexNAc(4)Hex(5)Fuc(3)NeuAc(1);HexNAc(4)Hex(5)Fuc(1)NeuAc(2);HexNAc(4)Hex(6)Fuc(1)NeuAc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(6);HexNAc(3)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(7)
P97952	8	HexNAc(2)Hex(7);HexNAc(3)Hex(6)NeuAc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(3)Hex(6)
P97927	3	HexNAc(3)Hex(3);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(5)
P97798-5	1	HexNAc(2)Hex(3)Fuc(1)
P97798-4	1	HexNAc(2)Hex(5)
P97792	1	HexNAc(3)Hex(6)Fuc(1)NeuAc(1)
P97449	6	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(8);HexNAc(3)Hex(6);HexNAc(2)Hex(4)
P97370	7	HexNAc(6)Hex(7);HexNAc(4)Hex(5)Fuc(3)NeuAc(1);HexNAc(2)Hex(5);HexNAc(3)Hex(4)Fuc(2);HexNAc(2)Hex(3)Fuc(1);HexNAc(6)Hex(3);HexNAc(2)Hex(6)
P97333	1	HexNAc(3)Hex(6)Fuc(1)NeuAc(1)
P97326	4	HexNAc(2)Hex(5);HexNAc(4)Hex(5);HexNAc(3)Hex(5);HexNAc(2)Hex(4)
P97300-3	9	HexNAc(2)Hex(7);HexNAc(3)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(1);HexNAc(4)Hex(5);HexNAc(5)Hex(3);HexNAc(2)Hex(5);HexNAc(2)Hex(6)
P97300	22	HexNAc(4)Hex(6)Fuc(2);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(4)Hex(6)Fuc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(4)Hex(5);HexNAc(1);HexNAc(4)Hex(6);HexNAc(3)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(9);HexNAc(2)Hex(3)Fuc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(6)Hex(3);HexNAc(2);HexNAc(3)Hex(3)Fuc(1)
P97291	1	HexNAc(2)Hex(5)
P84104	1	HexNAc(4)Hex(4)Fuc(2)
P83741-2	1	HexNAc(2)Hex(5)
P82349	1	HexNAc(2)Hex(5)
P82347	1	HexNAc(2)Hex(5)
P70699	10	HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(2);HexNAc(2)Hex(3);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5)Fuc(1)
P70665	3	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(5)
P70663	9	HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(2)Hex(6)Phospho(1);HexNAc(4)Hex(6)Fuc(1);HexNAc(3)Hex(5)
P70408	8	HexNAc(4)Hex(6)Fuc(2);HexNAc(4)Hex(6)Fuc(1);HexNAc(2)Hex(9);HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
P70407	2	HexNAc(2)Hex(5);HexNAc(5)Hex(3)Fuc(1)
P70336	7	HexNAc(4)Hex(5);HexNAc(3)Hex(4)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2)Hex(1);HexNAc(2)Hex(5);HexNAc(3)Hex(5)Fuc(1)
P70302	4	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
P70275	6	HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
P70232	11	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(3);HexNAc(6)Hex(4);HexNAc(6)Hex(3);HexNAc(2)Hex(2);HexNAc(4)Hex(4)Fuc(1)NeuAc(1)
P70211	3	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
P70208	1	HexNAc(2)Hex(5)
P70207	6	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
P70206	4	HexNAc(2)Hex(5);HexNAc(4)Hex(5);HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(4)
P70193	1	HexNAc(2)Hex(5)
P70158	1	HexNAc(2)Hex(6)
P68500	1	HexNAc(2)Hex(5)
P63137	6	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(4)Hex(6)Fuc(1);HexNAc(3)Hex(5);HexNAc(2)Hex(2)
P62812	7	HexNAc(2)Hex(6);HexNAc(2)Hex(9);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(3)Hex(6)
P61315	3	HexNAc(2)Hex(8);HexNAc(2)Hex(10);HexNAc(2)Hex(9)
P61215	3	HexNAc(2)Hex(5);HexNAc(4)Hex(6)Fuc(1);HexNAc(4)Hex(5)
P60882	5	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
P60755	4	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(4)Hex(6)Fuc(2);HexNAc(4)Hex(5)Fuc(1)
P59823	4	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(9);HexNAc(2)Hex(6)
P59481	6	HexNAc(2)Hex(6);HexNAc(6)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(4)Hex(3)Fuc(1);HexNAc(2)Hex(8)
P59024	1	HexNAc(2)Hex(6)
P58242	1	HexNAc(2)Hex(5)
P57716	8	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(6)Hex(4);HexNAc(2)Hex(4);HexNAc(2)Hex(9);HexNAc(6)Hex(3)
P56974	1	HexNAc(2)Hex(7)
P56695	5	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(8)
P56528	9	HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(3)Hex(3);HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(1)
P55302	1	HexNAc(2)Hex(6)
P55288	5	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(6)Hex(3);HexNAc(2)Hex(6)
P55066	13	HexNAc(2)Hex(5);HexNAc(4)Hex(5)NeuAc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(3)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2)Hex(1);HexNAc(2);HexNAc(6)Hex(3)Fuc(1)NeuAc(2);HexNAc(2)Hex(7)
P52800	1	HexNAc(2)Hex(5)
P52793	4	HexNAc(2)Hex(5);HexNAc(4)Hex(5);HexNAc(2)Hex(9);HexNAc(3)Hex(5)Fuc(1)
P52332	1	HexNAc(2)Hex(5)
P51910	1	HexNAc(2)Hex(5)
P50428	1	HexNAc(2)Hex(5)
P48441	5	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
P48168	2	HexNAc(2)Hex(9);HexNAc(4)Hex(5)Fuc(1)
P47867	1	HexNAc(2)Hex(8)
P46978	4	HexNAc(2)Hex(10);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
P46096	6	HexNAc(6)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(6)Hex(4);HexNAc(2)Hex(6);HexNAc(2)Hex(8)
P43406	13	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(9);HexNAc(4)Hex(4)Fuc(2);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(3)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(5);HexNAc(4)Hex(5)Fuc(1)
P43006	13	HexNAc(2)Hex(8);HexNAc(8)Hex(9)Fuc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(2)Hex(9);HexNAc(3)Hex(4)Fuc(2);HexNAc(2)Hex(4);HexNAc(6)Hex(4);HexNAc(2)Hex(7);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(2)Fuc(1)
P42703	4	HexNAc(4)Hex(5);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(4)Hex(5)Fuc(1)
P42232	1	HexNAc(2)Hex(6)
P41233	2	HexNAc(2)Hex(9);HexNAc(2)Hex(8)
P39087	5	HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(2)Hex(6)
P39038	7	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(3);HexNAc(2)Hex(4)
P35822	4	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(2)Hex(6)
P35803	1	HexNAc(2)Hex(8)
P35455	3	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(8);HexNAc(2)Hex(5)
P35438	14	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(9);HexNAc(6)Hex(3);HexNAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(8)Hex(5);HexNAc(2)Hex(3);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(2);HexNAc(2)Hex(1)
P35436	3	HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(8)
P33146	1	HexNAc(2)Hex(5)
P30999-2	5	HexNAc(2)Hex(9);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(5);HexNAc(2)Hex(7)
