""	"Signature.1"	"Signature.2"	"Signature.3"	"Signature.4"	"Signature.5"	"Signature.6"	"Signature.7"	"Signature.8"	"Signature.9"	"Signature.10"	"Signature.11"	"Signature.12"	"Signature.13"	"Signature.14"	"Signature.15"	"Signature.16"	"Signature.17"	"Signature.18"	"Signature.19"	"Signature.20"	"Signature.21"	"Signature.22"	"Signature.23"	"Signature.24"	"Signature.25"	"Signature.26"	"Signature.27"	"Signature.28"	"Signature.29"	"Signature.30"	"unknown"
"TCGA-CF-A5U8-01"	0.090782573632542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5737015099531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240224108833749	0.0952918075806092
"TCGA-CF-A5UA-01"	0.24596006725664	0	0.17823091394278	0	0	0	0	0	0	0	0.0955220554986364	0	0.213213584299061	0	0	0	0	0	0	0	0	0	0	0	0.0936228749826174	0	0	0	0	0	0.173450504020265
"TCGA-CF-A7I0-01"	0.0808065839921075	0.430956692039234	0	0.177865092782675	0	0	0	0	0	0	0	0	0.173029850706829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12622547120097	0.0111163092781844
"TCGA-CF-A8HX-01"	0	0.454026157201888	0	0	0	0	0	0	0	0	0.0662226446769655	0	0.19329290650816	0	0	0.165158543019169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121299748593817
"TCGA-CF-A8HY-01"	0.113755156086238	0.182725522180958	0	0.0727445674343396	0	0	0	0	0	0	0.0610852397330579	0	0.176006276910401	0	0	0.221541686617141	0	0.172141527867345	0	0	0	0	0	0	0	0	0	0	0	0	2.31705195030685e-08
"TCGA-CF-A9FF-01"	0.0772794197874455	0.416797450822607	0	0	0.0817364025941643	0	0.0648735616342197	0	0	0	0	0	0.303609362923327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0557038022382359
"TCGA-CF-A9FH-01"	0.297920860308952	0	0.219787025853513	0	0	0	0	0	0	0.0864891803225071	0	0	0	0	0	0.13544482729631	0.0815913437838426	0	0	0	0	0.113018540533626	0	0	0	0	0	0	0	0	0.0657482219012487
"TCGA-CF-A9FL-01"	0.191758337815234	0	0	0	0.0924079028964417	0	0	0.10069322856766	0	0	0	0	0	0	0	0	0	0.140673202923573	0	0	0.0778870223638228	0	0.0859808797309627	0	0	0	0	0.0975977645056531	0.0714834522044172	0.106913863528875	0.0346043454633617
"TCGA-CF-A9FM-01"	0	0	0	0	0	0.0897923889836765	0	0	0	0	0	0	0	0	0	0.878376374413408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318312366029155
"TCGA-CU-A0YN-01"	0.0626482655033691	0	0	0.0834343910786381	0	0	0	0	0	0	0	0	0	0	0	0.606198988181768	0	0	0.0865020355732819	0	0	0	0	0	0	0	0	0	0	0	0.161216319662943
"TCGA-CU-A0YO-01"	0.161883194835202	0.282443354202727	0	0	0	0	0	0	0.148173344103034	0	0	0	0.213404045475841	0	0	0.0732142411588945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120881820224301
"TCGA-CU-A0YR-01"	0	0	0	0	0	0.0734277241211202	0	0	0	0	0	0.154779502789508	0	0	0	0.611374117501964	0	0	0	0	0	0	0	0	0	0	0	0.0717382395105498	0	0	0.0886804160768578
"TCGA-CU-A3KJ-01"	0	0.300308893062709	0	0	0.115514254648199	0	0	0	0	0	0	0	0.437896599011486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146280253277606
"TCGA-CU-A3QU-01"	0.0802698012698085	0.274392545232292	0	0	0	0	0.120861679672736	0	0	0	0	0	0.185984727596705	0	0	0.323356111963871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151351342645866
"TCGA-CU-A3YL-01"	0.0930600060687154	0.383758312479122	0	0	0	0	0	0	0	0	0	0	0.455761574322817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0674201071293454
"TCGA-CU-A5W6-01"	0	0.452665792612722	0	0	0	0	0	0	0	0	0	0	0.318040353111036	0	0	0.184319805376293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0449740488999493
"TCGA-CU-A72E-01"	0.154720869204539	0.219852230658274	0	0	0.0938945718051048	0	0	0	0	0	0	0	0.40007285414473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641257065981056	0.0673337675892465
"TCGA-DK-A1A3-01"	0	0.558696116486672	0.0830019400752189	0	0	0	0	0	0	0	0	0	0.172488852377145	0	0	0	0	0	0	0	0	0	0	0	0	0.0606046268999736	0	0	0	0.0684376040166473	0.0567708601443428
"TCGA-DK-A1A5-01"	0	0.390644726255607	0	0	0.10534831912345	0	0	0	0	0	0	0	0.440216424990482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0637905296304614
"TCGA-DK-A1A6-01"	0.0715799653691564	0.196784433955258	0	0	0	0	0	0	0	0	0	0	0.464084325642576	0	0	0.0967803741837905	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991605811705763	0.0716103196786426
"TCGA-DK-A1A7-01"	0.0836931730479389	0.137553877493684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.629065645693193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149687303765184
"TCGA-DK-A1AA-01"	0	0.131970324818553	0	0	0.380355446237853	0	0	0	0	0	0	0	0.0663079398046294	0	0	0.0833197570311867	0	0	0	0	0	0	0	0	0	0.117694443522153	0	0	0	0	0.220352088585625
"TCGA-DK-A1AB-01"	0	0.527406991830482	0	0	0	0	0	0	0	0	0	0	0.438047351812181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345456563573374
"TCGA-DK-A1AC-01"	0	0.712328934703871	0.0815047793624177	0	0	0	0	0	0	0	0	0	0.131674388097261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0744918978364503
"TCGA-DK-A1AD-01"	0	0.243835049595641	0	0	0	0	0	0	0	0	0	0	0.222594745450983	0	0	0.305637611611269	0	0	0	0	0	0	0	0	0	0.084941379379771	0	0	0	0	0.142991213962336
"TCGA-DK-A1AE-01"	0.0814209718079555	0.286908305930173	0	0	0	0	0	0	0	0	0	0	0.300863573216878	0	0	0.145365508168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185441640876994
"TCGA-DK-A1AF-01"	0	0.358120789014926	0	0	0.0862366805461245	0	0	0	0	0	0.0828665991216575	0	0.431201356475566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041574574841726
"TCGA-DK-A1AG-01"	0.119600111007395	0.451299388592584	0	0	0	0	0	0	0	0	0	0	0.357344698839864	0	0	0	0	0	0	0	0	0	0	0	0	0.062453936350617	0	0	0	0	0.00930186520953979
"TCGA-DK-A2HX-01"	0.0977937600974046	0.346610502224199	0	0	0	0	0	0	0	0	0.0716158890286302	0.0739963643717813	0.241197949167061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168785535110923
"TCGA-DK-A2I1-01"	0	0.392132753437823	0	0	0	0	0	0	0	0	0	0	0.431075263798724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176791982763453
"TCGA-DK-A2I2-01"	0	0.286373449595075	0	0	0	0	0.0968800941462619	0	0	0	0	0	0.165895932395084	0	0	0.378507105980749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0723434178828302
"TCGA-DK-A2I4-01"	0	0.58077449514852	0	0	0	0	0	0	0	0	0	0	0.339596615023798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079628889827682
"TCGA-DK-A2I6-01"	0	0.278009022952448	0	0	0	0	0.103190104141064	0	0	0	0	0	0.062435048973987	0	0	0.508546334217091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0478194897154091
"TCGA-DK-A3IK-01"	0.0967425786716812	0.128965202104754	0.427390202977394	0	0	0	0	0	0	0	0	0	0.320965054114088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0259369621320832
"TCGA-DK-A3IL-01"	0	0	0	0	0.470344129038953	0	0	0	0	0	0	0	0.0845565083479678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226856540296187	0	0.218242822316892
"TCGA-DK-A3IM-01"	0.0733085335467698	0.060694622135094	0.172150235585282	0.119660052752965	0.130595825599647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253331541046787	0	0	0	0	0	0	0	0	0	0	0	0.190259189333455
"TCGA-DK-A3IN-01"	0	0.42885269569318	0	0	0.108408425873354	0	0	0	0	0	0	0	0.429236222481712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0335026559517543
"TCGA-DK-A3IQ-01"	0	0.43046689998664	0	0	0	0	0	0	0	0	0	0	0.256294854133469	0	0	0.154297251296786	0	0.0634336015933464	0	0	0	0	0	0	0	0	0	0	0	0	0.0955073929897576
"TCGA-DK-A3IS-01"	0	0.443377682604656	0	0	0.0825766479845204	0	0	0	0	0	0	0	0.414865293590733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0591803758200906
"TCGA-DK-A3IT-01"	0	0.290850589686117	0	0	0.091076702393232	0	0	0	0	0	0	0	0.58207967615731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359930317633415
"TCGA-DK-A3IU-01"	0	0.497790597114383	0	0	0	0	0	0	0	0	0	0	0.273259406205039	0	0	0.162640294159771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0663097025208071
"TCGA-DK-A3IV-01"	0	0.246586077179224	0	0	0	0	0	0	0	0	0	0	0.26595749723606	0	0	0.154416617186808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115566344524236	0.217473463873672
"TCGA-DK-A3WW-01"	0	0.516972876857935	0	0	0	0	0	0	0	0	0	0	0.434635771942041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048391351200024
"TCGA-DK-A3WX-01"	0.149721298354287	0.246255184284731	0	0	0	0	0	0	0	0	0	0	0.111342689241814	0	0	0.445341081924858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04733974619431
"TCGA-DK-A3WY-01"	0	0.317627751776838	0.113021021012094	0	0	0	0.0732856723980258	0	0	0	0	0	0.343525780098438	0	0	0	0	0	0	0	0.0863827654082951	0	0	0	0	0	0	0	0	0	0.0661570093063089
"TCGA-DK-A3X1-01"	0	0.462444540101312	0	0	0	0	0	0	0	0.0692777182025612	0	0	0.377814430979995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0904633107161323
"TCGA-DK-A3X2-01"	0.229989217551016	0.09331273201393	0.291648174275692	0	0	0	0	0	0	0	0	0	0.161614100866073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223435775293289
"TCGA-DK-A6AV-01"	0.138890187754719	0.273591558457572	0	0	0	0	0	0	0	0	0	0.0908782901459052	0.228940101664233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26769986197757
"TCGA-DK-A6B0-01"	0	0.137330281403042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757983740739904	0	0	0	0	0	0	0.0832202242270688	0	0	0	0	0	0	0	0.0214657536299847
"TCGA-DK-A6B1-01"	0.133314332676213	0.283390037739898	0	0	0	0	0.0958772315510608	0	0.182298207049887	0	0	0	0.155940180622558	0	0	0	0	0	0	0	0	0	0	0	0	0.0764541231750306	0	0	0	0	0.0727258871853526
"TCGA-DK-A6B2-01"	0.0758195056652107	0.230463703870839	0.275923882764626	0	0	0	0	0	0	0	0	0	0.141154410014907	0	0	0	0	0	0	0	0	0	0	0	0	0.105859181284524	0	0	0	0	0.170779316399893
"TCGA-DK-A6B5-01"	0	0.308489999341273	0.280330231463258	0	0	0	0	0	0	0	0	0	0.319472814824733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0917069543707356
"TCGA-DK-A6B6-01"	0	0.777064535844462	0	0	0	0	0	0	0	0	0	0	0.201346173800193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215892903553444
"TCGA-DK-AA6L-01"	0	0.304086766725554	0	0	0.0877254715204378	0	0	0	0	0	0	0	0.556208377596364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0519793841576448
"TCGA-DK-AA6M-01"	0	0.331121009726047	0	0	0	0.370911204187714	0	0	0	0	0	0	0	0	0	0	0	0.106869590569913	0	0	0	0	0	0.0698774470084146	0	0	0	0	0	0	0.121220748507912
