x	y
gene2429	0.14212755	-0.011043649
gene2430	0.208121041	-0.018467547
gene2431	0.136186388	-0.056295498
gene2432	0.302467031	0.035511485
gene2433	0	0.032484961
gene2434	-0.340952854	-0.039636972
gene2435	0.078029737	0.018073613
gene2436	-0.031713586	0.019528272
gene2437	0.005029007	-0.039804316
gene2438	0.003548396	0.058048736
gene2439	-0.104100698	0.01938391
gene2440	0.955592613	0.013710788
gene2441	-0.140636946	0.078652361
gene2442	-0.050505141	0.11744763
gene2443	-0.140087477	0.069509119
gene2444	-0.145391574	0.061065783
gene2445	0.042977244	0.127019622
gene2446	0.599148407	0.074819796
gene2447	0.219102351	0.041519269
gene2448	-0.847238192	0.238370711
gene2449	0.074380421	-0.124778401
gene2450	0.3306585	0.044979191
gene2451	-0.661220233	0.08971811
gene2452	-0.389046153	-0.012445356
gene2453	-0.017429497	0.168497949
gene2454	0.032436116	0.009542665
gene2455	-0.094654001	0.070060099
gene2456	0.047158433	-0.194832939
gene2457	0.311783404	0.017356645
gene2458	0.241795108	0.028713564
gene2459	0.323760089	0.144443496
gene2460	0.054302248	0.149208467
gene2461	0.075690531	-0.087752057
gene2462	-0.294988803	-0.058688309
gene2463	-0.00965017	0.047070822
gene2464	0.254346353	0.007195501
gene2465	0.066296047	-0.048873965
gene2466	-0.05027509	-0.103093493
gene2467	-0.019433802	-0.092923094
gene2468	0.008550225	0.122792501
gene2469	-0.035005516	-0.074392033
gene2470	0.039214964	0.027271121
gene2471	0.027376439	0.026344995
gene2472	-0.421463768	-0.123036266
gene2473	-0.055997781	0.040019533
gene2474	0.117324304	0.141603805
gene2475	-0.264701298	-0.087557097
gene2476	-0.192498812	0.065412692
gene2477	0.27152933	-0.102810806
gene2478	-0.043267454	-0.007905198
gene2479	-0.311944006	-0.007307443
gene2480	-0.08991996	-0.112376019
gene2481	0.121206136	0.047723041
gene2482	0.222464457	0.010169632
gene2483	0.069971216	-0.109721624
gene2484	0.019658097	-0.005980092
gene2485	0.162314601	0.022720077
gene2486	0.32311664	0.018128857
gene2487	-0.537501147	0.155906227
gene2488	0.223666187	0.132244371
gene2489	-0.09399026	0.086195652
gene2490	0.135774221	-0.000492471
gene2491	0.132287848	0.026183932
gene2492	0.090339056	-0.057283058
gene2493	-0.044297686	0.001469888
gene2494	0.124307741	0.158842638
gene2495	-0.141327295	-0.254478739
gene2496	-0.232715865	-0.232275924
gene2497	-0.163924835	-0.078779574
gene2498	0.337941374	-0.014355293
gene2499	-0.549375985	-0.063692916
gene2500	0.491612024	0.171321973
gene2501	0.115388448	0.131818064
gene2502	-0.001359494	-0.028944333
gene2503	-0.034697914	-0.088281237
gene2504	-0.022246308	-0.057200556
gene2505	-0.11417102	0.065932553
gene2506	-0.295617353	0.103950964
gene2507	-0.234835242	0.184665167
gene2508	0.90374404	0.19604474
gene2509	0.077852907	0.075551033
gene2510	-0.112494492	0.175717406
gene2511	-0.44164923	0.193603998
gene2512	-0.138404117	0.062591395
gene2513	0.124743466	0.092477244
gene2514	-0.02844744	0.03951516
gene2515	0.314508283	0.112017612
gene2516	-0.086763267	-0.047305715
gene2517	0.10219404	0.01137479
gene2518	-0.286894222	-0.22852166
gene2519	0.205104187	0.13116493
gene2520	-0.065643858	0.056641488
gene2521	0.063898892	0.058083934
gene2522	-0.184374409	-0.08118896
gene2523	0.111704516	0.071568936
gene2524	0.11876354	-0.034880566
gene2525	-0.300748059	-0.070022393
gene2526	0.202400946	-0.016731495
gene2527	0.062309052	-0.016731495
gene2528	-0.0512624	-0.082432887
gene2529	0.044812595	0.092330589
gene2530	0.001514323	0.061436368
gene2531	-0.121798388	0.014274804
gene2532	0.024727086	-0.062509201
gene2533	0.3155726	-0.059272939
gene2534	-0.075784859	-0.012417834
gene2535	-0.222679927	0.207000371
gene2536	-0.040505998	0.248782985
gene2537	-0.023108939	0.016164819
gene2538	0.123587411	-0.032485897
gene2539	-0.160798464	0.03984733
gene2540	0.301032871	0.070513106
gene2541	0.823426454	0.158596108
gene2542	-0.361753105	0.000434612
gene2543	0.204790267	0.003613515
gene2544	-0.24183633	0.047444353
gene2545	-0.212813533	-0.006525934
gene2546	-0.204353637	0.056203422
gene2547	-0.181083893	0.092249817
gene2548	0.264038718	0.15969899
gene2549	-0.01402956	0.047746075
gene2550	-0.092572733	0.084378962
gene2551	-0.032886913	-0.065634973
gene2552	-0.094628994	-0.12116569
gene2553	-0.066719575	0.025399373
gene2554	-0.023707032	-0.157004448
gene2555	-0.111366554	-0.074929388
gene2556	0.210485948	0.030912626
gene2557	0.650877478	0.145113074
gene2558	-0.489162768	-0.048303044
gene2559	-0.188708388	-0.048303044
gene2560	-0.139276966	-0.04488331
gene2561	-0.200191838	-0.096417305
gene2562	-0.26403802	0.133266531
gene2563	-0.297336107	0.01799278
gene2564	0.167238392	0.062515841
gene2565	-0.013944373	-0.003065217
gene2566	-0.061421294	0.082057307
gene2567	-0.015331654	-0.003065217
gene2568	0.683366205	-0.001296222
gene2569	0.133488266	-0.054158704
gene2570	0.199273816	-0.031037326
gene2571	0.177744025	-0.095528691
gene2572	0.045595771	0.090069786
gene2573	-0.067290041	0.112091902
gene2574	-0.193745587	0.0489096
gene2575	-0.300186316	0.207859144
gene2576	-0.098600579	0.116718685
gene2577	0	0.089563402
gene2578	0.001378737	-0.08403458
gene2579	0	0.020234484
gene2580	-0.038447399	-0.041402119
gene2581	0	0.104124445
gene2582	-0.405617141	0.035062944
gene2583	-0.026696556	0.07006953
gene2584	0.178263284	0.211812982
gene2585	0.922534585	0.021608418
gene2586	0.141804404	-0.173881264
gene2587	0.479806103	-0.051425329
gene2588	0.068790774	0.015946578
gene2589	0.371208998	0.215757295
gene2590	-0.173709775	0.002505985
gene2591	-0.250204271	0.248427274
gene2592	0.952386407	0.255180848
gene2593	0.658500161	-0.11256538
gene2594	0	-0.010478518
gene2595	0.039877152	0.007511259
gene2596	0.655554469	-0.237002976
gene2597	0.160997595	-0.016335373
gene2598	-0.261030436	-0.133996062
gene2599	0.096706219	0.085239245
gene2600	-0.337332429	0.123830465
gene2601	0	0.0026618
gene2602	-0.032870747	0.0026618
gene2603	0	0.041541294
gene2604	-0.145219092	0.009705818
gene2605	0.378977184	-0.095823908
gene2606	0.061270143	0.053365736
gene2607	0	-0.023323014
gene2608	-0.189600246	-0.03296624
gene2609	-0.1001387	-0.038960805
gene2610	0.181260003	0.022579492
gene2611	-0.103601429	0.016157962
gene2612	0.111031312	0.045953339
gene2613	-0.077614006	0.077774596
gene2614	0	-0.01281997
gene2615	-0.147526294	-0.063586683
gene2616	0.118384942	0.022753883
gene2617	0.103198888	0.14306485
gene2618	-0.272289074	0.046719922
gene2619	-0.059747163	-0.15430373
gene2620	0.625748116	-0.165519822
gene2621	-0.158385097	-0.067114196
gene2622	-0.159305816	-0.061284088
gene2623	-0.25388473	-0.163962323
gene2624	-0.351011304	0.031620759
gene2625	-0.149556642	-0.021574564
gene2626	-0.054767097	-0.137599675
gene2627	0.013132831	0.150045031
gene2628	-0.046533028	-0.176343266
gene2629	-0.083158302	-0.113856212
gene2630	-0.179247615	-0.050344133
gene2631	0.184800959	-0.103161153
gene2632	-0.058298641	-0.103161153
gene2633	0	-0.089136645
gene2634	0.077300325	-0.178019514
gene2635	0.202266761	-0.103161153
gene2636	0.049837352	-0.062883323
gene2637	-0.105402681	-0.062883323
gene2638	-0.246990071	-0.153617362
gene2639	0.070844221	-0.099301641
gene2640	-0.035441393	0.001996119
gene2641	-0.065028028	-0.260837687
gene2642	0.08026089	0.16612252
gene2643	-0.034247569	0.110852662
gene2644	-0.48745183	-0.034024815
gene2645	-0.154181541	-0.102184989
gene2646	0.072086154	-0.019180479
gene2647	0.653522837	-0.161528862
gene2648	0.02893544	0.073925725
gene2649	0.258918297	-0.180043883
gene2650	0.186413124	-0.016536722
gene2651	-0.216408275	-0.15993766
gene2652	0.112264137	0.029095671
gene2653	0.088120112	-0.195711684
gene2654	-0.100479407	-0.174097227
gene2655	-0.168459475	-0.218031627
gene2656	-0.351056873	-0.016985568
gene2657	0.026558291	0.005147381
gene2658	-0.005626457	-0.217398132
gene2659	-0.075561181	-0.176124818
gene2660	0.093574115	0.021077001
gene2661	-0.036658471	0.05226375
gene2662	0.357376931	-0.079914598
gene2663	0.459431619	-0.079914598
gene2664	0.107336539	0.075765288
gene2665	0	0.022760656
gene2666	-0.221054392	0.022760656
gene2667	-0.605721061	0.111105704
gene2668	0.852774047	-0.12174248
gene2669	0.11595429	0.163987436
gene2670	-0.099153114	0.005138307
gene2671	-0.102210963	0.141880609
gene2672	-0.145811944	-0.017085067
gene2673	0.139013188	-0.098539539
gene2674	-0.14754457	0.079594946
gene2675	0	-0.090340485
gene2676	0.029499125	-0.090340485
gene2677	-0.024019365	0.006959049
gene2678	0.059727558	-0.044283196
gene2679	0.14698819	-0.067844478
gene2680	-0.150904065	-0.046014414
gene2681	-0.151539265	0.036575266
gene2682	0.328172036	0.025888307
gene2683	0.171749581	0.025888307
gene2684	0.0551646	-0.03193596
gene2685	-0.040873785	0.067693738
gene2686	0	0.067693738
gene2687	-0.167430661	-0.016228462
gene2688	0.10786833	-0.016228462
gene2689	-0.087095661	-0.197138992
gene2690	-0.230538308	-0.082149041
gene2691	-0.052370095	-0.038939689
gene2692	-0.069802764	-0.082149041
gene2693	-0.920565533	-0.082149041
gene2694	-0.383670152	-0.055810863
gene2695	0.445266303	0.018087757
gene2696	-0.205416317	0.026143973
gene2697	0.113240832	0.026143973
gene2698	0	0.026143973
gene2699	-0.666543222	0.028449971
gene2700	-0.364067127	-0.075921091
gene2701	0.052558534	-0.075921091
gene2702	0.111483108	0.197106904
gene2703	-0.070855263	-0.029079203
gene2704	-0.072836087	-0.077975652
gene2705	-0.003285302	-0.009111284
gene2706	0.008719942	-0.001964187
gene2707	-0.201932322	-0.001964187
gene2708	-0.142161237	0.041129175
gene2709	0.053468425	-0.101408728
gene2710	0.178471118	-0.101408728
gene2711	0	-0.099535674
gene2712	0.010243675	-0.028549315
gene2713	0.040899833	-0.027879033
gene2714	-0.163997877	-0.172336096
gene2715	-0.181234317	0.047402869
gene2716	-0.182740208	-0.10433666
gene2717	-0.06404074	-0.065793248
gene2718	-0.145687543	0.025355574
gene2719	-0.1521503	0.043445781
gene2720	0	-0.045011615
gene2721	0.048348136	0.003679676
gene2722	0.483209002	-0.184122404
gene2723	-0.172533382	-0.127326172
gene2724	-0.045338526	-0.0465691
gene2725	-0.160487616	-0.081517432
gene2726	-0.486580735	-0.043586095
gene2727	-0.040771409	-0.15514772
gene2728	0.041111383	0.017470257
gene2729	0.169429358	0.017470257
gene2730	0.00357324	0.071128327
gene2731	-0.086038016	0.02386221
gene2732	0.18921957	0.123891911
gene2733	-0.1729331	0.03948675
gene2734	0.225237897	0.098352396
gene2735	0.11729307	-0.107878355
gene2736	0.119826743	-0.047163822
gene2737	-0.148933737	0.130107964
gene2738	0	-0.0261408
gene2739	0.880418384	0.118072112
gene2740	-0.870716983	0.044228134
gene2741	-0.217182727	-0.002196886
gene2742	0.164540053	0.168197923
gene2743	0.528019797	0.25100185
gene2744	0.039355057	0.091538027
gene2745	-0.034841749	-0.041782714
gene2746	-0.468137146	0.021351056
gene2747	-0.051750715	-0.006578648
gene2748	-0.722004265	0.014897274
gene2749	-0.16935116	0.028948092
gene2750	-0.012536564	-0.060555097
gene2751	0.12650935	0.093919742
gene2752	0.3997167	0.209133201
gene2753	-0.204417691	0.137123317
gene2754	-0.087594001	0.033914978
gene2755	0.11287057	0.079544198
gene2756	-0.095175758	0.078177631
gene2757	-0.039638478	-0.007549442
gene2758	0.055294849	0.014831351
gene2759	-0.038913221	0.152882517
gene2760	-0.342229535	0.028212737
gene2761	-0.18903944	0.121955066
gene2762	0.135061015	0.153466579
gene2763	-0.178988447	-0.013747759
gene2764	-0.000302399	-0.067786359
gene2765	-0.026253663	-0.073248982
gene2766	0.029219028	-0.025738472
gene2767	-0.248469844	-0.172577065
gene2768	-0.086975752	-0.0783182
gene2769	0.493929498	0.130067609
gene2770	0.278929516	0.200577483
gene2771	0.207160094	0.200577483
gene2772	0.783921353	0.027693449
gene2773	0.208822907	-0.045884628
gene2774	0.17943135	0.001709861
gene2775	-0.157296542	0.012134643
gene2776	0.053818156	0.032286722
gene2777	0.028127382	-0.000897478
gene2778	0	0.162289432
gene2779	0.008762376	0.210708711
gene2780	-0.114086122	-0.197424341
gene2781	0.024422304	-0.038579377
gene2782	-0.282588404	0.069832496
gene2783	-0.344932189	0.043975242
gene2784	-0.983880335	-0.195484865
gene2785	0.143573949	-0.051022075
gene2786	0.539256803	0.194366837
gene2787	0.344498506	0.021710618
gene2788	0.481567361	-0.044408208
gene2789	0.408805546	0.031878723
gene2790	-0.153965823	0.056847058
gene2791	0.573072333	0.121674462
gene2792	-0.040130623	0.028047893
gene2793	-0.247173701	0.064092844
gene2794	0.120349582	0.058412711
gene2795	-0.046514163	-0.144389909
gene2796	-0.069564441	0.005364293
gene2797	0.083651127	0.082165179
gene2798	-0.275789715	0.029428508
gene2799	-0.028632153	-0.124388479
gene2800	0.133439434	-0.012769556
gene2801	-0.328269622	-0.00303832
gene2802	-0.374474327	0.049821464
gene2803	-0.015110295	0.058604253
gene2804	-0.05372887	-0.012691084
gene2805	0.031300067	-0.01041008
gene2806	0	0.068037521
gene2807	-0.845525833	0.083153179
gene2808	-0.239954244	0.114428789
gene2809	-0.837006501	-0.137884735
gene2810	-0.070035769	0.147247645
gene2811	0.01025436	0.041306974
gene2812	-0.094811607	0.02130601
gene2813	0.047897687	0.167831321
gene2814	-0.117544316	0.066837293
gene2815	0.064189792	0.013122658
gene2816	-0.519384256	-0.03796785
gene2817	0.266065734	-0.027558508
gene2818	-0.21727804	0.186679331
gene2819	0.089354404	0.066119561
gene2820	0	0.034245798
gene2821	0.000788573	-0.010153366
gene2822	0.049588991	-0.071532867
gene2823	0	-0.071532867
gene2824	-0.037522959	0.061080876
gene2825	-0.095084309	0.089804658
gene2826	0.700439718	-0.014779511
gene2827	0.723482365	0.135928816
gene2828	0	-0.137099605
gene2829	-0.076752406	-0.040361223
gene2830	0.989713361	-0.007129464
gene2831	0.001439289	-0.010268335
gene2832	-0.074594397	0.017754994
gene2833	-0.229101443	0.107523238
gene2834	0.703188582	0.001402263
gene2835	-0.294132864	0.074371543
gene2836	-0.025481951	-0.018243974
gene2837	-0.320982709	-0.026039473
gene2838	-0.241969386	0.055596964
gene2839	0.183148697	0.040022935
gene2840	0	0.040022935
gene2841	-0.034827206	-0.15083916
gene2842	-0.021965067	0.139627347
gene2843	0.196272344	-0.01143112
gene2844	0.189024922	-0.043452006
gene2845	0	-0.130921833
gene2846	-0.185975396	-0.053308844
gene2847	-0.111970303	-0.007489959
gene2848	0.382501376	-0.123901986
gene2849	0.355553066	-0.033542018
gene2850	0.856325891	-0.063056682
gene2851	0.152935962	-0.000477635
gene2852	-0.06882429	0.03101763
gene2853	0.055144204	-0.242182631
gene2854	-0.10676931	0.110508827
gene2855	0.072461045	-0.062404508
gene2856	-0.107593193	0.005890563
gene2857	0.304029799	0.063448629
gene2858	-0.03147544	0.035416773
gene2859	0.188316233	0.062308848
gene2860	-0.393008901	-0.015238953
gene2861	0	0.204358499
gene2862	0.275922387	-0.068768463
gene2863	0.03112438	-0.067114196
gene2864	0.112509763	-0.019789073
gene2865	-0.051191424	-0.146533606
gene2866	0.174893747	-0.066308356
gene2867	-0.374807654	0.067276808
gene2868	0	0.067276808
gene2869	-0.252701176	0.149143439
gene2870	0.021683729	-0.166420761
gene2871	0.80934165	0.15916166
gene2872	-0.014355293	0.086363645
gene2873	0.039753245	0.000480338
gene2874	0.054104057	0.010072136
gene2875	0.353687417	0.079165647
gene2876	-0.027573426	-0.004831535
gene2877	0.094940286	0.049024801
gene2878	0.092535614	-0.109482216
gene2879	0.326027495	0.005041989
gene2880	-0.525843195	0.204368155
gene2881	-0.003764191	0.143727484
gene2882	-0.243657955	-0.11209056
gene2883	0.169212383	-0.071805891
gene2884	-0.01884972	0.03671906
gene2885	0.024714598	-0.179952664
gene2886	0.063903052	-0.069889111
gene2887	0.30150531	0.083983489
gene2888	-0.259400242	-0.065552573
gene2889	0	0.11851618
gene2890	0.184108276	-0.041390584
gene2891	0	-0.052428896
gene2892	0.068557846	0.176111146
gene2893	0.483024161	-0.016620514
gene2894	0.642540462	-0.132684553
gene2895	-0.007688391	0.008632457
gene2896	-0.141985681	0.23976529
gene2897	-0.255175664	-0.025518048
gene2898	0.060131782	0.027659339
gene2899	-0.076318152	-0.003478171
gene2900	0.072653688	-0.045566713
gene2901	0.095410894	0.062488687
gene2902	-0.140590128	0.141734375
gene2903	-0.155021285	0.006448364
gene2904	0.457607676	0.117193647
gene2905	0.460297804	0.046650093
gene2906	0.14881272	0.260642978
gene2907	-0.27912165	-0.055434755
gene2908	0.234618946	0.196747464
gene2909	-0.281635474	0.008545997
gene2910	-0.240250182	-0.005437299
gene2911	0.280658317	0.10454248
gene2912	-0.578620974	0.033407599
gene2913	-0.231913291	-0.134684721
gene2914	0.162562043	-0.112919215
gene2915	-0.016775713	-0.018864632
gene2916	0.115067096	-0.033003041
gene2917	-0.131504783	-0.096587705
gene2918	-0.053559476	0.070904668
gene2919	-0.093378997	-0.115171043
gene2920	-0.33157428	-0.017866421
gene2921	0.654113922	0.037722787
gene2922	0.168399971	-0.103111128
gene2923	-0.082303382	0.092651624
gene2924	-0.125540008	-0.022224936
gene2925	0.125563535	0.124919855
gene2926	-0.46729979	0.02640438
gene2927	-0.074454973	-0.106780448
gene2928	-0.209453366	0.240198081
gene2929	-0.010896928	0.048251458
gene2930	0.11854979	0.07480008
gene2931	-0.124027009	0.059148924
gene2932	-0.009818464	0.099408614
gene2933	-0.0768131	-0.061331236
gene2934	-0.132855108	-0.064109225
gene2935	0.058680729	0.009663097
gene2936	0.037456078	-0.047273079
gene2937	-0.640808599	-0.076505986
gene2938	-0.12027711	-0.018520088
gene2939	-0.33385207	-0.080543427
gene2940	0.421463768	0.031773325
gene2941	0.079070346	0.049299071
gene2942	-0.019050956	-0.018739393
gene2943	0	0.014390005
gene2944	0.008651452	0.075081859
gene2945	-0.152322769	-0.110173962
gene2946	-0.641929521	-0.030038826
gene2947	-0.192259176	0.030961398
gene2948	0.262823192	-0.023249689
gene2949	-0.21514658	-0.023249689
gene2950	-0.171123751	-0.023249689
gene2951	0.096191547	0.133251919
gene2952	-0.043846371	0.049492497
gene2953	0.444094897	-0.037278412
gene2954	0.167192254	-0.050364783
gene2955	-0.234018849	0.050001767
gene2956	-0.457850583	0.097251637
gene2957	0.467504919	-0.059910848
gene2958	0	-0.054097157
gene2959	0.254997087	0.088791042
gene2960	0.191196333	0.008985673
gene2961	-0.084352833	-0.087081444
gene2962	-0.002703803	0.011124938
gene2963	0.197202801	0.127781982
gene2964	-0.061215495	0
gene2965	-0.074996202	-0.00807669
gene2966	0.176419754	0.093374062
gene2967	0.027430802	0.130858872
gene2968	0.086899222	0.024706986
gene2969	0.930068039	0.042590187
gene2970	-0.158569764	0.06056823
gene2971	-0.227946293	0.007258858
gene2972	-0.158938888	-0.028805195
gene2973	0.042054206	0.086646083
gene2974	-0.169626461	0.017573787
gene2975	-0.321344427	0.021073922
gene2976	-0.142308756	0.050095329
gene2977	0.004538427	0.025803755
gene2978	-0.345399975	-0.03221334
gene2979	-0.648580608	0.168720814
gene2980	0.016678741	0.035189428
gene2981	0.127231628	-0.004386428
gene2982	0.066621051	0.092356235
gene2983	0.010426397	0.057191907
gene2984	-0.069669175	0.085990453
gene2985	0.029141817	-0.000915706
gene2986	-0.003914233	-0.014787523
gene2987	-0.394341166	0.085518071
gene2988	0.192532151	-0.001827932
gene2989	0.138235021	0.06266065
gene2990	-0.100825643	0.023108263
gene2991	-0.140031017	-0.079054553
gene2992	-0.357354466	0.068404505
gene2993	0.261745121	0.130130279
gene2994	0.062398802	-0.193894706
gene2995	-0.00909883	0.00921853
gene2996	-0.182733394	-0.115958196
gene2997	0.098025317	0.094162741
gene2998	0.104450719	0.092294021
gene2999	0.486628679	0.074841664
gene3000	0.034684961	0.115285668
gene3001	0.390374016	0.119211577
gene3002	-0.158586798	0.068051599
gene3003	0.087579999	0.08757234
gene3004	0.140719301	-0.113091997
gene3005	-0.107351022	0.056038389
gene3006	-0.143097292	0.043548387
gene3007	-0.10337656	0.068267405
gene3008	-0.175940464	-0.100739089
gene3009	0.201618772	-0.026993146
gene3010	0.109661478	-0.086583002
gene3011	0.092508914	0.011148384
gene3012	0.069752341	0.037131748
gene3013	-0.073852575	-0.073339271
gene3014	0.191250046	0.11189288
gene3015	0.04023215	-0.056772252
gene3016	-0.089289139	-0.089001456
gene3017	0	0.082847709
gene3018	0.043310412	0.000495686
gene3019	-0.161123109	0.049341931
gene3020	0.14807378	0.054614026
gene3021	0	-0.049020402
gene3022	-0.102519011	0.059437605
gene3023	-0.096713669	-0.151227838
gene3024	-0.113885614	-0.076532125
gene3025	-0.096765452	0.027063922
gene3026	-0.175734942	0.08837228
gene3027	-0.10082437	-0.025000395
gene3028	0.256934715	-0.047123912
gene3029	-0.86411053	-0.019756811
gene3030	0.178669879	-0.044041052
gene3031	0.111588647	-0.014832499
gene3032	-0.499031342	-0.068240123
gene3033	-0.058677307	-0.032350793
gene3034	0.045273919	-0.042746314
gene3035	0.036576482	-0.057647659
gene3036	0	0.132431506
gene3037	-0.814838025	0.019610192
gene3038	-0.19878528	0.038437096
gene3039	0.476455991	0.022596298
gene3040	-0.437674554	0.04374276
gene3041	-0.052755905	-0.119999776
gene3042	-0.002013933	-0.025889585
gene3043	-0.005572948	0.068562185
gene3044	-0.049042877	-0.07974595
gene3045	0.281850656	0.102079104
gene3046	-0.756214118	0.078274819
gene3047	-0.114879803	0.096652763
gene3048	0.034607634	-0.003430905
gene3049	-0.312850119	-0.013738187
gene3050	0.110707123	0.094147155
gene3051	0.070466603	0.212899844
gene3052	0.117586641	-0.115287242
gene3053	0.16341989	0.017192789
gene3054	0.157844393	-0.032905993
gene3055	0.369324999	0.197140405
gene3056	0.232273378	-0.108702301
gene3057	-0.482465427	-0.145760455
gene3058	0.048868905	-0.010569242
gene3059	0.125396509	0.042700438
gene3060	-0.195458862	0.134999776
gene3061	-0.003316195	0.028713894
gene3062	-0.068178514	0.161214595
gene3063	0.037040168	0.211652127
gene3064	-0.248840367	0.10530576
gene3065	0.178136803	0.03002431
gene3066	0.09804148	0.097780386
gene3067	0.090186836	0.100242271
gene3068	0.055266053	0.083144877
gene3069	-0.006981021	0.086431731
gene3070	0.20930985	0.086431731
gene3071	0.082673808	0.115634177
gene3072	0.27337635	0.138526759
gene3073	0.115153634	0.077352936
gene3074	0.034508019	-0.09127741
gene3075	-0.066629794	0.049961628
gene3076	-0.121381942	0.085738959
gene3077	-0.076757794	0.045012765
gene3078	-0.161988648	0.105653904
gene3079	0.132755209	0.021068606
gene3080	-0.30775695	-0.029632776
gene3081	-0.152275274	-0.110721001
gene3082	-0.272783593	-0.148084807
gene3083	0.252721611	0.049932426
gene3084	0	-0.075629825
gene3085	0.382822643	0.082264124
gene3086	0.267151074	0.260957443
gene3087	0.15508599	0.09209497
gene3088	-0.019895599	-0.009463432
gene3089	-0.036083621	0.033582601
gene3090	0.101908014	0.066467972
gene3091	-0.170977487	0.009264273
gene3092	-0.121954882	0.019254557
gene3093	-0.13051114	0.034168736
gene3094	0.948619396	0.034168736
gene3095	-0.417414263	-0.036080256
gene3096	-0.331330396	-0.190550674
gene3097	-0.029836903	-0.058607371
gene3098	-0.059412102	-0.119835396
gene3099	-0.062337455	-0.044804834
gene3100	-0.050189575	0.047886741
gene3101	-0.219363364	-0.028099971
gene3102	-0.064675874	0.113285986
gene3103	0.103951807	-0.068547115
gene3104	-0.135713188	-0.004532821
gene3105	0.105887144	0.061975762
gene3106	0.094674899	0.025248403
gene3107	-0.022164172	-0.216058977
gene3108	-0.231601898	0.00103234
gene3109	-0.339437477	-0.0216526
gene3110	-0.082452173	0.114273065
gene3111	-0.042032707	0.011328983
gene3112	-0.329389738	-0.028578585
gene3113	-0.080678405	-0.087993146
gene3114	0.11259735	-0.14789049
gene3115	-0.096853749	-0.136950873
gene3116	-0.129678547	0.059297184
gene3117	0.09168241	0.113656782
gene3118	-0.024712877	0.090382132
gene3119	0.063644663	0.086755208
gene3120	-0.129336961	0.024002331
gene3121	0.113701807	0.15173491
gene3122	-0.036970335	0.032010395
gene3123	-0.159790861	0.136138843
gene3124	-0.070389328	0.042204293
gene3125	0.804323211	0.103461377
gene3126	0.012703524	-0.2370821
gene3127	0	-0.052359623
gene3128	0.21541735	-0.116714978
gene3129	-0.001577147	0.239471527
gene3130	-0.085680524	0.099657056
gene3131	0	0.150452257
gene3132	-0.140034568	-0.193760268
gene3133	-0.037485064	0.043586095
gene3134	-0.303695628	-0.070561497
gene3135	-0.222708258	0.016689767
gene3136	0.382288484	0.070116171
gene3137	-0.05317601	0.116894646
gene3138	-0.497950657	0.225414786
gene3139	-0.102879285	-0.062012378
gene3140	0.639347537	0.111427304
gene3141	0.266700019	0.111427304
gene3142	-0.86159451	0.147106625
gene3143	0.168150918	0.066807442
gene3144	-0.20481271	-0.135983564
gene3145	-0.392710538	-0.000447555
gene3146	-0.068947354	0.020895822
gene3147	0.043057167	0.036477267
gene3148	0.256026846	0.059574733
gene3149	-0.143746533	-0.084340542
gene3150	0.637429921	0.202330192
gene3151	-0.163063956	0.202330192
gene3152	-0.047839099	-0.044583868
gene3153	-0.917822592	0.09660201
gene3154	0.057060394	-0.010896148
gene3155	0.12872361	0.010088818
gene3156	0	-0.010373254
gene3157	-0.10058083	-0.080503573
gene3158	0.062816302	0.1820659
gene3159	-0.221931688	0.1820659
gene3160	0	0.1820659
gene3161	-0.065160711	0.080439697
gene3162	-0.076993878	-0.090765464
gene3163	0.459244511	0.042295615
gene3164	0.335656024	0.005221143
gene3165	-0.321570801	0.067452881
gene3166	-0.556049809	0.01660409
gene3167	0.070562871	-0.069222807
gene3168	-0.131951131	-0.155633893
gene3169	0.614878079	-0.086189648
gene3170	0.076445616	-0.076375389
gene3171	0.078790322	-0.001935205
gene3172	0.243223756	-0.106058065
gene3173	-0.127325865	0.048489846
gene3174	0	0.020673568
gene3175	-0.101745185	0.103558204
gene3176	-0.121250499	-0.035381216
gene3177	0.07019543	0.086219149
gene3178	-0.047264927	-0.157259191
gene3179	0.198231267	0.070342305
gene3180	0.558938583	0.029036971
gene3181	0.237332197	-0.028921609
gene3182	0.22336426	-0.009781021
gene3183	0.161313566	0.039727491
gene3184	0.038660964	0.075059011
gene3185	-0.296968165	-0.109486395
gene3186	-0.014132354	0.131721171
gene3187	0.18446161	0.036839873
gene3188	0.414861034	-0.136460442
gene3189	0	-0.043932467
gene3190	0.888048964	-0.015962053
gene3191	0.823523414	-0.021827633
gene3192	0.139315576	0.025280649
gene3193	-0.052301201	0.06744021
gene3194	0.402209918	-0.061468801
gene3195	0.053464717	-0.08173651
gene3196	-0.059459385	0.130050884
gene3197	0.110940437	-0.123623456
gene3198	0.097612822	0.092726034
gene3199	0.007201398	0.148086564
gene3200	0.044842242	0.197951631
gene3201	0.035560675	0.062550764
gene3202	0.67762678	0.012711052
gene3203	-0.203276318	0.012711052
gene3204	-0.003910502	-0.186160104
gene3205	0.052422781	-0.107383535
gene3206	0.078777113	0.132661494
gene3207	-0.251235356	-0.023811755
gene3208	0.429619674	-0.070389328
gene3209	-0.085720982	0.016620031
gene3210	0.002145804	0.057369027
gene3211	-0.374028008	0.022985537
gene3212	-0.008417148	0.09792992
gene3213	-0.062597324	-0.045064672
gene3214	-0.036899583	-0.003371222
gene3215	0.449965697	0.096785063
gene3216	0.17417731	-0.006959948
gene3217	0.874469118	0.049496141
