"","x","runningScore","position","ymin","ymax","geneList","Description"
"51",51,-0.00411954765751212,0,0,0,2.4689309844272,"DNA replication"
"52",52,-0.00420032310177706,0,0,0,2.46013932538693,"DNA replication"
"53",53,-0.004281098546042,0,0,0,2.44693353068464,"DNA replication"
"54",54,-0.00436187399030695,0,0,0,2.43770328421161,"DNA replication"
"55",55,-0.00444264943457189,0,0,0,2.42216462691667,"DNA replication"
"56",56,-0.00452342487883683,0,0,0,2.41874823716783,"DNA replication"
"57",57,-0.00460420032310178,0,0,0,2.41872027138629,"DNA replication"
"58",58,-0.00468497576736672,0,0,0,2.41518776914574,"DNA replication"
"59",59,-0.00476575121163166,0,0,0,2.40778308080024,"DNA replication"
"60",60,-0.00484652665589661,0,0,0,2.37633010514165,"DNA replication"
"61",61,-0.00492730210016155,0,0,0,2.37600161440676,"DNA replication"
"62",62,-0.00500807754442649,0,0,0,2.37336571483027,"DNA replication"
"63",63,-0.00508885298869144,0,0,0,2.37282076305454,"DNA replication"
"64",64,-0.00516962843295638,0,0,0,2.36981856605078,"DNA replication"
"65",65,-0.00525040387722132,0,0,0,2.3625624169791,"DNA replication"
"66",66,-0.00533117932148627,0,0,0,2.35506049138685,"DNA replication"
"67",67,-0.00541195476575121,0,0,0,2.35443895996355,"DNA replication"
"68",68,-0.00549273021001615,0,0,0,2.34711414400842,"DNA replication"
"69",69,-0.0055735056542811,0,0,0,2.34008550822467,"DNA replication"
"70",70,-0.00565428109854604,0,0,0,2.33401302222811,"DNA replication"
"71",71,-0.00573505654281099,0,0,0,2.33159347644854,"DNA replication"
"72",72,-0.00581583198707593,0,0,0,2.32813572232542,"DNA replication"
"73",73,-0.00589660743134087,0,0,0,2.31757432136409,"DNA replication"
"74",74,-0.00597738287560582,0,0,0,2.30958990186447,"DNA replication"
"75",75,-0.00605815831987076,0,0,0,2.28817170180098,"DNA replication"
"76",76,-0.0061389337641357,0,0,0,2.28536454045819,"DNA replication"
"77",77,-0.00621970920840065,0,0,0,2.28409005788997,"DNA replication"
"78",78,-0.00630048465266559,0,0,0,2.28257378157491,"DNA replication"
"79",79,-0.00638126009693053,0,0,0,2.28164291672685,"DNA replication"
"80",80,-0.00646203554119548,0,0,0,2.27943678261934,"DNA replication"
"81",81,-0.00654281098546042,0,0,0,2.27589510769316,"DNA replication"
"82",82,-0.00662358642972536,0,0,0,2.2676095771495,"DNA replication"
"83",83,-0.00670436187399031,0,0,0,2.25632822477146,"DNA replication"
"84",84,-0.00678513731825525,0,0,0,2.25209188180157,"DNA replication"
"85",85,-0.00686591276252019,0,0,0,2.25075941769641,"DNA replication"
"86",86,-0.00694668820678514,0,0,0,2.23857474905902,"DNA replication"
"87",87,-0.00702746365105008,0,0,0,2.23657190148115,"DNA replication"
"88",88,-0.00710823909531502,0,0,0,2.23212818555161,"DNA replication"
"89",89,-0.00718901453957997,0,0,0,2.22311743435345,"DNA replication"
"90",90,-0.00726978998384491,0,0,0,2.1969998556433,"DNA replication"
"91",91,-0.00735056542810985,0,0,0,2.17042139894045,"DNA replication"
"92",92,-0.0074313408723748,0,0,0,2.16062911605466,"DNA replication"
"93",93,-0.00751211631663974,0,0,0,2.15974129228883,"DNA replication"
"94",94,-0.00759289176090469,0,0,0,2.14940275008204,"DNA replication"
"95",95,-0.00767366720516963,0,0,0,2.11585870189465,"DNA replication"
"96",96,-0.00775444264943457,0,0,0,2.09252706807375,"DNA replication"
"97",97,-0.00783521809369952,0,0,0,2.08932405627602,"DNA replication"
"98",98,-0.00791599353796446,0,0,0,2.07957649350856,"DNA replication"
"99",99,-0.0079967689822294,0,0,0,2.07021480021647,"DNA replication"
"100",100,-0.00807754442649435,0,0,0,2.06836296999971,"DNA replication"
"101",101,-0.00815831987075929,0,0,0,2.05346907479721,"DNA replication"
"102",102,-0.00823909531502423,0,0,0,2.04681066073153,"DNA replication"
"103",103,-0.00831987075928918,0,0,0,2.04674826295705,"DNA replication"
"104",104,-0.00840064620355412,0,0,0,2.03535217092339,"DNA replication"
"105",105,-0.00848142164781906,0,0,0,2.03446925194288,"DNA replication"
"106",106,-0.00856219709208401,0,0,0,2.02292361041168,"DNA replication"
"107",107,-0.00864297253634895,0,0,0,2.01940276943022,"DNA replication"
"108",108,-0.00872374798061389,0,0,0,2.0110075436176,"DNA replication"
"109",109,0.0733448617823486,1,-0.0365447124459631,0.0365447124459631,2.01082077632796,"DNA replication"
"110",110,0.0732640863380837,0,0,0,2.00517449045459,"DNA replication"
"111",111,0.0731833108938187,0,0,0,1.98767921743432,"DNA replication"
"112",112,0.0731025354495538,0,0,0,1.98145681473569,"DNA replication"
"113",113,0.0730217600052888,0,0,0,1.97664177433774,"DNA replication"
"114",114,0.0729409845610239,0,0,0,1.96714274123572,"DNA replication"
"115",115,0.072860209116759,0,0,0,1.96663777427496,"DNA replication"
"116",116,0.072779433672494,0,0,0,1.96510495750906,"DNA replication"
"117",117,0.15261724341468,1,-0.0365447124459631,0.0365447124459631,1.95616237474706,"DNA replication"
"118",118,0.152536467970415,0,0,0,1.93745837908873,"DNA replication"
"119",119,0.15245569252615,0,0,0,1.93633630503896,"DNA replication"
"120",120,0.152374917081885,0,0,0,1.9352970769953,"DNA replication"
"121",121,0.15229414163762,0,0,0,1.92234959468047,"DNA replication"
"122",122,0.152213366193355,0,0,0,1.92023037511235,"DNA replication"
"123",123,0.15213259074909,0,0,0,1.91561704401602,"DNA replication"
"124",124,0.152051815304825,0,0,0,1.90946383220216,"DNA replication"
"125",125,0.151971039860561,0,0,0,1.90926135308883,"DNA replication"
"126",126,0.151890264416296,0,0,0,1.90556629465026,"DNA replication"
"127",127,0.151809488972031,0,0,0,1.90219183113301,"DNA replication"
"128",128,0.151728713527766,0,0,0,1.89799966453608,"DNA replication"
"129",129,0.151647938083501,0,0,0,1.8973845440923,"DNA replication"
"130",130,0.151567162639236,0,0,0,1.8900079550939,"DNA replication"
"131",131,0.151486387194971,0,0,0,1.88880999967824,"DNA replication"
"132",132,0.151405611750706,0,0,0,1.88621911841208,"DNA replication"
"133",133,0.151324836306441,0,0,0,1.87570713027188,"DNA replication"
"134",134,0.151244060862176,0,0,0,1.86743524705447,"DNA replication"
"135",135,0.151163285417911,0,0,0,1.85941881550488,"DNA replication"
"136",136,0.151082509973646,0,0,0,1.85726845073093,"DNA replication"
"137",137,0.151001734529381,0,0,0,1.85434640933315,"DNA replication"
"138",138,0.150920959085116,0,0,0,1.84414811842538,"DNA replication"
"139",139,0.150840183640851,0,0,0,1.83777034208248,"DNA replication"
"140",140,0.150759408196586,0,0,0,1.83187832543631,"DNA replication"
"141",141,0.150678632752321,0,0,0,1.83034286628812,"DNA replication"
"142",142,0.150597857308056,0,0,0,1.8302204127078,"DNA replication"
"143",143,0.150517081863792,0,0,0,1.82760317537103,"DNA replication"
"144",144,0.150436306419527,0,0,0,1.81958472937547,"DNA replication"
"145",145,0.150355530975262,0,0,0,1.81934689137861,"DNA replication"
"146",146,0.150274755530997,0,0,0,1.81470187621389,"DNA replication"
"147",147,0.150193980086732,0,0,0,1.80940373672263,"DNA replication"
"148",148,0.150113204642467,0,0,0,1.80754323945226,"DNA replication"
"149",149,0.150032429198202,0,0,0,1.80698763118446,"DNA replication"
"150",150,0.149951653753937,0,0,0,1.80587208015658,"DNA replication"
"151",151,0.149870878309672,0,0,0,1.79924655244532,"DNA replication"
"152",152,0.149790102865407,0,0,0,1.79891263060723,"DNA replication"
"153",153,0.149709327421142,0,0,0,1.79858084558316,"DNA replication"
"154",154,0.149628551976877,0,0,0,1.78607928369175,"DNA replication"
"155",155,0.149547776532612,0,0,0,1.7848715021521,"DNA replication"
"156",156,0.149467001088347,0,0,0,1.77459052615911,"DNA replication"
"157",157,0.149386225644082,0,0,0,1.77422320823974,"DNA replication"
"158",158,0.149305450199817,0,0,0,1.77325283766689,"DNA replication"
"159",159,0.149224674755552,0,0,0,1.77046251167591,"DNA replication"
"160",160,0.149143899311287,0,0,0,1.76033528138796,"DNA replication"
"161",161,0.149063123867023,0,0,0,1.75787238551618,"DNA replication"
"162",162,0.148982348422758,0,0,0,1.74952903026857,"DNA replication"
"163",163,0.148901572978493,0,0,0,1.74670399810057,"DNA replication"
"164",164,0.148820797534228,0,0,0,1.73867153961922,"DNA replication"
"165",165,0.148740022089963,0,0,0,1.73584654855835,"DNA replication"
"166",166,0.148659246645698,0,0,0,1.73334611104394,"DNA replication"
"167",167,0.148578471201433,0,0,0,1.7317068213935,"DNA replication"
"168",168,0.148497695757168,0,0,0,1.73099500343839,"DNA replication"
"169",169,0.148416920312903,0,0,0,1.7086556728681,"DNA replication"
"170",170,0.148336144868638,0,0,0,1.69865567921754,"DNA replication"
"171",171,0.148255369424373,0,0,0,1.69786991419451,"DNA replication"
"172",172,0.148174593980108,0,0,0,1.69742540020716,"DNA replication"
"173",173,0.148093818535843,0,0,0,1.69247474334041,"DNA replication"
"174",174,0.148013043091578,0,0,0,1.69082435045383,"DNA replication"
"175",175,0.147932267647313,0,0,0,1.68939691474529,"DNA replication"
"176",176,0.147851492203048,0,0,0,1.68479875385302,"DNA replication"
"177",177,0.147770716758783,0,0,0,1.68431657055544,"DNA replication"
"178",178,0.147689941314519,0,0,0,1.68175340623312,"DNA replication"
"179",179,0.147609165870254,0,0,0,1.67520550505634,"DNA replication"
"180",180,0.147528390425989,0,0,0,1.66981954836122,"DNA replication"
"181",181,0.147447614981724,0,0,0,1.66185821360782,"DNA replication"
"182",182,0.147366839537459,0,0,0,1.66149992349036,"DNA replication"
"183",183,0.147286064093194,0,0,0,1.64916056568267,"DNA replication"
"184",184,0.147205288648929,0,0,0,1.64880219482811,"DNA replication"
"185",185,0.147124513204664,0,0,0,1.64740976753617,"DNA replication"
"186",186,0.147043737760399,0,0,0,1.64501822038253,"DNA replication"
"187",187,0.146962962316134,0,0,0,1.64389884231658,"DNA replication"
"188",188,0.146882186871869,0,0,0,1.63732886778798,"DNA replication"
"189",189,0.146801411427604,0,0,0,1.63696714016435,"DNA replication"
"190",190,0.146720635983339,0,0,0,1.63489796691618,"DNA replication"
"191",191,0.146639860539074,0,0,0,1.63411622868035,"DNA replication"
"192",192,0.146559085094809,0,0,0,1.62819906599342,"DNA replication"
"193",193,0.146478309650544,0,0,0,1.62650999376696,"DNA replication"
"194",194,0.146397534206279,0,0,0,1.62505854435403,"DNA replication"
"195",195,0.146316758762014,0,0,0,1.62352176036506,"DNA replication"
"196",196,0.14623598331775,0,0,0,1.62154963535437,"DNA replication"
"197",197,0.146155207873485,0,0,0,1.61998025701382,"DNA replication"
"198",198,0.14607443242922,0,0,0,1.61892418928511,"DNA replication"
"199",199,0.145993656984955,0,0,0,1.61739093551617,"DNA replication"
"200",200,0.14591288154069,0,0,0,1.61502872734756,"DNA replication"
"201",201,0.145832106096425,0,0,0,1.60916031940894,"DNA replication"
"202",202,0.14575133065216,0,0,0,1.608631269989,"DNA replication"
"203",203,0.145670555207895,0,0,0,1.60773418538135,"DNA replication"
"204",204,0.14558977976363,0,0,0,1.5947372349711,"DNA replication"
"205",205,0.145509004319365,0,0,0,1.5945538527322,"DNA replication"
"206",206,0.1454282288751,0,0,0,1.59069780116146,"DNA replication"
"207",207,0.145347453430835,0,0,0,1.58722501594921,"DNA replication"
"208",208,0.14526667798657,0,0,0,1.5869795234971,"DNA replication"
"209",209,0.145185902542305,0,0,0,1.58662359092119,"DNA replication"
"210",210,0.14510512709804,0,0,0,1.5858560358182,"DNA replication"
"211",211,0.145024351653775,0,0,0,1.58537130659627,"DNA replication"
"212",212,0.14494357620951,0,0,0,1.58214841507708,"DNA replication"
"213",213,0.144862800765245,0,0,0,1.57153006172923,"DNA replication"
"214",214,0.144782025320981,0,0,0,1.56191437270487,"DNA replication"
"215",215,0.144701249876716,0,0,0,1.55413086303962,"DNA replication"
"216",216,0.144620474432451,0,0,0,1.55412964533532,"DNA replication"
"217",217,0.144539698988186,0,0,0,1.54658373078603,"DNA replication"
"218",218,0.144458923543921,0,0,0,1.54344005633119,"DNA replication"
"219",219,0.144378148099656,0,0,0,1.54245888304185,"DNA replication"
"220",220,0.144297372655391,0,0,0,1.53375881399875,"DNA replication"
"221",221,0.144216597211126,0,0,0,1.53341118241257,"DNA replication"
"222",222,0.144135821766861,0,0,0,1.53065214696885,"DNA replication"
"223",223,0.144055046322596,0,0,0,1.52996553916593,"DNA replication"
"224",224,0.143974270878331,0,0,0,1.51351580018853,"DNA replication"
"225",225,0.143893495434066,0,0,0,1.51286334171385,"DNA replication"
"226",226,0.143812719989801,0,0,0,1.51094517486462,"DNA replication"
"227",227,0.143731944545536,0,0,0,1.50430969748143,"DNA replication"
"228",228,0.143651169101271,0,0,0,1.50004566119953,"DNA replication"
"229",229,0.143570393657006,0,0,0,1.49786699934298,"DNA replication"
"230",230,0.143489618212741,0,0,0,1.49628603764966,"DNA replication"
"231",231,0.143408842768477,0,0,0,1.48533840945111,"DNA replication"
"232",232,0.143328067324212,0,0,0,1.48342345653429,"DNA replication"
"233",233,0.143247291879947,0,0,0,1.47982621689592,"DNA replication"
"234",234,0.143166516435682,0,0,0,1.47791455337093,"DNA replication"
"235",235,0.143085740991417,0,0,0,1.46970764359672,"DNA replication"
"236",236,0.143004965547152,0,0,0,1.46857784110309,"DNA replication"
"237",237,0.142924190102887,0,0,0,1.46679403862871,"DNA replication"
"238",238,0.142843414658622,0,0,0,1.46604706332696,"DNA replication"
"239",239,0.142762639214357,0,0,0,1.46509178675694,"DNA replication"
"240",240,0.142681863770092,0,0,0,1.46397858976223,"DNA replication"
"241",241,0.142601088325827,0,0,0,1.46125510216524,"DNA replication"
"242",242,0.142520312881562,0,0,0,1.4589716153314,"DNA replication"
"243",243,0.142439537437297,0,0,0,1.45863993079608,"DNA replication"
"244",244,0.142358761993032,0,0,0,1.45791957184127,"DNA replication"
"245",245,0.142277986548767,0,0,0,1.45694798937936,"DNA replication"
"246",246,0.142197211104502,0,0,0,1.45234791103264,"DNA replication"
"247",247,0.142116435660237,0,0,0,1.45184570194701,"DNA replication"
"248",248,0.142035660215972,0,0,0,1.44972233623598,"DNA replication"
"249",249,0.141954884771708,0,0,0,1.44745142951011,"DNA replication"
"250",250,0.141874109327443,0,0,0,1.44300051858222,"DNA replication"
"251",251,0.141793333883178,0,0,0,1.44259589708393,"DNA replication"
"252",252,0.141712558438913,0,0,0,1.44027462772614,"DNA replication"
"253",253,0.200464642390403,1,-0.0365447124459631,0.0365447124459631,1.43952616479606,"DNA replication"
"254",254,0.200383866946138,0,0,0,1.43274248513068,"DNA replication"
"255",255,0.200303091501873,0,0,0,1.42821177850525,"DNA replication"
"256",256,0.258353517233027,1,-0.0365447124459631,0.0365447124459631,1.42233434283868,"DNA replication"
"257",257,0.258272741788762,0,0,0,1.4178086725235,"DNA replication"
"258",258,0.258191966344497,0,0,0,1.41700273927443,"DNA replication"
"259",259,0.258111190900232,0,0,0,1.41634710128413,"DNA replication"
"260",260,0.258030415455967,0,0,0,1.41618690840263,"DNA replication"
"261",261,0.257949640011703,0,0,0,1.41248795762893,"DNA replication"
"262",262,0.257868864567438,0,0,0,1.4098846705995,"DNA replication"
"263",263,0.257788089123173,0,0,0,1.40810073028908,"DNA replication"
"264",264,0.257707313678908,0,0,0,1.40707596410521,"DNA replication"
"265",265,0.257626538234643,0,0,0,1.39894689035212,"DNA replication"
"266",266,0.257545762790378,0,0,0,1.39470423005379,"DNA replication"
"267",267,0.257464987346113,0,0,0,1.38974848432601,"DNA replication"
"268",268,0.314016587623889,1,-0.0365447124459631,0.0365447124459631,1.38561056537436,"DNA replication"
"269",269,0.313935812179624,0,0,0,1.38454902464093,"DNA replication"
"270",270,0.313855036735359,0,0,0,1.37668684036128,"DNA replication"
"271",271,0.313774261291094,0,0,0,1.37244904713818,"DNA replication"
"272",272,0.313693485846829,0,0,0,1.36904262256931,"DNA replication"
"273",273,0.313612710402564,0,0,0,1.35791492054055,"DNA replication"
"274",274,0.313531934958299,0,0,0,1.35684845681131,"DNA replication"
"275",275,0.313451159514034,0,0,0,1.3560448131144,"DNA replication"
"276",276,0.313370384069769,0,0,0,1.35411108594541,"DNA replication"
"277",277,0.313289608625505,0,0,0,1.34573738860289,"DNA replication"
"278",278,0.31320883318124,0,0,0,1.33750840634953,"DNA replication"
"279",279,0.313128057736975,0,0,0,1.33682590865021,"DNA replication"
"280",280,0.31304728229271,0,0,0,1.33633263104673,"DNA replication"
"281",281,0.312966506848445,0,0,0,1.33474982326458,"DNA replication"
"282",282,0.31288573140418,0,0,0,1.331600216581,"DNA replication"
"283",283,0.312804955959915,0,0,0,1.33051412452832,"DNA replication"
"284",284,0.31272418051565,0,0,0,1.32948087356335,"DNA replication"
"285",285,0.312643405071385,0,0,0,1.32663728021362,"DNA replication"
"286",286,0.31256262962712,0,0,0,1.3247294869427,"DNA replication"
"287",287,0.312481854182855,0,0,0,1.31959293261531,"DNA replication"
"288",288,0.31240107873859,0,0,0,1.31644237878836,"DNA replication"
"289",289,0.312320303294325,0,0,0,1.31348056705997,"DNA replication"
"290",290,0.31223952785006,0,0,0,1.31337414410635,"DNA replication"
"291",291,0.312158752405795,0,0,0,1.30764580813371,"DNA replication"
"292",292,0.31207797696153,0,0,0,1.30390101299128,"DNA replication"
"293",293,0.311997201517265,0,0,0,1.29871299610749,"DNA replication"
"294",294,0.311916426073001,0,0,0,1.29808292190644,"DNA replication"
"295",295,0.311835650628736,0,0,0,1.29791695494921,"DNA replication"
"296",296,0.311754875184471,0,0,0,1.29669748477269,"DNA replication"
"297",297,0.311674099740206,0,0,0,1.29619559363781,"DNA replication"
"298",298,0.311593324295941,0,0,0,1.29522791507846,"DNA replication"
"299",299,0.311512548851676,0,0,0,1.2935381497944,"DNA replication"
"300",300,0.311431773407411,0,0,0,1.29181478982045,"DNA replication"
"301",301,0.311350997963146,0,0,0,1.29159821685483,"DNA replication"
"302",302,0.311270222518881,0,0,0,1.29130136412908,"DNA replication"
"303",303,0.311189447074616,0,0,0,1.29037475149982,"DNA replication"
"304",304,0.311108671630351,0,0,0,1.29036136107323,"DNA replication"
"305",305,0.311027896186086,0,0,0,1.28747451745106,"DNA replication"
"306",306,0.310947120741821,0,0,0,1.28686424880146,"DNA replication"
"307",307,0.310866345297556,0,0,0,1.28002852727775,"DNA replication"
"308",308,0.310785569853291,0,0,0,1.27748574393732,"DNA replication"
"309",309,0.310704794409026,0,0,0,1.2771340778568,"DNA replication"
"310",310,0.310624018964761,0,0,0,1.27339881453093,"DNA replication"
"311",311,0.310543243520496,0,0,0,1.27253375564343,"DNA replication"
"312",312,0.362232932889471,1,-0.0365447124459631,0.0365447124459631,1.26648546387317,"DNA replication"
"313",313,0.362152157445206,0,0,0,1.25814026307637,"DNA replication"
"314",314,0.362071382000941,0,0,0,1.2574280667981,"DNA replication"
"315",315,0.361990606556676,0,0,0,1.25708826590034,"DNA replication"
"316",316,0.361909831112411,0,0,0,1.25292406038689,"DNA replication"
"317",317,0.361829055668146,0,0,0,1.25194148665647,"DNA replication"
"318",318,0.361748280223881,0,0,0,1.24958335271795,"DNA replication"
"319",319,0.361667504779616,0,0,0,1.24910618108652,"DNA replication"
"320",320,0.361586729335351,0,0,0,1.24812948095829,"DNA replication"
"321",321,0.361505953891086,0,0,0,1.24199613962835,"DNA replication"
"322",322,0.361425178446821,0,0,0,1.24154777612621,"DNA replication"
"323",323,0.361344403002556,0,0,0,1.23856392921562,"DNA replication"
"324",324,0.361263627558291,0,0,0,1.23726459987104,"DNA replication"
"325",325,0.361182852114026,0,0,0,1.23489542174982,"DNA replication"
"326",326,0.361102076669761,0,0,0,1.23460729632181,"DNA replication"
"327",327,0.361021301225496,0,0,0,1.23342973595058,"DNA replication"
"328",328,0.360940525781232,0,0,0,1.23219584123194,"DNA replication"
"329",329,0.360859750336967,0,0,0,1.2308665931381,"DNA replication"
"330",330,0.360778974892702,0,0,0,1.23051740165721,"DNA replication"
"331",331,0.360698199448437,0,0,0,1.22815131524455,"DNA replication"
"332",332,0.360617424004172,0,0,0,1.2257216665052,"DNA replication"
"333",333,0.360536648559907,0,0,0,1.22566514508312,"DNA replication"
"334",334,0.360455873115642,0,0,0,1.22368215081388,"DNA replication"
"335",335,0.360375097671377,0,0,0,1.22304131551558,"DNA replication"
"336",336,0.360294322227112,0,0,0,1.2228873153734,"DNA replication"
"337",337,0.360213546782847,0,0,0,1.22139187265907,"DNA replication"
"338",338,0.360132771338582,0,0,0,1.21867473770045,"DNA replication"
"339",339,0.360051995894317,0,0,0,1.21719169888069,"DNA replication"
"340",340,0.359971220450052,0,0,0,1.21513386457951,"DNA replication"
"341",341,0.359890445005787,0,0,0,1.21295513161697,"DNA replication"
"342",342,0.359809669561522,0,0,0,1.21164805164198,"DNA replication"
"343",343,0.359728894117257,0,0,0,1.21137080150877,"DNA replication"
"344",344,0.359648118672992,0,0,0,1.20955448461948,"DNA replication"
"345",345,0.359567343228728,0,0,0,1.20938086660177,"DNA replication"
"346",346,0.359486567784463,0,0,0,1.20851976751519,"DNA replication"
"347",347,0.359405792340198,0,0,0,1.20357095411255,"DNA replication"
"348",348,0.359325016895933,0,0,0,1.20269109466862,"DNA replication"
"349",349,0.359244241451668,0,0,0,1.20250830465582,"DNA replication"
"350",350,0.359163466007403,0,0,0,1.19983905575089,"DNA replication"
"351",351,0.359082690563138,0,0,0,1.19977522605617,"DNA replication"
"352",352,0.359001915118873,0,0,0,1.19889257799179,"DNA replication"
"353",353,0.358921139674608,0,0,0,1.19784481311882,"DNA replication"
"354",354,0.358840364230343,0,0,0,1.19505650898061,"DNA replication"
"355",355,0.358759588786078,0,0,0,1.19332222899505,"DNA replication"
"356",356,0.358678813341813,0,0,0,1.19325391839002,"DNA replication"
"357",357,0.358598037897548,0,0,0,1.1930425177146,"DNA replication"
"358",358,0.358517262453283,0,0,0,1.19092946542804,"DNA replication"
"359",359,0.358436487009018,0,0,0,1.1882641523775,"DNA replication"
"360",360,0.358355711564753,0,0,0,1.18545727779091,"DNA replication"
"361",361,0.358274936120488,0,0,0,1.18390560116038,"DNA replication"
"362",362,0.358194160676223,0,0,0,1.1820544169877,"DNA replication"
"363",363,0.358113385231959,0,0,0,1.18125857078822,"DNA replication"
"364",364,0.358032609787694,0,0,0,1.18065792176202,"DNA replication"
"365",365,0.357951834343429,0,0,0,1.17933339131618,"DNA replication"
"366",366,0.357871058899164,0,0,0,1.17835014368915,"DNA replication"
"367",367,0.357790283454899,0,0,0,1.17583946652457,"DNA replication"
"368",368,0.357709508010634,0,0,0,1.17380891993911,"DNA replication"
"369",369,0.357628732566369,0,0,0,1.17176368734776,"DNA replication"
"370",370,0.357547957122104,0,0,0,1.17108798008082,"DNA replication"
"371",371,0.357467181677839,0,0,0,1.16852438150943,"DNA replication"
"372",372,0.357386406233574,0,0,0,1.1673820028601,"DNA replication"
"373",373,0.357305630789309,0,0,0,1.16644359267873,"DNA replication"
"374",374,0.357224855345044,0,0,0,1.16359074718104,"DNA replication"
"375",375,0.357144079900779,0,0,0,1.16112017340952,"DNA replication"
"376",376,0.357063304456514,0,0,0,1.16077570804531,"DNA replication"
"377",377,0.356982529012249,0,0,0,1.15853322735224,"DNA replication"
"378",378,0.356901753567984,0,0,0,1.15844981348454,"DNA replication"
"379",379,0.356820978123719,0,0,0,1.15735977378821,"DNA replication"
"380",380,0.356740202679454,0,0,0,1.1563851285616,"DNA replication"
"381",381,0.35665942723519,0,0,0,1.15537648244354,"DNA replication"
"382",382,0.356578651790925,0,0,0,1.15240394411479,"DNA replication"
"383",383,0.35649787634666,0,0,0,1.15075245366897,"DNA replication"
"384",384,0.356417100902395,0,0,0,1.15047003954664,"DNA replication"
"385",385,0.35633632545813,0,0,0,1.15009587163181,"DNA replication"
"386",386,0.356255550013865,0,0,0,1.14912913214547,"DNA replication"
"387",387,0.3561747745696,0,0,0,1.1489657356727,"DNA replication"
"388",388,0.356093999125335,0,0,0,1.14691209924899,"DNA replication"
"389",389,0.35601322368107,0,0,0,1.14564839913457,"DNA replication"
