"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","subtype"
"TBC1D81",0.000650770195464863,1.04762831278925,0.971,0.917,1,"O","TBC1D8","C3"
"SMARCA5",0.000655916198046378,0.691644660872992,1,1,1,"O","SMARCA5","C3"
"CSPP11",0.000676205998913207,0.86178314377914,1,0.875,1,"O","CSPP1","C3"
"MSX2",0.000678594384046884,0.971479222111452,0.943,0.708,1,"O","MSX2","C3"
"EPS8",0.000681943522285615,1.14279751695352,0.943,0.875,1,"O","EPS8","C3"
"CHMP4B",0.000684323123430935,1.16499045573586,0.8,0.625,1,"O","CHMP4B","C3"
"CACNA2D11",0.000687313537933325,1.19239213555684,0.943,0.75,1,"O","CACNA2D1","C3"
"TMEM1091",0.000704748894241252,0.810322067920603,1,0.958,1,"O","TMEM109","C3"
"ABHD12",0.000713367507012429,1.12612980806082,0.914,0.75,1,"O","ABHD12","C3"
"EIF2AK1",0.000718625703061686,1.07768574699591,0.886,0.708,1,"O","EIF2AK1","C3"
"ENSMFAG00000000788",0.000719970478370015,1.25663648782215,0.8,0.708,1,"O","ENSMFAG00000000788","C3"
"STRN3",0.000725892748596075,1.11605610740071,0.943,0.75,1,"O","STRN3","C3"
"PRDM152",0.000727343174125018,0.717942291883978,1,0.958,1,"O","PRDM15","C3"
"RAC11",0.000733033829745332,0.582226151380444,1,1,1,"O","RAC1","C3"
"GSTM52",0.00074122686869176,0.92352068335689,0.971,0.833,1,"O","GSTM5","C3"
"SUN1",0.00074504542027628,0.939471119171176,1,0.875,1,"O","SUN1","C3"
"C9orf721",0.00074553110250907,0.747423697052517,0.971,0.75,1,"O","C9orf72","C3"
"CCDC88C1",0.000763139803139012,1.57340075301412,0.943,0.833,1,"O","CCDC88C","C3"
"ITGAV",0.00076597766790433,0.97611628134313,0.857,0.708,1,"O","ITGAV","C3"
"RIPOR2",0.000770615632487992,1.63258380424035,0.971,0.917,1,"O","RIPOR2","C3"
"C16orf62",0.000785049855107696,0.750338197282484,1,0.833,1,"O","C16orf62","C3"
"ENSMFAG00000037655",0.000789870893861079,0.85076326969548,0.857,0.542,1,"O","ENSMFAG00000037655","C3"
"WDR45B1",0.000802021118987635,0.704525580089551,1,0.875,1,"O","WDR45B","C3"
"ENSMFAG00000026599",0.000808127407308471,0.7560877531441,0.914,0.625,1,"O","ENSMFAG00000026599","C3"
"ENSMFAG00000031138",0.000815100812907486,0.902679710267937,0.857,0.625,1,"O","ENSMFAG00000031138","C3"
"ZNF2531",0.000829936448788389,0.969773436090237,0.857,0.667,1,"O","ZNF253","C3"
"NEPRO",0.0008411297242481,1.33975580709395,0.943,0.792,1,"O","NEPRO","C3"
"VARS",0.000842920413302811,0.851509706280913,0.886,0.583,1,"O","VARS","C3"
"SRSF51",0.000852941995483305,0.911030159589105,1,0.875,1,"O","SRSF5","C3"
"AFDN",0.000855380896721386,0.795097574297186,1,0.833,1,"O","AFDN","C3"
"RNF171",0.000855446364932556,0.730258000157829,1,1,1,"O","RNF17","C3"
"SACM1L",0.000859926545366532,0.704415884608318,1,0.917,1,"O","SACM1L","C3"
"NAF11",0.000870199468428852,1.12746831827249,0.914,0.75,1,"O","NAF1","C3"
"SENP62",0.000870750922153283,1.08984582696488,0.943,0.833,1,"O","SENP6","C3"
"PIAS11",0.000876091487682357,0.929168319557714,1,0.833,1,"O","PIAS1","C3"
"ENSMFAG000000017401",0.000892578888585282,1.05254582962337,1,0.958,1,"O","ENSMFAG00000001740","C3"
"ADGRG7",0.000896116411883043,0.897386324798606,0.943,0.792,1,"O","ADGRG7","C3"
"QSOX22",0.000899320724300338,1.20459447769678,0.971,0.667,1,"O","QSOX2","C3"
"MDK",0.000900477423906236,0.716877095705044,0.943,0.625,1,"O","MDK","C3"
"ENPP2",0.000931998295890238,0.82813960965497,0.857,0.625,1,"O","ENPP2","C3"
"KCNA7",0.000949782565143212,1.17160053775076,0.857,0.625,1,"O","KCNA7","C3"
"AKAP7",0.00095358957799852,0.648215510076347,0.857,0.458,1,"O","AKAP7","C3"
"STAT4",0.000977283093521038,0.953219426698487,0.971,0.792,1,"O","STAT4","C3"
"PHF8",0.000983397908007591,0.902308210281104,1,0.917,1,"O","PHF8","C3"
"RAB3D",0.0010020306349142,0.596242888780224,0.8,0.417,1,"O","RAB3D","C3"
"TMEM94",0.0010052088275869,0.959509552882397,0.886,0.75,1,"O","TMEM94","C3"
"TMEM14A",0.00100980207927353,1.07861023384186,1,0.958,1,"O","TMEM14A","C3"
"FOXP1",0.00101914812643002,0.898805379784521,0.971,0.833,1,"O","FOXP1","C3"
"ENSMFAG00000045720",0.00103409310679827,0.586380005151775,1,1,1,"O","ENSMFAG00000045720","C3"
"HSP90AA1",0.00104171631575316,0.666914868076253,1,1,1,"O","HSP90AA1","C3"
"PLK3",0.00104973612258869,0.834914935440483,0.857,0.542,1,"O","PLK3","C3"
"MLPH",0.00104974869867975,1.2404714032485,0.714,0.542,1,"O","MLPH","C3"
"CHD3",0.00106388840963579,1.01426364240375,0.914,0.708,1,"O","CHD3","C3"
"CEP97",0.00106395124455365,0.795254439355174,0.971,0.75,1,"O","CEP97","C3"
"ENSMFAG00000046163",0.001073472916152,0.856924791453444,0.971,0.708,1,"O","ENSMFAG00000046163","C3"
"KDM1B",0.00107680574421245,0.523133459627214,1,1,1,"O","KDM1B","C3"
"PPP3CA",0.00107726161435519,0.798907719666649,0.714,0.5,1,"O","PPP3CA","C3"
"CEP1701",0.0010810993673896,0.907660071769172,1,0.917,1,"O","CEP170","C3"
"FOS",0.00108459873867756,1.67273276225096,0.943,0.75,1,"O","FOS","C3"
"SHPRH1",0.00108690010462617,0.879050513496224,1,0.792,1,"O","SHPRH","C3"
"CCNJL",0.00109435624552707,0.748808665994451,0.714,0.542,1,"O","CCNJL","C3"
"ZDBF2",0.00109581874023543,0.881872788194254,0.943,0.792,1,"O","ZDBF2","C3"
"PPP1R15A",0.00109903327515985,0.940838321218761,1,0.833,1,"O","PPP1R15A","C3"
"RC3H1",0.00110126719189088,1.31950555300331,1,0.625,1,"O","RC3H1","C3"
"TGFBR3",0.00110262209056094,0.900578414896449,0.971,0.792,1,"O","TGFBR3","C3"
"TMEM56",0.00110342574369929,1.10693621168072,0.971,0.917,1,"O","TMEM56","C3"
"PRR7",0.00110816181074269,0.872783968843362,0.714,0.542,1,"O","PRR7","C3"
"POLR3G",0.00110955499843748,0.833851657097793,1,0.958,1,"O","POLR3G","C3"
"PCLO1",0.00111980180709532,1.10633954871653,0.971,0.833,1,"O","PCLO","C3"
"TRAF3IP2",0.00112160067312099,0.91796989654149,0.914,0.792,1,"O","TRAF3IP2","C3"
"STXBP5",0.00112484765492719,0.935517015156364,0.857,0.625,1,"O","STXBP5","C3"
"CTCFL1",0.00112587878579688,1.23295488899673,0.829,0.625,1,"O","CTCFL","C3"
"PDE8B",0.00112968773483792,0.926645162948531,0.971,0.917,1,"O","PDE8B","C3"
"TMEM432",0.00113369532042862,0.679383071818937,0.971,0.833,1,"O","TMEM43","C3"
"SHROOM2",0.00113793463420102,1.08192357640125,0.943,0.75,1,"O","SHROOM2","C3"
"EIF4G3",0.00114065223113871,1.00158087250638,0.971,0.75,1,"O","EIF4G3","C3"
"TRIML21",0.0011435429740927,0.911194290497344,0.943,0.792,1,"O","TRIML2","C3"
"ENSMFAG00000036510",0.00115920360050383,1.0884149856674,0.857,0.583,1,"O","ENSMFAG00000036510","C3"
"KMT5A",0.0011610070733773,1.04144719172564,0.914,0.792,1,"O","KMT5A","C3"
"EP4001",0.00117899849029513,1.30689532480699,0.914,0.792,1,"O","EP400","C3"
"MEPCE",0.00118393868621511,0.800817613378112,1,1,1,"O","MEPCE","C3"
"FAM208B",0.00119179886962888,0.678118182050179,1,0.958,1,"O","FAM208B","C3"
"ZNF318",0.00119670536238822,1.43381832693899,0.914,0.708,1,"O","ZNF318","C3"
"ZDHHC5",0.00120527675728196,0.935857737009857,0.943,0.708,1,"O","ZDHHC5","C3"
"NUDT3",0.00121416897472049,0.848017180189426,0.971,0.708,1,"O","NUDT3","C3"
"HNRNPU",0.00122253389935701,1.02379629870958,1,0.958,1,"O","HNRNPU","C3"
"LDB1",0.00124517655829364,0.894113786698426,0.857,0.625,1,"O","LDB1","C3"
"CLU",0.00124942747060399,0.811820097741521,0.943,0.708,1,"O","CLU","C3"
"KIAA1109",0.00124947921359908,1.05638080994941,0.971,0.792,1,"O","KIAA1109","C3"
"INTS2",0.00125547667689046,0.899105287710074,0.914,0.625,1,"O","INTS2","C3"
"SEH1L",0.00126346234152092,0.955571507345498,0.971,0.833,1,"O","SEH1L","C3"
"MCMBP",0.00126504787174179,0.843982292189279,0.971,0.917,1,"O","MCMBP","C3"
"ENTPD4",0.0012662145078993,1.1406976500892,0.971,0.792,1,"O","ENTPD4","C3"
"MBIP",0.00126665232855668,0.776591778581722,0.971,0.958,1,"O","MBIP","C3"
"ENSMFAG00000019477",0.00127614834712304,0.94057222657377,0.914,0.75,1,"O","ENSMFAG00000019477","C3"
"HDAC2",0.00127784939276822,0.941761023441658,1,0.875,1,"O","HDAC2","C3"
"RPRD21",0.00127845056996676,0.849501284531166,0.971,0.792,1,"O","RPRD2","C3"
"PEX11A",0.00129382138100599,0.894235804930809,0.914,0.75,1,"O","PEX11A","C3"
"SVIP1",0.00130857949562082,0.893460227601109,1,0.958,1,"O","SVIP","C3"
"IL12B",0.00130948172916319,0.999206533794144,0.8,0.667,1,"O","IL12B","C3"
"TAF4",0.00131331311739189,0.731749834104791,0.829,0.542,1,"O","TAF4","C3"
"EML5",0.00131575991859979,0.797520047338105,0.971,0.792,1,"O","EML5","C3"
"FBLN2",0.00131880235026582,0.78008262759886,0.829,0.583,1,"O","FBLN2","C3"
"C2orf401",0.00132882587835824,0.902923189998235,1,0.958,1,"O","C2orf40","C3"
"CCDC1721",0.00133799074337785,1.01447561375129,1,0.875,1,"O","CCDC172","C3"
"C9orf135",0.00133838368130788,0.958373335203734,0.971,0.833,1,"O","C9orf135","C3"
"ENSMFAG00000001567",0.00134036048884289,1.50094950360131,0.943,0.833,1,"O","ENSMFAG00000001567","C3"
"HERC3",0.00137408332244507,0.805288532807123,0.914,0.708,1,"O","HERC3","C3"
"SYNM1",0.00138306929779352,0.902165339000927,1,0.917,1,"O","SYNM","C3"
"AHI11",0.00138816615352358,1.00605851475164,0.914,0.75,1,"O","AHI1","C3"
"SSX2IP",0.00138847599915356,0.877910172931085,1,0.917,1,"O","SSX2IP","C3"
"RNF38",0.00139434072046361,0.68676702419916,1,1,1,"O","RNF38","C3"
"PCID21",0.00139826995698833,1.15238617840456,1,0.875,1,"O","PCID2","C3"
"NFYC1",0.00139908046959914,1.03086841119558,0.971,0.833,1,"O","NFYC","C3"
"CRIM1",0.00140569022403316,1.23716163756022,0.971,0.875,1,"O","CRIM1","C3"
"ENSMFAG00000013855",0.00141944919029484,0.725994973253271,0.914,0.708,1,"O","ENSMFAG00000013855","C3"
"CCNL2",0.0014194546885197,0.673038158340543,0.8,0.583,1,"O","CCNL2","C3"
"PRKACB",0.0014213293410486,0.740544913355172,0.943,0.667,1,"O","PRKACB","C3"
"TMEM2",0.0014214604571621,0.826410398454964,0.943,0.792,1,"O","TMEM2","C3"
"LMAN11",0.00143749590092157,1.03909388402439,0.971,0.875,1,"O","LMAN1","C3"
"WDR47",0.00143847976204868,0.683743270683176,1,0.958,1,"O","WDR47","C3"
"SMG7",0.00143994841698121,0.898113238797448,0.971,0.75,1,"O","SMG7","C3"
"SNX10",0.00144365485991701,1.25450279239806,0.914,0.75,1,"O","SNX10","C3"
"SMARCA1",0.00146470970505117,1.02800195052612,0.743,0.458,1,"O","SMARCA1","C3"
"DHX35",0.00148070884327836,0.841542983574152,0.714,0.625,1,"O","DHX35","C3"
"SLCO1B1",0.00148247619726712,0.615290802402429,0.914,0.542,1,"O","SLCO1B1","C3"
"TIMELESS1",0.00148285780405936,1.1413535969368,0.914,0.708,1,"O","TIMELESS","C3"
"MOCOS",0.0014928362879628,0.840461098200495,1,0.958,1,"O","MOCOS","C3"
"ENSMFAG000000457122",0.00150005397298308,1.27792332367362,0.743,0.542,1,"O","ENSMFAG00000045712","C3"
"KIAA03681",0.00150925254697727,1.12479380679277,1,0.875,1,"O","KIAA0368","C3"
"WDR35",0.00151370882710139,0.895947418923781,0.886,0.542,1,"O","WDR35","C3"
"USP71",0.00152080019089949,0.751924156835709,1,1,1,"O","USP7","C3"
"ZMAT2",0.00152654824964163,0.908458179893237,1,0.875,1,"O","ZMAT2","C3"
"GTF3C21",0.00153150360780616,0.85571522992809,1,0.958,1,"O","GTF3C2","C3"
"WDR431",0.00153735589152634,0.822656994054315,1,0.958,1,"O","WDR43","C3"
"SEC24D",0.00154286327554067,0.866929326107408,0.943,0.792,1,"O","SEC24D","C3"
"SP2",0.00157793795178172,0.919514015534615,0.943,0.75,1,"O","SP2","C3"
"ARHGAP17",0.00158202509706888,0.85090774325304,1,0.833,1,"O","ARHGAP17","C3"
"ZNF7701",0.00158265409463355,0.95276465370162,0.971,0.833,1,"O","ZNF770","C3"
"VIL1",0.00158991826842439,0.981229669722845,0.886,0.75,1,"O","VIL1","C3"
"SMAD1",0.00159649947793966,0.958417343825317,0.914,0.625,1,"O","SMAD1","C3"
"ENPP5",0.00159835161652433,0.905032910254601,1,0.958,1,"O","ENPP5","C3"
"USP11",0.00160109704719392,1.16929329645183,0.886,0.667,1,"O","USP11","C3"
"TNRC6C",0.00160272622911735,1.06432237657891,0.943,0.833,1,"O","TNRC6C","C3"
"KLHL231",0.0016115215390892,0.762639772593309,1,0.917,1,"O","KLHL23","C3"
"CRAT",0.00161437930690962,0.927629302104964,0.914,0.625,1,"O","CRAT","C3"
"LIPA1",0.00161773209699013,0.975443533661137,0.971,0.792,1,"O","LIPA","C3"
"FBXL3",0.00163136810331012,0.941782179316576,0.971,0.917,1,"O","FBXL3","C3"
"PAK2",0.00163139389035767,0.85825563472315,1,0.917,1,"O","PAK2","C3"
"PRDM41",0.00163912311694172,1.01658964795677,0.971,0.833,1,"O","PRDM4","C3"
"PATL1",0.00164514098389817,0.78372197891555,0.971,0.792,1,"O","PATL1","C3"
"GANC",0.00168412909924771,0.931828651997003,0.857,0.708,1,"O","GANC","C3"
"ENSMFAG00000040097",0.00170392316277627,0.838078880466668,1,0.958,1,"O","ENSMFAG00000040097","C3"
"RASSF8",0.00172332705028559,0.872902150103579,0.971,0.917,1,"O","RASSF8","C3"
"SRBD11",0.00174191471473647,1.16352902165519,0.971,0.875,1,"O","SRBD1","C3"
"KCTD3",0.00175513672033481,1.10535362705769,0.943,0.833,1,"O","KCTD3","C3"
"MORF4L11",0.00175630847666297,0.72401905321906,1,1,1,"O","MORF4L1","C3"
"RABGAP1",0.00176463065013787,0.94634084829892,1,0.875,1,"O","RABGAP1","C3"
"HDGFL21",0.00178092782071484,1.35867667034936,0.943,0.75,1,"O","HDGFL2","C3"
"CTNND2",0.0017813963207582,1.24797894708196,0.886,0.708,1,"O","CTNND2","C3"
"EVPL1",0.00178271752952882,0.961027135690252,0.914,0.708,1,"O","EVPL","C3"
"ENSMFAG00000030959",0.00184835850859737,1.23524434785927,0.971,0.833,1,"O","ENSMFAG00000030959","C3"
"TRPM7",0.00185024361014987,1.07018199733644,0.943,0.667,1,"O","TRPM7","C3"
"EOMES",0.00188925108183486,0.737887180443919,0.971,0.792,1,"O","EOMES","C3"
"KDM1A",0.00188928690931104,0.948719049242606,1,0.917,1,"O","KDM1A","C3"
"RNF169",0.00191252769567026,0.632119335381933,0.943,0.708,1,"O","RNF169","C3"
"ATP6V0A4",0.00192131580456491,0.864395289580482,0.886,0.625,1,"O","ATP6V0A4","C3"
"PUM2",0.00193789849803626,0.749021632364109,0.971,0.792,1,"O","PUM2","C3"
"PTOV1",0.00193929089253201,0.920137131267775,1,0.792,1,"O","PTOV1","C3"
"UBA6",0.00195539504694861,0.978552615264362,0.971,0.833,1,"O","UBA6","C3"
"SLAIN2",0.00195979249325661,0.887325293035929,1,0.958,1,"O","SLAIN2","C3"
"SPOPL1",0.00196529853567241,0.935317420788918,0.857,0.75,1,"O","SPOPL","C3"
"BTG2",0.00198741600002069,0.626202982023843,0.857,0.542,1,"O","BTG2","C3"
"TGIF2",0.0019906356971468,0.669377281620828,0.829,0.5,1,"O","TGIF2","C3"
"DGAT11",0.00199294817643744,0.846478150497637,0.743,0.542,1,"O","DGAT1","C3"
"GRHPR1",0.00200301762864794,0.631834440253842,1,0.792,1,"O","GRHPR","C3"
"FERMT2",0.00201533092086708,0.501548155567134,1,1,1,"O","FERMT2","C3"
"ENSMFAG00000003117-YPEL",0.0020279787437089,0.932346383131832,0.914,0.583,1,"O","ENSMFAG00000003117-YPEL","C3"
"ENSMFAG000000304652",0.00203531204781997,1.49115892517342,0.886,0.708,1,"O","ENSMFAG00000030465","C3"
"MYCBP21",0.00203534244235401,0.814590702471523,0.971,0.833,1,"O","MYCBP2","C3"
"SYNE2",0.00203809942402967,0.858699453971419,1,0.875,1,"O","SYNE2","C3"
"PIM3",0.00206044534888727,1.00103095338101,0.886,0.75,1,"O","PIM3","C3"
"PIP4P1",0.00206686867522288,1.23097057741148,0.914,0.625,1,"O","PIP4P1","C3"
"XRCC21",0.00207120347301878,0.825653736424339,0.914,0.833,1,"O","XRCC2","C3"
"LRRC401",0.00207247470894474,0.662354955588035,1,0.958,1,"O","LRRC40","C3"
"C2CD5",0.00208412728525339,0.677145001990532,0.714,0.5,1,"O","C2CD5","C3"
"RHBDD1",0.00208421853416697,0.946070777421174,1,0.833,1,"O","RHBDD1","C3"
"ZNF142",0.00208863977483964,0.835270968655695,0.914,0.708,1,"O","ZNF142","C3"
"ENSMFAG00000038107",0.00209641346343575,0.80436675146272,0.857,0.708,1,"O","ENSMFAG00000038107","C3"
"ENSMFAG00000000634",0.0021301526244707,0.642879353780527,1,1,1,"O","ENSMFAG00000000634","C3"
"MCF2L",0.002134281543807,1.06173202763042,0.886,0.708,1,"O","MCF2L","C3"
"VAV31",0.0021562179952072,1.04888540851101,0.971,0.917,1,"O","VAV3","C3"
"MAN1A1",0.00216110344417223,0.660853606796855,1,0.875,1,"O","MAN1A1","C3"
"ERO1B1",0.00216459409150862,0.609805514192094,1,0.958,1,"O","ERO1B","C3"
"ENSMFAG000000402761",0.00217175197463977,1.05354352451031,1,0.958,1,"O","ENSMFAG00000040276","C3"
"STK3",0.00217283802606067,0.724971515162448,1,0.833,1,"O","STK3","C3"
"HEATR5A",0.00217302133324703,0.713507687479209,1,0.875,1,"O","HEATR5A","C3"
"MTSS11",0.00217397486512755,0.98454757553602,1,0.917,1,"O","MTSS1","C3"
"ENSMFAG000000285051",0.00217541906960838,0.883960736161419,0.943,0.75,1,"O","ENSMFAG00000028505","C3"
"TMEM201",0.00219421972938671,0.757489210745381,0.771,0.583,1,"O","TMEM201","C3"
"ANP32E",0.00220190646593414,0.958338623736342,0.943,0.833,1,"O","ANP32E","C3"
"MED12L1",0.002204295881183,0.992628844566465,0.943,0.625,1,"O","MED12L","C3"
"MYRIP1",0.00220451344539394,0.787919477397987,0.914,0.667,1,"O","MYRIP","C3"
"CHSY1",0.00221414903572211,0.972295882027307,0.971,0.792,1,"O","CHSY1","C3"
"ZC3H181",0.0022220236063336,1.18720719876278,0.971,0.917,1,"O","ZC3H18","C3"
"STX4",0.0022254450950076,0.84372743801273,0.943,0.708,1,"O","STX4","C3"
"KRT23",0.00222957123226552,0.852016896105367,0.8,0.583,1,"O","KRT23","C3"
"MMS22L",0.00223898688123384,0.742598560534003,0.971,0.75,1,"O","MMS22L","C3"
"ZFYVE91",0.00224745275889219,0.709031834196102,1,0.833,1,"O","ZFYVE9","C3"
"ACAT11",0.0022600594716898,0.676464134532794,1,0.875,1,"O","ACAT1","C3"
"ENSMFAG00000002811",0.0022748387247567,0.904337016944024,0.971,0.958,1,"O","ENSMFAG00000002811","C3"
"NIT2",0.00229162286658974,0.726901021952994,0.943,0.833,1,"O","NIT2","C3"
"PDE7A",0.00230426826052424,0.677787059856101,0.943,0.75,1,"O","PDE7A","C3"
"FNDC3B1",0.00232339552089053,0.792775599854942,1,0.875,1,"O","FNDC3B","C3"
"KIF18B",0.00233207784149581,0.541135317098736,0.829,0.542,1,"O","KIF18B","C3"
"BCKDHB1",0.00233298434161197,0.753853419810829,1,0.917,1,"O","BCKDHB","C3"
"NCAPD2",0.00233343656859753,0.828962821159474,0.857,0.625,1,"O","NCAPD2","C3"
"KHDRBS3",0.00234110665072163,0.878976147797255,1,0.917,1,"O","KHDRBS3","C3"
"CDK17",0.00234220695626074,0.762884498334627,0.971,0.792,1,"O","CDK17","C3"
"VPS50",0.00234237696013195,0.675383901625598,1,0.792,1,"O","VPS50","C3"
"CEP78",0.00235419025705908,0.754752657503797,0.971,0.667,1,"O","CEP78","C3"
"DR1",0.00236468696848693,0.677439142980579,0.943,0.708,1,"O","DR1","C3"
"C10orf90",0.00237121600836071,0.754470885405713,1,0.833,1,"O","C10orf90","C3"
"ENSMFAG00000036105",0.00239591552655383,1.0237606839262,0.971,0.833,1,"O","ENSMFAG00000036105","C3"
"TM6SF1",0.00239768695003718,0.625648412338793,0.886,0.583,1,"O","TM6SF1","C3"
"LDHC",0.00240892208756825,1.0786450204395,1,0.875,1,"O","LDHC","C3"
"WDTC11",0.00240937090761727,0.830349174417959,0.943,0.708,1,"O","WDTC1","C3"
"IRF22",0.00240968716759316,1.19564067263462,0.971,0.917,1,"O","IRF2","C3"
"ANKRD28",0.00241958450603126,0.672482428977115,0.971,0.792,1,"O","ANKRD28","C3"
"ATMIN",0.00243260002803282,0.834434976446429,0.943,0.792,1,"O","ATMIN","C3"
"CSGALNACT11",0.00244726061707102,0.92975759060741,0.971,0.75,1,"O","CSGALNACT1","C3"
"BMPR1B",0.00248249151555689,1.35645316062095,0.943,0.792,1,"O","BMPR1B","C3"
"TBPL1",0.00248297096533187,0.768658559729366,1,0.917,1,"O","TBPL1","C3"
"ENSMFAG000000062042",0.00248424514102429,0.903571447484328,1,0.917,1,"O","ENSMFAG00000006204","C3"
"C16orf52",0.00248775618357083,1.01271840278765,0.914,0.75,1,"O","C16orf52","C3"
"SMG51",0.00250233500878892,1.24321697762672,0.886,0.667,1,"O","SMG5","C3"
"ZNF385D",0.0025125338260356,1.43574344663479,0.914,0.75,1,"O","ZNF385D","C3"
"TBC1D11",0.00251532882912991,0.734030274710318,1,0.875,1,"O","TBC1D1","C3"
"ATXN10",0.00255824445976968,0.779079820417754,1,0.833,1,"O","ATXN10","C3"
"INPP5E",0.00256971738463963,1.15231653270728,0.829,0.667,1,"O","INPP5E","C3"
"FOXP4",0.00258280818592618,1.12896418047381,0.886,0.667,1,"O","FOXP4","C3"
"TOGARAM1",0.0026011818317842,0.789214532818076,0.943,0.708,1,"O","TOGARAM1","C3"
"DOT1L",0.00260448235940114,0.80880406573863,0.914,0.667,1,"O","DOT1L","C3"
"EPHB4",0.00261532155786081,0.603325166741054,0.714,0.417,1,"O","EPHB4","C3"
"USP451",0.00263346688474391,0.821800685786904,0.971,0.833,1,"O","USP45","C3"
"ENSMFAG00000043825",0.0026367358647335,0.651055293372369,0.971,0.833,1,"O","ENSMFAG00000043825","C3"
"ADK1",0.00264460118348553,0.897211537049424,1,0.75,1,"O","ADK","C3"
"CDA",0.0026455606301255,2.19074594535796,0.943,0.75,1,"O","CDA","C3"
"ANKRD13C",0.00264817191945433,0.693778780962843,0.886,0.708,1,"O","ANKRD13C","C3"
"ENSMFAG000000374432",0.00265198154387547,0.876971117512879,1,0.958,1,"O","ENSMFAG00000037443","C3"
"ENSMFAG00000031560",0.0026632788672284,0.923434396207805,0.829,0.583,1,"O","ENSMFAG00000031560","C3"
"GALNT3",0.00269018055580545,0.870563228831295,0.971,0.833,1,"O","GALNT3","C3"
"CCDC6",0.00271890575565953,0.597388018446209,1,1,1,"O","CCDC6","C3"
"CSMD3",0.00273351919336412,0.869848497781686,0.914,0.708,1,"O","CSMD3","C3"
"MKL1",0.00274549618730453,0.881266100279552,0.971,0.875,1,"O","MKL1","C3"
"PDE8A",0.00274559744224523,1.093209398963,0.943,0.75,1,"O","PDE8A","C3"
"ENSMFAG00000041014",0.00275393294583771,0.933455672905758,0.914,0.667,1,"O","ENSMFAG00000041014","C3"
"MAN2B11",0.00276892869248269,0.714144505589403,1,0.667,1,"O","MAN2B1","C3"
"DHCR72",0.00278423380240978,0.962049917409041,0.943,0.833,1,"O","DHCR7","C3"
"TM2D1",0.00278928856146796,0.883704067762352,1,0.917,1,"O","TM2D1","C3"
"C2orf741",0.00279613838263254,0.801455860172118,1,0.958,1,"O","C2orf74","C3"
"KIF26B1",0.0028116512512468,0.678535072106496,0.971,0.833,1,"O","KIF26B","C3"
"COL6A6",0.00282192444352175,0.96321740289399,0.971,0.875,1,"O","COL6A6","C3"
"ENSMFAG00000031056",0.00285245256439285,0.694017011041568,0.857,0.583,1,"O","ENSMFAG00000031056","C3"
"RETREG2",0.00286059026580214,1.32480404857142,0.886,0.667,1,"O","RETREG2","C3"
"CATSPERE",0.00287859564199721,0.752614790954689,0.886,0.708,1,"O","CATSPERE","C3"
"DDB1",0.00288417883810902,1.21849542330256,0.971,0.875,1,"O","DDB1","C3"
"CCNI1",0.00288959492766795,1.17313880124184,1,0.917,1,"O","CCNI","C3"
"EIF4ENIF1",0.00291015138436763,0.564462145956476,1,1,1,"O","EIF4ENIF1","C3"
"VPS35",0.00291585232218142,0.63087156573193,1,0.958,1,"O","VPS35","C3"
"WWC2",0.00292251285348187,0.791714561330316,0.971,0.792,1,"O","WWC2","C3"
"C5orf421",0.00292699706396013,0.934513343662106,0.943,0.75,1,"O","C5orf42","C3"
"ZNF804B",0.00293155802568084,0.920924812771282,0.829,0.625,1,"O","ZNF804B","C3"
"ENSMFAG00000000779",0.00294705136093026,1.8551201203481,0.914,0.875,1,"O","ENSMFAG00000000779","C3"
"CSF1R1",0.00297640409738624,0.932020228683847,1,0.833,1,"O","CSF1R","C3"
"ATRN",0.00297748848761696,0.602831053875777,0.886,0.542,1,"O","ATRN","C3"
"TSTD2",0.00299933674978542,0.812215591182893,1,0.833,1,"O","TSTD2","C3"
"FLT31",0.00300051992205576,0.927420628121092,0.857,0.708,1,"O","FLT3","C3"
"SMYD2",0.00301534298807558,0.832050484403843,1,0.875,1,"O","SMYD2","C3"
"SREBF2",0.00301895314334185,0.647132457516845,0.914,0.667,1,"O","SREBF2","C3"
"ZNF221",0.00306579235217314,0.709095333212872,0.971,0.75,1,"O","ZNF22","C3"
"TRRAP1",0.00309185975594846,0.991443158564463,0.943,0.875,1,"O","TRRAP","C3"
"PHF131",0.00309240833217621,0.857590556511507,0.971,0.875,1,"O","PHF13","C3"
"SMPD32",0.00309789274923722,0.873050317178428,1,0.958,1,"O","SMPD3","C3"
"IL16",0.00310436798872357,1.00660790231297,0.914,0.875,1,"O","IL16","C3"
"IFT172",0.00312227245168793,0.770220590692879,0.971,0.75,1,"O","IFT172","C3"
"TNPO1",0.00314403528567243,0.74924112456013,0.971,0.792,1,"O","TNPO1","C3"
"GAREM1",0.00314584442856765,0.636409413134249,0.886,0.625,1,"O","GAREM1","C3"
"G3BP2",0.00316424032350875,0.513006227175319,1,1,1,"O","G3BP2","C3"
"TFAP2C",0.00319311820253169,0.611179378526168,0.943,0.875,1,"O","TFAP2C","C3"
"ACVR1B",0.00321371419422091,0.965162610740539,0.971,0.958,1,"O","ACVR1B","C3"
"RYBP",0.00323200700749176,0.739427587301355,0.971,0.917,1,"O","RYBP","C3"
"ENSMFAG00000044343",0.00323280327830072,0.897121883683196,0.971,0.917,1,"O","ENSMFAG00000044343","C3"
"PSEN1",0.00324388202169129,0.747177300945066,1,0.958,1,"O","PSEN1","C3"
