"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","subtype"
"LEF1",0.00326424848387023,0.910902727729705,0.971,0.833,1,"O","LEF1","C3"
"OSGEPL1",0.00327717924342156,1.05471072559478,0.943,0.75,1,"O","OSGEPL1","C3"
"ZNF273",0.00328535820366629,0.952735161429294,0.857,0.792,1,"O","ZNF273","C3"
"ENSMFAG00000028965",0.00328538137558713,0.767503234407809,0.971,0.792,1,"O","ENSMFAG00000028965","C3"
"TAF51",0.00330731795632373,0.866527575861604,1,0.75,1,"O","TAF5","C3"
"DHX371",0.00331745155794908,0.736828223276764,0.829,0.583,1,"O","DHX37","C3"
"AUTS2",0.00332083281881215,0.816443260980449,0.943,0.75,1,"O","AUTS2","C3"
"SETD2",0.00332751139426559,0.824608262471776,0.971,0.875,1,"O","SETD2","C3"
"QRICH1",0.00332793004119089,0.818100624475639,0.914,0.667,1,"O","QRICH1","C3"
"POLRMT",0.00334088000856517,0.815758627775287,0.943,0.708,1,"O","POLRMT","C3"
"KLHL20",0.00335710049041116,1.08685732233637,0.914,0.708,1,"O","KLHL20","C3"
"TTBK2",0.00337148919352958,0.501682862771508,0.743,0.583,1,"O","TTBK2","C3"
"MT2",0.00337391263950665,1.27567189895806,0.829,0.625,1,"O","MT2","C3"
"SOS1",0.00338945790448144,0.969359697332258,0.914,0.792,1,"O","SOS1","C3"
"FABP51",0.00342323966596022,0.730407753860327,1,0.958,1,"O","FABP5","C3"
"NEB2",0.00343315351828424,0.91481412035749,1,0.958,1,"O","NEB","C3"
"FAM161A",0.00344420105171224,0.66268226650087,1,0.75,1,"O","FAM161A","C3"
"SEC31A1",0.00345649877771363,0.805157746280114,1,0.875,1,"O","SEC31A","C3"
"ADAM10",0.00346513551765889,0.819303384897458,0.971,0.75,1,"O","ADAM10","C3"
"AGPS",0.00347977905466558,0.742623106325565,0.943,0.75,1,"O","AGPS","C3"
"MDC1",0.0034896865709316,0.834117693699161,0.857,0.542,1,"O","MDC1","C3"
"ENSMFAG00000001615",0.00350387215851342,1.00360255217726,0.914,0.875,1,"O","ENSMFAG00000001615","C3"
"EIF3C1",0.0035373844698724,0.681745335230245,1,1,1,"O","EIF3C","C3"
"WDHD11",0.00354016345059655,0.845028235862306,1,0.917,1,"O","WDHD1","C3"
"RAB11FIP2",0.00354733317677497,1.010621083793,0.914,0.75,1,"O","RAB11FIP2","C3"
"DNAJB6",0.00354821486969856,0.751839222295831,1,1,1,"O","DNAJB6","C3"
"TGFBI1",0.00355282542619907,0.821274804913436,1,0.958,1,"O","TGFBI","C3"
"JAK2",0.00355561888449514,0.829207092279896,0.914,0.792,1,"O","JAK2","C3"
"KLHL7",0.00356138719616274,0.885713081006076,1,0.875,1,"O","KLHL7","C3"
"SIK3",0.00357562636403027,0.828821716079872,0.971,0.75,1,"O","SIK3","C3"
"HDGFL31",0.00358581426975704,0.819716931214878,1,0.833,1,"O","HDGFL3","C3"
"EXOC5",0.00358829629440563,0.721513831263046,1,0.875,1,"O","EXOC5","C3"
"EHMT11",0.00360356886348011,0.967279204193005,0.971,0.833,1,"O","EHMT1","C3"
"TMEM120A",0.00360798699614466,1.00317521916827,0.771,0.583,1,"O","TMEM120A","C3"
"ZSCAN22",0.00361984932193744,0.773146949240591,0.743,0.542,1,"O","ZSCAN22","C3"
"HECTD11",0.00362088463478023,0.963454777168983,1,0.958,1,"O","HECTD1","C3"
"ACOT22",0.0036274884151968,0.685651209808965,0.971,0.792,1,"O","ACOT2","C3"
"SF11",0.00362874858412101,1.00178376688703,0.971,0.833,1,"O","SF1","C3"
"CLEC3A",0.00363800108218161,1.04488373660693,0.971,0.792,1,"O","CLEC3A","C3"
"HOMER1",0.00365530813979738,0.7359148948195,0.914,0.708,1,"O","HOMER1","C3"
"NSD21",0.00368346625149268,0.782729049746082,1,0.958,1,"O","NSD2","C3"
"BIRC6",0.0036889206383051,1.00873913462415,0.971,0.958,1,"O","BIRC6","C3"
"TRIM241",0.00370749916319732,0.905124999764514,1,0.875,1,"O","TRIM24","C3"
"ADD1",0.00371661901071454,0.830378895266756,1,0.833,1,"O","ADD1","C3"
"ZNF5701",0.00372190133262388,0.768555736832784,0.943,0.708,1,"O","ZNF570","C3"
"LGALSL1",0.00372805990082173,0.916510095330034,0.886,0.667,1,"O","LGALSL","C3"
"EDEM1",0.00373454529840431,0.756616749447392,0.914,0.75,1,"O","EDEM1","C3"
"MUM1",0.00375184159019866,1.00879933322507,0.971,0.833,1,"O","MUM1","C3"
"GLS2",0.00375725715375103,1.73164201086028,0.714,0.583,1,"O","GLS2","C3"
"MPP5",0.00377232667527773,0.862393118177843,1,0.875,1,"O","MPP5","C3"
"GTF3C4",0.00378360886739045,0.788252890027953,0.971,0.917,1,"O","GTF3C4","C3"
"CLK1",0.00382930268193363,0.919416751064444,0.971,0.917,1,"O","CLK1","C3"
"KPNA5",0.00383761224101748,0.908480530305675,0.886,0.708,1,"O","KPNA5","C3"
"ZMYND11",0.00386781963854231,0.901149604868182,0.971,0.875,1,"O","ZMYND11","C3"
"SEMA6D",0.00387612028220348,0.680996925630534,0.829,0.458,1,"O","SEMA6D","C3"
"TFCP2",0.0038907980045243,0.770335805227648,0.829,0.667,1,"O","TFCP2","C3"
"FBP12",0.00391845947446702,1.94209313325894,0.914,0.75,1,"O","FBP1","C3"
"FRMD6",0.00391900203528273,0.646782580433011,0.971,0.75,1,"O","FRMD6","C3"
"DDX54",0.00392533217099788,0.61792021296371,0.943,0.75,1,"O","DDX54","C3"
"LMNB11",0.00394067995576009,0.875371810158166,0.886,0.708,1,"O","LMNB1","C3"
"SOAT1",0.00395942925435773,0.71855478646846,0.971,0.708,1,"O","SOAT1","C3"
"TSPAN161",0.00397485282938597,1.10987979594545,0.857,0.708,1,"O","TSPAN16","C3"
"SLC22A2",0.00398504422761048,1.23549011162569,0.943,0.875,1,"O","SLC22A2","C3"
"KIF3B1",0.00400447993438911,0.97482203314261,0.914,0.792,1,"O","KIF3B","C3"
"FAM169A1",0.00400527202445573,0.702807638150126,0.971,0.875,1,"O","FAM169A","C3"
"MAP2",0.00400948097441647,0.562153197770111,0.714,0.458,1,"O","MAP2","C3"
"PLLP",0.00401793514935275,0.880783440156019,0.943,0.75,1,"O","PLLP","C3"
"FYB2",0.00402634067570711,0.510114379204209,0.971,0.833,1,"O","FYB2","C3"
"HMCES",0.00406155181439523,0.530079863252652,1,1,1,"O","HMCES","C3"
"BZW2",0.00406531187897508,0.739644764426882,0.943,0.75,1,"O","BZW2","C3"
"PPP4R21",0.00409959608634238,0.775161687656009,1,0.958,1,"O","PPP4R2","C3"
"NETO2",0.00410591489568824,0.637987025439642,0.971,0.792,1,"O","NETO2","C3"
"IVNS1ABP",0.00412582984777229,1.06962281520684,0.914,0.833,1,"O","IVNS1ABP","C3"
"EPSTI12",0.00412967738744208,0.61051204456002,1,1,1,"O","EPSTI1","C3"
"ENSMFAG000000332941",0.00414245352617701,0.793829498110072,0.971,0.875,1,"O","ENSMFAG00000033294","C3"
"ZNF2271",0.00414408233519446,0.733018276317698,0.971,0.917,1,"O","ZNF227","C3"
"MEN1",0.00415093028470319,0.807231909839812,0.943,0.792,1,"O","MEN1","C3"
"PCBD1",0.00416503245765436,0.887576537386231,0.743,0.625,1,"O","PCBD1","C3"
"SP1",0.0041805922941829,0.790601499717694,0.914,0.708,1,"O","SP1","C3"
"DIAPH22",0.00418307619545018,0.827091103304707,1,0.917,1,"O","DIAPH2","C3"
"KANSL1",0.00418341352949686,0.707895538566069,0.971,0.833,1,"O","KANSL1","C3"
"KDM4B",0.00418415702685878,1.41768833676035,0.914,0.667,1,"O","KDM4B","C3"
"SLC25A22",0.00420748359515422,0.830114786104082,0.771,0.417,1,"O","SLC25A22","C3"
"PPP4C1",0.00421288606722419,0.948382147423768,1,0.875,1,"O","PPP4C","C3"
"TMX11",0.00422243669143798,0.784270309253897,1,0.875,1,"O","TMX1","C3"
"FAF11",0.00422933812763768,0.832447320804942,0.943,0.75,1,"O","FAF1","C3"
"DDX60L1",0.00423606753693868,1.27603659773243,0.8,0.75,1,"O","DDX60L","C3"
"ZFP62",0.00425935388598779,0.935872462270258,0.971,0.875,1,"O","ZFP62","C3"
"PNPLA61",0.00429103693507805,0.54417359202153,0.914,0.708,1,"O","PNPLA6","C3"
"ZBTB2",0.0043821517875573,0.815052307147768,0.943,0.792,1,"O","ZBTB2","C3"
"CAMKK2",0.00439038348373208,0.69594782129203,0.8,0.583,1,"O","CAMKK2","C3"
"CS",0.00445137114945014,0.797633584346427,0.971,0.917,1,"O","CS","C3"
"PMS1",0.00446176265287445,0.792161921493447,1,0.917,1,"O","PMS1","C3"
"HELZ1",0.00446628293245652,0.711124473860076,0.943,0.75,1,"O","HELZ","C3"
"MICU31",0.00446952700793957,0.695709479679546,0.886,0.625,1,"O","MICU3","C3"
"ENSMFAG00000000045",0.00448485633657887,0.669802371294285,0.743,0.542,1,"O","ENSMFAG00000000045","C3"
"DDX42",0.00452167535318238,0.915843189382558,0.971,0.958,1,"O","DDX42","C3"
"ANKRD13A1",0.00452801881250487,0.838848163117942,0.971,0.917,1,"O","ANKRD13A","C3"
"RBM10",0.00454279124382522,0.765604151272754,0.914,0.708,1,"O","RBM10","C3"
"ARGLU1",0.0046069098247166,1.07889834400881,0.943,0.75,1,"O","ARGLU1","C3"
"NXN1",0.00463286159006514,0.824954629300268,0.943,0.708,1,"O","NXN","C3"
"CCDC90B",0.00464014960323332,1.16510458809087,0.914,0.708,1,"O","CCDC90B","C3"
"KDM6B",0.0046659079553784,0.776110292768454,0.971,0.75,1,"O","KDM6B","C3"
"PTPA",0.00467283302386501,1.01053971549093,0.886,0.625,1,"O","PTPA","C3"
"TM9SF2",0.0046917659481328,0.893810930307982,0.971,0.917,1,"O","TM9SF2","C3"
"RMI1",0.00470174933945977,0.971814465329077,0.829,0.667,1,"O","RMI1","C3"
"NT5DC3",0.0047105083451168,0.758601582876764,0.743,0.5,1,"O","NT5DC3","C3"
"XPOT",0.00474662240496097,0.902663692411078,0.943,0.667,1,"O","XPOT","C3"
"APAF1",0.00475026817103551,0.710008669165893,0.743,0.5,1,"O","APAF1","C3"
"CDKAL1",0.00476479710395067,1.00792942023253,0.886,0.833,1,"O","CDKAL1","C3"
"NID21",0.00477846397125008,1.2329545577467,0.943,0.958,1,"O","NID2","C3"
"KDELR3",0.00478094986097262,0.684231657288808,0.886,0.667,1,"O","KDELR3","C3"
"ENSMFAG00000044808",0.00480368676264929,0.766181259191627,0.886,0.833,1,"O","ENSMFAG00000044808","C3"
"PARN1",0.00480584360465625,0.669572102870394,0.971,0.792,1,"O","PARN","C3"
"LTBP1",0.00480978185567688,0.952730388572275,0.857,0.75,1,"O","LTBP1","C3"
"STMND1",0.00481831863816894,0.893885325959972,1,0.875,1,"O","STMND1","C3"
"MXI11",0.00484050272006266,0.835745610294021,0.886,0.75,1,"O","MXI1","C3"
"TRIM331",0.00484515121449264,0.630828551365148,1,1,1,"O","TRIM33","C3"
"NCAPH",0.004855860027581,0.664209584118403,1,0.958,1,"O","NCAPH","C3"
"CPD",0.0048648364159774,0.830210313777504,0.886,0.625,1,"O","CPD","C3"
"ENSMFAG00000044069",0.00487358770542792,0.726849885388931,0.743,0.583,1,"O","ENSMFAG00000044069","C3"
"SORL1",0.00487614457450235,0.813614040914843,0.943,0.833,1,"O","SORL1","C3"
"ZC3H6",0.00495978118885513,0.540284758992195,0.771,0.542,1,"O","ZC3H6","C3"
"NMNAT31",0.00499867111578839,0.928217292562358,0.914,0.792,1,"O","NMNAT3","C3"
"RFWD2",0.00504851228798844,0.793868392445392,1,0.917,1,"O","RFWD2","C3"
"TSPAN13",0.00507620639337561,0.823542725224464,0.971,0.875,1,"O","TSPAN13","C3"
"SYDE2",0.00508870721595601,0.658994440228795,0.886,0.625,1,"O","SYDE2","C3"
"PEX11",0.00511724646769434,0.8199272929595,0.886,0.708,1,"O","PEX1","C3"
"STXBP1",0.00513309672542633,0.830627175043317,1,0.792,1,"O","STXBP1","C3"
"ANLN",0.00515624179466033,0.66388612559576,1,0.917,1,"O","ANLN","C3"
"TCOF12",0.00516225290537128,0.837750261119587,1,1,1,"O","TCOF1","C3"
"ZCCHC4",0.00517822987573456,0.6273851961155,0.943,0.708,1,"O","ZCCHC4","C3"
"AASDHPPT",0.00520457871322582,0.650673892934141,1,0.958,1,"O","AASDHPPT","C3"
"RAPH1",0.00521164595263454,0.567019805450054,0.829,0.583,1,"O","RAPH1","C3"
"TMC8",0.00521362622863352,0.763530473828118,0.771,0.583,1,"O","TMC8","C3"
"CPEB4",0.00523524517442656,0.571014730043053,1,0.917,1,"O","CPEB4","C3"
"LHFPL2",0.00529791394911414,0.842953012589308,0.943,0.75,1,"O","LHFPL2","C3"
"CNTRL",0.00530644722672424,0.909527433942068,0.971,0.875,1,"O","CNTRL","C3"
"ARRDC4",0.00532024238218935,0.640778525259561,0.8,0.375,1,"O","ARRDC4","C3"
"CBL",0.00532257329272129,0.695144687758537,0.743,0.542,1,"O","CBL","C3"
"RASA1",0.0053927988883759,0.919444633637285,0.943,0.792,1,"O","RASA1","C3"
"WDR1",0.0054105203701321,0.822469553374462,1,0.917,1,"O","WDR1","C3"
"ZBTB40",0.0054290851803269,0.761099324663147,0.857,0.667,1,"O","ZBTB40","C3"
"TWF1",0.00544947957786206,0.612511527641304,1,0.917,1,"O","TWF1","C3"
"SNX27",0.00546964122587912,0.657875639145685,0.8,0.583,1,"O","SNX27","C3"
"KALRN1",0.00547293558828807,0.756035770838184,0.943,0.833,1,"O","KALRN","C3"
"ENSMFAG000000443671",0.00549751799465642,1.06694283066811,0.886,0.792,1,"O","ENSMFAG00000044367","C3"
"FAM193A1",0.00552774298229837,1.02008597304446,0.914,0.792,1,"O","FAM193A","C3"
"SAMD4A2",0.00553948080959489,0.620928744059202,1,0.917,1,"O","SAMD4A","C3"
"HIST2H2BF1",0.00558707331674221,0.940271187212863,0.8,0.583,1,"O","HIST2H2BF","C3"
"LHFPL3",0.00559685806349443,0.65292018068032,0.8,0.542,1,"O","LHFPL3","C3"
"CSNK1G1",0.0056308967771673,0.610676168956724,0.971,0.833,1,"O","CSNK1G1","C3"
"PAK4",0.0056410055853842,0.824106173953092,0.857,0.583,1,"O","PAK4","C3"
"DCTN1",0.00564525204779379,0.739643028660924,1,0.917,1,"O","DCTN1","C3"
"SDAD11",0.00565730607034121,0.760978593016384,1,0.917,1,"O","SDAD1","C3"
"ENSMFAG00000043965",0.00566929875321077,0.729992504157159,0.743,0.417,1,"O","ENSMFAG00000043965","C3"
"CST62",0.00568774559964129,0.605334617326352,0.943,0.917,1,"O","CST6","C3"
"THAP2",0.00570560260038195,0.529701707068284,0.914,0.792,1,"O","THAP2","C3"
"MIER11",0.00572658277425416,0.663298399375344,1,0.917,1,"O","MIER1","C3"
"IL6ST",0.00572730167631906,0.606425106100575,0.886,0.667,1,"O","IL6ST","C3"
"ZNF5571",0.00573264207294314,0.567308943905675,0.771,0.5,1,"O","ZNF557","C3"
"KNL11",0.00577859404187496,0.878754903771363,0.971,0.833,1,"O","KNL1","C3"
"PPP1R3C",0.00579310141100359,0.621383108758137,0.914,0.667,1,"O","PPP1R3C","C3"
"WAPL",0.00580616284031228,0.771408812950696,1,0.958,1,"O","WAPL","C3"
"FAM160B11",0.00580749334525087,0.915418685237567,0.943,0.75,1,"O","FAM160B1","C3"
"BCL7B1",0.00580859307677333,0.731679804159471,0.829,0.667,1,"O","BCL7B","C3"
"BAG6",0.00583315951285508,0.827177686850622,1,0.833,1,"O","BAG6","C3"
"TMEM25",0.00595214564705757,0.748997629473074,0.743,0.583,1,"O","TMEM25","C3"
"PROKR2",0.00595918079584283,0.726344405023515,0.829,0.583,1,"O","PROKR2","C3"
"CDH2",0.00597226461202452,0.7955149366265,0.971,0.875,1,"O","CDH2","C3"
"SNX61",0.00601104889798508,0.741378210854054,1,0.917,1,"O","SNX6","C3"
"SLC2A8",0.00603136645606085,0.925126666529185,0.857,0.542,1,"O","SLC2A8","C3"
"RPS6KC1",0.00603426795645262,0.907408942381287,0.943,0.625,1,"O","RPS6KC1","C3"
"MTA1",0.00605319209364428,1.31148293386898,0.914,0.667,1,"O","MTA1","C3"
"FLOT1",0.00606596509796369,0.516055889154319,0.971,0.833,1,"O","FLOT1","C3"
"WIZ",0.00607416948512043,1.07213303305521,0.943,0.792,1,"O","WIZ","C3"
"SMC1B",0.00610726674635846,0.624554848483163,1,0.833,1,"O","SMC1B","C3"
"PDCD2L",0.0061165094630408,0.689221809066916,1,0.917,1,"O","PDCD2L","C3"
"SMURF2",0.00611796425031859,0.727018012894431,1,0.875,1,"O","SMURF2","C3"
"ZNF6891",0.00612294910530078,0.830385407417659,0.971,0.75,1,"O","ZNF689","C3"
"PAXIP1",0.0061416879770586,0.734360598534076,0.857,0.583,1,"O","PAXIP1","C3"
"GUF1",0.00616784599637898,0.713737533146888,0.8,0.5,1,"O","GUF1","C3"
"ARHGEF12",0.00617546291296797,0.797904649839698,0.914,0.833,1,"O","ARHGEF12","C3"
"MBOAT2",0.00618446542389806,0.709165982032268,0.971,0.792,1,"O","MBOAT2","C3"
"STAT1",0.00618580911713801,0.68953827740847,1,0.958,1,"O","STAT1","C3"
"ALPL",0.00621523309584525,1.24013208107183,0.886,0.75,1,"O","ALPL","C3"
"VWA3B",0.00622217953856927,0.641701302714005,0.8,0.625,1,"O","VWA3B","C3"
"YTHDF11",0.00626342358126587,0.756179748937284,0.971,0.875,1,"O","YTHDF1","C3"
"EXT1",0.00627210198396524,1.0610741777453,0.914,0.792,1,"O","EXT1","C3"
"AHCYL1",0.00627313075559587,0.631519004753854,1,0.792,1,"O","AHCYL1","C3"
"CREBBP",0.00630493131353199,0.903474236422629,1,0.958,1,"O","CREBBP","C3"
"ENSMFAG00000043281",0.00632211100022477,0.567659594200063,0.743,0.542,1,"O","ENSMFAG00000043281","C3"
"ZBTB21",0.00635067528313597,0.666551557599431,0.971,0.833,1,"O","ZBTB21","C3"
"CHST10",0.00636452602426846,0.732505405284229,0.914,0.667,1,"O","CHST10","C3"
"ANO5",0.00636741748919311,0.732175906503624,0.943,0.75,1,"O","ANO5","C3"
"TAF11",0.00643059206283572,1.39968867972337,0.943,0.792,1,"O","TAF1","C3"
"PRPF8",0.00643812888522195,0.729582332336117,0.943,0.792,1,"O","PRPF8","C3"
"CALR",0.00644064518043712,1.18109183351206,1,0.958,1,"O","CALR","C3"
"AP3M1",0.00647284192943695,0.938785326710435,0.943,0.833,1,"O","AP3M1","C3"
"FANK12",0.00651953148569648,0.672367075242608,1,0.917,1,"O","FANK1","C3"
"TDP21",0.00657499856598609,0.625987481844638,1,0.958,1,"O","TDP2","C3"
"PTPRO",0.00658423519689584,0.695034782278091,0.743,0.542,1,"O","PTPRO","C3"
"SIAH2",0.00660015536825133,0.796217177950085,0.857,0.708,1,"O","SIAH2","C3"
"C16orf70",0.0066141262314473,0.553057116039834,0.943,0.792,1,"O","C16orf70","C3"
"RANBP2",0.00661604719803898,0.664470961105286,1,0.917,1,"O","RANBP2","C3"
"ZWILCH",0.0066970191829845,0.660706186918468,1,0.958,1,"O","ZWILCH","C3"
"STARD3NL",0.00669739893091076,0.750217357078327,0.943,0.792,1,"O","STARD3NL","C3"
"MKNK2",0.00673863941388632,0.976535889255273,0.857,0.667,1,"O","MKNK2","C3"
"CLMN",0.00674928653047004,0.659605575535326,0.829,0.542,1,"O","CLMN","C3"
"PLEKHO1",0.00676801802465768,1.2332820555074,0.943,0.708,1,"O","PLEKHO1","C3"
"GNB4",0.00677274400517878,0.700127061037477,0.743,0.583,1,"O","GNB4","C3"
"ENSMFAG00000038324",0.00677468389610467,0.740565514578514,0.914,0.75,1,"O","ENSMFAG00000038324","C3"
"ENSMFAG00000039087",0.00680250867315326,0.941950255951802,0.771,0.5,1,"O","ENSMFAG00000039087","C3"
"NALCN2",0.0068259447617869,0.568096631788892,1,0.875,1,"O","NALCN","C3"
"VARS2",0.00685738219436876,0.794568336111047,0.857,0.542,1,"O","VARS2","C3"
"TTC19",0.00688298208358038,0.870109240853816,0.914,0.667,1,"O","TTC19","C3"
"SOX4",0.00691139910599086,0.761552084943086,0.8,0.583,1,"O","SOX4","C3"
"PACS1",0.00691276195600772,0.957956728143006,0.857,0.625,1,"O","PACS1","C3"
"LOXL2",0.00692083311304124,1.0043219534782,0.914,0.833,1,"O","LOXL2","C3"
"PHF101",0.00693116279719006,0.83896886525108,0.943,0.667,1,"O","PHF10","C3"
"PACSIN2",0.00693284047596002,0.678944138893706,1,0.875,1,"O","PACSIN2","C3"
"EXOC61",0.00695114575137791,0.590266411166902,0.971,0.792,1,"O","EXOC6","C3"
"ENSMFAG00000031095",0.00695140624612771,0.64056615873606,1,0.958,1,"O","ENSMFAG00000031095","C3"
"ZMYM2",0.00698637292903841,0.784966055120624,0.971,0.958,1,"O","ZMYM2","C3"
"MCM7",0.00700990924737477,0.859380310852454,0.971,0.833,1,"O","MCM7","C3"
"BCL9",0.00701395644829044,0.643854654402339,0.857,0.625,1,"O","BCL9","C3"
"RIMS2",0.00702156876543241,0.629604612650609,0.771,0.667,1,"O","RIMS2","C3"
"BIK",0.00703223081501821,1.0535896056974,0.886,0.625,1,"O","BIK","C3"
"PAFAH1B21",0.00703310753159269,0.687804154008379,1,0.958,1,"O","PAFAH1B2","C3"
"DUSP2",0.00706883768040303,0.665031419144539,0.857,0.625,1,"O","DUSP2","C3"
"POLA1",0.00707342098263391,0.667563629295226,1,0.875,1,"O","POLA1","C3"
"AP1S3",0.00707468429045154,0.666848673429475,0.914,0.75,1,"O","AP1S3","C3"
"KLF51",0.00707757035225769,0.754232017262509,1,0.833,1,"O","KLF5","C3"
"ARID3B1",0.00708084619548111,0.706677457414378,0.771,0.625,1,"O","ARID3B","C3"
"UBR2",0.00708143313842192,0.89864512514944,1,0.958,1,"O","UBR2","C3"
"SDC1",0.0070903445400796,0.732130633758979,0.886,0.708,1,"O","SDC1","C3"
"FBXO341",0.00716157402702356,0.634174216358787,0.971,0.875,1,"O","FBXO34","C3"
"B4GALT1",0.00717448146939051,0.608505367196055,0.971,0.833,1,"O","B4GALT1","C3"
"UGCG1",0.0071842781636848,0.560695781706156,1,0.958,1,"O","UGCG","C3"
"GAD2",0.00720706106839907,0.757777751469364,0.886,0.708,1,"O","GAD2","C3"
"ARHGAP121",0.00720867623461492,0.607113475818589,0.971,0.875,1,"O","ARHGAP12","C3"
"CTSD",0.00722641258626767,1.42104731952517,0.971,0.875,1,"O","CTSD","C3"
"RAB6B",0.00728210959874052,0.711580620606737,0.971,0.917,1,"O","RAB6B","C3"
"SPTY2D1",0.00728410488051004,0.539398122956212,1,0.958,1,"O","SPTY2D1","C3"
"ATP2B1",0.007286300144934,0.667868419595951,1,0.958,1,"O","ATP2B1","C3"
"GBF1",0.00732083625897624,0.742526027621479,0.971,0.833,1,"O","GBF1","C3"
"GTF2A1",0.00733181506663583,0.708858481932157,0.943,0.833,1,"O","GTF2A1","C3"
"ARHGAP26",0.00733400052692256,0.632632686001559,0.886,0.75,1,"O","ARHGAP26","C3"
"CNOT1",0.00736630541344022,0.628274109089095,1,1,1,"O","CNOT1","C3"
"EHMT2",0.00739576919907936,0.635658043686443,1,0.792,1,"O","EHMT2","C3"
"NCEH1",0.0073967070674508,0.657002789187282,0.857,0.667,1,"O","NCEH1","C3"
"WASHC4",0.00740733582568906,0.695693486382641,1,0.833,1,"O","WASHC4","C3"
"FAM210B",0.00740803755128737,0.835683886562297,0.914,0.708,1,"O","FAM210B","C3"
"BRWD11",0.00743263346255513,0.64624139697748,1,0.958,1,"O","BRWD1","C3"
"NCBP3",0.00748387865846193,0.597446131850247,1,0.875,1,"O","NCBP3","C3"
"MYO9A1",0.00748548710704159,0.523648369392046,0.971,0.833,1,"O","MYO9A","C3"
"CACNA1E2",0.00750820218045705,0.977481033706845,0.943,0.958,1,"O","CACNA1E","C3"
"CD811",0.00751493199485532,1.1073764515566,0.914,0.792,1,"O","CD81","C3"
"CD2AP",0.00752281130913713,0.70186135360045,1,0.917,1,"O","CD2AP","C3"
"RERE",0.00753336648186123,0.653039842392571,1,0.958,1,"O","RERE","C3"
"PRRC2B",0.00755587513336968,0.83138610787666,0.971,0.875,1,"O","PRRC2B","C3"
"PTPRF",0.00756984306426709,1.05317242855008,0.943,0.875,1,"O","PTPRF","C3"
"SOCS7",0.00757516719107907,0.771832504474545,0.943,0.792,1,"O","SOCS7","C3"
"CERS21",0.00757888403591972,1.10914504486457,0.971,0.958,1,"O","CERS2","C3"
"ACADSB",0.00760152663926642,0.7509872593017,0.743,0.583,1,"O","ACADSB","C3"
"TMC5",0.00760301748760053,0.729301166806911,0.971,0.917,1,"O","TMC5","C3"
"SIN3B",0.00761464020210098,0.82511827922394,0.914,0.75,1,"O","SIN3B","C3"
"HNRNPA2B1",0.00762123122011005,0.540795453015761,1,1,1,"O","HNRNPA2B1","C3"
"TPRG1L",0.00762784078894596,0.810278418641229,0.914,0.708,1,"O","TPRG1L","C3"
"DIP2A1",0.00769214282866526,0.846216033882746,0.8,0.583,1,"O","DIP2A","C3"
"SUPT20H",0.0078174512668455,0.58192567586751,1,0.875,1,"O","SUPT20H","C3"
"TPRG1",0.00782696746973746,0.869051499419957,0.943,0.792,1,"O","TPRG1","C3"
"ENSMFAG00000045191",0.00784765144824141,0.609648634803077,1,0.917,1,"O","ENSMFAG00000045191","C3"
"PTPDC1",0.00785066320787785,0.667990141243101,0.886,0.667,1,"O","PTPDC1","C3"
"APC1",0.00785219164667261,0.569457340601261,0.971,0.875,1,"O","APC","C3"
"PARD6B1",0.00787526972007624,0.680762332698566,0.886,0.583,1,"O","PARD6B","C3"
"ADAR",0.00790824490188292,1.00214880398216,0.971,0.958,1,"O","ADAR","C3"
"RB1",0.00791087495545033,0.796871803230101,0.886,0.792,1,"O","RB1","C3"
"ACTG1",0.00792198545919112,0.548961562316858,1,1,1,"O","ACTG1","C3"
"FAM111A",0.00792380513895503,0.656544349700131,0.971,0.792,1,"O","FAM111A","C3"
"VTCN11",0.007940250746623,0.901683217251108,0.914,0.875,1,"O","VTCN1","C3"
"VEGFC",0.00794309375396493,0.685541965253942,0.829,0.625,1,"O","VEGFC","C3"
"PASK",0.00794630602705945,0.984615050761055,0.829,0.583,1,"O","PASK","C3"
"ENSMFAG00000036622",0.00796517186679169,0.720100502064871,0.971,0.875,1,"O","ENSMFAG00000036622","C3"
