	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1607789	0	0	0.0509269035178575	0	0	0.152390531182577	0	0.100332621015638	0.0394232230488832	0	0	0.0571669826566179	0	0.110509968101588	0.137904850092852	0.112159019583958	0.0438495318901457	0.0412720304570832	0.0983723055530542	0.0556920328997454	0	0	0	0.392760280245131	0.919722407089224
GSM1607790	0	0	0.0400538546735619	0.0244824672070736	0	0.266410556912165	0	0	0	0	0	0.0270058267695494	0	0.283114854373926	0.0542294834045786	0.0516084601536635	0	0	0	0.253094496505482	0	0	0	0.603413682985199	0.800469222264311
GSM1607791	0.00801797403472795	0	0	0.0354622025918267	0	0.113894647882347	0.0443399867151815	0	0.0701942986563125	0	0	0.0340170947980536	0.0307116674782469	0.146067101006252	0.0585487833527029	0.0631754437040615	0	0.0158475068916046	0	0.352010044140511	0	0.0277132487481714	0	0.521949082975773	0.851862225651369
GSM1607792	0	0	0	0.104103974943735	0	0.181165229206043	0.00465892515342583	0	0.00197955060415817	0	0	0.0563299830171122	0	0.119903619884188	0.162793182852488	0.0833384596479559	0.130771027081732	0	0	0.14169745277655	0.0132585948326128	0	0.12	0.121237331423122	1.05619458056206
GSM1607793	0.0151373634566069	0	0	0.186072017300221	0	0	0.132699279626009	0.0951111897556424	0	0.00176312709779192	0	0.0258836898733622	0.00355943043511139	0.0605831494707698	0.0970977091203491	0.231086208924386	0.0638644476382161	0.00353267125396073	0.0505280709981589	0	0.0330816450494146	0	0	0.3646571856644	0.931325978944212
GSM1607794	0	0	0.0836969698878635	0.119498862301797	0	0	0.0847688362023739	0.0599204735555899	0.0488129562411529	0	0	0.0371500328377442	0	0.0294117338613512	0.0452730094486351	0.207620160330721	0.165577226084564	0	0.0156682836537151	0.0481677802889895	0.0544336753055017	0	0.01	0.210754767077583	0.990065205681554
GSM1607795	0	0.0105684446411262	0.136051655593821	0.125696173643208	0.000445105276634581	0	0.0515323078243716	0.0467038956975649	0	0.0107674777831049	0	0.082354307071533	0	0.140494504090167	0.0196481976932033	0.01654439798679	0.0514168305084842	0.0117706555419567	0	0.296006046648035	0	0	0	0.267234646057416	0.98090268003434
GSM1607796	0.0287370279931476	0	0.260539404384663	0.133763264277278	0	0.0402885379025682	0.00163980671321919	0.0569570644703196	0.00229159909981549	0	0	0.0254375109401754	0.00944244446837709	0.0451378309280607	0.025316255008573	0.0870875280788788	0.0158631054440194	0.0157137721183661	0	0.203569111266115	0.0482157369064239	0	0.04	0.153013950189635	1.00834100146049
GSM1607797	0.00082673793803017	0	0.0926085785400206	0.0783419034728287	0	0.0791266585035737	0	0	0.0130930012795398	0	0	0.0313092354789884	0.00583729231949513	0.356548775492087	0.0702041972861905	0.100045410915543	0.0458631533140454	0.0386419819886097	0	0.0671562733291655	0.0203968001418818	0	0	0.2703110138041	0.994325220957051
GSM1607798	0	0	0	0.0622782247644769	0	0.317216749652813	0.0963258848917329	0	0	0	0	0.0735925650082673	0	0.189329738747833	0.102503291590205	0.0569686570084573	0.00387856324210834	0.0145007347929399	0	0.0834055903011667	0	0	0	0.469966920888771	0.881618513249277
GSM1607799	0	0	0.0590120025287395	0.0415056617585975	0	0.0949040545494849	0	0.024496749005681	0	0.0633557072649186	0	0.0486348152173538	0	0.228600039618361	0.0799534408052019	0.0397156769375391	0.0299382409013611	0.0129621313796385	0	0.267876538839112	0.00904494119401103	0	0.01	0.190451195529158	1.02820241858675
GSM1607800	0	0.034933903246586	0.00348269049295612	0.170877348989869	0	0.131598197935487	0.0542603861599092	0.0508350271183911	0.0182380390564552	0.0928363595258362	0	0	0	0	0.0238186699199394	0.168072959963826	0.178192833772299	0.0105127008651796	0	0.0623408829532668	0	0	0	0.302357176566339	0.960865636700162
GSM1607801	0	0	0.0359994153621649	0.215619906511719	0	0	0.178828427457158	0.0169618683852503	0	0	0	0.0508087598874466	0.00280192227139212	0.0308103269509275	0.129263782506105	0.106880181675745	0.0241129682735478	0	0	0.207912440718543	0	0	0	0.364848717303546	0.934554334980299
GSM1607802	0.00926074703542608	0	0.0302366243289235	0.0537539104980415	0.0314629882124222	0.155938118397479	0	0	0	0	0	0.095839234980434	0	0.119278695718095	0.0512458489574994	0.0326368584553158	0	0.0314450052307776	0	0.361059639803212	0.0278423283823737	0	0	0.288128300697777	0.983973198201257
GSM1607803	0	0	0.0181460243065255	0	0	0.151230431437338	0	0	0	0	0.00361928891690258	0	0	0.18213626040192	0.0193549421212728	0.0423000954988909	0	0.0269733803516714	0	0.469757775375919	0.0663496044279445	0.0201321971616161	0.01	0.216486480692404	1.05318577963877
GSM1607804	0	0	0	0	0.00718022220613477	0.0258157670694447	0.00818175062635389	0.0453813468420822	0	0	0.0629512063958359	0	0.044280209773137	0.0547357475336575	0	0.0536003416891134	0.147520351137465	0.0920904429119479	0	0.301897857739129	0.00705958079230779	0.149305175283391	0	0.280266017005003	0.985456649203141
GSM1607805	0	0	0.0266697893546295	0.0853155956637553	0	0	0.265740381095981	0.0637726401295683	0	0.00496370431166714	0.0507039349974977	0.0480295301752208	0	0.206610328196902	0.0545158301493352	0.0928455782105508	0.00593420076535206	0.019766115652805	0.0315362590723318	0.0435961122244025	0	0	0	0.399772577479076	0.91657488327666
GSM1607806	0	0.0143659691846516	0	0.120511897010105	0	0	0	0.0968234975757118	0.129247996501503	0	0	0.103240118792618	0	0.182359298055782	0.0496969904117116	0.0978054694053136	0.0150685181026079	0.157773073605079	0	0.0331071713549174	0	0	0.01	0.211164837205609	1.01431171988668
GSM1607807	0	0.0115030668139326	0.129908143980771	0.174927013888396	0	0.0306782100508116	0	0.0341262320678967	0.145917565847539	0	0	0.087437605801223	0	0.095172983638476	0.0446547944930394	0.155504114080395	0.00531495972313138	0	0.0210153138844281	0.06383999572996	0	0	0.16	0.105677079946774	1.04016994636369
GSM1607808	0.00729476668394187	0	0	0.0442263269111623	0	0.174629152660044	0	0.0361396143703047	0	0	0	0.0867973893450691	0.00362769251380925	0.0239287794907197	0.021390276689851	0.0674340171180855	0.0372206117946617	0.102189255910375	0	0.384882240024537	0	0.0102398764874387	0	0.246597074308994	1.00540632366747
GSM1607809	0.00216339860802565	0	0.0133877906009356	0.0540593706955704	0	0.0370874663524393	0.0201564126287834	0	0.0549351912864027	0	0.0982482698993579	0	0	0.151875268260405	0.0682520714589812	0.115873080527073	0.0351131170658268	0	0	0.348848562616199	0	0	0.54	0.0432867114138168	1.10834011584628
GSM1607810	0	0	0.0272314651045809	0.114457102195873	0	0	0.0714813464661371	0.0504903627691183	0	0.0407882947141602	0	0.0540457921888739	0.00389927415709098	0.0453717503512258	0.174240135861472	0.202105676909687	0	0.144637720586703	0	0.0712510786950781	0	0	0	0.586391866209885	0.811707783523148
GSM1607811	0	0.00175867341544415	0.0394261972355433	0.00773172135436472	0	0.173431719591724	0	0.0655624171587076	0.0348484059742909	0	0.00827968100954665	0.00278591776274048	0.000308835112336205	0.0998449757933924	0.051854280073376	0.0405231337622417	0.0530424611213666	0.0368944302168454	0	0.377629750573091	0.00456645039387755	0.00151094945111128	0.15	0.107541297923937	1.06977582828231
GSM1607812	0	0	0.162230898061601	0.113033170140592	0	0	0.24824117896399	0.0191728456332662	0	0	0.00397306384679525	0.0532772770279039	0	0.0728592085119424	0.149338928897997	0.0837552057857674	0.0238525747089052	0.020801441765475	0	0.0470333848277657	0	0.00243082182799748	0	0.325321552884628	0.949679472215962
GSM1607813	0	0.0693854900626758	0.00616949361897738	0.267375052264011	0	0	0.0287665439118191	0.0647375055804036	0.0985226217405129	0.0832907697097448	0	0.0419160018458094	0	0.121997535933583	0.0545308423949872	0.102776744292916	0.0236912702349509	0	0.0337215167236464	0	0.00311861168596245	0	0.22	0.0926217536030644	1.06633873537691
GSM1607814	0	0	0	0.00409412032946883	0	0.100879019317619	0	0.0170700838903807	0.000193911741726087	0	0.010997812177933	0.0047230414642841	0.00713841034564876	0.279566213847625	0.0155838254895757	0.0130680465401664	0	0.0148902865983734	0	0.494334990968847	0	0.0374602372883522	0	0.508803673572581	0.876285677512719
GSM1607815	0	0	0.00981261117222617	0.0300943531978211	0	0.135655590075707	0	0.00516158677461143	0.0238300388224241	0	0	0.0488117061094463	0	0.346781160516785	0.0517873607583069	0.0435637892416195	0.0837325078258697	0	0	0.205246623304931	0.0155226722002521	0	0	0.458076108762332	0.892024649464156
GSM1607816	0.00426309587447849	0	0	0	0	0.0467245144728416	0	0	0	0	0	0.0129997132719114	0.00713640074618349	0.296585441867643	0.0230532026205695	0.0797061936671658	0	0.0104664972287552	0	0.320436553589117	0.0470054804141488	0.151622906247185	0	0.564718050793329	0.827260201980653
GSM1607817	0.0879498421840702	0.028015477515677	0.072325237003291	0.171847500718262	0	0.0967955328613906	0.0826702628923577	0.0653174880353467	0.0264144593381678	0.100735235813313	0.00341258159565639	0	0	0.071076945161156	0.0558949905690426	0.102816569802646	0.00524748638378741	0.0199980716440657	0	0.009482318481771	0	0	0	0.419768022523804	0.90651376995534
GSM1607818	0.00206807449133983	0	0.0704671356897067	0.17043873579669	0	0.0294274821907747	0.193164536802696	0.0330249856110736	0	0	0	0.0850361611573914	0.0052959806825305	0.128837615694517	0.146972929988701	0.0309686256821224	0.0320776374102891	0	0	0.072220098802168	0	0	0	0.455067481572136	0.889282646465718
GSM1607819	0	0.0158639145849002	0.0515607321126207	0.0316791729167121	0.00173981465757356	0.183038929653351	0	0	0	0	0.0248068805431295	8.51489315302411e-05	0	0.206549876925115	0.0408862418986276	0.140352300447085	0.0408799811311319	0.00361929126553523	0	0.258937714932687	0	0	0	0.431430044295115	0.90303377316578
GSM1607820	0	0	0.15417847966586	0.0458970203053676	0	0.122182323802364	0.137096717029448	0.0268566679121568	0	0	0	0.116034720982242	0.00405446089743855	0.0559403569432893	0.131488616589686	0.0824262107642884	0.0428306454887692	0.0327418833641205	0	0.0482718962549695	0	0	0	0.333394724171904	0.94589534043424
GSM1607821	0	0	0	0.0335435960474929	0	0.128056320621112	0	0.0315947304825428	0.0262888664086099	0.053778996892616	0	0.00520100389442541	0	0.106159234202627	0.0737923019105874	0.0484876539135888	0.0513386251412004	0.0218895045507457	0	0.419869165934452	0	0	0.02	0.18498249828232	1.04736635778395
GSM1607822	0.00129392212554748	0	0.00727839398238069	0.0994698979501824	0	0.102842294795715	0.129060336600858	0.00949043184423825	0	0	0	0.0937020925725573	0	0.17902908577432	0.0649856757654569	0.0861318794006772	0.00824000765783631	0.083426080262629	0.0913368992811303	0.0430637130774894	0	0.000649288908981546	0	0.569403924741149	0.829747012872601
GSM1607823	0	0	0	0.115296374856315	0	0.101800321164004	0	0.0720359937427751	0.0148831405589014	0	0	0.084200715579012	0.00816591485304715	0.077677995178826	0.229507662027147	0.127284147702526	0.0796348998019988	0	0.0895128345354474	0	0	0	0	0.598760631375942	0.803831256469193
GSM1607824	0.00131261327083753	0	0.115202380273646	0.0918895562465768	0	0.123117539690703	0.0500532173720912	0.0640922525655714	0.0931693609546729	0	0.0181285999860711	0	0.0187415040396893	0.0222135157509792	0.0496736265069166	0.0271008570070018	0.0147022522309807	0.0210369969455735	0	0.256545110982793	0.0121950702059661	0.0208255459699299	0.01	0.218734787472804	0.994497722958627
GSM1607825	0	0	0.04827940861082	0	0.0100820591145783	0.0107347230741787	0	0.0177525067158	0.0416277838046077	0	0.00424119695388211	0.0154529931429687	0.0102224793514739	0.332862131639728	0.0104897277416509	0.00138945600031887	0	0.0701800780585863	0	0.377729564965509	0	0.0489558908258981	0	0.422512131792662	0.927227425868479
GSM1607826	2.51488833782399e-05	0	0.00318839456454586	0.239436696361422	0	0	0.098087315541238	0.0830436566605686	0	0	0.0899351391139683	0.0346766855045606	0	0.0804170523614162	0.100381630067233	0.105412604987844	0.0642398360144604	0.00191354746411352	0.0444351546544107	0.0548071378208415	0	0	0	0.506591427645983	0.862210196648038
GSM1607827	0.0411343735535592	0	0.0709942586508785	0.0572242531288491	0	0	0	0.0500656776776065	0.0343446142680657	0	0	0.0475335885809296	0	0.298847431614514	0.0895757320995818	0.174807496358744	0	0	0	0.135472574067271	0	0	0	0.417908411533023	0.912072368667847
GSM1607828	0	0	0	0.0853924263767718	0	0.0309543000369319	0.123593909361265	0	0	0.0161032026417536	0	0.0325771511007891	0	0.14854501437455	0.222719037522102	0.12601131847046	0.0420082316735342	0.00253119414025166	0	0.16956421430159	0	0	0	0.523878644854551	0.851647169703827
GSM1607829	0.0108688139819649	0	0.00667577668347947	0.04925936957039	0	0.0211466003439818	0.00974511979081749	0	0.0345349634768958	0.031260045864882	0	0.0220841658594533	0	0.249782825178872	0.071823337054825	0.0544939133672842	0	0	0	0.404789532570376	0.0176329387199154	0.0159025975368626	0	0.517215226020493	0.858833672477775
GSM1607830	0	0.0506117040518045	0.200782558568075	0	0.0833008903351389	0.0229637829046956	0	0.0896392662040895	0	0	0.0267457851077463	0.0060514046669756	0	0.173634174582001	0.0508895700478626	0.135614968070866	0.0560075831187986	0	0	0.103758312341946	0	0	0.93	-0.0353382500259629	1.08311231400452
GSM1607831	0.0155911747363322	0	0	0.0789767933888644	0	0.219748933028649	0	0.0929697305036093	0.102166078877051	0.0123626290901349	0	0.0923017427460116	0.0120592509904696	0.00980579117888535	0.195357484762399	0	0.0736081065273738	0	0.0303202637917025	0.0647320203785177	0	0	0	0.363037061517506	0.947896654445818
GSM1607832	0	0	0	0.048228418143449	0	0.0749680284963533	0	0.107115001376926	0.0472162360363888	0	0	0.0287395907715645	0	0.0973574931111174	0.128182762924935	0.220528765039301	0.0917488931483062	0.0119117806582246	0	0.144003030293435	0	0	0.01	0.214143370836785	1.00677034605047
GSM1607833	0	0	0	0.0304596373021352	0.0110818967376625	0.0105042659040107	0	0.0112801855855346	0.00370658952112432	0	0.016820181045969	0.00493493136026487	0	0.26132716925227	0.0764345305296239	0.0151822500604547	0	0.00945876305878067	0	0.485458170167174	0.0153459674016848	0.0480054620733108	0	0.274359259051186	1.04083849857534
GSM1607834	0.091803978150309	0.0856693196519411	0.03965144158515	0.0921085734047359	0.0627471328387856	0.0476018850896627	0.124550167083463	0.0622411264100826	0.136777805401342	0.00107690616649923	0.00172611157227431	0	0.000581029910621586	0.0108623746687614	0.0418039806028782	0.141694966752649	0	0.0521799191048786	0	0.00692328160596625	0	0	0	0.363440123076176	0.932099874287676
GSM1607835	0	0	0	0	0	0.223395140647157	0	0.00782864807323006	0	0	0.031881776021357	0	0	0.248208473775955	0.0388566782174287	0.03428281702057	0	0	0	0.411440987446809	0	0.00410547879749308	0.01	0.20713978572192	1.05195239199035
GSM1607836	0	0	0.058005057672683	0.129149941775884	0	0.0163746714119345	0.00633837690002612	0	0	0.115403201260823	0	0.182944628810918	0	0.0454805317972067	0.0384806632676079	0.0458096603143795	0.00758667403829365	0.0450626587369914	0.212356611125472	0.0970073228877806	0	0	0	0.581958364444705	0.813137187583335
GSM1607837	0.0112243648390599	0	0	0.0210828972360943	0	0.0308060211881054	0	0.0629844466723577	0.0713688651315297	0.00718808935348067	0	0.0630432187962246	0.046955952453503	0.0973882583571748	0.0145969786097365	0.0474785468168884	0.0619761317617096	0.0309022023440958	0	0.343950782716386	0.0318947281368525	0.0571585155868013	0.01	0.207236094894119	1.017507851508
GSM1607838	0.0210762052854074	0	0	0.201801386281923	0	0	0.0613320990394478	0.111249650651481	0.0206463324974414	0.0814675428740916	0	0.0491142541122382	0	0.154659263363128	0.130813069213331	0.0349034350995654	0.0538850105918656	0.000330412649772654	0	0.078721338340306	0	0	0	0.339736293179343	0.950962730730818
GSM1607839	0	0	0.264981891666285	0.0515935974782853	0.0165992223991596	0.0126261682711496	0.0530901718791363	0.0313986881439583	0	0	0	0.0393333350349067	0	0.0132746515577258	0.0717447038899793	0.227554088378929	0.0696375104277395	0.00267476292461851	0.063339187700573	0.0730120588845059	0.00913996136304806	0	0	0.290121605294037	0.958256102600889
GSM1607840	0	0	0.046890910796486	0.0796856250369341	0	0.117703992190003	0	0.0161225174516739	0.0167641374093574	0.0313720368724717	0	0	0	0.230082134380926	0.0444877017970914	0.0658604737905944	0.0855416023047377	0	0	0.265488867969724	0	0	0.12	0.121661806596999	1.05954077985927
GSM1607841	0	0.019348146145801	0	0.0890522678337761	0	0.0171752319796784	0.0641656287412803	0.0142021387134364	0	0.0430896473059918	0	0.027715857089018	0	0.349126058982083	0.11844486260928	0.0786536039578223	0	0	0	0.175229204928955	0	0.00379735171287766	0	0.497044546091552	0.868762396197526
GSM1607842	0	0	0	0.0851780464098999	0	0.0958476834238315	0.00720891618859271	0.128355509287974	0	0.00277212645268537	0	0.0802205433672936	0	0.0746896609294013	0.0726644631955781	0.149402872301802	0.149965534719157	0	0	0.153694643723784	0	0	0.01	0.202120466402515	1.00445234744868
GSM1607843	0	0	0.00338443327566609	0.271510497947738	0	0	0.220260648143026	0.0379043365988117	0	0	0	0.0423222515247507	0	0.0189013983317711	0.0852659676349872	0.131259052800638	0.014471510469506	0.0139315832514886	0	0.160788320021617	0	0	0	0.449193182206412	0.892221155993527
GSM1607844	0	0.0876760351136994	0.168235502201021	0.0901794704288722	0	0.142939204518138	0.0288994030883436	0.122908955840148	0.0415563280530755	0.00224897932132485	0	0.120203418471719	0	0.095444581958992	0.0151166901800059	0.0399796727214235	0	0.0331095658527467	0.0115021922504901	0	0	0	0	0.325181859932868	0.95034289100054
GSM1607845	0	0	0	0.0501821233834776	0	0	0.0128698734494004	0.124559242581652	0.175862197423855	0.0266454716120635	0	0	0	0.0352864614631425	0.0790643205861364	0.0822100689861372	0	0.326621273566708	0	0.0780582937138931	0.0086406732335341	0	0	0.396503628319913	0.932413358409699
GSM1607846	0.0267605275874205	0	0	0.274652241929508	0	0	0	0.10187385318784	0.0254560799220571	0	0	0.0643938543424103	0.0105453470136833	0	0.0769790744524035	0.0571066896353553	0.0969623024113358	0	0	0.23230842111916	0.0329616083988264	0	0.25	0.0835053010486138	1.06420018000869
GSM1607847	0.0116158129871202	0	0.0979594972767964	0.0880846422469839	0	0	0.0104518040267116	0.0268821135213275	0.10980097993534	0	0	0.0586529646215115	0	0.196161261278399	0.0426929315861248	0.0467830858232477	0.127789679537334	0.00316995886976761	0	0.179955268289335	0	0	0	0.260507094579778	0.978702256471352
GSM1607848	0	0	0.0582999732350574	0.0154807022898888	0	0.204109334521698	0	0.0133384355324512	0	0	0.0172981684570571	0.0101456791855661	0	0.235136078239521	0.0839121817530235	0.0538675975815235	0.0136027840021556	0	0	0.276048716673973	0.00492377168348559	0.0138365768445989	0.01	0.204278450402692	1.02335836793296
GSM1607849	0	0	0	0	0	0.0541249896668395	0	0	0	0.0122671530923743	0.0165434646746718	0	0	0.216295265700603	0	0.0483515743445683	0	0.0176541152073545	0	0.4843205736213	0	0.150442863692288	0	0.583953248804532	0.816905656839504
GSM1607850	0	0	0.0105529643482759	0	0.0451756821039232	0.0888627315960947	0	0	0	0.0370121373151276	0	0	0	0.320533556227156	0.0106204823601014	0.0855510579752319	0.0582537090165603	0.0155318873432712	0	0.287860513037435	0.0302524591430602	0.0097928195337622	0	0.468327184064924	0.889373551371864
GSM1607851	0	0	0.0975354163706834	0.0189968595546756	0	0.0660812255015081	0.155004885216728	0	0	0	0	0.0309635876820891	0	0.155427790720406	0.105278650096539	0.0945642834628227	0.00647653308671682	0.0245346989013934	0	0.235766610898622	0	0.00936945850781709	0	0.274919606298991	0.977217959537614
GSM1607852	0	0	0.020136446534959	0.105198567001875	0	0.128502193045838	0.112887334825809	0	0	0	0.0037215779940802	0.0691864246724037	0.000309694164901702	0.0801180337629666	0.108593971621648	0.130052809536644	0.043663227093877	0.0170519290058317	0	0.177623122687335	0	0.00295466805183106	0.01	0.234488417797268	0.993218394070834
GSM1607853	0	0	0.139132972961381	0.0113551456081093	0	0.0711981442969044	0	0.0340281543712924	0	0	0	0.0734500195876307	0.00412971122662989	0.0748078579310351	0.138175536492545	0.0944451246352791	0.0503640983360197	0	0	0.296853871451196	0	0.012059363101978	0.22	0.0953137444406435	1.06444010188731
GSM1607854	0.0017795577467788	0	0.0100296854119759	0.0259950610411216	0.0138041919750934	0.0180563514766499	0.10348883612024	0	0	0	0.00214578404888664	0.0179037342570334	0	0.280649979084595	0.160991509641165	0.0590897934270426	0	0.0155291412992693	0	0.29053637447015	0	0	0	0.322758861833005	0.983233705092874
GSM1607855	0.0506442975493411	0	0.279470024892248	0.0408268296456943	0	0.206021442697	0	0.0124424007557779	0.0133369066675596	0	0.0438165448645224	0.0152032940026594	0.0252904129040076	0.0458361549842775	0.0265414718136431	0.126318377979141	0.0148052628618577	0.018291985929729	0	0.0712393588300777	0	0.00991523362246376	0.0600000000000001	0.140129203355606	1.00876481522928
GSM1607856	0	0	0.0268574160877498	0	0	0.191643832607378	0.0126635512212124	0	0	0.021828573146653	0	0.0556625801270045	0	0.156608884013639	0.0266916282301686	0.118859996442426	0	0.0911751985858358	0	0.284063672286322	0	0.0139446672516111	0.01	0.205741156155491	1.01803572416824
GSM1607857	0.0130549096937611	0	0	0	0	0.0736072640032695	0.000670615285144162	0.0666101195308158	0	0.0269915933773226	0	0.0237904928947069	0	0.530394438334979	0.0452616832550229	0.0245289767025681	0	0.0272184296860082	0	0.167871477236402	0	0	0	0.571343924554464	0.824381403537755
GSM1607858	0	0	0	0.120693081857399	0	0.101830964825814	0.0963515065460876	0.0237492685933908	0	0.00911836743285967	0	0.0520916257285174	0	0.275762925325295	0.0798889571864299	0.0346684757899786	0.00787052426544452	0	0	0.197655758981751	0	0.000318543467031921	0.14	0.1167784071568	1.06464809649943
GSM1607859	0.0125179298984649	0	0.0783439540264806	0.0285378925786001	0	0.0754723623016906	0	0.0963154306742444	0.046347575976782	0.0105472323048039	0	0.0550709699406399	0	0.333839240344476	0.0414390375838636	0.00577760253469674	0.0468673331350315	0.0215317252884316	0	0.121324203068308	0.0191569816147442	0.00691052872874101	0.01	0.231193282863269	1.00306182665007
GSM1607860	0	0.0101676334435978	0.0220816869389635	0.0080609663004557	0	0.0633249791231382	0	0.0327583905201633	0	0.00141842581614755	0	0.0112994605589599	0	0.241336508381243	0.0675465964936989	0.0482315314080604	0	0.00761774762724989	0	0.463921999825249	0	0.0222340735630729	0.01	0.238442922792027	1.04924778873746
GSM1607861	0	0.0477750818843861	0	0.261610803158241	0	0	0.15467696690753	0.0970025138530234	0	0	0.00416901240608321	0.0967730526502657	0.0182864167515172	0.0240175369749711	0.145455043084988	0.0938009275039285	0.0330546844749488	0.0044609161500591	0.00897362597894506	0.00994341822111264	0	0	0	0.488968813435141	0.871520723556326
GSM1607862	0.00626337684665015	0	0	0.0860680632754207	0	0.128122318652543	0	0	0	0	0.075932529326979	0	0.0191760626302572	0.0265402984934747	0.0105391798868212	0.0470518513799479	0.0331616912351345	0.112374617993725	0	0.267622937442161	0	0.187147072836886	0	0.358581768724496	0.943184111743297
GSM1607863	0	0	0.152641164819436	0.0626819883750982	0	0.0931871092923606	0.0226509536848815	0.0397209823476842	0.020080991575804	0.0711126814314213	0	0.0317721071700622	0	0.0407103624772809	0.0660421047363136	0.0612340520212857	0.0805333493691132	0	0.257632152699259	0	0	0	0	0.332527517667749	0.944170301062139
GSM1607864	0.00208949128366981	0	0	0.106663526724092	0	0	0.13301330904964	0.00789927422322558	0	0	0	0.077371988218689	0	0.119041452816006	0.138464468682792	0.0331694398391275	0	0.00834854257253974	0	0.346448286209405	0	0.0274902203808136	0	0.271582611339413	0.999850936205297
GSM1607865	0.00438333949543331	0	0	0.0209034724974495	0.0049505547492152	0.12051465547112	0	0	0.0365580887734321	0	0	0.0248112406663481	0	0.211194395573369	0.0362568464740941	0.0546978880530194	0.0228438378458837	0	0	0.411428394407407	0.0406673041309754	0.0107899818622531	0	0.445255165403591	0.90448651198586
GSM1607866	0.00183808265819762	0	0	0.181424352100379	0	0.0945393440255219	0.0489928580557819	0.0243306223228838	0	0	0	0.0819545101591499	0.0321198858603794	0.0201549889337152	0.196563895033	0.0693846106058026	0.0599329980495314	0	0	0.188763852195657	0	0	0.02	0.162428687470702	1.04799631296256
GSM1607867	0	0	0.0509760391003414	0.156850564142138	0	0.0113103862568162	0.0423932006714474	0.128835034073783	0.0261669143956342	0.0516311608657431	0	0.0299570629384469	0	0.0242387677487978	0.076053579990882	0.0685668216562936	0.114426070524816	0.0180285539113327	0.151621449283298	0.0489443944402288	0	0	0.02	0.17883711780822	1.00903365678914
GSM1607868	0	0	0.0393998712940362	0.0773111096376822	0	0.10786950584261	0.0456961149638851	0.0632792163822906	0.00433790158998138	0.0448820319709924	0	0.0475998598827458	0.0131414803031905	0.128367291467781	0.0760762351687242	0.0343879566801882	0	0.0770411142660161	0	0.240610310549876	0	0	0	0.54984582055016	0.83861554354005
GSM1607869	0	0	0.046274049350807	0	0.0689083514002285	0.116161201974245	0	0	0	0	0.0135543008728491	0.00264284869181393	0	0.149448231200293	0.0951870601564371	0.0492052143452866	0.0741557986470765	0.0591554448773552	0	0.325307498483609	0	0	0	0.30261206854043	0.975123924620634
GSM1607870	0	0	0.0428443000523344	0.0957849430021789	0	0.0786575147135715	0.023871545901744	0.0148324138161827	0.0378447234112388	0.0769472901854526	0	0.00501619850487796	0	0.275340973013545	0.123104561157905	0.157539496889422	0.0375179408349196	0	0.0306980985166277	0	0	0	0	0.361305098067739	0.942242078475783
GSM1607871	0.0190926158371458	0	0.0766485450320695	0.241724057645514	0	0.030655627501704	0.0769364348870545	0.0889915569926151	0.0195731064643203	0.0386796968229671	0	0.0165333253430332	0	0.0669686308304347	0.159753194601433	0.111448078167634	0.0230041921995247	0	0	0.0299909376745504	0	0	0	0.55749038539103	0.833354070025509
GSM1607872	0	0.0175808440965771	0	0.0320355256778532	0.0157141328476045	0.0475261327264485	0.0177591055985165	0.000923505074071272	0	0.0105265444794672	0.0335267155263311	0.0322218215527114	0	0.211426641297753	0.0766579549518164	0.0736755368108888	0	0.0293895603485806	0	0.338869713289749	0	0.0621662657216319	0	0.364252100748863	0.949513162352818
GSM1607873	0.0814484824819985	0	0.0598360866778591	0.0754256444562544	0	0.22263159623546	0	0.0691884535625422	0	0	0	0.0644525723837967	0.0274037495813338	0.0319463278661937	0.0296642920878443	0.0888652659786463	0.0619924160850205	0	0	0.139155232883808	0.0453663145413813	0.00262356517786127	0.01	0.22299291792484	0.988327521102767
GSM1607874	0	0	0	0.0188917621816624	0	0.128398285646432	0	0.013106543758314	0.0229183379678786	0	0.00811483622582863	0.00416903693363387	0	0.080627614111242	0.0213818306217077	0.117354965532411	0.0744911531184241	0.0975685081385248	0	0.382740237236004	0.000999805585814079	0.0292370829421234	0.58	0.0255094864001602	1.11758573563559
GSM1607875	0	0	0	0	0.00868497525403633	0.0609627061847288	0	0	0.0147835575785006	0	0.00758187092938309	0	0	0.486329610612926	0.0161233641075227	0.000756396651029753	0	0	0	0.382681960134965	0	0.0220955585469077	0.02	0.181041331543564	1.12626281820312
GSM1607876	0	0.00360409598274793	0	0.0778164080429312	0	0.133837488757546	0	0.0883285231142839	0.0291154785304964	0	0	0.0643049993608269	0	0	0.0662973423796864	0.0829920334530897	0.131215841422128	0.051506849735164	0	0.264475795202692	0.00650514401840842	0	0.31	0.0714900339235312	1.06482034076542
