	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-CV-6955-01	0	0	0	0.113254746345403	0	0.0208137382672418	0.00612079228599055	0.0688209143100625	0.044938023659317	0.0332390156058595	0	0.0899277321362034	0	0.0830264864514403	0.152518105977851	0.0660312808681012	0.193242850935443	0.0115231288646919	0	0.11010031628591	0	0.00644286800648512	0.01	0.228969256886131	1.00332063542049
TCGA-F7-8298-01	0.00047449398982041	0	0	0.0104846265745069	0.0164800218285024	0.125541801308006	0.0412409454828566	0	0	0	0.0049980792255098	0.0398799320870579	0	0.186737863031073	0.0124252630130391	0.106750916818776	0	0	0	0.454986056640852	0	0	0	0.522251647507499	0.856314986690847
TCGA-T2-A6X2-01	0	0	0.0361161901942114	0.20975589612943	0	0	0.160409891338107	0.0160636623788057	0	0	0.0812052746343051	0.0282421008106451	0.00439283934066681	0	0.156380174108662	0.122653568105755	0.0814286535591919	0	0	0.103351749400221	0	0	0	0.411036468156396	0.912504868142347
TCGA-CN-6996-01	0.000599168196143366	0	0.00687132489010292	0.0382010209562957	0	0.170051718911481	0.0871426831557371	0	0.0115676513965432	0.00786344535643314	0.0885441756045188	0	0	0.237543312334977	0.116113983247647	0.13256612764343	0.00285688992697127	0.037950014606632	0.00493573742336884	0.057192746349719	0	0	0	0.430906881605013	0.903294997597085
TCGA-CV-7238-01	0	0	0.0232084170500088	0.133229635225088	0	0.0737015893572764	0.050809447306089	0.0248337177552291	0.0243258454890819	0.0819497914797231	0	0.0290712715435707	0	0.244303038015064	0.185177039261743	0.0700809850733583	0.032907511868207	0.000221510148700893	0	0.0261802004268589	0	0	0	0.524141281046319	0.851051350627868
TCGA-CR-7369-01	0.0171194085775267	0	0.0948663849757993	0.0640244065311734	0	0.0498875050205329	0.0807240144346451	0.0231685657530085	0	0.0184677253993484	0	0.00784910697968337	0	0.219853252240274	0.038744584679255	0.0792620550619656	0.0185325416490595	0.0145540739596916	0	0.266656791641326	0	0.00628958309671126	0	0.442078101171037	0.896627394246928
TCGA-CV-5970-01	0	0	0.0657847513953822	0.00832166612018918	0	0.160364475718562	0.00634221956354962	0.0264027077173352	0	0	0	0.0348019044390805	0	0.104346082928717	0.0915572225233486	0.0981933239839946	0.161873074147728	0.0423540347047489	0	0.183235788421582	0	0.0164227483357831	0.01	0.21716818410914	0.998503757514889
TCGA-CV-7103-01	0.017220686386299	0	0.022040256280539	0	0	0.0739751280172514	0	0.0272926016224178	0.0756940517579982	0	0	0.0325692242645045	0	0.285722657423711	0.0323732775808071	0.0789614485030351	0.0785056976826359	0.0171032165600279	0.258541753920774	0	0	0	0	0.412708748795915	0.912900099669521
TCGA-UF-A718-01	0	0	0.0757357910203859	0.112815631414278	0	0.0318536667378186	0.0745218869788143	0.0476545272054003	0.0402652760897729	0.0616201139741787	0	0.0527236452366372	0	0.103706514347356	0.102862518273122	0.0701170734349014	0.032910157286846	0.039325287491312	0	0.153887910509176	0	0	0	0.303075662256705	0.960395725649793
TCGA-D6-8569-01	0	0	0	0.0060872373760187	0.0106615664328113	0.0685785739817296	0	0.0297339583769828	0.0184352754372545	0	0	0.0760578666308033	0	0.124259052628139	0.139196772401759	0.042758014477964	0.0516819250052953	0.0934685224011696	0	0.33419151460069	0	0.00488972024938255	0	0.364320976207001	0.950686105815746
TCGA-CV-6938-01	0	0	0	0.194014942920371	0	0	0.0605288221483587	0.0663030440563423	0.0234580679643872	0	0	0.0503444948307319	0	0.152882343518988	0.181027627391822	0.139832365356071	0.0223443112468857	0.0865733653591969	0	0.0226906152068445	0	0	0	0.469415767920239	0.885543673575521
TCGA-C9-A480-01	0	0	0.00243573265268435	0.161395473998431	0	0	0	0.0877910794617476	0.00209159629249507	0	0	0.128616648071469	0.00329563730941577	0.37674743281432	0.119011107561735	0	0.0810846521491407	0.0284709946689601	0.00905964501960109	0	0	0	0	0.376706039901129	0.944957257861285
TCGA-IQ-7630-01	0	0	0	0.0176472519810487	0	0.15042138344439	0	0.0298368986974017	0	0.00735774648412567	0.00206077155127681	0.0163656316978134	0	0.0967908727077625	0.0228185198929711	0.0833398687402154	0.0393220878982988	0.0728552470370384	0	0.461183719867657	0	0	0	0.307071887785242	0.988664528573097
TCGA-CN-A6UY-01	0	0	0.0037963162901716	0.310924483069339	0	0	0.112735007954885	0.0595318765691783	0.0764571848581731	0	0.0453532913860392	0.0694857700714957	0	0.125368458559421	0.0247364069090282	0.0328258776438261	0.0235298890152525	0.0535509481404614	0	0.0615428354338342	0	0.000161654098894567	0	0.419205144334979	0.910779392678064
TCGA-CV-7424-01	0.0173943970284854	0	0.0508258487372329	0.112103970897741	0	0.117570513121111	0.0433975076681529	0.020341028751813	0.0435314475464126	0.151616679253079	0	0.00470647531009372	0	0.121061081210052	0.104160842276805	0.109643005329915	0.00703619093370639	0	0.0898280527225337	0.00455048698464002	0	0.0022324722282274	0	0.463201859228826	0.885200431371101
TCGA-CQ-A4CE-01	0	0	0.0478205414739511	0.191378639416872	0	0	0.11192358478718	0.0870611843203491	0	0	0	0.00986930883723353	0.000505863724174413	0.0509926555268164	0.131800447359216	0.0297187770022771	0.0438196300053267	0.0672097590176756	0	0.227899608528929	0	0	0.07	0.137318746195806	1.04277149093115
TCGA-CV-6961-01	0	0	0.0303536779953446	0.0163618611216521	0.00473364450397868	0.0166338690404106	0.0965562388887934	0.0585837402477014	0	0	0	0.052711176446469	0.0139490943527117	0.0503852948044034	0.169801408282439	0.0954452205582252	0	0.118452551732558	0	0.20522489378161	0	0.0708073282437034	0	0.368019255977436	0.941911004708601
TCGA-CV-A460-01	0.0262753661880656	0	0.0357430249051625	0.0908405063507345	0	0.129587037749925	0.0499455631355182	0.0619481305566969	0.0171221332859005	0.00992416126372164	0.0285508515295015	0.00117486833551068	0	0.0732958028469237	0.122523313786122	0.066924520427003	0.0720424695298679	0.00801175568002199	0	0.206090494429324	0	0	0.01	0.207097137878852	1.00352745157813
TCGA-QK-A6VC-01	0.00620235899711668	8.52488304473439e-05	0	0.171504449002171	0	0.0365566416828674	0.0373268553963416	0.118003032783471	0.0465931043149212	0	0	0.0457923795698164	0	0.0026458515520988	0.161990434660815	0.0507158766962653	0.00966292544301572	0.148758238884401	0	0.147371794455508	0	0.0167908077307438	0	0.462751436591466	0.889617091769687
TCGA-CR-7404-01	0.0293557609139344	0	0.0181770747797	0.122163807316091	0	0.0861729934015978	0.0634286458257501	0.0725609876346177	0.028165156077993	0.0476145546324371	0.00168465870901599	0.0215633592680664	0	0.126333710007634	0.179074506600234	0.124676611681303	0.028724128337106	0	0.0167917975016488	0.0181289534512255	0	0.0153832938616458	0	0.574964564177391	0.822337549905533
TCGA-CV-A6JN-01	0	0.0658090291829667	0	0.108873937316558	0	0.0532277944400645	0.0350907933131719	0.0621951603718963	0	0	0	0.0888752433011951	0.0163129828826233	0.0817032421709176	0.0802134467378548	0.0940470816049191	0.0293857579499156	0.00271483490791535	0	0.281550695820002	0	0	0	0.317798581109581	0.958069943391604
TCGA-IQ-A61O-01	0	0	0	0.0198019581716535	0	0.0182057183528648	0.00585241599794805	0.0249114195648369	0.0523330498416185	0.0464040012371128	0	0	0	0.460447260857309	0.0626806895548953	0.24448365239333	0	0	0	0.0648798340284304	0	0	0	0.746414308050454	0.670179297005334
TCGA-CV-7438-01	0	0	0.0924391352535012	0	0	0.133062011413386	0	0.0133845132075674	0.026291311335349	0	0	0.0758786981005898	0	0.172271464070328	0.180899679227726	0.0420603950257979	0.0512744498140481	0	0	0.212438342551707	0	0	0	0.518875629946727	0.853951531665536
TCGA-BB-4225-01	0.0148025172145692	0	0	0.254000792179927	0	0	0.0856649082320736	0.11796634741613	0.0429032356989375	0.0642839059753439	0	0.0509595071666787	0.00240944435437541	0.104876749786093	0.0816025659228604	0.0105315331210501	0.0547070876567924	0.0424191235496326	0	0.0728722817255371	0	0	0	0.323472424040959	0.958668235619274
TCGA-H7-8502-01	0	0	0	0.0283702242217452	0	0.162625805327603	0.0131291107934256	0.0120322594620874	0	0	0.0239532752924993	0	0	0.0501541962317085	0.161615182323034	0.102708130271196	0	0.0845214489282529	0	0.322157233398577	0	0.0387331337498712	0	0.355635115130918	0.954366388385738
TCGA-CN-6998-01	0	0	0	0.0454695512918585	0	0.106560667325305	0.0479572062282282	0.0132544398690161	0	0	0.0251698380905921	0.0108209578028053	0	0.208778730981691	0.099201718515403	0.0606479796285766	0.0162228800501781	0.0411737842780041	0	0.324742245938342	0	0	0.02	0.180211403268692	1.04660208068275
TCGA-P3-A6T7-01	0.0062738582478245	0	0.00925114898951229	0.108274215007437	0	0	0.0633135553152236	0.082548658216162	0.0102277407183433	0	0.0254692575375891	0	0.0087578899264185	0.269556526135066	0.132622826362078	0.0167721087496911	0	0.0290534112501634	0	0.180861621727158	0.0570171818173333	0	0	0.305047411703526	0.972668896774276
TCGA-CV-7177-01	0	0	0.0152097279902477	0	0	0.0931474781146493	0	0	0.0438346875533992	0	0.0131914992257943	0	0	0.390414548845466	0.0037444808948286	0.0847320776659449	0.113607229297341	0.00829649014277127	0	0.233821780269558	0	0	0	0.560973219136056	0.82847452051175
TCGA-CR-6493-01	0	0	0.0265609757256672	0.00496708537986686	0.00446045251628871	0.0558464791709069	0	0	0.0208488328874617	0	0.0237991044115038	0.00946474031557763	0	0.0938104938821306	0.0745014471784807	0.0802159673587343	0	0.0252308797881917	0	0.554700357902177	0.00349101906032333	0.0221021644226895	0.02	0.184263705646138	1.09153669244756
TCGA-BA-5559-01	0.0262895701035494	0	0	0.270298421270495	0	0	0.211390104738183	0.0663133002911881	0.0318122493198469	0.0423867287921134	0	0.0103884997625016	0	0.0453541326803952	0.105067346961732	0.114781012572162	0.0403096232258772	0.00531292488055311	0.00687419665281374	0.0234218887485896	0	0	0	0.487715562552353	0.872206681533521
TCGA-DQ-7591-01	0.0632729107186004	0	0.00513982931243942	0.234752846335114	0	0.00626950560900942	0.16804499392075	0.111713306250176	0.0452264673175826	0.00931701231015987	0	0.0432484837177334	0	0	0.124230820835851	0.0444624573075862	0.0785502368646791	0.0235683317653521	0	0.042202797734966	0	0	0.12	0.121862870103603	1.05097729357651
TCGA-WA-A7H4-01	0.0109555520684903	0	0	0.0222923279416271	3.59327689021872e-05	0.218943066049811	0	0.0127917402542531	0.00367443906332953	0	0	0.155366278023567	0.00839514152312502	0.326749870877309	0.0395999148001694	0.0799939895548609	0.01335290785727	0.0132684019430007	0	0.0894978903727765	0	0.00508254690150809	0	0.623884218176319	0.785696603125201
TCGA-UF-A71A-01	0	0	0	0	0	0.293757812753203	0	0	0	0	0	0.0141763300746356	0	0.311004422571652	0.0233756176306106	0.181826136154805	0.0263917335060811	0.0272100808701888	0	0.122257866438824	0	0	0	0.507909067081364	0.860930248625581
TCGA-QK-AA3J-01	0	0	0.213582735364461	0.0961588446510896	0	0	0.290614344303381	0.0429626826317081	0.0203891923192484	0.0264675352606737	0.00939431928227716	0.0132477298060334	0.000797019757582245	0	0.0831324745351164	0.0269004882914312	0.00903974234056514	0.026266526857114	0	0.141046364599319	0	0	0.01	0.210160805628475	0.992586203077923
TCGA-CN-5361-01	0.00633302284360087	0	0.00486299198806128	0	0.0145894316830663	0.057654493986575	0.0444592848066993	0.0217054452449141	0	0.0396992570292953	0	0.0948879834670554	0	0.145385151403944	0.246489276230321	0.153967764572742	0.0636049643905321	0	0.058237449936282	0.0481234824169112	0	0	0	0.495546271714611	0.871537382306728
TCGA-CV-7180-01	0.0105304741950532	0	0.0135409374971677	0.248121063408041	0	0.120867105791713	0.0641020654159564	0.0347300613167224	0.0100498653609085	0	0	0	0.021810751876632	0.0950484270159116	0.0736845994369557	0	0.106945202431168	0	0	0.156185146432479	0.0443842998212917	0	0.3	0.0754408005164066	1.05832071542521
TCGA-CN-A49B-01	0	0	0	0.111902398671356	0	0.120992372890862	0.0881841747087944	0.096105464100088	0	0.0915590678663373	0	0.00473801832792074	0	0.123817454649972	0.132670193489858	0.159681386040176	0	0.0508034355261609	0	0.019546033728474	0	0	0	0.500354310849488	0.865003344589829
TCGA-CV-A465-01	0.0313278355557053	0	0.14732899353244	0	0	0.1218357366277	0	0.0693604671249902	0	0.000905509504385808	0	0.0189312890638028	0	0.156229738482548	0.0893667931012622	0.0213347677281122	0.0660985802859087	0.0233659145087354	0	0.238487161010818	0.0154272134735906	0	0.72	0.00635046156035387	1.08446794974081
TCGA-CV-6950-01	0	0	0	0.0331155298994504	0	0.111871387341816	0	0.0469248680471303	0	0	0	0.0538369504660148	0	0.294654869753506	0.165687665702176	0.121235023412447	0.00113911779259331	0	0	0.171534587584867	0	0	0	0.484236859097065	0.877822839111719
TCGA-CR-7388-01	0	0.0297706637649864	0.0847907151517875	0.0635920464934292	0	0.0348080441806986	0.0252825466197312	0.0497057536126783	0.0247553196193601	0.0509780241254001	0	0	0	0.0465506969988675	0.0478247389002863	0.0686246821575806	0.0287571259286248	0.0328693392393564	0	0.326820667037326	0	0.0848696361698871	0	0.446197021575117	0.893764328908169
TCGA-CV-A45W-01	0.00161218829743504	0.0306289735998531	0.143811044854072	0.126072092005607	0	0	0.105674181297346	0.0240535700034372	0.0115477577536628	0.022871044982864	0.00436802709489809	0	0	0.291919719385634	0.0848063018027746	0.0881044015583031	0	0	0	0.0645306973641121	0	0	0	0.6363777066013	0.792972019136043
TCGA-CV-7446-01	0	0	0.0427299171653913	0.0353983856486019	0	0.19110417267145	0.0431314872840465	0.101415102464237	0	0	0	0.00620119840343633	0.0105466835089592	0.112917434624185	0.110504631506933	0.053058555877932	0.0555495594170504	0.0336831482764736	0	0.166077862811047	0.0376818603402557	0	0.02	0.169790840112275	1.01780710521431
TCGA-CN-6989-01	0.00600161163622547	0	0	0	0	0.10410927509391	0	0.0148075157947497	0.0906539582191672	0	0.0291720939710863	0	0	0.378385281225819	0	0.0587228150279268	0.0321432409215411	0.0550736336044108	0	0.227849044479014	0	0.00308153002614919	0	0.541677514668985	0.840276871892508
TCGA-HD-7831-01	0	0	0.0243001657361404	0	0	0.202517304799752	0	0.00134446108903308	0	0	0	0.0213810053037412	0	0.295718324642525	0.0112050917413674	0.16520296160686	0.0799621677593023	0.013657610779214	0.0540344002461288	0.130676506295936	0	0	0	0.55237026719882	0.833332206158054
TCGA-BB-8601-01	0	0.00756848892085234	0.0780234217097127	0	0	0.252591192407955	0	0.0679473492004268	0	0	0.026428627120844	0.000541782442024125	0.0596173712197942	0	0	0	0.0138515680106399	0.0574141471526719	0.00434650361212347	0.398789888339361	0.0199610553120234	0.0129186045515711	0.02	0.171905770577011	1.03767785454763
TCGA-CV-5979-01	0	0	0	0	0	0.319800344896554	0	0	0	0	0	0.17634696929062	0.00734125067325992	0	0.0820432313836338	0.121008206000519	0.113504143134664	0	0	0.172411149855469	0.0075447047652811	0	0.01	0.224592015013878	1.004228215976
TCGA-CV-5977-01	0	0	0.0355732739119092	0	0.00470104000227847	0.149868161628107	0	0	0	0	0	0.111577239827274	0	0.115241985402249	0.225507202975253	0.0379358951135588	0.0438395836655767	0.00486626602797395	0	0.27088935144582	0	0	0	0.369399537418644	0.951182612254727
TCGA-CV-7568-01	0	0	0.0435646965101348	0.0214176131404332	0	0.120544107810081	0	0.0584521689247281	0.0258990716594549	0.0642323246800131	0	0.0209883044801529	0	0.293643632705751	0.158141832948128	0.0521260417771553	0.0661699005922164	0	0	0.0498268501488966	0.0249934546228547	0	0	0.329925438662729	0.96122882036982
TCGA-P3-A6T6-01	0	0.0609697894426583	0.0295731537319319	0.0503000340568864	0	0	0	0.157577524454496	0	0	0	0.0552402710781941	0	0.0788248744102895	0.123190050915174	0.0383733673162834	0	0.115911425441197	0	0.268036427293287	0	0.0220030818596019	0.44	0.0540110547306169	1.08938645179191
TCGA-CV-5436-01	0	0.0132369983941322	0.00184268122642904	0.0452410427555167	0	0.190187574643889	0	0.00560233974144882	0	0.0476613939800493	0	0.0171674224214008	0	0.240711196616273	0.148992160717119	0.0414094259025089	0.0165522470931297	0.025949567357333	0	0.20544594915077	0	0	0	0.415681633639967	0.915813550013583
TCGA-MT-A67A-01	0	0	0.0831964339570331	0.236794338478241	0	0	0.0743722827217166	0.0570617735638612	0	0	0.0443828339149584	0.0923328874765588	0	0.0617352149396107	0.0938516284032755	0.0524300225614794	0.0255784879583473	0	0	0.176726767426788	0	0.00153732859812968	0	0.30331706463758	0.965708552189983
TCGA-CV-5966-01	0	0	0	0.109544017228205	0	0.0908447476064805	0.104584504535137	0	0	0	0.0134365608059905	0.0517670740991176	0.00621721819379255	0.0397150473346455	0.115937585249997	0.218832771743265	0.0334206263835226	0.0690997919443033	0	0.102334715936406	0.04299179744944	0.00127354148969692	0	0.375858372607149	0.928433990389053
TCGA-MT-A51X-01	0.000673969273074594	0	0	0	0	0.066495149027027	0	0.0581062372165238	0	0.0526874413048716	0	0.0621494311148192	0	0.388166723237167	0.093176528570342	0.0116269701992769	0.0729592889950904	0	0	0.193958261061807	0	0	0.02	0.183020621525712	1.05681464240724
TCGA-CV-6954-01	0	0	0.0710935565101374	0.0152444292340921	0	0	0.0509962070777004	0.0631441392694871	0.0367307886183256	0.0302656832295934	0	0.0383014266886514	0	0.0255337970928464	0.306297773914348	0.100491981389468	0.175134429327664	0.0610936075137209	0	0	0.0256721801339655	0	0	0.527717592924493	0.857698064132997
TCGA-CQ-A4CH-01	0	0.00146814855404037	0	0	0.02934939025443	0.0461630802277904	0	0	0.00592355735613978	0	0.0109162581379831	0	0	0.431628088823812	0.0165907250238388	0.0357265905019468	0	0	0	0.386948595438689	0	0.0352855656813296	0	0.661050184056771	0.750882199277096
TCGA-T2-A6WZ-01	0.0287989527963291	0	0.0476660701045044	0.19426903129393	0	0.0596029458505066	0.139587432152774	0.0677080471789243	0	0.0248994356293892	0.0160318941231752	0	0.00791370873641212	0.148079275355745	0.0572684276865766	0.131364684043824	0.0425476828482884	0	0	0.00964353570251289	0.0246188764971084	0	0	0.243547126794077	0.984373468114464
TCGA-CN-A49C-01	0	0.0195218163206435	0.0510600890378433	0.0833227634500375	0	0	0.00738621935650042	0.101611851531674	0.0272590453442829	0.0206374304559921	0	0.100555538801199	0.0362693343806984	0	0.106382789275871	0.0817187573779529	0.118789317344995	0.0203958216157638	0	0.225089225706546	0	0	0.11	0.125643784538076	1.0368280869404
TCGA-CV-A45V-01	0	0	0	0.0830581126991074	0	0.0460336933317347	0.110087145352759	0.128443829083306	0	0.0375676257834932	0	0.063682378903271	0	0.0718400221538628	0.150931791062704	0.06382136576383	0.0168182465245186	0.010532207964302	0.0367834300487191	0.173584787848495	0	0.0068153634798985	0.02	0.183418035342775	1.02509075654657
TCGA-CV-6956-01	0	0	0.0306804517582381	0	0.08985863273488	0.0893401892657551	0	0	0	0.0837198116121208	0	0.0242283166026262	0	0.547825892902807	0	0	0	0	0.0554427509720461	0	0.0789039541515267	0	0.02	0.168700311664488	1.08791302417574
TCGA-CQ-5333-01	0	0	0.0155710294156234	0.156155399132648	0	0	0.0596041236554027	0.0759139830772706	0.0481128978526234	0	0	0.0650153698401588	0	0.0759569448873646	0.164424171275258	0.237666737605472	0.0704723172162646	0	0	0.0241348278385053	0	0.00697219820340918	0	0.466243119600706	0.884062871329941
TCGA-CR-5249-01	0.149274875305131	0	0.0372177541158576	0.0971147623353507	0	0.120519326720817	0.00143492259592992	0.0827386163234862	0.101003814032265	0.0337511002129921	0	0	0	0.0272332917413943	0.0988245565437546	0.0517323086245951	0.0618277896611373	0.0262750262463249	0	0.111051855540964	0	0	0	0.542995945907478	0.847040249259456
TCGA-CQ-7072-01	0	0	0.0256181913943435	0	0.0159419249557739	0.0708752038885349	0	0.00682763397638658	0.116935254439343	0	0	0.0783825423419297	0	0.20404874529467	0	0.136225062267621	0.0555085183595658	0.0917920535845457	0	0.197844869497285	0	0	0	0.577295747790921	0.821669317679376
TCGA-CV-7102-01	0.0120300521724074	0	0	0.0399205023383581	0	0.15341619975549	0	0	0.00635999771921138	0	0.0109617069574947	0	0	0.385398565239811	0.127860005466312	0.190726536810228	0.026507933546482	0	0	0.0318448774148398	0	0.014973622579365	0	0.734713037103505	0.68965512433233
TCGA-BA-A6DJ-01	0	0	0	0.0923643409391529	0	0.084459051776834	0.0150032642161993	0.0131891265944829	0	0	0.0257378824809384	0.0263361894960207	0	0.0699833404095512	0.0998126857017744	0.0599716212186511	0.00538080760304023	0.0138986737983052	0	0.492811436874439	0.00105157889061071	0	0	0.293955328773907	1.00576301617733
TCGA-HD-A634-01	0.0778074858281135	0	0	0.0202489608424338	0	0	0	0.1350331825029	0	0	0	0	0.0159999439019763	0.151025203632707	0	0.105194041569436	0	0.138190708402772	0	0.326211179817856	0.0302892935018052	0	0.81	-0.00709436249220195	1.12431397594588
TCGA-F7-A50G-01	0.00139914985861927	0	0	0.156096527026523	0	0	0.0693423960996107	0.0345775688839588	0.0178123881038875	0.0292246623292474	0	0.0621816774431884	0	0.178951609428986	0.1283996150504	0.0976193292186225	0.108870308358731	0.0250521968244108	0.0831389236235222	0.00535264656438548	0	0.00198100118590758	0	0.447572887436653	0.893355663950363
TCGA-CR-7374-01	0.0187698592808508	0	0.226339535525068	0.0835196693111304	0	0.0513276370515962	0.0634278954729124	0.0170573218661887	0.0854462114779204	0.0316552178941556	0	0	0	0.0425676376725747	0	0.131769705928308	0.0222213063318276	0.10025752475201	0	0.125640477435457	0	0	0	0.314377151325662	0.949226853355702
TCGA-QK-A8Z8-01	0	0	0.155867647602235	0.0737981101764309	0	0.0769395388216359	0.0524268983663828	0.120981808026192	0	0	0.0726635771614986	0.0477896600470214	0.000817300659573455	0.0705424764624341	0.0244999730041575	0.0381985245505503	0	0.0933643642796892	0	0.165093064610034	0	0.00701705623216426	0.0600000000000001	0.139000277399077	1.0232102056599
TCGA-HD-A4C1-01	0	0	0.171256979638579	0	0	0.117748042264049	0	0.0545742594219832	0	0.00685220806255132	0	0.0651656577423756	0.00406865625505394	0.0732682456959574	0.118001551138802	0	0.0258858778788929	0	0	0.296977041793603	0.042898833184002	0.0233026469241496	0.01	0.21668681830664	1.00278219351876
TCGA-CV-6441-01	0	0.0189793515161614	0.0137832407327813	0.0391688214877053	0	0.030369429866861	0	0.0176106373835714	0	0.0150008357364417	0	0.110099131922364	0.0571154147271179	0	0.0879309259930681	0.11453363380688	0	0.410440322397698	0.0844647996880298	0	0	0.0005034547413192	0	0.385307967627256	0.955272009662112
TCGA-CR-7370-01	0.0411059717933068	0	0.0551269561334836	0.135356723735181	0	0.00970786960601439	0.163942731563702	0.0532575132335601	0	0	0.0381884781587753	0.00771060585280647	0.0016047584043379	0.13701586225216	0.105525750320033	0.118786848155214	0	0.0562653283323415	0.0392095821130755	0.0210089018976227	0.0161861184483864	0	0	0.3421151189377	0.941279178303558
TCGA-CR-6467-01	0.0176900156628242	0	0.0117623693864271	0.329366697273909	0	0	0.0828505031962563	0.099855404269966	0.0103884342802824	0.0193247617195343	0	0.0771157444770616	0.00799785102552892	0.0679087369687262	0.143702349178318	0.058442684761763	0.0429127795651858	0	0	0.0306816682342174	0	0	0	0.49154396219474	0.870709073055419
TCGA-CR-6472-01	0.0455428704045187	0	0.0534463643257335	0.135449026498148	0	0.0715887749170315	0.0845967854242625	0.0621115287713695	0.0654138937805212	0.0813143232199258	0	0.0486350422387279	0	0	0.13024569179882	0.066988918742391	0.00406130867195025	0	0.1506054712066	0	0	0	0	0.309447174109758	0.961696177475488
TCGA-CR-7386-01	0.00588185562680182	0	0	0.0804987368410391	0	0.100507338067929	0.0385044831713875	0.0314962943808744	0.0336205685481734	0.0406487572650732	0	0.00336442583454646	0	0.159455056586094	0.134519393783849	0.190588381402805	0.0635435361504736	0	0.107598960446275	0	0	0.00977221189467841	0	0.567459636882859	0.829228335894724
TCGA-CN-4726-01	0	0	0	0	0	0.157521987395559	0	0	0	0.0478499478329909	0.00166281035583267	0	0	0.0487833926605578	0.0202213464328075	0.0532811116932294	0.0893549235180522	0.018279184781539	0	0.320640506864715	0.0769693525185134	0.165435435946203	0	0.298738164576305	0.977188743900808
TCGA-CN-4742-01	0.0476983728467543	0	0.0148826385522883	0.0369641019895784	0.00614514629414913	0.141727281292654	0	0	0	0	0	0.022913783126422	0	0.424369529129121	0.0191305952791734	0.0529645445578986	0.0100787335976843	0.0242964623851934	0	0.197642765943745	0	0.00118604500533903	0	0.712883084997098	0.7114285900115
TCGA-BA-A6DL-01	0	0	0.0998209802551341	0.0595525781486863	0.0790673913329102	0	0	0.0228638388430722	0.0419490680226831	0	0.0439533581698489	0	0	0.0364517515393191	0.027392549930376	0.0377549518413423	0	0.0331072924598225	0	0.490281947283882	0.012694368069043	0.0151099241038802	0.02	0.174712969292616	1.05877945764206
TCGA-CR-7385-01	0.0087598670213746	0.0225466735348114	0.00902965524161361	0.10550595386154	0	0.154045322929006	0.0533504777696093	0.0476010184699804	0.0676959957402142	0.0170093632760395	0	0.0040555327798415	0	0.0711747126659373	0.107310577807816	0.0975863812956639	0.0565851605338465	0.028672128790337	0	0.136937380529461	0	0.0121337977529085	0	0.431484204998795	0.900959570138939
TCGA-CV-6941-01	0	0	0.0620825083505879	0.000643183571577175	0	0.0914179645197963	0	0	0.0584727024272025	0	0.0182855561158936	0.00206994249789841	0	0.288350134852477	0.146837438785177	0.117940341399273	0.0098671891381246	0.00302400294715958	0	0.201009035394833	0	0	0	0.562648146561791	0.8256811017213
TCGA-CV-7104-01	0	0	0.0123495902774696	0.0158293181665353	0	0.24641962368393	0.0121503308299413	0.0406732926265039	0.00743592201938891	0	0.0299939863659307	0.00905635974175943	0	0.207883261376572	0.094167604199617	0.1103830077582	0.0781841112152165	0.0341404900445694	0.042876282480571	0.0531045054389595	0	0.00535231377483567	0	0.378294349564248	0.92804437635795
TCGA-CR-7392-01	0	0	0.0601845532362587	0.0988715845550455	0	0.195988966735817	0.028629090148886	0.012695286526644	0.0132547666870723	0.0283316157332065	0.0123136420049224	0	0	0.209280164906083	0.09971234458181	0.0784965846070452	0	0.0280019096942115	0.0175324020986637	0.0948730765625732	0	0.0218340119217611	0	0.48525955947586	0.873566861230158
TCGA-IQ-A61I-01	0.0426427137567829	0	0.0715513671410517	0.103611963269985	0	0	0.147108802749518	0.0706962683836353	0.110699100540948	0.0174435758345681	0.0137285617674154	0.0254336215109895	0	0.0795074987737652	0.0995362846311419	0.04546414899266	0.0112920537351025	0.134144878468187	0.0131806728241482	0	0	0.0139584876201026	0	0.26426059439964	0.9796101393925
TCGA-CV-7418-01	0.011357846763657	0	0.0680361641405427	0.0925857073427582	0	0	0.14625062190303	0.106456401530135	0	0	0.0768661043279342	0.0218376587467617	0	0.174909331837356	0.0977650548417136	0.127612316421792	0.00195089254481143	0.00439212805007493	0.00298245138171432	0.0669973201677186	0	0	0	0.328946024382266	0.948550575950377
TCGA-DQ-5625-01	0	0	0	0.348248503436063	0	0	0.0810775178396775	0.0785229961685781	0	0	0.0109502472807791	0.0552134902149883	0	0.0489518024364198	0.124825225448788	0.110762705999887	0.0980319277086988	0.00727405938438762	0	0.0361415240817328	0	0	0	0.362917387926311	0.940193255675354
TCGA-CV-5973-01	0	0	0.00998676140981225	0	0	0.0606912837150274	0	0	0.0989980048604961	0.000562281485829855	0	0.0463969435447862	0	0.0568621941765393	0.0112399726853704	0.0476562038578574	0.0532333697627743	0.0424879035718536	0	0.568625961342444	0	0.00325911958720949	0.35	0.066744244982306	1.15484616109077
