id	GO_0000122	GO_0001525	GO_0007155	GO_0007165	GO_0043547	GO_0045944
Ctrl2_161	5.774	1.386	2.887	9.127	1.796	7.290
Ctrl2_162	6.001	1.267	2.787	9.604	2.571	7.930
Ctrl2_163	5.150	1.517	3.739	9.502	1.680	6.691
Ctrl2_164	5.534	1.735	2.592	9.104	1.637	5.869
Ctrl2_165	5.143	1.297	3.027	9.163	2.214	6.636
Ctrl2_166	6.066	2.121	3.282	8.931	2.294	6.437
Ctrl2_167	5.683	1.667	3.118	8.432	2.931	6.894
Ctrl2_168	5.508	0.942	2.845	7.958	1.957	7.383
Ctrl2_169	6.508	1.754	3.977	9.122	2.636	7.454
Ctrl2_170	5.899	1.487	4.325	8.644	4.128	8.166
Ctrl2_171	5.113	1.306	3.060	7.322	2.018	6.619
Ctrl2_172	5.046	1.567	3.137	9.081	2.359	6.692
Ctrl2_173	5.623	1.709	3.121	8.720	2.646	6.712
Ctrl2_174	5.523	1.271	2.572	9.619	2.267	7.940
Ctrl2_175	5.096	1.553	2.950	8.275	2.403	7.358
Ctrl2_176	4.801	1.290	2.737	8.299	2.545	6.281
Ctrl2_177	5.411	1.217	2.901	8.593	1.639	5.963
Ctrl2_178	5.681	1.559	2.915	7.588	2.685	7.505
Ctrl2_179	5.275	1.102	2.643	8.607	2.386	6.247
Ctrl2_180	4.974	1.537	3.362	8.902	2.455	7.250
Ctrl2_181	5.523	1.573	3.113	8.441	2.448	6.891
Ctrl2_182	5.701	1.472	3.130	8.845	2.582	7.085
Ctrl2_183	5.276	1.627	2.777	11.068	3.135	7.067
Ctrl2_184	5.738	1.566	3.025	8.995	1.795	6.813
Ctrl2_185	6.221	1.460	3.239	7.709	2.058	7.624
Ctrl2_186	5.116	1.522	3.510	9.263	2.353	6.831
Ctrl2_187	5.734	1.195	2.959	8.400	2.364	6.528
Ctrl2_188	5.828	1.229	3.015	8.024	2.188	7.573
Ctrl2_189	5.738	1.657	2.847	8.591	2.268	7.273
Ctrl2_190	5.846	1.531	2.604	7.989	2.255	7.343
Ctrl2_191	4.948	1.095	2.853	8.348	2.390	6.649
Ctrl2_192	5.376	1.702	3.245	6.912	1.296	7.652
Ctrl2_193	4.791	1.571	2.891	7.535	1.778	6.228
Ctrl2_194	4.865	1.416	2.829	8.701	1.898	5.337
Ctrl2_195	6.041	1.686	3.700	8.990	2.183	6.725
Ctrl2_196	5.333	1.308	2.906	7.472	2.417	6.357
Ctrl2_197	5.329	1.646	3.310	8.384	2.249	6.961
Ctrl2_198	5.642	1.235	3.398	8.869	2.281	6.702
Ctrl2_199	5.918	1.730	3.159	8.469	2.266	7.257
Ctrl2_1100	5.046	1.416	2.237	8.182	2.453	7.356
Ctrl2_1101	5.253	1.616	3.467	8.566	1.781	6.904
Ctrl2_1102	5.771	1.134	2.944	8.083	2.273	6.746
Ctrl2_1103	6.205	1.316	3.072	8.478	2.230	6.666
Ctrl2_1104	5.253	1.301	2.938	8.971	2.220	6.875
Ctrl2_1105	5.412	1.743	2.925	9.015	2.994	7.168
Ctrl2_1106	6.558	1.679	2.773	9.211	2.427	7.595
Ctrl2_1107	4.835	1.398	2.907	7.805	1.951	5.878
Ctrl2_1108	5.114	1.629	3.132	9.517	3.166	7.268
Ctrl2_1109	6.335	1.395	2.564	7.587	1.963	7.075
Ctrl2_1110	5.921	1.389	2.911	8.037	2.539	7.518
Ctrl2_1111	5.863	1.162	3.412	8.841	2.206	7.246
Ctrl2_1112	5.335	1.186	3.090	8.320	2.272	6.122
Ctrl2_1113	5.988	1.493	3.158	8.652	2.048	7.832
Ctrl2_1114	5.367	1.359	3.742	9.619	1.918	6.666
Ctrl2_1115	5.250	1.180	2.919	9.066	2.286	6.950
Ctrl2_1116	6.365	1.911	2.983	9.411	2.532	8.188
Ctrl2_1117	5.795	1.498	3.616	9.507	2.667	6.851
Ctrl2_1118	5.052	1.137	3.228	8.154	2.286	6.902
Ctrl2_1119	5.375	1.279	3.089	8.393	2.029	6.112
Ctrl2_1120	5.348	1.238	3.335	8.500	1.959	6.604
Ctrl2_1121	4.800	1.325	3.162	9.232	2.117	5.516
Ctrl2_1122	5.419	1.464	2.946	7.615	2.117	6.466
Ctrl2_1123	5.652	0.756	3.392	9.482	2.058	6.783
Ctrl2_1124	5.383	1.390	2.842	8.518	2.509	6.623
Ctrl2_1125	5.392	1.373	3.085	8.426	3.340	7.134
Ctrl2_1126	5.455	1.096	2.878	7.589	2.040	7.104
Ctrl2_1127	5.952	1.297	3.563	8.555	1.898	6.025
Ctrl2_1128	6.023	1.880	3.323	9.236	3.112	7.910
Ctrl2_1129	5.631	1.245	3.255	9.521	3.126	7.593
Ctrl2_1130	5.583	1.714	2.907	8.457	2.302	6.115
Ctrl2_1131	5.233	1.088	2.407	7.268	2.661	6.218
Ctrl2_1132	5.309	1.410	2.976	8.716	3.135	5.974
Ctrl2_1133	5.612	1.289	2.554	8.776	2.522	6.553
Ctrl2_1134	4.943	1.246	3.445	8.881	1.817	5.190
Ctrl2_1135	4.891	1.241	3.397	9.582	3.086	7.084
Ctrl2_1136	5.453	1.642	4.031	10.373	3.571	7.023
Ctrl2_1137	5.012	1.535	3.660	9.913	3.982	6.610
Ctrl2_1138	5.862	2.080	2.317	8.448	2.525	7.555
Ctrl2_1139	6.206	1.413	2.835	9.076	2.252	7.870
Ctrl2_1140	5.430	1.734	3.258	8.270	2.312	6.958
Ctrl2_1141	5.526	1.906	3.802	8.998	2.913	6.555
Ctrl2_1142	5.432	1.608	3.039	9.946	2.748	6.978
Ctrl2_1143	5.010	1.627	3.539	8.673	2.787	6.528
Ctrl2_1144	5.015	1.476	2.946	9.209	2.648	6.358
Ctrl2_1145	5.623	1.687	3.441	7.413	2.303	6.808
Ctrl2_1146	5.088	1.619	3.908	9.371	2.858	7.011
Ctrl2_1147	6.841	1.798	3.335	9.673	2.221	7.452
Ctrl2_1148	4.741	1.702	3.328	10.408	3.240	6.484
Ctrl2_1149	5.240	1.577	3.529	8.982	1.899	6.737
Ctrl2_1150	4.685	1.317	2.600	8.406	2.423	6.358
Ctrl2_1151	5.142	1.854	3.147	8.447	2.345	5.794
Ctrl2_1152	5.332	1.779	3.028	8.429	2.309	6.440
Ctrl2_1153	5.005	1.103	3.432	9.063	2.760	7.069
Ctrl2_1154	5.378	1.461	2.829	8.645	2.644	6.941
Ctrl2_1155	6.230	1.402	3.396	8.606	2.222	8.875
Ctrl2_1156	6.191	1.648	3.104	9.725	2.491	7.773
Ctrl2_1157	4.856	1.286	2.667	8.540	2.304	6.943
Ctrl2_1158	5.688	1.577	2.556	7.804	1.956	7.463
Ctrl2_1159	6.154	1.666	2.911	9.334	2.633	7.961
Ctrl2_1160	6.800	1.297	2.585	8.083	2.348	7.651
Ctrl2_1161	4.986	1.863	3.582	10.109	2.536	5.445
Ctrl2_1162	6.026	1.451	3.240	7.742	2.185	7.021
Ctrl2_1163	5.060	1.406	3.115	9.589	3.150	6.599
Ctrl2_1164	5.174	1.509	3.822	9.660	2.142	6.918
Ctrl2_1165	5.566	1.536	3.521	9.332	2.643	7.151
Ctrl2_1166	6.783	1.332	4.368	11.021	3.814	8.337
Ctrl2_1167	5.979	1.394	2.655	8.209	2.329	7.557
Ctrl2_1168	5.425	1.607	2.853	7.802	2.246	6.736
Ctrl2_1169	5.792	1.443	2.913	9.069	3.048	8.328
Ctrl2_1170	5.890	1.359	3.501	9.597	2.489	7.679
Ctrl2_1171	6.377	1.575	3.090	9.273	2.599	7.429
Ctrl2_1172	6.290	1.522	2.938	7.995	1.645	7.860
Ctrl2_1173	5.476	1.820	3.203	8.351	2.021	6.206
Ctrl2_1174	4.918	1.246	2.744	8.449	2.383	6.681
Ctrl2_1175	5.152	1.526	3.406	9.234	2.515	6.657
Ctrl2_1176	5.338	1.516	3.264	9.057	2.896	6.759
Ctrl2_1177	5.543	1.570	2.624	8.810	2.236	6.834
Ctrl2_1178	4.828	1.456	3.206	8.407	2.031	6.524
Ctrl2_1179	6.687	1.284	3.116	8.849	2.204	7.621
Ctrl2_1180	5.553	1.344	3.250	9.206	3.037	7.945
Ctrl2_1181	5.405	1.470	2.682	7.654	2.470	6.698
Ctrl2_1182	5.816	1.680	3.854	10.071	3.617	7.882
Ctrl2_1183	6.290	1.165	3.056	8.908	2.352	7.734
Ctrl2_1184	5.435	1.165	2.984	9.012	2.518	6.647
Ctrl2_1185	5.441	1.472	3.178	9.185	2.262	6.540
Ctrl2_1186	5.868	1.375	3.314	9.693	2.304	6.983
Ctrl2_1187	5.682	1.152	2.874	8.725	2.147	7.401
Ctrl2_1188	5.451	1.488	3.156	8.405	2.965	6.255
Ctrl2_1189	5.010	2.173	4.340	11.352	3.861	7.729
GBM3_11	6.277	2.125	3.182	9.234	2.401	8.197
GBM3_12	5.366	1.510	2.988	10.194	2.129	7.631
GBM3_13	6.222	1.672	2.964	8.650	2.120	7.290
GBM3_14	5.566	1.792	3.357	9.899	2.406	6.806
GBM3_15	5.813	1.539	3.308	8.549	2.909	6.508
GBM3_16	5.939	1.182	2.650	7.759	2.495	7.402
GBM3_17	5.658	1.443	2.721	8.813	1.901	7.939
GBM3_18	5.992	2.176	3.251	10.267	2.757	8.236
GBM3_19	6.127	2.159	2.537	8.788	2.914	7.598
GBM3_110	5.178	1.513	2.880	8.427	1.899	7.051
GBM3_111	5.664	1.730	2.443	8.642	1.705	6.958
GBM3_112	6.284	1.881	3.626	9.650	3.100	8.327
GBM3_113	6.120	1.513	2.348	8.478	2.299	6.368
GBM3_114	5.300	2.535	2.808	7.436	2.242	7.552
GBM3_115	5.359	1.583	3.468	8.390	2.604	7.080
GBM3_116	4.790	1.430	2.702	7.932	2.741	6.491
GBM3_117	5.099	2.152	4.776	11.566	2.775	6.944
GBM3_118	5.919	1.944	3.358	9.458	3.190	7.504
GBM3_119	5.895	1.891	2.870	8.745	2.691	7.021
GBM3_120	5.079	1.645	3.504	8.116	2.586	7.059
GBM3_121	5.298	0.942	2.609	7.450	1.902	6.542
GBM3_122	6.234	1.601	3.144	9.770	3.281	6.604
GBM3_123	4.918	1.638	3.555	8.370	2.319	7.127
GBM3_124	6.098	2.200	3.160	10.274	2.570	7.281
GBM3_125	5.698	1.471	3.007	8.315	2.735	6.834
GBM3_126	4.485	1.789	2.766	8.988	2.430	6.425
GBM3_127	6.099	1.713	3.183	8.415	2.328	7.394
GBM3_128	5.961	2.087	2.960	9.339	2.406	7.511
GBM3_129	5.224	3.094	3.857	9.353	2.422	7.545
GBM3_130	6.442	1.890	4.202	11.452	2.819	8.348
GBM3_131	6.803	1.711	2.434	8.561	1.925	8.027
GBM3_132	5.498	1.961	3.685	9.563	2.433	7.125
GBM3_133	5.738	2.095	2.722	9.788	2.311	7.452
GBM3_134	5.647	1.588	4.552	9.896	2.875	7.684
GBM3_135	7.181	0.970	3.621	11.339	4.544	9.096
GBM3_136	6.622	1.765	2.817	9.074	2.833	7.167
GBM3_137	5.668	1.613	2.791	8.714	2.523	7.112
GBM3_138	5.191	1.481	2.928	9.130	2.191	6.263
GBM3_139	5.870	1.315	3.215	8.967	3.139	6.724
GBM3_140	6.113	1.648	3.057	9.173	2.343	7.341
GBM3_141	5.835	2.033	2.702	7.790	2.952	5.957
GBM3_142	6.113	2.370	3.403	10.259	2.789	7.617
GBM3_143	5.606	1.506	3.168	9.080	2.421	7.184
GBM3_144	5.723	1.903	3.355	9.236	2.551	7.128
GBM3_145	5.166	1.242	3.111	8.242	2.496	6.846
GBM3_146	5.531	1.470	3.922	8.623	2.361	6.704
GBM3_147	4.356	1.634	2.564	8.461	3.083	6.269
GBM3_148	6.016	2.266	3.569	11.842	3.605	9.541
GBM3_149	7.341	1.416	3.244	6.877	1.899	8.120
GBM3_150	6.000	2.263	3.465	9.242	2.392	8.786
GBM3_151	5.154	1.706	3.873	9.415	3.317	6.562
GBM3_152	7.657	2.337	2.599	10.437	2.712	10.336
GBM3_153	6.744	2.092	3.781	10.029	2.658	8.522
GBM3_154	5.834	2.482	4.044	13.033	3.503	8.203
GBM3_155	5.846	2.154	2.706	8.897	2.132	7.562
GBM3_156	6.477	1.826	2.869	8.504	2.598	8.356
GBM3_157	6.058	1.252	2.832	8.669	2.144	7.469
GBM3_158	5.609	1.200	3.120	7.502	2.131	6.762
GBM3_159	5.152	1.629	2.768	8.678	2.192	6.743
GBM3_160	6.834	1.841	2.864	8.807	2.825	7.714
GBM3_161	5.833	1.707	3.161	7.867	2.249	6.989
GBM3_162	5.768	1.784	2.570	8.353	3.079	8.752
GBM3_163	5.653	1.390	3.021	9.282	2.834	7.011
GBM3_164	5.319	1.412	4.605	8.605	2.405	6.217
GBM3_165	5.601	1.163	3.041	8.931	2.807	7.087
GBM3_166	6.420	2.104	2.750	9.518	2.298	6.561
GBM3_167	5.449	1.390	2.780	8.858	2.187	7.077
GBM3_168	4.845	1.481	2.772	8.088	2.188	6.353
GBM3_169	6.490	2.100	2.870	9.037	2.621	8.449
GBM3_170	6.062	1.838	3.128	9.480	2.782	6.867
GBM3_171	7.017	1.820	3.328	9.794	3.204	7.573
GBM3_172	5.293	1.689	2.757	7.958	2.049	7.400
GBM3_173	6.187	2.147	3.329	8.244	2.082	8.482
GBM3_174	5.965	1.968	2.688	8.729	2.867	7.558
GBM3_175	5.863	1.915	2.905	8.754	2.757	7.522
GBM3_176	6.659	1.355	2.491	7.536	2.499	7.414
GBM3_177	5.863	1.629	2.779	8.001	2.237	6.468
GBM3_178	5.010	1.501	3.349	9.537	1.940	5.657
GBM3_179	6.610	1.906	2.373	8.218	2.259	7.000
GBM3_180	5.962	2.299	3.438	10.816	2.524	8.391
GBM3_181	5.672	1.172	2.869	8.153	2.742	6.313
GBM3_182	5.788	1.737	2.891	8.411	2.449	7.372
GBM3_183	6.033	1.955	3.152	9.956	2.898	8.000
GBM3_184	6.023	0.948	4.056	9.689	2.058	7.349
GBM3_185	6.182	1.993	3.989	10.130	2.708	7.182
GBM3_186	5.740	1.430	2.488	7.459	2.468	7.606
GBM3_187	6.237	2.302	4.507	12.272	3.974	7.858
GBM3_188	4.829	1.693	4.028	10.702	3.242	7.827
GBM3_189	5.787	2.457	3.654	9.770	2.991	7.942
GBM3_190	5.738	1.883	3.175	8.378	2.484	7.115
GBM3_191	4.483	1.432	2.683	7.989	2.213	5.694
GBM3_192	5.463	1.544	2.511	9.054	2.200	7.474
GBM3_193	6.800	1.852	2.381	8.704	2.855	8.134
GBM3_194	5.482	1.880	3.498	9.826	2.925	6.782
GBM3_195	6.517	3.047	4.335	10.756	3.554	8.842
GBM3_196	6.933	1.551	3.664	8.688	2.124	7.196
GBM3_197	5.476	1.364	2.967	8.210	2.290	6.992
GBM3_198	5.370	1.414	3.098	9.242	2.457	7.603
GBM3_199	5.942	1.435	3.044	10.507	2.324	7.167
GBM3_1100	5.488	1.612	2.544	8.728	1.942	6.874
GBM3_1101	5.760	1.550	3.486	7.772	1.722	6.321
GBM3_1102	5.402	1.867	4.320	11.843	2.820	7.682
GBM3_1103	5.773	1.542	3.530	10.408	2.589	6.499
GBM3_1104	4.907	1.933	2.804	9.384	2.219	7.176
GBM3_1105	5.119	1.120	3.186	9.047	2.362	6.714
GBM3_1106	5.442	1.747	2.625	9.029	2.719	6.931
GBM3_1107	6.720	1.553	3.341	8.039	2.107	7.202
GBM3_1108	6.542	1.693	2.556	9.410	3.026	8.020
GBM3_1109	6.941	2.835	4.089	11.329	3.575	9.113
GBM3_1110	5.465	1.540	3.706	8.353	2.325	6.325
GBM3_1111	6.051	2.502	3.108	10.566	2.482	8.026
GBM3_1112	6.179	1.905	2.975	10.296	2.481	8.167
GBM3_1113	6.542	1.249	2.341	7.480	3.264	8.624
GBM3_1114	6.594	2.062	2.727	9.912	3.261	7.824
GBM3_1115	5.437	1.815	3.036	8.297	1.951	7.659
GBM3_1116	4.973	1.071	2.619	7.831	1.790	6.483
GBM3_1117	6.051	2.152	2.843	8.859	2.333	8.417
GBM3_1118	5.502	1.221	3.233	7.338	2.274	6.727
GBM3_1119	6.067	1.530	3.042	7.338	2.026	7.502
GBM3_1120	6.777	1.622	2.362	8.870	2.746	8.827
GBM3_1121	6.015	1.806	2.459	7.861	2.501	7.907
GBM3_1122	5.432	2.128	3.043	9.915	2.304	6.906
GBM3_1123	6.335	2.486	2.812	9.624	2.240	8.053
GBM3_1124	7.897	1.899	2.959	8.364	2.728	8.184
GBM3_1125	6.342	1.935	4.180	10.779	2.542	7.809
GBM3_1126	6.615	2.086	2.856	9.917	3.253	8.595
GBM3_1127	6.056	1.478	2.528	7.226	2.110	7.744
GBM3_1128	4.760	1.691	3.857	8.637	2.054	6.309
GBM3_1129	6.671	1.638	3.543	10.385	2.514	7.256
GBM3_1130	6.714	1.724	3.185	8.886	2.945	7.936
GBM3_1131	6.581	2.032	3.551	8.809	2.286	7.044
GBM3_1132	5.341	1.859	3.325	9.774	3.058	7.092
GBM3_1133	6.132	1.566	2.087	7.399	3.434	7.863
GBM3_1134	6.132	1.429	2.800	8.062	2.501	6.786
GBM3_1135	5.282	0.812	2.619	9.005	2.575	6.813
GBM3_1136	5.955	2.104	3.493	8.931	2.094	7.153
GBM3_1137	6.000	1.744	3.699	10.018	2.875	7.434
GBM3_1138	4.931	2.245	3.561	9.094	2.070	6.814
GBM3_1139	5.965	1.690	3.739	9.607	2.633	7.758
GBM3_1140	5.354	1.834	3.899	9.253	2.592	7.544
GBM3_1141	6.896	1.538	3.020	8.883	2.678	8.068
GBM3_1142	6.069	2.260	3.541	10.392	2.781	7.402
GBM3_1143	5.378	1.013	2.558	7.754	2.506	6.170
GBM3_1144	6.172	1.210	2.820	7.883	2.263	7.966
GBM3_1145	6.439	1.554	2.739	7.672	2.577	6.994
GBM3_1146	6.267	1.912	3.301	10.520	3.189	8.391
GBM3_1147	5.856	1.473	3.364	8.856	2.192	8.078
GBM3_1148	6.034	1.617	3.700	9.886	2.245	8.046
GBM3_1149	6.381	1.240	2.713	7.967	1.979	7.767
GBM3_1150	6.043	1.540	4.383	10.857	2.638	7.520
GBM3_1151	6.558	1.410	3.132	8.853	2.737	8.105
GBM3_1152	5.264	2.262	2.796	8.271	1.873	7.396
GBM3_1153	5.807	2.021	2.816	8.014	2.385	7.145
GBM3_1154	5.398	1.506	2.906	8.781	2.251	7.418
GBM3_1155	6.262	1.464	2.244	8.833	1.762	7.079
GBM3_1156	6.517	2.244	3.255	10.170	2.245	7.510
GBM3_1157	7.109	2.373	3.705	10.696	2.716	10.255
GBM3_1158	4.916	1.947	3.914	10.720	2.673	7.180
GBM3_1159	6.691	2.680	4.014	10.388	3.151	7.972
GBM3_1160	6.212	1.802	2.961	9.682	2.575	7.301
GBM3_1161	5.511	1.773	3.718	10.049	2.340	7.824
GBM3_1162	7.197	1.712	2.317	9.075	2.233	8.385
GBM3_1163	7.081	1.789	3.274	8.844	2.592	7.826
GBM3_1164	5.895	1.956	3.381	9.387	2.272	7.789
GBM3_1165	6.101	1.836	3.333	10.655	3.529	8.872
GBM3_1166	5.491	1.604	3.388	8.029	1.853	6.911
GBM3_1167	5.354	1.833	3.776	8.699	2.916	7.434
GBM3_1168	6.150	2.044	2.734	9.953	2.723	8.782
GBM3_1169	6.661	2.475	3.139	10.766	3.051	8.650
GBM3_1170	7.462	2.721	4.045	11.638	3.220	8.027
GBM3_1171	6.125	1.784	3.268	9.636	2.570	6.757
GBM3_1172	5.758	1.651	4.344	10.357	2.244	7.119
GBM3_1173	5.357	2.488	3.480	9.924	2.562	8.302
GBM3_1174	6.263	2.334	3.106	10.438	3.350	8.625
GBM3_1175	6.400	2.390	3.543	10.212	2.486	8.662
GBM3_1176	5.877	1.956	3.086	9.575	2.804	7.466
GBM3_1177	6.175	1.783	2.910	9.363	2.898	8.228
GBM3_1178	5.474	2.178	3.808	10.041	3.022	7.620
GBM3_1179	6.685	1.632	3.186	7.872	2.155	7.598
GBM3_1180	7.555	2.374	4.344	10.962	4.927	10.033
GBM3_1181	5.405	1.390	2.861	8.412	2.227	6.024
GBM3_1182	6.046	1.437	2.692	8.353	2.548	7.219
GBM3_1183	5.612	1.491	2.648	9.600	2.497	7.613
GBM3_1184	6.446	1.285	2.507	8.661	2.720	7.609
GBM3_1185	5.999	2.049	3.992	8.696	2.301	7.964
GBM3_1186	6.551	1.604	2.985	9.704	3.560	8.755
GBM3_1187	5.487	1.794	2.551	8.269	2.439	6.898
GBM3_1188	5.108	1.638	2.581	8.579	2.590	6.494
GBM3_1189	4.853	1.668	4.142	10.888	3.375	6.729
GBM3_1190	5.307	1.249	3.154	9.550	2.657	7.354
GBM3_1191	4.995	2.248	2.653	8.203	2.207	6.970
GBM3_1192	6.017	1.030	3.402	11.850	2.766	6.628
GBM3_1193	5.828	1.366	2.661	7.754	1.715	6.836
GBM3_1194	6.051	1.272	2.987	8.642	2.565	7.637
GBM3_1195	5.665	1.566	2.405	8.501	2.393	7.016
GBM3_1196	5.905	2.671	3.362	9.467	2.641	7.433
GBM3_1197	5.911	1.763	3.840	9.095	2.092	8.454
GBM3_1198	6.969	1.845	3.168	9.126	2.611	8.191
GBM3_1199	7.032	1.335	2.768	8.242	2.254	8.074
GBM3_1200	5.565	1.866	2.928	8.652	3.077	8.441
GBM3_1201	6.104	2.023	3.440	9.638	2.638	8.014
GBM3_1202	6.438	1.768	2.911	10.939	2.278	7.956
GBM3_1203	6.362	2.259	3.458	10.635	2.005	9.551
GBM3_1204	6.201	2.453	4.487	10.862	2.236	8.346
GBM3_1205	6.796	1.820	3.562	11.538	4.176	8.475
GBM3_1206	5.855	1.738	2.334	7.849	2.427	7.037
GBM3_1207	6.054	1.733	3.922	9.958	1.849	7.567
GBM3_1208	6.047	2.252	2.960	10.559	2.915	7.999
GBM3_1209	7.158	1.935	2.971	9.163	2.430	8.344
GBM3_1210	6.864	2.152	3.673	10.335	2.814	8.446
GBM3_1211	6.665	2.129	3.076	9.156	3.349	7.559
GBM3_1212	5.482	1.427	3.148	8.039	2.285	7.443
GBM3_1213	5.001	1.090	2.638	8.292	2.422	6.386
GBM3_1214	5.855	1.853	2.385	9.861	2.905	7.515
GBM3_1215	4.558	2.046	3.426	9.778	2.362	7.291
GBM3_1216	6.048	1.722	3.134	9.334	2.416	7.832
GBM3_1217	6.391	1.401	2.597	9.507	2.038	7.276
GBM3_1218	6.964	1.643	2.976	8.954	2.368	7.321
GBM3_1219	5.304	1.665	2.613	8.232	2.299	6.804
GBM3_1220	6.375	1.877	2.652	8.241	2.625	8.358
GBM3_1221	6.775	1.659	2.697	9.901	2.241	8.247
GBM3_1222	5.505	1.645	3.640	8.915	2.651	7.487
GBM3_1223	5.735	1.963	3.932	9.491	2.241	7.772
GBM3_1224	6.074	2.326	3.624	10.422	3.215	7.401
GBM3_1225	6.703	1.919	3.098	9.440	2.482	8.072
GBM3_1226	6.014	1.229	3.004	8.729	1.953	7.013
GBM3_1227	5.505	1.782	2.973	9.870	2.336	6.884
GBM3_1228	6.117	1.774	2.584	8.883	2.785	7.549
GBM3_1229	6.702	2.536	4.714	11.741	3.365	8.766
GBM3_1230	6.762	2.033	3.095	10.032	2.462	7.954
GBM3_1231	5.836	1.648	2.845	7.934	2.099	7.599
GBM3_1232	4.918	1.616	2.589	8.527	2.495	6.162
GBM3_1233	5.368	1.491	3.593	10.301	2.479	7.694
GBM3_1234	6.269	1.790	3.438	9.858	2.468	8.027
GBM3_1235	6.528	1.931	2.166	8.991	2.856	7.616
GBM3_1236	4.893	1.754	2.987	9.824	2.591	7.811
GBM3_1237	6.238	1.652	2.484	8.758	2.318	8.070
GBM3_1238	6.762	2.092	2.969	8.115	2.338	7.416
GBM3_1239	6.058	1.547	3.112	8.669	2.486	6.499
GBM3_1240	6.320	1.762	3.372	8.818	2.709	7.588
GBM3_1241	5.459	1.611	2.631	8.569	2.535	7.751
GBM3_1242	6.787	1.589	3.121	9.374	2.473	7.782
GBM3_1243	6.496	1.523	3.265	8.153	2.327	7.509
GBM3_1244	5.407	2.092	3.891	10.604	3.392	7.737
GBM3_1245	6.188	1.564	3.135	8.953	2.245	7.579
GBM3_1246	6.000	1.274	2.780	8.923	2.329	6.899
GBM3_1247	6.500	1.692	3.366	9.963	2.735	8.894
GBM3_1248	5.871	1.776	2.679	8.652	2.926	7.268
GBM3_1249	5.890	1.676	2.468	6.914	2.598	8.083
GBM3_1250	6.261	2.143	3.242	10.147	2.370	8.512
GBM3_1251	5.510	1.755	3.316	9.118	2.294	8.037
GBM3_1252	5.426	1.552	3.103	9.230	2.150	6.404
GBM3_1253	6.207	1.783	2.996	9.132	2.619	7.348
GBM3_1254	5.527	1.970	3.123	8.873	2.625	6.294
GBM3_1255	6.121	1.840	3.726	9.358	2.365	7.322
GBM3_1256	5.552	1.470	3.280	9.416	2.510	6.582
GBM3_1257	5.786	1.522	3.233	8.461	2.231	7.488
GBM3_1258	6.876	1.450	2.413	7.606	1.871	8.052
GBM3_1259	5.684	2.111	2.875	10.069	2.768	7.591
GBM3_1260	6.347	1.369	3.453	8.322	2.595	6.941
GBM3_1261	6.261	1.506	3.661	10.003	2.555	7.783
GBM3_1262	6.754	2.424	3.264	10.823	2.694	8.408
GBM3_1263	6.402	1.713	3.606	9.314	2.402	7.805
GBM3_1264	7.690	1.689	2.737	9.026	2.559	8.594
GBM3_1265	6.551	1.424	2.895	9.109	2.724	7.105
GBM3_1266	6.859	1.748	3.176	8.978	3.236	8.178
GBM3_1267	5.496	1.760	3.254	8.594	2.245	6.720
GBM3_1268	6.472	1.909	2.422	8.199	2.524	7.183
GBM3_1269	6.277	1.586	2.738	8.454	1.808	6.702
GBM3_1270	5.269	1.739	3.087	9.018	3.958	6.587
GBM3_1271	5.628	1.648	3.835	9.051	1.570	7.683
GBM3_1272	5.392	1.202	3.616	8.292	2.641	5.521
GBM3_1273	5.800	1.751	3.632	10.815	2.223	7.584
GBM3_1274	5.746	2.055	3.523	9.623	3.495	8.847
GBM3_1275	6.024	1.384	4.285	9.166	2.422	7.026
GBM3_1276	5.950	1.721	3.069	9.693	2.626	7.193
GBM3_1277	5.428	1.790	3.039	9.582	2.718	8.275
GBM3_1278	5.797	1.831	3.666	9.044	2.675	7.933
GBM3_1279	6.231	1.415	3.899	10.081	3.313	7.985
GBM3_1280	6.033	1.571	3.944	9.158	2.593	7.160
GBM3_1281	5.084	1.463	2.969	8.150	2.862	7.388
GBM3_1282	6.564	1.230	2.628	7.466	1.747	6.776
GBM3_1283	6.179	2.262	3.529	10.650	2.951	7.633
GBM3_1284	6.149	1.418	2.830	8.475	2.598	6.385
GBM3_1285	6.004	1.594	3.015	7.955	2.066	7.818
GBM3_1286	6.636	2.129	3.032	9.609	2.163	7.142
GBM3_1287	6.916	2.118	3.813	9.916	2.540	8.052
GBM3_1288	6.075	1.436	2.190	7.717	2.040	7.368
GBM3_1289	6.558	1.340	2.484	8.325	3.124	7.460
GBM3_1290	6.719	2.425	3.392	11.497	3.294	8.154
GBM3_1291	5.439	2.144	3.925	8.168	2.161	6.849
GBM3_1292	6.412	1.523	2.732	8.858	2.412	6.515
GBM3_1293	6.128	2.098	3.332	10.478	3.021	8.182
GBM3_1294	6.452	1.773	3.181	8.512	1.937	8.293
GBM3_1295	6.198	1.085	3.014	7.697	2.153	5.638
GBM3_1296	5.539	1.536	2.665	8.820	2.151	7.421
GBM1_11	5.553	1.609	2.567	7.614	2.181	7.143
GBM1_12	5.378	1.380	2.295	9.082	2.688	7.616
GBM1_13	6.042	1.864	3.019	8.072	3.134	7.782
GBM1_14	5.856	1.588	2.989	8.327	2.451	6.929
GBM1_15	5.553	1.438	3.040	8.040	2.460	7.298
GBM1_16	4.974	1.524	2.985	8.340	2.616	6.790
GBM1_17	5.605	1.646	2.706	8.615	2.512	6.381
