,tissue,type2,tpm
3897,ESCA,normal,3.833
3898,ESCA,normal,3.3407
3899,ESCA,normal,4.4183
3900,ESCA,normal,3.5547
3901,ESCA,normal,3.5766
3902,ESCA,normal,4.3583
3903,ESCA,normal,3.6928
3904,ESCA,normal,4.248
3905,ESCA,normal,3.4997
3906,ESCA,normal,3.0234
3907,ESCA,normal,3.5337
3908,ESCA,normal,4.2227
3909,ESCA,normal,3.1588
3910,ESCA,normal,4.6577
3911,ESCA,normal,3.9552
3912,ESCA,normal,3.0446
3913,ESCA,normal,4.437
3914,ESCA,normal,4.6479
3915,ESCA,normal,4.4595
3916,ESCA,normal,4.3104
3917,ESCA,normal,3.29
3918,ESCA,normal,3.8411
3919,ESCA,normal,3.7667
3920,ESCA,normal,2.7805
3921,ESCA,normal,4.1078
3922,ESCA,normal,3.1797
3923,ESCA,normal,3.6883
3924,ESCA,normal,4.4101
3925,ESCA,normal,3.9938
3926,ESCA,normal,3.402
3927,ESCA,normal,2.6487
3928,ESCA,normal,3.3577
3929,ESCA,normal,3.8095
3930,ESCA,normal,4.347
3931,ESCA,normal,4.8949
3932,ESCA,normal,4.6053
3933,ESCA,normal,3.2885
3934,ESCA,normal,4.854
3935,ESCA,normal,3.5349
3936,ESCA,normal,3.7971
3937,ESCA,normal,3.8729
3938,ESCA,normal,3.6184
3939,ESCA,normal,4.1652
3940,ESCA,normal,3.7028
3941,ESCA,normal,4.3597
3942,ESCA,normal,2.982
3943,ESCA,normal,4.837
3944,ESCA,normal,3.8739
3945,ESCA,normal,4.1676
3946,ESCA,normal,4.2173
3947,ESCA,normal,3.4674
3948,ESCA,normal,3.5461
3949,ESCA,normal,4.2884
3950,ESCA,normal,4.1859
3951,ESCA,normal,3.3478
3952,ESCA,normal,3.1971
3953,ESCA,normal,4.2929
3954,ESCA,normal,4.7132
3955,ESCA,normal,4.4945
3956,ESCA,normal,3.1442
3957,ESCA,normal,4.2676
3958,ESCA,normal,3.6335
3959,ESCA,normal,3.2096
3960,ESCA,normal,3.2374
3961,ESCA,normal,3.2766
3962,ESCA,normal,4.5736
3963,ESCA,normal,3.0217
3964,ESCA,normal,4.4067
3965,ESCA,normal,3.5669
3966,ESCA,normal,4.2781
3967,ESCA,normal,3.4075
3968,ESCA,normal,3.9691
3969,ESCA,normal,4.8324
3970,ESCA,normal,4.4751
3971,ESCA,normal,3.3293
3972,ESCA,normal,2.826
3973,ESCA,normal,3.2766
3974,ESCA,normal,3.011
3975,ESCA,normal,3.705
3976,ESCA,normal,3.1876
3977,ESCA,normal,-9.9658
3978,ESCA,normal,3.0428
3979,ESCA,normal,4.6854
3980,ESCA,normal,3.3577
3981,ESCA,normal,3.8739
3982,ESCA,normal,3.5706
3983,ESCA,normal,3.3163
3984,ESCA,normal,3.5875
3985,ESCA,normal,4.6083
3986,ESCA,normal,3.5124
3987,ESCA,normal,3.2112
3988,ESCA,normal,2.4883
3989,ESCA,normal,4.7592
3990,ESCA,normal,4.8605
3991,ESCA,normal,4.6988
3992,ESCA,normal,4.6804
3993,ESCA,normal,4.5318
3994,ESCA,normal,4.1962
3995,ESCA,normal,2.6828
3996,ESCA,normal,4.1086
3997,ESCA,normal,4.691
3998,ESCA,normal,3.136
3999,ESCA,normal,3.9974
4000,ESCA,normal,4.3779
4001,ESCA,normal,4.3737
4002,ESCA,normal,2.6278
4003,ESCA,normal,3.2662
4004,ESCA,normal,3.836
4005,ESCA,normal,4.9397
4006,ESCA,normal,4.4932
4007,ESCA,normal,4.5392
4008,ESCA,normal,3.2632
4009,ESCA,normal,3.8905
4010,ESCA,normal,4.4996
4011,ESCA,normal,3.6759
4012,ESCA,normal,4.17
4013,ESCA,normal,4.3688
4014,ESCA,normal,3.2707
4015,ESCA,normal,3.7919
4016,ESCA,normal,3.7204
4017,ESCA,normal,3.5287
4018,ESCA,normal,4.0515
4019,ESCA,normal,3.2143
4020,ESCA,normal,4.2366
4021,ESCA,normal,3.309
4022,ESCA,normal,3.1212
4023,ESCA,normal,4.3024
4024,ESCA,normal,4.0127
4025,ESCA,normal,3.66
4026,ESCA,normal,4.2758
4027,ESCA,normal,4.447
4028,ESCA,normal,3.1892
4029,ESCA,normal,3.794
4030,ESCA,normal,3.7971
4031,ESCA,normal,3.5486
4032,ESCA,normal,3.4129
4033,ESCA,normal,4.4608
4034,ESCA,normal,4.7285
4035,ESCA,normal,3.8798
4036,ESCA,normal,4.6329
4037,ESCA,normal,3.208
4038,ESCA,normal,4.597
4039,ESCA,normal,3.5473
4040,ESCA,normal,3.4933
4041,ESCA,normal,4.481
4042,ESCA,normal,3.5312
4043,ESCA,normal,4.0322
4044,ESCA,normal,2.9875
4045,ESCA,normal,3.0358
4046,ESCA,normal,4.7148
4047,ESCA,normal,2.9562
4048,ESCA,normal,2.6043
4049,ESCA,normal,3.3745
4050,ESCA,normal,3.3407
4051,ESCA,normal,4.8304
4052,ESCA,normal,4.1764
4053,ESCA,normal,4.6697
4054,ESCA,normal,3.668
4055,ESCA,normal,3.7518
4056,ESCA,normal,4.0207
4057,ESCA,normal,2.9469
4058,ESCA,normal,4.3413
4059,ESCA,normal,4.9746
4060,ESCA,normal,2.727
4061,ESCA,normal,2.8562
4062,ESCA,normal,4.5808
4063,ESCA,normal,3.5249
4064,ESCA,normal,3.9663
4065,ESCA,normal,2.8321
4066,ESCA,normal,3.2677
4067,ESCA,normal,4.6083
4068,ESCA,normal,3.5621
4069,ESCA,normal,3.833
4070,ESCA,normal,3.345
4071,ESCA,normal,3.4384
4072,ESCA,normal,4.538
4073,ESCA,normal,-9.9658
4074,ESCA,normal,3.2018
4075,ESCA,normal,3.154
4076,ESCA,normal,4.2773
4077,ESCA,normal,3.4451
4078,ESCA,normal,4.4842
4079,ESCA,normal,3.2313
4080,ESCA,normal,3.1604
4081,ESCA,normal,4.5211
4082,ESCA,normal,3.9983
4083,ESCA,normal,4.7919
4084,ESCA,normal,2.9319
4085,ESCA,normal,2.5634
4086,ESCA,normal,3.3619
4087,ESCA,normal,4.8704
4088,ESCA,normal,3.3619
4089,ESCA,normal,4.166
4090,ESCA,normal,3.4804
4091,ESCA,normal,3.055
4092,ESCA,normal,5.0951
4093,ESCA,normal,2.5731
4094,ESCA,normal,3.4997
4095,ESCA,normal,4.8435
4096,ESCA,normal,4.2669
4097,ESCA,normal,3.906
4098,ESCA,normal,2.3704
4099,ESCA,normal,3.4596
4100,ESCA,normal,3.5136
4101,ESCA,normal,3.741
4102,ESCA,normal,3.4129
4103,ESCA,normal,2.8838
4104,ESCA,normal,3.2915
4105,ESCA,normal,4.9727
4106,ESCA,normal,3.0515
4107,ESCA,normal,3.5572
4108,ESCA,normal,3.325
4109,ESCA,normal,4.4223
4110,ESCA,normal,3.9002
4111,ESCA,normal,2.8034
4112,ESCA,normal,4.7903
4113,ESCA,normal,3.5923
4114,ESCA,normal,3.3938
4115,ESCA,normal,2.9911
4116,ESCA,normal,2.8462
4117,ESCA,normal,4.3855
4118,ESCA,normal,4.404
4119,ESCA,normal,4.5154
4120,ESCA,normal,4.7877
4121,ESCA,normal,3.027
4122,ESCA,normal,4.3321
4123,ESCA,normal,3.2002
4124,ESCA,normal,4.5274
4125,ESCA,normal,3.3061
4126,ESCA,normal,4.5778
4127,ESCA,normal,3.623
4128,ESCA,normal,3.2282
4129,ESCA,normal,3.6703
4130,ESCA,normal,4.5723
4131,ESCA,normal,3.1669
4132,ESCA,normal,3.3675
4133,ESCA,normal,4.3435
4134,ESCA,normal,4.096
4135,ESCA,normal,3.7432
4136,ESCA,normal,3.3605
4137,ESCA,normal,4.6277
4138,ESCA,normal,2.9243
4139,ESCA,normal,4.232
4140,ESCA,normal,3.2632
4141,ESCA,normal,4.4861
4142,ESCA,normal,4.4575
4143,ESCA,normal,4.2189
4144,ESCA,normal,3.6474
4145,ESCA,normal,4.711
4146,ESCA,normal,3.9874
4147,ESCA,normal,3.9242
4148,ESCA,normal,3.5299
4149,ESCA,normal,3.7204
4150,ESCA,normal,4.041
4151,ESCA,normal,3.3856
4152,ESCA,normal,3.0944
4153,ESCA,normal,2.826
4154,ESCA,normal,4.3492
4155,ESCA,normal,3.4661
4156,ESCA,normal,5.166
4157,ESCA,normal,4.2714
4158,ESCA,normal,4.4027
4159,ESCA,normal,3.652
4160,ESCA,normal,4.4536
4161,ESCA,normal,3.4843
4162,ESCA,normal,3.793
4163,ESCA,normal,3.4933
4164,ESCA,normal,3.3192
4165,ESCA,normal,4.0462
4166,ESCA,normal,3.7432
4167,ESCA,normal,3.0944
4168,ESCA,normal,4.5072
4169,ESCA,normal,4.1931
4170,ESCA,normal,3.8461
4171,ESCA,normal,3.1377
4172,ESCA,normal,4.1194
4173,ESCA,normal,2.4063
4174,ESCA,normal,4.9098
4175,ESCA,normal,3.616
4176,ESCA,normal,4.0636
4177,ESCA,normal,4.0918
4178,ESCA,normal,3.5923
4179,ESCA,normal,3.7182
4180,ESCA,normal,3.8208
4181,ESCA,normal,4.3126
4182,ESCA,normal,4.1086
4183,ESCA,normal,3.865
4184,ESCA,normal,3.83
4185,ESCA,normal,4.3082
4186,ESCA,normal,3.4933
4187,ESCA,normal,4.8465
4188,ESCA,normal,3.4648
4189,ESCA,normal,5.0739
4190,ESCA,normal,3.2541
4191,ESCA,normal,4.041
4192,ESCA,normal,3.6725
4193,ESCA,normal,5.0014
4194,ESCA,normal,3.2359
4195,ESCA,normal,3.8551
4196,ESCA,normal,5.0095
4197,ESCA,normal,4.5255
4198,ESCA,normal,4.5964
4199,ESCA,normal,4.1069
4200,ESCA,normal,3.0145
4201,ESCA,normal,4.3604
4202,ESCA,normal,3.9137
4203,ESCA,normal,3.3689
4204,ESCA,normal,3.309
4205,ESCA,normal,3.8033
4206,ESCA,normal,4.4423
4207,ESCA,normal,3.5608
4208,ESCA,normal,3.623
4209,ESCA,normal,5.22
4210,ESCA,normal,3.2944
4211,ESCA,normal,3.1829
4212,ESCA,normal,4.546
4213,ESCA,normal,4.2818
4214,ESCA,normal,4.6525
4215,ESCA,normal,3.6101
4216,ESCA,normal,3.5411
4217,ESCA,normal,2.7636
4218,ESCA,normal,4.2434
4219,ESCA,normal,4.2788
4220,ESCA,normal,4.4257
4221,ESCA,normal,4.359
4222,ESCA,normal,4.3162
4223,ESCA,normal,3.3897
4224,ESCA,normal,2.4985
4225,ESCA,normal,3.0376
4226,ESCA,normal,3.2796
4227,ESCA,normal,2.9262
4228,ESCA,normal,3.0056
4229,ESCA,normal,2.4831
4230,ESCA,normal,3.2236
4231,ESCA,normal,5.0215
4232,ESCA,normal,4.9132
4233,ESCA,normal,3.9185
4234,ESCA,normal,3.2374
4235,ESCA,normal,3.2959
4236,ESCA,normal,4.4686
4237,ESCA,normal,4.2358
4238,ESCA,normal,2.9747
4239,ESCA,normal,3.3966
4240,ESCA,normal,2.8819
4241,ESCA,normal,3.6497
4242,ESCA,normal,4.0331
4243,ESCA,normal,4.3576
4244,ESCA,normal,-9.9658
4245,ESCA,normal,4.2396
4246,ESCA,normal,4.2327
4247,ESCA,normal,5.2994
4248,ESCA,normal,4.951
4249,ESCA,normal,4.4919
4250,ESCA,normal,4.4848
4251,ESCA,normal,3.7961
4252,ESCA,normal,4.3758
4253,ESCA,normal,4.3513
4254,ESCA,normal,3.6827
4255,ESCA,normal,4.0109
4256,ESCA,normal,4.5626
4257,ESCA,normal,3.97
4258,ESCA,normal,4.0198
4259,ESCA,normal,3.38
4260,ESCA,normal,3.6018
4261,ESCA,normal,3.7783
4262,ESCA,normal,3.8177
4263,ESCA,normal,3.83
4264,ESCA,normal,4.1153
4265,ESCA,normal,4.0357
4266,ESCA,normal,3.492
4267,ESCA,normal,4.3364
4268,ESCA,normal,4.8655
4269,ESCA,normal,3.3148
4270,ESCA,normal,4.4673
4271,ESCA,normal,4.6781
4272,ESCA,normal,3.3814
4273,ESCA,normal,3.5399
4274,ESCA,normal,4.7154
4275,ESCA,normal,4.6212
4276,ESCA,normal,3.9118
4277,ESCA,normal,4.5814
4278,ESCA,normal,3.453
4279,ESCA,normal,4.0225
4280,ESCA,normal,3.8964
4281,ESCA,normal,3.417
4282,ESCA,normal,3.3293
4283,ESCA,normal,3.832
4284,ESCA,normal,3.1344
4285,ESCA,normal,4.1515
4286,ESCA,normal,4.3321
4287,ESCA,normal,4.1604
4288,ESCA,normal,4.1732
4289,ESCA,normal,3.4116
4290,ESCA,normal,4.7165
4291,ESCA,normal,3.3591
4292,ESCA,normal,4.8842
4293,ESCA,normal,2.2482
4294,ESCA,normal,3.8228
4295,ESCA,normal,4.3883
4296,ESCA,normal,3.325
4297,ESCA,normal,3.8749
4298,ESCA,normal,4.1069
4299,ESCA,normal,3.2647
4300,ESCA,normal,3.3856
4301,ESCA,normal,3.8411
4302,ESCA,normal,4.4693
4303,ESCA,normal,4.47
4304,ESCA,normal,3.9571
4305,ESCA,normal,5.0313
4306,ESCA,normal,4.3992
4307,ESCA,normal,3.7421
4308,ESCA,normal,4.1094
4309,ESCA,normal,4.594
4310,ESCA,normal,4.6927
4311,ESCA,normal,4.3688
4312,ESCA,normal,3.6691
4313,ESCA,normal,4.499
4314,ESCA,normal,3.2692
4315,ESCA,normal,3.8411
4316,ESCA,normal,4.3191
4317,ESCA,normal,3.4804
4318,ESCA,normal,3.6277
4319,ESCA,normal,3.7006
4320,ESCA,normal,3.7389
4321,ESCA,normal,4.3848
4322,ESCA,normal,3.5324
4323,ESCA,normal,4.1523
4324,ESCA,normal,3.6312
4325,ESCA,normal,3.9002
4326,ESCA,normal,3.4304
4327,ESCA,normal,3.1572
4328,ESCA,normal,3.2796
4329,ESCA,normal,3.1261
4330,ESCA,normal,3.7475
4331,ESCA,normal,4.3889
4332,ESCA,normal,4.6183
4333,ESCA,normal,4.4569
4334,ESCA,normal,4.7767
4335,ESCA,normal,3.0446
4336,ESCA,normal,4.7038
4337,ESCA,normal,3.8719
4338,ESCA,normal,4.6474
4339,ESCA,normal,4.0541
4340,ESCA,normal,4.5976
4341,ESCA,normal,3.4437
4342,ESCA,normal,4.5342
4343,ESCA,normal,3.5212
4344,ESCA,normal,4.2929
4345,ESCA,normal,3.5923
4346,ESCA,normal,4.1359
4347,ESCA,normal,4.1211
4348,ESCA,normal,3.8964
4349,ESCA,normal,3.865
4350,ESCA,normal,3.421
4351,ESCA,normal,3.9185
4352,ESCA,normal,3.9185
4353,ESCA,normal,4.0287
4354,ESCA,normal,3.0791
4355,ESCA,normal,3.5436
4356,ESCA,normal,2.7117
4357,ESCA,normal,4.6474
4358,ESCA,normal,4.2855
4359,ESCA,normal,3.1701
4360,ESCA,normal,4.546
4361,ESCA,normal,3.5947
4362,ESCA,normal,3.2752
4363,ESCA,normal,3.2049
4364,ESCA,normal,3.6782
4365,ESCA,normal,4.3965
4366,ESCA,normal,3.3856
4367,ESCA,normal,4.2488
4368,ESCA,normal,3.7961
4369,ESCA,normal,5.0068
4370,ESCA,normal,3.6916
4371,ESCA,normal,4.1836
4372,ESCA,normal,3.0619
4373,ESCA,normal,4.0969
4374,GBM,tumor,6.2661
4375,GBM,tumor,5.0964
4376,GBM,tumor,5.1473
4377,GBM,tumor,5.174
4378,GBM,tumor,4.1515
4379,GBM,tumor,5.7613
4380,GBM,tumor,5.0326
4381,GBM,tumor,3.8239
4382,GBM,tumor,5.8215
4383,GBM,tumor,5.4182
4384,GBM,tumor,6.1819
4385,GBM,tumor,4.8699
4386,GBM,tumor,5.0523
4387,GBM,tumor,5.1993
4388,GBM,tumor,4.9589
4389,GBM,tumor,6.2279
4390,GBM,tumor,6.8038
4391,GBM,tumor,6.0966
4392,GBM,tumor,6.1314
4393,GBM,tumor,5.7991
4394,GBM,tumor,5.1473
4395,GBM,tumor,4.4758
4396,GBM,tumor,6.151
4397,GBM,tumor,6.4521
4398,GBM,tumor,7.2397
4399,GBM,tumor,2.8219
4400,GBM,tumor,5.9873
4401,GBM,tumor,6.1859
4402,GBM,tumor,5.3834
4403,GBM,tumor,4.7735
4404,GBM,tumor,5.9158
4405,GBM,tumor,5.6422
4406,GBM,tumor,5.0618
4407,GBM,tumor,5.0343
4408,GBM,tumor,5.6156
4409,GBM,tumor,5.5217
4410,GBM,tumor,6.5898
4411,GBM,tumor,5.4761
4412,GBM,tumor,4.579
4413,GBM,tumor,5.5868
4414,GBM,tumor,5.4057
4415,GBM,tumor,5.2157
4416,GBM,tumor,5.1547
4417,GBM,tumor,4.3876
4418,GBM,tumor,4.7934
4419,GBM,tumor,6.3134
4420,GBM,tumor,5.8166
4421,GBM,tumor,5.0947
4422,GBM,tumor,5.3779
4423,GBM,tumor,5.9835
4424,GBM,tumor,5.7021
4425,GBM,tumor,4.373
4426,GBM,tumor,5.725
4427,GBM,tumor,6.6896
4428,GBM,tumor,5.2906
4429,GBM,tumor,5.3733
4430,GBM,tumor,5.7648
4431,GBM,tumor,4.5167
4432,GBM,tumor,5.703
4433,GBM,tumor,5.5211
4434,GBM,tumor,4.5497
4435,GBM,tumor,6.0374
4436,GBM,tumor,4.6921
4437,GBM,tumor,6.2733
4438,GBM,tumor,5.4549
4439,GBM,tumor,4.5559
4440,GBM,tumor,5.8841
4441,GBM,tumor,5.9312
4442,GBM,tumor,5.6097
4443,GBM,tumor,2.92524421574
4444,GBM,tumor,3.6266
4445,GBM,tumor,5.8063
4446,GBM,tumor,7.8643
4447,GBM,tumor,5.5129
4448,GBM,tumor,5.6115
4449,GBM,tumor,5.3212
4450,GBM,tumor,5.5859
4451,GBM,tumor,5.5775
4452,GBM,tumor,6.3094
4453,GBM,tumor,5.9319
4454,GBM,tumor,5.6329
4455,GBM,tumor,5.7848
4456,GBM,tumor,6.5386
4457,GBM,tumor,5.3813
4458,GBM,tumor,4.2064
4459,GBM,tumor,4.6944
4460,GBM,tumor,4.6041
4461,GBM,tumor,6.2769
4462,GBM,tumor,4.3017
4463,GBM,tumor,4.9928
4464,GBM,tumor,5.5339
4465,GBM,tumor,5.8866
4466,GBM,tumor,4.2684
4467,GBM,tumor,4.445
4468,GBM,tumor,6.44526057567
4469,GBM,tumor,5.1252
4470,GBM,tumor,5.3608
4471,GBM,tumor,5.2107
4472,GBM,tumor,5.7337
4473,GBM,tumor,6.5145
4474,GBM,tumor,4.7187
4475,GBM,tumor,5.2694
4476,GBM,tumor,4.0558
4477,GBM,tumor,4.3463
4478,GBM,tumor,5.0462
4479,GBM,tumor,4.6933
4480,GBM,tumor,5.505
4481,GBM,tumor,4.889
4482,GBM,tumor,6.0764
4483,GBM,tumor,5.5871
4484,GBM,tumor,5.3709
4485,GBM,tumor,5.6124
4486,GBM,tumor,7.3882
4487,GBM,tumor,5.4276
4488,GBM,tumor,4.9175
4489,GBM,tumor,6.5143
4490,GBM,tumor,5.579
4491,GBM,tumor,5.3695
4492,GBM,tumor,4.8837
4493,GBM,tumor,5.6308
4494,GBM,tumor,5.4111
4495,GBM,tumor,5.6017
4496,GBM,tumor,3.2267
4497,GBM,tumor,3.5387
4498,GBM,tumor,5.615
4499,GBM,tumor,6.1252
4500,GBM,tumor,4.5528
4501,GBM,tumor,4.9496
4502,GBM,tumor,5.7703
4503,GBM,tumor,3.2541
4504,GBM,tumor,5.3238
4505,GBM,tumor,6.4375
4506,GBM,tumor,5.6065
4507,GBM,tumor,5.9725
4508,GBM,tumor,6.272
4509,GBM,tumor,6.1803
4510,GBM,tumor,6.5073
4511,GBM,tumor,5.3716
4512,GBM,tumor,4.4277
4513,GBM,tumor,4.373
4514,GBM,tumor,3.5324
4515,GBM,tumor,4.9355
4516,GBM,tumor,5.7104
4517,GBM,tumor,5.4104
4518,GBM,tumor,5.4877
4519,GBM,tumor,5.8151
4520,GBM,tumor,4.466
4521,GBM,tumor,5.7247
4522,GBM,tumor,5.3516
4523,GBM,tumor,6.2862
4524,GBM,tumor,5.7621
4525,GBM,tumor,4.6136
4526,GBM,tumor,5.0657
4527,GBM,tumor,4.8798
4528,GBM,tumor,5.7222
4529,GBM,tumor,4.9814
4530,GBM,tumor,5.2969
4531,GBM,tumor,4.0136
4532,GBM,tumor,4.6095
4533,GBM,tumor,6.0323
4534,GBM,tumor,5.1547
4535,GBM,tumor,4.905
4536,GBM,tumor,6.015
4537,GBM,tumor,2.5707
4538,GBM,tumor,6.0034
4539,GBM,tumor,4.0515
4540,GBM,normal,2.4701
4541,GBM,normal,3.5899
4542,GBM,normal,2.6693
4543,GBM,normal,2.7679
4544,GBM,normal,3.2602
4545,GBM,normal,1.2875
4546,GBM,normal,1.0503
4547,GBM,normal,2.8219
4548,GBM,normal,0.4233
4549,GBM,normal,1.4494
4550,GBM,normal,2.5011
4551,GBM,normal,1.3511
4552,GBM,normal,0.8488
4553,GBM,normal,1.7489
4554,GBM,normal,0.3796
4555,GBM,normal,1.5563
4556,GBM,normal,1.8484
4557,GBM,normal,3.0234
4558,GBM,normal,1.6466
4559,GBM,normal,-9.9658
4560,GBM,normal,1.5064
4561,GBM,normal,1.736
4562,GBM,normal,2.5163
4563,GBM,normal,1.3283
4564,GBM,normal,0.6145
4565,GBM,normal,1.1512
4566,GBM,normal,3.2722
4567,GBM,normal,2.2663
4568,GBM,normal,1.6234
4569,GBM,normal,0.4967
4570,GBM,normal,1.4441
4571,GBM,normal,-0.1031
4572,GBM,normal,1.3454
4573,GBM,normal,1.9226
4574,GBM,normal,1.816
4575,GBM,normal,1.7828
4576,GBM,normal,1.4962
4577,GBM,normal,1.8564
4578,GBM,normal,1.4011
4579,GBM,normal,1.9149
4580,GBM,normal,2.5137
4581,GBM,normal,1.2147
4582,GBM,normal,1.9452
4583,GBM,normal,1.674
4584,GBM,normal,1.2209
4585,GBM,normal,0.4447
4586,GBM,normal,0.9268
4587,GBM,normal,0.9191
4588,GBM,normal,1.6187
4589,GBM,normal,0.8647
4590,GBM,normal,1.0503
4591,GBM,normal,2.004
4592,GBM,normal,1.7097
4593,GBM,normal,1.5165
4594,GBM,normal,2.4332
4595,GBM,normal,2.561
4596,GBM,normal,0.4447
4597,GBM,normal,0.9789
4598,GBM,normal,1.0363
4599,GBM,normal,1.614
4600,GBM,normal,0.7146
4601,GBM,normal,1.5316
4602,GBM,normal,1.9264
4603,GBM,normal,1.2992
4604,GBM,normal,2.0254
4605,GBM,normal,0.9716
4606,GBM,normal,1.8484
4607,GBM,normal,2.2482
4608,GBM,normal,2.5313
4609,GBM,normal,1.7532
4610,GBM,normal,1.4704
4611,GBM,normal,1.6785
4612,GBM,normal,1.736
4613,GBM,normal,1.5064
4614,GBM,normal,2.2175
4615,GBM,normal,3.222
4616,GBM,normal,2.1378
4617,GBM,normal,0.434
4618,GBM,normal,1.7403
4619,GBM,normal,1.9638
4620,GBM,normal,2.0111
4621,GBM,normal,2.8582
4622,GBM,normal,1.6327
4623,GBM,normal,1.1641
4624,GBM,normal,1.7009
4625,GBM,normal,1.3901
4626,GBM,normal,0.0718
4627,GBM,normal,0.8408
4628,GBM,normal,2.2513
4629,GBM,normal,1.8722
4630,GBM,normal,1.7532
4631,GBM,normal,1.6785
4632,GBM,normal,2.4518
4633,GBM,normal,1.5316
4634,GBM,normal,0.9642
4635,GBM,normal,1.0573
4636,GBM,normal,3.0706
4637,GBM,normal,2.1541
4638,GBM,normal,2.8641
4639,GBM,normal,1.8242
4640,GBM,normal,1.9749
4641,GBM,normal,1.7532
4642,GBM,normal,1.4652
4643,GBM,normal,1.3846
4644,GBM,normal,1.7786
4645,GBM,normal,2.2901
4646,GBM,normal,2.1957
4647,GBM,normal,1.8282
4648,GBM,normal,1.3567
4649,GBM,normal,1.3051
4650,GBM,normal,2.791
4651,GBM,normal,1.2875
4652,GBM,normal,0.4233
4653,GBM,normal,2.3451
4654,GBM,normal,0.9493
4655,GBM,normal,1.3735
4656,GBM,normal,-0.3383
4657,GBM,normal,0.9115
4658,GBM,normal,0.4552
4659,GBM,normal,1.0222
4660,GBM,normal,0.517
4661,GBM,normal,2.5707
4662,GBM,normal,1.7828
4663,GBM,normal,2.409
4664,GBM,normal,1.9527
4665,GBM,normal,1.595
4666,GBM,normal,2.7889
4667,GBM,normal,1.3791
4668,GBM,normal,1.4652
4669,GBM,normal,1.334
4670,GBM,normal,1.7316
4671,GBM,normal,1.3454
4672,GBM,normal,2.2783
4673,GBM,normal,1.1897
4674,GBM,normal,0.9642
4675,GBM,normal,3.4007
4676,GBM,normal,0.8488
4677,GBM,normal,0.7832
4678,GBM,normal,0.4016
4679,GBM,normal,1.8484
4680,GBM,normal,1.105
4681,GBM,normal,0.7321
4682,GBM,normal,2.2268
4683,GBM,normal,2.9205
4684,GBM,normal,1.2696
4685,GBM,normal,1.9859
4686,GBM,normal,1.196
4687,GBM,normal,1.5612
4688,GBM,normal,-0.1665
4689,GBM,normal,0.6332
4690,GBM,normal,2.1247
4691,GBM,normal,1.0779
4692,GBM,normal,3.0038
4693,GBM,normal,1.816
4694,GBM,normal,1.8604
4695,GBM,normal,1.0293
4696,GBM,normal,2.3816
4697,GBM,normal,0.9115
4698,GBM,normal,1.5709
4699,GBM,normal,1.3791
4700,GBM,normal,3.3773
4701,GBM,normal,1.4335
4702,GBM,normal,1.9377
4703,GBM,normal,0.9789
4704,GBM,normal,1.3225
4705,GBM,normal,1.2636
4706,GBM,normal,1.3454
4707,GBM,normal,1.4911
4708,GBM,normal,1.5758
4709,GBM,normal,1.2815
4710,GBM,normal,1.196
4711,GBM,normal,0.0854
4712,GBM,normal,1.2455
4713,GBM,normal,0.099
4714,GBM,normal,1.8242
4715,GBM,normal,2.4753
4716,GBM,normal,1.766
4717,GBM,normal,0.9935
4718,GBM,normal,0.5568
4719,GBM,normal,1.7744
4720,GBM,normal,1.4756
4721,GBM,normal,1.5854
4722,GBM,normal,3.5596
4723,GBM,normal,1.766
4724,GBM,normal,1.334
4725,GBM,normal,1.8604
4726,GBM,normal,0.9862
4727,GBM,normal,1.0503
4728,GBM,normal,0.8805
4729,GBM,normal,1.4859
4730,GBM,normal,1.674
4731,GBM,normal,1.4547
4732,GBM,normal,1.4228
4733,GBM,normal,1.7316
4734,GBM,normal,0.9191
4735,GBM,normal,1.9786
4736,GBM,normal,1.8323
4737,GBM,normal,3.2267
4738,GBM,normal,1.9786
4739,GBM,normal,1.46
4740,GBM,normal,2.2082
4741,GBM,normal,2.791
4742,GBM,normal,1.7446
4743,GBM,normal,1.8801
4744,GBM,normal,-0.5756
4745,GBM,normal,1.1706
4746,GBM,normal,1.5758
4747,GBM,normal,0.4761
4748,GBM,normal,0.1519
4749,GBM,normal,2.2633
4750,GBM,normal,2.0289
4751,GBM,normal,4.756
4752,GBM,normal,2.59
4753,GBM,normal,1.177
4754,GBM,normal,1.7053
4755,GBM,normal,1.177
4756,GBM,normal,1.1833
4757,GBM,normal,2.0776
4758,GBM,normal,2.328
4759,GBM,normal,1.9968
4760,GBM,normal,1.3956
4761,GBM,normal,2.0111
4762,GBM,normal,1.0983
4763,GBM,normal,1.4335
4764,GBM,normal,1.5115
4765,GBM,normal,1.1641
4766,GBM,normal,2.9205
4767,GBM,normal,0.8408
4768,GBM,normal,1.4174
4769,GBM,normal,1.6604
4770,GBM,normal,2.0147
4771,GBM,normal,2.0325
4772,GBM,normal,1.7489
4773,GBM,normal,0.1388
4774,GBM,normal,2.1925
4775,GBM,normal,1.6374
4776,GBM,normal,1.5266
4777,GBM,normal,1.6093
4778,GBM,normal,0.3796
4779,GBM,normal,1.5661
4780,GBM,normal,1.3051
4781,GBM,normal,1.5709
4782,GBM,normal,2.2452
4783,GBM,normal,0.5069
4784,GBM,normal,2.2452
4785,GBM,normal,1.4281
4786,GBM,normal,0.044
4787,GBM,normal,1.5216
4788,GBM,normal,0.8327
4789,GBM,normal,2.3451
4790,GBM,normal,1.4494
4791,GBM,normal,1.2394
4792,GBM,normal,1.8957
