,tissue,type2,tpm
10477,LUAD,normal,3.3869
10478,LUAD,normal,4.4582
10479,LUAD,normal,3.1062
10480,LUAD,normal,4.1161
10481,LUAD,normal,4.3848
10482,LUAD,normal,4.573
10483,LUAD,normal,2.1476
10484,LUAD,normal,3.5935
10485,LUAD,normal,3.136
10486,LUAD,normal,3.9636
10487,LUAD,normal,3.1829
10488,LUAD,normal,2.8955
10489,LUAD,normal,4.6154
10490,LUAD,normal,4.2495
10491,LUAD,normal,4.3597
10492,LUAD,normal,3.6089
10493,LUAD,normal,3.8581
10494,LUAD,normal,3.3619
10495,LUAD,normal,3.573
10496,LUAD,normal,2.872
10497,LUAD,normal,5.0193
10498,LUAD,normal,4.5211
10499,LUAD,normal,2.8076
10500,LUAD,normal,2.4252
10501,LUAD,normal,3.9524
10502,LUAD,normal,3.7486
10503,LUAD,normal,4.6259
10504,LUAD,normal,3.4596
10505,LUAD,normal,3.9663
10506,LUAD,normal,3.9468
10507,LUAD,normal,2.7742
10508,LUAD,normal,4.3548
10509,LUAD,normal,4.0427
10510,LUAD,normal,4.427
10511,LUAD,normal,3.492
10512,LUAD,normal,3.9108
10513,LUAD,normal,3.8136
10514,LUAD,normal,3.9617
10515,LUAD,normal,4.1828
10516,LUAD,normal,3.0376
10517,LUAD,normal,3.7646
10518,LUAD,normal,3.1112
10519,LUAD,normal,4.6514
10520,LUAD,normal,4.5784
10521,LUAD,normal,3.4713
10522,LUAD,normal,2.5876
10523,LUAD,normal,3.2929
10524,LUAD,normal,4.0748
10525,LUAD,normal,4.5958
10526,LUAD,normal,4.433
10527,LUAD,normal,3.6254
10528,LUAD,normal,2.7951
10529,LUAD,normal,4.0952
10530,LUAD,normal,2.7336
10531,LUAD,normal,4.0713
10532,LUAD,normal,4.287
10533,LUAD,normal,3.2856
10534,LUAD,normal,3.4384
10535,LUAD,normal,4.1327
10536,LUAD,normal,3.2752
10537,LUAD,normal,3.7421
10538,LUAD,normal,3.652
10539,LUAD,normal,3.8177
10540,LUAD,normal,4.1458
10541,LUAD,normal,4.0144
10542,LUAD,normal,4.01
10543,LUAD,normal,3.4609
10544,LUAD,normal,4.0153
10545,LUAD,normal,4.6253
10546,LUAD,normal,3.623
10547,LUAD,normal,2.7889
10548,LUAD,normal,3.7992
10549,LUAD,normal,4.2795
10550,LUAD,normal,4.7323
10551,LUAD,normal,4.3111
10552,LUAD,normal,4.0739
10553,LUAD,normal,3.6737
10554,LUAD,normal,2.7615
10555,LUAD,normal,3.2587
10556,LUAD,normal,2.8158
10557,LUAD,normal,3.5621
10558,LUAD,normal,3.7248
10559,LUAD,normal,4.7788
10560,LUAD,normal,3.906
10561,LUAD,normal,4.0994
10562,LUAD,normal,3.2328
10563,LUAD,normal,3.7678
10564,LUAD,normal,4.1466
10565,LUAD,normal,3.3407
10566,LUAD,normal,4.1579
10567,LUAD,normal,4.7099
10568,LUAD,normal,3.9147
10569,LUAD,normal,4.1343
10570,LUAD,normal,4.0046
10571,LUAD,normal,4.2111
10572,LUAD,normal,4.0705
10573,LUAD,normal,4.3342
10574,LUAD,normal,4.3653
10575,LUAD,normal,2.7117
10576,LUAD,normal,3.4997
10577,LUAD,normal,4.1595
10578,LUAD,normal,2.5876
10579,LUAD,normal,4.6212
10580,LUAD,normal,4.0994
10581,LUAD,normal,4.0251
10582,LUAD,normal,3.0145
10583,LUAD,normal,2.081
10584,LUAD,normal,4.2134
10585,LUAD,normal,4.0064
10586,LUAD,normal,2.7679
10587,LUAD,normal,3.2297
10588,LUAD,normal,2.9356
10589,LUAD,normal,4.4706
10590,LUAD,normal,3.4224
10591,LUAD,normal,2.4908
10592,LUAD,normal,4.3406
10593,LUAD,normal,4.4457
10594,LUAD,normal,3.7313
10595,LUAD,normal,3.8925
10596,LUAD,normal,3.5694
10597,LUAD,normal,2.96
10598,LUAD,normal,3.1327
10599,LUAD,normal,4.0082
10600,LUAD,normal,4.5497
10601,LUAD,normal,3.4034
10602,LUAD,normal,2.9893
10603,LUAD,normal,3.6428
10604,LUAD,normal,3.7867
10605,LUAD,normal,4.1756
10606,LUAD,normal,3.5706
10607,LUAD,normal,3.074
10608,LUAD,normal,2.8402
10609,LUAD,normal,3.6691
10610,LUAD,normal,4.7523
10611,LUAD,normal,3.9318
10612,LUAD,normal,5.0392
10613,LUAD,normal,4.2691
10614,LUAD,normal,3.9737
10615,LUAD,normal,3.3731
10616,LUAD,normal,4.2001
10617,LUAD,normal,4.235
10618,LUAD,normal,4.4582
10619,LUAD,normal,3.3689
10620,LUAD,normal,4.6212
10621,LUAD,normal,3.6289
10622,LUAD,normal,5.1157
10623,LUAD,normal,3.5645
10624,LUAD,normal,4.0985
10625,LUAD,normal,3.9031
10626,LUAD,normal,3.7291
10627,LUAD,normal,4.2631
10628,LUAD,normal,2.8219
10629,LUAD,normal,3.8759
10630,LUAD,normal,3.3938
10631,LUAD,normal,3.7149
10632,LUAD,normal,3.8013
10633,LUAD,normal,4.0679
10634,LUAD,normal,4.2412
10635,LUAD,normal,3.838
10636,LUAD,normal,4.3765
10637,LUAD,normal,3.6771
10638,LUAD,normal,4.1595
10639,LUAD,normal,3.3221
10640,LUAD,normal,2.6019
10641,LUAD,normal,4.0037
10642,LUAD,normal,3.2236
10643,LUAD,normal,3.3535
10644,LUAD,normal,3.0163
10645,LUAD,normal,3.027
10646,LUAD,normal,5.1668
10647,LUAD,normal,3.7259
10648,LUAD,normal,4.3597
10649,LUAD,normal,2.9875
10650,LUAD,normal,4.5002
10651,LUAD,normal,3.0533
10652,LUAD,normal,3.8501
10653,LUAD,normal,0.8883
10654,LUAD,normal,3.907
10655,LUAD,normal,4.1318
10656,LUAD,normal,4.01
10657,LUAD,normal,4.1261
10658,LUAD,normal,3.1294
10659,LUAD,normal,4.1252
10660,LUAD,normal,3.9232
10661,LUAD,normal,3.0252
10662,LUAD,normal,3.5387
10663,LUAD,normal,3.1442
10664,LUAD,normal,4.9194
10665,LUAD,normal,3.6301
10666,LUAD,normal,3.0234
10667,LUAD,normal,3.8993
10668,LUAD,normal,2.9224
10669,LUAD,normal,3.7614
10670,LUAD,normal,3.9552
10671,LUSC,tumor,4.1604
10672,LUSC,tumor,5.2891
10673,LUSC,tumor,4.981
10674,LUSC,tumor,3.5863
10675,LUSC,tumor,3.9041
10676,LUSC,tumor,3.5124
10677,LUSC,tumor,4.7071
10678,LUSC,tumor,3.5187
10679,LUSC,tumor,4.6106
10680,LUSC,tumor,3.1588
10681,LUSC,tumor,5.3484
10682,LUSC,tumor,6.8411
10683,LUSC,tumor,3.8778
10684,LUSC,tumor,6.4086
10685,LUSC,tumor,5.9957
10686,LUSC,tumor,5.5696
10687,LUSC,tumor,5.6554
10688,LUSC,tumor,3.4048
10689,LUSC,tumor,2.1798
10690,LUSC,tumor,4.6888
10691,LUSC,tumor,6.9527
10692,LUSC,tumor,5.3302
10693,LUSC,tumor,3.2096
10694,LUSC,tumor,5.6215
10695,LUSC,tumor,5.3118
10696,LUSC,tumor,6.0849
10697,LUSC,tumor,6.3207
10698,LUSC,tumor,5.4087
10699,LUSC,tumor,3.0706
10700,LUSC,tumor,6.102
10701,LUSC,tumor,4.1228
10702,LUSC,tumor,2.9148
10703,LUSC,tumor,0.8961
10704,LUSC,tumor,3.2189
10705,LUSC,tumor,4.2457
10706,LUSC,tumor,5.522
10707,LUSC,tumor,6.3822
10708,LUSC,tumor,4.431
10709,LUSC,tumor,3.4075
10710,LUSC,tumor,4.9649
10711,LUSC,tumor,4.4797
10712,LUSC,tumor,5.1144
10713,LUSC,tumor,6.4759
10714,LUSC,tumor,4.8783
10715,LUSC,tumor,3.834
10716,LUSC,tumor,3.6849
10717,LUSC,tumor,4.7049
10718,LUSC,tumor,5.5699
10719,LUSC,tumor,4.9905
10720,LUSC,tumor,2.5288
10721,LUSC,tumor,5.9477
10722,LUSC,tumor,5.6662
10723,LUSC,tumor,6.7214
10724,LUSC,tumor,5.7263
10725,LUSC,tumor,5.1006
10726,LUSC,tumor,6.1266
10727,LUSC,tumor,4.4996
10728,LUSC,tumor,4.2758
10729,LUSC,tumor,4.8435
10730,LUSC,tumor,4.8684
10731,LUSC,tumor,5.9946
10732,LUSC,tumor,2.971
10733,LUSC,tumor,4.9547
10734,LUSC,tumor,4.0216
10735,LUSC,tumor,5.7299
10736,LUSC,tumor,6.0389
10737,LUSC,tumor,3.6748
10738,LUSC,tumor,5.1186
10739,LUSC,tumor,6.5018
10740,LUSC,tumor,3.9002
10741,LUSC,tumor,6.2976
10742,LUSC,tumor,6.1983
10743,LUSC,tumor,4.232
10744,LUSC,tumor,2.8701
10745,LUSC,tumor,5.5252
10746,LUSC,tumor,6.9145
10747,LUSC,tumor,3.1588
10748,LUSC,tumor,5.5772
10749,LUSC,tumor,5.7782
10750,LUSC,tumor,3.6578
10751,LUSC,tumor,5.0666
10752,LUSC,tumor,5.7005
10753,LUSC,tumor,4.3031
10754,LUSC,tumor,4.9778
10755,LUSC,tumor,3.8085
10756,LUSC,tumor,6.5289
10757,LUSC,tumor,5.5236
10758,LUSC,tumor,2.2391
10759,LUSC,tumor,5.9057
10760,LUSC,tumor,6.0211
10761,LUSC,tumor,4.4764
10762,LUSC,tumor,5.6865
10763,LUSC,tumor,3.9626
10764,LUSC,tumor,3.2722
10765,LUSC,tumor,4.8958
10766,LUSC,tumor,3.7603
10767,LUSC,tumor,6.047
10768,LUSC,tumor,5.8407
10769,LUSC,tumor,5.3306
10770,LUSC,tumor,3.4183
10771,LUSC,tumor,5.1182
10772,LUSC,tumor,5.3248
10773,LUSC,tumor,5.1326
10774,LUSC,tumor,3.091
10775,LUSC,tumor,5.2227
10776,LUSC,tumor,3.2587
10777,LUSC,tumor,3.0602
10778,LUSC,tumor,6.2054
10779,LUSC,tumor,5.9794
10780,LUSC,tumor,6.0974
10781,LUSC,tumor,5.2369
10782,LUSC,tumor,5.9331
10783,LUSC,tumor,6.0072
10784,LUSC,tumor,5.533
10785,LUSC,tumor,6.0446
10786,LUSC,tumor,4.0488
10787,LUSC,tumor,5.4555
10788,LUSC,tumor,3.8136
10789,LUSC,tumor,4.1946
10790,LUSC,tumor,4.7635
10791,LUSC,tumor,5.8977
10792,LUSC,tumor,5.9577
10793,LUSC,tumor,3.8818
10794,LUSC,tumor,5.7882
10795,LUSC,tumor,5.4787
10796,LUSC,tumor,5.4463
10797,LUSC,tumor,2.8622
10798,LUSC,tumor,5.732
10799,LUSC,tumor,2.7249
10800,LUSC,tumor,4.9937
10801,LUSC,tumor,2.7551
10802,LUSC,tumor,5.0734
10803,LUSC,tumor,5.8334
10804,LUSC,tumor,2.5112
10805,LUSC,tumor,3.7762
10806,LUSC,tumor,6.5782
10807,LUSC,tumor,3.1145
10808,LUSC,tumor,5.5853
10809,LUSC,tumor,5.4582
10810,LUSC,tumor,6.4395
10811,LUSC,tumor,2.1862
10812,LUSC,tumor,6.4772
10813,LUSC,tumor,5.8714
10814,LUSC,tumor,4.6259
10815,LUSC,tumor,4.2056
10816,LUSC,tumor,5.468
10817,LUSC,tumor,5.4845
10818,LUSC,tumor,4.7819
10819,LUSC,tumor,6.6907
10820,LUSC,tumor,6.4048
10821,LUSC,tumor,3.6486
10822,LUSC,tumor,2.93
10823,LUSC,tumor,2.5948
10824,LUSC,tumor,2.4117
10825,LUSC,tumor,6.5305
10826,LUSC,tumor,2.9148
10827,LUSC,tumor,5.1006
10828,LUSC,tumor,4.6588
10829,LUSC,tumor,4.2017
10830,LUSC,tumor,3.5682
10831,LUSC,tumor,3.9261
10832,LUSC,tumor,5.3363
10833,LUSC,tumor,5.497
10834,LUSC,tumor,5.0027
10835,LUSC,tumor,3.1294
10836,LUSC,tumor,4.0799
10837,LUSC,tumor,4.4529
10838,LUSC,tumor,2.6043
10839,LUSC,tumor,3.3192
10840,LUSC,tumor,5.6843
10841,LUSC,tumor,3.1717
10842,LUSC,tumor,5.1482
10843,LUSC,tumor,3.4648
10844,LUSC,tumor,6.5424
10845,LUSC,tumor,5.0743
10846,LUSC,tumor,2.1766
10847,LUSC,tumor,5.8888
10848,LUSC,tumor,4.2442
10849,LUSC,tumor,5.0713
10850,LUSC,tumor,5.8919
10851,LUSC,tumor,5.1132
10852,LUSC,tumor,6.1924
10853,LUSC,tumor,6.7249
10854,LUSC,tumor,5.2258
10855,LUSC,tumor,5.314
10856,LUSC,tumor,4.546
10857,LUSC,tumor,5.9458
10858,LUSC,tumor,6.3519
10859,LUSC,tumor,4.2951
10860,LUSC,tumor,4.3814
10861,LUSC,tumor,4.9681
10862,LUSC,tumor,6.4454
10863,LUSC,tumor,6.1202
10864,LUSC,tumor,3.8249
10865,LUSC,tumor,4.8131
10866,LUSC,tumor,2.9432
10867,LUSC,tumor,3.1637
10868,LUSC,tumor,5.6798
10869,LUSC,tumor,4.7291
10870,LUSC,tumor,2.1798
10871,LUSC,tumor,2.1957
10872,LUSC,tumor,3.7539
10873,LUSC,tumor,4.1515
10874,LUSC,tumor,5.7027
10875,LUSC,tumor,1.9149
10876,LUSC,tumor,4.9814
10877,LUSC,tumor,2.7594
10878,LUSC,tumor,5.2285
10879,LUSC,tumor,6.7514
10880,LUSC,tumor,5.542
10881,LUSC,tumor,2.7465
10882,LUSC,tumor,6.3064
10883,LUSC,tumor,5.426
10884,LUSC,tumor,4.9322
10885,LUSC,tumor,5.3824
10886,LUSC,tumor,5.7785
10887,LUSC,tumor,5.3519
10888,LUSC,tumor,3.7846
10889,LUSC,tumor,6.0741
10890,LUSC,tumor,6.0917
10891,LUSC,tumor,3.1572
10892,LUSC,tumor,5.07
10893,LUSC,tumor,3.3003
10894,LUSC,tumor,4.8997
10895,LUSC,tumor,5.1031
10896,LUSC,tumor,5.5675
10897,LUSC,tumor,6.3988
10898,LUSC,tumor,2.2019
10899,LUSC,tumor,5.4019
10900,LUSC,tumor,5.2873
10901,LUSC,tumor,2.7721
10902,LUSC,tumor,2.8034
10903,LUSC,tumor,3.0323
10904,LUSC,tumor,3.8116
10905,LUSC,tumor,5.8677
10906,LUSC,tumor,4.1923
10907,LUSC,tumor,4.9289
10908,LUSC,tumor,6.0993
10909,LUSC,tumor,3.3814
10910,LUSC,tumor,2.9507
10911,LUSC,tumor,5.579
10912,LUSC,tumor,3.0181
10913,LUSC,tumor,3.5073
10914,LUSC,tumor,5.0888
10915,LUSC,tumor,6.0683
10916,LUSC,tumor,3.7857
10917,LUSC,tumor,3.3264
10918,LUSC,tumor,6.8161
10919,LUSC,tumor,5.3841
10920,LUSC,tumor,5.3761
10921,LUSC,tumor,6.121
10922,LUSC,tumor,4.7735
10923,LUSC,tumor,5.2292
10924,LUSC,tumor,4.63
10925,LUSC,tumor,5.9148
10926,LUSC,tumor,3.9496
10927,LUSC,tumor,5.1347
10928,LUSC,tumor,4.0713
10929,LUSC,tumor,4.7981
10930,LUSC,tumor,5.101
10931,LUSC,tumor,4.4784
10932,LUSC,tumor,7.0488
10933,LUSC,tumor,5.138
10934,LUSC,tumor,5.4706
10935,LUSC,tumor,5.3737
10936,LUSC,tumor,4.3456
10937,LUSC,tumor,3.3235
10938,LUSC,tumor,5.5302
10939,LUSC,tumor,5.5024
10940,LUSC,tumor,4.1946
10941,LUSC,tumor,4.835
10942,LUSC,tumor,5.0917
10943,LUSC,tumor,4.3869
10944,LUSC,tumor,5.1981
10945,LUSC,tumor,5.8207
10946,LUSC,tumor,4.479
10947,LUSC,tumor,6.1577
10948,LUSC,tumor,5.5629
10949,LUSC,tumor,4.6259
10950,LUSC,tumor,4.1244
10951,LUSC,tumor,2.4649
10952,LUSC,tumor,3.5669
10953,LUSC,tumor,5.6473
10954,LUSC,tumor,3.0127
10955,LUSC,tumor,5.8498
10956,LUSC,tumor,5.8783
10957,LUSC,tumor,3.2677
10958,LUSC,tumor,5.1518
10959,LUSC,tumor,2.6114
10960,LUSC,tumor,2.0004
10961,LUSC,tumor,4.2899
10962,LUSC,tumor,2.5163
10963,LUSC,tumor,6.0781
10964,LUSC,tumor,5.778
10965,LUSC,tumor,6.0002
10966,LUSC,tumor,4.1907
10967,LUSC,tumor,5.1371
10968,LUSC,tumor,3.9874
10969,LUSC,tumor,4.95
10970,LUSC,tumor,6.3599
10971,LUSC,tumor,6.2502
10972,LUSC,tumor,5.1473
10973,LUSC,tumor,3.6277
10974,LUSC,tumor,6.082
10975,LUSC,tumor,6.6286
10976,LUSC,tumor,3.2752
10977,LUSC,tumor,3.3521
10978,LUSC,tumor,5.8148
10979,LUSC,tumor,5.6002
10980,LUSC,tumor,4.9486
10981,LUSC,tumor,6.3891
10982,LUSC,tumor,2.3106
10983,LUSC,tumor,4.9098
10984,LUSC,tumor,5.9456
10985,LUSC,tumor,2.8955
10986,LUSC,tumor,4.5663
10987,LUSC,tumor,3.0002
10988,LUSC,tumor,6.6952
10989,LUSC,tumor,5.018
10990,LUSC,tumor,4.7016
10991,LUSC,tumor,6.4981
10992,LUSC,tumor,3.5174
10993,LUSC,tumor,4.9175
10994,LUSC,tumor,1.6695
10995,LUSC,tumor,3.1717
10996,LUSC,tumor,3.4437
10997,LUSC,tumor,4.7751
10998,LUSC,tumor,6.8867
10999,LUSC,tumor,4.1571
11000,LUSC,tumor,6.7942
11001,LUSC,tumor,5.1136
11002,LUSC,tumor,5.6882
11003,LUSC,tumor,5.327
11004,LUSC,tumor,5.0224
11005,LUSC,tumor,2.108
11006,LUSC,tumor,5.8975
11007,LUSC,tumor,5.861
11008,LUSC,tumor,3.2973
11009,LUSC,tumor,6.4581
11010,LUSC,tumor,2.7889
11011,LUSC,tumor,5.6162
11012,LUSC,tumor,3.3321
11013,LUSC,tumor,1.8444
11014,LUSC,tumor,5.81
11015,LUSC,tumor,6.6094
11016,LUSC,tumor,3.2707
11017,LUSC,tumor,4.9012
11018,LUSC,tumor,7.2236
11019,LUSC,tumor,4.9426
11020,LUSC,tumor,5.5167
11021,LUSC,tumor,4.9584
11022,LUSC,tumor,5.9561
11023,LUSC,tumor,5.0566
11024,LUSC,tumor,6.2602
11025,LUSC,tumor,4.6006
11026,LUSC,tumor,3.9337
11027,LUSC,tumor,3.335
11028,LUSC,tumor,7.8354
11029,LUSC,tumor,3.5411
11030,LUSC,tumor,4.652
11031,LUSC,tumor,5.4333
11032,LUSC,tumor,7.1697
11033,LUSC,tumor,2.8199
11034,LUSC,tumor,5.5189
11035,LUSC,tumor,5.0743
11036,LUSC,tumor,5.0251
11037,LUSC,tumor,4.1111
11038,LUSC,tumor,1.3454
11039,LUSC,tumor,3.1377
11040,LUSC,tumor,6.466
11041,LUSC,tumor,6.5759
11042,LUSC,tumor,3.7656
11043,LUSC,tumor,3.5535
11044,LUSC,tumor,2.9071
11045,LUSC,tumor,6.9981
11046,LUSC,tumor,3.7688
11047,LUSC,tumor,3.83
11048,LUSC,tumor,7.8321
11049,LUSC,tumor,3.927
11050,LUSC,tumor,7.0792
11051,LUSC,tumor,5.9052
11052,LUSC,tumor,6.4634
11053,LUSC,tumor,4.6983
11054,LUSC,tumor,4.2381
11055,LUSC,tumor,5.026
11056,LUSC,tumor,2.5536
11057,LUSC,tumor,5.9605
11058,LUSC,tumor,3.5237
11059,LUSC,tumor,3.5324
11060,LUSC,tumor,5.4861
11061,LUSC,tumor,3.7971
11062,LUSC,tumor,5.3205
11063,LUSC,tumor,4.6944
11064,LUSC,tumor,5.3234
11065,LUSC,tumor,7.5512
11066,LUSC,tumor,4.0782
11067,LUSC,tumor,3.2389
11068,LUSC,tumor,2.3898
11069,LUSC,tumor,5.3129
11070,LUSC,tumor,4.5454
11071,LUSC,tumor,3.2328
11072,LUSC,tumor,5.2593
11073,LUSC,tumor,4.9887
11074,LUSC,tumor,5.465
11075,LUSC,tumor,3.1212
11076,LUSC,tumor,5.1823
11077,LUSC,tumor,6.4946
11078,LUSC,tumor,5.4196
11079,LUSC,tumor,3.6382
11080,LUSC,tumor,4.8871
11081,LUSC,tumor,2.7572
11082,LUSC,tumor,3.1749
11083,LUSC,tumor,5.4992
11084,LUSC,tumor,4.3979
11085,LUSC,tumor,-0.6643
11086,LUSC,tumor,6.4983
11087,LUSC,tumor,5.5644
11088,LUSC,tumor,5.0571
11089,LUSC,tumor,5.6068
11090,LUSC,tumor,4.6294
11091,LUSC,tumor,2.8661
11092,LUSC,tumor,5.1831
11093,LUSC,tumor,5.498
11094,LUSC,tumor,6.4463
11095,LUSC,tumor,3.9204
11096,LUSC,tumor,6.1579
11097,LUSC,tumor,4.2758
11098,LUSC,tumor,5.026
11099,LUSC,tumor,4.5632
11100,LUSC,tumor,5.4976
11101,LUSC,tumor,5.2604
11102,LUSC,tumor,6.2277
11103,LUSC,tumor,5.436
11104,LUSC,tumor,6.5566
11105,LUSC,tumor,5.6233
11106,LUSC,tumor,1.9931
11107,LUSC,tumor,5.5085
11108,LUSC,tumor,5.5383
11109,LUSC,tumor,5.4104
11110,LUSC,tumor,6.2329
11111,LUSC,tumor,3.8778
11112,LUSC,tumor,6.8419
11113,LUSC,tumor,4.905
11114,LUSC,tumor,5.5398
11115,LUSC,tumor,5.4838
11116,LUSC,tumor,5.1363
11117,LUSC,tumor,5.0501
11118,LUSC,tumor,5.8082
11119,LUSC,tumor,5.6708
11120,LUSC,tumor,3.2405
11121,LUSC,tumor,6.6914
11122,LUSC,tumor,3.5779
11123,LUSC,tumor,2.8178
11124,LUSC,tumor,2.3423
11125,LUSC,tumor,7.7215
11126,LUSC,tumor,5.9232
11127,LUSC,tumor,5.922
11128,LUSC,tumor,0.1257
11129,LUSC,tumor,5.3331
11130,LUSC,tumor,4.4667
11131,LUSC,tumor,4.8689
11132,LUSC,tumor,5.0588
11133,LUSC,tumor,5.3639
11134,LUSC,tumor,4.9246
11135,LUSC,tumor,4.287
11136,LUSC,tumor,4.1433
11137,LUSC,tumor,5.23
11138,LUSC,tumor,4.7539
11139,LUSC,tumor,2.0979
11140,LUSC,tumor,4.9556
11141,LUSC,tumor,2.7508
11142,LUSC,tumor,3.6428
11143,LUSC,tumor,5.7225
11144,LUSC,tumor,4.6849
11145,LUSC,tumor,6.8555
11146,LUSC,tumor,4.4223
11147,LUSC,tumor,6.3098
11148,LUSC,tumor,5.4565
11149,LUSC,tumor,7.2847
11150,LUSC,tumor,2.4117
11151,LUSC,tumor,5.4273
11152,LUSC,tumor,4.7565
11153,LUSC,tumor,6.1439
11154,LUSC,tumor,5.8268
11155,LUSC,tumor,5.7137
11156,LUSC,tumor,5.8146
11157,LUSC,tumor,5.0423
11158,LUSC,tumor,3.2065
11159,LUSC,tumor,5.4745
11160,LUSC,tumor,5.50642108543
11161,LUSC,tumor,3.3856
11162,LUSC,tumor,6.5771
11163,LUSC,tumor,5.2021
11164,LUSC,tumor,3.8847
11165,LUSC,tumor,5.7151
11166,LUSC,tumor,4.7882
11167,LUSC,tumor,5.1115
11168,LUSC,tumor,4.7431
11169,LUSC,normal,4.3618
11170,LUSC,normal,4.8694
11171,LUSC,normal,5.0126
11172,LUSC,normal,4.2921
11173,LUSC,normal,4.9117
11174,LUSC,normal,4.7127
11175,LUSC,normal,4.6195
11176,LUSC,normal,4.6376
11177,LUSC,normal,4.7121
11178,LUSC,normal,3.7846
11179,LUSC,normal,4.6089
11180,LUSC,normal,4.3848
11181,LUSC,normal,3.9626
11182,LUSC,normal,4.1458
11183,LUSC,normal,4.5485
11184,LUSC,normal,3.9691
11185,LUSC,normal,4.3399
11186,LUSC,normal,4.2503
11187,LUSC,normal,4.4751
11188,LUSC,normal,3.5073
11189,LUSC,normal,4.2526
11190,LUSC,normal,5.5317
11191,LUSC,normal,4.9915
11192,LUSC,normal,4.6312
11193,LUSC,normal,3.9299
11194,LUSC,normal,4.546
11195,LUSC,normal,4.6916
11196,LUSC,normal,4.926
11197,LUSC,normal,4.7981
11198,LUSC,normal,5.14
11199,LUSC,normal,4.225
11200,LUSC,normal,3.2359
11201,LUSC,normal,3.9412
11202,LUSC,normal,4.4823
11203,LUSC,normal,4.0295
11204,LUSC,normal,4.4803
11205,LUSC,normal,4.4196
11206,LUSC,normal,4.0037
11207,LUSC,normal,4.4496
11208,LUSC,normal,4.3555
11209,LUSC,normal,4.5874
11210,LUSC,normal,4.6165
11211,LUSC,normal,4.4223
11212,LUSC,normal,3.6042
11213,LUSC,normal,4.3751
11214,LUSC,normal,4.1867
11215,LUSC,normal,4.6566
11216,LUSC,normal,4.9865
11217,LUSC,normal,4.652
11218,LUSC,normal,4.6428
11219,LUSC,normal,3.4437
11220,LUSC,normal,4.3793
11221,LUSC,normal,3.8857
11222,LUSC,normal,3.9561
11223,LUSC,normal,4.6577
11224,LUSC,normal,3.9223
11225,LUSC,normal,2.1957
11226,LUSC,normal,3.9774
11227,LUSC,normal,4.0515
11228,LUSC,normal,4.6177
11229,LUSC,normal,4.1053
11230,LUSC,normal,4.1417
11231,LUSC,normal,3.9204
11232,LUSC,normal,3.4622
11233,LUSC,normal,2.9356
11234,LUSC,normal,4.5826
11235,LUSC,normal,2.7679
11236,LUSC,normal,3.2112
11237,LUSC,normal,2.3193
11238,LUSC,normal,3.8944
11239,LUSC,normal,-9.9658
11240,LUSC,normal,3.38
11241,LUSC,normal,4.4732
11242,LUSC,normal,3.4596
11243,LUSC,normal,4.1136
11244,LUSC,normal,5.1206
11245,LUSC,normal,4.3456
11246,LUSC,normal,3.2929
11247,LUSC,normal,3.6916
11248,LUSC,normal,3.5947
11249,LUSC,normal,4.6165
11250,LUSC,normal,2.6602
11251,LUSC,normal,4.235
11252,LUSC,normal,4.0392
11253,LUSC,normal,3.9022
11254,LUSC,normal,3.7105
11255,LUSC,normal,3.6066
11256,LUSC,normal,3.4569
11257,LUSC,normal,2.6738
11258,LUSC,normal,3.1145
11259,LUSC,normal,3.3842
11260,LUSC,normal,4.3793
11261,LUSC,normal,3.7017
11262,LUSC,normal,3.4251
11263,LUSC,normal,4.4823
11264,LUSC,normal,4.0782
11265,LUSC,normal,3.644
11266,LUSC,normal,4.2041
11267,LUSC,normal,3.0961
11268,LUSC,normal,3.7248
11269,LUSC,normal,4.4496
11270,LUSC,normal,2.4035
11271,LUSC,normal,3.9746
11272,LUSC,normal,2.9893
11273,LUSC,normal,3.8218
11274,LUSC,normal,4.0471
11275,LUSC,normal,3.4596
11276,LUSC,normal,3.5863
11277,LUSC,normal,3.4765
11278,LUSC,normal,3.8531
11279,LUSC,normal,3.6054
11280,LUSC,normal,3.9874
11281,LUSC,normal,3.867
11282,LUSC,normal,3.9204
11283,LUSC,normal,3.3549
11284,LUSC,normal,3.9012
11285,LUSC,normal,3.6566
11286,LUSC,normal,2.1247
11287,LUSC,normal,3.5498
11288,LUSC,normal,3.74
11289,LUSC,normal,3.6497
11290,LUSC,normal,4.1748
11291,LUSC,normal,4.404
11292,LUSC,normal,3.9589
11293,LUSC,normal,4.1547
11294,LUSC,normal,4.2204
11295,LUSC,normal,3.9561
11296,LUSC,normal,3.4371
11297,LUSC,normal,4.3772
11298,LUSC,normal,2.8542
11299,LUSC,normal,4.1891
11300,LUSC,normal,4.0171
11301,LUSC,normal,3.4504
11302,LUSC,normal,3.7291
11303,LUSC,normal,3.7475
11304,LUSC,normal,3.9127
11305,LUSC,normal,3.0358
11306,LUSC,normal,4.166
11307,LUSC,normal,4.7345
11308,LUSC,normal,4.3992
11309,LUSC,normal,4.5161
11310,LUSC,normal,4.5699
11311,LUSC,normal,4.5577
11312,LUSC,normal,3.1987
11313,LUSC,normal,3.3869
11314,LUSC,normal,4.4582
11315,LUSC,normal,3.1062
11316,LUSC,normal,4.1161
11317,LUSC,normal,4.3848
11318,LUSC,normal,4.573
11319,LUSC,normal,2.1476
11320,LUSC,normal,3.5935
11321,LUSC,normal,3.136
11322,LUSC,normal,3.9636
11323,LUSC,normal,3.1829
11324,LUSC,normal,2.8955
