,aDC,B cells,CD8 T cells,Cytotoxic cells,DC,Eosinophils,iDC,Macrophages,Mast cells,Neutrophils,NK CD56bright cells,NK CD56dim cells,NK cells,pDC,T cells,T helper cells,Tcm,Tem,TFH,Tgd,Th1 cells,Th17 cells,Th2 cells,TReg
NK CD56bright cells,0.396852526714426,0.00816097883638327,0.01741773248265,0.000612626545783353,0.00733962928687111,0.000474619130097312,0.0111277471301525,0.0237341026601816,0.00395885330905699,0.00364477981893705,0,1,2.09697464378806e-06,1,0.0725658485252822,0.674756831989471,1,0.236571748896187,1,1,0.00878154265846661,1,1,0.317259330133088
NK CD56dim cells,7.68679065928896e-08,0.0347040841205798,0.015024858859356,2.78929350612628e-16,0.11048530774278,0.0693824466576779,9.88003847551845e-09,0.00308501617666265,0.0060119082764832,0.0161747097163093,0.0505434646037365,0,1,1,0.000162138764452505,1,1,1,1,1.05916189203876e-05,1,1,0.0572933239486156,1
NK cells,0.54373522043795,4.36774527222183e-08,9.11167137762474e-05,8.65776562280969e-05,2.71895669487182e-07,3.77029635278113e-05,0.00185705191291391,2.56452242116547e-05,9.47655058143466e-06,1.51460119455182e-06,8.66518447846306e-09,0.0543507270931048,0,1,0.00602393023261397,1,1,0.191364667731864,0.300007118346091,1,0.000101723699459606,1,1,0.492346103780765
pDC,0.00654642136457223,0.00323272846824042,0.212211446181184,0.335952176604497,0.0727300071640767,0.252878781708118,0.861621248964966,0.0362715935181589,0.0209050254646023,0.000309693642965489,0.641191316982827,0.0908456945948493,0.599009527319308,0,1,0.0448322018756606,1,1,1,0.0948741789828162,1,1,1,1
T cells,0.000400916290194929,5.48285359089859e-14,0.000500865730026611,4.42882053780737e-13,5.1196210093918e-10,0.00293695109603194,1.00527284975256e-11,2.8038474146237e-11,1.02376938527677e-09,8.29552528262617e-10,0.000402558822225235,7.36994383875022e-07,2.95290697677156e-05,0.118268738241264,0,1.74863908800535e-10,1,1,2.08977945916551e-05,1,1.95992526080817e-09,1,1,0.0384776231652863
T helper cells,0.433590244854196,1.60691463996252e-13,0.0277565822222223,0.00138425429009257,7.18537960112109e-07,9.41869429622283e-05,6.36881349539768e-05,5.29318985593107e-09,1.83066590140603e-06,5.22289283438373e-07,0.00462162213691419,0.0924874041881285,0.0106358131959531,0.00024103334341753,6.57383115791485e-13,0,1,1,0.000357495105434325,1,5.99247934338605e-09,1,1,0.0341796435317936
Tcm,0.194244569709385,0.0348692845967178,0.819125041731776,0.0390634976124047,0.759636523890991,0.274098495490946,0.696966266876223,0.704375615912358,0.176570906523566,0.933248536155718,0.696541118666377,0.027295068639286,0.929607027470067,0.387787383040628,0.861644656975819,0.0306437702775336,0,5.07253549207444e-06,1,1,1,1,1,1
Tem,0.545264063313663,0.00549824437822907,0.00203552039666937,0.0724278524090396,0.00170812885041611,0.0365844951521455,0.0148701995965001,0.0653514549386643,0.299008726123739,0.067490650170214,0.00143376817512841,0.520940867886687,0.00113233531202286,0.0439079310667444,0.0827368127823384,0.0455377149011362,2.12239978747884e-08,0,1,1,0.15100983354415,1,1,1
TFH,0.541374430284116,6.97094087622574e-13,0.0106476784465734,0.000834068628898928,5.61391569829399e-10,9.21332235039137e-07,2.21885352467043e-06,1.97598308394114e-05,3.52183238708497e-09,0.000215650627513191,0.0320196001372596,0.0305873918129411,0.00185189579225982,0.248251352650244,8.96901055435842e-08,1.66276793225267e-06,0.452618279947193,0.157587455552317,0,1,5.56924852274949e-05,1,1,1
Tgd,4.31924981016769e-06,0.352771275581445,0.564952872672495,6.32133723996753e-05,0.399958044296063,0.000785288947738346,0.0358627866939972,0.883599959788541,0.808707504292198,0.194096642954048,0.423916923237271,4.507071881016e-08,0.776533361058117,0.000542138165616093,0.133464621731661,0.29711642721532,0.054459165931502,0.359352602446182,0.855045060503116,0,1,1,0.0581139527082072,1
Th1 cells,0.0958754740460497,2.29917710640605e-16,8.33131347986566e-05,1.51806686449589e-05,1.51467031052886e-15,9.01228544972556e-08,2.19057025620143e-10,2.67391137503471e-16,2.28629889169244e-07,1.14400363702031e-10,4.34729834577555e-05,0.0131160456569083,4.52105330931581e-07,0.184731449773071,7.50929218700449e-12,2.33170402466383e-11,0.380326617724637,0.000888293138495003,2.45341344614515e-07,0.979455198997342,0,0.225298135411223,1,2.03989119782042e-06
Th17 cells,0.313764075266216,0.377347048037261,0.0280631095570601,0.336063631806892,0.220620778886537,0.0279447442083206,0.950923834320897,0.00156632829243651,0.889974201950144,0.00311855263883375,0.0633154929591735,0.129014719159429,0.203900376946074,0.0270059458996739,0.885839706135472,0.0803137872384139,0.853466011126396,0.453564791993019,0.795716129700364,0.0585875187930803,0.00134637583096918,0,1,0.300007118346091
Th2 cells,1.52653681485435e-06,0.661179899187806,0.935963376494392,0.13051761542665,0.304700444499106,0.0576727673941349,0.0109424697581853,0.00282734208560866,0.329370161808767,0.962104552744364,0.143388718382283,0.000311225229972569,0.862540606945017,0.0886677108756831,0.0924278880570964,0.150478579500201,0.601917939589306,0.427691100307943,0.593179710628421,0.000318895450667583,0.363071989271692,0.267824570102287,0,1
TReg,0.182197657802842,0.00018556151204223,1.33856564102642e-07,0.00134106032982871,0.000531168787053134,0.0369824796675052,0.000594730265422592,3.87923739731144e-06,0.00819403803802121,0.000103181685634664,0.00200797044388031,0.207899436865334,0.003304336266985,0.809324921447545,0.000203585307752837,0.000178439775713418,0.850692717365656,0.0768056613660538,0.0971931115281354,0.94104984594077,8.39461398280008e-09,0.00186878177574502,0.0517084637711033,0
