,Gene1,Gene2,mutex_q,log_odds
972,IDH1,ZRSR2,0.315845389638744,0
973,IDH2,ZRSR2,0.461411561136506,-0.338975366839331
974,JAK2,ZRSR2,0.982078516728343,1.82415096501929
975,KIT,ZRSR2,0.755632532315512,0
976,KRAS,ZRSR2,0.826431426002424,0.770510717173433
977,MLLT3.KMT2A,ZRSR2,0.71807327464084,0
978,NPM1,ZRSR2,0.318530081189953,-0.384845820905429
979,NRAS,ZRSR2,0.168468671706215,0
980,PDS5B,ZRSR2,0.735045689225447,0
981,PHF6,ZRSR2,0.658991404357543,0
982,PML.RARA,ZRSR2,0.658991404357543,0
983,PTPN11,ZRSR2,0.820160554603417,0.725937003382936
984,RAD21,ZRSR2,0.675411609784577,0
985,RUNX1,ZRSR2,0.883257546602307,1.09429262752359
986,SF3B1,ZRSR2,0.538286694887175,0
987,SRSF2,ZRSR2,0.717888792446514,0.495657402292819
988,STAG2,ZRSR2,0.766843678609957,0.490622916448471
989,TET2,ZRSR2,0.988003916014292,1.85456037046709
990,TP53,ZRSR2,0.263154514274035,0
991,U2AF1,ZRSR2,0.473229385908762,0
992,WT1,ZRSR2,0.322180742836591,0
