nes size p.value p.adj
ZNF528 -2.79674519353156 312 0.00516202260258438 0.0164429305340858
ZBED6 2.77229844143142 387 0.00556619785778845 0.0176872369884957
MESP1 -2.76399243914271 520 0.00570988623533799 0.0180713745980644
GATAD2A 2.76371397737304 245 0.00571476087978608 0.0180713745980644
CSRNP2 2.76107535245347 267 0.00576113824980795 0.0181671255981549
HOXA2 -2.76041139533838 437 0.00577286150324219 0.0181671255981549
ZNF146 2.75008715141927 514 0.00595794162627906 0.0187044994325011
NFE2L1 2.74791566377709 530 0.00599754337699145 0.0187757834611744
ZBTB11 2.74726799561771 466 0.00600940083213698 0.0187757834611744
ZNF791 -2.7458857184482 230 0.0060347781174155 0.0188100721273142
MXD4 -2.74060415197924 365 0.00613263420025646 0.0190695720607975
CUX1 2.73523367365708 359 0.00623360069475144 0.0193374881409629
CREM 2.72593764361929 517 0.0064119110470322 0.019843497221384
SOX10 -2.72340719212507 466 0.00646123666058852 0.0199488772546776
HES6 2.69928453313585 426 0.00694887368407748 0.0214038420552009
NKX3-1 -2.69775880493289 362 0.00698079987620581 0.0214515873842936
ZNF585A -2.69418585668697 275 0.00705608066327467 0.0216240136377065
ZBTB44 -2.69352775374585 250 0.00707002589839256 0.0216240136377065
CSRNP1 -2.68679562215999 407 0.00721410789709909 0.0219887318784218
ETV2 -2.68638666125509 290 0.00722294485133457 0.0219887318784218
ZFP28 -2.68525565059709 230 0.00724743468887713 0.0220119760550547
GLI2 2.68244769047771 501 0.00730855806329457 0.0221170443042235
ZNF165 2.68211190561677 325 0.00731589826908464 0.0221170443042235
FOXJ2 2.67287904868172 341 0.00752033598274151 0.0226825838186153
SOX30 2.66836881911623 216 0.00762205365733658 0.0229364103144737
PROP1 -2.66616974810311 270 0.00767209439600893 0.0229955226995122
ZNF334 -2.66595868685495 561 0.00767691263169012 0.0229955226995122
ZNF506 -2.66295137418525 329 0.00774586064560612 0.0231307044060384
ZNF891 -2.6616334901084 273 0.00777624996916916 0.0231307044060384
ZNF214 -2.66112072041569 330 0.00778810285618659 0.0231307044060384
ZNF229 -2.66091396682329 299 0.00779288662990574 0.0231307044060384
SIX5 2.65822710575544 322 0.00785529389256901 0.0232630698950003
PCGF2 2.6557456832929 367 0.0079133267350521 0.0233447866397609
ZNF226 -2.65551941852517 309 0.00791863742834154 0.0233447866397609
VAX1 2.65361349079493 195 0.00796349857986268 0.0233913721391277
ZNF383 -2.65332703206464 188 0.00797026079778852 0.0233913721391277
ZNF621 -2.65196177213371 341 0.00800256017889522 0.0234335058153299
RXRG -2.64909951424867 305 0.0080706563114944 0.0235354545490208
ZNF462 -2.64898389878363 323 0.00807341779323224 0.0235354545490208
OLIG2 2.64667234612515 90 0.00812880717036414 0.0236441473596783
ZNF493 -2.6437179576119 194 0.00820009524862832 0.023798498654908
ZNF681 -2.64193176151137 428 0.0082434662643678 0.0238713235948212
ZNF280C 2.64043339671605 439 0.00828000657873463 0.0239240898049279
ZNF669 2.63546979125836 286 0.00840209043080687 0.0242232452596772
GZF1 2.63281560406065 434 0.00846803076206804 0.0243595774785482
NFX1 -2.62512290433742 381 0.0086617695162996 0.0248333913628188
DLX4 2.62476925276082 470 0.00867077064429202 0.0248333913628188
THAP5 2.61395235899406 431 0.00895015155829883 0.0255774571884864
ZNF25 -2.61159990331269 300 0.00901196528578777 0.0256978748105651
SALL1 2.60982721441629 394 0.00905879648304809 0.0257751377055791
ZNF253 -2.60810082058583 267 0.00910461337151636 0.0258491849200008
ZNF514 -2.60424702285914 375 0.00920763668840142 0.0260849750868812
ZNF397 -2.60067707378698 320 0.00930399888425726 0.0263009145948917
ZNF107 2.59501317767165 404 0.00945872924235514 0.0266805623985223
ZNF133 2.59092505303649 495 0.00957183347834003 0.0269414106092933
FOXA1 -2.58972079503251 325 0.00960538027767167 0.0269776917046004
ZNF121 2.58811867734972 429 0.00965017266242841 0.0270453336848315
ZNF781 -2.58185875879741 324 0.00982697936181187 0.0274818737612983
EGR2 2.5803994157317 381 0.00986861003058182 0.0275393262819228
L3MBTL1 -2.57881331230033 374 0.00991403492812338 0.0275463054829346
MAFF -2.57873141482661 525 0.00991638546401653 0.0275463054829346
ONECUT1 2.57741117043665 382 0.00995434631551084 0.0275463054829346
THRB -2.57737182931849 157 0.0099554794700958 0.0275463054829346
FOXD2 2.57405882612565 444 0.0100513181984071 0.0277526883025786
ZNF774 -2.57276446738667 473 0.010088984127839 0.0277979182931597
ZNF614 -2.56532697202589 397 0.0103078618057768 0.0283411947754622
ZNF654 -2.55795787741206 452 0.0105288845046829 0.0288880738720923
SOX6 -2.55701343422148 397 0.0105575140131627 0.0289058979060598
ZNF655 2.55295328208787 282 0.010681382224338 0.0291838602196349
ZNF208 -2.54707625197401 328 0.0108629693810861 0.0296180334273455
TBX19 2.53948049992011 446 0.0111017233907958 0.0302059390591237
IRF7 2.5310837713693 317 0.01137106871494 0.0308744610014795
MECOM -2.52390202289884 508 0.0116060270513017 0.0314470359522821
ETV7 2.5202421860094 356 0.0117274113638248 0.031710143356429
HMG20A -2.51888998161069 349 0.0117725434688854 0.0317664086164553
YBX2 -2.51704783603526 440 0.0118342760553029 0.031867143357166
HOXA13 2.5140620174579 248 0.0119349444153555 0.0320720934289183
ELK4 2.51158237059168 562 0.0120191232698814 0.0322319814999284
HOXB8 2.50346105466192 179 0.012298521493592 0.0329136661283425
HOXA3 -2.49863556134464 465 0.0124672448918031 0.0332969771547951
CDX2 2.48769881209408 149 0.0128572567795801 0.034248815923351
SMAD3 2.48717826062519 361 0.0128760862315202 0.034248815923351
FOXP4 2.48592136978051 532 0.0129216512536503 0.0343001555635514
THAP4 -2.47410172681907 439 0.0133571657455034 0.0353571727679378
AEBP2 2.47365174353156 382 0.0133739995002766 0.0353571727679378
ZBTB25 2.46866202438282 438 0.0135619240736116 0.0357568458200927
ZNF711 -2.46777166806275 410 0.0135957011837352 0.0357568458200927
ZXDA -2.46746600265724 223 0.0136073142209694 0.0357568458200927
FOSL1 2.46315758597505 344 0.0137719370890064 0.036112663682264
EBF4 2.46247903671482 431 0.013798023872473 0.036112663682264
GABPA -2.46110036880012 569 0.0138511611023705 0.0361792327993918
CBX2 2.45747666903907 447 0.0139916898694946 0.0364352372617429
ZFP41 2.45713592262366 290 0.0140049686871324 0.0364352372617429
FOXN4 -2.45637012715175 156 0.014034852178026 0.0364403915397654
E2F6 2.45488039806345 483 0.0140931468651814 0.0365191464403312
ZBTB26 2.45201487081474 346 0.0142058790951524 0.0367383724718198
SRY -2.44982417884679 267 0.0142925986261966 0.0368895925016062
POU3F3 -2.44678143634174 386 0.0144138216211065 0.0371290947478601
YBX1 2.44395639464166 494 0.014527182249812 0.0373008795475086
SMAD5 -2.44369695200414 408 0.0145376322279341 0.0373008795475086
CREB3L3 2.43454667249741 149 0.0149104568068235 0.0381824639013951
ZNF639 2.41387985465316 432 0.0157836659984227 0.0403394673071235
ZNF610 -2.41300306994729 318 0.0158216863060734 0.0403576607729138
ZNF584 -2.41159575489267 321 0.0158828805890005 0.0404347798230695
ZHX1 -2.40788229137057 437 0.0160453533906757 0.040768932934285
MZF1 -2.40434831025572 456 0.0162013284359481 0.0410853105579577
DBP -2.4003022389275 444 0.0163815397602644 0.0414618041219094
MAFK 2.39935757482392 268 0.0164238676606289 0.0414885322336195
ZNF808 -2.39860510171357 269 0.0164576527070522 0.0414936186011781
CSRNP3 -2.39133578989633 293 0.0167871915600448 0.0422429136366445
SOX5 -2.389237027201 327 0.0168834058809311 0.0424033232317231
TERF1 2.38584470833387 458 0.0170399447277468 0.0427143336169623
ZFY -2.38342838850162 279 0.0171522212732962 0.0428982522155446
ZNF606 -2.38285393426726 234 0.0171790091184761 0.0428982522155446
FOXS1 2.37205515499874 360 0.0176894498705556 0.0440885907079114
NR2F6 -2.36549902057248 227 0.0180057909205594 0.0447915484614297
HIVEP2 2.36227044664176 420 0.0181633863119117 0.0450976854056212
ZNF274 -2.36017201970063 334 0.0182664626539155 0.0452675526110317
HOXA7 2.35852176413347 315 0.0183478838579915 0.0453832127245016
ZNF558 2.35664210630253 346 0.0184410102907763 0.0454977858509274
ZNF83 -2.35618178848582 202 0.0184638794035157 0.0454977858509274
MYB -2.35088387632564 334 0.0187288777666446 0.0459831758597183
ELF3 -2.3508361833151 636 0.0187312783747091 0.0459831758597183
ELF5 -2.33955552778692 626 0.0193067013294532 0.0473068516627878
ZNF773 -2.33437602802446 310 0.0195760408846043 0.0478287363688437
ZNF24 -2.33405321475412 340 0.0195929356487989 0.0478287363688437
KAT7 -2.33194088535727 474 0.0197038012261568 0.0480096350771656
ZNF257 -2.32762705912769 293 0.0199319153273364 0.0484750119506543
HES4 2.32509137974161 278 0.0200670744948984 0.0487130098333408
ZNF641 -2.32333518856019 445 0.020161152865005 0.048850585606116
SOX17 -2.32194344658449 340 0.0202359809860172 0.0489410947550713
KLF3 -2.32051206753457 308 0.0203131928791285 0.0490370238449942
ZNF430 -2.31188449441102 307 0.020784049426182 0.0500811227870732
RARG -2.30936050420344 429 0.0209235847764172 0.0502944248530609
ZNF280D -2.30850140422863 304 0.02097126482326 0.0502944248530609
HSF4 -2.3081911169379 511 0.0209885090265864 0.0502944248530609
FOXO3 -2.30750628023545 328 0.0210266125342812 0.0502944248530609
ZNF302 -2.30341950926641 238 0.0212552511166417 0.0507483692108484
HNF1A 2.29250894754958 519 0.0218762918329885 0.0521128622628624
CREB1 2.29198419133143 360 0.0219065554229031 0.0521128622628624
ZNF300 -2.28800577138861 456 0.02213718502261 0.0525657520718703
HOXB6 2.28355426424665 395 0.0223977402885681 0.0530879288872413
ZNF438 -2.27911966964252 587 0.022659952566389 0.0536121341516378
PPARD 2.27799382509704 393 0.022726945502546 0.0536734011325952
ZFP69 2.26746566681881 220 0.0233617939612314 0.0549797682661742
ZNF317 2.26742465749618 219 0.0233642966215365 0.0549797682661742
PDX1 2.26537621888577 65 0.0234896024060234 0.05517521716235
LIN54 -2.25866100558245 287 0.0239044798475263 0.0560489240231048
ZNF665 -2.25752564808756 376 0.0239752487012644 0.0561141125517048
VSX1 -2.25358218813229 332 0.0242224649205168 0.056591304447576
ZNF786 2.24440218283631 508 0.0248065362013118 0.057852386212345
ZNF32 -2.24229092776692 316 0.0249425757145385 0.0580166819040419
ZNF749 2.24193101822231 404 0.0249658309571758 0.0580166819040419
MITF -2.23233770348396 411 0.0255926517502607 0.0593676788380824
SP100 2.228089119953 465 0.0258745726755171 0.0599152338904705
MNX1 2.22131820445428 236 0.0263294167126173 0.0608301358658258
ZFP1 2.2208247920504 364 0.026362830704485 0.0608301358658258
RLF 2.21948259047078 336 0.026453910341012 0.0609326400447295
POU4F3 2.21590903864668 383 0.0266977323915446 0.0613859832805586
BATF2 2.21427637542836 352 0.0268097727407982 0.0615352604560325
ARID5A 2.21158178093787 487 0.0269955754260193 0.0618530201866336
HOXB13 2.2072987330432 255 0.0272931957667166 0.0624254179883219
ZFP82 -2.20507190105928 297 0.0274490494811296 0.0626552641371214
KLF13 2.20449377400208 418 0.0274896373281551 0.0626552641371214
ZNF19 -2.20236513260312 366 0.0276395267615621 0.062887146255401
EBF2 -2.19901442409661 379 0.0278768966871733 0.0633169166494754
ETV4 2.19748201263347 509 0.0279860397255762 0.0634544581277822
ZNF710 -2.19405710278774 374 0.028231304654219 0.0638996254391855
MYCN -2.19206530254465 412 0.0283747916933253 0.0641132836530845
NFIC -2.19055256891097 427 0.028484186698289 0.0642493054023584
TFEC 2.18878427763945 465 0.0286125230051582 0.0644275086978216
ZNF784 -2.18276647073627 328 0.0290530120275916 0.0653067705818151
ZNF519 -2.17695839921166 335 0.0294836714929915 0.066160953556438
PBX3 2.17156836287541 416 0.0298882354912447 0.06690588566988
BATF3 2.17117298090633 279 0.0299180989519219 0.06690588566988
ZBTB32 2.16922992793986 308 0.0300652320731705 0.0671199881838643
RELA 2.16342078662203 258 0.0305088302334726 0.0677911212779072
NR1D2 -2.1632587150871 421 0.0305212865397622 0.0677911212779072
ZNF275 2.16277783476338 750 0.0305582711943555 0.0677911212779072
WIZ 2.16258017727394 304 0.0305734842516748 0.0677911212779072
ZNF772 -2.16050227914832 190 0.0307338073610675 0.0680311057856851
GATA5 -2.14889248249535 332 0.0316429238743652 0.0699249722164484
NR2C2 -2.14380851044242 422 0.0320482331584587 0.070637436720173
ZNF605 -2.1434933203788 368 0.0320735068721766 0.070637436720173
FOSL2 -2.14018774929939 447 0.0323395968122616 0.0711035579744337
ZNF358 -2.13728728155942 278 0.0325746326756998 0.071499950041116
HMGN3 -2.13415690362672 405 0.0328299391528255 0.0719394304254868
ZNF785 2.13136299347193 356 0.0330592491265448 0.0723205684409841
MEF2B 2.13061921761783 287 0.0331205250439416 0.0723334543601802
HOXA6 2.12730820150363 387 0.0333944837609075 0.0728100096690237
ETV6 2.12235481469946 506 0.0338079536103534 0.073534632616866
ZNF101 2.12197968235113 322 0.0338394442593694 0.073534632616866
ZNF670 2.1178119493457 472 0.0341909969366494 0.0741023895668216
ZNF700 -2.11753820136736 204 0.0342141967142369 0.0741023895668216
CEBPZ 2.11258809412114 288 0.0346360386379397 0.0748918318893199
JUND -2.10901901426509 323 0.0349429404166541 0.075430545758926
ZNF35 -2.09430568223559 307 0.0362327584884425 0.0780857798447293
ARNTL2 2.08710579969674 443 0.036878571929875 0.0793320683805361
SP110 2.08650900616704 410 0.0369325402567886 0.0793320683805361
ZNF234 -2.08492373458974 271 0.0370762238514999 0.0793473947957144
FOXJ3 2.08486141196056 388 0.0370818822715825 0.0793473947957144
ZNF512B -2.08442040337124 392 0.0371219435070302 0.0793473947957144
NPAS3 -2.08209854897935 412 0.0373334690638666 0.0796691349630879
ZGPAT 2.07329912841031 286 0.0381444497750989 0.0811425448718901
ZNF646 2.0727006086319 278 0.0382001511059709 0.0811425448718901
DMRT1 2.07259152775495 99 0.0382103101808671 0.0811425448718901
SPIC -2.06422829848427 384 0.0389960756203988 0.0826767447406507
ZSCAN12 -2.06336552760503 480 0.0390779125874761 0.0827159705660353
DMTF1 2.05947701056593 306 0.0394485651039059 0.0832935621060483
KDM5B 2.05916596664418 379 0.0394783422233108 0.0832935621060483
VENTX 2.05211998122697 352 0.0401580035267971 0.0845908912999952
ZNF561 -2.05104541131012 326 0.0402625246100945 0.0846238119397767
NCOA3 2.05062762139187 299 0.0403032243694802 0.0846238119397767
HOXB5 2.04629603826943 279 0.0407272532567603 0.0853768744034173
GLIS1 2.04450589294196 356 0.0409035958404809 0.085609128473827
ZSCAN16 -2.04358709160917 390 0.0409943555672334 0.0856618053932909
FEZF1 2.0423397874322 261 0.0411178379984277 0.0857825821500745
ZNF283 -2.03737993699265 544 0.0416119828147277 0.0864255506944627
NEUROG1 2.03632548426628 38 0.0417176824539212 0.0864255506944627
ZNF467 -2.03600541428102 484 0.0417498115959027 0.0864255506944627
ZNF81 2.03595170408091 434 0.0417552051644321 0.0864255506944627
ZNF546 -2.03593474325318 296 0.0417569084902036 0.0864255506944627
TCF7L1 2.03487697994182 225 0.041863252812928 0.0865085572368418
NFE2 2.02367677548933 385 0.0430034197114998 0.0887242751077704
ZNF628 2.02287626581001 273 0.0430859061101089 0.0887542482331266
KLF1 2.02002001883117 325 0.0433813110809071 0.0892220350734877
ZNF148 2.0188024394304 369 0.0435077574236806 0.0893414012505138
NR1D1 2.01614546503473 542 0.0437847670577538 0.0897690828531028
TRPS1 -2.01488157472571 341 0.0439170590135961 0.089899183498051
RHOXF1 -2.00395280809016 433 0.0450751158899671 0.0921253542289467
SCX 2.00180084851912 248 0.0453061546683401 0.0924528718700816
EBF3 -2.00109886738538 574 0.0453817363895318 0.0924626329558947
PLAG1 1.99981176296071 331 0.0455205939222316 0.0926010835863465
TBX6 -1.99774396287191 414 0.0457444253626413 0.092911694437962
TBX5 1.99112425808437 434 0.0464672281591418 0.0942332297761479
ZNF511 1.98660931021305 346 0.0469657086910519 0.0950964582178508
NRF1 1.98272109844577 280 0.0473985915435905 0.0958243971454013
CTCFL 1.98065131456401 465 0.0476303900610658 0.096144187665768
CREB3L4 -1.97195865926817 355 0.0486143260317625 0.0979788731442622
ISX 1.96870334811588 249 0.0489871666122374 0.0985781811950416
CREB3L1 1.9675349860223 378 0.0491215666097897 0.0986965630652082
MYT1L -1.96324767485076 414 0.0496174021739445 0.099539673178451
PLAGL2 1.95443310023607 402 0.0506500193815212 0.101455406920654
ZNF827 1.9511948060965 503 0.0510338766085498 0.1020677532171
NKX6-1 1.94911046079728 357 0.0512822346915062 0.102407642977228
MAX -1.9433255400516 335 0.0519768375263379 0.103451385588108
EGR4 1.94280062502682 300 0.0520402523724475 0.103451385588108
MEOX1 -1.94278167965727 406 0.0520425423670653 0.103451385588108
NKX2-1 1.94062526765966 139 0.0523037469653152 0.103812604159121
LHX6 -1.93603624318083 366 0.0528632622000336 0.104763915680188
ETS1 1.93414526807845 307 0.0530952695013137 0.10494766075079
ZBTB5 -1.93397098748729 383 0.0531166950660583 0.10494766075079
ZNF296 -1.93034019783511 605 0.0535646994285897 0.105672956878758
IKZF4 1.92907649105514 325 0.0537213670110021 0.105822179964357
ZNF398 -1.92643097963124 348 0.0540505822925418 0.106310332039246
FOXF1 -1.92462325405381 375 0.0542765080467787 0.106594164675328
ZNF816 -1.92302032743826 179 0.0544774970442014 0.106828244954545
NFYA 1.91870913747421 241 0.0550211544658655 0.107732575310975
ZNF331 -1.90608062885422 300 0.0566397455294124 0.110735789912294
VDR 1.9050187623603 486 0.0567776322429612 0.11083944351167
ZNF541 -1.89913674947398 489 0.0575464983462719 0.112172726627211
MBD1 1.89728005992055 318 0.0577909852681955 0.112481410969096
LHX8 -1.89492240756358 349 0.0581026820752395 0.112919795818843
ZIC1 1.88735158430352 315 0.0591130525256254 0.11471269925478
ZNF689 1.88462761338015 387 0.0594801315122784 0.1152537859867
SOHLH1 1.87647508553688 122 0.0605900726963879 0.117230570283678
SPZ1 1.87538931310975 127 0.0607391842771644 0.117332138078803
PROX1 -1.87478542413652 491 0.0608222492184916 0.117332138078803
SIX6 -1.873922991691 362 0.0609410399871099 0.11738790298402
DMRTA1 -1.87321721535399 351 0.0610383960118433 0.117388957890464
ZNF649 -1.87202895572979 301 0.0612025976542612 0.117388957890464
ZNF451 1.8719664829217 388 0.061211240676421 0.117388957890464
NR5A2 -1.86923112599494 470 0.0615906655791896 0.117943415317334
HOXA9 1.86808412112799 361 0.0617503464853228 0.118076065168128
BCL11B 1.86639095417114 324 0.0619866877805676 0.118167899072361
SETBP1 -1.86628965752181 403 0.0620008510069437 0.118167899072361
ZNF311 1.86546204898616 228 0.0621166669957106 0.118167899072361
ZNF28 1.8651506114219 248 0.0621602960663949 0.118167899072361
POU5F1 1.86038948375297 390 0.0628304414501534 0.119268250776018
ZNF394 -1.85765698241137 279 0.0632177410029617 0.119829273947559
HMG20B 1.8513528261375 395 0.0641188109500761 0.121361111740289
ZNF527 -1.84969755858336 266 0.0643571525930963 0.121547782012067
FOXI1 -1.8489633879189 254 0.0644630995557459 0.121547782012067
IRF1 1.84873116762583 339 0.06449664083795 0.121547782012067
ZBED4 1.846023697499 501 0.0648887646513611 0.122002885745274
ZNF221 -1.84543063682786 401 0.0649749199099305 0.122002885745274
TWIST1 1.84513169779295 451 0.0650183832149391 0.122002885745274
NR5A1 1.83090762626223 418 0.0671143318611115 0.125755118236172
NFE2L2 -1.82536947811782 427 0.0679452919877724 0.127129729707781
ZNF76 -1.82167690166456 424 0.0685040247392209 0.12799178298916
ZNF445 -1.81978548566873 435 0.0687916789162214 0.128266909889501
ZNF407 -1.81941784762241 399 0.0688477058442114 0.128266909889501
ZNF391 1.81542904487529 435 0.0694580009279968 0.129219585772028
ZBTB6 1.81077391399288 315 0.0701758558794194 0.130306701945504
ZIK1 -1.81034761454202 457 0.0702418975265198 0.130306701945504
ZNF276 -1.80805996737202 440 0.0705971678932842 0.130780001799474
ZNF33B -1.80360161531338 249 0.0712937826764677 0.131883399681964
ZHX2 1.80062994896331 439 0.0717612254647999 0.13235146580891
FOXK1 1.80045727884155 522 0.0717884634621791 0.13235146580891
GATA3 1.80006209444187 219 0.0718508340417438 0.13235146580891
TBX4 1.79788952089946 394 0.0721945170747604 0.132797238450193
TEAD1 -1.79535544015348 294 0.072597087197666 0.133323956907629
HMGA1 1.79480335415403 441 0.0726850362314181 0.133323956907629
SOX12 1.79409538644477 386 0.0727979453129562 0.133343782017841
BRF2 1.79334578229951 436 0.0729176511281442 0.133375983716185
ZEB1 -1.78787405250769 332 0.0737963300369187 0.134794415424078
ZSCAN21 1.78552524352626 476 0.0741761604977431 0.135298974315716
PKNOX2 -1.78334002076586 546 0.0745309704231781 0.135756551426319
NFXL1 1.77687511889923 357 0.0755887889320685 0.137325478597689
ZNF721 -1.77679109239712 404 0.0756026180028627 0.137325478597689
NR1H2 -1.77501163749566 392 0.0758959656644006 0.137666848830149
ADNP 1.77300439119167 263 0.0762279792385459 0.13807646288173
GCM1 1.77236953186038 250 0.0763332359882154 0.13807646288173
NME2 1.77077599365446 421 0.0765979595071106 0.138363672360009
LEF1 1.76557550071438 425 0.0774670932374801 0.139740364320648
GFI1 1.7532786405449 246 0.0795541900201311 0.143307271953505
ZNF510 -1.75258881613383 180 0.0796726123674607 0.143322908749179
NFATC1 1.74688693905202 409 0.080656951842113 0.144894056541677
TBX3 -1.74494921162459 367 0.0809937100339429 0.145299155637815
ZGLP1 1.74265888298034 448 0.0813932178840121 0.145815559062441
KLF10 1.74059689826756 385 0.0817542617284277 0.14615166940698
DR1 1.74030972099693 399 0.0818046480371381 0.14615166940698
ETV1 -1.73930829694096 481 0.0819805486894481 0.146265842333906
ZNF780B -1.73748034350286 310 0.0823024206417431 0.146639783571782
SOX9 1.73256318864493 331 0.0831733368491955 0.147989615701702
TSHZ2 -1.7306734137957 488 0.0835100296511561 0.148318940881923
GMEB2 1.729883767837 324 0.083651043963287 0.148318940881923
ZSCAN29 1.72961476278096 393 0.0836991266692016 0.148318940881923
PAX6 1.72290619464422 534 0.0849054899439507 0.15025280469756
FOXC2 1.72216711777404 334 0.0850392495709651 0.150285872719459
NR1I2 -1.71168170096314 382 0.0869553426786047 0.153464429105754
TSC22D1 -1.71081621613055 391 0.0871150450746436 0.153538797392017
ETV5 1.70981360682394 482 0.0873003460444601 0.153580291859264
TBX15 -1.70941675157728 609 0.087373780131266 0.153580291859264
ATF4 -1.70743735727279 354 0.087740791795611 0.154018110329392
HDX -1.7034506930069 312 0.0884837578722822 0.155113809102283
MIXL1 1.70271149766058 272 0.0886220721273297 0.155148024394494
HMX2 1.69667489936585 110 0.0897581407070764 0.156926548545437
SOX2 -1.69352781268876 568 0.0903550454590877 0.157758943007445
ZNF264 -1.69150792446675 237 0.0907398355817996 0.15821925937227
SOX21 -1.68768256064098 520 0.0914721812274216 0.159283558244017
NR4A1 -1.6839696501155 380 0.0921875343030514 0.160315472436465
ZBTB42 -1.67822893962803 443 0.093302414236635 0.162038501320539
ZNF782 -1.67623441020779 305 0.0936922865656911 0.162313572230235
ZKSCAN1 -1.67614718094003 429 0.0937093671222028 0.162313572230235
GATAD2B 1.66996621459983 388 0.0949260482677034 0.164052485470298
ZBTB1 1.66977174757338 419 0.0949645321711677 0.164052485470298
NEUROG2 1.66783645047573 170 0.0953481978318253 0.164497683445659
EMX2 -1.66639192094898 389 0.0956353788977228 0.164775468127211
ZNF93 1.66488164956951 479 0.0959363699389495 0.165076283452264
BHLHE40 -1.66271674654391 341 0.0963691483977159 0.165602773430812
MAFB 1.66094403187811 533 0.0967246878133551 0.165995324946441
ZNF496 1.65836084772028 312 0.097244654170321 0.166668659247295
ZNF485 -1.65678276335092 363 0.0975634030715751 0.166995811810586
ZNF471 -1.6554962657363 288 0.0978238732820004 0.16722248495588
THAP1 1.65121746987533 258 0.0986941771391268 0.168489667115947
HINFP -1.64933756721998 357 0.0990784974056687 0.168924957717759
ZNF318 1.64079918248862 426 0.100839108039218 0.171618655839488
NFATC4 -1.64040382293194 385 0.100921230999025 0.171618655839488
ARID5B -1.6382143495392 541 0.101376987272321 0.172148483944541
NR2C1 1.6376418563327 528 0.101496426215388 0.172148483944541
ZNF775 1.63451392613049 539 0.102150984533944 0.173033963425851
ZBTB34 1.63339341216569 280 0.102386281686521 0.173207880676939
ZNF543 -1.63124949248468 255 0.102837685974462 0.173746465566168
NPAS4 1.63052882491419 395 0.102989778175538 0.173778617955106
RFX5 1.62952124248731 290 0.103202721706128 0.1739132316751
ALX4 -1.62696998405635 311 0.10374347287443 0.17427409800377
CASZ1 -1.62651697613532 305 0.103839725003916 0.17427409800377
ZNF286A 1.62629306150779 242 0.103887327103076 0.17427409800377
ZNF404 -1.62599542001346 340 0.103950629666874 0.17427409800377
ZFHX4 1.62365780071967 393 0.104448862028858 0.1748848894996
SP2 1.61901804524085 379 0.105443380551638 0.17632401408507
ZNF805 1.61817925642852 293 0.105623971922567 0.176400137251756
TERF2 1.61279881020322 372 0.106788224705246 0.178116757937486
PA2G4 1.61008020311453 438 0.107380348322278 0.178875937383794
ZNF37A -1.60209869730761 153 0.10913378603832 0.181565254224262
POU2F1 1.60013174552309 392 0.109569359832595 0.182057994836347
MBD2 -1.59748039487992 337 0.110158664400907 0.182804594291722
HEY1 1.58332704407156 487 0.113346941954379 0.187804786255586
NKX3-2 1.58283358352984 318 0.113459399966047 0.187804786255586
RAX2 -1.57683336643664 274 0.114833871939087 0.189788524882287
ZNF552 -1.57633557845761 320 0.114948486356729 0.189788524882287
PROX2 -1.57436292427765 429 0.115403570107718 0.190299321414999
MYC 1.56810577841006 306 0.116856448227699 0.192452107673866
ZNF587 1.56726434667923 572 0.117052915397998 0.192532880994693
PRDM6 -1.56467455391635 415 0.117659237902848 0.193159974836411
ZNF57 -1.56437312053855 465 0.117729969348992 0.193159974836411
ZNF84 -1.5554033405212 203 0.119850039032559 0.196391657436037
ISL1 -1.55457910473126 272 0.120046343425176 0.196466822698345
ZBTB7A -1.53396882983423 259 0.125037321243059 0.204378900554987
PRDM15 1.53123867847253 373 0.125710414751801 0.205222252082314
ZNF408 1.52516424785554 470 0.127218135547467 0.207424325873898
ZNF660 -1.51790746692286 337 0.12903772733437 0.210128767953475
ZNF74 1.51190667105731 383 0.13055760672149 0.212339021641677
ZNF48 1.50315818663922 488 0.13279825709673 0.215515854099288
PRDM16 -1.50299266261437 456 0.132840936102548 0.215515854099288
HNF4A 1.50223336341539 245 0.133036851250211 0.215530998149949
ZBTB33 1.50167782501298 689 0.133180333466316 0.215530998149949
HMBOX1 -1.49998536139211 327 0.133618194493942 0.215971982684515
SNAI3 -1.4971708186308 435 0.134348816336467 0.216884492132789
ZNF713 1.49187191786269 493 0.135732725784459 0.21884807391914
ZNF513 -1.49084732222361 273 0.13600158429498 0.219011182600793
ARX -1.48906544209138 293 0.136470136787075 0.219495072221576
MYNN 1.48697575428586 232 0.137021214685941 0.220110339950601
ZNF286B 1.47989558870029 404 0.138901113126668 0.222856085679887
ZBTB22 -1.47357138149117 308 0.140597031498438 0.225300273787682
ZNF211 -1.47069097614102 295 0.141374707709835 0.226171724707892
NKX2-8 -1.47027528419279 344 0.141487212164125 0.226171724707892
TCF7L2 1.46842539369508 390 0.141988708012639 0.22669590790282
ZNF548 -1.45798647017202 210 0.144844272363268 0.230972673634222
ZFP30 -1.45455479990559 294 0.145792552058413 0.232201308522302
DMRTC2 1.45236595006497 48 0.146399878739898 0.232884581771384
UBP1 1.45022961316369 317 0.1469944996908 0.233419465399999
TET1 -1.44965314225583 359 0.147155268688577 0.233419465399999
ARNTL 1.44923376173613 424 0.147272312013476 0.233419465399999
FOS -1.44719547006106 263 0.147842184924179 0.234038658801185
ASCL2 1.44264122948813 338 0.149121562718618 0.23560279243345
