	Tumor_C3L-00977	Tumor_C3L-00987	Tumor_C3L-00994	Tumor_C3L-00995	Tumor_C3L-00997	Tumor_C3L-00999	Tumor_C3L-01138	Tumor_C3L-01237	Tumor_C3L-02617	Tumor_C3L-02621	Tumor_C3L-02651	Tumor_C3L-03378	Tumor_C3L-04025	Tumor_C3L-04354	Tumor_C3L-04791	Tumor_C3L-04844	Tumor_C3L-04849	Tumor_C3N-00204	Tumor_C3N-00295	Tumor_C3N-00297	Tumor_C3N-00299	Tumor_C3N-00306	Tumor_C3N-00307	Tumor_C3N-00498	Tumor_C3N-00519	Tumor_C3N-00822	Tumor_C3N-00825	Tumor_C3N-00828	Tumor_C3N-00829	Tumor_C3N-00846	Tumor_C3N-00857	Tumor_C3N-00871	Tumor_C3N-01337	Tumor_C3N-01338	Tumor_C3N-01339	Tumor_C3N-01340	Tumor_C3N-01620	Tumor_C3N-01645	Tumor_C3N-01752	Tumor_C3N-01754	Tumor_C3N-01755	Tumor_C3N-01756	Tumor_C3N-01757	Tumor_C3N-01758	Tumor_C3N-01858	Tumor_C3N-01859	Tumor_C3N-01943	Tumor_C3N-01944	Tumor_C3N-01945	Tumor_C3N-01946	Tumor_C3N-01947	Tumor_C3N-01948	Tumor_C3N-02275	Tumor_C3N-02279	Tumor_C3N-02333	Tumor_C3N-02693	Tumor_C3N-02694	Tumor_C3N-02695	Tumor_C3N-02700	Tumor_C3N-02713	Tumor_C3N-02714	Tumor_C3N-02716	Tumor_C3N-02727	Tumor_C3N-02730	Tumor_C3N-02925	Tumor_C3N-03008	Tumor_C3N-03009	Tumor_C3N-03011	Tumor_C3N-03012	Tumor_C3N-03013	Tumor_C3N-03015	Tumor_C3N-03027	Tumor_C3N-03028	Tumor_C3N-03042	Tumor_C3N-03045	Tumor_C3N-03226	Tumor_C3N-03433	Tumor_C3N-03456	Tumor_C3N-03457	Tumor_C3N-03458	Tumor_C3N-03487	Tumor_C3N-03488	Tumor_C3N-03490	Tumor_C3N-03612	Tumor_C3N-03619	Tumor_C3N-03620	Tumor_C3N-03664	Tumor_C3N-03781	Tumor_C3N-03782	Tumor_C3N-03783	Tumor_C3N-03785	Tumor_C3N-03837	Tumor_C3N-03841	Tumor_C3N-03849	Tumor_C3N-03876	Tumor_C3N-03878	Tumor_C3N-03888	Tumor_C3N-03889	Tumor_C3N-03928	Tumor_C3N-03933	Tumor_C3N-04152	Tumor_C3N-04273	Tumor_C3N-04275	Tumor_C3N-04276	Tumor_C3N-04277	Tumor_C3N-04278	Tumor_C3N-04279	Tumor_C3N-04280	Tumor_C3N-04611
CEBPE	2.63890263270254	1.16537335424141	2.66518643650158	2.40245497572747	2.31969266043329	2.42530983286075	1.85408198045349	1.68538201960226	1.61005876600053	2.18429741118481	2.16442995842193	1.5874643000103	2.06841287477047	2.23130402314318	2.22354165505362	1.70902998221456	2.36260373979861	1.11780751662064	1.59216893462722	2.29419640695046	2.53148655711672	2.51050603518835	1.93172167905345	1.21653615533036	1.88823538273289	1.62840655032379	3.04105445053697	1.7295202995857	2.01446836734641	2.76224651689804	1.19560947945575	1.8581376764424	2.35031703737266	2.24818848692477	1.33594962407612	2.59828578110586	2.32211640813434	2.85044219363677	1.87257062650362	2.29553824553258	1.41777819623499	0.981248273031693	2.34805989752316	2.48464315143841	1.80908183270553	1.87017533207308	2.06370330242971	2.49390969531702	2.04907440028359	2.87760307609199	2.88481629486294	2.9156526719286	2.52522189480611	2.80378338350362	2.65879591506605	2.15401082858382	2.83341208491428	2.43627082592262	2.40009812610127	1.15573139841582	2.95075107269543	2.45310257258188	2.81830626239681	3.01083577938326	3.11633037964509	2.40614815632563	1.36499026144637	1.24077946997426	1.10726565010232	2.38488720247463	2.83854365320195	2.17454422970043	2.81539461856236	1.80718943549417	2.44452751353114	2.87494596499346	2.0438756290226	1.96528418462991	2.38955315655291	2.1204135184028	2.59712041857922	2.15233868163518	1.53654970241843	2.53894847884623	2.45760860297108	2.89652561728876	1.92234832074323	2.39180967110135	1.76000663514152	2.92461492428692	0.875647899007424	2.68017742074956	2.30037203909077	2.12509727064187	2.15716556057406	1.87371978943198	2.2173318458135	2.1144677559381	3.13622487929714	2.87647109220747	1.70566367912262	0.727295965054558	2.57271565291287	1.08440359051687	2.76115900725365	1.64133676798404	2.25955260001512	1.51490214993074	2.51727531619033
CEBPG	0.817209877978967	1.53880959253901	0.206770035043991	-0.0977191167956683	1.23475280135107	0.417993111482445	0.860301229698501	0.182789352857557	0.979029731172336	0.978475752756818	0.771550432026969	0.976736590817736	0.310344798773481	0.599008410049268	0.276324466116781	1.73086318863819	1.16224400716252	0.977604162456132	1.04993483475254	0.310458069744519	0.881556105478691	-0.072382533283805	0.176472640145701	0.949772627852979	-0.0728353656465914	0.938090733836478	0.600618359250178	0.664382277182159	0.671987006708016	0.310001117316217	1.46183900580226	1.1050453807642	0.235306200998841	1.27995047294925	1.2802996735662	0.82221470439643	0.353411094052867	0.930893676634995	0.989366008995712	0.813836006668544	0.646905506831343	0.968802848041422	0.925411970549977	0.387624921505211	0.654086964393943	1.40557380281976	1.32904252867293	0.52161379319039	0.751260619752034	0.306488840645452	-0.322239237541487	0.4634043639976	0.789837087586875	0.910902764142484	0.183916015045743	1.12529501611146	0.0171093112535507	0.553799205289956	0.520988128637797	0.95237420865982	0.352763141045182	0.394065132201038	0.0183797353235134	0.125781600434397	0.546576907931282	0.500762789036436	1.02986514558314	0.55502673689918	1.18270659335162	-0.171292794820109	0.540691826216226	1.43783506057496	0.107917487670952	0.58604487328023	1.11454121662082	0.535153023144018	1.51902037313031	1.50249621867675	0.111569837045583	1.13719572102225	0.559814876247642	0.920182512920509	0.69358872272678	-0.860608871493092	0.857583764340832	0.394529534151998	0.80832167824287	-0.0548535671470117	1.20445614975587	1.04505036514574	0.547031579299939	0.833289278139431	1.2305287245755	0.996536962788481	1.18176530436843	1.11297108615751	1.08089537732076	0.290900558059346	0.751611735222141	0.818756071848139	1.40845496781698	1.6541901021813	-0.122409098053102	1.09152146004245	0.263161105976286	1.33899217979112	1.08704187106886	0.720871504419061	0.496894983811109
CEBPZ	2.12386273941993	2.7261887507058	1.04430003467307	0.492877597058723	2.54300799366531	1.34424098200999	1.3234925351612	1.53574530165176	1.84135820616667	1.89306611577125	1.64215821303226	2.0936469299476	1.28354028638419	1.21210926236908	0.9277859455208	2.38513746273622	2.45580393373302	2.11493293794319	1.55038042667979	0.272031832692637	1.86096180126281	0.595949799265478	0.879624733479184	2.28237811035786	0.601960172923496	1.66666411300781	1.80534401370454	1.19746365281995	1.9645659843899	0.862127426586904	2.12527315699533	1.7021171672627	1.45081603996091	2.30971401759884	2.53996845366669	1.40017852103671	0.857320060529184	1.81181470540258	2.47807252558989	1.69787010040682	2.16864578588227	2.4076026485538	2.20497540862209	1.01966818231398	2.04927960250768	2.4658645796875	2.20469046779871	1.28991192501935	2.41372638390159	1.09117734000209	0.727585071417529	1.14752020234002	1.96976049689125	1.58037367217762	0.413119644726313	1.69746700295637	0.812863139947954	1.05462959539822	1.87080282388421	1.66182886381614	1.3353833328134	0.761544386854855	0.319813016246835	1.05148769261358	1.03391459603566	1.26401737703201	3.22881274653864	1.94299434772689	2.67590193109467	0.696917970219601	2.14472199566068	1.90292545238593	0.60407105967017	0.827489870349136	2.24361626272466	1.01833881693481	2.65628874520496	2.20479159572551	0.715849605905486	2.20943970634004	0.44226386992621	1.57743722206455	2.48865150321233	0.852797176870664	2.0053254167839	1.34348583018401	2.23953735752896	0.990004902727403	1.74971712190111	1.82612067766816	2.29508406709268	1.60023577497937	2.41959844176446	2.51152795503234	2.57691360797789	2.28174789681556	2.50674535493741	0.300719736513858	1.09295463781859	1.58855756762484	2.47810274265196	3.47024914997156	0.102761942145281	2.94619598436809	1.15149590891864	2.16511115593248	1.84812101499715	0.450430929611988	2.2963386305598
CENPB	1.18416486605824	-0.759835102739505	0.0871503119679082	-0.422062437871539	-0.199697339880848	-0.315986315887389	0.547028481767999	-0.281361818761064	-2.28372537348198	-1.19564750435194	-1.30799581296948	-0.545771622292447	-0.428313517246288	-0.680756464929905	-0.399355372130141	-0.537036612886389	0.0166336370730484	-1.60825685662275	-1.13234194684875	-0.67939697322672	0.532980177216324	-0.988643912418703	-0.555498122463292	-1.32562920428785	-0.512020409476355	-0.85907793709237	0.0623540716437663	-0.371317693373038	-0.875187471927228	-0.643706486724114	-0.126491530860299	-0.0238254569002541	-0.764927366704786	0.207784438546541	-2.3907927121737	-0.697606673940261	-0.319085693747417	0.280408914776456	0.0483301886653205	0.0598534565208548	-1.63721635647942	-2.03002303536261	-0.382107664625622	-0.0714918488086013	-0.909120924900603	-1.76250466300227	-1.42846606708272	-0.123664534675577	-0.688815759884676	-0.373937547608428	0.0265663214103301	-0.158105256372327	-0.722345642458835	0.683083125438303	-0.455121124893696	-2.22332223402696	-0.229165487633069	0.322437929085619	-0.336732302158511	-1.83383093454827	-0.182587814661798	-0.362274833778965	-0.631450388928818	0.065091566740007	-0.190330421674422	0.384085097150532	-1.34972963429708	-0.80371939379472	-0.779261906576669	-0.337877837226069	0.905403668292476	-0.901802946998832	0.355701158515623	0.229710280826328	0.23539716401612	0.361975203083729	-0.687917359480483	-1.33304767318756	-0.671020558951166	-0.369165152887886	-0.426807221597465	0.238178613408061	-0.45278510521824	-0.562830843526026	0.183319973294186	-0.151296389878577	0.448708149415666	-0.252338006603152	-0.172567288971949	-0.300872155110542	-1.36085109368296	0.370829209812054	-1.29792221121266	-1.33797873514509	-0.0097128165604279	-1.14193764868494	-0.42988227094459	-0.121054656738113	-0.0405750181681503	0.0755228085626632	-1.40170114987364	-2.23686339406105	-0.853105545194764	-1.90067351296915	-0.10956849113155	-1.2090201332943	-0.126901265478114	0.684836821228326	-0.648789661523888
CIC	0.0545455103348163	1.34362000285407	0.986521383901537	1.86375338800569	0.359638482536718	-0.506329199760035	1.65602946616389	1.79489891097602	2.20342033612273	1.50523597975775	0.866259297871733	2.04179587793111	0.985124894660241	1.79360067750276	1.65351521744731	0.185503977526867	0.391750718436345	0.507675182579409	1.60777531537819	1.3503734340354	0.374250167259375	1.40631568659674	1.99819839558862	1.96154931844808	1.78540206574585	1.6640882082287	0.182918105927441	1.69707157075007	1.95595606979741	1.14990990335286	0.491363831659499	-0.21157970966305	0.870903502541578	0.128020247582227	-0.246999807583218	0.0162201941905399	1.14821926087128	0.659735248676601	0.660557552329369	0.932587002245159	1.88889548727497	1.81513360556361	0.00174731227927489	0.303954450915856	0.42244192231195	0.595464876355815	0.238921024566069	0.689917398312629	0.508162919495903	0.344509714026518	0.909449206470006	-0.354279811424878	0.175501295791609	-0.0269421262113574	1.10944206819227	1.86775589696109	0.916913506312189	0.381773282848728	0.906257087055002	2.14421176151946	1.03873960996093	1.7641716756595	1.70923574068174	0.499039870333222	0.808611363219303	0.678285488626635	0.670136844985492	2.3408133709317	1.44923916792989	0.540436387733908	0.302340343998021	1.02208584866935	1.69414689452254	0.384442369159651	-0.0131842079414899	0.553298214363234	0.924245470062958	1.80675447103696	1.41094433987223	-0.140600406452062	0.871779660922441	1.18296839825403	1.57479813056603	1.35828244000761	0.728625471209753	0.957648639543201	0.228713508145057	1.07993433230194	1.04440532432066	1.02899796801137	0.547178546401649	-0.306717377024612	0.225195933118672	0.880690274344402	0.60283440979709	-0.00231044625408386	0.83975603970677	1.08151745199508	0.921778762628841	0.678926750668602	0.967184721952771	0.206329894594294	1.72679247834754	1.11182784701156	0.992997497726264	1.80805164973318	1.47073444450321	0.783744522489099	0.300258046679445
CLOCK	-1.9450282240616	-1.86147890137719	-2.23707450248366	-2.03982448886378	-2.0290809225086	-1.7545557602305	-2.34013394490683	-2.19336489108313	-1.54654441133843	-1.95771068394046	-1.84510511109657	-2.2488296386569	-1.63317255634039	-1.86986016807264	-2.41530199387959	-1.9649581791843	-2.05286018373995	-1.59081911284721	-1.81112128720648	-2.04316287108349	-1.58146072263576	-2.46168763500108	-2.32168663655211	-2.06617381361868	-2.55843956214488	-1.97703859364939	-2.53429640188754	-2.73029210706	-2.0529211730068	-1.99879956514429	-2.01452398285332	-1.43925058093559	-1.85746206292249	-2.20003327920447	-1.96096802146995	-1.74714029216041	-1.84600922933802	-2.44292782853633	-1.76792081318454	-2.11078628323184	-1.99847832548176	-1.89710515933852	-2.16220323233027	-2.33794156206442	-2.08612182551848	-1.7185038845119	-1.45748265809846	-2.1679373589427	-2.12585377449664	-2.26349114498297	-2.42717712740767	-1.94313168546456	-1.66265111439985	-2.16677750262965	-1.98723080886469	-1.61100733633204	-2.46491688058444	-2.27313526689328	-1.62497079086302	-2.28402377590373	-2.295231203032	-1.70830509908265	-2.27073270421463	-2.49247947017658	-2.38078882237771	-2.40024489597942	-1.84641218606753	-2.37624282747449	-2.03352284944353	-2.21127653207479	-2.47122826749141	-2.77445496525494	-2.38862493754209	-1.95955415562987	-2.48049984177466	-2.19781555753764	-1.78943490655065	-2.16751009296507	-2.27872716216683	-1.74488393568142	-1.975139473029	-2.05076012317624	-1.23609947967082	-2.13416169576555	-2.25119272043529	-2.35526006195105	-1.88257859687514	-1.99784175981056	-1.95671889128772	-2.58450894940018	-1.5893687770896	-1.77725761742728	-2.31160690329554	-1.8392894245318	-2.18572455020872	-1.55343360230078	-2.09251413410129	-1.85534464558498	-2.31815479214015	-2.17431537014834	-1.61923294805759	-1.51735322280603	-1.79753636125589	-1.31241901150436	-2.35867668181744	-2.20842949806091	-2.17679105457506	-1.06154992804496	-2.08246445048675
CREB1	1.28959209124047	1.2498573645202	1.24164933130822	1.26771276937153	1.34845320049733	1.71663415152473	0.777487832117764	0.755248627244648	1.1042330632741	0.752825348708475	2.08511322288956	0.753539359589949	1.37061883902985	1.4893133480408	0.746551745896711	0.998516409134758	1.27760234378733	0.557090365720402	1.43820550986726	0.973864253630782	1.3431078613874	1.4287666579303	0.915500481515051	1.17302922656037	0.353436581679232	0.715087989065593	1.67565383344713	0.759958997926917	0.793563382234148	1.9379314918793	0.84196451868333	1.22899340378772	1.20249569408459	1.16908138709543	1.53758050030787	1.72765273199083	0.982901818357867	1.37074194184438	1.36259493154586	1.12318485694977	1.20846090350545	1.21965900376022	1.21970566951197	1.63279029773203	1.54934113571746	1.56194358885105	1.51652315937462	1.07043508405116	1.27807321523533	1.834179731111	0.978276216195556	1.77280874818339	1.62221373105516	1.22211262197264	1.53793482069569	1.3306132005147	1.37967692395495	0.611068261735161	1.63823588703365	0.278622606996711	1.87228846595054	1.48510667665314	1.57801600777013	1.17040761111922	1.39256803713275	0.342217117563984	1.21331680612079	1.26849781314681	0.334681509915181	1.19840677922957	1.24351805461348	1.11411501207904	0.657754551888333	0.526595623786605	0.950575378934396	0.642356791602941	1.49865623353229	1.29564360809278	1.34535540363136	1.26843861235769	1.02727808239949	0.523248940842983	1.11173074805149	1.34982323362151	0.813906404964384	1.15266728764267	0.856373831679176	1.06182758000523	0.785462747082222	1.37056483744272	1.35122819977784	0.997264831232247	1.33362857930337	0.98626083925757	1.0558437499349	1.79933768197122	0.82779864941834	0.895678009127827	1.04215145726518	1.10852870414351	1.1328492063172	0.845293184371029	1.14799266755264	1.51819557651115	1.2204416786571	1.35952634494501	1.0390220520281	0.408879209145792	1.80948890517385
CREB3	0.601402664814007	-0.296903470168995	0.93367296837945	0.425818178653585	0.0933165314032435	1.53547027794354	-0.223705941026669	-0.106347443680923	-0.422643065265516	-0.18810852984198	0.509252024954183	-0.251276759781666	0.546098977793437	0.00340992741206667	0.611432755173468	-0.299008887112197	0.409848456261864	-0.000681014145910422	-0.378864498779489	0.344546368407092	0.461635156272748	1.00694051574322	0.105617881559115	-0.537290692860141	0.848043113151528	-0.184617029167134	0.959419775858016	-0.461475641801056	-0.137198999674899	0.551038332589391	0.0888257630415958	0.369105621496054	0.359013295652253	0.0993146760849551	-0.225622246741929	0.741726760614881	0.507270871451025	0.718190098068155	0.0756580339619294	0.264437806168226	0.187472844109832	-0.240229008401032	0.21156251543685	0.806515463124349	0.274403449934891	0.111221004106403	-0.155544420268175	0.745050122763992	0.507250808602594	0.883993178479137	0.987582005912425	0.953609886372012	0.535580199331604	0.57921220610437	0.798093361729879	0.0104080604780228	1.01651863556796	0.0358010048773597	0.363326704536852	-0.464738744292897	0.758521292824249	0.449380757631283	0.810640921240696	1.29906561427736	0.70303204133103	0.643050941432889	0.228188756129847	-0.0365254451789025	0.257890676867362	0.706833868259448	0.632045179470785	-0.290587871825729	0.419137791974425	0.248120894695095	0.620638095182731	1.04443037044124	-0.066489094857962	-0.263938353478948	0.594842700399527	0.23971951372421	0.807277495673017	0.0879444889678623	0.387269948653207	0.82927294505914	0.113549271085964	1.26258439021527	0.413735843373343	0.429633596487171	-0.234309130689256	0.519522683859679	-0.672956418856845	0.376226631324719	0.411694055290729	-0.174375305145321	0.0765537720001232	0.020984444218989	0.101384731080931	0.630147167989539	0.591154368175258	0.660596347470665	-0.526643236393499	-0.2005291159042	0.298459198743202	-0.249250144439464	1.14652618478335	-0.273783199827701	-0.281855431888543	-0.249902947648079	0.740259625806903
CREB3L1	0.684318480448823	0.166646141024006	1.29728263104462	1.43758528002366	0.389560737307948	1.00708010783338	0.32478986957609	0.794038916622243	-0.0100941566430271	0.276900476765326	0.822767677627866	0.150423156455777	0.513034379950858	0.62192024703189	1.2496409904156	0.346708399343114	0.426363506549448	0.267619806255159	0.370548975912439	0.450265613529597	-0.431076808279653	0.915512099446072	1.10928353232725	0.0907748015173307	1.41713079537121	-0.0117417277256923	0.948543641097468	-0.029420435747316	0.303083461675947	0.603751390680573	0.725148203446832	0.413328216389172	0.358967296997327	0.372548601174057	-0.413703054618289	0.842857664880252	0.543261212654175	0.647765711723098	0.343998384498519	0.520076991894403	0.783661254497082	0.673938853524832	0.391930868206015	0.909166436977523	0.722557232178621	0.162028067470887	-0.375701546850218	1.2132134321046	0.980692342349358	0.666861742782731	1.03321623625573	0.699517959341299	0.180858991321191	0.552845449573849	0.761532489897501	0.00902466453599173	1.45475792692728	-0.0338815699333833	-0.729799770297259	0.128538320859938	0.61130874626477	0.594599890917208	0.883641148203675	1.21987622671424	0.995393080680821	0.77353884160487	0.775731724426973	0.534715223631263	0.959484074107412	1.39829526732058	0.679821831775208	-0.236937294610044	1.08616543062873	0.794310225596887	0.0614184992313489	0.869460071271939	0.298514317087679	0.535373177616812	1.32872203016952	0.152009092582314	0.743160217304775	0.733380038736253	0.680084445192403	-0.781863885614889	-0.11648009399467	0.796094767962683	0.643315823457627	1.06324183941815	-0.0909248150235982	0.922119348859284	0.231570532414852	-0.412371228702715	0.519819778501555	0.355608355068502	0.482272922506065	0.455828871599519	0.216641408817706	1.17226590605748	0.512541812415314	0.704693936854826	0.0704860109234755	0.144366185288088	0.319079578749241	0.833119321257493	1.04298419985725	0.217143434734411	0.117384032291615	0.117870774593003	1.42597310361183
CREB3L2	-1.15226757859466	-0.793383076165943	-0.0381940706278553	0.521165352906259	-1.12745618533086	-0.429175512726387	-1.46363981454772	0.320215335401542	0.969238843070971	1.14535209329521	-0.466692138994586	0.397312735358061	0.558415886400716	-0.0237917289489076	0.3527997253681	-1.49075794687551	-1.79623713383616	-0.624682105476688	-0.594451616587639	-0.472569047960328	-1.15658525580769	1.17987161791131	0.929288957885465	-0.778798994412921	1.77823933224443	-1.89181579481041	-0.67676569237079	1.27458549672741	-0.583165539926625	0.205924523759964	-2.2283550987736	-1.53302673583395	-0.9387861431247	-1.40687149959063	-2.2209508388386	-0.709835746628563	-0.485975280315515	-0.88602994168074	-1.93871186731525	-0.721734696363604	0.665769717263491	-0.114530297587865	-1.45103245399709	-0.594886932248794	-0.780809379357466	-0.800421169748674	-1.71805468182305	-0.453992116041703	-0.231382340876318	-0.557406873572541	-0.133818796556549	-0.699008504727032	-1.1916583888996	-1.29277719285092	0.406554764612596	-1.79324548599277	0.134588763546444	-1.52134286953341	-1.09867674480614	0.883458456946863	-0.125422059414542	0.441782355233023	0.793576665202063	-0.0910423874048983	-0.528590134306067	-0.880164666003733	-0.488862732034604	1.01557056258985	-0.324081219769869	0.36946175066457	-0.856182685767386	-0.952981630278843	-0.667680676952711	-0.803892835737497	-1.94029133349248	-0.286043988468736	-1.32809383165136	-0.225547478780255	1.03405018857105	-1.35652162526993	-0.172048562982181	-0.768479238814763	0.0829004920096891	1.64621178986022	-1.47864111505203	-0.450689001488302	-1.44114360147283	-0.218687804344186	-0.801249249136975	-0.407302404223586	-1.57929795309079	-1.24195278149177	-1.46215506789584	-1.22364607918582	-2.45563309177393	-0.878172758765022	-0.558345277584682	0.100770651140851	-0.229043683604044	-0.953633162886445	-1.92612254219569	-0.375463175024335	0.386314404840292	-0.202973243233849	1.0143147440393	-0.529440587297625	-1.15096008341045	-0.759283780038038	-0.146138477631428
CREB3L3	1.5758994344633	0.911146238717195	2.6107903540056	1.75763474646331	1.63470356673019	1.6229409135394	1.72155620122565	1.46462837327886	0.946467900464854	1.88250266320343	1.73177064930604	1.66114065970395	1.31610429095903	1.07730504924701	1.59821397187124	1.25692126172142	1.44896085671597	0.816702403816519	1.92817845855556	2.00067627709482	1.82372183375606	1.51278883474485	1.64809591957402	0.868302685840591	1.53846924241817	0.839837337491988	2.21058992471963	2.33734882445404	1.40828806111001	2.48899648521464	0.975483456429563	1.05266168324924	1.96030205398506	1.35194573515759	0.596398889048811	2.32239827503473	1.63913893557426	2.72936847872082	1.07563573992242	1.56021698684409	1.42324002837091	0.64999473736872	1.3027149385379	2.43092493570977	1.12829590474349	1.68767822679756	1.5882513359191	1.91821582760355	1.14923040200744	1.9781259982401	2.33825398790156	2.54349517000366	1.49175056082046	2.20220766879189	2.03947476138185	1.95182372689681	2.37276314499609	1.63146530597106	1.64207504759351	0.663528617560252	2.03994377432244	1.86029705206735	2.0185219209515	2.25818300666881	2.79882905982085	1.49941877557235	1.43366172780494	1.44540641787237	0.797166820781981	1.78085340009672	1.93689167463149	1.32836986202181	3.02538398515258	1.71513218143488	1.61603275586752	2.39693520302488	2.19095560254909	1.47577040968024	1.87604391870747	1.42780270034337	2.7690980669622	1.31428656744173	0.95736777943889	1.71506161097951	1.58956562741947	1.95610636813943	1.53098371239246	1.74849269424391	1.32252307495257	2.30039197548312	0.509560170293298	1.96594085194588	1.35216336886704	1.200614607645	1.20431024500859	1.2649257041448	1.5426563068463	2.57546267176207	2.27155257207445	2.54066138657132	1.43107788376496	0.52880631381986	1.81448826705947	1.24259947506166	1.89569864428054	1.1746176165423	1.60430891844116	1.7816226791076	1.48686540390639
CREB3L4	-1.44874627122914	-0.726314682221876	-1.29796786341094	-1.75570391640074	-1.2253725026579	-1.23074947391336	-1.42245134867053	-0.918158646511387	-0.69435227835263	-0.848032043838001	-1.71148607417532	-0.836178627928117	-1.62078376727578	-0.557972931341683	-1.02084350786144	-1.34964184044335	-1.33955632172253	0.109202384903051	-0.957683944618551	-1.77051334286109	-1.79644247937125	-0.740753224855085	-0.813585217463934	-0.936706058477587	-0.319890278498403	-0.749552129158772	-1.41126802363525	-1.23916069588485	-1.05334343593342	-1.74896199023937	-0.933553876394148	-1.21490186220245	-1.20820061517204	-0.959032207403422	-0.499034780382008	-1.33150367275504	-1.64089295961351	-1.27672259981246	-1.22933404620797	-1.53337530514741	-0.0993078255702243	0.0227242005390611	-1.32389974157643	-1.53496044441746	-0.664003161522744	-0.764692044937451	-0.856658522635353	-1.67072987569148	-0.176583027335584	-1.36994870120589	-1.53041803901313	-1.69108707689161	-1.43804037234054	-1.85431396650325	-1.78214139190284	-0.667637351869486	-1.39533052544705	-1.91150663834945	-1.81121935210621	-0.347032718820248	-1.82607436747334	-1.73638016208769	-1.60866448961321	-1.64166212656406	-2.02140735857089	-1.29064799061961	-0.0903831730410828	-0.105701967558088	-0.894589986895604	-1.09553866299302	-0.795273963596422	-1.0800665785647	-1.84956651439216	-1.322463765204	-1.26833185826337	-1.44576504940703	-1.15636151706959	-1.39492451888819	-0.985351906461904	-1.44449716041574	-1.92150228136007	-1.48068102558925	-0.651377334925218	-0.908547479093375	-1.37078666206434	-1.31769134373334	-1.15489437242466	-1.25337457849776	-1.31064889593621	-1.44182843561963	0.377078087737525	-1.95867582225466	-0.612359351594435	-1.10438573267586	-1.18733934915186	-0.764280408632825	-1.08963137931834	-1.76381221204436	-1.90786483283156	-2.01454808713097	-0.937332522074191	0.237725209261382	-1.76036016430327	0.114241776881471	-1.15663511054974	-0.887500653636406	-1.36959221537202	-2.01472672733795	-0.59576586677308
CREB5	0.446200353565976	0.505957510998554	0.735011291956208	0.410986840632417	0.587595752216746	0.472867053282661	0.364426995375771	0.505328908534886	0.164919363798343	0.454868338928462	0.714142213675114	0.497525381612829	0.523103695772529	0.11012173442415	0.0965837369121378	0.49270877221988	0.27739076332129	0.00911162858350964	-0.0514477130464084	0.0162146370708562	0.0915820220596906	0.154442826082473	0.517622126381292	0.257672090519106	0.367355557177654	0.0213712076250472	0.53923519603057	-0.475323877521035	0.17522509163408	0.474469138621993	0.390843106337882	0.297224474084662	0.0417075123177099	0.322669338057539	0.390659796772415	0.604663034247086	0.29627690717108	0.494059383373446	0.253989903453294	0.168978345176936	0.296312161415724	0.395380573159309	0.124086886099344	0.808232442635421	0.400070428214186	0.384191076085853	-0.259597188698109	0.510714978634841	0.560691719096466	0.140221061023006	0.571124737124238	0.334216620924012	0.21177386825534	0.38869007012413	0.139849038530089	0.162305968823846	0.669522479167702	0.0963674190754744	0.0728833695925464	-0.0900303640646143	0.396774912781653	0.171597362409957	0.452060931953114	0.402860001515351	0.0832936741416729	0.59122675425759	0.481733826775286	0.0845073025752759	0.47435518390291	0.692226693922005	0.362052009009761	-0.197995738116809	0.450234609833808	0.529463786929031	-0.740829928490298	0.313771546354566	0.562312986159597	0.345096391543651	0.952678984648227	0.13742855369479	0.30761938587752	0.386651794148041	0.557948241747782	-0.399527553266564	-0.0577625842487291	0.502114129709638	0.172170989849215	0.780074149014544	-0.339202141989797	0.502790938443961	0.387894520614928	0.0869512223926757	0.201220979033956	0.210626754080707	0.386430709522742	0.575605655767416	-0.24455464990701	0.414027041884983	0.241107475764511	0.497363706491331	0.0383819285983194	0.57034840601491	-0.14611736607579	0.860179560668221	0.402667024405944	0.566760908724129	0.248854504803804	-0.39489611094432	0.696986061964201
